date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after,node,cost,cycle_id,mode,execution_reasons
2025-07-09,4.048,4.045,CLOSE,70650.7522399998,71600,0.0,360272.7522399998,-0.0005958596868745891,-214.79999999993015,-214.80000000000814,0.0,0.0,0.8038964873121045,7.79891706770286e-11,2025-07-08,False,0.0,0,0,4.048,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-10,4.045,4.065,CLOSE,70650.7522399998,71600,0.0,361704.7522399998,0.003974766315510969,1432.0,1432.000000000033,0.0,0.0,0.8046728670207757,-3.296918293926865e-11,2025-07-09,False,0.0,0,0,4.045,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-11,4.066,4.079,CLOSE,70650.7522399998,71600,0.0,362707.15223999973,0.0027713210672299926,1002.3999999999069,1002.3999999999533,0.0,0.0,0.8052126852098829,-4.638422979041934e-11,2025-07-10,False,0.0,0,0,4.066,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-14,4.078,4.078,CLOSE,70650.7522399998,71600,0.0,362635.5522399999,-0.00019740443373583716,-71.5999999998603,-71.59999999996032,0.0,0.0,0.8051742257382374,1.000159954855917e-10,2025-07-11,False,0.0,0,0,4.078,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-15,4.082,4.078,CLOSE,70650.7522399998,71600,0.0,362635.5522399999,0.0,0.0,0.0,0.0,0.0,0.8051742257382374,0.0,2025-07-14,False,0.0,0,0,4.082,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-16,4.079,4.069,CLOSE,70650.7522399998,71600,0.0,361991.15223999985,-0.0017769906894664622,-644.4000000000233,-644.4000000000244,0.0,0.0,0.8048274058556038,1.1368683772161603e-12,2025-07-15,False,0.0,0,0,4.079,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-17,4.069,4.102,CLOSE,70650.7522399998,71600,0.0,364353.9522399998,0.006527231357393415,2362.79999999993,2362.800000000026,0.0,0.0,0.8060930811765639,-9.595169103704393e-11,2025-07-16,False,0.0,0,0,4.069,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-18,4.108,4.132,CLOSE,70650.7522399998,71600,0.0,366501.9522399998,0.005895366268965585,2148.0,2147.999999999954,0.0,0.0,0.8072295336813514,4.5929482439532876e-11,2025-07-17,False,0.0,0,0,4.108,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-21,4.137,4.157,CLOSE,70650.7522399998,71600,0.0,368291.9522399998,0.004884012183454356,1790.0,1790.0000000000255,0.0,0.0,0.8081664510715136,-2.546585164964199e-11,2025-07-18,False,0.0,0,0,4.137,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-22,4.159,4.201,CLOSE,70650.7522399998,71600,0.0,371442.3522399998,0.008554083196330664,3150.4000000000233,3150.399999999971,0.0,0.0,0.8097934933538481,5.2295945351943374e-11,2025-07-21,False,0.0,0,0,4.159,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-23,4.204,4.199,CLOSE,70650.7522399998,71600,0.0,371299.15223999973,-0.00038552415775017224,-143.20000000006985,-143.19999999998424,0.0,0.0,0.8097201358694925,-8.560618880437687e-11,2025-07-22,False,0.0,0,0,4.204,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-24,4.195,4.225,CLOSE,70650.7522399998,71600,0.0,373160.7522399998,0.005013746971328281,1861.6000000000931,1861.5999999999856,0.0,0.0,0.8106693916337683,1.0754774848464876e-10,2025-07-23,False,0.0,0,0,4.195,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-25,4.225,4.203,CLOSE,70650.7522399998,71600,0.0,371585.5522399999,-0.004221237068862127,-1575.1999999999534,-1575.1999999999537,0.0,0.0,0.8098667942978367,2.2737367544323206e-13,2025-07-24,False,0.0,0,0,4.225,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-28,4.203,4.214,CLOSE,70650.7522399998,71600,0.0,372373.15223999985,0.0021195657238344268,787.5999999999767,787.6000000000087,0.0,0.0,0.8102689417456594,-3.1946001399774104e-11,2025-07-25,False,0.0,0,0,4.203,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-29,4.208,4.235,CLOSE,70650.7522399998,71600,0.0,373876.7522399998,0.004037885091755733,1503.5999999999767,1503.5999999999933,0.0,0.0,0.8110319729250041,-1.659827830735594e-11,2025-07-28,False,0.0,0,0,4.208,,0.0,0.0,0.0,NO_TRADE,70650.7522399998,71600,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-30,4.227,4.232,CLOSE,372825.0341599998,0,0.0,372825.0341599998,-0.0028130074247699755,-1051.7180800000206,-572.8000000000005,0.0,0.0,0.0,-2.7625901566352695e-11,2025-07-29,False,0.8097830151170011,-71600,-71600,4.227,4.222,120.91808000000002,357.9999999999924,302295.2,FILLED,70650.7522399998,71600,372825.0341599998,0.0,ADD_GATE_EXPOSURE_115,STRESS,,,
2025-07-31,4.221,4.155,CLOSE,372825.0341599998,0,0.0,372825.0341599998,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2025-07-30,False,0.0,0,0,4.221,,0.0,0.0,0.0,NO_TRADE,372825.0341599998,0,,,ADD_GATE_EXPOSURE_115,STRESS,,,
2020-06-29,4.15,4.128,CLOSE,207112.39004,0,0.0,207112.39004,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2020-06-24,False,0.0,0,0,4.15,,0.0,0.0,0.0,NO_TRADE,207112.39004,0,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-06-30,4.148,4.178,CLOSE,207112.39004,0,0.0,207112.39004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-29,False,0.0,0,0,4.148,,0.0,0.0,0.0,NO_TRADE,207112.39004,0,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-07-01,4.187,4.272,CLOSE,87592.60124,28500,0.0,209344.60124,0.010777777223124563,2232.2111999999906,2422.499999999999,0.0,0.0,0.5815865289997101,-1.1482370609883219e-11,2020-06-30,False,0.5768462233327816,28500,28500,4.187,4.192,47.7888,142.49999999999696,119472.0,FILLED,207112.39004,0,87592.60124,28500.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-07-02,4.27,4.37,CLOSE,87592.60124,28500,0.0,212137.60124,0.013341638539787315,2793.0,2792.999999999996,0.0,0.0,0.5870953535441231,4.092726157978177e-12,2020-07-01,False,0.0,0,0,4.27,,0.0,0.0,0.0,NO_TRADE,87592.60124,28500,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-07-03,4.386,4.457,CLOSE,87592.60124,28500,0.0,214617.10124,0.011688168365752594,2479.5,2479.4999999999927,0.0,0.0,0.5918656960050552,7.275957614183426e-12,2020-07-02,False,0.0,0,0,4.386,,0.0,0.0,0.0,NO_TRADE,87592.60124,28500,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-07-06,4.527,4.784,CLOSE,87592.60124,28500,0.0,223936.60124,0.0434238462180061,9319.5,9319.5,0.0,0.0,0.6088508946059952,0.0,2020-07-03,False,0.0,0,0,4.527,,0.0,0.0,0.0,NO_TRADE,87592.60124,28500,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-07-07,4.821,4.736,CLOSE,87592.60124,28500,0.0,222568.60124,-0.006108871852234077,-1368.0,-1368.0000000000014,0.0,0.0,0.6064467281009364,1.3642420526593924e-12,2020-07-06,False,0.0,0,0,4.821,,0.0,0.0,0.0,NO_TRADE,87592.60124,28500,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-07-08,4.734,4.798,CLOSE,222315.19064,0,0.0,222315.19064,-0.0011385729999118244,-253.4106000000029,-56.99999999999372,0.0,0.0,0.0,-1.2192913345643319e-11,2020-07-07,False,0.6057054969220714,-28500,-28500,4.734,4.729,53.9106,142.49999999999696,134776.5,FILLED,87592.60124,28500,222315.19064,0.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-07-09,4.796,4.872,CLOSE,222315.19064,0,0.0,222315.19064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-08,False,0.0,0,0,4.796,,0.0,0.0,0.0,NO_TRADE,222315.19064,0,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-11,5.02,4.954,CLOSE,219069.05015999998,0,0.0,219069.05015999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-10,False,0.0,0,0,5.02,,0.0,0.0,0.0,NO_TRADE,219069.05015999998,0,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-14,4.959,4.998,CLOSE,219069.05015999998,0,0.0,219069.05015999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-11,False,0.0,0,0,4.959,,0.0,0.0,0.0,NO_TRADE,219069.05015999998,0,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-15,4.998,5.013,CLOSE,63914.01295999999,31000,0.0,219317.01296,0.001131893345129864,247.96280000000843,464.9999999999901,0.0,0.0,0.708577040616284,1.503508428868372e-11,2020-12-14,False,0.7079639953098157,31000,31000,4.998,5.003,62.037200000000006,154.9999999999967,155093.0,FILLED,219069.05015999998,0,63914.01295999999,31000.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-16,5.02,5.023,CLOSE,63914.01295999999,31000,0.0,219627.01296,0.0014134790357396287,310.0,309.9999999999934,0.0,0.0,0.7089883794411006,6.59383658785373e-12,2020-12-15,False,0.0,0,0,5.02,,0.0,0.0,0.0,NO_TRADE,63914.01295999999,31000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-17,5.022,5.094,CLOSE,63914.01295999999,31000,0.0,221828.01296,0.010021535922818625,2201.0,2201.000000000019,0.0,0.0,0.711875826199079,-1.9099388737231493e-11,2020-12-16,False,0.0,0,0,5.022,,0.0,0.0,0.0,NO_TRADE,63914.01295999999,31000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-18,5.09,5.065,CLOSE,63914.01295999999,31000,0.0,220929.01296,-0.004052689234348872,-899.0,-898.9999999999974,0.0,0.0,0.7107033969704474,-2.6147972675971687e-12,2020-12-17,False,0.0,0,0,5.09,,0.0,0.0,0.0,NO_TRADE,63914.01295999999,31000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-21,5.062,5.11,CLOSE,63914.01295999999,31000,0.0,222324.01296,0.006314245382758266,1395.0,1394.9999999999977,0.0,0.0,0.7125186249157024,2.2737367544323206e-12,2020-12-18,False,0.0,0,0,5.062,,0.0,0.0,0.0,NO_TRADE,63914.01295999999,31000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-22,5.099,5.033,CLOSE,63914.01295999999,31000,0.0,219937.01296,-0.01073658201927774,-2387.0,-2386.9999999999986,0.0,0.0,0.7093985587063326,-1.3642420526593924e-12,2020-12-21,False,0.0,0,0,5.099,,0.0,0.0,0.0,NO_TRADE,63914.01295999999,31000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-23,5.04,5.074,CLOSE,63914.01295999999,31000,0.0,221208.01296,0.005778927261466338,1271.0,1270.999999999984,0.0,0.0,0.7110682741336443,1.5916157281026244e-11,2020-12-22,False,0.0,0,0,5.04,,0.0,0.0,0.0,NO_TRADE,63914.01295999999,31000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-24,5.074,5.074,CLOSE,63914.01295999999,31000,0.0,221208.01296,0.0,0.0,0.0,0.0,0.0,0.7110682741336443,0.0,2020-12-23,False,0.0,0,0,5.074,,0.0,0.0,0.0,NO_TRADE,63914.01295999999,31000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-25,5.054,5.116,CLOSE,63914.01295999999,31000,0.0,222510.01296,0.005885862734255731,1302.0,1301.9999999999943,0.0,0.0,0.7127589356102836,5.6843418860808015e-12,2020-12-24,False,0.0,0,0,5.054,,0.0,0.0,0.0,NO_TRADE,63914.01295999999,31000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-28,5.112,5.13,CLOSE,63914.01295999999,31000,0.0,222944.01296,0.001950474022389459,434.0,434.0000000000073,0.0,0.0,0.7133181012065695,-7.275957614183426e-12,2020-12-25,False,0.0,0,0,5.112,,0.0,0.0,0.0,NO_TRADE,63914.01295999999,31000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-29,5.138,5.114,CLOSE,63914.01295999999,31000,0.0,222448.01296,-0.0022247738049328003,-496.0,-496.00000000000045,0.0,0.0,0.7126788766978429,4.547473508864641e-13,2020-12-28,False,0.0,0,0,5.138,,0.0,0.0,0.0,NO_TRADE,63914.01295999999,31000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-30,5.11,5.178,CLOSE,38323.78095999999,36000,0.0,224731.78096,0.010266524612250194,2283.768000000011,2324.0,0.0,0.0,0.8294687969975139,1.2079226507921703e-11,2020-12-29,False,0.11505729704781056,5000,5000,5.11,5.1160000000000005,10.232000000000001,30.000000000001137,25580.000000000004,FILLED,63914.01295999999,31000,38323.78095999999,36000.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2020-12-31,5.188,5.287,CLOSE,38323.78095999999,36000,0.0,228655.78096,0.017460814768777366,3924.0,3923.9999999999995,0.0,0.0,0.8323953114192019,4.547473508864641e-13,2020-12-30,False,0.0,0,0,5.188,,0.0,0.0,0.0,NO_TRADE,38323.78095999999,36000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-04,5.28,5.334,CLOSE,73118.25759999998,29400,0.0,229937.85759999996,0.005607016077254778,1282.0766399999557,1335.5999999999935,0.0,0.0,0.68200861587918,-3.637978807091713e-11,2020-12-31,False,0.1523985279652439,-6600,-6600,5.28,5.274,13.92336,39.6000000000015,34808.4,FILLED,38323.78095999999,36000,73118.25759999998,29400.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-05,5.321,5.433,CLOSE,109.16563999999198,43100,0.0,234271.46563999998,0.018846866215213476,4333.608040000021,4445.000000000007,0.0,0.0,0.9995340207579196,1.6825651982799172e-11,2021-01-04,False,0.3179181064975852,13700,13700,5.321,5.327,29.191959999999998,82.20000000000312,72979.9,FILLED,73118.25759999998,29400,109.16563999999198,43100.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-06,5.447,5.482,CLOSE,109.16563999999198,43100,0.0,236383.36564,0.009014755570980748,2111.9000000000233,2111.900000000016,0.0,0.0,0.9995381839170263,7.275957614183426e-12,2021-01-05,False,0.0,0,0,5.447,,0.0,0.0,0.0,NO_TRADE,109.16563999999198,43100,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-07,5.49,5.599,CLOSE,109.16563999999198,43100,0.0,241426.06564,0.02133271935758696,5042.6999999999825,5042.7,0.0,0.0,0.9995478299341432,-1.7280399333685637e-11,2021-01-06,False,0.0,0,0,5.49,,0.0,0.0,0.0,NO_TRADE,109.16563999999198,43100,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-08,5.608,5.571,CLOSE,109.16563999999198,43100,0.0,240219.26563999997,-0.004998631762485495,-1206.8000000000175,-1206.8000000000202,0.0,0.0,0.9995455583476657,2.7284841053187847e-12,2021-01-07,False,0.0,0,0,5.608,,0.0,0.0,0.0,NO_TRADE,109.16563999999198,43100,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-11,5.572,5.508,CLOSE,109.16563999999198,43100,0.0,237503.96563999998,-0.011303423115401667,-2715.2999999999884,-2715.299999999988,0.0,0.0,0.9995403628747594,-4.547473508864641e-13,2021-01-08,False,0.0,0,0,5.572,,0.0,0.0,0.0,NO_TRADE,109.16563999999198,43100,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-12,5.496,5.668,CLOSE,109.16563999999198,43100,0.0,244399.96564,0.029035304658671324,6896.000000000029,6896.0000000000055,0.0,0.0,0.9995533320157631,2.3646862246096134e-11,2021-01-11,False,0.0,0,0,5.496,,0.0,0.0,0.0,NO_TRADE,109.16563999999198,43100,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-13,5.684,5.646,CLOSE,25082.372359999994,38700,0.0,243582.57236,-0.0033444901592336596,-817.3932800000184,-781.0000000000093,0.0,0.0,0.8970272293416386,-8.100187187665142e-12,2021-01-12,False,0.10193498011537788,-4400,-4400,5.684,5.678,9.99328,26.400000000001,24983.2,FILLED,109.16563999999198,43100,25082.372359999994,38700.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-14,5.646,5.543,CLOSE,107957.20916,24000,0.0,240989.20916,-0.010646751838087831,-2593.3631999999925,-2471.999999999994,0.0,0.0,0.5520247170555925,4.931166586175095e-12,2021-01-13,False,0.3403691782902559,-14700,-14700,5.646,5.64,33.1632,88.20000000000334,82908.0,FILLED,25082.372359999994,38700,107957.20916,24000.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-15,5.543,5.526,CLOSE,107957.20916,24000,0.0,240581.20916,-0.0016930218636018735,-408.0,-408.00000000000836,0.0,0.0,0.551264998887746,8.355982572538778e-12,2021-01-14,False,0.0,0,0,5.543,,0.0,0.0,0.0,NO_TRADE,107957.20916,24000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-18,5.451,5.513,CLOSE,107957.20916,24000,1727.9999999999998,241997.20916,0.005885746459351582,1416.0,-311.9999999999977,1727.9999999999998,0.0,0.546750106992019,-2.0463630789890885e-12,2021-01-15,False,0.0,0,0,5.451,,0.0,0.0,0.0,NO_TRADE,107957.20916,24000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-19,5.518,5.438,CLOSE,107957.20916,24000,1727.9999999999998,240197.20916,-0.00743810230807207,-1800.0,-1800.0000000000043,0.0,0.0,0.5433535237832986,4.320099833421409e-12,2021-01-18,False,0.0,0,0,5.518,,0.0,0.0,0.0,NO_TRADE,107957.20916,24000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-20,5.436,5.468,CLOSE,238225.08116,0,1727.9999999999998,239953.08116,-0.0010163648480918663,-244.12799999999697,-47.999999999994714,0.0,0.0,0.0,3.183231456205249e-12,2021-01-19,False,0.5426626240237751,-24000,-24000,5.436,5.43,52.128,144.00000000000546,130320.0,FILLED,107957.20916,24000,238225.08116,0.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2021-01-21,5.483,5.562,CLOSE,239953.08116,0,0.0,239953.08116,0.0,0.0,0.0,0.0,1727.9999999999998,0.0,0.0,2021-01-20,False,0.0,0,0,5.483,,0.0,0.0,0.0,NO_TRADE,238225.08116,0,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2024-09-23,3.269,3.283,CLOSE,239848.13087999995,0,0.0,239848.13087999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-20,False,0.0,0,0,3.269,,0.0,0.0,0.0,NO_TRADE,239848.13087999995,0,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2024-09-24,3.314,3.427,CLOSE,239848.13087999995,0,0.0,239848.13087999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-23,False,0.0,0,0,3.314,,0.0,0.0,0.0,NO_TRADE,239848.13087999995,0,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2024-09-25,3.489,3.474,CLOSE,132.4829599999648,68600,0.0,238448.88296,-0.005833891283063775,-1399.2479199999652,-1028.9999999999782,0.0,0.0,0.999444396810103,1.318767317570746e-11,2024-09-24,False,0.9990480189311369,69900,68600,3.489,3.493,95.84792,274.40000000000026,239619.8,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,239848.13087999995,0,132.4829599999648,68600.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2024-09-26,3.468,3.64,CLOSE,132.4829599999648,68600,0.0,249836.48295999996,0.047756986145790714,11387.599999999977,11387.599999999995,0.0,0.0,0.9994697213216007,-1.8189894035458565e-11,2024-09-25,False,0.0,0,0,3.468,,0.0,0.0,0.0,NO_TRADE,132.4829599999648,68600,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2024-09-27,3.7,3.869,CLOSE,132.4829599999648,68600,0.0,265545.88295999996,0.06287872697325447,15709.399999999994,15709.400000000007,0.0,0.0,0.9995010920202446,-1.2732925824820995e-11,2024-09-26,False,0.0,0,0,3.7,,0.0,0.0,0.0,NO_TRADE,132.4829599999648,68600,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2024-09-30,4.007,4.233,CLOSE,132.4829599999648,68600,0.0,290516.28296,0.09403422008151185,24970.400000000023,24970.39999999996,0.0,0.0,0.9995439740635184,6.184563972055912e-11,2024-09-27,False,0.0,0,0,4.007,,0.0,0.0,0.0,NO_TRADE,132.4829599999648,68600,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2024-10-08,4.656,4.412,CLOSE,319063.4595199999,0,0.0,319063.4595199999,0.09826360253938149,28547.176559999934,29017.800000000003,0.0,0.0,0.0,-7.582912076031789e-11,2024-09-30,False,0.9985119491617441,-68600,-68600,4.656,4.651,127.62344,342.99999999999267,319058.6,FILLED,132.4829599999648,68600,319063.4595199999,0.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2024-10-09,4.285,4.022,CLOSE,238379.19871999993,18800,0.0,313992.79871999996,-0.015892326898317544,-5070.660799999954,-4944.399999999998,0.0,0.0,0.24081316612432155,4.163780431554187e-11,2024-10-08,False,0.2527773005449547,18800,18800,4.285,4.29,32.2608,93.999999999998,80652.0,FILLED,319063.4595199999,0,238379.19871999993,18800.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-07,3.8,3.695,CLOSE,314206.8555199999,0,0.0,314206.8555199999,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2025-04-03,False,0.0,0,0,3.8,,0.0,0.0,0.0,NO_TRADE,314206.8555199999,0,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-08,3.698,3.73,CLOSE,314206.8555199999,0,0.0,314206.8555199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07,False,0.0,0,0,3.698,,0.0,0.0,0.0,NO_TRADE,314206.8555199999,0,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-09,3.695,3.766,CLOSE,102169.37443999993,57300,0.0,317961.1744399999,0.011948558263589648,3754.3189199999906,4068.30000000001,0.0,0.0,0.6786734272826145,6.0822458181064576e-12,2025-04-08,False,0.6745642123219325,57300,57300,3.695,3.6990000000000003,84.78108,229.20000000002565,211952.7,FILLED,314206.8555199999,0,102169.37443999993,57300.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-10,3.817,3.829,CLOSE,107.86615999991773,84000,0.0,321743.8661599999,0.011896709485559542,3782.6917200000025,3930.3000000000097,0.0,0.0,0.9996647452481774,-7.105427357601002e-12,2025-04-09,False,0.31793690896062726,27100,26700,3.817,3.821,40.80828,106.8000000000001,102020.70000000001,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,102169.37443999993,57300,107.86615999991773,84000.0,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-11,3.81,3.84,CLOSE,107.86615999991773,84000,0.0,322667.8661599999,0.002871849620718292,924.0,923.9999999999729,0.0,0.0,0.9996657052923069,2.7057467377744615e-11,2025-04-10,False,0.0,0,0,3.81,,0.0,0.0,0.0,NO_TRADE,107.86615999991773,84000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-14,3.859,3.848,CLOSE,107.86615999991773,84000,0.0,323339.8661599999,0.002082636886025613,672.0,672.0000000000006,0.0,0.0,0.9996664000598474,-5.684341886080801e-13,2025-04-11,False,0.0,0,0,3.859,,0.0,0.0,0.0,NO_TRADE,107.86615999991773,84000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-15,3.844,3.851,CLOSE,107.86615999991773,84000,0.0,323591.8661599999,0.0007793656965122686,252.0,252.0000000000096,0.0,0.0,0.9996666598537227,-9.606537787476555e-12,2025-04-14,False,0.0,0,0,3.844,,0.0,0.0,0.0,NO_TRADE,107.86615999991773,84000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-16,3.841,3.86,CLOSE,107.86615999991773,84000,0.0,324347.8661599999,0.002336276275950011,756.0,755.9999999999914,0.0,0.0,0.9996674368132062,8.640199666842818e-12,2025-04-15,False,0.0,0,0,3.841,,0.0,0.0,0.0,NO_TRADE,107.86615999991773,84000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-17,3.842,3.863,CLOSE,107.86615999991773,84000,0.0,324599.8661599999,0.0007769436037408095,252.0,252.00000000000955,0.0,0.0,0.999667694995454,-9.549694368615746e-12,2025-04-16,False,0.0,0,0,3.842,,0.0,0.0,0.0,NO_TRADE,107.86615999991773,84000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-18,3.857,3.873,CLOSE,107.86615999991773,84000,0.0,325439.8661599999,0.0025878014366953472,840.0,840.0000000000193,0.0,0.0,0.9996685527152138,-1.9326762412674725e-11,2025-04-17,False,0.0,0,0,3.857,,0.0,0.0,0.0,NO_TRADE,107.86615999991773,84000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-21,3.865,3.875,CLOSE,107.86615999991773,84000,0.0,325607.8661599999,0.0005162244010923356,168.0,167.99999999998147,0.0,0.0,0.9996687237281089,1.8530954548623413e-11,2025-04-18,False,0.0,0,0,3.865,,0.0,0.0,0.0,NO_TRADE,107.86615999991773,84000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-22,3.875,3.878,CLOSE,107.86615999991773,84000,0.0,325859.8661599999,0.0007739370764345832,252.0,252.00000000000955,0.0,0.0,0.9996689799168242,-9.549694368615746e-12,2025-04-21,False,0.0,0,0,3.875,,0.0,0.0,0.0,NO_TRADE,107.86615999991773,84000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
2025-04-23,3.892,3.882,CLOSE,107.86615999991773,84000,0.0,326195.8661599999,0.0010311180813995513,336.0,336.00000000000045,0.0,0.0,0.9996693208860378,-4.547473508864641e-13,2025-04-22,False,0.0,0,0,3.892,,0.0,0.0,0.0,NO_TRADE,107.86615999991773,84000,,,CONFIRMED_RISK_EPISODE_30_10,STRESS,,,
