cycle_id,entry,natural_exit,cost,variant,mature_model_at_entry,entry_model_fit,entry_quantity,actual_exit,cycle_return,profit,entry_period,exit_reason
10,2016-08-02,2016-11-03,BASE,PRICE_ORIGINAL,False,2016-08-01,61900,2016-11-03,0.046634964799999956,9326.992959999974,earlier,研究终点统一退出
10,2016-08-02,2016-11-03,BASE,RIDGE_MONTHLY,False,2016-08-01,61900,2016-11-03,0.046634964799999956,9326.992959999974,earlier,研究终点统一退出
10,2016-08-02,2016-11-03,BASE,WITHIN_MONTHLY,False,2016-08-01,61900,2016-11-03,0.046634964799999956,9326.992959999974,earlier,研究终点统一退出
10,2016-08-02,2016-11-03,BASE,WITHIN_ENTRY_FIXED,False,2016-08-01,61900,2016-11-03,0.046634964799999956,9326.992959999974,earlier,研究终点统一退出
10,2016-08-02,2016-11-03,BASE,TIME20,False,2016-08-01,61900,2016-08-30,0.040755640900000056,8151.12818,earlier,预定最长持有交易日到期
10,2016-08-02,2016-11-03,BASE,PROFIT08,False,2016-08-01,61900,2016-11-03,0.046634964799999956,9326.992959999974,earlier,研究终点统一退出
10,2016-08-02,2016-11-03,STRESS,PRICE_ORIGINAL,False,2016-08-01,61800,2016-11-03,0.04491525119999995,8983.050239999982,earlier,研究终点统一退出
10,2016-08-02,2016-11-03,STRESS,RIDGE_MONTHLY,False,2016-08-01,61800,2016-11-03,0.04491525119999995,8983.050239999982,earlier,研究终点统一退出
10,2016-08-02,2016-11-03,STRESS,WITHIN_MONTHLY,False,2016-08-01,61800,2016-11-03,0.04491525119999995,8983.050239999982,earlier,研究终点统一退出
10,2016-08-02,2016-11-03,STRESS,WITHIN_ENTRY_FIXED,False,2016-08-01,61800,2016-11-03,0.04491525119999995,8983.050239999982,earlier,研究终点统一退出
10,2016-08-02,2016-11-03,STRESS,TIME20,False,2016-08-01,61800,2016-08-30,0.03904659960000001,7809.319920000009,earlier,预定最长持有交易日到期
10,2016-08-02,2016-11-03,STRESS,PROFIT08,False,2016-08-01,61800,2016-11-03,0.04491525119999995,8983.050239999982,earlier,研究终点统一退出
11,2016-11-08,2017-02-08,BASE,PRICE_ORIGINAL,False,2016-11-01,58400,2017-02-08,-0.003023835200000047,-604.7670400000061,earlier,研究终点统一退出
11,2016-11-08,2017-02-08,BASE,RIDGE_MONTHLY,False,2016-11-01,58400,2017-02-08,-0.003023835200000047,-604.7670400000061,earlier,研究终点统一退出
11,2016-11-08,2017-02-08,BASE,WITHIN_MONTHLY,False,2016-11-01,58400,2017-02-08,-0.003023835200000047,-604.7670400000061,earlier,研究终点统一退出
11,2016-11-08,2017-02-08,BASE,WITHIN_ENTRY_FIXED,False,2016-11-01,58400,2017-02-08,-0.003023835200000047,-604.7670400000061,earlier,研究终点统一退出
11,2016-11-08,2017-02-08,BASE,TIME20,False,2016-11-01,58400,2016-12-06,0.02850264559999971,5700.529119999963,earlier,预定最长持有交易日到期
11,2016-11-08,2017-02-08,BASE,PROFIT08,False,2016-11-01,58400,2017-02-08,-0.003023835200000047,-604.7670400000061,earlier,研究终点统一退出
11,2016-11-08,2017-02-08,STRESS,PRICE_ORIGINAL,False,2016-11-01,58400,2017-02-08,-0.004587670400000077,-917.5340800000122,earlier,研究终点统一退出
11,2016-11-08,2017-02-08,STRESS,RIDGE_MONTHLY,False,2016-11-01,58400,2017-02-08,-0.004587670400000077,-917.5340800000122,earlier,研究终点统一退出
11,2016-11-08,2017-02-08,STRESS,WITHIN_MONTHLY,False,2016-11-01,58400,2017-02-08,-0.004587670400000077,-917.5340800000122,earlier,研究终点统一退出
11,2016-11-08,2017-02-08,STRESS,WITHIN_ENTRY_FIXED,False,2016-11-01,58400,2017-02-08,-0.004587670400000077,-917.5340800000122,earlier,研究终点统一退出
11,2016-11-08,2017-02-08,STRESS,TIME20,False,2016-11-01,58400,2016-12-06,0.026929291200000094,5385.858240000001,earlier,预定最长持有交易日到期
11,2016-11-08,2017-02-08,STRESS,PROFIT08,False,2016-11-01,58400,2017-02-08,-0.004587670400000077,-917.5340800000122,earlier,研究终点统一退出
12,2017-02-13,2017-05-11,BASE,PRICE_ORIGINAL,False,2017-02-03,58500,2017-05-11,-0.026134290000000004,-5226.858000000007,earlier,研究终点统一退出
12,2017-02-13,2017-05-11,BASE,RIDGE_MONTHLY,False,2017-02-03,58500,2017-05-11,-0.026134290000000004,-5226.858000000007,earlier,研究终点统一退出
12,2017-02-13,2017-05-11,BASE,WITHIN_MONTHLY,False,2017-02-03,58500,2017-05-11,-0.026134290000000004,-5226.858000000007,earlier,研究终点统一退出
12,2017-02-13,2017-05-11,BASE,WITHIN_ENTRY_FIXED,False,2017-02-03,58500,2017-05-11,-0.026134290000000004,-5226.858000000007,earlier,研究终点统一退出
12,2017-02-13,2017-05-11,BASE,TIME20,False,2017-02-03,58500,2017-03-13,-0.0003994380000000852,-79.88760000001639,earlier,预定最长持有交易日到期
12,2017-02-13,2017-05-11,BASE,PROFIT08,False,2017-02-03,58500,2017-05-11,-0.026134290000000004,-5226.858000000007,earlier,研究终点统一退出
12,2017-02-13,2017-05-11,STRESS,PRICE_ORIGINAL,False,2017-02-03,58500,2017-05-11,-0.027698579999999806,-5539.715999999957,earlier,研究终点统一退出
12,2017-02-13,2017-05-11,STRESS,RIDGE_MONTHLY,False,2017-02-03,58500,2017-05-11,-0.027698579999999806,-5539.715999999957,earlier,研究终点统一退出
12,2017-02-13,2017-05-11,STRESS,WITHIN_MONTHLY,False,2017-02-03,58500,2017-05-11,-0.027698579999999806,-5539.715999999957,earlier,研究终点统一退出
12,2017-02-13,2017-05-11,STRESS,WITHIN_ENTRY_FIXED,False,2017-02-03,58500,2017-05-11,-0.027698579999999806,-5539.715999999957,earlier,研究终点统一退出
12,2017-02-13,2017-05-11,STRESS,TIME20,False,2017-02-03,58500,2017-03-13,-0.001968876000000064,-393.7752000000037,earlier,预定最长持有交易日到期
12,2017-02-13,2017-05-11,STRESS,PROFIT08,False,2017-02-03,58500,2017-05-11,-0.027698579999999806,-5539.715999999957,earlier,研究终点统一退出
13,2017-05-18,2017-08-14,BASE,PRICE_ORIGINAL,True,2017-05-02,58500,2017-08-14,0.08674965000000001,17349.930000000022,earlier,研究终点统一退出
13,2017-05-18,2017-08-14,BASE,RIDGE_MONTHLY,True,2017-05-02,58500,2017-08-14,0.08674965000000001,17349.930000000022,earlier,研究终点统一退出
13,2017-05-18,2017-08-14,BASE,WITHIN_MONTHLY,True,2017-05-02,58500,2017-07-17,0.10166416649999999,20332.8333,earlier,连续两个收盘预测继续持有收益为负，学习条件请求退出
13,2017-05-18,2017-08-14,BASE,WITHIN_ENTRY_FIXED,True,2017-05-02,58500,2017-07-21,0.11306938499999997,22613.877000000008,earlier,连续两个收盘预测继续持有收益为负，学习条件请求退出
13,2017-05-18,2017-08-14,BASE,TIME20,True,2017-05-02,58500,2017-06-19,0.03820436100000002,7640.8722000000125,earlier,预定最长持有交易日到期
13,2017-05-18,2017-08-14,BASE,PROFIT08,True,2017-05-02,58500,2017-06-27,0.08324035200000024,16648.070400000026,earlier,持仓含分红收益达到预定止盈
13,2017-05-18,2017-08-14,STRESS,PRICE_ORIGINAL,True,2017-05-02,58500,2017-08-14,0.08516429999999997,17032.859999999986,earlier,研究终点统一退出
13,2017-05-18,2017-08-14,STRESS,RIDGE_MONTHLY,True,2017-05-02,58500,2017-08-14,0.08516429999999997,17032.859999999986,earlier,研究终点统一退出
13,2017-05-18,2017-08-14,STRESS,WITHIN_MONTHLY,True,2017-05-02,58500,2017-07-17,0.100075833,20015.166599999997,earlier,连续两个收盘预测继续持有收益为负，学习条件请求退出
13,2017-05-18,2017-08-14,STRESS,WITHIN_ENTRY_FIXED,True,2017-05-02,58500,2017-07-21,0.11147876999999995,22295.753999999986,earlier,连续两个收盘预测继续持有收益为负，学习条件请求退出
13,2017-05-18,2017-08-14,STRESS,TIME20,True,2017-05-02,58500,2017-06-19,0.03662872199999989,7325.744399999996,earlier,预定最长持有交易日到期
13,2017-05-18,2017-08-14,STRESS,PROFIT08,True,2017-05-02,58500,2017-06-27,0.08165570399999988,16331.140799999994,earlier,持仓含分红收益达到预定止盈
14,2017-08-17,2017-11-16,BASE,PRICE_ORIGINAL,True,2017-08-01,53200,2017-11-16,0.09640478399999997,19280.956799999985,earlier,研究终点统一退出
14,2017-08-17,2017-11-16,BASE,RIDGE_MONTHLY,True,2017-08-01,53200,2017-11-16,0.09640478399999997,19280.956799999985,earlier,研究终点统一退出
14,2017-08-17,2017-11-16,BASE,WITHIN_MONTHLY,True,2017-08-01,53200,2017-10-31,0.07699066760000006,15398.133520000003,earlier,连续两个收盘预测继续持有收益为负，学习条件请求退出
14,2017-08-17,2017-11-16,BASE,WITHIN_ENTRY_FIXED,True,2017-08-01,53200,2017-10-31,0.07699066760000006,15398.133520000003,earlier,连续两个收盘预测继续持有收益为负，学习条件请求退出
14,2017-08-17,2017-11-16,BASE,TIME20,True,2017-08-01,53200,2017-09-14,0.03709864759999992,7419.7295199999935,earlier,预定最长持有交易日到期
14,2017-08-17,2017-11-16,BASE,PROFIT08,True,2017-08-01,53200,2017-10-27,0.07858634839999978,15717.269679999969,earlier,持仓含分红收益达到预定止盈
14,2017-08-17,2017-11-16,STRESS,PRICE_ORIGINAL,True,2017-08-01,53100,2017-11-16,0.09474314399999995,18948.628799999977,earlier,研究终点统一退出
14,2017-08-17,2017-11-16,STRESS,RIDGE_MONTHLY,True,2017-08-01,53100,2017-11-16,0.09474314399999995,18948.628799999977,earlier,研究终点统一退出
14,2017-08-17,2017-11-16,STRESS,WITHIN_MONTHLY,True,2017-08-01,53100,2017-10-31,0.07536939659999997,15073.879319999978,earlier,连续两个收盘预测继续持有收益为负，学习条件请求退出
14,2017-08-17,2017-11-16,STRESS,WITHIN_ENTRY_FIXED,True,2017-08-01,53100,2017-10-31,0.07536939659999997,15073.879319999978,earlier,连续两个收盘预测继续持有收益为负，学习条件请求退出
14,2017-08-17,2017-11-16,STRESS,TIME20,True,2017-08-01,53100,2017-09-14,0.03556032659999997,7112.065319999994,earlier,预定最长持有交易日到期
14,2017-08-17,2017-11-16,STRESS,PROFIT08,True,2017-08-01,53100,2017-10-27,0.07696175939999983,15392.351879999973,earlier,持仓含分红收益达到预定止盈
15,2017-11-21,2018-02-09,BASE,PRICE_ORIGINAL,True,2017-11-01,47500,2018-02-09,-0.059997392500000024,-11999.478499999997,earlier,研究终点统一退出
15,2017-11-21,2018-02-09,BASE,RIDGE_MONTHLY,True,2017-11-01,47500,2018-02-09,-0.059997392500000024,-11999.478499999997,earlier,研究终点统一退出
15,2017-11-21,2018-02-09,BASE,WITHIN_MONTHLY,True,2017-11-01,47500,2018-02-09,-0.059997392500000024,-11999.478499999997,earlier,研究终点统一退出
15,2017-11-21,2018-02-09,BASE,WITHIN_ENTRY_FIXED,True,2017-11-01,47500,2018-02-09,-0.059997392500000024,-11999.478499999997,earlier,研究终点统一退出
15,2017-11-21,2018-02-09,BASE,TIME20,True,2017-11-01,47500,2017-12-19,-0.04147828249999996,-8295.656499999983,earlier,预定最长持有交易日到期
15,2017-11-21,2018-02-09,BASE,PROFIT08,True,2017-11-01,47500,2018-02-09,-0.059997392500000024,-11999.478499999997,earlier,研究终点统一退出
15,2017-11-21,2018-02-09,STRESS,PRICE_ORIGINAL,True,2017-11-01,47500,2018-02-09,-0.061332284999999986,-12266.456999999995,earlier,研究终点统一退出
15,2017-11-21,2018-02-09,STRESS,RIDGE_MONTHLY,True,2017-11-01,47500,2018-02-09,-0.061332284999999986,-12266.456999999995,earlier,研究终点统一退出
15,2017-11-21,2018-02-09,STRESS,WITHIN_MONTHLY,True,2017-11-01,47500,2018-02-09,-0.061332284999999986,-12266.456999999995,earlier,研究终点统一退出
15,2017-11-21,2018-02-09,STRESS,WITHIN_ENTRY_FIXED,True,2017-11-01,47500,2018-02-09,-0.061332284999999986,-12266.456999999995,earlier,研究终点统一退出
15,2017-11-21,2018-02-09,STRESS,TIME20,True,2017-11-01,47500,2017-12-19,-0.04281906499999988,-8563.812999999966,earlier,预定最长持有交易日到期
15,2017-11-21,2018-02-09,STRESS,PROFIT08,True,2017-11-01,47500,2018-02-09,-0.061332284999999986,-12266.456999999995,earlier,研究终点统一退出
16,2018-10-09,2018-10-19,BASE,PRICE_ORIGINAL,True,2018-10-08,59600,2018-10-19,-0.07845970479999986,-15691.940959999978,earlier,研究终点统一退出
16,2018-10-09,2018-10-19,BASE,RIDGE_MONTHLY,True,2018-10-08,59600,2018-10-15,-0.034066585199999944,-6813.317039999994,earlier,连续两个收盘预测继续持有收益为负，学习条件请求退出
16,2018-10-09,2018-10-19,BASE,WITHIN_MONTHLY,True,2018-10-08,59600,2018-10-19,-0.07845970479999986,-15691.940959999978,earlier,研究终点统一退出
16,2018-10-09,2018-10-19,BASE,WITHIN_ENTRY_FIXED,True,2018-10-08,59600,2018-10-19,-0.07845970479999986,-15691.940959999978,earlier,研究终点统一退出
16,2018-10-09,2018-10-19,BASE,TIME20,True,2018-10-08,59600,2018-10-19,-0.07845970479999986,-15691.940959999978,earlier,研究终点统一退出
16,2018-10-09,2018-10-19,BASE,PROFIT08,True,2018-10-08,59600,2018-10-19,-0.07845970479999986,-15691.940959999978,earlier,研究终点统一退出
16,2018-10-09,2018-10-19,STRESS,PRICE_ORIGINAL,True,2018-10-08,59600,2018-10-19,-0.08003540959999988,-16007.081919999968,earlier,研究终点统一退出
16,2018-10-09,2018-10-19,STRESS,RIDGE_MONTHLY,True,2018-10-08,59600,2018-10-15,-0.035651170399999876,-7130.234079999966,earlier,连续两个收盘预测继续持有收益为负，学习条件请求退出
16,2018-10-09,2018-10-19,STRESS,WITHIN_MONTHLY,True,2018-10-08,59600,2018-10-19,-0.08003540959999988,-16007.081919999968,earlier,研究终点统一退出
