cost_scenario,period,model,策略,days,start,end,mean_overnight_weight,mean_intraday_weight,diagnostic_window_only_not_new_goal_evaluation,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,mean_size_annual_arithmetic,mean_size_cumulative_cny,time_variation_annual_arithmetic,time_variation_cumulative_cny,dividend_entitlement_annual_arithmetic,dividend_entitlement_cumulative_cny,cost_annual_arithmetic,cost_cumulative_cny,net_annual_arithmetic,net_cumulative_cny
BASE,FULL_EVALUATION,VALUATION,EPS加研报估值空间,1604,2020-01-02,2026-08-14,0.29020327886645186,0.290108406810864,False,0.5296991846999983,0.0662327861550533,0.06913540938736759,0.10070272656488757,0.6865296675241493,-0.11778027309364544,1604,0.2902032788664518,5,175.46306,515.9999999999582,False,5.32054400537163e-11,0.016394255548490475,20235.699750623447,0.05316250564993483,86395.60024937654,0.0,0.0,-0.00042135181105759395,-691.4630599999582,0.06913540938736772,105939.83694000001
BASE,AFTER_FIRST_EPS_MODEL,VALUATION,EPS加研报估值空间,714,2023-09-01,2026-08-14,0.6519412595263148,0.6517281295863107,True,0.5296991846999983,0.1549669386083179,0.1553126003604168,0.15081171776820046,1.029844382511008,-0.11778027309364544,714,0.6519412595263148,5,175.46306,515.9999999999582,False,5.32054400537163e-11,0.07248384963763982,47306.76414565828,0.0837753169761896,59324.53585434171,0.0,0.0,-0.0009465662534122981,-691.4630599999582,0.1553126003604171,105939.83694000001
BASE,FULL_EVALUATION,MATCHED_EPS,估值共同月份EPS对照,1604,2020-01-02,2026-08-14,0.2934651730356792,0.2933667385387962,False,0.5236927798999977,0.06560008774358174,0.06857150377308861,0.10099848365189543,0.6789359730333113,-0.1237698051689185,1604,0.2934651730356792,4,174.94402000000002,513.9999999999525,False,4.9112713895738125e-11,0.016578201649355417,20361.60299251871,0.052413998431134194,85065.89700748125,0.0,0.0,-0.0004206963074007734,-688.9440199999524,0.06857150377308885,104738.55598000003
BASE,AFTER_FIRST_EPS_MODEL,MATCHED_EPS,估值共同月份EPS对照,714,2023-09-01,2026-08-14,0.6592691002090049,0.6590479672496207,True,0.5236927798999977,0.15342786363076585,0.15404578718772288,0.15125869301703287,1.0184260098715527,-0.1237698051689185,714,0.6592691002090049,4,174.94402000000002,513.9999999999525,False,4.9112713895738125e-11,0.07329744607167667,47601.09915966387,0.08169343478141203,57826.400840336115,0.0,0.0,-0.0009450936653653229,-688.9440199999524,0.15404578718772338,104738.55598000003
BASE,FULL_EVALUATION,OPTIONAL_VALUATION,原EPS加可选估值修正,1604,2020-01-02,2026-08-14,0.27909192477586736,0.27900928544766906,False,0.48346806449999635,0.06130747950175581,0.06444039582136762,0.10014509207442274,0.6434703337581317,-0.1237698051689185,1604,0.27909192477586736,12,353.6871,971.300000000007,False,5.377387424232438e-11,0.01576767215895815,19056.627182044893,0.04948406046890747,78961.9728179551,0.0,0.0,-0.0008113368064977033,-1324.987100000007,0.06444039582136793,96693.61290000002
BASE,AFTER_FIRST_EPS_MODEL,OPTIONAL_VALUATION,原EPS加可选估值修正,714,2023-09-01,2026-08-14,0.6269796181239372,0.6267939689888812,True,0.48346806449999635,0.1430159100991974,0.14476525896004713,0.14999879440156177,0.9651094832968861,-0.1237698051689185,714,0.6269796181239372,12,353.6871,971.3000000000069,False,5.377387424232438e-11,0.06971244927619523,44550.34313725491,0.07687547668332362,53468.2568627451,0.0,0.0,-0.001822666999471031,-1324.987100000007,0.14476525896004783,96693.61290000001
BASE,FULL_EVALUATION,BUY_HOLD,买入持有,1604,2020-01-02,2026-08-14,0.9526549098848203,0.9523507797257528,False,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.05381863693660675,54754.64239401497,-0.0017270313292877906,-1127.442394014967,0.0,0.0,-0.0002535311229641989,-376.13576000001103,0.05183807448435476,53251.06424
BASE,AFTER_FIRST_EPS_MODEL,BUY_HOLD,买入持有,714,2023-09-01,2026-08-14,0.92433987968529,0.9226425794183661,True,0.289289185737989,0.08993765260324908,0.10016113824238013,0.16771771809478286,0.5972006975779133,-0.160167877002516,714,0.9230150369677705,1,45.825120000000005,145.2000000000055,False,3.456079866737127e-11,0.1024898152485886,56862.001120448185,-0.0020728225988777323,153.19887955182094,0.0,0.0,-0.00025585440733132836,-191.0251200000055,0.10016113824237953,56824.17488000001
STRESS,FULL_EVALUATION,EPS,原前瞻EPS三因子,1604,2020-01-02,2026-08-14,0.2926619683356106,0.2925642805711129,False,0.4607840595999979,0.05884296819417061,0.06235183435638879,0.10239490952499472,0.6089349035575702,-0.12363830315961839,1604,0.2926619683356106,10,552.6880800000001,1433.3000000000097,False,5.638867150992155e-11,0.016532889960099537,19800.613715710722,0.04705056154820556,74342.18628428927,0.0,0.0,-0.0012316171519160955,-1985.98808000001,0.062351834356388997,92156.81192
STRESS,AFTER_FIRST_EPS_MODEL,EPS,原前瞻EPS三因子,714,2023-09-01,2026-08-14,0.6574647019752373,0.6572452465491107,True,0.4607840595999979,0.13706176877251047,0.14007330855412833,0.1533857345080301,0.9132094911133679,-0.12363830315961839,714,0.6574647019752373,10,552.6880800000001,1433.3000000000097,False,5.638867150992155e-11,0.07309704833906358,46289.6254901961,0.0697430864218907,47853.17450980392,0.0,0.0,-0.002766826206825514,-1985.98808000001,0.14007330855412875,92156.81192
STRESS,FULL_EVALUATION,PRICE_EPS,价格加前瞻EPS,1604,2020-01-02,2026-08-14,0.31129394059041143,0.31116216877850433,False,0.37689136460000155,0.049436549356572705,0.053583876109553306,0.10407530819155424,0.5148567613264263,-0.21999956093418752,1604,0.31129394059041143,13,732.3270800000001,1983.7999999999893,False,6.230038707144558e-11,0.017581798813931425,19454.309226932666,0.03784036363318447,58640.09077306734,0.0,0.0,-0.0018382863375627644,-2716.1270799999893,0.053583876109553126,75378.27292000002
STRESS,AFTER_FIRST_EPS_MODEL,PRICE_EPS,价格加前瞻EPS,714,2023-09-01,2026-08-14,0.699321401550448,0.6990253763595532,True,0.37689136460000155,0.1144947872130238,0.12037610263266599,0.15594549328650012,0.7719113909339674,-0.21999956093418752,714,0.6993214015504479,13,732.32708,1983.799999999989,False,6.230038707144558e-11,0.07773813222778786,45480.03921568628,0.04676767808758174,32614.36078431373,0.0,0.0,-0.004129707682704025,-2716.1270799999893,0.12037610263266559,75378.27291999999
STRESS,FULL_EVALUATION,PRICE,共同月份价格对照,1604,2020-01-02,2026-08-14,0.08366677699161992,0.0836213302302046,False,0.028860978200000238,0.004301912078213461,0.005112768023356626,0.04059414110063937,0.12594842222874617,-0.12117143561280554,1604,0.08366677699161992,12,400.80436000000003,1069.0000000000362,False,4.1154635255225e-11,0.004724167831462219,4726.382294264342,0.0015149963201530922,2515.6177057356626,0.0,0.0,-0.0011263961282587354,-1469.8043600000362,0.0051127680233565825,5772.19563999996
STRESS,AFTER_FIRST_EPS_MODEL,PRICE,共同月份价格对照,714,2023-09-01,2026-08-14,0.18795729733131422,0.18785520124544558,True,0.028860978200000238,0.009690160018089632,0.01148582620373113,0.06086499614482609,0.18870988139719938,-0.12117143561280554,714,0.18795729733131417,12,400.80436000000003,1069.0000000000362,False,4.1154635255225e-11,0.020889235681857837,11049.277030812325,-0.006872962153579191,-3807.2770308123318,0.0,0.0,-0.0025304473245476356,-1469.8043600000362,0.011485826203731014,5772.195639999962
STRESS,FULL_EVALUATION,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,1604,2020-01-02,2026-08-14,0.20217044551086696,0.2020481283809514,False,0.022309218200000046,0.0033344058453795393,0.005559218779335905,0.06677015044897974,0.08325904228093364,-0.11408721614943344,1604,0.202170445510867,23,1388.3563600000002,3766.600000000146,False,5.6843418860808015e-11,0.011413736861000435,10877.292019950128,-0.0019331420773707354,-1260.4920199500657,0.0,0.0,-0.00392137600429387,-5154.956360000146,0.005559218779335825,4461.843639999926
STRESS,AFTER_FIRST_EPS_MODEL,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,714,2023-09-01,2026-08-14,0.45417562268827816,0.45390083742723536,True,0.022309218200000046,0.0075063093218729286,0.01248877720175741,0.10011441008273606,0.12474505110139986,-0.11408721614943344,714,0.4541756226882782,23,1388.3563600000002,3766.600000000146,False,5.6843418860808015e-11,0.050470630203836776,25428.79635854341,-0.02917248730055661,-15811.99635854335,0.0,0.0,-0.008809365701522921,-5154.956360000147,0.012488777201757246,4461.843639999917
STRESS,FULL_EVALUATION,REVISION_DISTRIBUTION,EPS加利润修正分布,1604,2020-01-02,2026-08-14,0.3358981654891461,0.33577780624292297,False,0.2860380319999995,0.03868397311930514,0.043644209093902105,0.1073310301055334,0.4066317918591564,-0.22048773805872512,1604,0.3358981654891462,14,631.3936000000001,1702.500000000035,False,6.684786058031023e-11,0.01897428843150867,20133.57980049876,0.026372784644875406,39407.920199501255,0.0,0.0,-0.0017028639824819103,-2333.8936000000353,0.04364420909390217,57207.60639999998
STRESS,AFTER_FIRST_EPS_MODEL,REVISION_DISTRIBUTION,EPS加利润修正分布,714,2023-09-01,2026-08-14,0.7545947583257568,0.7543243714476869,True,0.2860380319999995,0.08900532549413932,0.09804665460310781,0.16086522042756193,0.6094956656417756,-0.22048773805872512,714,0.754594758325757,14,631.3936,1702.500000000035,False,6.684786058031023e-11,0.08389227457434562,47068.02941176471,0.017979861580444373,12473.470588235306,0.0,0.0,-0.0038254815516820507,-2333.893600000035,0.09804665460310796,57207.60639999999
STRESS,FULL_EVALUATION,VALUATION,EPS加研报估值空间,1604,2020-01-02,2026-08-14,0.29025801730820744,0.29016225864511175,False,0.5257557626000005,0.06581763515305902,0.06873832433598813,0.10061967147501341,0.6831499579389674,-0.1178512589643897,1604,0.29025801730820744,5,350.24748,926.9999999999893,False,5.638867150992155e-11,0.016397234441203334,20204.788528678313,0.05312586267129513,86223.61147132167,0.0,0.0,-0.000784772776510379,-1277.2474799999895,0.06873832433598809,105151.15251999997
STRESS,AFTER_FIRST_EPS_MODEL,VALUATION,EPS加研报估值空间,714,2023-09-01,2026-08-14,0.6520642293590542,0.6518491076565255,True,0.5257557626000005,0.15395693165691765,0.15442054934863442,0.15068913699490824,1.0247623181613434,-0.1178512589643897,714,0.6520642293590542,5,350.24748,926.9999999999893,False,5.638867150992155e-11,0.07249713030281782,47234.50028011205,0.08368640998912552,59193.89971988793,0.0,0.0,-0.0017629909433090306,-1277.2474799999893,0.15442054934863433,105151.15252
STRESS,FULL_EVALUATION,MATCHED_EPS,估值共同月份EPS对照,1604,2020-01-02,2026-08-14,0.2934938442901302,0.2933944600081338,False,0.5197899649999957,0.06518783972904284,0.06817647290918834,0.10091122636675097,0.6756084071499469,-0.12363830315961839,1604,0.2934938442901302,4,349.20700000000005,923.3999999999894,False,7.66249286243692e-11,0.01657969858605734,20329.280299251863,0.052380193120543955,84901.31970074812,0.0,0.0,-0.0007834187974126254,-1272.6069999999895,0.06817647290918866,103957.99299999999
STRESS,AFTER_FIRST_EPS_MODEL,MATCHED_EPS,估值共同月份EPS对照,714,2023-09-01,2026-08-14,0.6593335101419732,0.6591102434916619,True,0.5197899649999957,0.15242565949372033,0.15315835090523544,0.15112977319522977,1.0134227536184095,-0.12363830315961839,714,0.6593335101419731,4,349.20700000000005,923.3999999999894,False,7.66249286243692e-11,0.0733041836584155,47525.53557422969,0.08161411647798288,57705.06442577028,0.0,0.0,-0.0017599492311622565,-1272.6069999999895,0.15315835090523616,103957.993
STRESS,FULL_EVALUATION,OPTIONAL_VALUATION,原EPS加可选估值修正,1604,2020-01-02,2026-08-14,0.27628218620691514,0.2761987770625077,False,0.4708237915999998,0.0599377180849141,0.06310754133836399,0.09972602118731316,0.6328091764518561,-0.12363830315961839,1604,0.2762821862069152,13,658.9416800000001,1689.00000000001,False,4.934008757118136e-11,0.015608723105222913,18750.690773067337,0.0489488574288649,77762.00922693266,0.0,0.0,-0.0014500391957238275,-2347.9416800000104,0.063107541338364,94164.75832
STRESS,AFTER_FIRST_EPS_MODEL,OPTIONAL_VALUATION,原EPS加可选估值修正,714,2023-09-01,2026-08-14,0.6206675443639944,0.6204801658379024,True,0.4708237915999998,0.13970450214955302,0.14177100323072248,0.14937635258180265,0.9490859883801536,-0.12363830315961839,714,0.6206675443639943,13,658.94168,1689.00000000001,False,4.934008757118136e-11,0.06900990250906765,43835.12885154061,0.07601861174398118,52677.57114845938,0.0,0.0,-0.003257511022326357,-2347.9416800000104,0.1417710032307225,94164.75832
STRESS,FULL_EVALUATION,BUY_HOLD,买入持有,1604,2020-01-02,2026-08-14,0.9532622781788083,0.9529576170754659,False,0.26485864240000195,0.036084944513742646,0.05169164368473765,0.18016774072774588,0.28690843031022767,-0.4097147841252319,1604,0.9532622781788082,2,171.47152,483.99999999998965,False,6.184563972055912e-11,0.05385290518633606,54754.64239401497,-0.001719453176150305,-1127.442394014967,0.0,0.0,-0.0004418083254483188,-655.4715199999896,0.05169164368473742,52971.72848000002
STRESS,AFTER_FIRST_EPS_MODEL,BUY_HOLD,买入持有,714,2023-09-01,2026-08-14,0.9249437779570848,0.9232455096084767,True,0.28876431837075534,0.08978724267998682,0.10004111559391002,0.16782578306711715,0.596100990953824,-0.16027727611143755,714,0.9236180122620095,1,91.61152000000001,241.99999999999483,False,5.4569682106375694e-11,0.10255680307683529,56862.001120448185,-0.002068614718192796,153.19887955182094,0.0,0.0,-0.0004470727647326466,-333.6115199999948,0.10004111559390984,56681.58848000002
