cycle,origin,mature_date,target
4,2007-01-19,2007-02-05,-0.05857972670079992
4,2007-01-22,2007-02-05,-0.08990078799488888
4,2007-01-23,2007-02-05,-0.08999439112178764
4,2007-01-24,2007-02-05,-0.09141999929153066
4,2007-01-25,2007-02-05,-0.05504552216996328
4,2007-01-26,2007-02-05,-0.0976990390692597
4,2007-01-29,2007-02-05,-0.11743680609064766
4,2007-01-30,2007-02-05,-0.10279055142868376
4,2007-01-31,2007-02-05,-0.028854809588717112
4,2007-02-01,2007-02-05,-0.04767844582817771
5,2007-02-08,2007-02-28,0.00032246779881339727
5,2007-02-09,2007-02-28,0.006494570759042695
5,2007-02-12,2007-02-28,-0.03399170250705963
5,2007-02-13,2007-02-28,-0.045157384987893456
5,2007-02-14,2007-02-28,-0.07447540406484676
5,2007-02-15,2007-02-28,-0.10370672975151063
5,2007-02-16,2007-02-28,-0.09922236135656604
5,2007-02-26,2007-02-28,-0.11199818088962732
6,2007-03-05,2007-06-04,0.5418789897319047
6,2007-03-06,2007-06-04,0.5021695831976234
6,2007-03-07,2007-06-04,0.4647326592794052
6,2007-03-08,2007-06-04,0.4452134609541172
6,2007-03-09,2007-06-04,0.4561885251077611
6,2007-03-12,2007-06-04,0.4518778272341708
6,2007-03-13,2007-06-04,0.4578790901048191
6,2007-03-14,2007-06-04,0.46595837556919695
6,2007-03-15,2007-06-04,0.43258475404262553
6,2007-03-16,2007-06-04,0.501733228454232
6,2007-03-19,2007-06-04,0.4252727432776391
6,2007-03-20,2007-06-04,0.41662853579306947
6,2007-03-21,2007-06-04,0.3986455962026998
6,2007-03-22,2007-06-04,0.4038560162812199
6,2007-03-23,2007-06-04,0.3961114655956546
6,2007-03-26,2007-06-04,0.3734584969108574
6,2007-03-27,2007-06-04,0.36513517498858183
6,2007-03-28,2007-06-04,0.3577609293824493
6,2007-03-29,2007-06-04,0.3742710504169813
6,2007-03-30,2007-06-04,0.3618527414702517
6,2007-04-02,2007-06-04,0.32952257557746645
6,2007-04-03,2007-06-04,0.3150578026990607
6,2007-04-04,2007-06-04,0.3077704072864753
6,2007-04-05,2007-06-04,0.30229757947953395
6,2007-04-06,2007-06-04,0.2732523373055007
6,2007-04-09,2007-06-04,0.24615644102962153
6,2007-04-10,2007-06-04,0.23054767252517316
6,2007-04-11,2007-06-04,0.21593405697920298
6,2007-04-12,2007-06-04,0.19548369238561158
6,2007-04-13,2007-06-04,0.19754332526674356
6,2007-04-16,2007-06-04,0.16237646749739576
6,2007-04-17,2007-06-04,0.15504310134165578
6,2007-04-18,2007-06-04,0.15373568881964728
6,2007-04-19,2007-06-04,0.201942461542155
6,2007-04-20,2007-06-04,0.14235627618366542
6,2007-04-23,2007-06-04,0.09891118504655627
6,2007-04-24,2007-06-04,0.10866299303268279
6,2007-04-25,2007-06-04,0.0980764835306911
6,2007-04-26,2007-06-04,0.08714918337194844
6,2007-04-27,2007-06-04,0.09107180851521401
6,2007-04-30,2007-06-04,0.04422427824918573
6,2007-05-08,2007-06-04,0.028562731936022434
6,2007-05-09,2007-06-04,0.027388231482168957
6,2007-05-10,2007-06-04,0.02939809441565
6,2007-05-11,2007-06-04,0.042948861501166835
6,2007-05-14,2007-06-04,0.017627209485620465
6,2007-05-15,2007-06-04,0.057521170806979605
6,2007-05-16,2007-06-04,0.023818505784302113
6,2007-05-17,2007-06-04,0.008932532294815276
6,2007-05-18,2007-06-04,0.04222495708478391
6,2007-05-21,2007-06-04,-0.0114534963626024
6,2007-05-22,2007-06-04,-0.019279805781750814
6,2007-05-23,2007-06-04,-0.03766647858170957
6,2007-05-24,2007-06-04,-0.026299667581946573
6,2007-05-25,2007-06-04,-0.056759415962781556
6,2007-05-28,2007-06-04,-0.0698977707366808
6,2007-05-29,2007-06-04,-0.025878632610359165
6,2007-05-30,2007-06-04,-0.006257123426055888
6,2007-05-31,2007-06-04,-0.0374748931218537
7,2007-06-07,2007-06-26,-0.002562015214259361
7,2007-06-08,2007-06-26,-0.018486264556314413
7,2007-06-11,2007-06-26,-0.03782183882028112
7,2007-06-12,2007-06-26,-0.06565309382855222
7,2007-06-13,2007-06-26,-0.07289102558947524
7,2007-06-14,2007-06-26,-0.05903820102886115
7,2007-06-15,2007-06-26,-0.08958370924211523
7,2007-06-18,2007-06-26,-0.10009930002706025
7,2007-06-19,2007-06-26,-0.10875603673756717
7,2007-06-20,2007-06-26,-0.08121345871331209
7,2007-06-21,2007-06-26,-0.09486278572132123
7,2007-06-22,2007-06-26,-0.0644394512859241
8,2007-06-29,2007-07-06,-0.06101583615287598
8,2007-07-02,2007-07-06,-0.07010165545004221
8,2007-07-03,2007-07-06,-0.0840568668153312
8,2007-07-04,2007-07-06,-0.04628485876465971
9,2007-07-11,2007-10-10,0.4990020228022589
9,2007-07-12,2007-10-10,0.48887238358466445
9,2007-07-13,2007-10-10,0.4889198729068467
9,2007-07-16,2007-10-10,0.5457296907040212
9,2007-07-17,2007-10-10,0.5078306777444175
9,2007-07-18,2007-10-10,0.49989820683370567
9,2007-07-19,2007-10-10,0.4954998342997867
9,2007-07-20,2007-10-10,0.42052793882261263
9,2007-07-23,2007-10-10,0.36005284516828984
9,2007-07-24,2007-10-10,0.36788087709842343
9,2007-07-25,2007-10-10,0.3297727869210745
9,2007-07-26,2007-10-10,0.3313660082603338
9,2007-07-27,2007-10-10,0.3228224245315756
9,2007-07-30,2007-10-10,0.29357472246564353
9,2007-07-31,2007-10-10,0.27140117237094463
9,2007-08-01,2007-10-10,0.32085242621125
9,2007-08-02,2007-10-10,0.2732217664894361
9,2007-08-03,2007-10-10,0.22663275020569573
9,2007-08-06,2007-10-10,0.20774468447884153
9,2007-08-07,2007-10-10,0.21685888953394072
9,2007-08-08,2007-10-10,0.22041838916805823
9,2007-08-09,2007-10-10,0.19495653662765866
9,2007-08-10,2007-10-10,0.20541151728558016
9,2007-08-13,2007-10-10,0.20619530542126285
9,2007-08-14,2007-10-10,0.18530073619948562
9,2007-08-15,2007-10-10,0.19332799145746882
9,2007-08-16,2007-10-10,0.21319628477695884
9,2007-08-17,2007-10-10,0.199145372571909
9,2007-08-20,2007-10-10,0.15857149715879726
9,2007-08-21,2007-10-10,0.16225864451124794
9,2007-08-22,2007-10-10,0.12205197113196498
9,2007-08-23,2007-10-10,0.10343353709929004
9,2007-08-24,2007-10-10,0.08463135489358486
9,2007-08-27,2007-10-10,0.0908599502857792
9,2007-08-28,2007-10-10,0.0919023593393351
9,2007-08-29,2007-10-10,0.0965126000100891
9,2007-08-30,2007-10-10,0.08370835062608806
9,2007-08-31,2007-10-10,0.06746648437530745
9,2007-09-03,2007-10-10,0.05049237685598196
9,2007-09-04,2007-10-10,0.06298267138001257
9,2007-09-05,2007-10-10,0.05668444077969581
9,2007-09-06,2007-10-10,0.05797513650142094
9,2007-09-07,2007-10-10,0.08958745955410796
9,2007-09-10,2007-10-10,0.05765133226323638
9,2007-09-11,2007-10-10,0.11610018155535551
9,2007-09-12,2007-10-10,0.08877318189248151
9,2007-09-13,2007-10-10,0.062008982809211854
9,2007-09-14,2007-10-10,0.05668149982716386
9,2007-09-17,2007-10-10,0.03093481851067481
9,2007-09-18,2007-10-10,0.037833923202287734
9,2007-09-19,2007-10-10,0.04751923108404621
9,2007-09-20,2007-10-10,0.03385328687184641
9,2007-09-21,2007-10-10,0.03896900453206875
9,2007-09-24,2007-10-10,0.030950308616050304
9,2007-09-25,2007-10-10,0.048099704985433256
9,2007-09-26,2007-10-10,0.06160037535448115
9,2007-09-27,2007-10-10,0.03925889982815223
9,2007-09-28,2007-10-10,-0.0014542508872087412
9,2007-10-08,2007-10-10,0.009994088992846262
10,2007-10-15,2007-10-26,-0.09782693028738754
10,2007-10-16,2007-10-26,-0.0994951195572853
10,2007-10-17,2007-10-26,-0.09188319971017866
10,2007-10-18,2007-10-26,-0.06581665083475019
10,2007-10-19,2007-10-26,-0.047745830336738626
10,2007-10-22,2007-10-26,-0.034516788372429885
10,2007-10-23,2007-10-26,-0.051285673157482115
10,2007-10-24,2007-10-26,-0.04875322181667208
11,2008-07-24,2008-08-06,-0.07341763625000464
11,2008-07-25,2008-08-06,-0.07961507384138411
11,2008-07-28,2008-08-06,-0.06768511266417643
11,2008-07-29,2008-08-06,-0.07363793443582012
11,2008-07-30,2008-08-06,-0.05898703842036923
11,2008-07-31,2008-08-06,-0.022468498339807685
11,2008-08-01,2008-08-06,-0.03316120778036846
11,2008-08-04,2008-08-06,-0.020583574064797272
12,2008-11-13,2008-12-24,-4.436676738983625e-05
12,2008-11-14,2008-12-24,-0.021456146235896756
12,2008-11-17,2008-12-24,-0.04110307144832448
12,2008-11-18,2008-12-24,0.03364713962733057
12,2008-11-19,2008-12-24,-0.012247613084989895
12,2008-11-20,2008-12-24,0.011194996434799487
12,2008-11-21,2008-12-24,-0.010850614396186398
12,2008-11-24,2008-12-24,0.012390009919494238
12,2008-11-25,2008-12-24,0.03335545713858412
12,2008-11-26,2008-12-24,-0.03499990570322209
12,2008-11-27,2008-12-24,0.022755081699937785
12,2008-11-28,2008-12-24,0.03808377047751099
12,2008-12-01,2008-12-24,0.039352351275814046
12,2008-12-02,2008-12-24,0.004576034927286976
12,2008-12-03,2008-12-24,-0.04404060703528756
12,2008-12-04,2008-12-24,-0.03884571626421951
12,2008-12-05,2008-12-24,-0.07216411480861806
12,2008-12-08,2008-12-24,-0.10023126013485895
12,2008-12-09,2008-12-24,-0.0666936486511801
12,2008-12-10,2008-12-24,-0.09303545508112843
12,2008-12-11,2008-12-24,-0.06602833943985131
12,2008-12-12,2008-12-24,-0.04937157019830274
12,2008-12-15,2008-12-24,-0.032585673443212726
12,2008-12-16,2008-12-24,-0.054346865105350695
12,2008-12-17,2008-12-24,-0.05388326516905151
12,2008-12-18,2008-12-24,-0.07075007031126912
12,2008-12-19,2008-12-24,-0.07682236428268407
12,2008-12-22,2008-12-24,-0.06240296429680414
13,2008-12-29,2009-02-27,0.16815951221539271
13,2008-12-30,2009-02-27,0.179518338187733
13,2008-12-31,2009-02-27,0.1710812919365956
13,2009-01-05,2009-02-27,0.1509396641200591
13,2009-01-06,2009-02-27,0.1142082215671103
13,2009-01-07,2009-02-27,0.14244003158343643
13,2009-01-08,2009-02-27,0.1473913430671172
13,2009-01-09,2009-02-27,0.13223792406482904
13,2009-01-12,2009-02-27,0.14365269951470294
13,2009-01-13,2009-02-27,0.15526791366046377
13,2009-01-14,2009-02-27,0.11840222053895189
13,2009-01-15,2009-02-27,0.10130047215890592
13,2009-01-16,2009-02-27,0.07657545413535116
13,2009-01-19,2009-02-27,0.0787505762450007
13,2009-01-20,2009-02-27,0.08570626031389339
13,2009-01-21,2009-02-27,0.0640293449396987
13,2009-01-22,2009-02-27,0.06129769622489967
13,2009-01-23,2009-02-27,0.05461843202160943
13,2009-02-02,2009-02-27,0.05238489980771055
13,2009-02-03,2009-02-27,0.021701974404348512
13,2009-02-04,2009-02-27,-2.771943862556192e-06
13,2009-02-05,2009-02-27,0.00299154249788236
13,2009-02-06,2009-02-27,-0.04712684006333878
13,2009-02-09,2009-02-27,-0.05398914631582674
13,2009-02-10,2009-02-27,-0.0536421316246013
13,2009-02-11,2009-02-27,-0.07316131148355243
13,2009-02-12,2009-02-27,-0.06763555540240185
13,2009-02-13,2009-02-27,-0.10600048653821448
13,2009-02-16,2009-02-27,-0.12030916426241245
13,2009-02-17,2009-02-27,-0.07167505410303887
13,2009-02-18,2009-02-27,-0.057113596872001016
13,2009-02-19,2009-02-27,-0.05922533234005822
13,2009-02-20,2009-02-27,-0.07252907157355215
13,2009-02-23,2009-02-27,-0.08926548062289819
13,2009-02-24,2009-02-27,-0.06903067002316965
13,2009-02-25,2009-02-27,-0.05702035264913785
14,2009-03-04,2009-06-02,0.24391950318031475
14,2009-03-05,2009-06-02,0.2732590337037699
14,2009-03-06,2009-06-02,0.2504405930293121
14,2009-03-09,2009-06-02,0.3232749783248885
14,2009-03-10,2009-06-02,0.25806875977086197
14,2009-03-11,2009-06-02,0.303656952022177
14,2009-03-12,2009-06-02,0.2912540091959177
14,2009-03-13,2009-06-02,0.31006058487708255
14,2009-03-16,2009-06-02,0.2827036107855674
14,2009-03-17,2009-06-02,0.23255418625453173
14,2009-03-18,2009-06-02,0.2314431851822698
14,2009-03-19,2009-06-02,0.2044594483767468
14,2009-03-20,2009-06-02,0.20709699874615772
14,2009-03-23,2009-06-02,0.16183659210830625
14,2009-03-24,2009-06-02,0.18183979277666218
14,2009-03-25,2009-06-02,0.1955201552312893
14,2009-03-26,2009-06-02,0.1509517400653657
14,2009-03-27,2009-06-02,0.15080725635186654
14,2009-03-30,2009-06-02,0.18128446661944575
14,2009-03-31,2009-06-02,0.14232469246624646
14,2009-04-01,2009-06-02,0.12496639007522359
14,2009-04-02,2009-06-02,0.10801426989941154
14,2009-04-03,2009-06-02,0.11977748601993676
14,2009-04-07,2009-06-02,0.12279256487247814
14,2009-04-08,2009-06-02,0.16190599975216147
14,2009-04-09,2009-06-02,0.13323055555118102
14,2009-04-10,2009-06-02,0.09784555864101119
14,2009-04-13,2009-06-02,0.08574655146335775
14,2009-04-14,2009-06-02,0.0810447030263699
14,2009-04-15,2009-06-02,0.06987993005056659
14,2009-04-16,2009-06-02,0.07581658113039413
14,2009-04-17,2009-06-02,0.08881480153389565
14,2009-04-20,2009-06-02,0.07798853826775276
14,2009-04-21,2009-06-02,0.07093792564113333
14,2009-04-22,2009-06-02,0.12639310795777137
14,2009-04-23,2009-06-02,0.10470303023790506
14,2009-04-24,2009-06-02,0.12139373256665564
14,2009-04-27,2009-06-02,0.15579118627952493
14,2009-04-28,2009-06-02,0.14279271446459374
14,2009-04-29,2009-06-02,0.10015077479901469
14,2009-04-30,2009-06-02,0.09236701504935807
14,2009-05-04,2009-06-02,0.053207210694641516
14,2009-05-05,2009-06-02,0.05757587670295239
14,2009-05-06,2009-06-02,0.03411114547935967
14,2009-05-07,2009-06-02,0.04616719831626326
14,2009-05-08,2009-06-02,0.025066066886290095
14,2009-05-11,2009-06-02,0.06503987432022718
14,2009-05-12,2009-06-02,0.03083633550826881
14,2009-05-13,2009-06-02,0.03505153452942911
14,2009-05-14,2009-06-02,0.02783610913631529
14,2009-05-15,2009-06-02,0.03447980924212546
14,2009-05-18,2009-06-02,0.014875171744401339
14,2009-05-19,2009-06-02,0.012302601154544623
14,2009-05-20,2009-06-02,0.029579788170087662
14,2009-05-21,2009-06-02,0.053241893482550484
14,2009-05-22,2009-06-02,0.0723917960310898
14,2009-05-25,2009-06-02,0.04396241264130607
14,2009-05-26,2009-06-02,0.052702256933650826
14,2009-05-27,2009-06-02,0.028439827119463912
15,2009-06-05,2009-08-13,0.15701542226995513
15,2009-06-08,2009-08-13,0.15257639247067356
15,2009-06-09,2009-08-13,0.14347419596739774
15,2009-06-10,2009-08-13,0.13943155292596066
15,2009-06-11,2009-08-13,0.1499948064146024
15,2009-06-12,2009-08-13,0.1674322144188598
15,2009-06-15,2009-08-13,0.15745947227114665
15,2009-06-16,2009-08-13,0.1492144242447193
15,2009-06-17,2009-08-13,0.12753691651210497
15,2009-06-18,2009-08-13,0.11005769941111798
15,2009-06-19,2009-08-13,0.09416148084575426
15,2009-06-22,2009-08-13,0.11937970046146695
15,2009-06-23,2009-08-13,0.10371635609085272
15,2009-06-24,2009-08-13,0.08741412219235478
15,2009-06-25,2009-08-13,0.08721724711057544
15,2009-06-26,2009-08-13,0.08517444932542362
15,2009-06-29,2009-08-13,0.06493462140635486
15,2009-06-30,2009-08-13,0.07780216309496302
15,2009-07-01,2009-08-13,0.04639025135120822
15,2009-07-02,2009-08-13,0.04422798646975523
15,2009-07-03,2009-08-13,0.019739305438547294
15,2009-07-06,2009-08-13,0.009072448364619845
15,2009-07-07,2009-08-13,0.02796401433813167
15,2009-07-08,2009-08-13,0.01513281232033381
15,2009-07-09,2009-08-13,-6.472661390644063e-06
15,2009-07-10,2009-08-13,0.0048232499865488165
15,2009-07-13,2009-08-13,0.006817792020019642
15,2009-07-14,2009-08-13,-0.019682838726647778
15,2009-07-15,2009-08-13,-0.03352187712730226
15,2009-07-16,2009-08-13,-0.028752882546413616
15,2009-07-17,2009-08-13,-0.037828529726237736
15,2009-07-20,2009-08-13,-0.05675553268827627
15,2009-07-21,2009-08-13,-0.03785930716813979
15,2009-07-22,2009-08-13,-0.05941695783537626
15,2009-07-23,2009-08-13,-0.07442855874643195
15,2009-07-24,2009-08-13,-0.07642650435444209
15,2009-07-27,2009-08-13,-0.09255252033813999
15,2009-07-28,2009-08-13,-0.09163944257605461
15,2009-07-29,2009-08-13,-0.05245484656320365
15,2009-07-30,2009-08-13,-0.07392040359752383
15,2009-07-31,2009-08-13,-0.0946479399970912
15,2009-08-03,2009-08-13,-0.10627544496393826
15,2009-08-04,2009-08-13,-0.10115615878876627
15,2009-08-05,2009-08-13,-0.08334027795195509
15,2009-08-06,2009-08-13,-0.07018893918196933
15,2009-08-07,2009-08-13,-0.053159358567641535
15,2009-08-10,2009-08-13,-0.0448923677410924
15,2009-08-11,2009-08-13,-0.04162159875934013
16,2009-11-23,2009-11-30,-0.07217803130126332
16,2009-11-24,2009-11-30,-0.03570085319490657
16,2009-11-25,2009-11-30,-0.06070565131649508
16,2009-11-26,2009-11-30,-0.007344035173237007
17,2010-07-20,2010-10-22,0.22621849560024154
17,2010-07-21,2010-10-22,0.22920519045283338
17,2010-07-22,2010-10-22,0.20737996233929712
17,2010-07-23,2010-10-22,0.20253061889506863
17,2010-07-26,2010-10-22,0.20038912101806328
17,2010-07-27,2010-10-22,0.20351062388006658
17,2010-07-28,2010-10-22,0.1740023273563438
17,2010-07-29,2010-10-22,0.1720770571004997
17,2010-07-30,2010-10-22,0.173385503990372
17,2010-08-02,2010-10-22,0.15053154358561693
17,2010-08-03,2010-10-22,0.1774598247802759
17,2010-08-04,2010-10-22,0.1707808923490084
17,2010-08-05,2010-10-22,0.18167620793109918
17,2010-08-06,2010-10-22,0.1629154180068919
17,2010-08-09,2010-10-22,0.1524422648373307
17,2010-08-10,2010-10-22,0.19214246497706466
17,2010-08-11,2010-10-22,0.19229408057486364
17,2010-08-12,2010-10-22,0.19414740935492003
17,2010-08-13,2010-10-22,0.18040634549643508
17,2010-08-16,2010-10-22,0.14974389001584432
17,2010-08-17,2010-10-22,0.1424375394393511
17,2010-08-18,2010-10-22,0.1444623120430828
17,2010-08-19,2010-10-22,0.14346418041581432
17,2010-08-20,2010-10-22,0.16227125189116176
17,2010-08-23,2010-10-22,0.1637091568183855
17,2010-08-24,2010-10-22,0.16296243312856395
17,2010-08-25,2010-10-22,0.17962605652438324
17,2010-08-26,2010-10-22,0.18196960927820283
17,2010-08-27,2010-10-22,0.17094912163081344
17,2010-08-30,2010-10-22,0.15849177014368254
17,2010-08-31,2010-10-22,0.15749211652106876
17,2010-09-01,2010-10-22,0.15349646215300572
17,2010-09-02,2010-10-22,0.14986919782065855
17,2010-09-03,2010-10-22,0.14636345367162962
17,2010-09-06,2010-10-22,0.12966108123457287
17,2010-09-07,2010-10-22,0.13319688000210106
17,2010-09-08,2010-10-22,0.12679841452598994
17,2010-09-09,2010-10-22,0.149452134749954
17,2010-09-10,2010-10-22,0.14726066388191428
17,2010-09-13,2010-10-22,0.13260769558751728
17,2010-09-14,2010-10-22,0.13490228926343573
17,2010-09-15,2010-10-22,0.15722983906183696
17,2010-09-16,2010-10-22,0.17484449598337282
17,2010-09-17,2010-10-22,0.17471204590511835
17,2010-09-20,2010-10-22,0.1770167480931515
17,2010-09-21,2010-10-22,0.17271130146819025
17,2010-09-27,2010-10-22,0.16033622751105314
17,2010-09-28,2010-10-22,0.1697192719902103
17,2010-09-29,2010-10-22,0.1771690695543291
17,2010-09-30,2010-10-22,0.134859046172646
17,2010-10-08,2010-10-22,0.09657570666899518
17,2010-10-11,2010-10-22,0.07815164868677837
17,2010-10-12,2010-10-22,0.059401250155026064
17,2010-10-13,2010-10-22,0.03712143693340164
17,2010-10-14,2010-10-22,0.05019903436272033
17,2010-10-15,2010-10-22,0.005915767929024041
17,2010-10-18,2010-10-22,0.019718122948616967
17,2010-10-19,2010-10-22,0.01857502872840544
17,2010-10-20,2010-10-22,-0.011491103088916765
18,2010-10-27,2010-11-17,-0.0785497161713602
18,2010-10-28,2010-11-17,-0.08121521223952755
18,2010-10-29,2010-11-17,-0.0785461830166414
