model,period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
CONFIRMED_RISK_EPISODE_30_10,earlier_diagnostic,STRESS,1.1931338845773396,16,466,124469.10000000002,11465.722839999984,113003.37715999986
CONFIRMED_RISK_EPISODE_30_12,evaluation,BASE,1.1479758197807213,28,456,181167.30000000002,10452.813919999855,170714.48608
CONFIRMED_RISK_EPISODE_30_12,evaluation,STRESS,1.097505106025418,28,456,179078.69999999998,18852.986519999962,160225.7134799998
CONFIRMED_RISK_EPISODE_30_12,earlier_diagnostic,BASE,1.172559637709806,16,460,116368.40000000002,6014.144160000075,110354.25584
CONFIRMED_RISK_EPISODE_30_12,earlier_diagnostic,STRESS,1.1774524735702,16,466,123184.90000000001,11461.222639999985,111723.67735999991
CONFIRMED_RISK_EPISODE_30_15,evaluation,BASE,1.1520413626795125,28,456,183199.8,10392.974279999851,172806.82572000008
CONFIRMED_RISK_EPISODE_30_15,evaluation,STRESS,1.1014102714196607,28,456,181007.2,18784.48499999997,162222.71499999997
CONFIRMED_RISK_EPISODE_30_15,earlier_diagnostic,BASE,1.1465396571903446,16,460,114385.10000000002,6012.910960000076,108372.18904000008
CONFIRMED_RISK_EPISODE_30_15,earlier_diagnostic,STRESS,1.1515004282372245,16,466,121240.00000000001,11458.010559999984,109781.98944000009
CONFIRMED_RISK_EPISODE_60_12,evaluation,BASE,1.0626338586676634,28,456,171249.2,10857.306859999884,160391.89314000006
CONFIRMED_RISK_EPISODE_60_12,evaluation,STRESS,1.0090665815897173,28,456,168734.0,19543.868039999965,149190.13196000014
CONFIRMED_RISK_EPISODE_60_12,earlier_diagnostic,BASE,1.2488132323926313,16,460,137235.90000000002,6384.881100000083,130851.01889999991
CONFIRMED_RISK_EPISODE_60_12,earlier_diagnostic,STRESS,1.2661462074950325,16,466,146751.1,12187.810479999982,134563.28952000005
CONFIRMED_RISK_EPISODE_60_15,evaluation,BASE,1.027509378332452,28,458,167959.80000000002,11396.077859999896,156563.72214000032
CONFIRMED_RISK_EPISODE_60_15,evaluation,STRESS,0.9733334963064998,28,458,165843.2,20580.71403999996,145262.48596000008
CONFIRMED_RISK_EPISODE_60_15,earlier_diagnostic,BASE,1.2438770101524212,16,460,138679.60000000003,6554.130240000087,132125.46976000012
CONFIRMED_RISK_EPISODE_60_15,earlier_diagnostic,STRESS,1.2591418280021127,16,466,148461.2,12552.552759999984,135908.64723999996
CONFIRMED_RISK_EPISODE_120_10,evaluation,BASE,1.1949390433583125,28,456,154044.7,11491.70149999986,142552.99850000022
CONFIRMED_RISK_EPISODE_120_10,evaluation,STRESS,1.1111075334051481,28,456,149607.7,20441.030920000034,129166.66907999996
CONFIRMED_RISK_EPISODE_120_10,earlier_diagnostic,BASE,1.2839060628391468,16,460,156933.60000000003,6770.65134000011,150162.94865999994
CONFIRMED_RISK_EPISODE_120_10,earlier_diagnostic,STRESS,1.2984192263130307,16,466,167197.2,12976.187919999982,154221.01208000001
CONFIRMED_RISK_EPISODE_120_12,evaluation,BASE,1.1485415685493932,28,456,161807.80000000002,12054.874839999868,149752.92516000022
CONFIRMED_RISK_EPISODE_120_12,evaluation,STRESS,1.0790510871310122,28,456,159268.20000000004,21619.767800000027,137648.43219999992
CONFIRMED_RISK_EPISODE_120_12,earlier_diagnostic,BASE,1.2786301721617241,16,460,161149.1,7016.680280000119,154132.41971999995
CONFIRMED_RISK_EPISODE_120_12,earlier_diagnostic,STRESS,1.2919329712254641,16,466,171458.90000000002,13444.82695999999,158014.07304000016
CONFIRMED_RISK_EPISODE_120_15,evaluation,BASE,1.0845718171860408,29,448,170305.20000000004,12652.614319999873,157652.58568000013
CONFIRMED_RISK_EPISODE_120_15,evaluation,STRESS,1.0183284412035767,29,448,167204.60000000006,22703.654640000015,144500.94535999995
CONFIRMED_RISK_EPISODE_120_15,earlier_diagnostic,BASE,1.26663998420629,16,460,166829.40000000002,7155.111200000123,159674.28879999986
CONFIRMED_RISK_EPISODE_120_15,earlier_diagnostic,STRESS,1.2797490096942457,16,466,177355.40000000005,13712.193919999987,163643.20607999992
CONFIRMED_EPISODE_ACCOUNT_RISK_BUDGET,evaluation,BASE,1.1099075744087485,28,456,177123.5,10363.188199999882,166760.31180000014
CONFIRMED_EPISODE_ACCOUNT_RISK_BUDGET,evaluation,STRESS,1.057981799222666,28,456,174559.50000000006,18653.436159999983,155906.06383999996
CONFIRMED_EPISODE_ACCOUNT_RISK_BUDGET,earlier_diagnostic,BASE,1.2418597559934177,16,460,134546.9,6202.813480000084,128344.0865199999
CONFIRMED_EPISODE_ACCOUNT_RISK_BUDGET,earlier_diagnostic,STRESS,1.2440635136032463,16,466,141802.2,11842.035399999975,129960.16460000008
CONFIRMED_ACCOUNT_RISK_12,evaluation,BASE,1.1680019619374205,28,456,213373.0,14562.909479999784,198810.09052000038
CONFIRMED_ACCOUNT_RISK_12,evaluation,STRESS,1.1033376245639868,28,456,209328.2,26222.28776000002,183105.91223999992
CONFIRMED_ACCOUNT_RISK_12,earlier_diagnostic,BASE,1.17890730960954,16,460,160923.30000000002,7739.188820000087,153184.11118000007
CONFIRMED_ACCOUNT_RISK_12,earlier_diagnostic,STRESS,1.1889211430557414,16,466,170826.00000000003,14779.65259999998,156046.34740000003
CONFIRMED_ACCOUNT_RISK_15,evaluation,BASE,1.1210661863317164,28,456,206988.00000000006,14711.31467999981,192276.68532000046
CONFIRMED_ACCOUNT_RISK_15,evaluation,STRESS,1.0595279665564035,28,456,204440.00000000006,26784.590640000002,177655.40935999993
CONFIRMED_ACCOUNT_RISK_15,earlier_diagnostic,BASE,1.172851315189411,16,460,169138.1,7909.1313800001135,161228.96862
CONFIRMED_ACCOUNT_RISK_15,earlier_diagnostic,STRESS,1.182220316862044,16,466,179481.00000000003,15148.520319999981,164332.47968000016
