date,downside_budget,continuous_budget,downside_sd,continuous_sd,reference_covariance,difference_variance,raw_downside_budget,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,origin_index,risk_cost,downside_reference_return,continuous_reference_return,target_cost,downside_parent_target,continuous_parent_target,target
2021-02-01,0.056092307006832265,0.9439076929931678,0.006421687213080367,0.0017504442865002685,6.522155266738407e-07,4.299769080943349e-05,0.056092307006832265,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-02-01,2021-02-01,2020-02-11,242,2115,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2021-03-01,0.0,1.0,0.006490981504644786,8.163335773304773e-06,1.633023164591423e-08,4.2100247070399716e-05,-0.0003863063218553245,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-03-01,2021-03-01,2020-03-03,242,2130,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2021-04-01,0.0,1.0,0.0064909815046447885,8.163335773304766e-06,1.6330231645914227e-08,4.2100247070399716e-05,-0.0003863063218553244,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-04-01,2021-04-01,2020-04-03,242,2153,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2021-05-06,0.0,1.0,0.006490981504644789,8.16333577330476e-06,1.633023164591423e-08,4.210024707039971e-05,-0.00038630632185532456,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-05-06,2021-05-06,2020-05-08,242,2174,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2021-06-01,0.0,1.0,0.00649098150464479,8.163335773304754e-06,1.633023164591423e-08,4.210024707039971e-05,-0.00038630632185532456,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-06-01,2021-06-01,2020-06-03,242,2192,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2021-07-01,0.0,1.0,0.006344995332793556,8.163335773304748e-06,1.612434560551865e-08,4.0226783722012164e-05,-0.0003991794538071442,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-07-01,2021-07-01,2020-07-06,242,2213,BASE,-0.00029047056340847366,0.0,BASE,0.8091305956587522,0.0005976177844403407,0.0005976177844403407
2021-08-02,0.10440240078799753,0.8955975992120024,0.004839268312660608,0.0016579386961236156,2.127669676204561e-08,2.6124725128500972e-05,0.10440240078799753,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-08-02,2021-08-02,2020-08-05,242,2235,BASE,0.0,0.024809640144372702,BASE,0.0,0.9450430411519534,0.846378278807699
2021-09-01,0.17153316702897428,0.8284668329710257,0.00454228298363151,0.002071165305867997,2.2476805436704612e-08,2.4877106816746247e-05,0.17153316702897428,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-09-01,2021-09-01,2020-09-04,242,2257,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2021-10-08,0.20539050487318625,0.7946094951268138,0.004075377084853378,0.0020711126298187436,-4.727507554934125e-09,2.090766092425268e-05,0.20539050487318625,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-10-08,2021-10-08,2020-10-12,242,2277,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2021-11-01,0.20341597166833364,0.7965840283316663,0.004094953579757303,0.0020715561450260125,1.2486507574122771e-08,2.103501666721391e-05,0.20341597166833364,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-11-01,2021-11-01,2020-11-03,242,2293,BASE,-0.002841335561457603,-0.00033880434984934205,BASE,0.8763632530209147,0.10480911714014096,0.2617555513850501
2021-12-01,0.16964925474239664,0.8303507452576033,0.00445165238279323,0.0020812100237421085,3.551311623518506e-07,2.3438381775449492e-05,0.16964925474239664,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-12-01,2021-12-01,2020-12-03,242,2315,BASE,0.002643452256312573,0.0002699944812432076,BASE,1.0,0.09635712437583654,0.2496594647787521
2022-01-04,0.15692988225742474,0.8430701177425752,0.004610401174474348,0.0020836886075986387,4.7328018194038983e-07,2.4650996839150032e-05,0.15692988225742474,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-01-04,2022-01-04,2021-01-06,242,2338,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2022-02-07,0.2031152213083124,0.7968847786916876,0.003947701450434349,0.002083688607598639,4.959213418524274e-07,1.8934262271492988e-05,0.2031152213083124,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-02-07,2022-02-07,2021-02-02,242,2357,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2022-03-01,0.21690688117205836,0.7830931188279416,0.003787121687617225,0.0020836886075986396,5.105377378673325e-07,1.7662973414522345e-05,0.21690688117205836,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-03-01,2022-03-01,2021-03-03,242,2373,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2022-04-01,0.21690688117205847,0.7830931188279415,0.0037871216876172267,0.00208368860759864,5.105377378673325e-07,1.7662973414522345e-05,0.21690688117205847,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-04-01,2022-04-01,2021-04-06,242,2396,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2022-05-05,0.21690688117205859,0.7830931188279414,0.003787121687617229,0.0020836886075986404,5.105377378673325e-07,1.766297341452235e-05,0.21690688117205859,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-05-05,2022-05-05,2021-05-06,242,2415,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2022-06-01,0.20508883175655251,0.7949111682434475,0.003908519724726335,0.002113710640113633,7.094296132726204e-07,1.8325439882159193e-05,0.20508883175655251,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-06-01,2022-06-01,2021-06-02,242,2434,BASE,-0.000834879750016837,0.0,BASE,0.5768762350162305,0.0,0.11831087310759715
2022-07-01,0.24064156157541738,0.7593584384245826,0.0035664483790594963,0.0021214800199399935,6.878011654284862e-07,1.5844629184643767e-05,0.24064156157541738,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-07-01,2022-07-01,2021-07-02,242,2455,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2022-08-01,0.3572475061199556,0.6427524938800444,0.0026842047130722236,0.0020712560305062595,6.42795361174223e-07,1.0209465763239341e-05,0.3572475061199556,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-08-01,2022-08-01,2021-08-02,242,2476,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2022-09-01,0.0,1.0,0.003091751581775227,0.0008538679338125978,1.7318378262484823e-06,6.824342639306034e-06,-0.14693684518118752,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-09-01,2022-09-01,2021-09-02,242,2499,BASE,-0.0062683303004706925,0.0,BASE,0.760316461735599,0.0,0.0
2022-10-10,0.0,1.0,0.0031272693811756503,0.0008538679338125977,1.7317257868812154e-06,7.045452657069722e-06,-0.14230957005746558,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-10-10,2022-10-10,2021-10-12,242,2520,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2022-11-01,0.0,1.0,0.003041425349775207,0.0008495366391528507,1.6692163374496448e-06,6.633547984619043e-06,-0.14283515222675186,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-11-01,2022-11-01,2021-11-03,242,2536,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2022-12-01,0.0,1.0,0.002559044444014974,0.0008297195135030018,1.3725646402725039e-06,4.492013656986561e-06,-0.15229921844088745,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-12-01,2022-12-01,2021-12-03,242,2558,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-01-03,0.0,1.0,0.002008663731624478,0.0008211897732198761,1.2378962339676522e-06,2.233290162449187e-06,-0.2523378286450329,MIN_VARIANCE_BUDGET_AVAILABLE,True,2023-01-03,2023-01-03,2022-01-05,242,2580,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-02-01,0.0,1.0,0.0020086637316244775,0.0008211897732198756,1.2378962339676524e-06,2.233290162449187e-06,-0.2523378286450334,MIN_VARIANCE_BUDGET_AVAILABLE,True,2023-02-01,2023-02-01,2022-01-27,242,2596,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-03-01,0.0,1.0,0.0020086637316244775,0.000821189773219875,1.2378962339676528e-06,2.233290162449187e-06,-0.252337828645034,MIN_VARIANCE_BUDGET_AVAILABLE,True,2023-03-01,2023-03-01,2022-03-03,242,2616,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-04-03,0.0,1.0,0.0020086637316244775,0.0008211897732198743,1.2378962339676528e-06,2.2332901624491866e-06,-0.25233782864503457,MIN_VARIANCE_BUDGET_AVAILABLE,True,2023-04-03,2023-04-03,2022-04-07,242,2639,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-05-04,0.0,1.0,0.0020086637316244775,0.0008211897732198736,1.2378962339676528e-06,2.233290162449187e-06,-0.252337828645035,MIN_VARIANCE_BUDGET_AVAILABLE,True,2023-05-04,2023-05-04,2022-05-09,242,2658,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-06-01,0.0,1.0,0.0015990712976440466,0.0007357563328487932,1.0314750892212382e-06,1.0354162178336584e-06,-0.4733726393813116,MIN_VARIANCE_BUDGET_AVAILABLE,True,2023-06-01,2023-06-01,2022-06-07,242,2678,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-07-03,0.0,1.0,0.0015947786809412648,0.0007147778758536242,1.0327836341898737e-06,9.886591846148232e-07,-0.5278626148437341,MIN_VARIANCE_BUDGET_AVAILABLE,True,2023-07-03,2023-07-03,2022-07-05,242,2698,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-08-01,0.0,1.0,0.0015947786809412654,0.0007147778758536238,1.0327836341898737e-06,9.88659184614823e-07,-0.5278626148437349,MIN_VARIANCE_BUDGET_AVAILABLE,True,2023-08-01,2023-08-01,2022-08-03,242,2719,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-09-01,0.0,1.0,0.00037688063524278,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-09-01,2023-08-01,2022-09-05,242,2742,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-10-09,0.0,1.0,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-10-09,2023-08-01,2022-10-11,242,2762,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-11-01,0.0,1.0,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-11-01,2023-08-01,2022-11-03,242,2779,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2023-12-01,0.0,1.0,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-12-01,2023-08-01,2022-12-05,242,2801,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2024-01-02,0.0,1.0,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-01-02,2023-08-01,2023-01-04,242,2822,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2024-02-01,0.0,1.0,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-02-01,2023-08-01,2023-02-10,242,2844,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2024-03-01,0.0,1.0,0.0005804952937539011,0.00034707620229445135,1.9948038970868625e-07,5.847589685219422e-08,-1.3513003436146922,MIN_VARIANCE_BUDGET_AVAILABLE,True,2024-03-01,2024-03-01,2023-03-03,242,2859,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2024-04-01,0.0,1.0,0.0005804952937539014,0.00034707620229445135,1.9948038970868628e-07,5.8475896852194224e-08,-1.3513003436146924,MIN_VARIANCE_BUDGET_AVAILABLE,True,2024-04-01,2024-04-01,2023-04-03,242,2880,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2024-05-06,0.0,1.0,0.0005804952937539016,0.00034707620229445135,1.9948038970868628e-07,5.847589685219424e-08,-1.3513003436146922,MIN_VARIANCE_BUDGET_AVAILABLE,True,2024-05-06,2024-05-06,2023-05-05,242,2900,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2024-06-03,0.0,1.0,0.000580495293753902,0.0003470762022944513,1.9948038970868628e-07,5.8475896852194244e-08,-1.3513003436146924,MIN_VARIANCE_BUDGET_AVAILABLE,True,2024-06-03,2024-06-03,2023-06-02,242,2920,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2024-07-01,0.0,1.0,0.001062692183791259,0.0004523525649066722,4.577041407257886e-07,4.1852923901710125e-07,-0.6046920361943996,MIN_VARIANCE_BUDGET_AVAILABLE,True,2024-07-01,2024-07-01,2023-07-03,242,2939,BASE,0.003920042268911184,0.0012675263926595903,BASE,1.0,0.3191876984547226,0.3191876984547226
2024-08-01,0.0,1.0,0.0017422079521844122,0.0006341751070403915,1.0713122594512436e-06,1.2948420961418097e-06,-0.5167689520253818,MIN_VARIANCE_BUDGET_AVAILABLE,True,2024-08-01,2024-08-01,2023-08-03,242,2962,BASE,0.0,0.0,BASE,0.7537291650550075,0.3191876984547226,0.3191876984547226
2024-09-02,0.0,1.0,0.002503857155839462,0.0008343658738291338,1.908925484117301e-06,3.1476161000245285e-06,-0.3852944686288764,MIN_VARIANCE_BUDGET_AVAILABLE,True,2024-09-02,2024-09-02,2023-09-04,242,2984,BASE,-0.017515772805583252,-0.005657105493650172,BASE,0.9105996734325841,0.3191876984547226,0.3191876984547226
2024-10-08,0.0,1.0,0.005182404461984771,0.0020515861637204844,1.0407450250722306e-05,1.025142129332438e-05,-0.6046424477344752,MIN_VARIANCE_BUDGET_AVAILABLE,True,2024-10-08,2024-10-08,2023-10-09,242,3003,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2024-11-01,0.0,1.0,0.005182404461984768,0.0020515861637204857,1.0407450250722306e-05,1.025142129332438e-05,-0.6046424477344746,MIN_VARIANCE_BUDGET_AVAILABLE,True,2024-11-01,2024-11-01,2023-11-02,242,3021,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2024-12-02,0.0,1.0,0.0051824044619847645,0.0020515861637204866,1.0407450250722304e-05,1.025142129332438e-05,-0.6046424477344742,MIN_VARIANCE_BUDGET_AVAILABLE,True,2024-12-02,2024-12-02,2023-12-01,242,3042,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2025-01-02,0.0,1.0,0.005182404461984761,0.002051586163720488,1.040745025072231e-05,1.0251421293324381e-05,-0.604642447734474,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-01-02,2025-01-02,2024-01-03,242,3064,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2025-02-05,0.0,1.0,0.0051824044619847584,0.0020515861637204888,1.0407450250722306e-05,1.025142129332438e-05,-0.6046424477344734,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-02-05,2025-02-05,2024-01-29,242,3082,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2025-03-03,0.0,1.0,0.005152658237846337,0.002024405311025457,1.0224895334892025e-05,1.0198313109569715e-05,-0.6007541056799778,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-03-03,2025-03-03,2024-03-01,242,3100,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2025-04-01,0.0,1.0,0.005152658237846337,0.002024405311025458,1.0224895334892022e-05,1.0198313109569713e-05,-0.6007541056799772,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-04-01,2025-04-01,2024-04-01,242,3121,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2025-05-06,0.0,1.0,0.005155993654134296,0.002329454751245516,1.024974737557999e-05,1.1511135248413608e-05,-0.4190193089899113,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-05-06,2025-05-06,2024-05-07,242,3142,BASE,0.0028278271872026473,0.0,BASE,0.3037667761823063,0.0,0.0
2025-06-03,0.0,1.0,0.00515874161572077,0.002329406470803865,1.0246917711833251e-05,1.1544914140325951e-05,-0.417567696651075,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-06-03,2025-06-03,2024-06-03,242,3161,BASE,0.0020733650313211616,0.00011375819178116586,BASE,1.0,0.060071809707543444,0.060071809707543444
2025-07-01,0.0,1.0,0.00532381280338157,0.0023093051510313213,9.96989325613932e-06,1.3736086533750509e-05,-0.33757817149492253,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-07-01,2025-07-01,2024-07-02,242,3181,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2025-08-01,0.0,1.0,0.005145209855576486,0.002267887603478491,9.374529163271027e-06,1.2867440313390834e-05,-0.32883113332620567,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-08-01,2025-08-01,2024-08-02,242,3204,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2025-09-01,0.0,1.0,0.0049454293453344,0.0022314044661564886,8.929541665953685e-06,1.1577353969370307e-05,-0.3412157721722852,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-09-01,2025-09-01,2024-09-02,242,3225,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2025-10-09,0.3288113068798713,0.6711886931201287,0.0016463714216562071,0.001171740155867914,8.840965585612619e-08,3.906694539207386e-06,0.3288113068798713,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-10-09,2025-10-09,2024-10-11,242,3247,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2025-11-03,0.3288113068798717,0.6711886931201283,0.001646371421656207,0.0011717401558679146,8.84096558561262e-08,3.906694539207386e-06,0.3288113068798717,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-11-03,2025-11-03,2024-11-05,242,3264,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2025-12-01,0.32881130687987226,0.6711886931201277,0.0016463714216562067,0.0011717401558679155,8.840965585612619e-08,3.906694539207386e-06,0.32881130687987226,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-12-01,2025-12-01,2024-12-03,242,3284,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2026-01-05,0.2445496581971932,0.7554503418028068,0.0021755184557705797,0.0016423714146345998,1.7230653018339203e-06,3.984133811339421e-06,0.2445496581971932,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-01-05,2026-01-05,2025-01-06,242,3307,BASE,0.01912402986904005,0.015227804199239081,BASE,1.0,0.46057845420596466,0.5924938088540976
2026-02-02,0.1171253779024677,0.8828746220975323,0.003076701323593747,0.0017570879428224252,2.1116972486320283e-06,8.330054576151408e-06,0.1171253779024677,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-02-02,2026-02-02,2025-02-11,242,3327,BASE,-0.02294382901011538,0.0,BASE,0.6912237813490872,0.0,0.08095984660568455
2026-03-02,0.11046543156896516,0.8895345684310348,0.003170507172475897,0.0017570879428224257,2.0998141511040275e-06,8.939845467325028e-06,0.11046543156896516,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-03-02,2026-03-02,2025-03-03,242,3341,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2026-04-01,0.11046543156896546,0.8895345684310345,0.0031705071724758968,0.0017570879428224265,2.0998141511040275e-06,8.93984546732503e-06,0.11046543156896546,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-04-01,2026-04-01,2025-04-02,242,3363,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2026-05-06,0.0,1.0,0.003172787929960821,0.0013292886932249964,2.088017124587073e-06,7.65755742926679e-06,-0.04192050763137288,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-05-06,2026-05-06,2025-05-07,242,3384,BASE,0.003699188255259944,0.0012673848833899548,BASE,1.0,0.3399393674074074,0.3399393674074074
2026-06-01,0.00546265799741269,0.9945373420025874,0.003388467064214803,0.0014504111590055453,2.051897759009947e-06,9.481606057416386e-06,0.00546265799741269,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-06-01,2026-06-01,2025-06-03,242,3402,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2026-07-01,0.0,1.0,0.003397505604706248,0.0017846618498102247,3.513999220206088e-06,7.700063811766232e-06,-0.04272449035231744,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-07-01,2026-07-01,2025-07-02,242,3423,BASE,0.0,0.0,BASE,0.0,0.0,0.0
2026-08-03,0.0,1.0,0.0034962066148346823,0.0019817540236369384,4.1901030394096646e-06,7.770603624995674e-06,-0.03381385049203507,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-08-03,2026-08-03,2025-08-04,242,3446,BASE,-0.003689199981381286,0.0,BASE,0.34015784404988586,0.0,0.0
