fit_index,cycle_id,exit_index,used_in_fit
1284,6,1016,False
1284,7,1270,False
1305,1,588,False
1305,2,644,False
1305,3,720,False
1305,4,746,False
1305,5,874,False
1305,6,1016,False
1305,7,1270,False
1322,1,588,False
1322,2,644,False
1322,3,720,False
1322,4,746,False
1322,5,874,False
1322,6,1016,False
1322,7,1270,False
1344,1,588,False
1344,2,644,False
1344,3,720,False
1344,4,746,False
1344,5,874,False
1344,6,1016,False
1344,7,1270,False
1365,1,588,False
1365,2,644,False
1365,3,720,False
1365,4,746,False
1365,5,874,False
1365,6,1016,False
1365,7,1270,False
1387,1,588,False
1387,2,644,False
1387,3,720,False
1387,4,746,False
1387,5,874,False
1387,6,1016,False
1387,7,1270,False
1402,1,588,False
1402,2,644,False
1402,3,720,False
1402,4,746,False
1402,5,874,False
1402,6,1016,False
1402,7,1270,False
1424,1,588,False
1424,2,644,False
1424,3,720,False
1424,4,746,False
1424,5,874,False
1424,6,1016,False
1424,7,1270,False
1442,1,588,False
1442,2,644,False
1442,3,720,False
1442,4,746,False
1442,5,874,False
1442,6,1016,False
1442,7,1270,False
1464,1,588,False
1464,2,644,False
1464,3,720,False
1464,4,746,False
1464,5,874,False
1464,6,1016,False
1464,7,1270,False
1484,1,588,False
1484,2,644,False
1484,3,720,False
1484,4,746,False
1484,5,874,False
1484,6,1016,False
1484,7,1270,False
1506,1,588,False
1506,2,644,False
1506,3,720,False
1506,4,746,False
1506,5,874,False
1506,6,1016,False
1506,7,1270,False
1529,1,588,False
1529,2,644,False
1529,3,720,False
1529,4,746,False
1529,5,874,False
1529,6,1016,False
1529,7,1270,False
1548,1,588,False
1548,2,644,False
1548,3,720,False
1548,4,746,False
1548,5,874,False
1548,6,1016,False
1548,7,1270,False
1566,1,588,False
1566,2,644,False
1566,3,720,False
1566,4,746,False
1566,5,874,False
1566,6,1016,False
1566,7,1270,False
1566,8,1553,False
1588,1,588,False
1588,2,644,False
1588,3,720,False
1588,4,746,False
1588,5,874,False
1588,6,1016,False
1588,7,1270,False
1588,8,1553,False
1608,1,588,False
1608,2,644,False
1608,3,720,False
1608,4,746,False
1608,5,874,False
1608,6,1016,False
1608,7,1270,False
1608,8,1553,False
1630,1,588,False
1630,2,644,False
1630,3,720,False
1630,4,746,False
1630,5,874,False
1630,6,1016,False
1630,7,1270,False
1630,8,1553,False
1645,1,588,False
1645,2,644,False
1645,3,720,False
1645,4,746,False
1645,5,874,False
1645,6,1016,False
1645,7,1270,False
1645,8,1553,False
1666,1,588,False
1666,2,644,False
1666,3,720,False
1666,4,746,False
1666,5,874,False
1666,6,1016,False
1666,7,1270,False
1666,8,1553,False
1666,9,1651,False
1687,1,588,False
1687,2,644,False
1687,3,720,False
1687,4,746,False
1687,5,874,False
1687,6,1016,False
1687,7,1270,False
1687,8,1553,False
1687,9,1651,False
1707,1,588,False
1707,2,644,False
1707,3,720,False
1707,4,746,False
1707,5,874,False
1707,6,1016,False
1707,7,1270,False
1707,8,1553,False
1707,9,1651,False
1726,1,588,False
1726,2,644,False
1726,3,720,False
1726,4,746,False
1726,5,874,False
1726,6,1016,False
1726,7,1270,False
1726,8,1553,False
1726,9,1651,False
1749,1,588,True
1749,2,644,True
1749,3,720,True
1749,4,746,True
1749,5,874,True
1749,6,1016,True
1749,7,1270,True
1749,8,1553,True
1749,9,1651,True
1749,10,1730,True
1771,1,588,True
1771,2,644,True
1771,3,720,True
1771,4,746,True
1771,5,874,True
1771,6,1016,True
1771,7,1270,True
1771,8,1553,True
1771,9,1651,True
1771,10,1730,True
1791,1,588,True
1791,2,644,True
1791,3,720,True
1791,4,746,True
1791,5,874,True
1791,6,1016,True
1791,7,1270,True
1791,8,1553,True
1791,9,1651,True
1791,10,1730,True
1809,1,588,True
1809,2,644,True
1809,3,720,True
1809,4,746,True
1809,5,874,True
1809,6,1016,True
1809,7,1270,True
1809,8,1553,True
1809,9,1651,True
1809,10,1730,True
1830,1,588,True
1830,2,644,True
1830,3,720,True
1830,4,746,True
1830,5,874,True
1830,6,1016,True
1830,7,1270,True
1830,8,1553,True
1830,9,1651,True
1830,10,1730,True
1852,1,588,True
1852,2,644,True
1852,3,720,True
1852,4,746,True
1852,5,874,True
1852,6,1016,True
1852,7,1270,True
1852,8,1553,True
1852,9,1651,True
1852,10,1730,True
1868,1,588,True
1868,2,644,True
1868,3,720,True
1868,4,746,True
1868,5,874,True
1868,6,1016,True
1868,7,1270,True
1868,8,1553,True
1868,9,1651,True
1868,10,1730,True
1888,1,588,True
1888,2,644,True
1888,3,720,True
1888,4,746,True
1888,5,874,True
1888,6,1016,True
1888,7,1270,True
1888,8,1553,True
1888,9,1651,True
1888,10,1730,True
1888,11,1888,True
1910,1,588,True
1910,2,644,True
1910,3,720,True
1910,4,746,True
1910,5,874,True
1910,6,1016,True
1910,7,1270,True
1910,8,1553,True
1910,9,1651,True
1910,10,1730,True
1910,11,1888,True
1931,1,588,True
1931,2,644,True
1931,3,720,True
1931,4,746,True
1931,5,874,True
1931,6,1016,True
1931,7,1270,True
1931,8,1553,True
1931,9,1651,True
1931,10,1730,True
1931,11,1888,True
1949,1,588,True
1949,2,644,True
1949,3,720,True
1949,4,746,True
1949,5,874,True
1949,6,1016,True
1949,7,1270,True
1949,8,1553,True
1949,9,1651,True
1949,10,1730,True
1949,11,1888,True
1969,1,588,True
1969,2,644,True
1969,3,720,True
1969,4,746,True
1969,5,874,True
1969,6,1016,True
1969,7,1270,True
1969,8,1553,True
1969,9,1651,True
1969,10,1730,True
1969,11,1888,True
1992,1,588,True
1992,2,644,True
1992,3,720,True
1992,4,746,True
1992,5,874,True
1992,6,1016,True
1992,7,1270,True
1992,8,1553,True
1992,9,1651,True
1992,10,1730,True
1992,11,1888,True
1992,12,1979,True
2013,1,588,True
2013,2,644,True
2013,3,720,True
2013,4,746,True
2013,5,874,True
2013,6,1016,True
2013,7,1270,True
2013,8,1553,True
2013,9,1651,True
2013,10,1730,True
2013,11,1888,True
2013,12,1979,True
2035,1,588,True
2035,2,644,True
2035,3,720,True
2035,4,746,True
2035,5,874,True
2035,6,1016,True
2035,7,1270,True
2035,8,1553,True
2035,9,1651,True
2035,10,1730,True
2035,11,1888,True
2035,12,1979,True
2035,13,2021,True
2051,1,588,True
2051,2,644,True
2051,3,720,True
2051,4,746,True
2051,5,874,True
2051,6,1016,True
2051,7,1270,True
2051,8,1553,True
2051,9,1651,True
2051,10,1730,True
2051,11,1888,True
2051,12,1979,True
2051,13,2021,True
2072,1,588,True
2072,2,644,True
2072,3,720,True
2072,4,746,True
2072,5,874,True
2072,6,1016,True
2072,7,1270,True
2072,8,1553,True
2072,9,1651,True
2072,10,1730,True
2072,11,1888,True
2072,12,1979,True
2072,13,2021,True
2095,1,588,True
2095,2,644,True
2095,3,720,True
2095,4,746,True
2095,5,874,True
2095,6,1016,True
2095,7,1270,True
2095,8,1553,True
2095,9,1651,True
2095,10,1730,True
2095,11,1888,True
2095,12,1979,True
2095,13,2021,True
2115,1,588,True
2115,2,644,True
2115,3,720,True
2115,4,746,True
2115,5,874,True
2115,6,1016,True
2115,7,1270,True
2115,8,1553,True
2115,9,1651,True
2115,10,1730,True
2115,11,1888,True
2115,12,1979,True
2115,13,2021,True
2115,14,2108,True
2130,1,588,True
2130,2,644,True
2130,3,720,True
2130,4,746,True
2130,5,874,True
2130,6,1016,True
2130,7,1270,True
2130,8,1553,True
2130,9,1651,True
2130,10,1730,True
2130,11,1888,True
2130,12,1979,True
2130,13,2021,True
2130,14,2108,True
2130,15,2129,True
2153,1,588,True
2153,2,644,True
2153,3,720,True
2153,4,746,True
2153,5,874,True
2153,6,1016,True
2153,7,1270,True
2153,8,1553,True
2153,9,1651,True
2153,10,1730,True
2153,11,1888,True
2153,12,1979,True
2153,13,2021,True
2153,14,2108,True
2153,15,2129,True
2174,1,588,True
2174,2,644,True
2174,3,720,True
2174,4,746,True
2174,5,874,True
2174,6,1016,True
2174,7,1270,True
2174,8,1553,True
2174,9,1651,True
2174,10,1730,True
2174,11,1888,True
2174,12,1979,True
2174,13,2021,True
2174,14,2108,True
2174,15,2129,True
2192,1,588,True
2192,2,644,True
2192,3,720,True
2192,4,746,True
2192,5,874,True
2192,6,1016,True
2192,7,1270,True
2192,8,1553,True
2192,9,1651,True
2192,10,1730,True
2192,11,1888,True
2192,12,1979,True
2192,13,2021,True
2192,14,2108,True
2192,15,2129,True
2213,1,588,True
2213,2,644,True
2213,3,720,True
2213,4,746,True
2213,5,874,True
2213,6,1016,True
2213,7,1270,True
2213,8,1553,True
2213,9,1651,True
2213,10,1730,True
2213,11,1888,True
2213,12,1979,True
2213,13,2021,True
2213,14,2108,True
2213,15,2129,True
2235,1,588,True
2235,2,644,True
2235,3,720,True
2235,4,746,True
2235,5,874,True
2235,6,1016,True
2235,7,1270,True
2235,8,1553,True
2235,9,1651,True
2235,10,1730,True
2235,11,1888,True
2235,12,1979,True
2235,13,2021,True
2235,14,2108,True
2235,15,2129,True
2235,16,2227,True
2257,1,588,True
2257,2,644,True
2257,3,720,True
2257,4,746,True
2257,5,874,True
2257,6,1016,True
2257,7,1270,True
2257,8,1553,True
2257,9,1651,True
2257,10,1730,True
2257,11,1888,True
2257,12,1979,True
2257,13,2021,True
2257,14,2108,True
2257,15,2129,True
2257,16,2227,True
2277,1,588,True
2277,2,644,True
2277,3,720,True
2277,4,746,True
2277,5,874,True
2277,6,1016,True
2277,7,1270,True
2277,8,1553,True
2277,9,1651,True
2277,10,1730,True
2277,11,1888,True
2277,12,1979,True
2277,13,2021,True
2277,14,2108,True
2277,15,2129,True
2277,16,2227,True
2293,1,588,True
2293,2,644,True
2293,3,720,True
2293,4,746,True
2293,5,874,True
2293,6,1016,True
2293,7,1270,True
2293,8,1553,True
2293,9,1651,True
2293,10,1730,True
2293,11,1888,True
2293,12,1979,True
2293,13,2021,True
2293,14,2108,True
2293,15,2129,True
2293,16,2227,True
2315,1,588,True
2315,2,644,True
2315,3,720,True
2315,4,746,True
2315,5,874,True
2315,6,1016,True
2315,7,1270,True
2315,8,1553,True
2315,9,1651,True
2315,10,1730,True
2315,11,1888,True
2315,12,1979,True
2315,13,2021,True
2315,14,2108,True
2315,15,2129,True
2315,16,2227,True
2315,17,2308,True
2338,1,588,True
2338,2,644,True
2338,3,720,True
2338,4,746,True
2338,5,874,True
2338,6,1016,True
2338,7,1270,True
2338,8,1553,True
2338,9,1651,True
2338,10,1730,True
2338,11,1888,True
2338,12,1979,True
2338,13,2021,True
2338,14,2108,True
2338,15,2129,True
2338,16,2227,True
2338,17,2308,True
2338,18,2321,True
2357,1,588,True
2357,2,644,True
2357,3,720,True
2357,4,746,True
2357,5,874,True
2357,6,1016,True
2357,7,1270,True
2357,8,1553,True
2357,9,1651,True
2357,10,1730,True
2357,11,1888,True
2357,12,1979,True
2357,13,2021,True
2357,14,2108,True
2357,15,2129,True
2357,16,2227,True
2357,17,2308,True
2357,18,2321,True
2373,1,588,True
2373,2,644,True
2373,3,720,True
2373,4,746,True
2373,5,874,True
2373,6,1016,True
2373,7,1270,True
2373,8,1553,True
2373,9,1651,True
2373,10,1730,True
2373,11,1888,True
2373,12,1979,True
2373,13,2021,True
2373,14,2108,True
2373,15,2129,True
2373,16,2227,True
2373,17,2308,True
2373,18,2321,True
2396,1,588,True
2396,2,644,True
2396,3,720,True
2396,4,746,True
2396,5,874,True
2396,6,1016,True
2396,7,1270,True
2396,8,1553,True
2396,9,1651,True
2396,10,1730,True
2396,11,1888,True
2396,12,1979,True
2396,13,2021,True
2396,14,2108,True
2396,15,2129,True
2396,16,2227,True
2396,17,2308,True
2396,18,2321,True
2415,1,588,True
2415,2,644,True
2415,3,720,True
2415,4,746,True
2415,5,874,True
2415,6,1016,True
2415,7,1270,True
2415,8,1553,True
2415,9,1651,True
2415,10,1730,True
2415,11,1888,True
2415,12,1979,True
2415,13,2021,True
2415,14,2108,True
2415,15,2129,True
2415,16,2227,True
2415,17,2308,True
2415,18,2321,True
2434,1,588,True
2434,2,644,True
2434,3,720,True
2434,4,746,True
2434,5,874,True
2434,6,1016,True
2434,7,1270,True
2434,8,1553,True
2434,9,1651,True
2434,10,1730,True
2434,11,1888,True
2434,12,1979,True
2434,13,2021,True
2434,14,2108,True
2434,15,2129,True
2434,16,2227,True
2434,17,2308,True
2434,18,2321,True
2434,19,2427,True
2455,1,588,True
2455,2,644,True
2455,3,720,True
2455,4,746,True
2455,5,874,True
2455,6,1016,True
2455,7,1270,True
2455,8,1553,True
2455,9,1651,True
2455,10,1730,True
2455,11,1888,True
2455,12,1979,True
2455,13,2021,True
2455,14,2108,True
2455,15,2129,True
2455,16,2227,True
2455,17,2308,True
2455,18,2321,True
2455,19,2427,True
2455,20,2440,True
2476,1,588,True
2476,2,644,True
2476,3,720,True
2476,4,746,True
2476,5,874,True
2476,6,1016,True
2476,7,1270,True
2476,8,1553,True
2476,9,1651,True
2476,10,1730,True
2476,11,1888,True
2476,12,1979,True
2476,13,2021,True
2476,14,2108,True
2476,15,2129,True
2476,16,2227,True
2476,17,2308,True
2476,18,2321,True
2476,19,2427,True
2476,20,2440,True
2499,2,644,True
2499,3,720,True
2499,4,746,True
2499,5,874,True
2499,6,1016,True
2499,7,1270,True
2499,8,1553,True
2499,9,1651,True
2499,10,1730,True
2499,11,1888,True
2499,12,1979,True
2499,13,2021,True
2499,14,2108,True
2499,15,2129,True
2499,16,2227,True
2499,17,2308,True
2499,18,2321,True
2499,19,2427,True
2499,20,2440,True
2499,21,2495,True
2520,2,644,True
2520,3,720,True
2520,4,746,True
2520,5,874,True
2520,6,1016,True
2520,7,1270,True
2520,8,1553,True
2520,9,1651,True
2520,10,1730,True
2520,11,1888,True
2520,12,1979,True
2520,13,2021,True
2520,14,2108,True
2520,15,2129,True
2520,16,2227,True
2520,17,2308,True
2520,18,2321,True
2520,19,2427,True
2520,20,2440,True
2520,21,2495,True
2536,2,644,True
2536,3,720,True
2536,4,746,True
2536,5,874,True
2536,6,1016,True
2536,7,1270,True
2536,8,1553,True
2536,9,1651,True
2536,10,1730,True
2536,11,1888,True
2536,12,1979,True
2536,13,2021,True
2536,14,2108,True
2536,15,2129,True
2536,16,2227,True
2536,17,2308,True
2536,18,2321,True
2536,19,2427,True
2536,20,2440,True
2536,21,2495,True
2558,2,644,True
2558,3,720,True
2558,4,746,True
2558,5,874,True
2558,6,1016,True
2558,7,1270,True
2558,8,1553,True
2558,9,1651,True
2558,10,1730,True
2558,11,1888,True
2558,12,1979,True
2558,13,2021,True
2558,14,2108,True
2558,15,2129,True
2558,16,2227,True
2558,17,2308,True
2558,18,2321,True
2558,19,2427,True
2558,20,2440,True
2558,21,2495,True
2580,2,644,True
2580,3,720,True
2580,4,746,True
2580,5,874,True
2580,6,1016,True
2580,7,1270,True
2580,8,1553,True
2580,9,1651,True
2580,10,1730,True
2580,11,1888,True
2580,12,1979,True
2580,13,2021,True
2580,14,2108,True
2580,15,2129,True
2580,16,2227,True
2580,17,2308,True
2580,18,2321,True
2580,19,2427,True
2580,20,2440,True
2580,21,2495,True
2596,2,644,True
2596,3,720,True
2596,4,746,True
2596,5,874,True
2596,6,1016,True
2596,7,1270,True
2596,8,1553,True
2596,9,1651,True
2596,10,1730,True
2596,11,1888,True
2596,12,1979,True
2596,13,2021,True
2596,14,2108,True
2596,15,2129,True
2596,16,2227,True
2596,17,2308,True
2596,18,2321,True
2596,19,2427,True
2596,20,2440,True
2596,21,2495,True
2616,2,644,True
2616,3,720,True
2616,4,746,True
2616,5,874,True
2616,6,1016,True
2616,7,1270,True
2616,8,1553,True
2616,9,1651,True
2616,10,1730,True
2616,11,1888,True
2616,12,1979,True
2616,13,2021,True
2616,14,2108,True
2616,15,2129,True
2616,16,2227,True
2616,17,2308,True
2616,18,2321,True
2616,19,2427,True
2616,20,2440,True
2616,21,2495,True
2639,2,644,True
2639,3,720,True
2639,4,746,True
2639,5,874,True
2639,6,1016,True
2639,7,1270,True
2639,8,1553,True
2639,9,1651,True
2639,10,1730,True
2639,11,1888,True
2639,12,1979,True
2639,13,2021,True
2639,14,2108,True
2639,15,2129,True
2639,16,2227,True
2639,17,2308,True
2639,18,2321,True
2639,19,2427,True
2639,20,2440,True
2639,21,2495,True
2658,2,644,True
2658,3,720,True
2658,4,746,True
2658,5,874,True
2658,6,1016,True
2658,7,1270,True
2658,8,1553,True
2658,9,1651,True
2658,10,1730,True
2658,11,1888,True
2658,12,1979,True
2658,13,2021,True
2658,14,2108,True
2658,15,2129,True
2658,16,2227,True
2658,17,2308,True
2658,18,2321,True
2658,19,2427,True
2658,20,2440,True
2658,21,2495,True
2678,2,644,True
2678,3,720,True
2678,4,746,True
2678,5,874,True
2678,6,1016,True
2678,7,1270,True
2678,8,1553,True
2678,9,1651,True
2678,10,1730,True
2678,11,1888,True
2678,12,1979,True
2678,13,2021,True
2678,14,2108,True
2678,15,2129,True
2678,16,2227,True
2678,17,2308,True
2678,18,2321,True
2678,19,2427,True
2678,20,2440,True
2678,21,2495,True
2698,2,644,True
2698,3,720,True
2698,4,746,True
2698,5,874,True
2698,6,1016,True
2698,7,1270,True
2698,8,1553,True
2698,9,1651,True
2698,10,1730,True
2698,11,1888,True
2698,12,1979,True
2698,13,2021,True
2698,14,2108,True
2698,15,2129,True
2698,16,2227,True
2698,17,2308,True
2698,18,2321,True
2698,19,2427,True
2698,20,2440,True
2698,21,2495,True
2719,2,644,True
2719,3,720,True
2719,4,746,True
2719,5,874,True
2719,6,1016,True
2719,7,1270,True
2719,8,1553,True
2719,9,1651,True
2719,10,1730,True
2719,11,1888,True
2719,12,1979,True
2719,13,2021,True
2719,14,2108,True
2719,15,2129,True
2719,16,2227,True
2719,17,2308,True
2719,18,2321,True
2719,19,2427,True
2719,20,2440,True
2719,21,2495,True
2742,2,644,True
2742,3,720,True
2742,4,746,True
2742,5,874,True
2742,6,1016,True
2742,7,1270,True
2742,8,1553,True
2742,9,1651,True
2742,10,1730,True
2742,11,1888,True
2742,12,1979,True
2742,13,2021,True
2742,14,2108,True
2742,15,2129,True
2742,16,2227,True
2742,17,2308,True
2742,18,2321,True
2742,19,2427,True
2742,20,2440,True
2742,21,2495,True
2762,2,644,True
2762,3,720,True
2762,4,746,True
2762,5,874,True
2762,6,1016,True
2762,7,1270,True
2762,8,1553,True
2762,9,1651,True
2762,10,1730,True
2762,11,1888,True
2762,12,1979,True
2762,13,2021,True
2762,14,2108,True
2762,15,2129,True
2762,16,2227,True
2762,17,2308,True
2762,18,2321,True
2762,19,2427,True
2762,20,2440,True
2762,21,2495,True
2779,2,644,True
2779,3,720,True
2779,4,746,True
2779,5,874,True
2779,6,1016,True
2779,7,1270,True
2779,8,1553,True
2779,9,1651,True
2779,10,1730,True
2779,11,1888,True
2779,12,1979,True
2779,13,2021,True
2779,14,2108,True
2779,15,2129,True
2779,16,2227,True
2779,17,2308,True
2779,18,2321,True
2779,19,2427,True
2779,20,2440,True
2779,21,2495,True
2801,2,644,True
2801,3,720,True
2801,4,746,True
2801,5,874,True
2801,6,1016,True
2801,7,1270,True
2801,8,1553,True
2801,9,1651,True
2801,10,1730,True
2801,11,1888,True
2801,12,1979,True
2801,13,2021,True
2801,14,2108,True
2801,15,2129,True
2801,16,2227,True
2801,17,2308,True
2801,18,2321,True
2801,19,2427,True
2801,20,2440,True
2801,21,2495,True
2822,2,644,True
2822,3,720,True
2822,4,746,True
2822,5,874,True
2822,6,1016,True
2822,7,1270,True
2822,8,1553,True
2822,9,1651,True
2822,10,1730,True
2822,11,1888,True
2822,12,1979,True
2822,13,2021,True
2822,14,2108,True
2822,15,2129,True
2822,16,2227,True
2822,17,2308,True
2822,18,2321,True
2822,19,2427,True
2822,20,2440,True
2822,21,2495,True
2844,2,644,True
2844,3,720,True
2844,4,746,True
2844,5,874,True
2844,6,1016,True
2844,7,1270,True
2844,8,1553,True
2844,9,1651,True
2844,10,1730,True
2844,11,1888,True
2844,12,1979,True
2844,13,2021,True
2844,14,2108,True
2844,15,2129,True
2844,16,2227,True
2844,17,2308,True
2844,18,2321,True
2844,19,2427,True
2844,20,2440,True
2844,21,2495,True
2859,3,720,True
2859,4,746,True
2859,5,874,True
2859,6,1016,True
2859,7,1270,True
2859,8,1553,True
2859,9,1651,True
2859,10,1730,True
2859,11,1888,True
2859,12,1979,True
2859,13,2021,True
2859,14,2108,True
2859,15,2129,True
2859,16,2227,True
2859,17,2308,True
2859,18,2321,True
2859,19,2427,True
2859,20,2440,True
2859,21,2495,True
2859,22,2854,True
2880,3,720,True
2880,4,746,True
2880,5,874,True
2880,6,1016,True
2880,7,1270,True
2880,8,1553,True
2880,9,1651,True
2880,10,1730,True
2880,11,1888,True
2880,12,1979,True
2880,13,2021,True
2880,14,2108,True
2880,15,2129,True
2880,16,2227,True
2880,17,2308,True
2880,18,2321,True
2880,19,2427,True
2880,20,2440,True
2880,21,2495,True
2880,22,2854,True
2900,3,720,True
2900,4,746,True
2900,5,874,True
2900,6,1016,True
2900,7,1270,True
2900,8,1553,True
2900,9,1651,True
2900,10,1730,True
2900,11,1888,True
2900,12,1979,True
2900,13,2021,True
2900,14,2108,True
2900,15,2129,True
2900,16,2227,True
2900,17,2308,True
2900,18,2321,True
2900,19,2427,True
2900,20,2440,True
2900,21,2495,True
2900,22,2854,True
2920,3,720,True
2920,4,746,True
2920,5,874,True
2920,6,1016,True
2920,7,1270,True
2920,8,1553,True
2920,9,1651,True
2920,10,1730,True
2920,11,1888,True
2920,12,1979,True
2920,13,2021,True
2920,14,2108,True
2920,15,2129,True
2920,16,2227,True
2920,17,2308,True
2920,18,2321,True
2920,19,2427,True
2920,20,2440,True
2920,21,2495,True
2920,22,2854,True
2939,3,720,True
2939,4,746,True
2939,5,874,True
2939,6,1016,True
2939,7,1270,True
2939,8,1553,True
2939,9,1651,True
2939,10,1730,True
2939,11,1888,True
2939,12,1979,True
2939,13,2021,True
2939,14,2108,True
2939,15,2129,True
2939,16,2227,True
2939,17,2308,True
2939,18,2321,True
2939,19,2427,True
2939,20,2440,True
2939,21,2495,True
2939,22,2854,True
2962,4,746,True
2962,5,874,True
2962,6,1016,True
2962,7,1270,True
2962,8,1553,True
2962,9,1651,True
2962,10,1730,True
2962,11,1888,True
2962,12,1979,True
2962,13,2021,True
2962,14,2108,True
2962,15,2129,True
2962,16,2227,True
2962,17,2308,True
2962,18,2321,True
2962,19,2427,True
2962,20,2440,True
2962,21,2495,True
2962,22,2854,True
2962,23,2952,True
2984,5,874,True
2984,6,1016,True
2984,7,1270,True
2984,8,1553,True
2984,9,1651,True
2984,10,1730,True
2984,11,1888,True
2984,12,1979,True
2984,13,2021,True
2984,14,2108,True
2984,15,2129,True
2984,16,2227,True
2984,17,2308,True
2984,18,2321,True
2984,19,2427,True
2984,20,2440,True
2984,21,2495,True
2984,22,2854,True
2984,23,2952,True
2984,24,2965,True
3003,7,1270,True
3003,8,1553,True
3003,9,1651,True
3003,10,1730,True
3003,11,1888,True
3003,12,1979,True
3003,13,2021,True
3003,14,2108,True
3003,15,2129,True
3003,16,2227,True
3003,17,2308,True
3003,18,2321,True
3003,19,2427,True
3003,20,2440,True
3003,21,2495,True
3003,22,2854,True
3003,23,2952,True
3003,24,2965,True
3003,25,2992,True
3003,26,3002,True
3021,7,1270,True
3021,8,1553,True
3021,9,1651,True
3021,10,1730,True
3021,11,1888,True
3021,12,1979,True
3021,13,2021,True
3021,14,2108,True
3021,15,2129,True
3021,16,2227,True
3021,17,2308,True
3021,18,2321,True
3021,19,2427,True
3021,20,2440,True
3021,21,2495,True
3021,22,2854,True
3021,23,2952,True
3021,24,2965,True
3021,25,2992,True
3021,26,3002,True
3042,7,1270,True
3042,8,1553,True
3042,9,1651,True
3042,10,1730,True
3042,11,1888,True
3042,12,1979,True
3042,13,2021,True
3042,14,2108,True
3042,15,2129,True
3042,16,2227,True
3042,17,2308,True
3042,18,2321,True
3042,19,2427,True
3042,20,2440,True
3042,21,2495,True
3042,22,2854,True
3042,23,2952,True
3042,24,2965,True
3042,25,2992,True
3042,26,3002,True
3064,7,1270,True
3064,8,1553,True
3064,9,1651,True
3064,10,1730,True
3064,11,1888,True
3064,12,1979,True
3064,13,2021,True
3064,14,2108,True
3064,15,2129,True
3064,16,2227,True
3064,17,2308,True
3064,18,2321,True
3064,19,2427,True
3064,20,2440,True
3064,21,2495,True
3064,22,2854,True
3064,23,2952,True
3064,24,2965,True
3064,25,2992,True
3064,26,3002,True
3082,7,1270,True
3082,8,1553,True
3082,9,1651,True
3082,10,1730,True
3082,11,1888,True
3082,12,1979,True
3082,13,2021,True
3082,14,2108,True
3082,15,2129,True
3082,16,2227,True
3082,17,2308,True
3082,18,2321,True
3082,19,2427,True
3082,20,2440,True
3082,21,2495,True
3082,22,2854,True
3082,23,2952,True
3082,24,2965,True
3082,25,2992,True
3082,26,3002,True
3100,7,1270,True
3100,8,1553,True
3100,9,1651,True
3100,10,1730,True
3100,11,1888,True
3100,12,1979,True
3100,13,2021,True
3100,14,2108,True
3100,15,2129,True
3100,16,2227,True
3100,17,2308,True
