period,cost,entry_date,exit_date_new,exit_date_old,net_profit_cny_new,net_profit_cny_old,exit_reasons_new,exit_reasons_old
evaluation,STRESS,2026-05-06,2026-05-22,2026-05-13,-2324.116479999997,3694.7724000000735,连续两个收盘预测继续持有收益为负，学习条件请求退出,连续两个收盘预测继续持有收益为负，学习条件请求退出
evaluation,STRESS,2026-06-05,2026-06-12,2026-06-22,-4944.476879999973,3692.656799999997,连续两个收盘预测继续持有收益为负，学习条件请求退出,连续两个收盘预测继续持有收益为负，学习条件请求退出
evaluation,STRESS,2026-06-23,2026-06-30,,-6086.247119999985,,连续两个收盘预测继续持有收益为负，学习条件请求退出,
evaluation,STRESS,2026-07-23,2026-07-30,2026-08-14,-6767.972639999993,-3261.6424799999804,连续两个收盘预测继续持有收益为负，学习条件请求退出,研究终点统一开盘退出
evaluation,STRESS,2026-08-07,2026-08-14,,725.0798800000048,,研究终点统一开盘退出,
earlier_diagnostic,BASE,2017-05-18,2017-08-14,2017-07-21,23578.109999999982,30731.679000000004,预定最长持有交易日到期,连续两个收盘预测继续持有收益为负，学习条件请求退出
earlier_diagnostic,BASE,2018-10-09,2018-10-11,2018-10-19,-9092.124800000049,-23722.212760000024,连续两个收盘预测继续持有收益为负，学习条件请求退出,持仓含分红收益触及固定止损
earlier_diagnostic,BASE,2019-02-28,2019-03-04,2019-03-06,7430.849159999983,10195.433519999904,连续两个收盘预测继续持有收益为负，学习条件请求退出,连续两个收盘预测继续持有收益为负，学习条件请求退出
earlier_diagnostic,BASE,2019-05-31,2019-06-04,2019-06-25,-839.6007399999653,16392.54739999998,连续两个收盘预测继续持有收益为负，学习条件请求退出,连续两个收盘预测继续持有收益为负，学习条件请求退出
earlier_diagnostic,STRESS,2017-05-18,2017-08-14,2017-07-21,22943.407999999938,30032.571199999948,预定最长持有交易日到期,连续两个收盘预测继续持有收益为负，学习条件请求退出
earlier_diagnostic,STRESS,2018-10-09,2018-10-11,2018-10-19,-9462.474320000038,-23956.90783999994,连续两个收盘预测继续持有收益为负，学习条件请求退出,持仓含分红收益触及固定止损
earlier_diagnostic,STRESS,2019-02-28,2019-03-04,2019-03-06,6922.876359999995,9662.759120000002,连续两个收盘预测继续持有收益为负，学习条件请求退出,连续两个收盘预测继续持有收益为负，学习条件请求退出
earlier_diagnostic,STRESS,2019-05-31,2019-06-04,2019-07-03,-1260.198720000044,23211.302120000008,连续两个收盘预测继续持有收益为负，学习条件请求退出,连续两个收盘预测继续持有收益为负，学习条件请求退出
