year,cost,model,assumption,kind,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
2026,BASE,S1_TREND_REBOUND_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,BASE,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0591057699999997,0.058855515274115915,0.05809885094464721,0.0428596882111745,1.3555593465446514,-0.010545587391599625,243,0.040197337448413695,2,80.446,220.4000000000002,False,1.978150976356119e-11
2021,BASE,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,BASE,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,-0.045928920583635444,-0.045928920583635444,-0.04322431310118591,0.08666267988995517,-0.4987650180685898,-0.10318198827669608,242,0.05316770395441179,4,161.91696000000002,500.0000000000115,False,1.887201506178826e-11
2023,BASE,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,-0.011705650318481368,-0.011705650318481368,-0.011451250827897885,0.02543769464169084,-0.45016857813561373,-0.035438818309751104,242,0.041250117564774376,2,80.2234,234.4000000000002,False,2.262368070660159e-11
2024,BASE,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,BASE,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0515792731694428,0.05136165295120777,0.05040657225960737,0.02530159022412498,1.9922294137680274,0.0,243,0.040996133517688924,2,81.63612,215.2000000000002,False,1.716671249596402e-11
2026,BASE,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,BASE,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0591057699999997,0.058855515274115915,0.05809885094464721,0.0428596882111745,1.3555593465446514,-0.010545587391599625,243,0.040197337448413695,2,80.446,220.4000000000002,False,1.978150976356119e-11
2021,BASE,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,BASE,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,-0.055660674665194004,-0.055660674665194004,-0.05070844154724685,0.1145281868617421,-0.4427594894911054,-0.12328862596766414,242,0.15971609322587102,10,400.20834,1176.799999999982,False,3.461764208623208e-11
2023,BASE,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,8.872292769099028e-05,8.872292769099028e-05,0.0013568151806163664,0.050424269433619384,0.026907978952526713,-0.041784241582656256,242,0.15632069570695883,8,324.15265999999997,875.6000000000242,False,2.5139001991192345e-11
2024,BASE,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,BASE,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.05149625611587671,0.05127899462753448,0.050326934054045744,0.025261262833695584,1.9922572511662193,0.0,243,0.04093271364757393,2,81.63612,215.2000000000002,False,1.716671249596402e-11
2026,BASE,R2_Z_CONFIRM_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.02579362479698719,0.04222914678480164,0.042885132871885105,0.0557555537286046,0.76916342864484,-0.019357034339427797,149,0.05354665585837851,2,84.99666,282.6000000000107,False,1.7109869077103212e-11
2020,BASE,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.05942757999999997,0.05917592502568174,0.05841109798421686,0.043088720122709485,1.3556006727020855,-0.010600519697251815,243,0.040409049535337006,2,80.88400000000001,221.6000000000002,False,2.3874235921539366e-11
2021,BASE,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,BASE,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,-0.046192806968457296,-0.046192806968457296,-0.043455965501002836,0.08717179457221423,-0.49850947447231175,-0.10375894592708984,242,0.05348377155219631,4,162.88674000000003,503.00000000001154,False,1.887201506178826e-11
2023,BASE,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,BASE,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,BASE,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2026,BASE,R2_Z_CONFIRM_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,BASE,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.05942757999999997,0.05917592502568174,0.05841109798421686,0.043088720122709485,1.3556006727020855,-0.010600519697251815,243,0.040409049535337006,2,80.88400000000001,221.6000000000002,False,2.3874235921539366e-11
2021,BASE,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,BASE,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,-0.03184020714280426,-0.03184020714280426,-0.026061283523227785,0.11222770902945109,-0.23221790544070284,-0.10372443437118016,242,0.15591293247076113,10,401.27872,1182.7999999999818,False,3.505817858240334e-11
2023,BASE,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.02928557235939479,0.02928557235939479,0.029496961742580097,0.03561023169689913,0.8283282735604508,-0.035497025030850254,242,0.07423004590941115,4,167.78588000000002,448.00000000002444,False,2.7966962079517543e-11
2024,BASE,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,BASE,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2026,BASE,R2_Z_CONFIRM_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,BASE,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2021,BASE,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.017712029500000035,0.017638501417511665,0.017545877814719526,0.011043376733653281,1.5888145662232733,-0.002391845743045072,243,0.0162954674426086,2,79.89410000000001,244.20000000000925,False,1.3869794202037156e-11
2022,BASE,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,-0.021525411771699976,-0.021525411771699976,-0.020974024380114864,0.03964679577537397,-0.5290219290090165,-0.05488296666723315,242,0.04116630983277846,2,80.23410000000001,212.4000000000002,False,1.743671873555286e-11
2023,BASE,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,BASE,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,BASE,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.051533501337583894,0.05131607891003605,0.05036266394579887,0.025279355686241463,1.9922447617290042,0.0,243,0.04096116766338979,2,81.33264,214.4000000000002,False,1.77351466845721e-11
2026,BASE,V1_CLIMAX_RECOVERY_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,BASE,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2021,BASE,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.017712029500000035,0.017638501417511665,0.017545877814719526,0.011043376733653281,1.5888145662232733,-0.002391845743045072,243,0.0162954674426086,2,79.89410000000001,244.20000000000925,False,1.3869794202037156e-11
2022,BASE,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,-0.021525411771699976,-0.021525411771699976,-0.020974024380114864,0.03964679577537397,-0.5290219290090165,-0.05488296666723315,242,0.04116630983277846,2,80.23410000000001,212.4000000000002,False,1.743671873555286e-11
2023,BASE,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,BASE,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,BASE,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.051533501337583894,0.05131607891003605,0.05036266394579887,0.025279355686241463,1.9922447617290042,0.0,243,0.04096116766338979,2,81.33264,214.4000000000002,False,1.77351466845721e-11
2026,BASE,V1_CLIMAX_RECOVERY_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,BASE,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2021,BASE,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.017799066499999756,0.01772517396289748,0.017631641094647005,0.011097240924987034,1.588831062948884,-0.002403365987127091,243,0.016374506391694656,2,80.2867,245.4000000000093,False,1.6370904631912708e-11
2022,BASE,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2023,BASE,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,BASE,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,BASE,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2026,BASE,V1_CLIMAX_RECOVERY_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,BASE,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2021,BASE,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.017799066499999756,0.01772517396289748,0.017631641094647005,0.011097240924987034,1.588831062948884,-0.002403365987127091,243,0.016374506391694656,2,80.2867,245.4000000000093,False,1.6370904631912708e-11
2022,BASE,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2023,BASE,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,BASE,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,BASE,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2026,BASE,V1_CLIMAX_RECOVERY_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,STRESS,S1_TREND_REBOUND_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.029195174000000077,0.029073299467060814,0.029746432386905736,0.04690476645086672,0.6341878371373081,-0.03204218279999998,243,0.044315814820863074,4,313.9652,906.7999999999665,False,1.9326762412674725e-11
2021,STRESS,S1_TREND_REBOUND_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,STRESS,S1_TREND_REBOUND_D50_L1,OPEN_ONLY,LIMIT_POLICY,-0.0485858605473792,-0.0485858605473792,-0.046002585788294637,0.08676278296920348,-0.5302110445745302,-0.10449375374642801,242,0.05320294149836384,4,314.46664,874.8000000000119,False,2.8563817977556027e-11
2023,STRESS,S1_TREND_REBOUND_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,STRESS,S1_TREND_REBOUND_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,S1_TREND_REBOUND_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.05004318684186811,0.04983219994620165,0.048935596894768264,0.024694060431948092,1.9816747848991871,0.0,243,0.0409859497175591,2,159.93396,421.6000000000238,False,2.4272139853565022e-11
2026,STRESS,S1_TREND_REBOUND_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,STRESS,S1_TREND_REBOUND_D50_L3,OPEN_ONLY,LIMIT_POLICY,-0.006385814799999964,-0.006359619467276249,-0.001975063172536405,0.09353910248066608,-0.02111483989216849,-0.06742859111036045,243,0.09754563188509267,6,474.96296,1338.7999999999574,False,2.404476617812179e-11
2021,STRESS,S1_TREND_REBOUND_D50_L3,OPEN_ONLY,LIMIT_POLICY,-0.014237799953664122,-0.014179625570536076,-0.013401760710475939,0.041872233273429996,-0.3200631937389406,-0.042433432882451834,243,0.03999794660636595,2,154.17600000000002,422.400000000016,False,2.7284841053187847e-11
2022,STRESS,S1_TREND_REBOUND_D50_L3,OPEN_ONLY,LIMIT_POLICY,-0.06219444597751077,-0.06219444597751077,-0.057594908773210496,0.11499286935756725,-0.5008563495717344,-0.12707101166497436,242,0.15985870845073696,10,738.2852800000001,1996.80000000004,False,2.5920599000528455e-11
2023,STRESS,S1_TREND_REBOUND_D50_L3,OPEN_ONLY,LIMIT_POLICY,-0.018255885703133523,-0.018255885703133523,-0.017120401084881554,0.051119209552822405,-0.3349113031020312,-0.04464166241390421,242,0.16463604167007337,12,878.58832,2479.399999999984,False,3.504396772768814e-11
2024,STRESS,S1_TREND_REBOUND_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.00227570479186652,0.00227570479186652,0.0022745880429972942,0.0017120120914945497,1.3286051274390402,0.0,242,0.004118315622764794,2,143.96256,403.2000000000004,False,2.361844053666573e-11
2025,STRESS,S1_TREND_REBOUND_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.06715263621289862,0.0668672483176894,0.0653364178018975,0.034882381818113935,1.8730492127108478,-0.014965687996126183,243,0.06548445923109139,8,590.3446,1643.3999999999953,False,2.546585164964199e-11
2026,STRESS,S1_TREND_REBOUND_D50_L3,OPEN_ONLY,LIMIT_POLICY,0.024497386509715325,0.04009095905627839,0.04082915511818292,0.0557174625960981,0.7327892049599939,-0.01937205931607068,149,0.05358854159328346,2,155.91744,431.9999999999908,False,1.546140993013978e-11
2020,STRESS,S1_TREND_REBOUND_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0579151600000001,0.057670082330660476,0.056982242964426125,0.0429496076065556,1.3267232494046968,-0.010608136054631368,243,0.04043840535085269,2,161.76800000000003,443.1999999999758,False,2.3874235921539366e-11
2021,STRESS,S1_TREND_REBOUND_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,STRESS,S1_TREND_REBOUND_D100_L1,OPEN_ONLY,LIMIT_POLICY,-0.048835725919647785,-0.048835725919647785,-0.04622662502172181,0.08719902967793677,-0.53012774560057,-0.10499864321008746,242,0.05346679499072588,4,324.81096,903.6000000000122,False,2.546585164964199e-11
2023,STRESS,S1_TREND_REBOUND_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2024,STRESS,S1_TREND_REBOUND_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,S1_TREND_REBOUND_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2026,STRESS,S1_TREND_REBOUND_D100_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,STRESS,S1_TREND_REBOUND_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.009681459800000007,0.009641426953247711,0.01326354030757658,0.08519592033032726,0.15568281035230683,-0.05017187106005751,243,0.0689715717465171,4,325.6080400000001,880.1999999999664,False,2.3874235921539366e-11
2021,STRESS,S1_TREND_REBOUND_D100_L3,OPEN_ONLY,LIMIT_POLICY,-0.014289863263269292,-0.014231477693325886,-0.01344795865226134,0.04202385267766179,-0.32000775263068015,-0.04258452216308967,243,0.040143566839573076,2,157.24200000000002,430.8000000000163,False,2.6830093702301383e-11
2022,STRESS,S1_TREND_REBOUND_D100_L3,OPEN_ONLY,LIMIT_POLICY,-0.03861209878764274,-0.03861209878764274,-0.03303143514990503,0.11264123661377534,-0.2932446068855168,-0.10509820314296457,242,0.15601511968046322,10,751.9633600000001,2039.000000000041,False,2.7966962079517543e-11
2023,STRESS,S1_TREND_REBOUND_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.020381762972810604,0.020381762972810604,0.020831219791104028,0.03625283208991623,0.5746094467719739,-0.03690138588206412,242,0.07833701340048452,6,463.04624,1300.5999999999908,False,2.4783730623312294e-11
2024,STRESS,S1_TREND_REBOUND_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
2025,STRESS,S1_TREND_REBOUND_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.023725552543088863,0.023626772108948143,0.023530260248658622,0.01896948667754296,1.2404268311864726,0.0,243,0.003971851917030567,2,152.52427999999998,408.9999999999913,False,2.6915358830592595e-11
2026,STRESS,S1_TREND_REBOUND_D100_L3,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,149,0.0,0,0.0,0.0,False,0.0
2020,STRESS,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.05760153999999998,0.05735782511198724,0.056677329195439094,0.04272106827022116,1.3266833319087712,-0.010553124988920208,243,0.040226386287330516,2,160.892,440.79999999997597,False,1.978150976356119e-11
2021,STRESS,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
2022,STRESS,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,-0.04865349345085052,-0.04865349345085052,-0.04607195758356819,0.08678044148000486,-0.5309025489825799,-0.10453992597900422,242,0.05317828420625873,4,323.20192000000003,899.2000000000121,False,1.659827830735594e-11
2023,STRESS,R2_Z_CONFIRM_D50_L1,OPEN_ONLY,LIMIT_POLICY,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
