market_id,instrument_id,field,xml_raw,sse_raw,xml_normalized,sse_normalized,xml_presence,sse_presence,match
101,600023,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600025,InstrumentID,600025,600025,600025,600025,True,True,True
101,600025,InstrumentName,华能水电,华能水电,华能水电,华能水电,True,True,True
101,600025,Quantity,300,300,300,300,True,True,True
101,600025,SubstitutionFlag,1,1,1,1,True,True,True
101,600025,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600025,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600025,SubstitutionCashAmount,,-,,,False,True,True
101,600025,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600026,InstrumentID,600026,600026,600026,600026,True,True,True
101,600026,InstrumentName,中远海能,中远海能,中远海能,中远海能,True,True,True
101,600026,Quantity,300,300,300,300,True,True,True
101,600026,SubstitutionFlag,1,1,1,1,True,True,True
101,600026,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600026,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600026,SubstitutionCashAmount,,-,,,False,True,True
101,600026,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600027,InstrumentID,600027,600027,600027,600027,True,True,True
101,600027,InstrumentName,华电国际,华电国际,华电国际,华电国际,True,True,True
101,600027,Quantity,600,600,600,600,True,True,True
101,600027,SubstitutionFlag,1,1,1,1,True,True,True
101,600027,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600027,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600027,SubstitutionCashAmount,,-,,,False,True,True
101,600027,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600028,InstrumentID,600028,600028,600028,600028,True,True,True
101,600028,InstrumentName,中国石化,中国石化,中国石化,中国石化,True,True,True
101,600028,Quantity,2300,2300,2300,2300,True,True,True
101,600028,SubstitutionFlag,1,1,1,1,True,True,True
101,600028,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600028,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600028,SubstitutionCashAmount,,-,,,False,True,True
101,600028,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600029,InstrumentID,600029,600029,600029,600029,True,True,True
101,600029,InstrumentName,南方航空,南方航空,南方航空,南方航空,True,True,True
101,600029,Quantity,900,900,900,900,True,True,True
101,600029,SubstitutionFlag,1,1,1,1,True,True,True
101,600029,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600029,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600029,SubstitutionCashAmount,,-,,,False,True,True
101,600029,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600030,InstrumentID,600030,600030,600030,600030,True,True,True
101,600030,InstrumentName,中信证券,中信证券,中信证券,中信证券,True,True,True
101,600030,Quantity,1600,1600,1600,1600,True,True,True
101,600030,SubstitutionFlag,1,1,1,1,True,True,True
101,600030,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600030,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600030,SubstitutionCashAmount,,-,,,False,True,True
101,600030,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600031,InstrumentID,600031,600031,600031,600031,True,True,True
101,600031,InstrumentName,三一重工,三一重工,三一重工,三一重工,True,True,True
101,600031,Quantity,1000,1000,1000,1000,True,True,True
101,600031,SubstitutionFlag,1,1,1,1,True,True,True
101,600031,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600031,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600031,SubstitutionCashAmount,,-,,,False,True,True
101,600031,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600036,InstrumentID,600036,600036,600036,600036,True,True,True
101,600036,InstrumentName,招商银行,招商银行,招商银行,招商银行,True,True,True
101,600036,Quantity,2000,2000,2000,2000,True,True,True
101,600036,SubstitutionFlag,1,1,1,1,True,True,True
101,600036,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600036,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600036,SubstitutionCashAmount,,-,,,False,True,True
101,600036,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600039,InstrumentID,600039,600039,600039,600039,True,True,True
101,600039,InstrumentName,四川路桥,四川路桥,四川路桥,四川路桥,True,True,True
101,600039,Quantity,400,400,400,400,True,True,True
101,600039,SubstitutionFlag,1,1,1,1,True,True,True
101,600039,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600039,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600039,SubstitutionCashAmount,,-,,,False,True,True
101,600039,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600048,InstrumentID,600048,600048,600048,600048,True,True,True
101,600048,InstrumentName,保利发展,保利发展,保利发展,保利发展,True,True,True
101,600048,Quantity,1200,1200,1200,1200,True,True,True
101,600048,SubstitutionFlag,1,1,1,1,True,True,True
101,600048,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600048,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600048,SubstitutionCashAmount,,-,,,False,True,True
101,600048,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600050,InstrumentID,600050,600050,600050,600050,True,True,True
101,600050,InstrumentName,中国联通,中国联通,中国联通,中国联通,True,True,True
101,600050,Quantity,2500,2500,2500,2500,True,True,True
101,600050,SubstitutionFlag,1,1,1,1,True,True,True
101,600050,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600050,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600050,SubstitutionCashAmount,,-,,,False,True,True
101,600050,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600061,InstrumentID,600061,600061,600061,600061,True,True,True
101,600061,InstrumentName,国投资本,国投资本,国投资本,国投资本,True,True,True
101,600061,Quantity,400,400,400,400,True,True,True
101,600061,SubstitutionFlag,1,1,1,1,True,True,True
101,600061,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600061,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600061,SubstitutionCashAmount,,-,,,False,True,True
101,600061,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600066,InstrumentID,600066,600066,600066,600066,True,True,True
101,600066,InstrumentName,宇通客车,宇通客车,宇通客车,宇通客车,True,True,True
101,600066,Quantity,200,200,200,200,True,True,True
101,600066,SubstitutionFlag,1,1,1,1,True,True,True
101,600066,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600066,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600066,SubstitutionCashAmount,,-,,,False,True,True
101,600066,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600085,InstrumentID,600085,600085,600085,600085,True,True,True
101,600085,InstrumentName,同仁堂,同仁堂,同仁堂,同仁堂,True,True,True
101,600085,Quantity,100,100,100,100,True,True,True
101,600085,SubstitutionFlag,1,1,1,1,True,True,True
101,600085,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600085,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600085,SubstitutionCashAmount,,-,,,False,True,True
101,600085,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600089,InstrumentID,600089,600089,600089,600089,True,True,True
101,600089,InstrumentName,特变电工,特变电工,特变电工,特变电工,True,True,True
101,600089,Quantity,800,800,800,800,True,True,True
101,600089,SubstitutionFlag,1,1,1,1,True,True,True
101,600089,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600089,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600089,SubstitutionCashAmount,,-,,,False,True,True
101,600089,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600104,InstrumentID,600104,600104,600104,600104,True,True,True
101,600104,InstrumentName,上汽集团,上汽集团,上汽集团,上汽集团,True,True,True
101,600104,Quantity,700,700,700,700,True,True,True
101,600104,SubstitutionFlag,1,1,1,1,True,True,True
101,600104,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600104,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600104,SubstitutionCashAmount,,-,,,False,True,True
101,600104,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600111,InstrumentID,600111,600111,600111,600111,True,True,True
101,600111,InstrumentName,北方稀土,北方稀土,北方稀土,北方稀土,True,True,True
101,600111,Quantity,400,400,400,400,True,True,True
101,600111,SubstitutionFlag,1,1,1,1,True,True,True
101,600111,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600111,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600111,SubstitutionCashAmount,,-,,,False,True,True
101,600111,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600115,InstrumentID,600115,600115,600115,600115,True,True,True
101,600115,InstrumentName,中国东航,中国东航,中国东航,中国东航,True,True,True
101,600115,Quantity,1400,1400,1400,1400,True,True,True
101,600115,SubstitutionFlag,1,1,1,1,True,True,True
101,600115,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600115,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600115,SubstitutionCashAmount,,-,,,False,True,True
101,600115,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600118,InstrumentID,600118,600118,600118,600118,True,True,True
101,600118,InstrumentName,中国卫星,中国卫星,中国卫星,中国卫星,True,True,True
101,600118,Quantity,100,100,100,100,True,True,True
101,600118,SubstitutionFlag,1,1,1,1,True,True,True
101,600118,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600118,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600118,SubstitutionCashAmount,,-,,,False,True,True
101,600118,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600150,InstrumentID,600150,600150,600150,600150,True,True,True
101,600150,InstrumentName,中国船舶,中国船舶,中国船舶,中国船舶,True,True,True
101,600150,Quantity,700,700,700,700,True,True,True
101,600150,SubstitutionFlag,1,1,1,1,True,True,True
101,600150,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600150,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600150,SubstitutionCashAmount,,-,,,False,True,True
101,600150,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600160,InstrumentID,600160,600160,600160,600160,True,True,True
101,600160,InstrumentName,巨化股份,巨化股份,巨化股份,巨化股份,True,True,True
101,600160,Quantity,200,200,200,200,True,True,True
101,600160,SubstitutionFlag,1,1,1,1,True,True,True
101,600160,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600160,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600160,SubstitutionCashAmount,,-,,,False,True,True
101,600160,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600176,InstrumentID,600176,600176,600176,600176,True,True,True
101,600176,InstrumentName,中国巨石,中国巨石,中国巨石,中国巨石,True,True,True
101,600176,Quantity,400,400,400,400,True,True,True
101,600176,SubstitutionFlag,1,1,1,1,True,True,True
101,600176,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600176,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600176,SubstitutionCashAmount,,-,,,False,True,True
101,600176,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600183,InstrumentID,600183,600183,600183,600183,True,True,True
101,600183,InstrumentName,生益科技,生益科技,生益科技,生益科技,True,True,True
101,600183,Quantity,200,200,200,200,True,True,True
101,600183,SubstitutionFlag,1,1,1,1,True,True,True
101,600183,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600183,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600183,SubstitutionCashAmount,,-,,,False,True,True
101,600183,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600188,InstrumentID,600188,600188,600188,600188,True,True,True
101,600188,InstrumentName,兖矿能源,兖矿能源,兖矿能源,兖矿能源,True,True,True
101,600188,Quantity,300,300,300,300,True,True,True
101,600188,SubstitutionFlag,1,1,1,1,True,True,True
101,600188,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600188,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600188,SubstitutionCashAmount,,-,,,False,True,True
101,600188,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600196,InstrumentID,600196,600196,600196,600196,True,True,True
101,600196,InstrumentName,复星医药,复星医药,复星医药,复星医药,True,True,True
101,600196,Quantity,200,200,200,200,True,True,True
101,600196,SubstitutionFlag,1,1,1,1,True,True,True
101,600196,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600196,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600196,SubstitutionCashAmount,,-,,,False,True,True
101,600196,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600219,InstrumentID,600219,600219,600219,600219,True,True,True
101,600219,InstrumentName,南山铝业,南山铝业,南山铝业,南山铝业,True,True,True
101,600219,Quantity,1100,1100,1100,1100,True,True,True
101,600219,SubstitutionFlag,1,1,1,1,True,True,True
101,600219,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600219,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600219,SubstitutionCashAmount,,-,,,False,True,True
101,600219,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600221,InstrumentID,600221,600221,600221,600221,True,True,True
101,600221,InstrumentName,海航控股,海航控股,海航控股,海航控股,True,True,True
101,600221,Quantity,4100,4100,4100,4100,True,True,True
101,600221,SubstitutionFlag,1,1,1,1,True,True,True
101,600221,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600221,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600221,SubstitutionCashAmount,,-,,,False,True,True
101,600221,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600233,InstrumentID,600233,600233,600233,600233,True,True,True
101,600233,InstrumentName,圆通速递,圆通速递,圆通速递,圆通速递,True,True,True
101,600233,Quantity,300,300,300,300,True,True,True
101,600233,SubstitutionFlag,1,1,1,1,True,True,True
101,600233,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600233,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600233,SubstitutionCashAmount,,-,,,False,True,True
101,600233,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600276,InstrumentID,600276,600276,600276,600276,True,True,True
101,600276,InstrumentName,恒瑞医药,恒瑞医药,恒瑞医药,恒瑞医药,True,True,True
101,600276,Quantity,700,700,700,700,True,True,True
101,600276,SubstitutionFlag,1,1,1,1,True,True,True
101,600276,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600276,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600276,SubstitutionCashAmount,,-,,,False,True,True
101,600276,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600309,InstrumentID,600309,600309,600309,600309,True,True,True
101,600309,InstrumentName,万华化学,万华化学,万华化学,万华化学,True,True,True
101,600309,Quantity,300,300,300,300,True,True,True
101,600309,SubstitutionFlag,1,1,1,1,True,True,True
101,600309,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600309,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600309,SubstitutionCashAmount,,-,,,False,True,True
101,600309,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600346,InstrumentID,600346,600346,600346,600346,True,True,True
101,600346,InstrumentName,恒力石化,恒力石化,恒力石化,恒力石化,True,True,True
101,600346,Quantity,300,300,300,300,True,True,True
101,600346,SubstitutionFlag,1,1,1,1,True,True,True
101,600346,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600346,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600346,SubstitutionCashAmount,,-,,,False,True,True
101,600346,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600362,InstrumentID,600362,600362,600362,600362,True,True,True
101,600362,InstrumentName,江西铜业,江西铜业,江西铜业,江西铜业,True,True,True
101,600362,Quantity,200,200,200,200,True,True,True
101,600362,SubstitutionFlag,1,1,1,1,True,True,True
101,600362,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600362,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600362,SubstitutionCashAmount,,-,,,False,True,True
101,600362,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600372,InstrumentID,600372,600372,600372,600372,True,True,True
101,600372,InstrumentName,中航机载,中航机载,中航机载,中航机载,True,True,True
101,600372,Quantity,400,400,400,400,True,True,True
101,600372,SubstitutionFlag,1,1,1,1,True,True,True
101,600372,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600372,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600372,SubstitutionCashAmount,,-,,,False,True,True
101,600372,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600406,InstrumentID,600406,600406,600406,600406,True,True,True
101,600406,InstrumentName,国电南瑞,国电南瑞,国电南瑞,国电南瑞,True,True,True
101,600406,Quantity,600,600,600,600,True,True,True
101,600406,SubstitutionFlag,1,1,1,1,True,True,True
101,600406,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600406,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600406,SubstitutionCashAmount,,-,,,False,True,True
101,600406,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600415,InstrumentID,600415,600415,600415,600415,True,True,True
101,600415,InstrumentName,小商品城,小商品城,小商品城,小商品城,True,True,True
101,600415,Quantity,400,400,400,400,True,True,True
101,600415,SubstitutionFlag,1,1,1,1,True,True,True
101,600415,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600415,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600415,SubstitutionCashAmount,,-,,,False,True,True
101,600415,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600426,InstrumentID,600426,600426,600426,600426,True,True,True
101,600426,InstrumentName,华鲁恒升,华鲁恒升,华鲁恒升,华鲁恒升,True,True,True
101,600426,Quantity,300,300,300,300,True,True,True
101,600426,SubstitutionFlag,1,1,1,1,True,True,True
101,600426,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600426,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600426,SubstitutionCashAmount,,-,,,False,True,True
101,600426,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600436,InstrumentID,600436,600436,600436,600436,True,True,True
101,600436,InstrumentName,片仔癀,片仔癀,片仔癀,片仔癀,True,True,True
101,600436,Quantity,0,0,0,0,True,True,True
101,600436,SubstitutionFlag,2,2,2,2,True,True,True
101,600436,CreationPremiumRate,,-,,,False,True,True
101,600436,RedemptionDiscountRate,,-,,,False,True,True
101,600436,SubstitutionCashAmount,0,            0.000,0,0.000,True,True,True
101,600436,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600438,InstrumentID,600438,600438,600438,600438,True,True,True
101,600438,InstrumentName,通威股份,通威股份,通威股份,通威股份,True,True,True
101,600438,Quantity,400,400,400,400,True,True,True
101,600438,SubstitutionFlag,1,1,1,1,True,True,True
101,600438,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600438,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600438,SubstitutionCashAmount,,-,,,False,True,True
101,600438,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600460,InstrumentID,600460,600460,600460,600460,True,True,True
101,600460,InstrumentName,士兰微,士兰微,士兰微,士兰微,True,True,True
101,600460,Quantity,200,200,200,200,True,True,True
101,600460,SubstitutionFlag,1,1,1,1,True,True,True
101,600460,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600460,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600460,SubstitutionCashAmount,,-,,,False,True,True
101,600460,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600482,InstrumentID,600482,600482,600482,600482,True,True,True
101,600482,InstrumentName,中国动力,中国动力,中国动力,中国动力,True,True,True
101,600482,Quantity,200,200,200,200,True,True,True
101,600482,SubstitutionFlag,1,1,1,1,True,True,True
101,600482,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600482,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600482,SubstitutionCashAmount,,-,,,False,True,True
101,600482,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600489,InstrumentID,600489,600489,600489,600489,True,True,True
101,600489,InstrumentName,中金黄金,中金黄金,中金黄金,中金黄金,True,True,True
101,600489,Quantity,500,500,500,500,True,True,True
101,600489,SubstitutionFlag,1,1,1,1,True,True,True
101,600489,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600489,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600489,SubstitutionCashAmount,,-,,,False,True,True
101,600489,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600515,InstrumentID,600515,600515,600515,600515,True,True,True
101,600515,InstrumentName,海南机场,海南机场,海南机场,海南机场,True,True,True
101,600515,Quantity,900,900,900,900,True,True,True
101,600515,SubstitutionFlag,1,1,1,1,True,True,True
101,600515,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600515,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600515,SubstitutionCashAmount,,-,,,False,True,True
101,600515,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600519,InstrumentID,600519,600519,600519,600519,True,True,True
101,600519,InstrumentName,贵州茅台,贵州茅台,贵州茅台,贵州茅台,True,True,True
101,600519,Quantity,100,100,100,100,True,True,True
101,600519,SubstitutionFlag,1,1,1,1,True,True,True
101,600519,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600519,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600519,SubstitutionCashAmount,,-,,,False,True,True
101,600519,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600522,InstrumentID,600522,600522,600522,600522,True,True,True
101,600522,InstrumentName,中天科技,中天科技,中天科技,中天科技,True,True,True
101,600522,Quantity,400,400,400,400,True,True,True
101,600522,SubstitutionFlag,1,1,1,1,True,True,True
101,600522,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600522,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600522,SubstitutionCashAmount,,-,,,False,True,True
101,600522,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600547,InstrumentID,600547,600547,600547,600547,True,True,True
101,600547,InstrumentName,山东黄金,山东黄金,山东黄金,山东黄金,True,True,True
101,600547,Quantity,300,300,300,300,True,True,True
101,600547,SubstitutionFlag,1,1,1,1,True,True,True
101,600547,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600547,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600547,SubstitutionCashAmount,,-,,,False,True,True
101,600547,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600549,InstrumentID,600549,600549,600549,600549,True,True,True
101,600549,InstrumentName,厦门钨业,厦门钨业,厦门钨业,厦门钨业,True,True,True
101,600549,Quantity,200,200,200,200,True,True,True
101,600549,SubstitutionFlag,1,1,1,1,True,True,True
101,600549,CreationPremiumRate,0.34,34%,0.34,0.34,True,True,True
101,600549,RedemptionDiscountRate,0,0%,0,0,True,True,True
101,600549,SubstitutionCashAmount,,-,,,False,True,True
101,600549,UnderlyingSecurityID,101,101,101,101,True,True,True
101,600570,InstrumentID,600570,600570,600570,600570,True,True,True
