period,cost,origin,entry_date,origin_has_entry_event,signal_day_intraday_return_not_earned,actual_entry_day_intraday_return_before_cost
evaluation,BASE,2020-10-20,2020-10-21,True,0.008522136769902433,0.0006179196704427792
evaluation,BASE,2020-10-27,2020-10-28,True,0.005699810006333239,0.008819823603528176
evaluation,BASE,2020-11-19,2020-11-20,True,0.010715729882733616,0.0028000000000001357
evaluation,BASE,2020-11-26,2020-11-27,True,0.001808681672025747,0.014242728184553632
evaluation,BASE,2020-12-01,2020-12-02,True,0.022876467077780127,-0.0027210884353739972
evaluation,BASE,2020-12-04,2020-12-07,True,0.00390625,-0.008560311284046662
evaluation,BASE,2020-12-17,2020-12-18,True,0.014336917562723928,-0.004911591355599154
evaluation,BASE,2020-12-21,2020-12-22,True,0.009482418016594218,-0.012943714453814481
evaluation,BASE,2020-12-25,2020-12-28,True,0.012267510882469246,0.0035211267605632646
evaluation,BASE,2020-12-30,2020-12-31,True,0.013307240704500956,0.019082498072475085
evaluation,BASE,2021-01-12,2021-01-13,True,0.031295487627365226,-0.006685432793807178
evaluation,BASE,2021-01-18,2021-01-19,True,0.011374059805540293,-0.014498006524102935
evaluation,BASE,2021-01-20,2021-01-21,True,0.005886681383370229,0.01440817070946565
evaluation,BASE,2021-01-27,2021-01-28,True,0.0029064486830154834,-0.013736263736263798
evaluation,BASE,2021-02-19,2021-02-22,True,0.00940438871473348,-0.03388072601555747
evaluation,BASE,2021-03-03,2021-03-04,True,0.022688918057378604,-0.020925925925926014
evaluation,BASE,2021-03-17,2021-03-18,True,0.007313698359359577,0.005481597494126911
evaluation,BASE,2021-03-22,2021-03-23,True,0.01181181181181179,-0.00792236086353737
evaluation,BASE,2021-03-30,2021-03-31,True,0.009325396825396792,-0.006492228998622895
evaluation,BASE,2021-04-08,2021-04-09,True,0.005510726234992935,-0.011187438665358096
evaluation,BASE,2021-04-19,2021-04-20,True,0.026214962694091737,0.0019719976336030065
evaluation,BASE,2021-04-23,2021-04-26,True,0.011611887423735423,-0.014560279557367495
evaluation,BASE,2021-04-28,2021-04-29,True,0.011043186748175948,0.008775351014040478
evaluation,BASE,2021-05-11,2021-05-12,True,0.01167706865311069,0.008376545672118096
evaluation,BASE,2021-05-17,2021-05-18,True,0.012687878196369295,-0.0017311021350258082
evaluation,BASE,2021-05-20,2021-05-21,True,0.0034802784222738303,-0.011929959592072437
evaluation,BASE,2021-05-27,2021-05-28,True,0.005075187969924899,-0.0026187803965582734
evaluation,BASE,2021-05-31,2021-06-01,True,0.001688872208669645,0.0024376523532720906
evaluation,BASE,2021-06-04,2021-06-07,True,0.008571428571428452,-0.001133144475920722
evaluation,BASE,2021-06-09,2021-06-10,True,0.004204089432447988,0.007620499142693804
evaluation,BASE,2021-06-17,2021-06-18,True,0.004117647058823781,0.0011718750000000444
evaluation,BASE,2021-07-07,2021-07-08,True,0.014691478942213454,-0.010213914048949668
evaluation,BASE,2021-07-13,2021-07-14,True,0.0032824869665957213,-0.010017337699865125
evaluation,BASE,2021-07-15,2021-07-16,True,0.014811927499512656,-0.00846153846153852
evaluation,BASE,2021-07-19,2021-07-20,True,0.0060229259762967224,0.004863813229571967
evaluation,BASE,2021-07-28,2021-07-29,True,0.0033312513012699885,0.0014288630332719432
evaluation,BASE,2021-08-02,2021-08-03,True,0.02821252059308077,0.004828002414001276
evaluation,BASE,2021-08-09,2021-08-10,True,0.015694164989939807,0.01370135027799857
evaluation,BASE,2021-08-27,2021-08-30,True,0.004099200655872215,-0.006108735491753059
evaluation,BASE,2021-09-07,2021-09-08,True,0.013000000000000123,-0.004931939238508654
evaluation,BASE,2021-09-10,2021-09-13,True,0.01072066706372854,-0.004129793510324498
evaluation,BASE,2021-09-17,2021-09-22,True,0.008183306055646433,0.007201646090534863
evaluation,BASE,2021-10-13,2021-10-14,True,0.012942366026289287,-0.004197481511093337
evaluation,BASE,2021-10-15,2021-10-18,True,0.005422775657762724,-0.01099340395762538
evaluation,BASE,2021-10-19,2021-10-20,True,0.011133603238866252,-0.0038000000000000256
evaluation,BASE,2021-10-21,2021-10-22,True,0.004618473895582342,0.005189620758482949
evaluation,BASE,2021-10-29,2021-11-01,True,0.0070764253942581234,0.0016138793625175563
evaluation,BASE,2021-11-11,2021-11-12,True,0.018435067595248045,-0.001205787781350498
evaluation,BASE,2021-11-19,2021-11-22,True,0.012219959266802416,0.001809408926417344
evaluation,BASE,2021-12-02,2021-12-03,True,0.0028455284552846294,0.00912038913660318
evaluation,BASE,2021-12-21,2021-12-22,True,0.005249343832020914,-0.0020032051282050656
evaluation,BASE,2022-01-10,2022-01-11,True,0.004909983633387904,-0.009161237785016318
evaluation,BASE,2022-01-18,2022-01-19,True,0.010140728476821348,-0.007268951194184914
evaluation,BASE,2022-01-20,2022-01-21,True,0.009005235602093986,-0.00540540540540535
evaluation,BASE,2022-01-24,2022-01-25,True,0.00546218487394956,-0.017219655606887874
evaluation,BASE,2022-02-17,2022-02-18,True,0.0032573289902280145,0.009565217391304559
evaluation,BASE,2022-02-28,2022-03-01,True,0.00197281893906176,0.0045771578029643045
evaluation,BASE,2022-03-11,2022-03-14,True,0.019867549668874274,-0.018352941176470683
evaluation,BASE,2022-03-18,2022-03-21,True,0.01140142517814735,-0.0025803424818203746
evaluation,BASE,2022-04-01,2022-04-06,True,0.01958442799140192,0.00329955220362943
evaluation,BASE,2022-04-22,2022-04-25,True,0.010340479192938234,-0.033460076045627285
evaluation,BASE,2022-04-27,2022-04-28,True,0.031291434632723325,0.0111053719008265
evaluation,BASE,2022-05-10,2022-05-11,True,0.02165405687451072,0.01586083397288318
evaluation,BASE,2022-05-19,2022-05-20,True,0.012161135039270299,0.01467661691542288
evaluation,BASE,2022-05-25,2022-05-26,True,0.005555555555555536,0.0022596033140849237
evaluation,BASE,2022-06-02,2022-06-06,True,0.006886374815543661,0.02052785923753686
evaluation,BASE,2022-06-10,2022-06-13,True,0.02139937484972365,-0.0033254156769596532
evaluation,BASE,2022-06-14,2022-06-15,True,0.01704681872749103,0.012284431845027255
evaluation,BASE,2022-06-17,2022-06-20,True,0.018863475595378487,0.002539829138766825
evaluation,BASE,2022-06-28,2022-06-29,True,0.011883408071748924,-0.008892841262783446
evaluation,BASE,2022-06-30,2022-07-01,True,0.012123933542882881,-0.005973451327433432
evaluation,BASE,2022-07-04,2022-07-05,True,0.009602501116569906,-0.0033141847105611077
evaluation,BASE,2022-07-07,2022-07-08,True,0.005174353205849247,-0.006012024048095976
evaluation,BASE,2022-07-14,2022-07-15,True,0.0011481056257174327,-0.012643678160919491
evaluation,BASE,2022-08-01,2022-08-02,True,0.007608178792201548,-0.01021377672209034
evaluation,BASE,2022-08-09,2022-08-10,True,0.002141837220371423,-0.008567348881484915
evaluation,BASE,2022-08-12,2022-08-15,True,0.0007055503292567877,0.0007072135785006761
evaluation,BASE,2022-08-22,2022-08-23,True,0.008571428571428452,-0.0025986298133710006
evaluation,BASE,2022-09-07,2022-09-08,True,0.005369782767878695,-0.005335920446277065
evaluation,BASE,2022-11-02,2022-11-03,True,0.014111261872455927,-0.002690341673392549
evaluation,BASE,2022-11-04,2022-11-07,True,0.034817813765182226,0.006299212598425141
evaluation,BASE,2022-11-15,2022-11-16,True,0.021603331598125886,-0.005615109749872449
evaluation,BASE,2022-11-23,2022-11-24,True,0.0036649214659687512,-0.008831168831168856
evaluation,BASE,2022-11-30,2022-12-01,True,0.003335043612108679,-0.0060301507537688925
evaluation,BASE,2022-12-06,2022-12-07,True,0.008767535070140386,-0.0012437810945273853
evaluation,BASE,2022-12-09,2022-12-12,True,0.008699975142928196,-0.007169344870210148
evaluation,BASE,2022-12-16,2022-12-19,True,0.0014958863126401933,-0.01566384883142724
evaluation,BASE,2022-12-26,2022-12-27,True,0.0025706940874035134,0.0017766497461928488
evaluation,BASE,2023-01-03,2023-01-04,True,0.003048006096012301,0.001519756838905817
evaluation,BASE,2023-01-19,2023-01-20,True,0.008978403300169857,0.0019170860292354597
evaluation,BASE,2023-02-09,2023-02-10,True,0.014752889107450207,-0.006056201550387663
evaluation,BASE,2023-02-13,2023-02-14,True,0.011002444987775029,0.0007244626901714568
evaluation,BASE,2023-03-01,2023-03-02,True,0.01303171871158093,0.0012165450121655041
evaluation,BASE,2023-03-23,2023-03-24,True,0.012814070351758744,0.0007457121551082135
evaluation,BASE,2023-04-17,2023-04-18,True,0.01568243077677023,0.0019305019305020377
evaluation,BASE,2023-04-27,2023-04-28,True,0.009625126646403359,0.00700525394045548
evaluation,BASE,2023-05-22,2023-05-23,True,0.005325893989348129,-0.015124779430299995
evaluation,BASE,2023-05-26,2023-05-29,True,0.0018214936247722413,-0.0062208398133748455
evaluation,BASE,2023-05-30,2023-05-31,True,0.003136434918975528,-0.006792058516196353
evaluation,BASE,2023-06-01,2023-06-02,True,0.0028954988154776817,0.008616187989556101
evaluation,BASE,2023-06-12,2023-06-13,True,0.002083333333333437,0.009635416666666563
evaluation,BASE,2023-06-27,2023-06-28,True,0.007027589796980704,0.003624126326688959
evaluation,BASE,2023-06-30,2023-07-03,True,0.0062208398133747345,0.009511568123393266
evaluation,BASE,2023-07-28,2023-07-31,True,0.02909182899063989,-0.0039024390243902474
evaluation,BASE,2023-08-03,2023-08-04,True,0.010419250806251723,-0.0051032806804374164
evaluation,BASE,2023-08-10,2023-08-11,True,0.0017335314512134659,-0.023485784919653807
evaluation,BASE,2023-08-17,2023-08-18,True,0.008008266597778313,-0.013319672131147597
evaluation,BASE,2023-08-29,2023-08-30,True,0.01020942408376957,-0.0015527950310558758
evaluation,BASE,2023-09-18,2023-09-19,True,0.0058231868713605195,-0.00026343519494198553
evaluation,BASE,2023-09-22,2023-09-25,True,0.021680942184154173,-0.004466631634261642
evaluation,BASE,2023-09-27,2023-09-28,True,0.0029200955667640915,-0.005548216644649995
evaluation,BASE,2023-10-26,2023-10-27,True,0.007594936708860578,0.01734750979294919
evaluation,BASE,2023-11-09,2023-11-10,True,0.0029964587305910673,-0.0035441657579062813
evaluation,BASE,2023-11-23,2023-11-24,True,0.005818786367414841,-0.00579150579150578
evaluation,BASE,2023-11-28,2023-11-29,True,0.002797202797202747,-0.007808142777467886
evaluation,BASE,2023-11-30,2023-12-01,True,0.0022509848058525073,-0.0036506599269867657
evaluation,BASE,2023-12-06,2023-12-07,True,0.0026056745801967818,-0.0020225368390637266
evaluation,BASE,2023-12-11,2023-12-12,True,0.013081395348837122,0.004890678941311899
evaluation,BASE,2023-12-19,2023-12-20,True,0.0008831321754489974,-0.010282021151586274
evaluation,BASE,2023-12-21,2023-12-22,True,0.013412816691505292,0.00264939652634677
evaluation,BASE,2023-12-28,2023-12-29,True,0.025874742722728605,0.0031536697247707135
evaluation,BASE,2024-01-16,2024-01-17,True,0.008083832335329388,-0.019362526064939045
evaluation,BASE,2024-01-18,2024-01-19,True,0.015537600994406375,0.008002462296091029
evaluation,BASE,2024-01-23,2024-01-24,True,0.00906533291653644,0.012349490583513534
evaluation,BASE,2024-02-05,2024-02-06,True,0.01583280557314759,0.03956043956043942
evaluation,BASE,2024-02-27,2024-02-28,True,0.014264919941775922,-0.011184399197017525
evaluation,BASE,2024-02-29,2024-03-01,True,0.01831395348837206,0.008283347614967074
evaluation,BASE,2024-03-11,2024-03-12,True,0.01416029453412615,0.0008372871895059308
evaluation,BASE,2024-03-15,2024-03-18,True,0.005364201016375025,0.00870541982589157
evaluation,BASE,2024-03-20,2024-03-21,True,0.0030890199382196393,-0.0027932960893854997
evaluation,BASE,2024-03-28,2024-03-29,True,0.005442566599828114,0.005417735956658065
evaluation,BASE,2024-04-18,2024-04-19,True,0.004232505643340989,-0.003949224259520379
evaluation,BASE,2024-04-25,2024-04-26,True,0.005709391949757281,0.013904653802497169
evaluation,BASE,2024-05-07,2024-05-08,True,0.00137174211248281,-0.006038978863573963
evaluation,BASE,2024-05-09,2024-05-10,True,0.009944751381215422,-0.0013650013650012838
evaluation,BASE,2024-05-22,2024-05-23,True,0.0027247956403271267,-0.007627349496050151
evaluation,BASE,2024-05-29,2024-05-30,True,0.0005543237250553723,-0.0019428254232584097
evaluation,BASE,2024-06-03,2024-06-04,True,0.001955307262569761,0.007531380753138084
evaluation,BASE,2024-06-14,2024-06-17,True,0.007655231074567448,0.0019790783149562508
evaluation,BASE,2024-06-26,2024-06-27,True,0.008357348703170064,-0.002865329512894088
evaluation,BASE,2024-06-28,2024-07-01,True,0.0037420840529649446,0.0040149125322626045
evaluation,BASE,2024-07-09,2024-07-10,True,0.012248468941382429,-0.00028868360277134464
evaluation,BASE,2024-07-15,2024-07-16,True,0.004272287097692784,0.008806818181818166
evaluation,BASE,2024-08-08,2024-08-09,True,0.0026501766784452485,-0.006733021077283463
evaluation,BASE,2024-08-15,2024-08-16,True,0.012778603268944977,0.001762632197414904
evaluation,BASE,2024-08-23,2024-08-26,True,0.006526253337288512,-0.0002945508100147265
evaluation,BASE,2024-08-30,2024-09-02,True,0.014961101137043631,-0.01449275362318836
evaluation,BASE,2024-09-03,2024-09-04,True,0.004204204204204087,-0.002401681176823822
evaluation,BASE,2024-09-18,2024-09-19,True,0.0034087387666563718,0.006783842121492523
evaluation,BASE,2024-09-26,2024-09-27,True,0.049596309111880066,0.045675675675675764
evaluation,BASE,2024-10-18,2024-10-21,True,0.04095386210471741,-0.00024894199651492865
evaluation,BASE,2024-10-22,2024-10-23,True,0.009495252373813212,0.003712871287128605
evaluation,BASE,2024-10-28,2024-10-29,True,0.0027261462205701026,-0.009135802469135812
evaluation,BASE,2024-11-01,2024-11-04,True,0.0037840565085771605,0.01255650426921151
evaluation,BASE,2024-11-07,2024-11-08,True,0.04117647058823537,-0.02055114432508176
evaluation,BASE,2024-11-11,2024-11-12,True,0.015173410404624166,-0.00973871733966758
evaluation,BASE,2024-11-13,2024-11-14,True,0.010843373493975905,-0.015281757402101248
evaluation,BASE,2024-11-20,2024-11-21,True,0.005437469105288972,0.0032019704433499108
evaluation,BASE,2024-11-27,2024-11-28,True,0.018130745658835545,-0.006526104417670653
evaluation,BASE,2024-12-02,2024-12-03,True,0.008506379784838591,0.001240694789081953
evaluation,BASE,2024-12-17,2024-12-18,True,0.00350613573754055,0.0009950248756220859
evaluation,BASE,2024-12-23,2024-12-24,True,0.0012447099825740882,0.011182902584492949
evaluation,BASE,2024-12-30,2024-12-31,True,0.004918839153959853,-0.01590408612674321
evaluation,BASE,2025-01-07,2025-01-08,True,0.00910273081924573,0.001033591731266048
evaluation,BASE,2025-01-17,2025-01-20,True,0.0059354838709677615,-0.0010201479214486664
evaluation,BASE,2025-01-24,2025-01-27,True,0.010285420416559443,-0.007367886178861749
evaluation,BASE,2025-02-06,2025-02-07,True,0.012358393408856916,0.013984235952199331
evaluation,BASE,2025-02-12,2025-02-13,True,0.010065425264217387,-0.001247193813918912
evaluation,BASE,2025-02-14,2025-02-17,True,0.008499999999999952,-0.0007418397626111073
evaluation,BASE,2025-02-19,2025-02-20,True,0.006991260923845388,-0.0019856043683296187
evaluation,BASE,2025-03-11,2025-03-12,True,0.010265398097145662,-0.0032194155522535794
evaluation,BASE,2025-03-19,2025-03-20,True,0.0026842362127867947,-0.008031151131662306
evaluation,BASE,2025-03-24,2025-03-25,True,0.004489897730107106,0.0002482621648460803
evaluation,BASE,2025-03-27,2025-03-28,True,0.003989030167040664,-0.004718152470821968
evaluation,BASE,2025-04-09,2025-04-10,True,0.019215155615696977,0.003143830233167444
evaluation,BASE,2025-04-15,2025-04-16,True,0.0018210197710717413,0.004946628482165982
evaluation,BASE,2025-05-08,2025-05-09,True,0.008167432363450855,-0.00025342118601123786
evaluation,BASE,2025-06-12,2025-06-13,True,0.002001000500250205,-0.004502251125562795
evaluation,BASE,2025-06-16,2025-06-17,True,0.004026170105686955,-0.0005011275369581902
evaluation,BASE,2025-06-20,2025-06-23,True,0.0015495867768595684,0.005686223830447146
evaluation,BASE,2025-06-30,2025-07-01,True,0.005301691492047622,0.0020100502512563345
evaluation,BASE,2025-07-24,2025-07-25,True,0.007151370679379987,-0.0052071005917158075
evaluation,BASE,2025-07-29,2025-07-30,True,0.006416349809885924,0.0011828720132480708
evaluation,BASE,2025-08-04,2025-08-05,True,0.00727802037845704,0.006981222917669783
evaluation,BASE,2025-08-12,2025-08-13,True,0.006666666666666599,0.006849315068493178
evaluation,BASE,2025-08-15,2025-08-18,True,0.012494106553512463,0.006747324336900951
evaluation,BASE,2025-08-20,2025-08-21,True,0.016065192083818403,0.0022893772893772812
evaluation,BASE,2025-08-28,2025-08-29,True,0.020138733497426786,0.011208791208791258
evaluation,BASE,2025-09-05,2025-09-08,True,0.02337078651685398,0.00021958717610881529
evaluation,BASE,2025-09-10,2025-09-11,True,0.0026513477684491082,0.029379279876297737
evaluation,BASE,2025-09-17,2025-09-18,True,0.008234019501625056,-0.01310418904403865
evaluation,BASE,2025-09-19,2025-09-22,True,0.003050108932461937,0.0032580364900085534
evaluation,BASE,2025-09-24,2025-09-25,True,0.014357189471394305,0.0068625348488098314
evaluation,BASE,2025-09-29,2025-09-30,True,0.01721170395869187,0.0014786649767637439
evaluation,BASE,2025-10-16,2025-10-17,True,0.006824482832160417,-0.0193001060445388
evaluation,BASE,2025-10-23,2025-10-24,True,0.005547258374226649,0.008883248730964466
evaluation,BASE,2025-11-03,2025-11-04,True,0.0023148148148148806,-0.006512605042016784
evaluation,BASE,2025-11-05,2025-11-06,True,0.009164535379369232,0.013285533530156046
evaluation,BASE,2025-11-12,2025-11-13,True,0.002313840976020165,0.011561908766029028
evaluation,BASE,2025-11-19,2025-11-20,True,0.004061564771269843,-0.010160880609652811
evaluation,BASE,2025-11-28,2025-12-01,True,0.003029647262497104,0.008824795523030726
evaluation,BASE,2025-12-05,2025-12-08,True,0.009020618556701221,0.004457652303120341
evaluation,BASE,2025-12-17,2025-12-18,True,0.01731976618315656,-0.0032030749519538215
evaluation,BASE,2025-12-25,2025-12-26,True,0.003368421052631687,0.003776751993285643
evaluation,BASE,2025-12-30,2025-12-31,True,0.0056890012642223375,-0.00502407368641411
evaluation,BASE,2026-01-09,2026-01-12,True,0.005764875437512806,0.00408747189863079
evaluation,BASE,2026-01-15,2026-01-16,True,0.00536193029490617,-0.009378185524974603
evaluation,BASE,2026-01-21,2026-01-22,True,0.00445954555107253,-0.0029529635098078932
evaluation,BASE,2026-01-29,2026-01-30,True,0.009314140558848383,-0.005278716216216117
evaluation,BASE,2026-02-04,2026-02-05,True,0.011822871883061081,-0.0002136752136751019
evaluation,BASE,2026-03-02,2026-03-03,True,0.009586706433745151,-0.013288335794136241
evaluation,BASE,2026-03-06,2026-03-09,True,0.00581896551724137,0.0012978585334197934
evaluation,BASE,2026-03-16,2026-03-17,True,0.0010695187165774556,-0.008536064874093086
evaluation,BASE,2026-03-27,2026-03-30,True,0.013033707865168553,0.008516360376512822
evaluation,BASE,2026-04-13,2026-04-14,True,0.004968675739900785,0.007052789057490738
evaluation,BASE,2026-04-20,2026-04-21,True,0.0063357972544877406,0.0025188916876572875
evaluation,BASE,2026-04-29,2026-04-30,True,0.013880126182965302,-0.001242236024844745
evaluation,BASE,2026-05-13,2026-05-14,True,0.015587044534412842,-0.019058963668850515
evaluation,BASE,2026-05-19,2026-05-20,True,0.005368573198430759,0.005366357069143568
evaluation,BASE,2026-05-26,2026-05-27,True,0.012214983713355165,-0.006246222043118976
evaluation,BASE,2026-06-02,2026-06-03,True,0.014177111156770117,0.005467800729040073
evaluation,BASE,2026-06-17,2026-06-18,True,0.012249897917517405,0.008294557960752735
evaluation,BASE,2026-06-24,2026-06-25,True,0.007709474538445837,0.015081439774783822
evaluation,BASE,2026-06-29,2026-06-30,True,0.012660812742495198,0.014554275318374721
evaluation,BASE,2026-07-03,2026-07-06,True,0.00952380952380949,-0.0046938775510205755
evaluation,BASE,2026-07-15,2026-07-16,True,0.001863739904742312,-0.004607329842931995
evaluation,BASE,2026-07-29,2026-07-30,True,0.0071366782006920815,-0.005399568034557101
evaluation,BASE,2026-08-05,2026-08-06,True,0.020346320346320335,0.004479522184300366
evaluation,BASE,2026-08-12,2026-08-13,True,0.004442563994076609,-0.00859538784067071
evaluation,STRESS,2019-12-31,2020-01-02,True,0.006635536986974611,0.0070388349514562965
evaluation,STRESS,2020-01-13,2020-01-14,True,0.011068334937439861,-0.004283674440742402
evaluation,STRESS,2020-01-22,2020-01-23,True,0.007336757153338036,-0.020828228375398328
evaluation,STRESS,2020-02-04,2020-02-05,True,0.03287671232876721,0.0060782241014798455
evaluation,STRESS,2020-02-14,2020-02-17,True,0.008111533586818709,0.019568489713998938
evaluation,STRESS,2020-02-19,2020-02-20,True,0.0009910802775026095,0.01874229346485823
evaluation,STRESS,2020-03-04,2020-03-05,True,0.009102091020910086,0.01180438448566612
evaluation,STRESS,2020-04-01,2020-04-02,True,0.002456331877729312,0.01776927282668117
evaluation,STRESS,2020-04-16,2020-04-17,True,0.003978779840848823,0.0013109596224436526
evaluation,STRESS,2020-04-22,2020-04-23,True,0.013231013495633936,-0.0026096033402922547
evaluation,STRESS,2020-04-29,2020-04-30,True,0.006534239414532017,0.011125485122897683
evaluation,STRESS,2020-05-13,2020-05-14,True,0.005339435545385296,-0.004822335025380764
evaluation,STRESS,2020-05-18,2020-05-19,True,0.0033324788515765036,-0.0017721518987342533
evaluation,STRESS,2020-05-25,2020-05-26,True,0.0013116474291712255,0.007563901930099037
evaluation,STRESS,2020-05-29,2020-06-01,True,0.009399477806788514,0.017957927142124186
evaluation,STRESS,2020-06-05,2020-06-08,True,0.0060316662478010485,0.0004975124378110429
evaluation,STRESS,2020-06-12,2020-06-15,True,0.012872286723876858,-0.006529382219989999
evaluation,STRESS,2020-06-18,2020-06-19,True,0.009967605282830805,0.013580246913580396
evaluation,STRESS,2020-07-02,2020-07-03,True,0.023419203747072626,0.01618787049703596
evaluation,STRESS,2020-07-08,2020-07-09,True,0.013519222644697848,0.015846538782318564
evaluation,STRESS,2020-07-13,2020-07-14,True,0.02153910497699707,-0.007176542956735754
evaluation,STRESS,2020-07-22,2020-07-23,True,0.012679628064243387,0.005061155630535552
evaluation,STRESS,2020-07-29,2020-07-30,True,0.03127035830618885,-0.0075789473684210185
evaluation,STRESS,2020-07-31,2020-08-03,True,0.00849256900212314,0.007306889352818313
evaluation,STRESS,2020-08-05,2020-08-06,True,0.0018664454583161572,-0.003725936659076945
evaluation,STRESS,2020-08-10,2020-08-11,True,0.010141559264736921,-0.01065830721003136
evaluation,STRESS,2020-08-28,2020-08-31,True,0.02587106196536615,-0.014357937310414681
evaluation,STRESS,2020-09-01,2020-09-02,True,0.008631319358816336,-0.0030494002846106483
evaluation,STRESS,2020-09-11,2020-09-14,True,0.011879049676025932,0.0010622477161674748
evaluation,STRESS,2020-10-20,2020-10-21,True,0.008522136769902433,0.0006179196704427792
evaluation,STRESS,2020-10-27,2020-10-28,True,0.005699810006333239,0.008819823603528176
evaluation,STRESS,2020-11-19,2020-11-20,True,0.010715729882733616,0.0028000000000001357
evaluation,STRESS,2020-11-26,2020-11-27,True,0.001808681672025747,0.014242728184553632
evaluation,STRESS,2020-12-01,2020-12-02,True,0.022876467077780127,-0.0027210884353739972
evaluation,STRESS,2020-12-04,2020-12-07,True,0.00390625,-0.008560311284046662
evaluation,STRESS,2020-12-17,2020-12-18,True,0.014336917562723928,-0.004911591355599154
evaluation,STRESS,2020-12-21,2020-12-22,True,0.009482418016594218,-0.012943714453814481
evaluation,STRESS,2020-12-25,2020-12-28,True,0.012267510882469246,0.0035211267605632646
evaluation,STRESS,2020-12-30,2020-12-31,True,0.013307240704500956,0.019082498072475085
evaluation,STRESS,2021-01-12,2021-01-13,True,0.031295487627365226,-0.006685432793807178
evaluation,STRESS,2021-01-18,2021-01-19,True,0.011374059805540293,-0.014498006524102935
evaluation,STRESS,2021-01-20,2021-01-21,True,0.005886681383370229,0.01440817070946565
evaluation,STRESS,2021-01-27,2021-01-28,True,0.0029064486830154834,-0.013736263736263798
evaluation,STRESS,2021-02-19,2021-02-22,True,0.00940438871473348,-0.03388072601555747
evaluation,STRESS,2021-03-03,2021-03-04,True,0.022688918057378604,-0.020925925925926014
evaluation,STRESS,2021-03-17,2021-03-18,True,0.007313698359359577,0.005481597494126911
evaluation,STRESS,2021-03-22,2021-03-23,True,0.01181181181181179,-0.00792236086353737
evaluation,STRESS,2021-03-30,2021-03-31,True,0.009325396825396792,-0.006492228998622895
evaluation,STRESS,2021-04-08,2021-04-09,True,0.005510726234992935,-0.011187438665358096
evaluation,STRESS,2021-04-19,2021-04-20,True,0.026214962694091737,0.0019719976336030065
evaluation,STRESS,2021-04-23,2021-04-26,True,0.011611887423735423,-0.014560279557367495
evaluation,STRESS,2021-04-28,2021-04-29,True,0.011043186748175948,0.008775351014040478
evaluation,STRESS,2021-05-11,2021-05-12,True,0.01167706865311069,0.008376545672118096
evaluation,STRESS,2021-05-17,2021-05-18,True,0.012687878196369295,-0.0017311021350258082
evaluation,STRESS,2021-05-20,2021-05-21,True,0.0034802784222738303,-0.011929959592072437
evaluation,STRESS,2021-05-27,2021-05-28,True,0.005075187969924899,-0.0026187803965582734
