origin,actual_index_members,pooled_eps_growth_company_count,pooled_eps_growth_median,pooled_profit_revision_company_count,pooled_profit_revision_median,pooled_reported_earnings_yield_company_count,pooled_reported_earnings_yield_median,pooled_source_valid,soochow_eps_growth_company_count,soochow_eps_growth_median,soochow_profit_revision_company_count,soochow_profit_revision_median,soochow_reported_earnings_yield_company_count,soochow_reported_earnings_yield_median,soochow_source_valid,dual_institution_growth_share,pooled_report_age_mean_days,pooled_profit_revision_breadth,common_sources_valid
2017-11-30,300,65,0.18623481781376516,34,0.0,62,0.05080734248046169,True,64,0.19311740890688261,32,0.0,59,0.049776007964161276,True,0.07692307692307693,48.738461538461536,-0.029411764705882353,True
2017-12-29,300,73,0.20000000000000004,43,0.0,67,0.04870920603994155,True,72,0.20358565737051798,42,0.0,64,0.04849752914261683,True,0.0684931506849315,71.83561643835617,-0.09302325581395349,True
2018-01-31,300,72,0.1847852597503381,50,0.0,66,0.062330528556666584,True,71,0.18469656992084427,47,0.0,63,0.05995203836930456,True,0.06944444444444445,93.68055555555556,0.06,True
2018-02-28,300,65,0.18469656992084427,41,0.0,57,0.05720823798627002,True,63,0.18487394957983191,39,0.0,55,0.05720823798627002,True,0.03076923076923077,88.86153846153846,0.024390243902439025,True
2018-03-30,300,61,0.19889502762430944,33,0.0,52,0.05680204945537143,True,59,0.20270270270270258,31,0.0,50,0.05680204945537143,True,0.03278688524590164,80.14754098360656,0.21212121212121213,True
2018-04-27,300,60,0.20175368545463251,29,0.0,54,0.05795503857847424,True,59,0.2047244094488189,27,0.0,53,0.057736720554272515,True,0.03333333333333333,53.483333333333334,0.1724137931034483,True
2018-05-31,300,54,0.2048832131277708,23,0.0,49,0.0617283950617284,True,54,0.2048832131277708,23,0.0,49,0.0617283950617284,True,0.0,47.48148148148148,0.08695652173913043,True
2018-06-29,300,56,0.2048832131277708,24,0.0,52,0.06227123270674359,True,54,0.2048832131277708,23,0.0,50,0.06227123270674359,True,0.0,68.92857142857143,0.08333333333333333,True
2018-07-31,300,58,0.21454251415064995,22,0.0,55,0.05903187721369539,True,57,0.2145922746781116,22,0.0,54,0.06092297378272709,True,0.0,72.1896551724138,-0.045454545454545456,True
2018-08-31,300,66,0.21728967449048592,20,0.0,63,0.06501950585175552,True,64,0.21728967449048592,19,0.0,61,0.06501950585175552,True,0.0,35.166666666666664,0.2,True
2018-09-28,300,67,0.2160919540229886,18,0.0,65,0.06765899864682003,True,65,0.2160919540229886,17,0.0,63,0.06765899864682003,True,0.0,47.3134328358209,0.16666666666666666,True
2018-10-31,300,65,0.20209059233449478,21,-0.010178117048346057,63,0.078064012490242,True,62,0.20163701214357876,20,-0.013638332829958678,60,0.07794251208169688,True,0.0,24.307692307692307,-0.3333333333333333,True
2018-11-30,300,69,0.19878296146044616,39,0.0,67,0.0818330605564648,True,66,0.19722876188367314,37,0.0,64,0.0799485365233534,True,0.0,42.0,-0.358974358974359,True
2018-12-28,300,73,0.2047244094488189,45,0.0,71,0.07722007722007722,True,70,0.20402579067635027,43,0.0,68,0.07671979470759958,True,0.0,65.67123287671232,-0.28888888888888886,True
2019-01-31,300,71,0.19607843137254907,48,0.0,69,0.08718395815170009,True,68,0.19327731092436978,45,0.0,66,0.08607286267822897,True,0.0,78.16901408450704,0.0,True
2019-02-28,300,67,0.20000000000000004,45,0.0,67,0.0827129859387924,True,65,0.20527859237536647,43,0.0,65,0.07818608287724786,True,0.0,71.11940298507463,-0.08888888888888889,True
2019-03-29,300,70,0.19900990099009908,47,0.0,70,0.07272731119461087,True,68,0.20130391173520562,45,0.0,68,0.0722309637890449,True,0.014285714285714285,73.4,-0.19148936170212766,True
2019-04-30,300,66,0.19890603491994496,45,-0.03225357729081079,66,0.05684684760147862,True,64,0.20169262499111018,44,-0.03270853399927692,64,0.05316863587540279,True,0.0,29.924242424242426,-0.4,True
2019-05-31,300,67,0.1962616822429907,48,-0.00042422814046665097,67,0.05370569280343716,True,65,0.20155038759689922,47,-0.0008484562809333019,65,0.05263157894736842,True,0.0,45.92537313432836,-0.10416666666666667,True
2019-06-28,300,69,0.1962616822429907,53,0.0,69,0.05370569280343716,True,67,0.20155038759689922,51,0.0,67,0.05263157894736842,True,0.0,66.68115942028986,-0.11320754716981132,True
2019-07-31,300,66,0.19556673855739282,58,0.0,66,0.052410959054624964,True,64,0.19890603491994496,56,0.0,64,0.052111620429710404,True,0.0,71.0909090909091,0.05172413793103448,True
2019-08-30,300,70,0.19948764015038095,60,0.0,70,0.052111620429710404,True,68,0.19948764015038095,58,0.0,68,0.050933609958506224,True,0.014285714285714285,48.18571428571428,0.06666666666666667,True
2019-09-30,300,73,0.20155038759689922,56,0.0,72,0.04923129864968351,True,72,0.20177092637312954,55,0.0,71,0.048661800486618,True,0.0136986301369863,51.445205479452056,-0.017857142857142856,True
2019-10-31,300,68,0.21424152314289835,50,0.0,67,0.047619047619047616,True,67,0.21402214022140223,49,0.0,66,0.047283702213279676,True,0.014705882352941176,27.25,-0.04,True
2019-11-29,300,72,0.21943551295468755,59,0.0,71,0.047961630695443645,True,71,0.2238267148014441,57,0.0,70,0.047869969671658755,True,0.013888888888888888,38.638888888888886,-0.13559322033898305,True
2019-12-31,300,74,0.22443989667885372,62,0.0,73,0.046838407494145196,True,73,0.2250530785562634,61,0.0,72,0.046312976640845493,True,0.013513513513513514,68.44594594594595,-0.1935483870967742,True
2020-01-23,300,76,0.17883795309168443,61,0.0,74,0.06006351477768025,True,75,0.17910447761194034,60,0.0,73,0.05892751915144373,True,0.013157894736842105,71.1842105263158,0.04918032786885246,True
2020-02-28,300,76,0.17988504387728552,62,0.0,73,0.061842918985776124,True,74,0.18082710164926208,61,0.0,72,0.06152121469484645,True,0.0,79.4342105263158,0.14516129032258066,True
2020-03-31,300,82,0.18082710164926208,64,0.0,80,0.058280124983018614,True,80,0.18229757526647133,63,0.0,78,0.05692672166883098,True,0.012195121951219513,79.67073170731707,0.140625,True
2020-04-30,300,70,0.19666698577982672,50,-0.019680217685096632,68,0.056400242964677896,True,68,0.198922624877571,50,-0.019680217685096632,66,0.05428622596737289,True,0.014285714285714285,23.2,-0.22,True
2020-05-29,300,76,0.19666698577982672,55,-0.05878798649369113,74,0.051969297473392906,True,73,0.19999999999999987,54,-0.060410249355352594,72,0.050919876381888704,True,0.0,38.78947368421053,-0.34545454545454546,True
2020-06-30,300,82,0.19666698577982672,68,0.0,80,0.050017260269860565,True,78,0.20152284263959383,65,0.0,77,0.04807692307692307,True,0.0,65.98780487804878,-0.17647058823529413,True
2020-07-31,300,85,0.19548872180451127,68,0.0,83,0.04716981132075472,True,81,0.19999999999999987,65,0.0,80,0.04503912450676023,True,0.0,83.50588235294117,0.14705882352941177,True
2020-08-31,300,82,0.20741150442477882,66,0.0,81,0.04206983592763988,True,80,0.20851449275362322,64,0.0,78,0.04028232997668881,True,0.024390243902439025,56.8719512195122,0.18181818181818182,True
2020-09-30,300,84,0.20759266384506864,65,0.0,82,0.037334361439549414,True,82,0.2099378881987578,64,0.0,80,0.03703211049432828,True,0.023809523809523808,68.125,0.2,True
2020-10-30,300,73,0.23906705539358597,58,0.001701258931609391,72,0.03475884885748255,True,72,0.23953352769679304,57,0.003402517863218782,71,0.034638032559750606,True,0.0410958904109589,42.49315068493151,0.20689655172413793,True
2020-11-30,300,74,0.22950762159778995,56,0.0,70,0.03298727161319073,True,73,0.23145400593471804,55,0.0,69,0.032552083333333336,True,0.0945945945945946,34.38513513513514,0.21428571428571427,True
2020-12-31,300,86,0.23871826653812606,66,0.0,82,0.02949858924519723,True,86,0.23871826653812606,66,0.0,82,0.02941614214585976,True,0.06976744186046512,60.883720930232556,0.24242424242424243,True
2021-01-29,300,89,0.20408163265306123,72,0.0,85,0.03475842891901286,True,89,0.20408163265306123,72,0.0,85,0.03475842891901286,True,0.056179775280898875,76.0505617977528,0.125,True
2021-02-26,300,89,0.20560747663551412,73,0.0,85,0.03361344537815126,True,89,0.20560747663551412,73,0.0,85,0.03361344537815126,True,0.056179775280898875,85.73595505617978,0.1506849315068493,True
2021-03-31,300,88,0.20237530977885515,72,0.0,84,0.03273311553386629,True,87,0.20437956204379562,72,0.0,83,0.032144005143040826,True,0.045454545454545456,81.96022727272727,0.20833333333333334,True
2021-04-30,300,85,0.20397350993377483,69,0.006810860561435803,80,0.03224337589133208,True,80,0.2041765359887852,66,0.009073079339888157,75,0.03241491085899514,True,0.047058823529411764,31.83529411764706,0.18840579710144928,True
2021-05-31,300,85,0.20397350993377483,69,0.0,80,0.0307080946818185,True,81,0.20397350993377483,67,0.0,76,0.03164141359541753,True,0.047058823529411764,41.18235294117647,0.028985507246376812,True
2021-06-30,300,101,0.21875000000000006,84,0.0,96,0.03164141359541753,True,98,0.21466867722208272,82,0.0,93,0.03293807641633729,True,0.0297029702970297,62.97029702970297,0.047619047619047616,True
2021-07-30,300,102,0.2201385570950788,81,0.0,97,0.03125,True,101,0.21978021978021972,80,0.0,96,0.03166092046183451,True,0.029411764705882353,74.90196078431373,0.06172839506172839,True
2021-08-31,300,102,0.22135955831608004,79,0.0,98,0.03344696690086814,True,100,0.22135955831608004,78,0.0,96,0.0331802681546927,True,0.029411764705882353,50.372549019607845,0.16455696202531644,True
2021-09-30,300,101,0.23163698765015328,82,0.0,97,0.033647375504710635,True,99,0.23255813953488366,81,0.0,95,0.03342245989304812,True,0.0297029702970297,53.13861386138614,0.18292682926829268,True
2021-10-29,300,89,0.2400000000000001,76,0.0,87,0.03342245989304812,True,87,0.2404048924504428,75,0.0,85,0.0333000333000333,True,0.0,46.53932584269663,0.10526315789473684,True
2021-11-30,300,89,0.2399999999999999,77,0.0,85,0.03434065934065934,True,87,0.2400000000000001,75,0.0,83,0.03342245989304812,True,0.0,47.842696629213485,-0.06493506493506493,True
2021-12-31,300,104,0.2478637650988841,92,0.0,100,0.031206153625620424,True,102,0.24945858276354488,90,0.0,98,0.031167212849770247,True,0.0,74.25961538461539,-0.010869565217391304,True
2022-01-28,300,105,0.19926199261992622,92,0.0,101,0.0411522633744856,True,103,0.2004089979550101,90,0.0,99,0.040866366979975484,True,0.0,84.18095238095238,0.05434782608695652,True
2022-02-28,300,90,0.1986727703122971,77,0.0,86,0.04070893369274524,True,89,0.2004089979550101,76,0.0,85,0.040551500405515,True,0.0,94.04444444444445,0.1038961038961039,True
2022-03-31,300,108,0.1986727703122971,74,0.0,105,0.04819277108433735,True,90,0.21601446165450688,74,0.0,85,0.0411522633744856,True,0.12962962962962962,73.05555555555556,0.06756756756756757,True
2022-04-29,300,108,0.18611947791164662,17,0.0,106,0.06275524470016501,True,25,0.1937106918238995,16,0.0,23,0.0411522633744856,False,0.07407407407407407,36.138888888888886,0.0,False
2022-05-31,300,119,0.19095477386934678,2,0.0887384176764077,117,0.07042253521126761,False,2,0.26922759531275786,2,0.0887384176764077,2,0.02495006691428908,False,0.0,35.91596638655462,0.5,False
2022-06-30,300,120,0.1920831310599998,47,0.0,118,0.07194244604316546,True,4,0.24847792998477936,4,0.0,4,0.026319918935162487,False,0.008333333333333333,64.24583333333334,-0.02127659574468085,False
2022-07-29,300,115,0.19095477386934678,87,0.0,113,0.07246376811594203,True,1,0.3192771084337349,1,0.0,1,0.03351206434316354,False,0.0,79.69565217391305,-0.04597701149425287,False
2022-08-31,300,136,0.19060762476026794,118,0.0,134,0.06452687232005329,True,0,,0,,0,,False,0.0,54.38235294117647,-0.13559322033898305,False
2022-09-30,300,139,0.19095477386934678,105,0.0,137,0.06329113924050632,True,0,,0,,0,,False,0.0,50.302158273381295,-0.21904761904761905,False
2022-10-31,300,133,0.1902604756511891,100,0.0,131,0.06578947368421052,True,1,0.23178807947019872,0,,1,0.23640661938534277,False,0.007518796992481203,61.53383458646616,-0.24,False
2022-11-30,300,114,0.20241820768136565,99,0.0,113,0.06097560975609757,True,1,0.23178807947019872,0,,1,0.23640661938534277,False,0.008771929824561403,72.26315789473684,-0.13131313131313133,False
2022-12-30,300,115,0.20483641536273123,106,0.0,114,0.06097560975609757,True,1,0.23178807947019872,0,,1,0.23640661938534277,False,0.008695652173913044,98.77391304347826,-0.11320754716981132,False
2023-01-31,300,111,0.1780104712041885,103,0.0,110,0.0738097832007844,True,1,0.16348773841961856,0,,1,0.2785515320334262,False,0.009009009009009009,116.1891891891892,-0.038834951456310676,False
2023-02-28,300,77,0.17391304347826092,68,0.0,77,0.07874015748031496,True,1,0.16348773841961856,0,,1,0.2785515320334262,False,0.012987012987012988,102.42207792207792,-0.058823529411764705,False
2023-03-31,300,83,0.18315018315018314,61,0.0,83,0.0684931506849315,True,1,0.16348773841961856,0,,1,0.2785515320334262,False,0.012048192771084338,55.98192771084337,-0.22950819672131148,False
2023-04-28,300,135,0.18085106382978716,82,-0.022129169972801982,135,0.06944444444444445,True,1,0.16348773841961856,0,,1,0.2785515320334262,False,0.007407407407407408,30.666666666666668,-0.3170731707317073,False
2023-05-31,300,156,0.18307277255118987,59,-0.011390284757118929,156,0.07117527862208714,True,0,,0,,0,,False,0.0,42.993589743589745,-0.1694915254237288,False
2023-06-30,300,153,0.18525519848771274,89,0.0,152,0.07220310707955374,True,0,,0,,0,,False,0.0,69.44444444444444,-0.07865168539325842,False
2023-07-31,300,153,0.183453237410072,126,0.0,152,0.07143221592938415,True,0,,0,,0,,False,0.0,88.94117647058823,-0.023809523809523808,False
2023-08-31,300,163,0.18085106382978716,146,0.0,161,0.07092198581560284,True,0,,0,,0,,False,0.0,71.78527607361963,-0.13013698630136986,False
2023-09-28,300,160,0.1818181818181818,140,0.0,157,0.06896551724137931,True,0,,0,,0,,False,0.0,52.20625,-0.2785714285714286,False
2023-10-31,300,150,0.18133462282398446,129,0.0,147,0.06944444444444445,True,0,,0,,0,,False,0.0,49.9,-0.3178294573643411,False
2023-11-30,300,147,0.1853658536585366,135,0.0,145,0.07042253521126761,True,0,,0,,0,,False,0.0,52.394557823129254,-0.2962962962962963,False
2023-12-29,300,143,0.18248175182481752,129,0.0,141,0.06578947368421052,True,0,,0,,0,,False,0.0,77.72727272727273,-0.24031007751937986,False
2024-01-31,300,140,0.15319426336375483,127,0.0,137,0.07751937984496124,True,0,,0,,0,,False,0.0,103.50714285714285,-0.015748031496062992,False
2024-02-29,300,112,0.14827264362532788,100,0.0,109,0.07518796992481203,True,5,0.18392282958199363,0,,5,0.05934718100890207,False,0.03571428571428571,108.23214285714286,-0.02,False
2024-03-29,300,129,0.1538461538461538,83,0.0,126,0.07692307692307693,True,35,0.18392282958199363,0,,34,0.07564365771988729,False,0.12403100775193798,77.19767441860465,-0.14457831325301204,False
2024-04-30,300,173,0.1614994190668379,74,-0.05676196286585437,168,0.07284842482906566,True,96,0.20513095749248605,0,,94,0.06441224500633957,False,0.2947976878612717,24.72543352601156,-0.5675675675675675,False
2024-05-31,300,205,0.1689373297002725,77,-0.03475319083499923,199,0.06944444444444445,True,123,0.19780219780219788,8,0.0023156394727467046,119,0.06666666666666667,False,0.33170731707317075,38.28292682926829,-0.4935064935064935,False
2024-06-28,300,207,0.16635859519408508,116,0.0,201,0.0696517895226647,True,121,0.1928665785997359,40,0.0,117,0.06666666666666667,True,0.3333333333333333,65.59903381642512,-0.28448275862068967,True
2024-07-31,300,203,0.16524216524216515,179,0.0,196,0.07057770742472454,True,120,0.19472388759046624,104,0.0,116,0.064391527020393,True,0.30049261083743845,89.93103448275862,0.0223463687150838,True
2024-08-30,300,214,0.15822460175175496,197,0.0,209,0.07377227292481531,True,127,0.1906873614190688,116,0.0,122,0.0670690811535882,True,0.32242990654205606,66.34813084112149,-0.16243654822335024,True
2024-09-30,300,210,0.15089679922215088,184,-0.008170922523378234,204,0.07194616977225674,True,118,0.1909406660328188,100,0.0,113,0.0646830530401035,True,0.30952380952380953,49.24523809523809,-0.40217391304347827,True
2024-10-31,300,202,0.1501412440720652,166,-0.018026449326763755,198,0.06722859983729548,True,109,0.1835985312117503,87,-0.03866871873797614,106,0.05635401436209606,True,0.3217821782178218,50.413366336633665,-0.4457831325301205,True
2024-11-29,300,209,0.14840989399293283,187,0.0,205,0.06261636452719255,True,114,0.18458646616541352,98,-0.0027120076103936998,109,0.05611672278338945,True,0.3062200956937799,47.655502392344495,-0.2620320855614973,True
2024-12-31,300,207,0.15498154981549814,189,0.0,201,0.06265664160401002,True,117,0.185792349726776,100,0.0,111,0.05530973451327434,True,0.2898550724637681,76.76086956521739,-0.047619047619047616,True
2025-01-27,300,203,0.1411282745142256,185,0.0,197,0.07575757575757576,True,116,0.17969602935513831,100,0.0,111,0.06756756756756756,True,0.3054187192118227,96.08128078817734,-0.03783783783783784,True
2025-02-28,300,174,0.14662884301942203,168,0.0,167,0.07352941176470588,True,99,0.18181818181818185,95,0.0,94,0.06745381745381746,True,0.2471264367816092,109.5603448275862,0.03571428571428571,True
2025-03-31,300,171,0.1408450704225351,157,0.0,163,0.07092198581560284,True,107,0.18111753371868988,92,0.0,101,0.0668002672010688,True,0.28654970760233917,90.51461988304094,-0.012738853503184714,True
2025-04-30,300,187,0.12941176470588234,161,-0.008210549994376336,179,0.07194244604316546,True,111,0.1616481774960381,88,-0.024253525692981035,106,0.06759522726068229,True,0.31016042780748665,44.63101604278075,-0.2670807453416149,True
2025-05-30,300,205,0.12697139802191926,146,-0.0507387394823179,197,0.07185109480008672,True,127,0.15100671140939603,80,-0.0709234475840872,120,0.06553181256012092,True,0.36585365853658536,39.99756097560976,-0.3972602739726027,True
2025-06-30,300,202,0.12659249512746448,153,0.0,194,0.07163473362325828,True,120,0.1490327674694039,91,0.0,113,0.0646830530401035,True,0.3613861386138614,68.65841584158416,-0.3333333333333333,True
2025-07-31,300,198,0.1258662588759676,171,0.0,189,0.06896551724137931,True,120,0.146700143472023,100,0.0,113,0.06527415143603132,True,0.3686868686868687,93.43939393939394,-0.029239766081871343,True
2025-08-29,300,206,0.1337253708659955,196,0.0,198,0.06405333018236245,True,128,0.16276383492596874,117,0.0,121,0.061996280223186616,True,0.3932038834951456,77.8252427184466,-0.025510204081632654,True
2025-09-30,300,206,0.14100852620110077,182,0.0,198,0.06124686109021689,True,117,0.17821782178217827,99,0.0,110,0.05582012428429347,True,0.33495145631067963,52.20145631067961,-0.027472527472527472,True
2025-10-31,300,201,0.14400000000000013,171,0.0,194,0.05918911438791204,True,114,0.19212871677577098,94,0.0,108,0.054422933276151,True,0.3034825870646766,56.56218905472637,0.023391812865497075,True
2025-11-28,300,204,0.14517073170731715,181,0.0,197,0.057344725599737106,True,113,0.19923371647509577,100,0.0,107,0.052002080083203325,True,0.28431372549019607,47.34803921568628,0.022099447513812154,True
2025-12-31,300,196,0.14354045669155197,178,0.0,188,0.057637366287954295,True,107,0.1969365426695841,96,0.0,101,0.05219206680584551,True,0.28061224489795916,76.87244897959184,0.05056179775280899,True
2026-01-30,300,190,0.115550598724491,179,0.0,183,0.0670690811535882,True,105,0.15106286748077793,102,0.0,99,0.06180469715698393,True,0.2736842105263158,99.3157894736842,0.0223463687150838,True
2026-02-27,300,169,0.12099644128113875,166,0.0,163,0.06666666666666667,True,93,0.15838926174496631,91,0.0,88,0.05950728464064045,True,0.25443786982248523,112.6508875739645,0.024096385542168676,True
2026-03-31,300,160,0.12813235674027496,156,0.0,152,0.06572518879522683,True,87,0.16393442622950813,83,0.0,82,0.05977286312014345,True,0.16875,100.4375,0.02564102564102564,True
2026-04-30,300,166,0.1372452171622378,146,0.0,160,0.06631311398995629,True,99,0.17073170731707318,80,0.0,94,0.062402550774843024,True,0.2469879518072289,49.024096385542165,0.00684931506849315,True
2026-05-29,300,166,0.12962398222804047,128,0.0,159,0.06640106241699867,True,105,0.1717791411042945,75,-0.0001247116044147908,99,0.061766522544780725,True,0.28313253012048195,39.50903614457831,-0.0390625,True
2026-06-30,300,177,0.13592233009708748,135,0.0,170,0.0648748827111179,True,110,0.18046118641084313,79,0.0,104,0.059414781169378886,True,0.2598870056497175,67.94632768361582,0.0,True
2026-07-31,300,175,0.13592233009708748,153,0.0,169,0.06622516556291391,True,108,0.18046118641084313,93,0.0,102,0.06086508437204681,True,0.24,93.50285714285714,0.0196078431372549,True
