origin,is_monthly_training_origin,actual_index_members,forward_eps_growth_median,eps_growth_company_count,same_year_profit_revision_90_median,profit_revision_company_count,reported_forward_earnings_yield_median,reported_earnings_yield_company_count,raw_eps_revision_90_unadjusted_median,raw_eps_revision_unadjusted_company_count,all_eps_features_valid,eps_company_coverage_of_index
2024-12-31,True,300,0.04878048780487795,7,6.513278947454122e-06,7,0.15479876160990713,5,0.0,7,True,0.023333333333333334
2025-01-27,True,300,0.0730986963855258,8,0.0,7,0.1669449081803005,5,0.0,7,True,0.02666666666666667
2025-02-28,True,300,0.07491856677524429,7,0.0,6,0.17606504668274284,4,0.0,6,False,0.023333333333333334
2025-03-31,True,300,0.05345719557737397,8,0.02420135527589545,6,0.13440860215053763,5,0.02681992337164753,6,True,0.02666666666666667
2025-04-30,True,300,0.039048215096516035,8,0.08812495088870811,6,0.13440860215053763,5,0.09075536719535952,6,True,0.02666666666666667
2025-05-30,True,300,0.03726708074534151,9,0.0484027105517909,7,0.14567948391477803,6,0.05363984674329506,7,True,0.03
2025-06-30,True,300,0.03726708074534151,9,0.0,8,0.14567948391477803,6,0.0,8,True,0.03
2025-07-31,True,300,0.03726708074534151,9,0.0,8,0.14567948391477803,6,0.0,8,True,0.03
2025-08-29,True,300,0.03726708074534151,9,0.0,9,0.14567948391477803,6,0.0,9,True,0.03
2025-09-30,True,300,0.0358170770706748,10,0.0,9,0.1404494382022472,7,0.0,9,True,0.03333333333333333
2025-10-31,True,300,0.0358170770706748,10,0.0,9,0.14084507042253522,7,0.0,9,True,0.03333333333333333
2025-11-28,True,300,0.03539685014813663,10,0.0,9,0.14492753623188406,7,0.0,9,True,0.03333333333333333
2025-12-31,True,300,0.03305785123966945,11,0.011983189750047349,10,0.12196871861099154,8,0.012345679012345692,10,True,0.03666666666666667
2026-01-30,True,300,0.044788544788544826,10,0.0,9,0.12730396751015308,8,0.0,9,True,0.03333333333333333
2026-02-27,True,300,0.044788544788544826,10,0.0,9,0.12730396751015308,8,0.0,9,True,0.03333333333333333
2026-03-31,True,300,0.044788544788544826,10,0.0,10,0.15151515151515152,7,0.0,10,True,0.03333333333333333
2026-04-30,True,300,0.03773584905660381,9,0.04314914223537061,6,0.14835164835164835,6,-0.0024174053182916488,8,True,0.03
2026-05-29,True,300,0.043702361614394676,10,0.0075638647067218494,7,0.14285714285714285,7,0.0,9,True,0.03333333333333333
2026-06-30,True,300,0.03773584905660381,9,0.0,8,0.14835164835164835,6,0.0,8,True,0.03
2026-07-31,True,300,0.03773584905660381,7,0.0,7,0.15384615384615385,5,0.0,7,True,0.023333333333333334
