ts_code,trade_time,receipt_path,vol_unchanged_from_raw,amount_unchanged_from_raw,low_unchanged_from_raw,high_unchanged_from_raw
510300.SH,2026-05-18 14:45:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202605/retrieved_at=20260904T222823723145+0800-bb3705b8ab2c/receipt.json,True,True,True,True
510300.SH,2026-05-26 13:57:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202605/retrieved_at=20260904T222823723145+0800-bb3705b8ab2c/receipt.json,True,True,True,True
510300.SH,2026-07-14 09:43:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202607/retrieved_at=20260904T222825063582+0800-d13ec6b1b9ce/receipt.json,True,True,True,True
510300.SH,2026-07-28 14:58:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202607/retrieved_at=20260904T222825063582+0800-d13ec6b1b9ce/receipt.json,True,True,True,True
510300.SH,2026-07-30 14:17:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202607/retrieved_at=20260904T222825063582+0800-d13ec6b1b9ce/receipt.json,True,True,True,True
510300.SH,2026-07-31 14:55:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202607/retrieved_at=20260904T222825063582+0800-d13ec6b1b9ce/receipt.json,True,True,True,True
510300.SH,2026-08-13 13:48:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202608/retrieved_at=20260904T222825759881+0800-5f1de4ac6466/receipt.json,True,True,True,True
510300.SH,2026-08-21 10:41:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202608/retrieved_at=20260904T222825759881+0800-5f1de4ac6466/receipt.json,True,True,True,True
510300.SH,2026-08-25 11:20:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202608/retrieved_at=20260904T222825759881+0800-5f1de4ac6466/receipt.json,True,True,True,True
510300.SH,2026-09-03 11:21:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202609/retrieved_at=20260904T222826112757+0800-95623132a7ee/receipt.json,True,True,True,True
