ts_code,trade_time,vol,amount,low,high,bar_vwap,nominal_excess_cny,tick_plus_one_yuan_still_outside
510300.SH,2017-05-19 10:34:00,100,340,3.403,3.403,3.4,0.30000000000001137,False
510300.SH,2017-05-19 10:55:00,82,278,3.399,3.399,3.3902439024390243,0.7180000000000177,False
510300.SH,2017-05-19 11:29:00,400,1359,3.399,3.399,3.3975,0.599999999999909,False
510300.SH,2017-06-01 10:56:00,200,697,3.488,3.488,3.485,0.6000000000000227,False
510300.SH,2017-06-06 13:03:00,400,1388,3.472,3.472,3.47,0.7999999999999545,False
510300.SH,2017-06-13 10:41:00,737000,2635523,3.575,3.575,3.5760149253731344,748.0,True
510300.SH,2017-06-30 13:24:00,200,736,3.677,3.677,3.68,0.6000000000000227,False
510300.SH,2017-06-30 13:27:00,100,368,3.677,3.677,3.68,0.30000000000001137,False
510300.SH,2017-06-30 13:30:00,200,736,3.678,3.678,3.68,0.39999999999997726,False
510300.SH,2017-07-14 14:00:00,100,374,3.738,3.738,3.74,0.19999999999998863,False
510300.SH,2017-07-20 13:05:00,300,1136,3.785,3.785,3.7866666666666666,0.5,False
510300.SH,2017-07-24 10:33:00,100,379,3.795,3.799,3.79,0.5,False
510300.SH,2017-07-28 13:14:00,53300,200790,3.769,3.769,3.767166979362101,97.70000000001164,True
510300.SH,2017-08-02 14:30:00,296000,1131619,3.821,3.822,3.823037162162162,307.0,True
510300.SH,2017-08-04 13:59:00,100,379,3.787,3.787,3.79,0.30000000000001137,False
510300.SH,2017-08-08 11:06:00,400,1512,3.778,3.778,3.78,0.7999999999999545,False
510300.SH,2017-08-09 10:18:00,200,755,3.779,3.779,3.775,0.7999999999999545,False
510300.SH,2017-08-10 10:11:00,500,1899,3.796,3.796,3.798,1.0,False
510300.SH,2017-08-10 13:39:00,719500,2703684,3.759,3.76,3.7577261987491313,916.5,True
510300.SH,2017-08-17 10:19:00,100,377,3.764,3.764,3.77,0.6000000000000227,False
510300.SH,2017-08-17 13:33:00,100,377,3.763,3.763,3.77,0.6999999999999886,False
510300.SH,2017-08-17 13:41:00,200,752,3.763,3.763,3.76,0.6000000000000227,False
510300.SH,2017-08-17 13:52:00,100,376,3.762,3.762,3.76,0.19999999999998863,False
510300.SH,2017-08-21 09:40:00,599800,2279370,3.795,3.798,3.800216738912971,1329.6000000000931,True
510300.SH,2017-08-21 13:31:00,300,1137,3.788,3.788,3.79,0.6000000000001364,False
510300.SH,2017-08-21 13:34:00,100,378,3.788,3.788,3.78,0.7999999999999545,False
510300.SH,2017-08-22 14:09:00,300,1139,3.799,3.799,3.796666666666667,0.7000000000000455,False
510300.SH,2017-08-23 09:45:00,100,381,3.803,3.803,3.81,0.6999999999999886,False
510300.SH,2017-08-23 13:23:00,100,380,3.808,3.808,3.8,0.7999999999999545,False
510300.SH,2017-08-24 13:03:00,200,761,3.807,3.807,3.805,0.39999999999997726,False
510300.SH,2017-08-24 13:35:00,200,760,3.802,3.802,3.8,0.39999999999997726,False
510300.SH,2017-09-05 14:43:00,200,784,3.918,3.918,3.92,0.39999999999997726,False
510300.SH,2017-09-07 13:09:00,200,781,3.907,3.907,3.905,0.39999999999997726,False
510300.SH,2017-09-07 13:51:00,100,391,3.908,3.908,3.91,0.19999999999998863,False
510300.SH,2017-09-08 10:01:00,200,778,3.893,3.893,3.89,0.599999999999909,False
510300.SH,2017-09-12 10:38:00,200,778,3.888,3.888,3.89,0.39999999999997726,False
510300.SH,2017-09-13 10:27:00,822600,3201616,3.891,3.891,3.8920690493557015,879.3999999999069,True
510300.SH,2017-09-13 14:41:00,100,390,3.902,3.902,3.9,0.19999999999998863,False
510300.SH,2017-09-13 14:42:00,100,391,3.902,3.902,3.91,0.8000000000000114,False
510300.SH,2017-09-14 10:42:00,100,390,3.906,3.906,3.9,0.6000000000000227,False
510300.SH,2017-09-14 10:46:00,300,1171,3.906,3.906,3.9033333333333333,0.7999999999999545,False
510300.SH,2017-09-15 11:17:00,200,779,3.897,3.897,3.895,0.39999999999997726,False
510300.SH,2017-09-15 13:03:00,400,1559,3.899,3.899,3.8975,0.599999999999909,False
510300.SH,2017-09-15 13:09:00,200,779,3.898,3.898,3.895,0.6000000000000227,False
510300.SH,2017-09-15 13:45:00,100,389,3.892,3.892,3.89,0.19999999999998863,False
510300.SH,2017-09-20 10:56:00,100,390,3.895,3.895,3.9,0.5,False
510300.SH,2017-09-22 09:44:00,415200,1618222,3.899,3.899,3.89745183044316,642.8000000000466,True
510300.SH,2017-09-25 10:55:00,400,1553,3.884,3.884,3.8825,0.599999999999909,False
510300.SH,2017-09-27 10:48:00,100,388,3.882,3.882,3.88,0.19999999999998863,False
510300.SH,2017-09-28 10:24:00,100,388,3.875,3.875,3.88,0.5,False
510300.SH,2017-09-28 10:35:00,300,1162,3.876,3.876,3.8733333333333335,0.7999999999999545,False
510300.SH,2017-10-13 10:27:00,100,398,3.974,3.974,3.98,0.5999999999999659,False
510300.SH,2017-10-13 10:38:00,100,398,3.976,3.976,3.98,0.39999999999997726,False
510300.SH,2017-10-20 13:45:00,43400,172712,3.981,3.981,3.9795391705069125,63.39999999999418,True
510300.SH,2017-10-25 13:03:00,100,403,4.032,4.032,4.03,0.19999999999998863,False
510300.SH,2017-10-27 13:03:00,787500,3203211,4.066,4.066,4.0675695238095235,1236.0,True
510300.SH,2017-10-27 13:22:00,30400,123589,4.067,4.067,4.065427631578947,47.80000000000291,True
510300.SH,2017-10-31 14:30:00,107600,436897,4.062,4.063,4.060381040892193,174.20000000001164,True
510300.SH,2017-11-01 10:28:00,1288603,5259240,4.083,4.084,4.081350113262192,2126.049000000581,True
510300.SH,2017-11-07 14:18:00,71600,294264,4.107,4.108,4.109832402234637,131.20000000001164,True
510300.SH,2017-11-13 13:25:00,169000,709195,4.198,4.199,4.1964201183431955,267.0000000001164,True
510300.SH,2017-11-23 14:54:00,3967200,16470732,4.153,4.156,4.1517271627344225,5049.599999997765,True
510300.SH,2017-11-29 14:20:00,809200,3329068,4.11,4.112,4.114023727137914,1637.6000000000931,True
510300.SH,2017-11-30 13:13:00,317400,1296880,4.087,4.088,4.085948330182735,333.79999999981374,True
510300.SH,2017-12-05 11:08:00,128800,526533,4.09,4.09,4.087989130434782,259.0,True
510300.SH,2017-12-06 10:12:00,495400,2020342,4.075,4.076,4.078203471941865,1091.6000000000931,True
510300.SH,2017-12-07 10:21:00,243400,987203,4.057,4.058,4.05588742810189,270.80000000004657,True
510300.SH,2017-12-08 13:13:00,200,808,4.042,4.042,4.04,0.39999999999997726,False
510300.SH,2017-12-18 09:52:00,485300,1966458,4.05,4.051,4.052046157016279,507.69999999995343,True
510300.SH,2018-01-12 14:06:00,82200,349681,4.253,4.253,4.254026763990268,84.39999999996508,True
510300.SH,2018-01-22 13:12:00,270800,1180206,4.36,4.362,4.358220088626292,482.0,True
510300.SH,2018-01-23 14:00:00,745200,3250373,4.363,4.364,4.361745840042942,934.6000000000931,True
510300.SH,2018-01-26 10:09:00,132400,577508,4.363,4.364,4.361842900302115,153.20000000006985,True
510300.SH,2018-02-02 11:23:00,59100,250970,4.248,4.25,4.24653130287648,86.80000000001746,True
510300.SH,2018-02-06 14:50:00,1345900,5603983,4.16,4.162,4.163743963147336,2347.2000000001863,True
510300.SH,2018-02-13 10:19:00,1607200,6360844,3.96,3.962,3.957717770034843,3668.0,True
510300.SH,2018-02-22 10:32:00,236700,953292,4.029,4.031,4.027427122940431,372.29999999993015,True
510300.SH,2018-02-26 10:26:00,517900,2104643,4.065,4.066,4.063801892257192,620.5,True
510300.SH,2018-02-26 14:24:00,1213300,5000576,4.123,4.124,4.121467073271243,1859.9000000003725,True
510300.SH,2018-03-02 13:23:00,100,402,4.027,4.027,4.02,0.6999999999999886,False
510300.SH,2018-03-05 14:22:00,539200,2157166,4.002,4.002,4.0006787833827895,712.3999999999069,True
510300.SH,2018-03-08 10:40:00,798100,3240337,4.058,4.059,4.0600639017666955,849.1000000000931,True
510300.SH,2018-03-22 13:11:00,277500,1115323,4.016,4.018,4.019181981981982,328.0,True
510300.SH,2018-03-27 13:04:00,105600,413000,3.909,3.909,3.9109848484848486,209.60000000003492,True
510300.SH,2018-03-29 10:35:00,191200,727107,3.804,3.805,3.802860878661088,217.79999999993015,True
510300.SH,2018-04-23 13:09:00,100,376,3.756,3.756,3.76,0.4000000000000341,False
510300.SH,2018-04-25 13:57:00,100,382,3.822,3.822,3.82,0.19999999999998863,False
510300.SH,2018-04-27 10:57:00,687727,2575263,3.742,3.743,3.7446006918442927,1100.8390000001527,True
510300.SH,2018-04-27 13:41:00,192800,719935,3.733,3.733,3.7341026970954356,212.59999999997672,True
510300.SH,2018-05-16 14:12:00,362000,1413292,3.906,3.906,3.904121546961326,680.0,True
510300.SH,2018-05-29 13:32:00,76300,290468,3.808,3.808,3.8069200524246396,82.39999999996508,True
510300.SH,2018-06-04 14:27:00,238800,910151,3.809,3.81,3.811352596314908,323.0,True
510300.SH,2018-06-06 14:01:00,366000,1405927,3.839,3.84,3.841330601092896,487.0,True
510300.SH,2018-06-08 13:13:00,343400,1298980,3.784,3.785,3.7827023878858475,445.5999999998603,True
510300.SH,2018-06-13 11:19:00,123800,472057,3.815,3.815,3.8130613893376415,240.0,True
510300.SH,2018-06-19 09:38:00,1907000,7096549,3.719,3.72,3.7213156790770845,2509.0,True
510300.SH,2018-06-20 13:01:00,2386400,8663831,3.632,3.636,3.6305024304391553,3573.800000000745,True
510300.SH,2018-06-21 10:58:00,990600,3648882,3.682,3.682,3.6835069654754693,1492.8000000002794,True
510300.SH,2018-07-04 10:35:00,230700,788077,3.413,3.415,3.416025140875596,236.5,True
510300.SH,2018-07-05 13:23:00,1087100,3665196,3.373,3.375,3.3715352773433906,1592.3000000002794,True
510300.SH,2018-07-23 09:51:00,100,354,3.533,3.533,3.54,0.6999999999999886,False
510300.SH,2018-07-30 14:49:00,2873700,10191918,3.548,3.55,3.5466186449525003,3969.5999999996275,True
510300.SH,2018-08-09 10:33:00,379800,1300059,3.421,3.422,3.4230094786729857,383.39999999990687,True
510300.SH,2018-08-13 10:05:00,1109600,3784471,3.412,3.415,3.4106624008651765,1484.1999999997206,True
510300.SH,2018-08-15 14:57:00,1558700,5224422,3.353,3.354,3.3517816128825304,1899.1000000005588,True
510300.SH,2018-08-28 14:12:00,379800,1315736,3.461,3.463,3.464286466561348,488.5999999998603,True
510300.SH,2018-08-29 13:56:00,1016100,3507976,3.45,3.451,3.452392481055014,1414.8999999999069,True
510300.SH,2018-09-06 10:58:00,2392300,8032057,3.355,3.356,3.357462274798311,3498.2000000001863,True
510300.SH,2018-09-17 14:45:00,600,1963,3.273,3.273,3.2716666666666665,0.8000000000001819,False
510300.SH,2018-09-28 10:18:00,369800,1287251,3.482,3.483,3.480938345051379,392.60000000009313,True
510300.SH,2018-10-08 11:15:00,875300,2963284,3.387,3.391,3.3854495601508052,1357.1000000000931,True
510300.SH,2018-10-08 13:12:00,1084800,3675275,3.389,3.39,3.3879747418879056,1112.1999999997206,True
510300.SH,2018-10-11 10:28:00,456000,1490667,3.267,3.268,3.2690065789473683,459.0,True
510300.SH,2018-10-26 14:06:00,414700,1332351,3.214,3.215,3.2128068483240897,494.80000000004657,True
510300.SH,2018-11-01 11:29:00,2300100,7533621,3.27,3.273,3.275344985000652,5393.699999999255,True
510300.SH,2018-12-19 10:45:00,1084500,3449096,3.179,3.179,3.1803559243891195,1470.5,True
510300.SH,2018-12-19 13:30:00,2080600,6603721,3.176,3.177,3.17395030279727,4264.600000000559,True
510300.SH,2019-01-03 13:20:00,683000,2060304,3.018,3.019,3.0165505124450953,989.9999999997672,True
510300.SH,2019-02-21 10:21:00,521400,1790770,3.436,3.437,3.434541618718834,760.3999999999069,True
510300.SH,2019-03-01 14:20:00,1057800,3909468,3.692,3.694,3.6958479863868408,1954.8000000002794,True
510300.SH,2019-03-05 10:30:00,4215300,15935101,3.777,3.779,3.7803005717268046,5482.300000000745,True
510300.SH,2019-03-05 13:22:00,840600,3183821,3.789,3.79,3.787557696883179,1212.3999999999069,True
510300.SH,2019-03-06 10:41:00,6667100,25381428,3.809,3.812,3.8069667471614346,13555.900000002235,True
510300.SH,2019-03-20 13:47:00,255400,968188,3.792,3.794,3.790869224745497,288.79999999993015,True
510300.SH,2019-03-29 10:05:00,3499500,13144904,3.751,3.755,3.7562234604943563,4281.5,True
510300.SH,2019-04-30 14:20:00,836200,3256047,3.895,3.896,3.89386151638364,952.0,True
510300.SH,2019-05-07 13:49:00,1739800,6410724,3.686,3.688,3.684747672146224,2178.7999999998137,True
510300.SH,2019-06-04 11:11:00,958500,3448119,3.599,3.6,3.597411580594679,1522.5,True
510300.SH,2019-06-13 14:07:00,1570000,5804114,3.699,3.702,3.696887898089172,3316.0,True
510300.SH,2019-07-11 14:51:00,616200,2356126,3.825,3.826,3.823638429081467,839.0,True
510300.SH,2019-08-12 10:56:00,322200,1199938,3.722,3.723,3.7242023587833644,387.4000000001397,True
510300.SH,2019-08-16 10:16:00,917600,3451313,3.76,3.76,3.761239102005231,1137.0,True
510300.SH,2019-09-06 14:02:00,2442400,9759492,3.997,3.999,3.9958614477563055,2780.7999999988824,True
510300.SH,2019-10-23 10:52:00,233700,922053,3.947,3.948,3.9454557124518614,360.9000000000233,True
510300.SH,2019-11-07 09:59:00,244200,987507,4.045,4.047,4.043845208845209,282.0,True
510300.SH,2019-11-07 13:14:00,1043100,4211244,4.039,4.04,4.0372389991371875,1836.8999999994412,True
510300.SH,2019-12-27 11:05:00,2397100,9701967,4.045,4.046,4.047376830336657,3300.39999999851,True
510300.SH,2019-12-31 11:07:00,2596700,10563354,4.069,4.07,4.0679916817499135,2618.300000000745,True
510300.SH,2020-01-09 14:43:00,1523700,6334032,4.155,4.156,4.157007284898602,1534.800000000745,True
510300.SH,2020-01-23 10:59:00,1568600,6355834,4.053,4.054,4.051915083513961,1701.7999999998137,True
510300.SH,2020-02-03 09:38:00,22713000,83782260,3.681,3.685,3.688735966186765,84855.0,True
510300.SH,2020-02-06 13:29:00,1597600,6171535,3.858,3.862,3.863003880821232,1603.7999999998137,True
510300.SH,2020-02-11 14:29:00,448128,1770590,3.948,3.95,3.9510809411596686,484.39999999990687,True
510300.SH,2020-02-13 11:10:00,817600,3242636,3.962,3.965,3.966042074363992,852.0,True
510300.SH,2020-02-17 10:53:00,1287300,5175053,4.016,4.019,4.020083119707916,1394.2999999998137,True
510300.SH,2020-02-25 10:59:00,4811000,19549872,4.065,4.067,4.0635776345874035,6843.000000003725,True
510300.SH,2020-03-09 14:44:00,2662900,10631407,3.994,3.996,3.992416913890871,4215.60000000149,True
510300.SH,2020-03-18 13:16:00,1072700,3994731,3.725,3.726,3.723996457537056,1076.5,True
510300.SH,2020-03-27 13:26:00,1384900,5158834,3.723,3.724,3.7250588490143692,1466.3999999994412,True
510300.SH,2020-03-30 14:55:00,4241700,15528704,3.662,3.663,3.6609623500011788,4401.4000000003725,True
510300.SH,2020-04-02 14:27:00,895100,3303544,3.692,3.694,3.6906982460060327,1165.2000000001863,True
510300.SH,2020-04-07 10:46:00,1274700,4812066,3.772,3.774,3.7750576606260298,1348.2000000001863,True
510300.SH,2020-04-07 13:04:00,1392100,5254815,3.772,3.773,3.7747396020400834,2421.7000000001863,True
510300.SH,2020-04-07 13:25:00,1244000,4701185,3.776,3.777,3.7790876205787782,2597.0,True
510300.SH,2020-04-07 13:47:00,1137800,4304850,3.78,3.782,3.7834856741079275,1690.4000000003725,True
510300.SH,2020-04-07 14:17:00,1149800,4356955,3.786,3.788,3.7893155331361976,1512.6000000005588,True
510300.SH,2020-04-07 14:18:00,1254600,4754522,3.787,3.788,3.789671608480791,2097.2000000001863,True
510300.SH,2020-04-07 14:29:00,1156100,4378431,3.784,3.785,3.7872424530749935,2592.5,True
510300.SH,2020-04-27 14:05:00,1218900,4647037,3.814,3.815,3.8124842070719502,1847.5999999996275,True
510300.SH,2020-05-11 14:26:00,1739100,6846097,3.938,3.94,3.9365746650566384,2478.800000000745,True
510300.SH,2020-06-01 13:53:00,713100,2832774,3.97,3.971,3.972477913336138,1053.8999999999069,True
510300.SH,2020-06-03 14:29:00,534300,2128378,3.985,3.986,3.9834886767733484,807.5,True
510300.SH,2020-06-04 13:30:00,882000,3509514,3.977,3.978,3.9790408163265307,918.0,True
510300.SH,2020-06-12 11:00:00,565900,2253245,3.983,3.984,3.9817017140837603,734.7000000001863,True
510300.SH,2020-06-12 11:14:00,654000,2608017,3.989,3.991,3.9877935779816513,789.0,True
510300.SH,2020-06-12 13:35:00,554800,2212791,3.992,3.993,3.988448089401586,1970.6000000000931,True
510300.SH,2020-06-12 14:24:00,621600,2487625,4.003,4.005,4.0019707207207205,639.8000000002794,True
510300.SH,2020-07-06 14:03:00,3351900,15820862,4.712,4.718,4.719968376144873,6597.800000000745,True
510300.SH,2020-07-08 11:28:00,3145300,14944026,4.744,4.75,4.7512243665151175,3851.0,True
510300.SH,2020-07-21 14:13:00,1155500,5457859,4.725,4.726,4.723374296841194,1878.5,True
510300.SH,2020-07-22 14:27:00,1523500,7310297,4.792,4.797,4.798357072530358,2067.5,True
510300.SH,2020-07-23 09:48:00,1389300,6639647,4.775,4.778,4.779131217159721,1571.6000000005588,True
510300.SH,2020-07-28 14:48:00,1487100,6846520,4.605,4.61,4.60394055544348,1575.5000000009313,True
510300.SH,2020-08-05 11:07:00,1016900,4897782,4.812,4.815,4.816385091946111,1408.5,True
510300.SH,2020-08-12 14:58:00,1700899,7996069,4.699,4.7,4.701083956190226,1843.699999999255,True
510300.SH,2020-08-17 14:03:00,2970600,14506908,4.885,4.887,4.883494243587154,4473.0,True
510300.SH,2020-08-28 11:04:00,831500,4023002,4.835,4.837,4.838246542393265,1036.5,True
510300.SH,2020-08-31 14:41:00,1707300,8361658,4.899,4.901,4.89759151877233,2404.7000000001863,True
510300.SH,2020-09-16 14:34:00,1514900,7152929,4.717,4.72,4.721716945012872,2601.0,True
510300.SH,2020-11-04 14:32:00,1557600,7598207,4.874,4.877,4.878150359527478,1791.800000000745,True
510300.SH,2020-11-05 09:31:00,15813383,78055790,4.938,4.949,4.936058906560349,30695.253999993205,True
510300.SH,2020-11-17 10:44:00,1558500,7711413,4.949,4.95,4.947971126082772,1603.5,True
510300.SH,2020-12-23 14:45:00,678700,3442464,5.069,5.071,5.072143804331811,776.3000000002794,True
510300.SH,2021-02-04 11:11:00,1871800,10228111,5.466,5.469,5.464318303237525,3147.800000000745,True
510300.SH,2021-02-10 10:29:00,1741300,10004830,5.747,5.748,5.745609602021478,2421.0999999996275,True
510300.SH,2021-03-04 10:19:00,3320600,17704836,5.333,5.335,5.331818346082033,3923.800000000745,True
510300.SH,2021-04-14 13:02:00,2187600,10836670,4.955,4.956,4.953679831779119,2888.0,True
510300.SH,2021-05-13 13:12:00,1110400,5546799,4.997,5.0,4.995316102305475,1869.7999999998137,True
510300.SH,2021-06-10 11:22:00,7159900,38003616,5.309,5.312,5.307841729633095,8293.10000000149,True
510300.SH,2021-06-16 13:41:00,2731800,13976926,5.113,5.115,5.116379676403836,3769.0,True
510300.SH,2021-07-29 14:35:00,2124500,10415933,4.897,4.901,4.902769122146387,3758.5,True
510300.SH,2021-07-30 14:13:00,396400,1927184,4.863,4.865,4.861715438950555,509.20000000018626,True
510300.SH,2021-08-02 14:22:00,1350100,6748115,4.995,4.997,4.998233464187838,1665.2999999998137,True
510300.SH,2021-08-02 14:32:00,1747800,8734664,4.995,4.996,4.997519166952741,2655.199999999255,True
510300.SH,2021-08-13 11:10:00,715100,3586024,5.016,5.018,5.014716822821983,917.6000000000931,True
510300.SH,2021-08-24 10:46:00,508800,2512494,4.935,4.937,4.938077830188679,548.3999999999069,True
510300.SH,2021-08-26 11:00:00,675500,3318390,4.914,4.915,4.912494448556624,1017.0,True
510300.SH,2021-09-13 13:25:00,855400,4324215,5.05,5.054,5.055196399345336,1023.3999999994412,True
510300.SH,2021-09-29 13:04:00,679800,3338913,4.907,4.91,4.9116107678729035,1095.0,True
510300.SH,2021-10-08 09:58:00,1683600,8420514,4.998,5.0,5.001493228795439,2514.0,True
510300.SH,2021-10-18 11:02:00,965900,4770292,4.94,4.942,4.938701728957449,1254.0,True
510300.SH,2021-10-18 13:25:00,839200,4137755,4.932,4.933,4.930594613918017,1179.4000000003725,True
510300.SH,2021-10-19 10:20:00,1192200,5935137,4.975,4.977,4.978306492199295,1557.5999999996275,True
510300.SH,2021-10-27 14:20:00,422400,2097084,4.966,4.967,4.9646875,554.3999999999069,True
510300.SH,2021-11-15 13:16:00,992900,4911824,4.948,4.949,4.946947326014705,1045.2000000001863,True
510300.SH,2021-11-24 14:50:00,1059100,5291115,4.997,4.998,4.995859692191483,1207.7000000001863,True
510300.SH,2021-12-06 14:54:00,1598400,7948855,4.971,4.972,4.973007382382383,1610.199999999255,True
510300.SH,2021-12-14 13:27:00,512600,2632533,5.138,5.139,5.135647678501756,1205.7999999998137,True
510300.SH,2021-12-23 13:20:00,1688900,8419450,4.983,4.983,4.985167860737758,3661.300000000745,True
510300.SH,2022-01-19 10:47:00,335200,1610417,4.801,4.803,4.804346658711217,451.39999999990687,True
510300.SH,2022-02-11 14:50:00,10098600,46455470,4.596,4.598,4.600189135127642,22107.20000000298,True
510300.SH,2022-03-28 10:59:00,467000,1933434,4.142,4.145,4.140115631691649,880.0000000002328,True
510300.SH,2022-03-28 11:15:00,465500,1933555,4.155,4.158,4.153716433941998,597.5,True
510300.SH,2022-04-20 13:19:00,2409600,9881344,4.102,4.104,4.100823373173971,2835.2000000011176,True
510300.SH,2022-05-11 10:17:00,5817700,23131700,3.973,3.975,3.976090207470306,6342.5,True
510300.SH,2022-05-20 13:22:00,3572000,14550538,4.07,4.072,4.073498880179171,5354.0,True
510300.SH,2022-05-20 14:20:00,7276200,29638720,4.071,4.072,4.0733789615458615,10033.599999997765,True
510300.SH,2022-05-26 13:19:00,8247900,33095688,4.006,4.01,4.012619939620994,21609.0,True
510300.SH,2022-06-13 11:00:00,852000,3584276,4.208,4.21,4.2068967136150235,940.0,True
510300.SH,2022-06-15 13:02:00,5872500,25383652,4.324,4.327,4.322460962111537,9038.0,True
510300.SH,2022-07-26 14:53:00,8391900,36095744,4.299,4.3,4.301260024547481,10574.0,True
510300.SH,2023-07-20 14:10:00,8404900,32855602,3.906,3.908,3.9091008816285737,9252.800000000745,True
510300.SH,2025-04-11 11:03:00,13163500,50034144,3.802,3.804,3.8009757283397274,13483.0,True
510300.SH,2025-11-14 10:29:00,3127300,14977361,4.787,4.788,4.789230646244365,3848.5999999996275,True
510300.SH,2026-01-05 11:20:00,5464900,26396056,4.828,4.829,4.830107778733371,6053.900000002235,True
510300.SH,2026-03-09 14:44:00,3062900,14177088,4.625,4.627,4.628648666296647,5049.700000001118,True
510300.SH,2026-03-09 14:47:00,9245100,42785210,4.624,4.626,4.627879633535603,17377.39999999851,True
510300.SH,2026-04-23 13:15:00,4093800,19609732,4.787,4.789,4.790105036885046,4523.800000000745,True
510300.SH,2026-04-28 14:52:00,4346800,20725012,4.769,4.77,4.767877979203092,4877.199999999255,True
510300.SH,2026-05-06 10:21:00,13865100,68032120,4.908,4.91,4.906716864645765,17790.80000001192,True
510300.SH,2026-05-18 14:45:00,6014000,29046208,4.831,4.833,4.829765214499501,7426.000000003725,True
510300.SH,2026-05-26 13:57:00,604700,2978864,4.923,4.925,4.926184885066975,716.5,True
510300.SH,2026-07-14 09:43:00,20141400,95190510,4.72,4.725,4.726111888945158,22395.0,True
510300.SH,2026-07-28 14:58:00,100,462,4.624,4.624,4.62,0.39999999999997726,False
510300.SH,2026-07-30 14:17:00,1711400,7917276,4.623,4.625,4.626198434030618,2051.0,True
510300.SH,2026-07-31 14:55:00,13982200,65067064,4.651,4.652,4.653564102930869,21869.60000000149,True
510300.SH,2026-08-13 13:48:00,3727900,17788468,4.773,4.774,4.771712760535422,4798.699999999255,True
510300.SH,2026-08-21 10:41:00,1821100,8512095,4.672,4.673,4.674150238866619,2094.699999999255,True
510300.SH,2026-08-25 11:20:00,2827800,13005038,4.6,4.602,4.59899497842846,2841.9999999981374,True
510300.SH,2026-09-03 11:21:00,813800,3773740,4.639,4.64,4.637183583189973,1478.2000000001863,True
