fit_index,fit_origin,holding_age,cycles,status,failure
1157,2017-03-01,21,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,20,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,19,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,18,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,17,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,16,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,15,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,14,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,13,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,12,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,11,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,10,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,9,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,8,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,7,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,6,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,5,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,4,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,3,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,2,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1157,2017-03-01,1,10,FIT_COMPLETE,
1180,2017-04-05,59,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,58,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,57,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,56,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,55,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,54,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,53,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,52,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,51,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,50,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,49,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,48,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,47,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,46,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,45,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,44,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,43,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,42,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,41,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,40,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,39,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,38,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,37,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,36,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,35,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,34,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,33,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,32,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,31,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,30,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,29,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,28,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,27,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,26,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,25,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,24,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,23,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,22,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,21,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,20,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,19,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,18,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,17,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,16,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,15,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,14,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,13,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,12,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,11,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,10,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,9,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,8,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,7,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,6,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,5,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,4,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,3,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,2,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1180,2017-04-05,1,10,FIT_COMPLETE,
1198,2017-05-02,59,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,58,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,57,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,56,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,55,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,54,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,53,6,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,52,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,51,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,50,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,49,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,48,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,47,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,46,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,45,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,44,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,43,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,42,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,41,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,40,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,39,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,38,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,37,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,36,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,35,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,34,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,33,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,32,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,31,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,30,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,29,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,28,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,27,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,26,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,25,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,24,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,23,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,22,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,21,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,20,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,19,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,18,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,17,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,16,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,15,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,14,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,13,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,12,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,11,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,10,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,9,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,8,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,7,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,6,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,5,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,4,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,3,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,2,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1198,2017-05-02,1,10,FIT_COMPLETE,
1218,2017-06-01,59,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,58,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,57,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,56,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,55,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,54,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,53,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,52,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,51,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,50,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,49,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,48,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,47,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,46,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,45,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,44,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,43,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,42,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,41,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,40,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,39,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,38,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,37,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,36,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,35,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,34,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,33,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,32,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,31,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,30,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,29,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,28,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,27,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,26,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,25,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,24,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,23,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,22,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,21,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,20,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,19,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,18,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,17,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,16,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,15,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,14,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,13,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,12,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,11,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,10,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,9,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,8,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,7,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1218,2017-06-01,6,10,FIT_COMPLETE,
1218,2017-06-01,5,10,FIT_COMPLETE,
1218,2017-06-01,4,10,FIT_COMPLETE,
1218,2017-06-01,3,10,FIT_COMPLETE,
1218,2017-06-01,2,10,FIT_COMPLETE,
1218,2017-06-01,1,11,FIT_COMPLETE,
1240,2017-07-03,59,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,58,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,57,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,56,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,55,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,54,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,53,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,52,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,51,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,50,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,49,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,48,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,47,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,46,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,45,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,44,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,43,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,42,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,41,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,40,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,39,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,38,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,37,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,36,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,35,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,34,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,33,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,32,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,31,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,30,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,29,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,28,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,27,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,26,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,25,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,24,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,23,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,22,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,21,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,20,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,19,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,18,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,17,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,16,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,15,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,14,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,13,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,12,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,11,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,10,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,9,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,8,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,7,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1240,2017-07-03,6,10,FIT_COMPLETE,
1240,2017-07-03,5,10,FIT_COMPLETE,
1240,2017-07-03,4,10,FIT_COMPLETE,
1240,2017-07-03,3,10,FIT_COMPLETE,
1240,2017-07-03,2,10,FIT_COMPLETE,
1240,2017-07-03,1,11,FIT_COMPLETE,
1261,2017-08-01,59,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,58,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,57,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,56,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,55,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,54,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,53,7,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,52,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,51,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,50,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,49,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,48,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,47,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,46,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,45,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,44,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,43,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,42,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,41,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,40,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,39,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,38,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,37,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,36,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,35,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,34,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,33,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,32,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,31,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,30,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,29,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,28,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,27,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,26,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,25,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,24,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,23,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,22,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,21,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,20,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,19,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,18,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,17,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,16,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,15,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,14,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,13,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,12,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,11,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,10,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,9,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,8,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,7,9,NO_VIEW_MINIMUM_AGE_CYCLES,
1261,2017-08-01,6,10,FIT_COMPLETE,
1261,2017-08-01,5,10,FIT_COMPLETE,
1261,2017-08-01,4,10,FIT_COMPLETE,
1261,2017-08-01,3,10,FIT_COMPLETE,
1261,2017-08-01,2,10,FIT_COMPLETE,
1261,2017-08-01,1,11,FIT_COMPLETE,
1284,2017-09-01,59,8,NO_VIEW_MINIMUM_AGE_CYCLES,
1284,2017-09-01,58,8,NO_VIEW_MINIMUM_AGE_CYCLES,
