fit_index,holding_age,cycles,maximum_gradient
1322,18,10,1.457167719820518e-16
1322,17,10,1.0755285551056204e-16
1322,16,10,2.914335439641036e-16
1322,15,10,1.6653345369377348e-16
1322,14,10,2.914335439641036e-16
1322,13,10,2.0122792321330962e-16
1322,12,10,2.498001805406602e-16
1322,11,10,3.3306690738754696e-16
1322,10,10,2.7755575615628914e-16
1322,9,10,2.2898349882893854e-16
1322,8,10,2.3592239273284576e-16
1322,7,10,3.191891195797325e-16
1322,6,11,2.498001805406602e-16
1322,5,11,2.2898349882893854e-16
1322,4,11,2.5673907444456745e-16
1322,3,11,2.983724378680108e-16
1322,2,11,3.608224830031759e-16
1322,1,12,3.400058012914542e-16
1344,52,10,2.42861286636753e-17
1344,51,10,6.245004513516506e-17
1344,50,10,3.903127820947816e-17
1344,49,10,3.642919299551295e-17
1344,48,10,6.245004513516506e-17
1344,47,10,3.469446951953614e-17
1344,46,10,5.204170427930421e-17
1344,45,10,5.898059818321144e-17
1344,44,10,9.020562075079397e-17
1344,43,10,1.457167719820518e-16
1344,42,10,4.336808689942018e-17
1344,41,10,1.0495077029659683e-16
1344,40,10,7.979727989493313e-17
1344,39,10,9.020562075079397e-17
1344,38,10,1.196959198423997e-16
1344,37,10,6.938893903907228e-17
1344,36,10,5.898059818321144e-17
1344,35,10,8.500145032286355e-17
1344,34,10,1.1796119636642288e-16
1344,33,10,1.5005358067199381e-16
1344,32,10,1.249000902703301e-16
1344,31,10,1.457167719820518e-16
1344,30,10,1.942890293094024e-16
1344,29,10,1.7520707107365752e-16
1344,28,10,1.5092094240998222e-16
1344,27,10,1.0755285551056204e-16
1344,26,10,2.0296264668928643e-16
1344,25,11,1.5265566588595902e-16
1344,24,11,3.469446951953614e-16
1344,23,11,2.498001805406602e-16
1344,22,11,1.5439038936193583e-16
1344,21,11,3.191891195797325e-16
1344,20,11,2.914335439641036e-16
1344,19,11,1.5265566588595902e-16
1344,18,11,5.967448757360216e-16
1344,17,11,1.2750217548429532e-16
1344,16,11,2.0816681711721685e-16
1344,15,11,2.914335439641036e-16
1344,14,11,2.0816681711721685e-16
1344,13,11,2.2898349882893854e-16
1344,12,11,3.400058012914542e-16
1344,11,11,3.8163916471489756e-16
1344,10,11,2.220446049250313e-16
1344,9,11,3.677613769070831e-16
1344,8,11,4.996003610813204e-16
1344,7,11,2.914335439641036e-16
1344,6,12,1.5395670849294163e-16
1344,5,12,4.440892098500626e-16
1344,4,12,4.718447854656915e-16
1344,3,12,2.3592239273284576e-16
1344,2,12,3.3306690738754696e-16
1344,1,13,5.828670879282072e-16
1365,52,10,2.42861286636753e-17
1365,51,10,6.245004513516506e-17
1365,50,10,3.903127820947816e-17
1365,49,10,3.642919299551295e-17
1365,48,10,6.245004513516506e-17
1365,47,10,3.469446951953614e-17
1365,46,10,5.204170427930421e-17
1365,45,10,5.898059818321144e-17
1365,44,10,9.020562075079397e-17
1365,43,10,1.457167719820518e-16
1365,42,10,4.336808689942018e-17
1365,41,10,1.0495077029659683e-16
1365,40,10,7.979727989493313e-17
1365,39,10,9.020562075079397e-17
1365,38,10,1.196959198423997e-16
1365,37,10,6.938893903907228e-17
1365,36,10,5.898059818321144e-17
1365,35,10,8.500145032286355e-17
1365,34,10,1.1796119636642288e-16
1365,33,10,1.5005358067199381e-16
1365,32,10,1.249000902703301e-16
1365,31,10,1.457167719820518e-16
1365,30,10,1.942890293094024e-16
1365,29,10,1.7520707107365752e-16
1365,28,10,1.5092094240998222e-16
1365,27,10,1.0755285551056204e-16
1365,26,10,2.0296264668928643e-16
1365,25,11,1.5265566588595902e-16
1365,24,11,3.469446951953614e-16
1365,23,11,2.498001805406602e-16
1365,22,11,1.5439038936193583e-16
1365,21,11,3.191891195797325e-16
1365,20,11,2.914335439641036e-16
1365,19,11,1.5265566588595902e-16
1365,18,11,5.967448757360216e-16
1365,17,11,1.2750217548429532e-16
1365,16,11,2.0816681711721685e-16
1365,15,11,2.914335439641036e-16
1365,14,11,2.0816681711721685e-16
1365,13,11,2.2898349882893854e-16
1365,12,11,3.400058012914542e-16
1365,11,11,3.8163916471489756e-16
1365,10,11,2.220446049250313e-16
1365,9,11,3.677613769070831e-16
1365,8,11,4.996003610813204e-16
1365,7,11,2.914335439641036e-16
1365,6,12,1.5395670849294163e-16
1365,5,12,4.440892098500626e-16
1365,4,12,4.718447854656915e-16
1365,3,12,2.3592239273284576e-16
1365,2,12,3.3306690738754696e-16
1365,1,13,5.828670879282072e-16
1387,52,10,2.42861286636753e-17
1387,51,10,6.245004513516506e-17
1387,50,10,3.903127820947816e-17
1387,49,10,3.642919299551295e-17
1387,48,10,6.245004513516506e-17
1387,47,10,3.469446951953614e-17
1387,46,10,5.204170427930421e-17
1387,45,10,5.898059818321144e-17
1387,44,10,9.020562075079397e-17
1387,43,10,1.457167719820518e-16
1387,42,10,4.336808689942018e-17
1387,41,10,1.0495077029659683e-16
1387,40,10,7.979727989493313e-17
1387,39,10,9.020562075079397e-17
1387,38,10,1.196959198423997e-16
1387,37,10,6.938893903907228e-17
1387,36,10,5.898059818321144e-17
1387,35,10,8.500145032286355e-17
1387,34,10,1.1796119636642288e-16
1387,33,10,1.5005358067199381e-16
1387,32,10,1.249000902703301e-16
1387,31,10,1.457167719820518e-16
1387,30,10,1.942890293094024e-16
1387,29,10,1.7520707107365752e-16
1387,28,10,1.5092094240998222e-16
1387,27,10,1.0755285551056204e-16
1387,26,10,2.0296264668928643e-16
1387,25,11,1.5265566588595902e-16
1387,24,11,3.469446951953614e-16
1387,23,11,2.498001805406602e-16
1387,22,11,1.5439038936193583e-16
1387,21,11,3.191891195797325e-16
1387,20,11,2.914335439641036e-16
1387,19,11,1.5265566588595902e-16
1387,18,11,5.967448757360216e-16
1387,17,11,1.2750217548429532e-16
1387,16,11,2.0816681711721685e-16
1387,15,11,2.914335439641036e-16
1387,14,11,2.0816681711721685e-16
1387,13,11,2.2898349882893854e-16
1387,12,11,3.400058012914542e-16
1387,11,11,3.8163916471489756e-16
1387,10,11,2.220446049250313e-16
1387,9,11,3.677613769070831e-16
1387,8,11,4.996003610813204e-16
1387,7,11,2.914335439641036e-16
1387,6,12,1.5395670849294163e-16
1387,5,12,4.440892098500626e-16
1387,4,12,4.718447854656915e-16
1387,3,12,2.3592239273284576e-16
1387,2,12,3.3306690738754696e-16
1387,1,13,5.828670879282072e-16
1402,56,10,2.2551405187698492e-17
1402,55,10,4.336808689942018e-17
1402,54,10,1.5612511283791264e-17
1402,53,10,5.204170427930421e-17
1402,52,11,5.898059818321144e-17
1402,51,11,5.724587470723463e-17
1402,50,11,6.245004513516506e-17
1402,49,11,9.020562075079397e-17
1402,48,11,5.204170427930421e-17
1402,47,11,7.28583859910259e-17
1402,46,11,6.505213034913027e-17
1402,45,11,8.673617379884035e-17
1402,44,11,6.245004513516506e-17
1402,43,11,1.4156969867229474e-16
1402,42,11,1.0408340855860843e-16
1402,41,11,5.898059818321144e-17
1402,40,11,1.0560129160008813e-16
1402,39,11,1.0668549377257364e-16
1402,38,11,7.806255641895632e-17
1402,37,11,1.1449174941446927e-16
1402,36,11,1.249000902703301e-16
1402,35,11,1.7564075194265172e-16
1402,34,11,1.1796119636642288e-16
1402,33,11,1.9081958235744878e-16
1402,32,11,1.214306433183765e-16
1402,31,11,1.8735013540549517e-16
1402,30,11,2.636779683484747e-16
1402,29,11,1.5265566588595902e-16
1402,28,11,1.5178830414797062e-16
1402,27,11,1.8735013540549517e-16
1402,26,11,1.196959198423997e-16
1402,25,12,2.920840652675949e-16
1402,24,12,1.457167719820518e-16
1402,23,12,2.2898349882893854e-16
1402,22,12,2.220446049250313e-16
1402,21,12,9.71445146547012e-17
1402,20,12,3.465110143263672e-16
1402,19,12,1.3791051634015616e-16
1402,18,12,2.1510571102112408e-16
1402,17,12,3.191891195797325e-16
1402,16,12,3.0531133177191805e-16
1402,15,12,1.4137996329210978e-16
1402,14,12,2.7755575615628914e-16
1402,13,12,2.706168622523819e-16
1402,12,12,2.42861286636753e-16
1402,11,12,3.0531133177191805e-16
1402,10,12,2.3592239273284576e-16
1402,9,12,2.914335439641036e-16
1402,8,12,3.7470027081099033e-16
1402,7,12,1.8041124150158794e-16
1402,6,13,3.157196726277789e-16
1402,5,13,2.5673907444456745e-16
1402,4,13,3.191891195797325e-16
1402,3,13,2.498001805406602e-16
1402,2,13,5.134781488891349e-16
1402,1,14,4.0245584642661925e-16
1424,56,10,2.2551405187698492e-17
1424,55,10,4.336808689942018e-17
1424,54,10,1.5612511283791264e-17
1424,53,10,5.204170427930421e-17
1424,52,11,5.898059818321144e-17
1424,51,11,5.724587470723463e-17
1424,50,11,6.245004513516506e-17
1424,49,11,9.020562075079397e-17
1424,48,11,5.204170427930421e-17
1424,47,11,7.28583859910259e-17
1424,46,11,6.505213034913027e-17
1424,45,11,8.673617379884035e-17
1424,44,11,6.245004513516506e-17
1424,43,11,1.4156969867229474e-16
1424,42,11,1.0408340855860843e-16
1424,41,11,5.898059818321144e-17
1424,40,11,1.0560129160008813e-16
1424,39,11,1.0668549377257364e-16
1424,38,11,7.806255641895632e-17
1424,37,11,1.1449174941446927e-16
1424,36,11,1.249000902703301e-16
1424,35,11,1.7564075194265172e-16
1424,34,11,1.1796119636642288e-16
1424,33,11,1.9081958235744878e-16
1424,32,11,1.214306433183765e-16
1424,31,11,1.8735013540549517e-16
1424,30,11,2.636779683484747e-16
1424,29,11,1.5265566588595902e-16
1424,28,11,1.5178830414797062e-16
1424,27,11,1.8735013540549517e-16
1424,26,11,1.196959198423997e-16
1424,25,12,2.920840652675949e-16
1424,24,12,1.457167719820518e-16
1424,23,12,2.2898349882893854e-16
1424,22,12,2.220446049250313e-16
1424,21,12,9.71445146547012e-17
1424,20,12,3.465110143263672e-16
1424,19,12,1.3791051634015616e-16
1424,18,12,2.1510571102112408e-16
1424,17,12,3.191891195797325e-16
1424,16,12,3.0531133177191805e-16
1424,15,12,1.4137996329210978e-16
1424,14,12,2.7755575615628914e-16
1424,13,12,2.706168622523819e-16
1424,12,12,2.42861286636753e-16
1424,11,12,3.0531133177191805e-16
1424,10,12,2.3592239273284576e-16
1424,9,12,2.914335439641036e-16
1424,8,12,3.7470027081099033e-16
1424,7,12,1.8041124150158794e-16
1424,6,13,3.157196726277789e-16
1424,5,13,2.5673907444456745e-16
1424,4,13,3.191891195797325e-16
1424,3,13,2.498001805406602e-16
1424,2,13,5.134781488891349e-16
1424,1,14,4.0245584642661925e-16
1442,56,10,2.2551405187698492e-17
1442,55,10,4.336808689942018e-17
1442,54,10,1.5612511283791264e-17
1442,53,10,5.204170427930421e-17
1442,52,11,5.898059818321144e-17
1442,51,11,5.724587470723463e-17
1442,50,11,6.245004513516506e-17
1442,49,11,9.020562075079397e-17
1442,48,11,5.204170427930421e-17
1442,47,11,7.28583859910259e-17
1442,46,11,6.505213034913027e-17
1442,45,11,8.673617379884035e-17
1442,44,11,6.245004513516506e-17
1442,43,11,1.4156969867229474e-16
1442,42,11,1.0408340855860843e-16
1442,41,11,5.898059818321144e-17
1442,40,11,1.0560129160008813e-16
1442,39,11,1.0668549377257364e-16
1442,38,11,7.806255641895632e-17
1442,37,11,1.1449174941446927e-16
1442,36,11,1.249000902703301e-16
1442,35,11,1.7564075194265172e-16
1442,34,11,1.1796119636642288e-16
1442,33,11,1.9081958235744878e-16
1442,32,11,1.214306433183765e-16
1442,31,11,1.8735013540549517e-16
1442,30,11,2.636779683484747e-16
1442,29,11,1.5265566588595902e-16
1442,28,11,1.5178830414797062e-16
1442,27,11,1.8735013540549517e-16
1442,26,11,1.196959198423997e-16
1442,25,12,2.920840652675949e-16
1442,24,12,1.457167719820518e-16
1442,23,12,2.2898349882893854e-16
1442,22,12,2.220446049250313e-16
1442,21,12,9.71445146547012e-17
1442,20,12,3.465110143263672e-16
1442,19,12,1.3791051634015616e-16
1442,18,12,2.1510571102112408e-16
1442,17,12,3.191891195797325e-16
1442,16,12,3.0531133177191805e-16
1442,15,12,1.4137996329210978e-16
1442,14,12,2.7755575615628914e-16
1442,13,12,2.706168622523819e-16
1442,12,12,2.42861286636753e-16
1442,11,12,3.0531133177191805e-16
1442,10,12,2.3592239273284576e-16
1442,9,12,2.914335439641036e-16
1442,8,12,3.7470027081099033e-16
1442,7,12,1.8041124150158794e-16
1442,6,13,3.157196726277789e-16
1442,5,13,2.5673907444456745e-16
1442,4,13,3.191891195797325e-16
1442,3,13,2.498001805406602e-16
1442,2,13,5.134781488891349e-16
1442,1,14,4.0245584642661925e-16
1464,56,10,2.2551405187698492e-17
1464,55,10,4.336808689942018e-17
1464,54,10,1.5612511283791264e-17
1464,53,10,5.204170427930421e-17
1464,52,11,5.898059818321144e-17
1464,51,11,5.724587470723463e-17
1464,50,11,6.245004513516506e-17
1464,49,11,9.020562075079397e-17
1464,48,11,5.204170427930421e-17
1464,47,11,7.28583859910259e-17
1464,46,11,6.505213034913027e-17
1464,45,11,8.673617379884035e-17
1464,44,11,6.245004513516506e-17
1464,43,11,1.4156969867229474e-16
1464,42,11,1.0408340855860843e-16
1464,41,11,5.898059818321144e-17
1464,40,11,1.0560129160008813e-16
1464,39,11,1.0668549377257364e-16
1464,38,11,7.806255641895632e-17
1464,37,11,1.1449174941446927e-16
1464,36,11,1.249000902703301e-16
1464,35,11,1.7564075194265172e-16
1464,34,11,1.1796119636642288e-16
1464,33,11,1.9081958235744878e-16
1464,32,11,1.214306433183765e-16
1464,31,11,1.8735013540549517e-16
1464,30,11,2.636779683484747e-16
1464,29,11,1.5265566588595902e-16
1464,28,11,1.5178830414797062e-16
1464,27,11,1.8735013540549517e-16
1464,26,11,1.196959198423997e-16
1464,25,12,2.920840652675949e-16
1464,24,12,1.457167719820518e-16
1464,23,12,2.2898349882893854e-16
1464,22,12,2.220446049250313e-16
1464,21,12,9.71445146547012e-17
1464,20,12,3.465110143263672e-16
1464,19,12,1.3791051634015616e-16
1464,18,12,2.1510571102112408e-16
1464,17,12,3.191891195797325e-16
1464,16,12,3.0531133177191805e-16
1464,15,12,1.4137996329210978e-16
1464,14,12,2.7755575615628914e-16
1464,13,12,2.706168622523819e-16
1464,12,12,2.42861286636753e-16
1464,11,12,3.0531133177191805e-16
1464,10,12,2.3592239273284576e-16
1464,9,12,2.914335439641036e-16
1464,8,12,3.7470027081099033e-16
1464,7,12,1.8041124150158794e-16
1464,6,13,3.157196726277789e-16
1464,5,13,2.5673907444456745e-16
1464,4,13,3.191891195797325e-16
1464,3,13,2.498001805406602e-16
1464,2,13,5.134781488891349e-16
1464,1,14,4.0245584642661925e-16
1484,56,10,2.2551405187698492e-17
1484,55,10,4.336808689942018e-17
1484,54,10,1.5612511283791264e-17
1484,53,10,5.204170427930421e-17
1484,52,11,5.898059818321144e-17
1484,51,11,5.724587470723463e-17
1484,50,11,6.245004513516506e-17
1484,49,11,9.020562075079397e-17
1484,48,11,5.204170427930421e-17
1484,47,11,7.28583859910259e-17
1484,46,11,6.505213034913027e-17
1484,45,11,8.673617379884035e-17
1484,44,11,6.245004513516506e-17
1484,43,11,1.4156969867229474e-16
1484,42,11,1.0408340855860843e-16
1484,41,11,5.898059818321144e-17
1484,40,11,1.0560129160008813e-16
1484,39,11,1.0668549377257364e-16
1484,38,11,7.806255641895632e-17
1484,37,11,1.1449174941446927e-16
1484,36,11,1.249000902703301e-16
1484,35,11,1.7564075194265172e-16
1484,34,11,1.1796119636642288e-16
1484,33,11,1.9081958235744878e-16
1484,32,11,1.214306433183765e-16
1484,31,11,1.8735013540549517e-16
1484,30,11,2.636779683484747e-16
1484,29,11,1.5265566588595902e-16
1484,28,11,1.5178830414797062e-16
1484,27,11,1.8735013540549517e-16
1484,26,11,1.196959198423997e-16
1484,25,12,2.920840652675949e-16
1484,24,12,1.457167719820518e-16
1484,23,12,2.2898349882893854e-16
1484,22,12,2.220446049250313e-16
1484,21,12,9.71445146547012e-17
1484,20,12,3.465110143263672e-16
1484,19,12,1.3791051634015616e-16
1484,18,12,2.1510571102112408e-16
1484,17,12,3.191891195797325e-16
1484,16,12,3.0531133177191805e-16
1484,15,12,1.4137996329210978e-16
1484,14,12,2.7755575615628914e-16
1484,13,12,2.706168622523819e-16
1484,12,12,2.42861286636753e-16
1484,11,12,3.0531133177191805e-16
1484,10,12,2.3592239273284576e-16
1484,9,12,2.914335439641036e-16
1484,8,12,3.7470027081099033e-16
1484,7,12,1.8041124150158794e-16
1484,6,13,3.157196726277789e-16
1484,5,13,2.5673907444456745e-16
1484,4,13,3.191891195797325e-16
1484,3,13,2.498001805406602e-16
1484,2,13,5.134781488891349e-16
1484,1,14,4.0245584642661925e-16
1506,56,10,2.2551405187698492e-17
1506,55,10,4.336808689942018e-17
1506,54,10,1.5612511283791264e-17
1506,53,10,5.204170427930421e-17
1506,52,11,5.898059818321144e-17
1506,51,11,5.724587470723463e-17
1506,50,11,6.245004513516506e-17
1506,49,11,9.020562075079397e-17
1506,48,11,5.204170427930421e-17
1506,47,11,7.28583859910259e-17
1506,46,11,6.505213034913027e-17
1506,45,11,8.673617379884035e-17
1506,44,11,6.245004513516506e-17
1506,43,11,1.4156969867229474e-16
1506,42,11,1.0408340855860843e-16
1506,41,11,5.898059818321144e-17
1506,40,11,1.0560129160008813e-16
1506,39,11,1.0668549377257364e-16
1506,38,11,7.806255641895632e-17
1506,37,11,1.1449174941446927e-16
1506,36,11,1.249000902703301e-16
1506,35,11,1.7564075194265172e-16
1506,34,11,1.1796119636642288e-16
1506,33,11,1.9081958235744878e-16
1506,32,11,1.214306433183765e-16
1506,31,11,1.8735013540549517e-16
1506,30,11,2.636779683484747e-16
1506,29,11,1.5265566588595902e-16
1506,28,11,1.5178830414797062e-16
1506,27,11,1.8735013540549517e-16
1506,26,11,1.196959198423997e-16
1506,25,12,2.920840652675949e-16
1506,24,12,1.457167719820518e-16
1506,23,12,2.2898349882893854e-16
1506,22,12,2.220446049250313e-16
1506,21,12,9.71445146547012e-17
1506,20,12,3.465110143263672e-16
1506,19,12,1.3791051634015616e-16
1506,18,12,2.1510571102112408e-16
1506,17,12,3.191891195797325e-16
1506,16,12,3.0531133177191805e-16
1506,15,12,1.4137996329210978e-16
1506,14,12,2.7755575615628914e-16
1506,13,12,2.706168622523819e-16
1506,12,12,2.42861286636753e-16
1506,11,12,3.0531133177191805e-16
1506,10,12,2.3592239273284576e-16
1506,9,12,2.914335439641036e-16
1506,8,12,3.7470027081099033e-16
1506,7,12,1.8041124150158794e-16
1506,6,13,3.157196726277789e-16
1506,5,13,2.5673907444456745e-16
1506,4,13,3.191891195797325e-16
1506,3,13,2.498001805406602e-16
1506,2,13,5.134781488891349e-16
1506,1,14,4.0245584642661925e-16
1529,56,10,2.2551405187698492e-17
1529,55,10,4.336808689942018e-17
1529,54,10,1.5612511283791264e-17
1529,53,10,5.204170427930421e-17
1529,52,11,5.898059818321144e-17
1529,51,11,5.724587470723463e-17
1529,50,11,6.245004513516506e-17
1529,49,11,9.020562075079397e-17
1529,48,11,5.204170427930421e-17
1529,47,11,7.28583859910259e-17
1529,46,11,6.505213034913027e-17
1529,45,11,8.673617379884035e-17
1529,44,11,6.245004513516506e-17
1529,43,11,1.4156969867229474e-16
1529,42,11,1.0408340855860843e-16
1529,41,11,5.898059818321144e-17
1529,40,11,1.0560129160008813e-16
1529,39,11,1.0668549377257364e-16
1529,38,11,7.806255641895632e-17
1529,37,11,1.1449174941446927e-16
1529,36,11,1.249000902703301e-16
1529,35,11,1.7564075194265172e-16
1529,34,11,1.1796119636642288e-16
1529,33,11,1.9081958235744878e-16
1529,32,11,1.214306433183765e-16
1529,31,11,1.8735013540549517e-16
1529,30,11,2.636779683484747e-16
1529,29,11,1.5265566588595902e-16
1529,28,11,1.5178830414797062e-16
1529,27,11,1.8735013540549517e-16
1529,26,11,1.196959198423997e-16
1529,25,12,2.920840652675949e-16
1529,24,12,1.457167719820518e-16
1529,23,12,2.2898349882893854e-16
1529,22,12,2.220446049250313e-16
1529,21,12,9.71445146547012e-17
1529,20,12,3.465110143263672e-16
1529,19,12,1.3791051634015616e-16
1529,18,12,2.1510571102112408e-16
1529,17,12,3.191891195797325e-16
1529,16,12,3.0531133177191805e-16
1529,15,12,1.4137996329210978e-16
1529,14,12,2.7755575615628914e-16
1529,13,12,2.706168622523819e-16
1529,12,12,2.42861286636753e-16
1529,11,12,3.0531133177191805e-16
1529,10,12,2.3592239273284576e-16
1529,9,12,2.914335439641036e-16
1529,8,12,3.7470027081099033e-16
1529,7,12,1.8041124150158794e-16
1529,6,13,3.157196726277789e-16
1529,5,13,2.5673907444456745e-16
1529,4,13,3.191891195797325e-16
1529,3,13,2.498001805406602e-16
1529,2,13,5.134781488891349e-16
1529,1,14,4.0245584642661925e-16
1548,56,10,2.2551405187698492e-17
1548,55,10,4.336808689942018e-17
1548,54,10,1.5612511283791264e-17
1548,53,10,5.204170427930421e-17
1548,52,11,5.898059818321144e-17
1548,51,11,5.724587470723463e-17
1548,50,11,6.245004513516506e-17
1548,49,11,9.020562075079397e-17
1548,48,11,5.204170427930421e-17
1548,47,11,7.28583859910259e-17
1548,46,11,6.505213034913027e-17
1548,45,11,8.673617379884035e-17
1548,44,11,6.245004513516506e-17
1548,43,11,1.4156969867229474e-16
1548,42,11,1.0408340855860843e-16
1548,41,11,5.898059818321144e-17
1548,40,11,1.0560129160008813e-16
1548,39,11,1.0668549377257364e-16
1548,38,11,7.806255641895632e-17
1548,37,11,1.1449174941446927e-16
1548,36,11,1.249000902703301e-16
1548,35,11,1.7564075194265172e-16
1548,34,11,1.1796119636642288e-16
1548,33,11,1.9081958235744878e-16
1548,32,11,1.214306433183765e-16
1548,31,11,1.8735013540549517e-16
1548,30,11,2.636779683484747e-16
1548,29,11,1.5265566588595902e-16
1548,28,11,1.5178830414797062e-16
1548,27,11,1.8735013540549517e-16
1548,26,11,1.196959198423997e-16
1548,25,12,2.920840652675949e-16
1548,24,12,1.457167719820518e-16
1548,23,12,2.2898349882893854e-16
1548,22,12,2.220446049250313e-16
1548,21,12,9.71445146547012e-17
1548,20,12,3.465110143263672e-16
1548,19,12,1.3791051634015616e-16
1548,18,12,2.1510571102112408e-16
1548,17,12,3.191891195797325e-16
1548,16,12,3.0531133177191805e-16
1548,15,12,1.4137996329210978e-16
1548,14,12,2.7755575615628914e-16
1548,13,12,2.706168622523819e-16
1548,12,12,2.42861286636753e-16
1548,11,12,3.0531133177191805e-16
1548,10,12,2.3592239273284576e-16
1548,9,12,2.914335439641036e-16
1548,8,12,3.7470027081099033e-16
1548,7,12,1.8041124150158794e-16
1548,6,13,3.157196726277789e-16
1548,5,13,2.5673907444456745e-16
1548,4,13,3.191891195797325e-16
1548,3,13,2.498001805406602e-16
1548,2,13,5.134781488891349e-16
1548,1,14,4.0245584642661925e-16
1566,56,10,2.2551405187698492e-17
1566,55,10,4.336808689942018e-17
1566,54,10,1.5612511283791264e-17
1566,53,10,5.204170427930421e-17
1566,52,11,5.898059818321144e-17
1566,51,11,5.724587470723463e-17
1566,50,11,6.245004513516506e-17
1566,49,11,9.020562075079397e-17
1566,48,11,5.204170427930421e-17
1566,47,11,7.28583859910259e-17
1566,46,11,6.505213034913027e-17
1566,45,11,8.673617379884035e-17
1566,44,11,6.245004513516506e-17
1566,43,11,1.4156969867229474e-16
1566,42,11,1.0408340855860843e-16
1566,41,11,5.898059818321144e-17
1566,40,11,1.0560129160008813e-16
1566,39,11,1.0668549377257364e-16
1566,38,11,7.806255641895632e-17
1566,37,11,1.1449174941446927e-16
1566,36,11,1.249000902703301e-16
1566,35,11,1.7564075194265172e-16
1566,34,11,1.1796119636642288e-16
1566,33,11,1.9081958235744878e-16
1566,32,11,1.214306433183765e-16
1566,31,11,1.8735013540549517e-16
1566,30,11,2.636779683484747e-16
1566,29,11,1.5265566588595902e-16
1566,28,11,1.5178830414797062e-16
1566,27,11,1.8735013540549517e-16
1566,26,11,1.196959198423997e-16
1566,25,12,2.920840652675949e-16
1566,24,12,1.457167719820518e-16
1566,23,12,2.2898349882893854e-16
1566,22,12,2.220446049250313e-16
1566,21,12,9.71445146547012e-17
1566,20,12,3.465110143263672e-16
1566,19,12,1.3791051634015616e-16
1566,18,12,2.1510571102112408e-16
1566,17,12,3.191891195797325e-16
1566,16,12,3.0531133177191805e-16
1566,15,12,1.4137996329210978e-16
1566,14,12,2.7755575615628914e-16
1566,13,12,2.706168622523819e-16
1566,12,12,2.42861286636753e-16
1566,11,12,3.0531133177191805e-16
1566,10,12,2.3592239273284576e-16
1566,9,12,2.914335439641036e-16
1566,8,12,3.7470027081099033e-16
1566,7,13,3.885780586188048e-16
1566,6,14,3.2612801348363973e-16
1566,5,14,2.220446049250313e-16
1566,4,14,2.8449465006019636e-16
1566,3,14,2.0122792321330962e-16
1566,2,14,4.0245584642661925e-16
1566,1,15,3.885780586188048e-16
