first_fit_index,first_fit_origin,feature,factor_chinese,knot_number,standardized_value,curve_prediction,weighted_contribution
1157,2017-03-01,sma120,一百二十日均线偏离,21,1.033454927821937,0.009022423730428369,0.001127802966303546
1157,2017-03-01,sma120,一百二十日均线偏离,22,1.1730741685561412,0.009022423730428369,0.001127802966303546
1157,2017-03-01,sma120,一百二十日均线偏离,23,1.1941954202154264,-0.01340562398764396,-0.001675702998455495
1157,2017-03-01,sma120,一百二十日均线偏离,24,1.3145258672586433,-0.01340562398764396,-0.001675702998455495
1157,2017-03-01,sma120,一百二十日均线偏离,25,1.3175239542587662,-0.050462802232215824,-0.006307850279026978
1157,2017-03-01,sma120,一百二十日均线偏离,26,1.867703082790918,-0.050462802232215824,-0.006307850279026978
1157,2017-03-01,sma120,一百二十日均线偏离,27,1.8689604954475232,-0.08565935810538201,-0.010707419763172752
1157,2017-03-01,sma120,一百二十日均线偏离,28,1.9157103491208936,-0.08565935810538201,-0.010707419763172752
1157,2017-03-01,sma120,一百二十日均线偏离,29,2.0252223693865266,-0.0872930422919509,-0.010911630286493862
1157,2017-03-01,vol20,二十日波动,1,-1.4636916565466882,0.054638110951781886,0.006829763868972736
1157,2017-03-01,vol20,二十日波动,2,0.01758726544570605,0.054638110951781886,0.006829763868972736
1157,2017-03-01,vol20,二十日波动,3,0.04894048705592579,0.02413233596369494,0.0030165419954618676
1157,2017-03-01,vol20,二十日波动,4,0.2338037517511962,0.02413233596369494,0.0030165419954618676
1157,2017-03-01,vol20,二十日波动,5,0.2616328098092693,0.009401137109118772,0.0011751421386398465
1157,2017-03-01,vol20,二十日波动,6,0.26204605697577155,0.0024671827423034497,0.0003083978427879312
1157,2017-03-01,vol20,二十日波动,7,0.3195391555109677,0.0024671827423034497,0.0003083978427879312
1157,2017-03-01,vol20,二十日波动,8,0.3202937693157135,-0.011271997902464644,-0.0014089997378080804
1157,2017-03-01,vol20,二十日波动,9,0.32139500974656476,-0.011790094339622623,-0.0014737617924528278
1157,2017-03-01,vol20,二十日波动,10,0.3260488452263902,-0.014641586916041041,-0.0018301983645051302
1157,2017-03-01,vol20,二十日波动,11,0.3737009336023358,-0.014641586916041041,-0.0018301983645051302
1157,2017-03-01,vol20,二十日波动,12,0.37896209013165244,-0.017875563453929336,-0.002234445431741167
1157,2017-03-01,vol20,二十日波动,13,1.0423093966731043,-0.017875563453929336,-0.002234445431741167
1157,2017-03-01,vol20,二十日波动,14,1.0515420977640408,-0.02047184580107429,-0.002558980725134286
1157,2017-03-01,vol20,二十日波动,15,1.758276541229142,-0.02047184580107429,-0.002558980725134286
1157,2017-03-01,vol20,二十日波动,16,1.7635098604766815,-0.028983869115958658,-0.0036229836394948323
1157,2017-03-01,vol20,二十日波动,17,1.8422946968373461,-0.057902161632736614,-0.007237770204092077
1157,2017-03-01,vol20,二十日波动,18,1.945864235870039,-0.057902161632736614,-0.007237770204092077
1218,2017-06-01,log_holding_days,持仓时间对数,1,-1.8486874412377057,0.024335899784138883,0.0030419874730173604
1218,2017-06-01,log_holding_days,持仓时间对数,2,0.2857162835667084,0.024335899784138883,0.0030419874730173604
1218,2017-06-01,log_holding_days,持仓时间对数,3,0.32794369679927526,0.019930637987619616,0.002491329748452452
1218,2017-06-01,log_holding_days,持仓时间对数,4,0.6680625662613601,0.019930637987619616,0.002491329748452452
1218,2017-06-01,log_holding_days,持仓时间对数,5,0.6959947913184356,0.01950371167704485,0.0024379639596306063
1218,2017-06-01,log_holding_days,持仓时间对数,6,0.7749772534249145,0.01950371167704485,0.0024379639596306063
1218,2017-06-01,log_holding_days,持仓时间对数,7,0.799848006140701,0.01778811027846667,0.0022235137848083337
1218,2017-06-01,log_holding_days,持仓时间对数,8,0.8240554590909521,0.01778811027846667,0.0022235137848083337
1218,2017-06-01,log_holding_days,持仓时间对数,9,0.8476340753768133,0.017021156104195266,0.0021276445130244083
1218,2017-06-01,log_holding_days,持仓时间对数,10,0.8706157000668423,0.014659173359832205,0.0018323966699790256
1218,2017-06-01,log_holding_days,持仓时间对数,11,0.8930298188373272,0.009298927457252498,0.0011623659321565623
1218,2017-06-01,log_holding_days,持仓时间对数,12,0.9149037854414749,0.007010184904373721,0.0008762731130467151
1218,2017-06-01,log_holding_days,持仓时间对数,13,0.9362630224096331,-0.003511171327013025,-0.00043889641587662815
1218,2017-06-01,log_holding_days,持仓时间对数,14,0.9571311986740414,-0.006905229951787236,-0.0008631537439734046
1218,2017-06-01,log_holding_days,持仓时间对数,15,0.9775303872303969,-0.007709736127958926,-0.0009637170159948657
1218,2017-06-01,log_holding_days,持仓时间对数,16,1.0731688338723246,-0.007709736127958926,-0.0009637170159948657
1218,2017-06-01,log_holding_days,持仓时间对数,17,1.091144187373691,-0.009214266165435534,-0.0011517832706794417
1218,2017-06-01,log_holding_days,持仓时间对数,18,1.2386667945860026,-0.009214266165435534,-0.0011517832706794417
1218,2017-06-01,cycle_return,含分红浮盈浮亏,1,-0.9761720065111165,0.03255273838116695,0.004069092297645869
1218,2017-06-01,cycle_return,含分红浮盈浮亏,2,-0.8675026247986174,0.03255273838116695,0.004069092297645869
1218,2017-06-01,cycle_return,含分红浮盈浮亏,3,-0.8639535894116521,0.019672066504270194,0.002459008313033774
1218,2017-06-01,cycle_return,含分红浮盈浮亏,4,0.1982181026393246,0.019672066504270194,0.002459008313033774
1218,2017-06-01,cycle_return,含分红浮盈浮亏,5,0.20851999004087143,0.010720058959662972,0.0013400073699578715
1218,2017-06-01,cycle_return,含分红浮盈浮亏,6,2.3641849257953935,0.010720058959662972,0.0013400073699578715
1218,2017-06-01,cycle_return,含分红浮盈浮亏,7,2.4181954154491065,0.009063836619484655,0.0011329795774355819
1218,2017-06-01,cycle_return,含分红浮盈浮亏,8,2.726162207769433,0.009063836619484655,0.0011329795774355819
1218,2017-06-01,cycle_return,含分红浮盈浮亏,9,2.835526720709212,-0.0073579365203265985,-0.0009197420650408248
1218,2017-06-01,cycle_return,含分红浮盈浮亏,10,2.8765220018201907,-0.0073579365203265985,-0.0009197420650408248
1218,2017-06-01,cycle_return,含分红浮盈浮亏,11,2.8977603364058946,-0.03782522126422409,-0.004728152658028012
1218,2017-06-01,cycle_return,含分红浮盈浮亏,12,3.363799112169859,-0.03782522126422409,-0.004728152658028012
1218,2017-06-01,cycle_return,含分红浮盈浮亏,13,3.384646859209352,-0.05280011616232624,-0.00660001452029078
1218,2017-06-01,cycle_return,含分红浮盈浮亏,14,3.41948792478125,-0.05280011616232624,-0.00660001452029078
1218,2017-06-01,cycle_return,含分红浮盈浮亏,15,3.501792488756047,-0.062384287709190134,-0.007798035963648767
1218,2017-06-01,cycle_return,含分红浮盈浮亏,16,3.505453289679381,-0.08228614540466392,-0.01028576817558299
1218,2017-06-01,cycle_return,含分红浮盈浮亏,17,3.5969733127627412,-0.0872930422919509,-0.010911630286493862
1218,2017-06-01,cycle_drawdown,持仓回撤,1,-2.9964758249934214,-0.010876007614564987,-0.0013595009518206234
1218,2017-06-01,cycle_drawdown,持仓回撤,2,-2.9060321213913074,-0.010876007614564987,-0.0013595009518206234
1218,2017-06-01,cycle_drawdown,持仓回撤,3,-2.896381666917383,0.0023134104095180697,0.0002891763011897587
1218,2017-06-01,cycle_drawdown,持仓回撤,4,-0.1937439977091092,0.0023134104095180697,0.0002891763011897587
1218,2017-06-01,cycle_drawdown,持仓回撤,5,-0.18517406114541182,0.01264510464499224,0.00158063808062403
1218,2017-06-01,cycle_drawdown,持仓回撤,6,0.5913386485251683,0.01264510464499224,0.00158063808062403
1218,2017-06-01,cycle_drawdown,持仓回撤,7,0.6012230393485629,0.014375308905195713,0.0017969136131494642
1218,2017-06-01,cycle_drawdown,持仓回撤,8,0.6322557867390597,0.014375308905195713,0.0017969136131494642
1218,2017-06-01,cycle_drawdown,持仓回撤,9,0.6354176566862118,0.01835232222142578,0.0022940402776782227
1218,2017-06-01,cycle_drawdown,持仓回撤,10,0.8321376465596255,0.01835232222142578,0.0022940402776782227
1218,2017-06-01,cycle_drawdown,持仓回撤,11,0.8359980611725307,0.03728293876075617,0.004660367345094521
1218,2017-06-01,cycle_drawdown,持仓回撤,12,0.9786921671694374,0.03728293876075617,0.004660367345094521
1218,2017-06-01,entry_mode,入场模式,1,0.0,0.015678196546856506,0.0019597745683570633
1218,2017-06-01,mom5,五日涨跌,1,-2.262447208892392,-0.02623879236620882,-0.0032798490457761026
1218,2017-06-01,mom5,五日涨跌,2,-1.5188161463036274,-0.02623879236620882,-0.0032798490457761026
1218,2017-06-01,mom5,五日涨跌,3,-1.4011246136241997,0.009625030086786213,0.0012031287608482767
1218,2017-06-01,mom5,五日涨跌,4,-0.19809303319424257,0.009625030086786213,0.0012031287608482767
1218,2017-06-01,mom5,五日涨跌,5,-0.1950641021684433,0.01629256559565029,0.0020365706994562864
1218,2017-06-01,mom5,五日涨跌,6,0.4394641471657294,0.01629256559565029,0.0020365706994562864
1218,2017-06-01,mom5,五日涨跌,7,0.440523499737107,0.02738208810358797,0.0034227610129484963
1218,2017-06-01,mom5,五日涨跌,8,0.48769502296698686,0.02738208810358797,0.0034227610129484963
1218,2017-06-01,mom5,五日涨跌,9,0.5013124900831437,0.0360630307286136,0.0045078788410767
1218,2017-06-01,mom5,五日涨跌,10,2.3982995136792047,0.0360630307286136,0.0045078788410767
1218,2017-06-01,mom5,五日涨跌,11,2.8706037592350935,0.03716889130495394,0.0046461114131192425
1218,2017-06-01,mom5,五日涨跌,12,3.2291841828283756,0.03716889130495394,0.0046461114131192425
1218,2017-06-01,mom20,二十日涨跌,1,-1.5983418646690497,0.025287893868827776,0.003160986733603472
1218,2017-06-01,mom20,二十日涨跌,2,-0.2849876148462039,0.025287893868827776,0.003160986733603472
1218,2017-06-01,mom20,二十日涨跌,3,-0.2746568977821953,0.013889569543156545,0.0017361961928945681
1218,2017-06-01,mom20,二十日涨跌,4,1.1535884677333226,0.013889569543156545,0.0017361961928945681
1218,2017-06-01,mom20,二十日涨跌,5,1.1733954016756805,-0.008745335703815752,-0.001093166962976969
1218,2017-06-01,mom20,二十日涨跌,6,3.164958106827992,-0.008745335703815752,-0.001093166962976969
1218,2017-06-01,mom20,二十日涨跌,7,3.352671481701023,-0.01719183324396313,-0.0021489791554953914
1218,2017-06-01,mom20,二十日涨跌,8,3.451076660369084,-0.01719183324396313,-0.0021489791554953914
1218,2017-06-01,sma120,一百二十日均线偏离,1,-2.39442168233304,0.17400006226650067,0.021750007783312583
1218,2017-06-01,sma120,一百二十日均线偏离,2,-2.3473234078888945,0.12818759294316667,0.016023449117895834
1218,2017-06-01,sma120,一百二十日均线偏离,3,-2.143965510470057,0.12818759294316667,0.016023449117895834
1218,2017-06-01,sma120,一百二十日均线偏离,4,-2.062719025563178,0.11565733727810651,0.014457167159763314
1218,2017-06-01,sma120,一百二十日均线偏离,5,-1.900432831598388,0.09365875870069605,0.011707344837587006
1218,2017-06-01,sma120,一百二十日均线偏离,6,-1.8490891218763044,0.08422696952271423,0.010528371190339279
1218,2017-06-01,sma120,一百二十日均线偏离,7,-1.8175306810010152,0.08267080103359181,0.010333850129198976
1218,2017-06-01,sma120,一百二十日均线偏离,8,-1.7389497001992835,0.07064461816591536,0.00883057727073942
1218,2017-06-01,sma120,一百二十日均线偏离,9,-1.6514557936294338,0.07064461816591536,0.00883057727073942
1218,2017-06-01,sma120,一百二十日均线偏离,10,-1.645877225185375,0.05575260312863535,0.006969075391079419
1218,2017-06-01,sma120,一百二十日均线偏离,11,-1.6168282958076958,0.05575260312863535,0.006969075391079419
1218,2017-06-01,sma120,一百二十日均线偏离,12,-1.5639399638201812,0.052753266331658305,0.006594158291457288
1218,2017-06-01,sma120,一百二十日均线偏离,13,-1.55145996459961,0.05041737005389555,0.006302171256736944
1218,2017-06-01,sma120,一百二十日均线偏离,14,-1.5262420929970586,0.05041737005389555,0.006302171256736944
1218,2017-06-01,sma120,一百二十日均线偏离,15,-1.5103018061677072,0.03581844542864106,0.004477305678580132
1218,2017-06-01,sma120,一百二十日均线偏离,16,-1.469105783243563,0.03581844542864106,0.004477305678580132
1218,2017-06-01,sma120,一百二十日均线偏离,17,-1.2780837116962651,0.028508094821268724,0.0035635118526585905
1218,2017-06-01,sma120,一百二十日均线偏离,18,0.9196697776945307,0.028508094821268724,0.0035635118526585905
1218,2017-06-01,sma120,一百二十日均线偏离,19,0.946966865202509,0.016634057783330415,0.002079257222916302
1218,2017-06-01,sma120,一百二十日均线偏离,20,1.106527001126278,0.016634057783330415,0.002079257222916302
1218,2017-06-01,sma120,一百二十日均线偏离,21,1.123125924974282,0.009022423730428369,0.001127802966303546
1218,2017-06-01,sma120,一百二十日均线偏离,22,1.2670177871137909,0.009022423730428369,0.001127802966303546
1218,2017-06-01,sma120,一百二十日均线偏离,23,1.2887853903179758,-0.01340562398764396,-0.001675702998455495
1218,2017-06-01,sma120,一百二十日均线偏离,24,1.4127981840137251,-0.01340562398764396,-0.001675702998455495
1218,2017-06-01,sma120,一百二十日均线偏离,25,1.4158880183305098,-0.050462802232215824,-0.006307850279026978
1218,2017-06-01,sma120,一百二十日均线偏离,26,1.982903702547658,-0.050462802232215824,-0.006307850279026978
1218,2017-06-01,sma120,一百二十日均线偏离,27,1.984199594486944,-0.08565935810538201,-0.010707419763172752
1218,2017-06-01,sma120,一百二十日均线偏离,28,2.032380084972614,-0.08565935810538201,-0.010707419763172752
1218,2017-06-01,sma120,一百二十日均线偏离,29,2.1452433869059067,-0.0872930422919509,-0.010911630286493862
1218,2017-06-01,vol20,二十日波动,1,-1.4149006989348942,0.040303789887944835,0.005037973735993104
1218,2017-06-01,vol20,二十日波动,2,0.1349813873786081,0.040303789887944835,0.005037973735993104
1218,2017-06-01,vol20,二十日波动,3,0.1654790245003023,0.02413233596369494,0.0030165419954618676
1218,2017-06-01,vol20,二十日波动,4,0.3452976356113965,0.02413233596369494,0.0030165419954618676
1218,2017-06-01,vol20,二十日波动,5,0.3723672785541501,0.009401137109118772,0.0011751421386398465
1218,2017-06-01,vol20,二十日波动,6,0.3727692487976623,0.0024671827423034497,0.0003083978427879312
1218,2017-06-01,vol20,二十日波动,7,0.4286934430615363,0.0024671827423034497,0.0003083978427879312
1218,2017-06-01,vol20,二十日波动,8,0.4294274645369134,-0.011271997902464644,-0.0014089997378080804
1218,2017-06-01,vol20,二十日波动,9,0.4304986536944861,-0.011790094339622623,-0.0014737617924528278
1218,2017-06-01,vol20,二十日波动,10,0.4350254926730208,-0.014641586916041041,-0.0018301983645051302
1218,2017-06-01,vol20,二十日波动,11,0.4813772238427067,-0.014641586916041041,-0.0018301983645051302
1218,2017-06-01,vol20,二十日波动,12,0.4864948109495841,-0.017875563453929336,-0.002234445431741167
1218,2017-06-01,vol20,二十日波动,13,1.1317403200732845,-0.017875563453929336,-0.002234445431741167
1218,2017-06-01,vol20,二十日波动,14,1.140721073981925,-0.02047184580107429,-0.002558980725134286
1218,2017-06-01,vol20,二十日波动,15,1.8281697472364657,-0.02047184580107429,-0.002558980725134286
1218,2017-06-01,vol20,二十日波动,16,1.8332602567010947,-0.028983869115958658,-0.0036229836394948323
1218,2017-06-01,vol20,二十日波动,17,1.9098951677762752,-0.057902161632736614,-0.007237770204092077
1218,2017-06-01,vol20,二十日波动,18,2.0106384425040833,-0.057902161632736614,-0.007237770204092077
1284,2017-09-01,log_holding_days,持仓时间对数,1,-1.9085949842077314,0.026345145776928702,0.003293143222116088
1284,2017-09-01,log_holding_days,持仓时间对数,2,0.25362933871379084,0.026345145776928702,0.003293143222116088
1284,2017-09-01,log_holding_days,持仓时间对数,3,0.29640715948145324,0.021157007751007154,0.0026446259688758943
1284,2017-09-01,log_holding_days,持仓时间对数,4,0.33728310301049014,0.019312338106872887,0.002414042263359111
1284,2017-09-01,log_holding_days,持仓时间对数,5,0.6409592625766066,0.019312338106872887,0.002414042263359111
1284,2017-09-01,log_holding_days,持仓时间对数,6,0.6692555664622556,0.01855977094971158,0.0023199713687139475
1284,2017-09-01,log_holding_days,持仓时间对数,7,0.6967070771630136,0.0182384295774124,0.00227980369717655
1284,2017-09-01,log_holding_days,持仓时间对数,8,0.7492675148421272,0.0182384295774124,0.00227980369717655
1284,2017-09-01,log_holding_days,持仓时间对数,9,0.774462442037247,0.016049762720131183,0.002006220340016398
1284,2017-09-01,log_holding_days,持仓时间对数,10,0.7989854237753001,0.016049762720131183,0.002006220340016398
1284,2017-09-01,log_holding_days,持仓时间对数,11,0.8228713723620862,0.01539488852335228,0.001924361065419035
1284,2017-09-01,log_holding_days,持仓时间对数,12,0.8461525479464231,0.01217430629053358,0.0015217882863166974
1284,2017-09-01,log_holding_days,持仓时间对数,13,0.868858820531679,0.0067931887395890605,0.0008491485924486326
1284,2017-09-01,log_holding_days,持仓时间对数,14,0.8910179004098755,0.006331546826111535,0.0007914433532639418
1284,2017-09-01,log_holding_days,持仓时间对数,15,0.9126555414779112,-0.0032449570402811093,-0.00040561963003513866
1284,2017-09-01,log_holding_days,持仓时间对数,16,0.9337957211775375,-0.008436773477644485,-0.0010545966847055606
1284,2017-09-01,log_holding_days,持仓时间对数,17,0.9544608002119436,-0.009009069680101213,-0.0011261337100126516
1284,2017-09-01,log_holding_days,持仓时间对数,18,1.0513458333162395,-0.009009069680101213,-0.0011261337100126516
1284,2017-09-01,log_holding_days,持仓时间对数,19,1.069555484143816,-0.010675986073071702,-0.0013344982591339627
1284,2017-09-01,log_holding_days,持仓时间对数,20,1.2190009549272256,-0.010675986073071702,-0.0013344982591339627
1284,2017-09-01,cycle_return,含分红浮盈浮亏,1,-1.0208555889330488,0.03255273838116695,0.004069092297645869
1284,2017-09-01,cycle_return,含分红浮盈浮亏,2,-0.9079754939951674,0.03255273838116695,0.004069092297645869
1284,2017-09-01,cycle_return,含分红浮盈浮亏,3,-0.904288940845556,0.02119024586032216,0.00264878073254027
1284,2017-09-01,cycle_return,含分红浮盈浮亏,4,0.1119290477455453,0.02119024586032216,0.00264878073254027
1284,2017-09-01,cycle_return,含分红浮盈浮亏,5,0.1372250323472838,0.019538403316898642,0.0024423004146123303
1284,2017-09-01,cycle_return,含分红浮盈浮亏,6,0.19903970195699888,0.019538403316898642,0.0024423004146123303
1284,2017-09-01,cycle_return,含分红浮盈浮亏,7,0.20542765322552606,0.006713677683228222,0.0008392097104035277
1284,2017-09-01,cycle_return,含分红浮盈浮亏,8,2.824936399701098,0.006713677683228222,0.0008392097104035277
1284,2017-09-01,cycle_return,含分红浮盈浮亏,9,2.938538560760026,-0.0073579365203265985,-0.0009197420650408248
1284,2017-09-01,cycle_return,含分红浮盈浮亏,10,2.9811223240141067,-0.0073579365203265985,-0.0009197420650408248
1284,2017-09-01,cycle_return,含分红浮盈浮亏,11,3.003183600029271,-0.03782522126422409,-0.004728152658028012
1284,2017-09-01,cycle_return,含分红浮盈浮亏,12,3.487280412065514,-0.03782522126422409,-0.004728152658028012
1284,2017-09-01,cycle_return,含分红浮盈浮亏,13,3.5089359660768995,-0.05280011616232624,-0.00660001452029078
1284,2017-09-01,cycle_return,含分红浮盈浮亏,14,3.5451270506999606,-0.05280011616232624,-0.00660001452029078
