first_fit_index,first_fit_origin,source_input_identity,feature,factor_chinese,mean,scale,weighted_covariance,direction,direction_chinese,constant_reason_chinese,weight,weighted_mse,original_support_points,saved_knots
1218,2017-06-01,fbcca519197c7b326baa14fc1080d07816a58f3f0b85313dda7ada91ffd4a582,cycle_drawdown,持仓回撤,-0.01884990529950695,0.019260300564195212,0.006529757973681319,1,不下降,按成熟协方差方向拟合,0.125,0.008569532167432304,353,12
1218,2017-06-01,fbcca519197c7b326baa14fc1080d07816a58f3f0b85313dda7ada91ffd4a582,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.008772573805660959,1,1
1218,2017-06-01,fbcca519197c7b326baa14fc1080d07816a58f3f0b85313dda7ada91ffd4a582,mom5,五日涨跌,0.0009775255752508109,0.04598855844173999,0.010110549197834117,1,不下降,按成熟协方差方向拟合,0.125,0.008489831580104438,497,12
1218,2017-06-01,fbcca519197c7b326baa14fc1080d07816a58f3f0b85313dda7ada91ffd4a582,mom20,二十日涨跌,0.033069529984418804,0.07015135777363184,-0.001619172601862442,-1,不上升,按成熟协方差方向拟合,0.125,0.008656825473902978,497,8
1218,2017-06-01,fbcca519197c7b326baa14fc1080d07816a58f3f0b85313dda7ada91ffd4a582,sma120,一百二十日均线偏离,0.1002087790822308,0.14305289416462635,-0.004940810225035589,-1,不上升,按成熟协方差方向拟合,0.125,0.007833213968200036,497,29
1218,2017-06-01,fbcca519197c7b326baa14fc1080d07816a58f3f0b85313dda7ada91ffd4a582,vol20,二十日波动,0.23782635816521894,0.12583680944702452,-0.0135612993137334,-1,不上升,按成熟协方差方向拟合,0.125,0.007842195304354982,497,18
1284,2017-09-01,06f6f6f27301d209875db4912a319c482f9a807a2341fdb2918592a77b7a9968,log_holding_days,持仓时间对数,2.768705657188581,1.087479792099638,-0.003137409756344578,-1,不上升,按成熟协方差方向拟合,0.125,0.007941592568918852,59,20
1284,2017-09-01,06f6f6f27301d209875db4912a319c482f9a807a2341fdb2918592a77b7a9968,cycle_return,含分红浮盈浮亏,0.06353548520068625,0.10330921959978705,-0.004229294513830084,-1,不上升,按成熟协方差方向拟合,0.125,0.007965939355022553,495,17
1284,2017-09-01,06f6f6f27301d209875db4912a319c482f9a807a2341fdb2918592a77b7a9968,cycle_drawdown,持仓回撤,-0.017644083010476635,0.018925482570084213,0.006383781497283785,1,不下降,按成熟协方差方向拟合,0.125,0.007952847792204018,386,12
1284,2017-09-01,06f6f6f27301d209875db4912a319c482f9a807a2341fdb2918592a77b7a9968,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.008143641700917617,1,1
1284,2017-09-01,06f6f6f27301d209875db4912a319c482f9a807a2341fdb2918592a77b7a9968,mom5,五日涨跌,0.0016471682817893157,0.04426292549376218,0.009705562527235983,1,不下降,按成熟协方差方向拟合,0.125,0.007883549979820492,556,12
1284,2017-09-01,06f6f6f27301d209875db4912a319c482f9a807a2341fdb2918592a77b7a9968,mom20,二十日涨跌,0.03320702016506116,0.06742584875926003,-0.001877407659036757,-1,不上升,按成熟协方差方向拟合,0.125,0.008026777727840845,556,8
1284,2017-09-01,06f6f6f27301d209875db4912a319c482f9a807a2341fdb2918592a77b7a9968,sma120,一百二十日均线偏离,0.09626286281554908,0.1377824192066086,-0.005270695646988051,-1,不上升,按成熟协方差方向拟合,0.125,0.007291546017180045,556,29
1284,2017-09-01,06f6f6f27301d209875db4912a319c482f9a807a2341fdb2918592a77b7a9968,vol20,二十日波动,0.22749212793213258,0.1252999022542777,-0.012813428128944601,-1,不上升,按成熟协方差方向拟合,0.125,0.007328466541614998,556,18
1344,2017-12-01,5b1d2f6aeeb86b5b191c1293866b3fa9a56e6cb58a402775445ed88557670ea3,log_holding_days,持仓时间对数,2.801658120877688,1.0742378144917912,-0.0033938669604010024,-1,不上升,按成熟协方差方向拟合,0.125,0.007419540206714875,59,19
1344,2017-12-01,5b1d2f6aeeb86b5b191c1293866b3fa9a56e6cb58a402775445ed88557670ea3,cycle_return,含分红浮盈浮亏,0.0626047146083327,0.09958743007669409,-0.004831790557056908,-1,不上升,按成熟协方差方向拟合,0.125,0.007435701224073638,548,19
1344,2017-12-01,5b1d2f6aeeb86b5b191c1293866b3fa9a56e6cb58a402775445ed88557670ea3,cycle_drawdown,持仓回撤,-0.01652727765209776,0.018611377106140584,0.0075288208118338,1,不下降,按成熟协方差方向拟合,0.125,0.007428622099498216,420,13
1344,2017-12-01,5b1d2f6aeeb86b5b191c1293866b3fa9a56e6cb58a402775445ed88557670ea3,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.00762692562952424,1,1
1344,2017-12-01,5b1d2f6aeeb86b5b191c1293866b3fa9a56e6cb58a402775445ed88557670ea3,mom5,五日涨跌,0.0021983720656263326,0.04266491856209668,0.009493807053809696,1,不下降,按成熟协方差方向拟合,0.125,0.007378480512828623,615,12
1344,2017-12-01,5b1d2f6aeeb86b5b191c1293866b3fa9a56e6cb58a402775445ed88557670ea3,mom20,二十日涨跌,0.032620774771346436,0.0649519457295434,-0.0023580233432327416,-1,不上升,按成熟协方差方向拟合,0.125,0.0075084514607997605,615,8
1344,2017-12-01,5b1d2f6aeeb86b5b191c1293866b3fa9a56e6cb58a402775445ed88557670ea3,sma120,一百二十日均线偏离,0.09490848778144317,0.13248894011019394,-0.005442912328871346,-1,不上升,按成熟协方差方向拟合,0.125,0.006802846639056117,615,29
1344,2017-12-01,5b1d2f6aeeb86b5b191c1293866b3fa9a56e6cb58a402775445ed88557670ea3,vol20,二十日波动,0.21612589190475612,0.12684677158422175,-0.013826886268448309,-1,不上升,按成熟协方差方向拟合,0.125,0.0068170625248074315,615,21
1402,2018-03-01,f8d0d2e52f81f19e127cf30196d2767f2fc4d6abf4d589230c4aabb0c66f6696,log_holding_days,持仓时间对数,2.826534388272901,1.0605299754995186,-0.00543342036138856,-1,不上升,按成熟协方差方向拟合,0.125,0.007238762563456612,59,19
1402,2018-03-01,f8d0d2e52f81f19e127cf30196d2767f2fc4d6abf4d589230c4aabb0c66f6696,cycle_return,含分红浮盈浮亏,0.057870295298786255,0.09778083538729239,-0.0018821846930906054,-1,不上升,按成熟协方差方向拟合,0.125,0.007360882820911132,600,13
1402,2018-03-01,f8d0d2e52f81f19e127cf30196d2767f2fc4d6abf4d589230c4aabb0c66f6696,cycle_drawdown,持仓回撤,-0.017617511704944078,0.019231283211702834,0.008683809796119055,1,不下降,按成熟协方差方向拟合,0.125,0.007278746986508802,465,11
1402,2018-03-01,f8d0d2e52f81f19e127cf30196d2767f2fc4d6abf4d589230c4aabb0c66f6696,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.007483709609043479,1,1
1402,2018-03-01,f8d0d2e52f81f19e127cf30196d2767f2fc4d6abf4d589230c4aabb0c66f6696,mom5,五日涨跌,0.0021490437479977286,0.041537822374907656,0.008690201659691586,1,不下降,按成熟协方差方向拟合,0.125,0.007286440851088592,671,12
1402,2018-03-01,f8d0d2e52f81f19e127cf30196d2767f2fc4d6abf4d589230c4aabb0c66f6696,mom20,二十日涨跌,0.031554642663615316,0.06346520008512066,-0.0021254736660450495,-1,不上升,按成熟协方差方向拟合,0.125,0.007391659669834615,671,11
1402,2018-03-01,f8d0d2e52f81f19e127cf30196d2767f2fc4d6abf4d589230c4aabb0c66f6696,sma120,一百二十日均线偏离,0.09236467220791256,0.1281545045545615,-0.004178161857695926,-1,不上升,按成熟协方差方向拟合,0.125,0.0068210707727186185,671,29
1402,2018-03-01,f8d0d2e52f81f19e127cf30196d2767f2fc4d6abf4d589230c4aabb0c66f6696,vol20,二十日波动,0.21110887739806566,0.12382882508316785,-0.00998785845374474,-1,不上升,按成熟协方差方向拟合,0.125,0.0069251369033265925,671,25
1566,2018-11-01,16be969d53f5685453e8073a0847e9ec8f9c670affc004a942b7e7f893d6cbb3,log_holding_days,持仓时间对数,2.739094980509424,1.081961265106954,-0.00047148518601877347,-1,不上升,按成熟协方差方向拟合,0.125,0.0070320667574904966,59,16
1566,2018-11-01,16be969d53f5685453e8073a0847e9ec8f9c670affc004a942b7e7f893d6cbb3,cycle_return,含分红浮盈浮亏,0.05166252523533914,0.09745127157213883,0.0012201637850707432,1,不下降,按成熟协方差方向拟合,0.125,0.00696566646346714,607,19
1566,2018-11-01,16be969d53f5685453e8073a0847e9ec8f9c670affc004a942b7e7f893d6cbb3,cycle_drawdown,持仓回撤,-0.018792761301475842,0.01995189259140988,0.009655565320196968,1,不下降,按成熟协方差方向拟合,0.125,0.006977733345660452,472,11
1566,2018-11-01,16be969d53f5685453e8073a0847e9ec8f9c670affc004a942b7e7f893d6cbb3,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.00718722488209539,1,1
1566,2018-11-01,16be969d53f5685453e8073a0847e9ec8f9c670affc004a942b7e7f893d6cbb3,mom5,五日涨跌,-0.0017868754067685755,0.04305534746426981,0.01215988573518549,1,不下降,按成熟协方差方向拟合,0.125,0.006885555266848378,678,21
1566,2018-11-01,16be969d53f5685453e8073a0847e9ec8f9c670affc004a942b7e7f893d6cbb3,mom20,二十日涨跌,0.027165440260966987,0.06358201580301936,0.001284773242650317,1,不下降,按成熟协方差方向拟合,0.125,0.0070863130087018365,678,8
1566,2018-11-01,16be969d53f5685453e8073a0847e9ec8f9c670affc004a942b7e7f893d6cbb3,sma120,一百二十日均线偏离,0.07987333967365368,0.13242775388402644,0.0008436944109804352,1,不下降,按成熟协方差方向拟合,0.125,0.006884606563260744,678,14
1566,2018-11-01,16be969d53f5685453e8073a0847e9ec8f9c670affc004a942b7e7f893d6cbb3,vol20,二十日波动,0.21673291407001544,0.12162330667280107,-0.01164755366635578,-1,不上升,按成熟协方差方向拟合,0.125,0.006569176133375826,678,20
1707,2019-06-03,e997051b033a7db24ed3220fd541972a06aba57bf7fc53188694c83f33beae58,log_holding_days,持仓时间对数,2.750048740665604,1.0656676263948208,-0.0020020301734133693,-1,不上升,按成熟协方差方向拟合,0.125,0.006869101308527564,59,18
1707,2019-06-03,e997051b033a7db24ed3220fd541972a06aba57bf7fc53188694c83f33beae58,cycle_return,含分红浮盈浮亏,0.051969994239496387,0.09482262040461319,0.00019193975755031276,1,不下降,按成熟协方差方向拟合,0.125,0.00684794967837879,647,17
1707,2019-06-03,e997051b033a7db24ed3220fd541972a06aba57bf7fc53188694c83f33beae58,cycle_drawdown,持仓回撤,-0.018705073863898972,0.019840188072434577,0.008119933480224589,1,不下降,按成熟协方差方向拟合,0.125,0.006843138966723887,501,11
1707,2019-06-03,e997051b033a7db24ed3220fd541972a06aba57bf7fc53188694c83f33beae58,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.0069975606985341636,1,1
1707,2019-06-03,e997051b033a7db24ed3220fd541972a06aba57bf7fc53188694c83f33beae58,mom5,五日涨跌,-0.0010842869616415301,0.04270508833650604,0.010111797460585055,1,不下降,按成熟协方差方向拟合,0.125,0.006765942436068989,721,18
1707,2019-06-03,e997051b033a7db24ed3220fd541972a06aba57bf7fc53188694c83f33beae58,mom20,二十日涨跌,0.03048118039022853,0.06411246643839055,-0.0012027166015555115,-1,不上升,按成熟协方差方向拟合,0.125,0.006934141401590373,721,11
1707,2019-06-03,e997051b033a7db24ed3220fd541972a06aba57bf7fc53188694c83f33beae58,sma120,一百二十日均线偏离,0.08543126063836476,0.13022428489694168,-0.0018648481864762083,-1,不上升,按成熟协方差方向拟合,0.125,0.006514851093767314,721,26
1707,2019-06-03,e997051b033a7db24ed3220fd541972a06aba57bf7fc53188694c83f33beae58,vol20,二十日波动,0.22064726707501262,0.11922722915040437,-0.012467095566326913,-1,不上升,按成熟协方差方向拟合,0.125,0.006414702736971667,721,18
1749,2019-08-01,0ca8613b4a3d4b54b6389f0feb511c11beeca497367c0f05d4de8aa0c7326de2,log_holding_days,持仓时间对数,2.7533458120515952,1.049675439223375,-0.0024918692934052,-1,不上升,按成熟协方差方向拟合,0.125,0.006592808686692001,59,19
1749,2019-08-01,0ca8613b4a3d4b54b6389f0feb511c11beeca497367c0f05d4de8aa0c7326de2,cycle_return,含分红浮盈浮亏,0.05010416650933405,0.09257425510055776,-0.001236903415037169,-1,不上升,按成熟协方差方向拟合,0.125,0.006636642528950051,683,15
1749,2019-08-01,0ca8613b4a3d4b54b6389f0feb511c11beeca497367c0f05d4de8aa0c7326de2,cycle_drawdown,持仓回撤,-0.018527329979130928,0.019527224139558583,0.00716956527227334,1,不下降,按成熟协方差方向拟合,0.125,0.006629633881216424,529,11
1749,2019-08-01,0ca8613b4a3d4b54b6389f0feb511c11beeca497367c0f05d4de8aa0c7326de2,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.006753985908861731,1,1
1749,2019-08-01,0ca8613b4a3d4b54b6389f0feb511c11beeca497367c0f05d4de8aa0c7326de2,mom5,五日涨跌,-0.0006046006900619636,0.0418500790248099,0.009572936089695658,1,不下降,按成熟协方差方向拟合,0.125,0.006533343886297827,759,23
1749,2019-08-01,0ca8613b4a3d4b54b6389f0feb511c11beeca497367c0f05d4de8aa0c7326de2,mom20,二十日涨跌,0.02738093522350076,0.06551475601045743,-0.004672200019143675,-1,不上升,按成熟协方差方向拟合,0.125,0.006604970989569364,759,20
1749,2019-08-01,0ca8613b4a3d4b54b6389f0feb511c11beeca497367c0f05d4de8aa0c7326de2,sma120,一百二十日均线偏离,0.08329103408050395,0.1267263750968347,-0.0027771025568153022,-1,不上升,按成熟协方差方向拟合,0.125,0.006272835440806498,759,26
1749,2019-08-01,0ca8613b4a3d4b54b6389f0feb511c11beeca497367c0f05d4de8aa0c7326de2,vol20,二十日波动,0.2213781718191927,0.11652789945768981,-0.011252518759476714,-1,不上升,按成熟协方差方向拟合,0.125,0.006255500045100435,759,22
1910,2020-04-01,11a28435f8dd658765e303b8065e49bd5bd915e572d0ff6ad6a6c1c4a793a60c,log_holding_days,持仓时间对数,2.7417651696502525,1.0345940742374862,-0.002097893789830501,-1,不上升,按成熟协方差方向拟合,0.125,0.006562797537770032,59,17
1910,2020-04-01,11a28435f8dd658765e303b8065e49bd5bd915e572d0ff6ad6a6c1c4a793a60c,cycle_return,含分红浮盈浮亏,0.05072731435195935,0.09019306026208801,-0.0019752994990970127,-1,不上升,按成熟协方差方向拟合,0.125,0.006525810392057164,711,11
1910,2020-04-01,11a28435f8dd658765e303b8065e49bd5bd915e572d0ff6ad6a6c1c4a793a60c,cycle_drawdown,持仓回撤,-0.0183827485673336,0.019599377735460492,0.005909093337356887,1,不下降,按成熟协方差方向拟合,0.125,0.006574673293312106,547,11
1910,2020-04-01,11a28435f8dd658765e303b8065e49bd5bd915e572d0ff6ad6a6c1c4a793a60c,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.006660237645325165,1,1
1910,2020-04-01,11a28435f8dd658765e303b8065e49bd5bd915e572d0ff6ad6a6c1c4a793a60c,mom5,五日涨跌,-0.00042731184231017613,0.041619824842571394,0.008150913465763418,1,不下降,按成熟协方差方向拟合,0.125,0.0064885576289135695,787,21
1910,2020-04-01,11a28435f8dd658765e303b8065e49bd5bd915e572d0ff6ad6a6c1c4a793a60c,mom20,二十日涨跌,0.025566976229977532,0.06503464040417689,-0.0032090376537709927,-1,不上升,按成熟协方差方向拟合,0.125,0.006525290566388617,787,20
1910,2020-04-01,11a28435f8dd658765e303b8065e49bd5bd915e572d0ff6ad6a6c1c4a793a60c,sma120,一百二十日均线偏离,0.07969892964360437,0.12414959678997099,-0.0009828862946996257,-1,不上升,按成熟协方差方向拟合,0.125,0.006245109842212473,787,24
1910,2020-04-01,11a28435f8dd658765e303b8065e49bd5bd915e572d0ff6ad6a6c1c4a793a60c,vol20,二十日波动,0.2274879817962704,0.116719633155515,-0.013884239004716711,-1,不上升,按成熟协方差方向拟合,0.125,0.006080943354227528,787,25
1949,2020-06-01,a1d7e57c1bf58ce38d1805ab42a13f19e4d4e72de99d4e2afa7b7ebc15b244de,log_holding_days,持仓时间对数,2.749758834299536,1.0225395378166666,-0.0029835540482024817,-1,不上升,按成熟协方差方向拟合,0.125,0.006246502672412904,59,18
1949,2020-06-01,a1d7e57c1bf58ce38d1805ab42a13f19e4d4e72de99d4e2afa7b7ebc15b244de,cycle_return,含分红浮盈浮亏,0.050802301764218266,0.0880397030231295,-0.002373097199648868,-1,不上升,按成熟协方差方向拟合,0.125,0.006206698790147325,753,13
1949,2020-06-01,a1d7e57c1bf58ce38d1805ab42a13f19e4d4e72de99d4e2afa7b7ebc15b244de,cycle_drawdown,持仓回撤,-0.0177245595718363,0.0193576722888817,0.0056678776600836405,1,不下降,按成熟协方差方向拟合,0.125,0.006271787139155695,577,11
1949,2020-06-01,a1d7e57c1bf58ce38d1805ab42a13f19e4d4e72de99d4e2afa7b7ebc15b244de,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.006350890230155038,1,1
1949,2020-06-01,a1d7e57c1bf58ce38d1805ab42a13f19e4d4e72de99d4e2afa7b7ebc15b244de,mom5,五日涨跌,-8.490392271342762e-05,0.04081788470775817,0.007625953538918031,1,不下降,按成熟协方差方向拟合,0.125,0.006201445225916221,829,19
1949,2020-06-01,a1d7e57c1bf58ce38d1805ab42a13f19e4d4e72de99d4e2afa7b7ebc15b244de,mom20,二十日涨跌,0.02367676064393769,0.06575581222458372,-0.004389365840349137,-1,不上升,按成熟协方差方向拟合,0.125,0.006209940401143306,829,22
1949,2020-06-01,a1d7e57c1bf58ce38d1805ab42a13f19e4d4e72de99d4e2afa7b7ebc15b244de,sma120,一百二十日均线偏离,0.07377070892628886,0.12360547037474391,-0.0014325214110671313,-1,不上升,按成熟协方差方向拟合,0.125,0.005956936066884708,829,24
1949,2020-06-01,a1d7e57c1bf58ce38d1805ab42a13f19e4d4e72de99d4e2afa7b7ebc15b244de,vol20,二十日波动,0.22641838062848324,0.11543370135390255,-0.012369570177696212,-1,不上升,按成熟协方差方向拟合,0.125,0.005863597917010467,829,25
2035,2020-10-09,43ca6ecd8c0151f79c28915992efbf664b6b8591394aa0009f0801efc9adbb7b,log_holding_days,持仓时间对数,2.7721252768419076,1.0172841278881883,-0.003606869371674072,-1,不上升,按成熟协方差方向拟合,0.125,0.005967696065627387,59,17
2035,2020-10-09,43ca6ecd8c0151f79c28915992efbf664b6b8591394aa0009f0801efc9adbb7b,cycle_return,含分红浮盈浮亏,0.05487539378661792,0.08786982358758184,-0.003255449287808575,-1,不上升,按成熟协方差方向拟合,0.125,0.005920983731629246,808,13
2035,2020-10-09,43ca6ecd8c0151f79c28915992efbf664b6b8591394aa0009f0801efc9adbb7b,cycle_drawdown,持仓回撤,-0.018037230847915826,0.01936977060236765,0.005139970051887715,1,不下降,按成熟协方差方向拟合,0.125,0.0060057296730497605,626,11
2035,2020-10-09,43ca6ecd8c0151f79c28915992efbf664b6b8591394aa0009f0801efc9adbb7b,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.006073994825088773,1,1
2035,2020-10-09,43ca6ecd8c0151f79c28915992efbf664b6b8591394aa0009f0801efc9adbb7b,mom5,五日涨跌,0.0004954257786515497,0.04096684736543314,0.006829030265658192,1,不下降,按成熟协方差方向拟合,0.125,0.005944631519300889,888,21
2035,2020-10-09,43ca6ecd8c0151f79c28915992efbf664b6b8591394aa0009f0801efc9adbb7b,mom20,二十日涨跌,0.02532354198505375,0.06640791129673496,-0.0043339933599803185,-1,不上升,按成熟协方差方向拟合,0.125,0.005945991771245817,888,22
2035,2020-10-09,43ca6ecd8c0151f79c28915992efbf664b6b8591394aa0009f0801efc9adbb7b,sma120,一百二十日均线偏离,0.07784012631785112,0.12203514934009216,-0.0020168845480572645,-1,不上升,按成熟协方差方向拟合,0.125,0.005705905930851071,888,24
2035,2020-10-09,43ca6ecd8c0151f79c28915992efbf664b6b8591394aa0009f0801efc9adbb7b,vol20,二十日波动,0.22813596461717278,0.11424857297158479,-0.012067887117158477,-1,不上升,按成熟协方差方向拟合,0.125,0.00562564636245415,888,25
2130,2021-03-01,0eb4ffa05c61c66bba0b24a743d70eb6c9f509dd394049aace88a2fbbac6ecec,log_holding_days,持仓时间对数,2.746484267648495,1.009932788398791,-0.0036551993088823355,-1,不上升,按成熟协方差方向拟合,0.125,0.0060076622054018765,59,15
2130,2021-03-01,0eb4ffa05c61c66bba0b24a743d70eb6c9f509dd394049aace88a2fbbac6ecec,cycle_return,含分红浮盈浮亏,0.05588682655669166,0.08772101155307159,-0.002967576198854519,-1,不上升,按成熟协方差方向拟合,0.125,0.005962974169419522,792,13
2130,2021-03-01,0eb4ffa05c61c66bba0b24a743d70eb6c9f509dd394049aace88a2fbbac6ecec,cycle_drawdown,持仓回撤,-0.01842444098233597,0.019590010985651128,0.004522632091039922,1,不下降,按成熟协方差方向拟合,0.125,0.006043768836369427,606,11
2130,2021-03-01,0eb4ffa05c61c66bba0b24a743d70eb6c9f509dd394049aace88a2fbbac6ecec,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.006102310293535736,1,1
2130,2021-03-01,0eb4ffa05c61c66bba0b24a743d70eb6c9f509dd394049aace88a2fbbac6ecec,mom5,五日涨跌,0.0008765510989177758,0.041585706575946,0.005872021564429709,1,不下降,按成熟协方差方向拟合,0.125,0.005993090587725334,862,22
2130,2021-03-01,0eb4ffa05c61c66bba0b24a743d70eb6c9f509dd394049aace88a2fbbac6ecec,mom20,二十日涨跌,0.026486437790216356,0.06702911840863293,-0.005358499807207415,-1,不上升,按成熟协方差方向拟合,0.125,0.005949952163184226,862,20
2130,2021-03-01,0eb4ffa05c61c66bba0b24a743d70eb6c9f509dd394049aace88a2fbbac6ecec,sma120,一百二十日均线偏离,0.07944066691220683,0.12245092580078942,-0.0026929634514562995,-1,不上升,按成熟协方差方向拟合,0.125,0.005751945246505101,862,24
2130,2021-03-01,0eb4ffa05c61c66bba0b24a743d70eb6c9f509dd394049aace88a2fbbac6ecec,vol20,二十日波动,0.23107667999801454,0.11294530434235088,-0.011293275093122234,-1,不上升,按成熟协方差方向拟合,0.125,0.005723201351137982,862,26
2235,2021-08-02,29d8c899f81e4d20b6b13a556d87bd993f887c17b2188128c40c0c4e62268c9e,log_holding_days,持仓时间对数,2.7278140971741247,1.0049202834684487,1.2337443022751235e-05,1,不下降,按成熟协方差方向拟合,0.125,0.004825528037129912,59,4
2235,2021-08-02,29d8c899f81e4d20b6b13a556d87bd993f887c17b2188128c40c0c4e62268c9e,cycle_return,含分红浮盈浮亏,0.04377254950056303,0.07257084784903244,0.0037640364460007243,1,不下降,按成熟协方差方向拟合,0.125,0.004696432658067157,770,20
2235,2021-08-02,29d8c899f81e4d20b6b13a556d87bd993f887c17b2188128c40c0c4e62268c9e,cycle_drawdown,持仓回撤,-0.018939040380433876,0.019423428756445486,0.0012457766922260474,1,不下降,按成熟协方差方向拟合,0.125,0.004808873360459412,608,10
2235,2021-08-02,29d8c899f81e4d20b6b13a556d87bd993f887c17b2188128c40c0c4e62268c9e,entry_mode,入场模式,1.0,1.0,0.0,0,常数,因素恒定,0.125,0.004838098632019743,1,1
2235,2021-08-02,29d8c899f81e4d20b6b13a556d87bd993f887c17b2188128c40c0c4e62268c9e,mom5,五日涨跌,-0.001050358885600466,0.03998802025947155,0.002937126089509872,1,不下降,按成熟协方差方向拟合,0.125,0.004785565606406629,844,13
2235,2021-08-02,29d8c899f81e4d20b6b13a556d87bd993f887c17b2188128c40c0c4e62268c9e,mom20,二十日涨跌,0.0195381764626577,0.06059510793416421,-0.007159547355220622,-1,不上升,按成熟协方差方向拟合,0.125,0.004665986406144754,844,24
2235,2021-08-02,29d8c899f81e4d20b6b13a556d87bd993f887c17b2188128c40c0c4e62268c9e,sma120,一百二十日均线偏离,0.06647481288280367,0.11509822631013239,-0.0012893640695770996,-1,不上升,按成熟协方差方向拟合,0.125,0.00454227765409094,844,23
2235,2021-08-02,29d8c899f81e4d20b6b13a556d87bd993f887c17b2188128c40c0c4e62268c9e,vol20,二十日波动,0.22415058588884512,0.11134447067538365,-0.005229069826022793,-1,不上升,按成熟协方差方向拟合,0.125,0.004667061353930485,844,24
2357,2022-02-07,840abf90fe3ff1db2ea4d15e7a6ab7c007ec95115f327f042a58529fb5624c20,log_holding_days,持仓时间对数,2.812629831617495,0.9731742603704183,-0.002904066884398247,-1,不上升,按成熟协方差方向拟合,0.125,0.004802396190707411,59,10
2357,2022-02-07,840abf90fe3ff1db2ea4d15e7a6ab7c007ec95115f327f042a58529fb5624c20,cycle_return,含分红浮盈浮亏,0.04478535060165334,0.07184898654993524,0.0035924439634507704,1,不下降,按成熟协方差方向拟合,0.125,0.0046809955053801105,812,17
2357,2022-02-07,840abf90fe3ff1db2ea4d15e7a6ab7c007ec95115f327f042a58529fb5624c20,cycle_drawdown,持仓回撤,-0.018820178116194897,0.01939467109360334,0.0018013783336764528,1,不下降,按成熟协方差方向拟合,0.125,0.004791035627589838,649,14
