date,panic_state,learned_state,target,panic_budget,learned_budget,panic_cycle_risk,learned_cycle_risk,panic_mature_cycles,learned_mature_cycles,panic_squared_loss_sum,learned_squared_loss_sum,panic_latest_maturity,learned_latest_maturity,risk_update_scheduled,last_successful_risk_origin,risk_status
2013-04-18,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-04-19,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-04-22,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-04-23,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-04-24,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-04-25,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-04-26,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-02,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-03,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-06,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-07,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-08,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-09,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-10,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-13,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-14,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-15,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-16,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-17,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-20,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-21,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-22,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-23,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-24,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-27,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-28,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-29,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-30,,,,,,,,0,0,,,,,False,,NO_VIEW_OUTSIDE_DECISION_PERIOD
2013-05-31,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,,,,,False,,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
2013-06-03,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,True,2013-06-03,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
2013-06-04,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,False,2013-06-03,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
2013-06-05,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,False,2013-06-03,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
2013-06-06,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,False,2013-06-03,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
2013-06-07,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,False,2013-06-03,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
2013-06-13,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,False,2013-06-03,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
2013-06-14,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,False,2013-06-03,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
2013-06-17,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,False,2013-06-03,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
2013-06-18,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,False,2013-06-03,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
