date,panic_mature_cycles,learned_mature_cycles,panic_cycle_risk,learned_cycle_risk,panic_budget
2015-11-02,4,4,0.04588122783628692,0.055767880645390754,0.5486312814582428
2015-12-01,4,4,0.04588122783628692,0.055767880645390754,0.5486312814582428
2016-01-04,4,5,0.04588122783628692,0.05102889620229263,0.526558981412285
2016-02-01,5,5,0.054958979450834555,0.05102889620229263,0.4814597508237445
2016-03-01,6,5,0.05105539690737806,0.05102889620229263,0.49987020184850106
2016-04-01,7,5,0.04775795074329164,0.05102889620229263,0.5165555717189899
2016-05-03,7,5,0.04775795074329164,0.05102889620229263,0.5165555717189899
2016-06-01,7,5,0.04775795074329164,0.05102889620229263,0.5165555717189899
2016-07-01,7,5,0.04775795074329164,0.05102889620229263,0.5165555717189899
2016-08-01,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2016-09-01,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2016-10-10,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2016-11-01,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2016-12-01,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2017-01-03,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2017-02-03,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2017-03-01,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2017-04-05,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2017-05-02,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2017-06-01,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2017-07-03,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2017-08-01,7,6,0.04775795074329164,0.04890423108941025,0.5059293113624443
2017-09-01,7,7,0.04775795074329164,0.04574952873283201,0.48926063443420875
2017-10-09,7,7,0.04775795074329164,0.04574952873283201,0.48926063443420875
2017-11-01,7,7,0.04775795074329164,0.04574952873283201,0.48926063443420875
2017-12-01,7,7,0.04775795074329164,0.04574952873283201,0.48926063443420875
2018-01-02,7,7,0.04775795074329164,0.04574952873283201,0.48926063443420875
2018-02-01,7,7,0.04775795074329164,0.04574952873283201,0.48926063443420875
2018-03-01,7,7,0.04775795074329164,0.04574952873283201,0.48926063443420875
2018-04-02,8,7,0.04502662776820618,0.04574952873283201,0.5039817777734265
2018-05-02,8,7,0.04502662776820618,0.04574952873283201,0.5039817777734265
2018-06-01,8,7,0.04502662776820618,0.04574952873283201,0.5039817777734265
2018-07-02,8,7,0.04502662776820618,0.04574952873283201,0.5039817777734265
2018-08-01,8,7,0.04502662776820618,0.04574952873283201,0.5039817777734265
2018-09-03,8,7,0.04502662776820618,0.04574952873283201,0.5039817777734265
2018-10-08,8,7,0.04502662776820618,0.04574952873283201,0.5039817777734265
2018-11-01,9,8,0.04528935696779671,0.04657642120010894,0.507005134327387
2018-12-03,9,8,0.04528935696779671,0.04657642120010894,0.507005134327387
2019-01-02,9,8,0.04528935696779671,0.04657642120010894,0.507005134327387
2019-02-01,9,8,0.04528935696779671,0.04657642120010894,0.507005134327387
2019-03-01,9,8,0.04528935696779671,0.04657642120010894,0.507005134327387
2019-04-01,9,9,0.04528935696779671,0.044201490350868955,0.49392191129303986
2019-05-06,9,9,0.04528935696779671,0.044201490350868955,0.49392191129303986
2019-06-03,9,9,0.04528935696779671,0.044201490350868955,0.49392191129303986
2019-07-01,9,9,0.04528935696779671,0.044201490350868955,0.49392191129303986
2019-08-01,9,10,0.04528935696779671,0.04261978183656487,0.48481628208659355
2019-09-02,9,10,0.04528935696779671,0.04261978183656487,0.48481628208659355
2019-10-08,9,10,0.04528935696779671,0.04261978183656487,0.48481628208659355
2019-11-01,9,10,0.04528935696779671,0.04261978183656487,0.48481628208659355
2019-12-02,9,10,0.04528935696779671,0.04261978183656487,0.48481628208659355
2020-01-02,9,10,0.04528935696779671,0.04261978183656487,0.48481628208659355
2020-02-03,9,10,0.04528935696779671,0.04261978183656487,0.48481628208659355
2020-03-02,10,11,0.04318170755978335,0.04080533445698842,0.4858527396266654
2020-04-01,10,11,0.04318170755978335,0.04080533445698842,0.4858527396266654
2020-05-06,10,11,0.04318170755978335,0.04080533445698842,0.4858527396266654
2020-06-01,10,11,0.04318170755978335,0.04080533445698842,0.4858527396266654
2020-07-01,10,11,0.04318170755978335,0.04080533445698842,0.4858527396266654
2020-08-03,10,12,0.04318170755978335,0.039204497231979975,0.47586240112737294
2020-09-01,10,12,0.04318170755978335,0.039204497231979975,0.47586240112737294
2020-10-09,10,13,0.04318170755978335,0.040096945289485486,0.48147927371086824
2020-11-02,10,13,0.04318170755978335,0.040096945289485486,0.48147927371086824
2020-12-01,10,13,0.04318170755978335,0.040096945289485486,0.48147927371086824
2021-01-04,10,13,0.04318170755978335,0.040096945289485486,0.48147927371086824
2021-02-01,10,14,0.04318170755978335,0.038737329370752006,0.4728733493729911
2021-03-01,10,15,0.04318170755978335,0.03784070845970584,0.4670399911378057
2021-04-01,10,15,0.04318170755978335,0.03784070845970584,0.4670399911378057
2021-05-06,10,15,0.04318170755978335,0.03784070845970584,0.4670399911378057
2021-06-01,10,15,0.04318170755978335,0.03784070845970584,0.4670399911378057
2021-07-01,10,15,0.04318170755978335,0.03784070845970584,0.4670399911378057
2021-08-02,10,16,0.04318170755978335,0.03765696813350278,0.46582861248715746
2021-09-01,11,16,0.04138355586743502,0.03765696813350278,0.4764260942027153
2021-10-08,11,16,0.04138355586743502,0.03765696813350278,0.4764260942027153
2021-11-01,11,16,0.04138355586743502,0.03765696813350278,0.4764260942027153
2021-12-01,11,17,0.04138355586743502,0.03670002091059675,0.47000947478269245
2022-01-04,11,18,0.04138355586743502,0.03596418117367737,0.46496746445938614
2022-02-07,11,18,0.04138355586743502,0.03596418117367737,0.46496746445938614
2022-03-01,11,18,0.04138355586743502,0.03596418117367737,0.46496746445938614
2022-04-01,11,18,0.04138355586743502,0.03596418117367737,0.46496746445938614
2022-05-05,11,18,0.04138355586743502,0.03596418117367737,0.46496746445938614
2022-06-01,11,19,0.04138355586743502,0.03512440306529928,0.4590947602742953
2022-07-01,11,20,0.04138355586743502,0.034322753196005376,0.45336714496599734
2022-08-01,11,20,0.04138355586743502,0.034322753196005376,0.45336714496599734
2022-09-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2022-10-10,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2022-11-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2022-12-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-01-03,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-02-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-03-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-04-03,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-05-04,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-06-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-07-03,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-08-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-09-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-10-09,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-11-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2023-12-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2024-01-02,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2024-02-01,11,21,0.04138355586743502,0.033675145606028314,0.4486507885822407
2024-03-01,11,22,0.04138355586743502,0.03293494212568996,0.4431594154222101
2024-04-01,11,22,0.04138355586743502,0.03293494212568996,0.4431594154222101
2024-05-06,11,22,0.04138355586743502,0.03293494212568996,0.4431594154222101
2024-06-03,11,22,0.04138355586743502,0.03293494212568996,0.4431594154222101
2024-07-01,11,22,0.04138355586743502,0.03293494212568996,0.4431594154222101
2024-08-01,11,23,0.04138355586743502,0.032943588681357654,0.44322419327883045
2024-09-02,11,24,0.04138355586743502,0.03243220333574032,0.43936692768371843
2024-10-08,11,26,0.04138355586743502,0.0319490414467613,0.43567311968883915
2024-11-01,11,26,0.04138355586743502,0.0319490414467613,0.43567311968883915
2024-12-02,11,26,0.04138355586743502,0.0319490414467613,0.43567311968883915
2025-01-02,11,26,0.04138355586743502,0.0319490414467613,0.43567311968883915
2025-02-05,11,26,0.04138355586743502,0.0319490414467613,0.43567311968883915
2025-03-03,11,26,0.04138355586743502,0.0319490414467613,0.43567311968883915
2025-04-01,11,26,0.04138355586743502,0.0319490414467613,0.43567311968883915
2025-05-06,12,27,0.039760034393652305,0.03137333588808537,0.441049478800528
2025-06-03,12,27,0.039760034393652305,0.03137333588808537,0.441049478800528
2025-07-01,12,28,0.039760034393652305,0.03082767103001252,0.43672861789437645
2025-08-01,12,28,0.039760034393652305,0.03082767103001252,0.43672861789437645
2025-09-01,12,28,0.039760034393652305,0.03082767103001252,0.43672861789437645
2025-10-09,12,28,0.039760034393652305,0.03082767103001252,0.43672861789437645
2025-11-03,12,28,0.039760034393652305,0.03082767103001252,0.43672861789437645
2025-12-01,12,28,0.039760034393652305,0.03082767103001252,0.43672861789437645
2026-01-05,12,28,0.039760034393652305,0.03082767103001252,0.43672861789437645
2026-02-02,12,29,0.039760034393652305,0.030309522009266066,0.4325633494092405
2026-03-02,12,29,0.039760034393652305,0.030309522009266066,0.4325633494092405
2026-04-01,12,29,0.039760034393652305,0.030309522009266066,0.4325633494092405
2026-05-06,12,29,0.039760034393652305,0.030309522009266066,0.4325633494092405
2026-06-01,12,31,0.039760034393652305,0.029534696285716023,0.4262185016978445
2026-07-01,12,32,0.039760034393652305,0.029729900571520865,0.42783031220882334
2026-08-03,12,33,0.039760034393652305,0.02994011219298403,0.42955594298168187
