date,origin_index,risk_cost,downside_budget,continuous_budget,joint_downside_second_moment,previous_budget_downside_second_moment,downside_gradient,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,downside_reference_return,continuous_reference_return,target_cost,downside_parent_target,continuous_parent_target,target
2021-03-01,2130,BASE,0.0,1.0,4.908735012703663e-11,4.8952978114230234e-09,1.9855562819104754e-08,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2021-03-01,2021-03-01,2020-03-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2021-04-01,2153,BASE,0.0,1.0,4.908735012703663e-11,4.908735012703663e-11,1.9855562819104754e-08,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2021-04-01,2021-04-01,2020-04-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2021-05-06,2174,BASE,0.0,1.0,4.908735012703663e-11,4.908735012703663e-11,1.9855562819104754e-08,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2021-05-06,2021-05-06,2020-05-08,242,0.0,0.0,BASE,0.0,0.0,0.0
2021-06-01,2192,BASE,0.0,1.0,4.908735012703663e-11,4.908735012703663e-11,1.9855562819104754e-08,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2021-06-01,2021-06-01,2020-06-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2021-07-01,2213,BASE,0.0,1.0,4.908735012703663e-11,4.908735012703663e-11,1.9855562819104754e-08,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2021-07-01,2021-07-01,2020-07-06,242,-0.00029047056340847366,0.0,BASE,0.8091305956587522,0.0005976177844403407,0.0005976177844403407
2021-08-02,2235,BASE,0.01630471980128792,0.9836952801987121,1.9503868016045253e-07,1.9810073904979017e-07,7.67877491820848e-23,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2021-08-02,2021-08-02,2020-08-05,242,0.0,0.024809640144372702,BASE,0.0,0.9450430411519534,0.9296343791658138
2021-09-01,2257,BASE,0.036807787210804147,0.9631922127891959,3.908527784115245e-07,3.954073920665948e-07,1.1200435666172567e-22,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2021-09-01,2021-09-01,2020-09-04,242,0.0,0.0,BASE,0.0,0.0,0.0
2021-10-08,2277,BASE,0.0508916946097686,0.9491083053902314,3.848721824065389e-07,3.864527029975047e-07,-1.1200435666172567e-22,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2021-10-08,2021-10-08,2020-10-12,242,0.0,0.0,BASE,0.0,0.0,0.0
2021-11-01,2293,BASE,0.05028866404165486,0.9497113359583451,3.8576723984424894e-07,3.857701468153136e-07,-4.0709791364104555e-23,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2021-11-01,2021-11-01,2020-11-03,242,-0.002841335561457603,-0.00033880434984934205,BASE,0.8763632530209147,0.10480911714014096,0.1436095438693985
2021-12-01,2315,BASE,0.030552123332796284,0.9694478766672037,4.1359486238206564e-07,4.171029351335308e-07,-2.0039441458695828e-24,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2021-12-01,2021-12-01,2020-12-03,242,0.002643452256312573,0.0002699944812432076,BASE,1.0,0.09635712437583654,0.12396533296070866
2022-01-04,2338,BASE,0.030380493737187493,0.9696195062628125,4.1369822596848373e-07,4.136984923774814e-07,0.0,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2022-01-04,2022-01-04,2021-01-06,242,0.0,0.0,BASE,0.0,0.0,0.0
2022-02-07,2357,BASE,0.03297269659068018,0.9670273034093199,4.129859827181548e-07,4.130419768944518e-07,-5.600217833086283e-23,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2022-02-07,2022-02-07,2021-02-02,242,0.0,0.0,BASE,0.0,0.0,0.0
2022-03-01,2373,BASE,0.03329954514606921,0.9667004548539307,4.1289617659933896e-07,4.1289705808285694e-07,7.000272291357854e-23,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2022-03-01,2022-03-01,2021-03-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2022-04-01,2396,BASE,0.03329954514606921,0.9667004548539307,4.12896176599339e-07,4.12896176599339e-07,5.600217833086283e-23,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2022-04-01,2022-04-01,2021-04-06,242,0.0,0.0,BASE,0.0,0.0,0.0
2022-05-05,2415,BASE,0.03329954514606921,0.9667004548539307,4.12896176599339e-07,4.12896176599339e-07,2.8001089165431417e-23,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2022-05-05,2022-05-05,2021-05-06,242,0.0,0.0,BASE,0.0,0.0,0.0
2022-06-01,2434,BASE,0.031213157578642715,0.9687868424213573,4.2909399442784907e-07,4.291308930001318e-07,-1.2730967989344916e-22,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2022-06-01,2022-06-01,2021-06-02,242,-0.000834879750016837,0.0,BASE,0.5768762350162305,0.0,0.01800612882693573
2022-07-01,2455,BASE,0.04430632856937451,0.9556936714306254,4.4474793154265284e-07,4.45849053318126e-07,-9.800381207900996e-23,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2022-07-01,2022-07-01,2021-07-02,242,0.0,0.0,BASE,0.0,0.0,0.0
2022-08-01,2476,BASE,0.05660388570917302,0.9433961142908269,2.5440707719143315e-07,2.546382693438409e-07,-3.85014976024682e-23,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2022-08-01,2022-08-01,2021-08-02,242,0.0,0.0,BASE,0.0,0.0,0.0
2022-09-01,2499,BASE,0.0,1.0,2.9077574326873664e-07,3.3776437602060346e-07,7.27990500904619e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2022-09-01,2022-09-01,2021-09-02,242,-0.0062683303004706925,0.0,BASE,0.760316461735599,0.0,0.0
2022-10-10,2520,BASE,0.0,1.0,2.9077574326873664e-07,2.9077574326873664e-07,7.27990500904619e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2022-10-10,2022-10-10,2021-10-12,242,0.0,0.0,BASE,0.0,0.0,0.0
2022-11-01,2536,BASE,0.0,1.0,2.8528788080521887e-07,2.8528788080521887e-07,6.46708796303026e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2022-11-01,2022-11-01,2021-11-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2022-12-01,2558,BASE,0.0,1.0,2.7428372203821786e-07,2.7428372203821786e-07,4.6729920873856317e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2022-12-01,2022-12-01,2021-12-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-01-03,2580,BASE,0.0,1.0,2.7423927398870737e-07,2.7423927398870737e-07,4.66774588519667e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2023-01-03,2023-01-03,2022-01-05,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-02-01,2596,BASE,0.0,1.0,2.7423927398870737e-07,2.7423927398870737e-07,4.66774588519667e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2023-02-01,2023-02-01,2022-01-27,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-03-01,2616,BASE,0.0,1.0,2.742392739887075e-07,2.742392739887075e-07,4.6677458851966695e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2023-03-01,2023-03-01,2022-03-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-04-03,2639,BASE,0.0,1.0,2.7423927398870737e-07,2.7423927398870737e-07,4.667745885196669e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2023-04-03,2023-04-03,2022-04-07,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-05-04,2658,BASE,0.0,1.0,2.7423927398870737e-07,2.7423927398870737e-07,4.667745885196669e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2023-05-04,2023-05-04,2022-05-09,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-06-01,2678,BASE,0.0,1.0,2.5893257982345477e-07,2.5893257982345477e-07,4.464075306685709e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2023-06-01,2023-06-01,2022-06-07,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-07-03,2698,BASE,0.0,1.0,2.3892812533884585e-07,2.3892812533884585e-07,4.864164396377887e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2023-07-03,2023-07-03,2022-07-05,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-08-01,2719,BASE,0.0,1.0,2.3892812533884585e-07,2.3892812533884585e-07,4.864164396377887e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2023-08-01,2023-08-01,2022-08-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-09-01,2742,BASE,0.0,1.0,0.0,0.0,0.0,JOINT_DOWNSIDE_MINIMUM_KEEP_PREVIOUS,True,2023-09-01,2023-09-01,2022-09-05,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-10-09,2762,BASE,0.0,1.0,0.0,0.0,0.0,JOINT_DOWNSIDE_MINIMUM_KEEP_PREVIOUS,True,2023-10-09,2023-10-09,2022-10-11,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-11-01,2779,BASE,0.0,1.0,0.0,0.0,0.0,JOINT_DOWNSIDE_MINIMUM_KEEP_PREVIOUS,True,2023-11-01,2023-11-01,2022-11-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2023-12-01,2801,BASE,0.0,1.0,0.0,0.0,0.0,JOINT_DOWNSIDE_MINIMUM_KEEP_PREVIOUS,True,2023-12-01,2023-12-01,2022-12-05,242,0.0,0.0,BASE,0.0,0.0,0.0
2024-01-02,2822,BASE,0.0,1.0,0.0,0.0,0.0,JOINT_DOWNSIDE_MINIMUM_KEEP_PREVIOUS,True,2024-01-02,2024-01-02,2023-01-04,242,0.0,0.0,BASE,0.0,0.0,0.0
2024-02-01,2844,BASE,0.0,1.0,0.0,0.0,0.0,JOINT_DOWNSIDE_MINIMUM_KEEP_PREVIOUS,True,2024-02-01,2024-02-01,2023-02-10,242,0.0,0.0,BASE,0.0,0.0,0.0
2024-03-01,2859,BASE,0.13935997246470955,0.8606400275352905,1.5847913505339536e-10,2.650936845367817e-10,2.1875850910493294e-25,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2024-03-01,2024-03-01,2023-03-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2024-04-01,2880,BASE,0.13935997246470955,0.8606400275352905,1.5847913505339536e-10,1.5847913505339536e-10,2.1875850910493294e-25,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2024-04-01,2024-04-01,2023-04-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2024-05-06,2900,BASE,0.13935997246470955,0.8606400275352905,1.5847913505339536e-10,1.5847913505339536e-10,2.1875850910493294e-25,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2024-05-06,2024-05-06,2023-05-05,242,0.0,0.0,BASE,0.0,0.0,0.0
2024-06-03,2920,BASE,0.13935997246470955,0.8606400275352905,1.5847913505339536e-10,1.5847913505339536e-10,2.1875850910493294e-25,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2024-06-03,2024-06-03,2023-06-02,242,0.0,0.0,BASE,0.0,0.0,0.0
2024-07-01,2939,BASE,0.0,1.0,5.939870066615099e-08,9.841591516461746e-08,2.4375928408710067e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2024-07-01,2024-07-01,2023-07-03,242,0.003920042268911184,0.0012675263926595903,BASE,1.0,0.3191876984547226,0.3191876984547226
2024-08-01,2962,BASE,0.0,1.0,1.1116522392606306e-07,1.1116522392606306e-07,4.603857895758745e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2024-08-01,2024-08-01,2023-08-03,242,0.0,0.0,BASE,0.7537291650550075,0.3191876984547226,0.3191876984547226
2024-09-02,2984,BASE,0.0,1.0,3.1739865585833757e-07,3.1739865585833757e-07,1.2412453018202171e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2024-09-02,2024-09-02,2023-09-04,242,-0.017515772805583252,-0.005657105493650172,BASE,0.9105996734325841,0.3191876984547226,0.3191876984547226
2024-10-08,3003,BASE,0.0,1.0,4.386866249893183e-07,4.386866249893183e-07,1.6778326801136661e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2024-10-08,2024-10-08,2023-10-09,242,0.0,0.0,BASE,0.0,0.0,0.0
2024-11-01,3021,BASE,0.0,1.0,4.386866249893183e-07,4.386866249893183e-07,1.6778326801136661e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2024-11-01,2024-11-01,2023-11-02,242,0.0,0.0,BASE,0.0,0.0,0.0
2024-12-02,3042,BASE,0.0,1.0,4.386866249893183e-07,4.386866249893183e-07,1.6778326801136661e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2024-12-02,2024-12-02,2023-12-01,242,0.0,0.0,BASE,0.0,0.0,0.0
2025-01-02,3064,BASE,0.0,1.0,4.386866249893183e-07,4.386866249893183e-07,1.6778326801136661e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-01-02,2025-01-02,2024-01-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2025-02-05,3082,BASE,0.0,1.0,4.386866249893183e-07,4.386866249893183e-07,1.6778326801136661e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-02-05,2025-02-05,2024-01-29,242,0.0,0.0,BASE,0.0,0.0,0.0
2025-03-03,3100,BASE,0.0,1.0,4.384215313047815e-07,4.384215313047815e-07,1.6793627399665466e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-03-03,2025-03-03,2024-03-01,242,0.0,0.0,BASE,0.0,0.0,0.0
2025-04-01,3121,BASE,0.0,1.0,4.384215313047815e-07,4.384215313047815e-07,1.6793627399665466e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-04-01,2025-04-01,2024-04-01,242,0.0,0.0,BASE,0.0,0.0,0.0
2025-05-06,3142,BASE,0.0,1.0,4.384215313047815e-07,4.384215313047815e-07,1.6793627399665466e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-05-06,2025-05-06,2024-05-07,242,0.0028278271872026473,0.0,BASE,0.3037667761823063,0.0,0.0
2025-06-03,3161,BASE,0.0,1.0,4.384215313047815e-07,4.384215313047815e-07,1.6793627399665466e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-06-03,2025-06-03,2024-06-03,242,0.0020733650313211616,0.00011375819178116586,BASE,1.0,0.060071809707543444,0.060071809707543444
2025-07-01,3181,BASE,0.0,1.0,3.8040125372239696e-07,3.8040125372239696e-07,1.4688175433755956e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-07-01,2025-07-01,2024-07-02,242,0.0,0.0,BASE,0.0,0.0,0.0
2025-08-01,3204,BASE,0.0,1.0,3.286347304624849e-07,3.286347304624849e-07,1.252191037886822e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-08-01,2025-08-01,2024-08-02,242,0.0,0.0,BASE,0.0,0.0,0.0
2025-09-01,3225,BASE,0.0,1.0,2.546444496305697e-07,2.546444496305697e-07,1.0257590628136064e-06,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-09-01,2025-09-01,2024-09-02,242,0.0,0.0,BASE,0.0,0.0,0.0
2025-10-09,3247,BASE,0.0,1.0,1.113329399229658e-09,1.113329399229658e-09,3.474414734903032e-08,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-10-09,2025-10-09,2024-10-11,242,0.0,0.0,BASE,0.0,0.0,0.0
2025-11-03,3264,BASE,0.0,1.0,1.113329399229658e-09,1.113329399229658e-09,3.474414734903032e-08,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-11-03,2025-11-03,2024-11-05,242,0.0,0.0,BASE,0.0,0.0,0.0
2025-12-01,3284,BASE,0.0,1.0,1.113329399229658e-09,1.113329399229658e-09,3.474414734903032e-08,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2025-12-01,2025-12-01,2024-12-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2026-01-05,3307,BASE,0.0,1.0,9.759308623921537e-08,9.759308623921537e-08,8.384952094301473e-08,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2026-01-05,2026-01-05,2025-01-06,242,0.01912402986904005,0.015227804199239081,BASE,1.0,0.46057845420596466,0.46057845420596466
2026-02-02,3327,BASE,0.017808954434767897,0.9821910455652321,2.053625483693847e-07,2.064794242746086e-07,-6.1434844298417204e-24,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2026-02-02,2026-02-02,2025-02-11,242,-0.02294382901011538,0.0,BASE,0.6912237813490872,0.0,0.012309972826273862
2026-03-02,3341,BASE,0.01769283340888226,0.9823071665911177,2.0536983081689595e-07,2.0536987861281743e-07,2.8001089165431417e-23,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2026-03-02,2026-03-02,2025-03-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2026-04-01,3363,BASE,0.01769283340888226,0.9823071665911177,2.0536983081689595e-07,2.0536983081689595e-07,0.0,JOINT_DOWNSIDE_MINIMUM_KEEP_PREVIOUS,True,2026-04-01,2026-04-01,2025-04-02,242,0.0,0.0,BASE,0.0,0.0,0.0
2026-05-06,3384,BASE,0.017704145664311347,0.9822958543356887,2.0536912137684608e-07,2.0536912183015042e-07,0.0,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2026-05-06,2026-05-06,2025-05-07,242,0.003699188255259944,0.0012673848833899548,BASE,1.0,0.3399393674074074,0.3516251769941041
2026-06-01,3402,BASE,0.06256548526807221,0.9374345147319278,4.058217741850718e-07,4.134460356738053e-07,-2.8001089165431417e-23,JOINT_DOWNSIDE_CONVEX_MINIMUM,True,2026-06-01,2026-06-01,2025-06-03,242,0.0,0.0,BASE,0.0,0.0,0.0
2026-07-01,3423,BASE,0.0,1.0,7.90479219931845e-07,8.161906156265409e-07,1.8549166285268506e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2026-07-01,2026-07-01,2025-07-02,242,0.0,0.0,BASE,0.0,0.0,0.0
2026-08-03,3446,BASE,0.0,1.0,1.3350303355802046e-06,1.3350303355802046e-06,1.339712748371928e-07,JOINT_DOWNSIDE_LEFT_BOUNDARY,True,2026-08-03,2026-08-03,2025-08-04,242,-0.003689199981381286,0.0,BASE,0.34015784404988586,0.0,0.0
