date,observations,status,panic_budget
2018-08-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.25975878885538456
2018-09-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.25975878885538456
2018-10-08,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.25975878885538456
2018-11-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.5954628808983318
2018-12-03,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.5954628808983323
2019-01-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.595462880898333
2019-02-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.5954628808983333
2019-03-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.7870996533204222
2019-04-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8552278254163933
2019-05-06,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8552278254163947
2019-06-03,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8555960576674688
2019-07-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9072874754554343
2019-08-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9082477198208289
2019-09-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9082477198208292
2019-10-08,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9082518357303324
2019-11-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9082518357303324
2019-12-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9082518357303324
2020-01-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9082518357303324
2020-02-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9082518357303324
2020-03-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,1.0
2020-04-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9997863040319632
2020-05-06,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9997863040319617
2020-06-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9997156339872584
2020-07-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,1.0
2020-08-03,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9974938831075483
2020-09-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.997598528493511
2020-10-09,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9991691570315726
2020-11-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9991691570315718
2020-12-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9991691570315707
2021-01-04,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9991691570315698
2021-02-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9994264056292586
2021-03-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9994264056292586
2021-04-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9994264056292586
2021-05-06,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9994264056292586
2021-06-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9994264056292586
2021-07-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9994264056292586
2021-08-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9450569412200478
2021-09-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9060903890584221
2021-10-08,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8947304830530085
2021-11-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8952179123999344
2021-12-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9036604065795333
2022-01-04,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9027982339090962
2022-02-07,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8775944719261985
2022-03-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.7835160302011573
2022-04-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.783516030201158
2022-05-05,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.783516030201159
2022-06-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8100724994450396
2022-07-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.7784574104300501
2022-08-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.6807203605964729
2022-09-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2022-10-10,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2022-11-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2022-12-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-01-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-02-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-03-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-04-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-05-04,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-06-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-07-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-08-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-09-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-10-09,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-11-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2023-12-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-01-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-02-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-03-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-04-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-05-06,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-06-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-07-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-08-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-09-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-10-08,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-11-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2024-12-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2025-01-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2025-02-05,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2025-03-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2025-04-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6807203605964729
2025-05-06,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9399243271059723
2025-06-03,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9399000113124735
2025-07-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9397747956904803
2025-08-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9369033355695862
2025-09-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9340332917575768
2025-10-09,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.2726193064867149
2025-11-03,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.27261930648671534
2025-12-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.2726193064867163
2026-01-05,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.5627585649866653
2026-02-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.6733099189684457
2026-03-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.6733099189684458
2026-04-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.673309918968446
2026-05-06,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.673309918968446
2026-06-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.673309918968446
2026-07-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.673309918968446
2026-08-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.673309918968446
