拟合收盘,树轮数,全部节点数,初始平均继续价值,rows,maximum_library_prediction_difference,cycle_weighted_training_mse,baseline_mse
2020-08-03,80,1040,0.004686170740688507,829,0.0,0.004658669979585572,0.006350890230155038
2020-09-01,80,1040,0.004686170740688507,829,0.0,0.004658669979585572,0.006350890230155038
2020-10-09,80,1040,0.004022991410046489,888,0.0,0.004505173727061237,0.006073994825088773
2020-11-02,80,1040,0.004022991410046489,888,0.0,0.004505173727061237,0.006073994825088773
2020-12-01,80,1040,0.004022991410046489,888,0.0,0.004505173727061237,0.006073994825088773
2021-01-04,80,1040,0.004022991410046489,888,0.0,0.004505173727061237,0.006073994825088773
2021-02-01,80,1040,0.004022991410046489,888,0.0,0.004505173727061237,0.006073994825088773
2021-03-01,80,1040,0.0016895366652587272,862,0.0,0.004855845807430745,0.006102310293535736
2021-04-01,80,1040,0.0016895366652587272,862,0.0,0.004855845807430745,0.006102310293535736
2021-05-06,80,1040,0.0016895366652587272,862,0.0,0.004855845807430745,0.006102310293535736
2021-06-01,80,1040,0.0016895366652587272,862,0.0,0.004855845807430745,0.006102310293535736
2021-07-01,80,1040,0.0016895366652587272,862,0.0,0.004855845807430745,0.006102310293535736
2021-08-02,80,1040,-0.006648637013688269,844,0.0,0.003999469488774417,0.004838098632019743
2021-09-01,80,1040,-0.006648637013688269,844,0.0,0.003999469488774417,0.004838098632019743
2021-10-08,80,1040,-0.006648637013688269,844,0.0,0.003999469488774417,0.004838098632019743
2021-11-01,80,1040,-0.006648637013688269,844,0.0,0.003999469488774417,0.004838098632019743
2021-12-01,80,1040,-0.006648637013688269,844,0.0,0.003999469488774417,0.004838098632019743
2022-01-04,80,1040,-0.006648637013688269,844,0.0,0.003999469488774417,0.004838098632019743
2022-02-07,80,1030,-0.0067353869638349705,892,0.0,0.003953473625966735,0.004826266810260414
2022-03-01,80,1030,-0.0067353869638349705,892,0.0,0.003953473625966735,0.004826266810260414
2022-04-01,80,1030,-0.0067353869638349705,892,0.0,0.003953473625966735,0.004826266810260414
2022-05-05,80,1030,-0.0067353869638349705,892,0.0,0.003953473625966735,0.004826266810260414
2022-06-01,80,1030,-0.0067353869638349705,892,0.0,0.003953473625966735,0.004826266810260414
2022-07-01,80,1030,-0.0067353869638349705,892,0.0,0.003953473625966735,0.004826266810260414
2022-08-01,80,1030,-0.0067353869638349705,892,0.0,0.003953473625966735,0.004826266810260414
2022-09-01,80,1034,-0.016945170667863656,890,0.0,0.0015376544050557238,0.002102211977536245
2022-10-10,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2022-11-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2022-12-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-01-03,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-02-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-03-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-04-03,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-05-04,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-06-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-07-03,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-08-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-09-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-10-09,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-11-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2023-12-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2024-01-02,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2024-02-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2024-03-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2024-04-01,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2024-05-06,80,1038,-0.013593102466557311,885,0.0,0.0014057046256589884,0.001813608722669916
2024-06-03,80,1040,-0.012810687119074762,885,0.0,0.0013111468382421376,0.0017937101229100916
2024-07-01,80,1040,-0.012810687119074762,885,0.0,0.0013111468382421376,0.0017937101229100916
2024-08-01,80,1040,-0.01315980360315622,915,0.0,0.0013209640087598756,0.0018155443763166108
2024-09-02,80,1040,-0.01315980360315622,915,0.0,0.0013209640087598756,0.0018155443763166108
2024-10-08,80,1038,-0.016511929131003546,896,0.0,0.0012372826436703305,0.001734756152863308
2024-11-01,80,1038,-0.015787916286383725,842,0.0,0.0016518947126039885,0.002327974255241928
2024-12-02,80,1038,-0.015787916286383725,842,0.0,0.0016518947126039885,0.002327974255241928
2025-01-02,80,1038,-0.015787916286383725,842,0.0,0.0016518947126039885,0.002327974255241928
2025-02-05,80,1038,-0.015787916286383725,842,0.0,0.0016518947126039885,0.002327974255241928
2025-03-03,80,1038,-0.015787916286383725,842,0.0,0.0016518947126039885,0.002327974255241928
2025-04-01,80,1038,-0.015787916286383725,842,0.0,0.0016518947126039885,0.002327974255241928
2025-05-06,80,1038,-0.015787916286383725,842,0.0,0.0016518947126039885,0.002327974255241928
2025-06-03,80,1038,-0.015787916286383725,842,0.0,0.0016518947126039885,0.002327974255241928
2025-07-01,80,1038,-0.015787916286383725,842,0.0,0.0016518947126039885,0.002327974255241928
2025-08-01,80,1030,-0.013183655318869647,842,0.0,0.0016448471157141918,0.002487362740214398
2025-09-01,80,1030,-0.013183655318869647,842,0.0,0.0016448471157141918,0.002487362740214398
2025-10-09,80,1030,-0.013183655318869647,842,0.0,0.0016448471157141918,0.002487362740214398
2025-11-03,80,1036,-0.007683344982204352,842,0.0,0.0019809514715933927,0.0029531493469904524
2025-12-01,80,1036,-0.007683344982204352,842,0.0,0.0019809514715933927,0.0029531493469904524
2026-01-05,80,1036,-0.007683344982204352,842,0.0,0.0019809514715933927,0.0029531493469904524
2026-02-02,80,1040,-0.006490096383727527,842,0.0,0.002003778598464987,0.0029934299006987887
2026-03-02,80,1040,-0.009375107521364084,795,0.0,0.0019575231778840977,0.0028263074325378078
2026-04-01,80,1040,-0.009375107521364084,795,0.0,0.0019575231778840977,0.0028263074325378078
2026-05-06,80,1040,-0.009375107521364084,795,0.0,0.0019575231778840977,0.0028263074325378078
2026-06-01,80,1040,-0.009375107521364084,795,0.0,0.0019575231778840977,0.0028263074325378078
2026-07-01,80,1040,-0.009375107521364084,795,0.0,0.0019575231778840977,0.0028263074325378078
2026-08-03,80,1002,-0.009293496776361097,790,0.0,0.0020071520132259597,0.0027931943347039266
