date,independent_positive_amount_cny,independent_negative_amount_cny,independent_up_amount_share
2012-08-13,3744065696.0,4591988384.0,44.91412435750417
2012-08-14,3744065696.0,5025938720.0,42.69171962068029
2012-08-15,3744065696.0,4868904160.0,43.47008939537614
2012-08-16,3744065696.0,4270724832.0,46.71445476859255
2012-08-17,3744065696.0,4133746464.0,47.526719601296
2012-08-20,3744065696.0,3528896640.0,51.47923944920591
2012-08-21,3671483360.0,3528896640.0,50.990133298520355
2012-08-22,3671483360.0,3335903360.0,52.39447324237302
2012-08-23,3648842912.0,3335903360.0,52.24016406475989
2012-08-24,2893410272.0,3703624032.0,43.85925764014338
2012-08-27,2268716576.0,4420438688.0,33.91633900635977
2012-08-28,1703960544.0,4914178720.0,25.746822120665485
2012-08-29,1215208512.0,5396510144.0,18.379616181901856
2012-08-30,942152416.0,5918158752.0,13.733377290445377
2012-08-31,1398239744.0,5204684448.0,21.176068410630634
2012-09-03,1937141056.0,4437106528.0,30.390113193318975
2012-09-04,1937141056.0,4490390816.0,30.13817892430359
2012-09-05,1937141056.0,4686809440.0,29.2444977837588
2012-09-06,2317621312.0,4274620192.0,35.15680228938409
2012-09-07,3625769152.0,3878379264.0,48.316863566681356
2012-09-10,3638283520.0,3878379264.0,48.40290996882906
2012-09-11,3638283520.0,4245486240.0,46.14903314984683
2012-09-12,3901036832.0,4245486240.0,47.88591154191971
2012-09-13,3901036832.0,4361247936.0,47.21498885040608
2012-09-14,4663047136.0,3644433280.0,56.1307027220803
2012-09-17,4663047136.0,3779160256.0,55.234927542988274
2012-09-18,4663047136.0,3804760832.0,55.0679367508302
2012-09-19,5295672736.0,3283112224.0,61.72986921448606
2012-09-20,4839585408.0,4201493088.0,53.528850680161156
2012-09-21,4300684096.0,4820421664.0,47.150907018975296
2012-09-24,5002027712.0,4314019680.0,53.692596243074156
2012-09-25,5389000000.0,3827198624.0,58.4731321432944
2012-09-26,5008519744.0,4190909152.0,54.44381168245947
2012-09-27,4790053184.0,4190909152.0,53.33563380840795
2012-09-28,5383704448.0,4190909152.0,56.228947432406045
2012-10-08,5383704448.0,3961540288.0,57.609025767519505
2012-10-09,5597383168.0,3961540288.0,58.55662715330775
2012-10-10,6050720832.0,3478057920.0,63.49943670095196
2012-10-11,5288710528.0,4031858176.0,56.742358711763
2012-10-12,5288710528.0,4068933888.0,56.51754109140109
2012-10-15,5288710528.0,3964150688.0,57.15756893505318
2012-10-16,5365568896.0,3964150688.0,57.51050551617522
2012-10-17,5910070080.0,3045769824.0,65.99124306990292
2012-10-18,6577812736.0,2426841248.0,73.04903384058782
2012-10-19,6263450464.0,2426841248.0,72.07411064637918
2012-10-22,6428351264.0,2426841248.0,72.59414468165093
2012-10-23,6428351264.0,2682073376.0,70.5603911784292
2012-10-24,5338669984.0,3188071392.0,62.610905486433744
2012-10-25,4180422432.0,3758209888.0,52.659227225679096
2012-10-26,4180422432.0,4018883968.0,50.985073956987385
2012-10-29,3313919904.0,4559734400.0,42.088714795574035
2012-10-30,3611458656.0,4559734400.0,44.19744621439526
2012-10-31,4165557728.0,4005934144.0,50.9767101681087
2012-11-01,4951490912.0,3340391424.0,59.71492010327533
2012-11-02,5572482656.0,2937242624.0,65.48369627274266
2012-11-05,5427523616.0,2937242624.0,64.88553846305692
2012-11-06,4883022432.0,3658335616.0,57.169157463705474
2012-11-07,4935043040.0,3658335616.0,57.4284369111827
2012-11-08,4548061696.0,4463980864.0,50.46649153862851
2012-11-09,3996188608.0,5152790080.0,43.67906784220066
2012-11-12,4736422784.0,4533847424.0,51.092607634161425
2012-11-13,4736422784.0,4905967936.0,49.12083446458805
2012-11-14,4736422784.0,5058995904.0,48.35344904452541
2012-11-15,4736422784.0,5287144064.0,47.252867724876374
2012-11-16,4736422784.0,5663718912.0,45.54190627827384
2012-11-19,3985546368.0,6408178560.0,38.345697963039264
2012-11-20,4098501568.0,6408178560.0,39.008530935262904
2012-11-21,4393128896.0,6408178560.0,40.672195601280364
2012-11-22,3772137152.0,7071131968.0,34.787821922103134
2012-11-23,4133322240.0,7071131968.0,36.88999181279888
2012-11-26,4133322240.0,7098846784.0,36.79896760072118
2012-11-27,3413558976.0,7911574208.0,30.141446643847257
2012-11-28,3413558976.0,7876837056.0,30.234182807450345
2012-11-29,3413558976.0,8008304192.0,29.88618341676145
2012-11-30,3572389312.0,8008304192.0,30.847801219901797
2012-12-03,3572389312.0,7793329152.0,31.431266956992257
2012-12-04,3572389312.0,7927722112.0,31.06395390695651
2012-12-05,4944033088.0,6998260928.0,41.39935829226866
2012-12-06,5891471616.0,6080835648.0,49.20915815212408
2012-12-07,7197213184.0,5336376000.0,57.423401057278504
2012-12-10,7671489088.0,5336376000.0,58.97577378071897
2012-12-11,6590928576.0,6083917504.0,52.00006796453342
2012-12-12,7667812800.0,5420964096.0,58.583111782914756
2012-12-13,6742102784.0,6182715584.0,52.16400410463393
2012-12-14,8090615040.0,5433907776.0,59.821815158080916
2012-12-17,9231694080.0,4621180352.0,66.6410002149076
2012-12-18,10292147264.0,3850272256.0,72.77501031167262
2012-12-19,10292147264.0,3799409984.0,73.03768549399148
2012-12-20,10556091776.0,3799409984.0,73.53342260326538
2012-12-21,11557111424.0,3136266496.0,78.65523834562883
2012-12-24,11557111424.0,3490393344.0,76.80417186892896
2012-12-25,11340290304.0,3490393344.0,76.46505429659881
2012-12-26,11303728576.0,3490393344.0,76.4068907713855
2012-12-27,10984772736.0,3490393344.0,75.88702385375325
2012-12-28,11113012736.0,3490393344.0,76.09877226669575
2012-12-31,13047485568.0,2742851840.0,82.62955522020471
2013-01-04,13329023360.0,2742851840.0,82.93384060125106
2013-01-07,14377597056.0,1981100352.0,87.88962041053972
2013-01-08,13029084800.0,2989587264.0,81.33685955954657
2013-01-09,11888005760.0,4098754880.0,74.36156722241385
2013-01-10,11981222336.0,4098754880.0,74.51019472887293
2013-01-11,11981222336.0,4795750272.0,71.41468616505236
2013-01-14,12712654528.0,4795750272.0,72.60886798779065
2013-01-15,12979983424.0,4795750272.0,73.02080266268183
2013-01-16,12979983424.0,4856474240.0,72.7722043721607
2013-01-17,11825160768.0,5979483776.0,66.41615753000231
2013-01-18,12105324992.0,5979483776.0,66.93642795615101
2013-01-21,12186715328.0,5979483776.0,67.08456324975882
2013-01-22,10917145152.0,5979483776.0,64.61138016654206
2013-01-23,10067144896.0,5979483776.0,62.73682218101245
2013-01-24,10764882752.0,5979483776.0,64.28957902945399
2013-01-25,9716309056.0,7456120320.0,56.580864845945484
2013-01-28,11192740288.0,6447633408.0,63.449564509724546
2013-01-29,13274327232.0,5338465792.0,71.31829819889798
2013-01-30,13561257792.0,5338465792.0,71.75373614183754
2013-01-31,15417815616.0,3872056320.0,79.92699830850759
2013-02-01,14982110400.0,3872056320.0,79.46312675864574
2013-02-04,14881038400.0,3872056320.0,79.35244087542262
2013-02-05,16908136384.0,2599646080.0,86.6738001369585
2013-02-06,18190025408.0,1476636544.0,92.49167678986909
2013-02-07,16998984384.0,3152101760.0,84.35765825487009
2013-02-08,17674551040.0,3152101760.0,84.86505829683779
2013-02-18,17674551040.0,5068918272.0,77.71264268233027
2013-02-19,16590078464.0,6527121536.0,71.76508601387711
2013-02-20,14533918592.0,7763853568.0,65.1810346240438
2013-02-21,14533918592.0,8203904256.0,63.919570000864844
2013-02-22,13057487360.0,9273234112.0,58.47319969653688
2013-02-25,12399430272.0,9273234112.0,57.21230233765798
2013-02-26,10958829952.0,11332238784.0,49.16242501330377
2013-02-27,10312321280.0,11332238784.0,47.6439403226856
2013-02-28,10466981632.0,11332238784.0,48.01539427674917
2013-03-01,10433657088.0,11332238784.0,47.93580355873164
2013-03-04,8406559104.0,13242948544.0,38.83025536045668
2013-03-05,8517943936.0,13242948544.0,39.14335748788186
2013-03-06,10087320832.0,11567483328.0,46.58236923995345
2013-03-07,8343578112.0,13645920704.0,37.94346647832212
2013-03-08,8343578112.0,13164298560.0,38.793127928160736
2013-03-11,8343578112.0,12625778880.0,39.78938464914852
2013-03-12,8343578112.0,12754830784.0,39.546006303735254
2013-03-13,8343578112.0,11956989248.0,41.10022130928266
2013-03-14,8343578112.0,12009125248.0,40.99493794223904
2013-03-15,8198831232.0,12009125248.0,40.57229260224535
2013-03-18,8198831232.0,11019833152.0,42.66077531811068
2013-03-19,6988782080.0,11019833152.0,38.80799267442531
2013-03-20,6887355520.0,11019833152.0,38.46140031332329
2013-03-21,6694938240.0,11019833152.0,37.7929700127174
2013-03-22,7642859840.0,9109123392.0,45.62361204732132
2013-03-25,7146443840.0,9109123392.0,43.96305424477482
2013-03-26,5577066944.0,10584582464.0,34.50803072883983
2013-03-27,6725330752.0,8506145088.0,44.15416354033359
2013-03-28,6725330752.0,8089727424.0,45.3952368738913
2013-03-29,6725330752.0,7976079424.0,45.74616088855937
2013-04-01,6725330752.0,7433300160.0,47.49986629215694
2013-04-02,7654072256.0,6314454464.0,54.79512914587459
2013-04-03,7654072256.0,5981816960.0,56.13181608295049
2013-04-08,6375289280.0,6796133312.0,48.402435161955815
2013-04-09,7588351680.0,5726420736.0,56.99197434934212
2013-04-10,7588351680.0,6302957312.0,54.62661354930719
2013-04-11,6616447808.0,6302957312.0,51.21325437622007
2013-04-12,5674913088.0,6819786912.0,45.41856217436193
2013-04-15,4726991488.0,7487564960.0,38.699657315628464
2013-04-16,3830133632.0,8480621408.0,31.11209360884172
2013-04-17,4848666880.0,7005162336.0,40.90380240551628
2013-04-18,4712917504.0,7005162336.0,40.21919604876152
2013-04-19,6194400384.0,5986385632.0,50.8538642404799
2013-04-22,6778749248.0,5180350048.0,56.68277418072205
2013-04-23,6778749248.0,5125988064.0,56.941611312725115
2013-04-24,6627142208.0,5125988064.0,56.38618865467809
2013-04-25,6627142208.0,5076091168.0,56.62659194330331
2013-04-26,6627142208.0,4720825472.0,58.39937506765969
2013-05-02,5414079808.0,5242242528.0,50.80626915450693
2013-05-03,6248467072.0,4665705952.0,57.25094387142089
2013-05-06,6302459264.0,4665705952.0,57.461381551822164
2013-05-07,7022411712.0,4148876352.0,62.86125352572414
2013-05-08,7785507200.0,3481098304.0,69.10251004382731
2013-05-09,7785507200.0,2966886272.0,72.40720143169999
2013-05-10,7483596864.0,2966886272.0,71.61005636400081
2013-05-13,6471082432.0,3469216192.0,65.09947715631124
2013-05-14,4989599552.0,4129331392.0,54.71693538027082
2013-05-15,4886557856.0,4129331392.0,54.19939976618488
2013-05-16,5929127712.0,3360688704.0,63.823949220225366
2013-05-17,6380773664.0,3360688704.0,65.50118886626694
2013-05-20,7118639520.0,2621757248.0,73.08367091766503
2013-05-21,7118639520.0,2693657984.0,72.54814193208139
2013-05-22,7625640160.0,2172240928.0,77.82948263517443
2013-05-23,6791252896.0,2927436448.0,69.87827942244802
2013-05-24,6197194784.0,3984613664.0,60.865364101573796
2013-05-27,6235299232.0,3984613664.0,61.01127568749095
2013-05-28,6383316448.0,3984613664.0,61.567896186065646
2013-05-29,7417725344.0,3505769248.0,67.90615660150088
2013-05-30,6701102432.0,5002687136.0,57.255834899166906
2013-05-31,6701102432.0,5929840864.0,53.053064010841716
2013-06-03,6701102432.0,6106081312.0,52.32299751410516
2013-06-04,6219795264.0,7252068384.0,46.168781294957476
2013-06-05,5177225408.0,7830786528.0,39.80028180687549
2013-06-06,3948444992.0,8504526112.0,31.706850991822552
2013-06-07,3210579136.0,9494327200.0,25.270388077578033
2013-06-13,3210579136.0,10452350272.0,23.49846830153512
2013-06-14,3653590976.0,10452350272.0,25.901078926711264
2013-06-17,3653590976.0,10443953216.0,25.916506635767956
2013-06-18,4561537408.0,9386776000.0,32.70314678607485
2013-06-19,3803480512.0,10076187584.0,27.403252626020144
2013-06-20,2892367808.0,10960150464.0,20.879725629716894
2013-06-21,1857958912.0,11792565760.0,13.610897431737927
2013-06-24,1857958912.0,12011484672.0,13.396059479584094
2013-06-25,1857958912.0,12658048512.0,12.799379731152168
2013-06-26,2964942720.0,11821692864.0,20.051503285901227
2013-06-27,4010126080.0,10675705792.0,27.30608735652016
2013-06-28,5112987264.0,10096987648.0,33.61601379083195
2013-07-01,5606563616.0,9423248064.0,37.302953193090175
2013-07-02,6615272928.0,8433446976.0,43.95904083670026
2013-07-03,6615272928.0,7614762432.0,46.4880990148151
2013-07-04,6336432864.0,7614762432.0,45.41856614835535
2013-07-05,6761589088.0,6867963968.0,49.609763872802965
2013-07-08,5853642656.0,7235581120.0,44.72108320688244
2013-07-09,5853642656.0,7483334592.0,43.89032497508239
2013-07-10,6417787936.0,6599371712.0,49.302521514254074
2013-07-11,7395194528.0,5766956416.0,56.18530405451032
2013-07-12,7395194528.0,5451136384.0,57.56658908024866
2013-07-15,8344510176.0,3375088896.0,71.20132800392781
2013-07-16,7237526368.0,4478520576.0,61.774473955197564
2013-07-17,6192343008.0,5197102400.0,54.36913551251995
2013-07-18,5089481824.0,6024892864.0,45.79188633522519
2013-07-19,4595905472.0,6960394368.0,39.76969735669302
2013-07-22,3587196160.0,7791887104.0,31.52447413183811
2013-07-23,4480567808.0,7121597184.0,38.61837692438842
2013-07-24,3809395392.0,7973297472.0,32.33043104805825
2013-07-25,4127999232.0,7973297472.0,34.11204049426801
2013-07-26,4127999232.0,8138824064.0,33.65173796337369
2013-07-29,4127999232.0,7887416576.0,34.35585832370055
2013-07-30,4108806080.0,7887416576.0,34.250832097926676
2013-07-31,3688972992.0,7887416576.0,31.86635151081329
2013-08-01,4405275008.0,6487399808.0,40.44254586145538
2013-08-02,4107683328.0,6487399808.0,38.76971303833288
2013-08-05,4632575488.0,5383968128.0,46.24924191015473
2013-08-06,5330563904.0,4665386304.0,53.32723546115527
2013-08-07,5932674048.0,3837595840.0,60.72170079238654
2013-08-08,5932674048.0,3603053248.0,62.215223483672915
2013-08-09,5932674048.0,2771560512.0,68.15848087623228
2013-08-12,6275244416.0,2771560512.0,69.36420610306322
2013-08-13,7079570368.0,1919860224.0,78.6668700383483
2013-08-14,7299101248.0,1919860224.0,79.17487528469411
2013-08-15,7299101248.0,2098877952.0,77.6667099667554
2013-08-16,7299101248.0,1413120384.0,83.78002255119857
2013-08-19,6754149120.0,2338289728.0,74.28314045230739
2013-08-20,7245410688.0,2338289728.0,75.6013895833365
2013-08-21,6529108672.0,2969485376.0,68.73763252757131
2013-08-22,6623832704.0,2969485376.0,69.04631587072322
2013-08-23,6098940544.0,3973502272.0,60.550758692934735
2013-08-26,6438574848.0,3973502272.0,61.83756395380983
2013-08-27,6804022528.0,3973502272.0,63.13158776493838
2013-08-28,6804022528.0,4060205888.0,62.62775659226346
2013-08-29,6804022528.0,4764928384.0,58.81278760498902
2013-08-30,5568080512.0,5541559040.0,50.119362432398745
2013-09-02,4763754560.0,6449812416.0,42.48206275662057
2013-09-03,4536944768.0,6449812416.0,41.29466677034737
2013-09-04,5424602816.0,5737650944.0,48.59773781025383
2013-09-05,5424602816.0,6399282432.0,45.878344573054505
2013-09-06,6366855680.0,5474113088.0,53.76971939328402
2013-09-09,6459765632.0,5474113088.0,54.12964035887236
2013-09-10,7460178880.0,4842917440.0,60.636596560433986
2013-09-11,7681228416.0,4842917440.0,61.33135548178017
2013-09-12,8844561408.0,3838900544.0,69.73302274624902
2013-09-13,7806938688.0,4523879168.0,63.31241592544695
2013-09-16,6839380864.0,5467100992.0,55.575435319603336
2013-09-17,6839380864.0,5445652224.0,55.67246595925489
2013-09-18,6839380864.0,5364184000.0,56.044122682347385
2013-09-23,7824618368.0,4587553344.0,63.039881735081174
2013-09-24,7824618368.0,4459263424.0,63.69825516471398
2013-09-25,7088137216.0,5011287424.0,58.58243203207388
2013-09-26,6200479168.0,5697148544.0,52.11525623504061
2013-09-27,6200479168.0,5585563200.0,52.608661791635605
2013-09-30,5772203168.0,5585563200.0,50.82164028539031
2013-10-08,5407573088.0,5585563200.0,49.1904488976713
2013-10-09,5087382816.0,5585563200.0,47.66615335984475
2013-10-10,4119885280.0,6272607104.0,39.64289919849125
2013-10-11,3835725344.0,6272607104.0,37.94617325589567
2013-10-14,4728407072.0,5587628480.0,45.83550578287112
2013-10-15,4728407072.0,5252191424.0,47.37598726063411
2013-10-16,4728407072.0,5161013376.0,47.8127823249365
2013-10-17,4728407072.0,5029726880.0,48.45605825108477
2013-10-18,4374603744.0,5029726880.0,46.51690714526712
2013-10-21,5229983392.0,4249763424.0,55.170074618161614
2013-10-22,5229983392.0,4419169888.0,54.20147488837487
2013-10-23,5229983392.0,4491891744.0,53.796035423592585
2013-10-24,5229983392.0,4509637024.0,53.69802075046289
2013-10-25,4716006528.0,5115357792.0,47.96899366658808
2013-10-28,3938891584.0,5621143680.0,41.201642831094894
2013-10-29,4408237120.0,5621143680.0,43.95323308493781
2013-10-30,5199199296.0,4934099776.0,51.30806126472925
2013-10-31,4320026240.0,5360920384.0,44.624006388902494
2013-11-01,4114829568.0,5360920384.0,43.42484329835554
2013-11-04,4603052096.0,4753135616.0,49.1979451213473
2013-11-05,4603052096.0,4762585984.0,49.14830208770997
2013-11-06,4603052096.0,4824439456.0,48.82584164208011
2013-11-07,3971617920.0,5316208256.0,42.76154446411552
2013-11-08,3116238272.0,5947059264.0,34.38305163900999
2013-11-11,3116238272.0,5726069536.0,35.24236364154402
2013-11-12,3726784192.0,4967486560.0,42.8648278654389
2013-11-13,3726784192.0,4983033184.0,42.7883161163539
2013-11-14,3726784192.0,4935427872.0,43.02346980730764
2013-11-15,5033554880.0,4429641984.0,53.19085032615887
2013-11-18,4808005312.0,4429641984.0,52.04794205643592
2013-11-19,4672080768.0,4429641984.0,51.331829097665754
2013-11-20,5586057344.0,4002821376.0,58.25558448610767
2013-11-21,4898572288.0,4834428864.0,50.32951513617575
2013-11-22,4410349760.0,5709310272.0,43.58199530472132
2013-11-25,4410349760.0,5984173504.0,42.429553025049636
2013-11-26,4410349760.0,6067436416.0,42.09238178673823
2013-11-27,5485976896.0,5575667616.0,49.594586863179785
2013-11-28,6571288256.0,4944816608.0,57.06172645702647
2013-11-29,6571288256.0,4444375872.0,59.654036103886554
2013-12-02,5960742336.0,5767654208.0,50.82316507322896
2013-12-03,6951162432.0,5184316160.0,57.27967281473657
2013-12-04,8361925312.0,4626200704.0,64.38130721629118
2013-12-05,7955820672.0,4626200704.0,63.23165757114034
2013-12-06,7031801728.0,5784454656.0,54.866269192137906
2013-12-09,7377634048.0,5784454656.0,56.0521526173723
2013-12-10,6463657472.0,6617593600.0,49.41161542136633
2013-12-11,6463657472.0,6811334528.0,48.69048110914116
2013-12-12,6463657472.0,6669630272.0,49.215836871867445
2013-12-13,6463657472.0,6474453760.0,49.95827718665265
2013-12-16,6463657472.0,6717524864.0,49.03700826857297
2013-12-17,5388030336.0,7674536768.0,41.247867230860656
2013-12-18,4302718976.0,8400947520.0,33.86989872061579
2013-12-19,4302718976.0,9431338176.0,31.328826787162622
2013-12-20,4302718976.0,9189220544.0,31.891033676972782
2013-12-23,3312298880.0,9794230976.0,25.272127072473516
2013-12-24,2518195392.0,9794230976.0,20.452470672594565
2013-12-25,2377697984.0,9794230976.0,19.534274245386328
2013-12-26,2377697984.0,9083113600.0,20.746331676191353
2013-12-27,2211228480.0,9083113600.0,19.57819644860624
2013-12-30,2680877824.0,8249974656.0,24.525789080999473
2013-12-31,3512232960.0,7224626240.0,32.71192156454841
2014-01-02,3956342528.0,6491449088.0,37.86773964692368
2014-01-03,3956342528.0,6757327552.0,36.92798544716807
2014-01-06,3956342528.0,6984140992.0,36.16241019665647
2014-01-07,3956342528.0,6375344000.0,38.29328848952085
2014-01-08,4425994816.0,5648933248.0,43.93078330569011
2014-01-09,4425994816.0,5387721472.0,45.10008936586042
2014-01-10,4425994816.0,5141509696.0,46.2607026779942
2014-01-13,4425994816.0,5632334912.0,44.00327823494474
2014-01-14,4371830912.0,5632334912.0,43.70010442561813
2014-01-15,4362118720.0,5632334912.0,43.64539454196349
2014-01-16,4813659488.0,5185198336.0,48.14209355438476
2014-01-17,3979259040.0,5748462080.0,40.9063848656056
2014-01-20,3509609696.0,6256928768.0,35.935041969441016
2014-01-21,3311966560.0,6256928768.0,34.6117963095353
2014-01-22,3711085408.0,6256928768.0,37.22993710156618
2014-01-23,4277471776.0,5226877504.0,45.00541436330715
2014-01-24,4881823776.0,4119908800.0,54.23204627313292
2014-01-27,4881823776.0,4376592512.0,52.728497230432595
2014-01-28,4943784800.0,4376592512.0,53.042753898330595
2014-01-29,5321653344.0,3607413632.0,59.59920961847201
2014-01-30,5321653344.0,3377370752.0,61.17529144961228
2014-02-07,5321653344.0,3027356736.0,63.73993195610084
2014-02-10,6198687328.0,3027356736.0,67.18683853014817
2014-02-11,6103221600.0,3027356736.0,66.8437570480749
2014-02-12,6227376960.0,3027356736.0,67.28855918016897
2014-02-13,6870546048.0,2464092992.0,73.60269656447262
2014-02-14,6870546048.0,2331050176.0,74.66689344702982
2014-02-17,6690143616.0,2331050176.0,74.16029153406308
2014-02-18,5846915200.0,3001604800.0,66.0778887316749
2014-02-19,6053252416.0,3001604800.0,66.85088755793805
2014-02-20,5914047360.0,3001604800.0,66.33331195370458
2014-02-21,5914047360.0,2986805632.0,66.44360226278862
2014-02-24,5382434048.0,3581181312.0,60.04757937315151
2014-02-25,5004565504.0,4330525760.0,53.61024721096931
2014-02-26,5004565504.0,4621031936.0,51.99225850857939
2014-02-27,5709179968.0,3875210304.0,59.56748218693572
2014-02-28,4999305088.0,3875210304.0,56.33327418088273
2014-03-03,4923690112.0,3875210304.0,55.9580161067253
2014-03-04,4347993984.0,4282948384.0,50.37681632680785
2014-03-05,3704824896.0,5136276512.0,41.904562848330585
2014-03-06,3704824896.0,5650061280.0,39.603099666832335
2014-03-07,3780343680.0,5650061280.0,40.086758692067875
2014-03-10,3780343680.0,5551535072.0,40.50999568752219
2014-03-11,3007620096.0,6152004448.0,32.83562641189412
2014-03-12,3098795072.0,6152004448.0,33.49759191408788
2014-03-13,3576550112.0,5561904992.0,39.13736043233944
2014-03-14,3576550112.0,5206315648.0,40.721903416636074
2014-03-17,3868684512.0,4456971200.0,46.46702489059158
2014-03-18,4070956608.0,3561558976.0,53.33702320286019
2014-03-19,3366342144.0,3882022080.0,46.44278405400396
2014-03-20,2636687552.0,4483895168.0,37.02909797809357
2014-03-21,2914666176.0,4483895168.0,39.395039663538135
2014-03-24,3580650816.0,4076157088.0,46.764276456895686
2014-03-25,4154314112.0,3222828960.0,56.31331901054934
2014-03-26,4154314112.0,2677889376.0,60.804894340406975
2014-03-27,3625485760.0,3446942752.0,51.26224682014856
2014-03-28,3625485760.0,3306616064.0,52.29994959750897
2014-03-31,3625485760.0,3216258016.0,52.990668442126704
2014-04-01,3436406176.0,3216258016.0,51.6545864457185
2014-04-02,3310273952.0,3216258016.0,50.720259522675796
2014-04-03,3310273952.0,3689233280.0,47.292957093697304
2014-04-04,3426185600.0,3689233280.0,48.151565744503294
2014-04-08,4046348512.0,3689233280.0,52.30826356441168
2014-04-09,4646556192.0,3368770176.0,57.970891996995725
2014-04-10,5714258464.0,2766897088.0,67.37594221641744
2014-04-11,5551262176.0,2766897088.0,66.73666612786798
2014-04-14,4885277536.0,3249158656.0,60.05674420071719
2014-04-15,4311614240.0,3754808576.0,53.45137911005334
2014-04-16,4311614240.0,4094342592.0,51.29236714119733
2014-04-17,4311614240.0,3762345280.0,53.40148448007081
2014-04-18,4311614240.0,4089423968.0,51.32239769953919
2014-04-21,4311614240.0,4418279680.0,49.38907940361319
2014-04-22,3944371904.0,5408756736.0,42.17168453271696
2014-04-23,4341729824.0,5408756736.0,44.52834017341592
2014-04-24,5080798624.0,4696995136.0,51.96262826472216
2014-04-25,4672752576.0,5646026048.0,45.283969607913164
2014-04-28,3850317568.0,6731776192.0,36.38521501816669
2014-04-29,4187774784.0,6731776192.0,38.35116291140798
2014-04-30,3759622976.0,6731776192.0,35.83528675057271
2014-05-05,3065264896.0,7752090944.0,28.336544912994192
2014-05-06,3932235136.0,7269829376.0,35.10277174165233
2014-05-07,3932235136.0,7364935744.0,34.80725553121845
2014-05-08,4582971584.0,6681132672.0,40.68651603218968
2014-05-09,4582971584.0,6914444928.0,39.86088160950501
2014-05-12,5424459392.0,6155664512.0,46.84284414371668
2014-05-13,5944357664.0,5316697472.0,52.786862262992834
2014-05-14,6524708640.0,4326220416.0,60.13041469838175
2014-05-15,5775727904.0,5124274560.0,52.98831741621889
2014-05-16,5036659104.0,6210484608.0,44.78167286709602
2014-05-19,5036659104.0,6383196288.0,44.10440352448204
2014-05-20,5036659104.0,5913743680.0,45.995194910631334
2014-05-21,5218744480.0,5913743680.0,46.87850914363784
2014-05-22,5556326816.0,5913743680.0,48.441958730224705
2014-05-23,6324114656.0,4893428928.0,56.37700097747175
2014-05-26,6459915872.0,4893428928.0,56.89879049564319
2014-05-27,6459915872.0,5127292544.0,55.75040717382743
2014-05-28,6767774560.0,5127292544.0,56.89564002311659
2014-05-29,7624595680.0,4456924224.0,63.10957346910977
2014-05-30,6783107872.0,5435196864.0,55.51594937728356
2014-06-03,6263209600.0,6272793728.0,49.96177359023751
2014-06-04,5682858624.0,7141652928.0,44.31247615909201
2014-06-05,6601464384.0,6343598784.0,50.995999774792296
2014-06-06,6601464384.0,6216801536.0,51.5004480730885
2014-06-09,7601645184.0,5095058944.0,59.87101146380277
2014-06-10,9029219456.0,4478761408.0,66.8435908142548
2014-06-11,8603758784.0,4478761408.0,65.76530101028412
