announcement_id,ts_code,sec_name,report_period,event_publication_date,official_pdf_url,source_sha256,metric_id,metric_value_exact,unit,source_unit_multiplier,source_page,source_label,source_raw_row,source_raw_value,all_numeric_cells,selected_column_one_based,footnote_or_formula,statement_scope,period_scope,status,comparative_is_earlier_original,weighted_share_rounding,bridge_sign
1212626208,600036.SH,招商银行,2021-12-31,2022-03-19,https://static.cninfo.com.cn/finalpage/2022-03-19/1212626208.PDF,d657eedc6ebd56dfb3052bcb599aab34b2c5eaab42cd3c0a238aafda863f9cf6,PERPETUAL_DISTRIBUTION,-1975000000,CNY,1000000.0,261,归属于本行永续债投资者的净利润," 归属于本行永续债投资者的净利润 (1,975) –","(1,975)","['(1,975)', '-']",1,,CONSOLIDATED,FULL_YEAR,PASS_EPS_NUMERATOR_ADJUSTMENT_NOT_ORDINARY_CASH_RETURN,False,,
1216222871,600999.SH,招商证券,2022-12-31,2023-03-25,https://static.cninfo.com.cn/finalpage/2023-03-25/1216222871.PDF,3e883a59f2e6e1cfdb9544d213034a90204cd3df0b6288714c6b0c23221d8e4e,ORDINARY_NET_PROFIT_YTD,7460489530.25,CNY,1.0,242,归属于本公司普通股股东的当年净利润,"归属于本公司普通股股东的当年净利润 3=1-2 7,460,489,530.25 10,842,975,137.13","7,460,489,530.25","['7,460,489,530.25', '10,842,975,137.13']",1,3=1-2,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,,
1216222871,600999.SH,招商证券,2022-12-31,2023-03-25,https://static.cninfo.com.cn/finalpage/2023-03-25/1216222871.PDF,3e883a59f2e6e1cfdb9544d213034a90204cd3df0b6288714c6b0c23221d8e4e,WEIGHTED_ORDINARY_SHARES,8696526806.00,SHARES,1.0,242,发行在外的普通股加权平均数,"发行在外的普通股加权平均数 6 8,696,526,806.00 8,696,526,806.00","8,696,526,806.00","['8,696,526,806.00', '8,696,526,806.00']",1,6,CONSOLIDATED,FULL_YEAR,PASS_REPORTED_WEIGHTED_SHARES,False,,
1216222871,600999.SH,招商证券,2022-12-31,2023-03-25,https://static.cninfo.com.cn/finalpage/2023-03-25/1216222871.PDF,3e883a59f2e6e1cfdb9544d213034a90204cd3df0b6288714c6b0c23221d8e4e,OTHER_EQUITY_DISTRIBUTION,611829013.70,CNY,1.0,242,其他权益工具股息影响,"减：其他权益工具股息影响 2 611,829,013.70 802,090,000.02","611,829,013.70","['611,829,013.70', '802,090,000.02']",1,2,CONSOLIDATED,FULL_YEAR,PASS_EPS_NUMERATOR_ADJUSTMENT_NOT_ORDINARY_CASH_RETURN,False,,
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,ORDINARY_NET_PROFIT_YTD,14567735310,CNY,1.0,228,归属于本公司普通股股东的合并净利润,"归属于本公司普通股股东的合并净利润 14,567,735,310 10,665,514,526","14,567,735,310","['14,567,735,310', '10,665,514,526']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,,
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,WEIGHTED_ORDINARY_SHARES,8819448820,SHARES,1.0,229,年末普通股的加权平均数,"年末普通股的加权平均数 8,819,448,820 8,865,323,689","8,819,448,820","['8,819,448,820', '8,865,323,689']",1,,CONSOLIDATED,FULL_YEAR,PASS_REPORTED_WEIGHTED_SHARES,False,,
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,OTHER_EQUITY_DISTRIBUTION,402500000,CNY,1.0,229,其他权益工具股息影响,"减：其他权益工具股息影响（注 1） 402,500,000 456,584,699","402,500,000","['402,500,000', '456,584,699']",1,,CONSOLIDATED,FULL_YEAR,PASS_EPS_NUMERATOR_ADJUSTMENT_NOT_ORDINARY_CASH_RETURN,False,,
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,RESTRICTED_STOCK_DIVIDEND,43244320,CNY,1.0,229,对限制性股票激励计划持有人的分红,"减：对限制性股票激励计划持有人的分红 43,244,320 -","43,244,320","['43,244,320', '-']",1,,CONSOLIDATED,FULL_YEAR,PASS_EPS_NUMERATOR_ADJUSTMENT_NOT_ORDINARY_CASH_RETURN,False,,
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,OPENING_ORDINARY_SHARES,8908448211,SHARES,1.0,229,年初已发行普通股股数,"年初已发行普通股股数 8,908,448,211 8,907,948,159","8,908,448,211","['8,908,448,211', '8,907,948,159']",1,,CONSOLIDATED,FULL_YEAR,PASS_WEIGHTED_SHARE_COMPONENT_NOT_BUYBACK_CASH,False,,1.0
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,REPURCHASE_WEIGHTED_SHARES,88999990,SHARES,1.0,229,回购股份的影响,"减：回购股份的影响 88,999,990 42,749,996","88,999,990","['88,999,990', '42,749,996']",1,,CONSOLIDATED,FULL_YEAR,PASS_WEIGHTED_SHARE_COMPONENT_NOT_BUYBACK_CASH,False,,-1.0
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,CONVERSION_WEIGHTED_SHARES,599,SHARES,1.0,229,可转债持有人转股的影响,"加：可转债持有人转股的影响 599 125,526",599,"['599', '125,526']",1,,CONSOLIDATED,FULL_YEAR,PASS_WEIGHTED_SHARE_COMPONENT_NOT_BUYBACK_CASH,False,,1.0
1209490205,601288.SH,农业银行,2020-12-31,2021-03-31,https://static.cninfo.com.cn/finalpage/2021-03-31/1209490205.PDF,0866d0a3ff32de8c5a2b3a9853b01ac51d024f563f9ffe2e5735ba1a9787f2a1,ORDINARY_NET_PROFIT_YTD,206395000000,CNY,1000000.0,341,归属于母公司普通股股东的当年净利润,"归属于母公司普通股股东的当年净利润 206,395 207,498","206,395","['206,395', '207,498']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,,
1209490205,601288.SH,农业银行,2020-12-31,2021-03-31,https://static.cninfo.com.cn/finalpage/2021-03-31/1209490205.PDF,0866d0a3ff32de8c5a2b3a9853b01ac51d024f563f9ffe2e5735ba1a9787f2a1,WEIGHTED_ORDINARY_SHARES,349983000000,SHARES,1000000.0,341,当年发行在外普通股股数的加权平均数,"当年发行在外普通股股数的加权平均数
(百万股) 349,983 349,983","349,983","['349,983', '349,983']",1,,CONSOLIDATED,FULL_YEAR,PASS_REPORTED_WEIGHTED_SHARES,False,REPORTED_MILLION_SHARES,
1209490205,601288.SH,农业银行,2020-12-31,2021-03-31,https://static.cninfo.com.cn/finalpage/2021-03-31/1209490205.PDF,0866d0a3ff32de8c5a2b3a9853b01ac51d024f563f9ffe2e5735ba1a9787f2a1,OTHER_EQUITY_DISTRIBUTION,-9530000000,CNY,1000000.0,341,归属于母公司其他权益持有者的当年净利润,"减：归属于母公司其他权益持有者的
当年净利润 (9,530) (4,600)","(9,530)","['(9,530)', '(4,600)']",1,,CONSOLIDATED,FULL_YEAR,PASS_EPS_NUMERATOR_ADJUSTMENT_NOT_ORDINARY_CASH_RETURN,False,,
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,ORDINARY_NET_PROFIT_YTD,85665000000,CNY,1000000.0,269,归属于母公司普通股股东的合并净利润,"归属于母公司普通股股东的合并净利润（人民币百万元） 85,665 111,008","85,665","['85,665', '111,008']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,,
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,WEIGHTED_ORDINARY_SHARES,17717000000,SHARES,1000000.0,269,当期发行在外普通股的加权平均数,"当期发行在外普通股的加权平均数（百万股） 17,717 17,454","17,717","['17,717', '17,454']",1,,CONSOLIDATED,FULL_YEAR,PASS_REPORTED_WEIGHTED_SHARES,False,REPORTED_MILLION_SHARES,
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,OPENING_ORDINARY_SHARES,18280000000,SHARES,1000000.0,269,年初已发行的普通股数,"年初已发行的普通股数 18,280 18,280","18,280","['18,280', '18,280']",1,,CONSOLIDATED,FULL_YEAR,PASS_WEIGHTED_SHARE_COMPONENT_NOT_BUYBACK_CASH,False,REPORTED_MILLION_SHARES,1.0
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,CORE_EMPLOYEE_WEIGHTED_SHARES,-26000000,SHARES,1000000.0,269,核心人员持股计划所持股份加权平均数,核心人员持股计划所持股份加权平均数 (26) (22),(26),"['(26)', '(22)']",1,,CONSOLIDATED,FULL_YEAR,PASS_WEIGHTED_SHARE_COMPONENT_NOT_BUYBACK_CASH,False,REPORTED_MILLION_SHARES,1.0
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,SERVICE_PLAN_WEIGHTED_SHARES,-331000000,SHARES,1000000.0,269,长期服务计划所持股份加权平均数,长期服务计划所持股份加权平均数 (331) (234),(331),"['(331)', '(234)']",1,,CONSOLIDATED,FULL_YEAR,PASS_WEIGHTED_SHARE_COMPONENT_NOT_BUYBACK_CASH,False,REPORTED_MILLION_SHARES,1.0
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,CONSOLIDATED_PRODUCT_WEIGHTED_SHARES,-33000000,SHARES,1000000.0,269,合并资管产品所持股份加权平均数,合并资管产品所持股份加权平均数（注） (33) (406),(33),"['(33)', '(406)']",1,,CONSOLIDATED,FULL_YEAR,PASS_WEIGHTED_SHARE_COMPONENT_NOT_BUYBACK_CASH,False,REPORTED_MILLION_SHARES,1.0
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,CANCELLED_TREASURY_WEIGHTED_SHARES,-39000000,SHARES,1000000.0,269,注销库存股加权平均数,注销库存股加权平均数 (39) –,(39),"['(39)', '-']",1,,CONSOLIDATED,FULL_YEAR,PASS_WEIGHTED_SHARE_COMPONENT_NOT_BUYBACK_CASH,False,REPORTED_MILLION_SHARES,1.0
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,REPURCHASE_WEIGHTED_SHARES,-134000000,SHARES,1000000.0,269,股票回购股份加权平均数,股票回购股份加权平均数 (134) (164),(134),"['(134)', '(164)']",1,,CONSOLIDATED,FULL_YEAR,PASS_WEIGHTED_SHARE_COMPONENT_NOT_BUYBACK_CASH,False,REPORTED_MILLION_SHARES,1.0
1204547754,601328.SH,交通银行,2017-12-31,2018-03-30,https://static.cninfo.com.cn/finalpage/2018-03-30/1204547754.PDF,6ee2879cfe9c4be748df31eded50660ddc1de386cd51a3829aed80470b6adf8c,ORDINARY_NET_PROFIT_YTD,67530000000,CNY,1000000.0,239,归属于母公司普通股股东的当期净利润,"歸屬於母公司普通股股東的當期淨利潤 67,530 66,326","67,530","['67,530', '66,326']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,,
1204547754,601328.SH,交通银行,2017-12-31,2018-03-30,https://static.cninfo.com.cn/finalpage/2018-03-30/1204547754.PDF,6ee2879cfe9c4be748df31eded50660ddc1de386cd51a3829aed80470b6adf8c,WEIGHTED_ORDINARY_SHARES,,REPORTED_SHARE_COUNT_UNIT_UNPROVEN,,239,年末发行在外的普通股加权平均数,"年末發行在外的普通股加權平均數 74,263 74,263","74,263","['74,263', '74,263']",1,,CONSOLIDATED,FULL_YEAR,NO_VIEW_SHARE_MULTIPLIER_NOT_EXPLICIT,False,,
1204547754,601328.SH,交通银行,2017-12-31,2018-03-30,https://static.cninfo.com.cn/finalpage/2018-03-30/1204547754.PDF,6ee2879cfe9c4be748df31eded50660ddc1de386cd51a3829aed80470b6adf8c,OTHER_EQUITY_DISTRIBUTION,-2693000000,CNY,1000000.0,239,归属于母公司其他权益持有者的当期净利润,"減：歸屬於母公司其他權益
持有者的當期淨利潤 (2,693) (884)","(2,693)","['(2,693)', '(884)']",1,,CONSOLIDATED,FULL_YEAR,PASS_EPS_NUMERATOR_ADJUSTMENT_NOT_ORDINARY_CASH_RETURN,False,,
1212698832,601601.SH,中国太保,2021-12-31,2022-03-28,https://static.cninfo.com.cn/finalpage/2022-03-28/1212698832.PDF,27897d840144c77dd3be76b23622c1cfffefb1c4848b895e29b2c4e02bbd550d,ORDINARY_NET_PROFIT_YTD,26834000000,CNY,1000000.0,223,归属于本公司股东的当期净利润,"归属于本公司股东的当期净利润 26,834 24,584","26,834","['26,834', '24,584']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,,
1212698832,601601.SH,中国太保,2021-12-31,2022-03-28,https://static.cninfo.com.cn/finalpage/2022-03-28/1212698832.PDF,27897d840144c77dd3be76b23622c1cfffefb1c4848b895e29b2c4e02bbd550d,WEIGHTED_ORDINARY_SHARES,9620000000,SHARES,1000000.0,223,本公司发行在外普通股的加权平均数,"本公司发行在外普通股的加权平均数 ( 百万股 ) 9,620 9,353","9,620","['9,620', '9,353']",1,,CONSOLIDATED,FULL_YEAR,PASS_REPORTED_WEIGHTED_SHARES,False,REPORTED_MILLION_SHARES,
1212669927,601628.SH,中国人寿,2021-12-31,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-25/1212669927.PDF,bf12df8a2946533b2afffa0004b568a1cb27ae8df566b106d70a95d41a118ba8,ORDINARY_NET_PROFIT_YTD,50921000000,CNY,1000000.0,217,归属于母公司普通股股东的当期净利润,"归属于母公司普通股股东的当期净利润 50,921 50,056","50,921","['50,921', '50,056']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,,
1212669927,601628.SH,中国人寿,2021-12-31,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-25/1212669927.PDF,bf12df8a2946533b2afffa0004b568a1cb27ae8df566b106d70a95d41a118ba8,WEIGHTED_ORDINARY_SHARES,,REPORTED_SHARE_COUNT_UNIT_UNPROVEN,,217,本公司发行在外普通股的加权平均数,"本公司发行在外普通股的加权平均数 28,265 28,265","28,265","['28,265', '28,265']",1,,CONSOLIDATED,FULL_YEAR,NO_VIEW_SHARE_MULTIPLIER_NOT_EXPLICIT,False,,
1212669927,601628.SH,中国人寿,2021-12-31,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-25/1212669927.PDF,bf12df8a2946533b2afffa0004b568a1cb27ae8df566b106d70a95d41a118ba8,OTHER_EQUITY_DISTRIBUTION,,CNY,1000000.0,217,归属于母公司其他权益工具持有者的当期净利润,减：归属于母公司其他权益工具持有者的当期净利润 – (201),-,"['-', '(201)']",1,,CONSOLIDATED,FULL_YEAR,NO_VIEW_REPORTED_DASH_NO_NUMERIC_FACT,False,,
1212730963,601939.SH,建设银行,2021-12-31,2022-03-30,https://static.cninfo.com.cn/finalpage/2022-03-30/1212730963.PDF,cdc717e845fb7bcebf662f1200f3a903a0ac928cf94955ee306025e7a700cadc,ORDINARY_NET_PROFIT_YTD,297975000000,CNY,1000000.0,363,归属于本行普通股股东的净利润,"归属于本行普通股股东的净利润 297,975 265,426","297,975","['297,975', '265,426']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,,
1212730963,601939.SH,建设银行,2021-12-31,2022-03-30,https://static.cninfo.com.cn/finalpage/2022-03-30/1212730963.PDF,cdc717e845fb7bcebf662f1200f3a903a0ac928cf94955ee306025e7a700cadc,WEIGHTED_ORDINARY_SHARES,250011000000,SHARES,1000000.0,363,加权平均普通股股数,"加权平均普通股股数(百万股) 250,011 250,011","250,011","['250,011', '250,011']",1,,CONSOLIDATED,FULL_YEAR,PASS_REPORTED_WEIGHTED_SHARES,False,REPORTED_MILLION_SHARES,
1212730963,601939.SH,建设银行,2021-12-31,2022-03-30,https://static.cninfo.com.cn/finalpage/2022-03-30/1212730963.PDF,cdc717e845fb7bcebf662f1200f3a903a0ac928cf94955ee306025e7a700cadc,OTHER_EQUITY_DISTRIBUTION,-4538000000,CNY,1000000.0,363,归属于本行其他权益工具持有者的净利润,"减：归属于本行其他权益工具持有者
的净利润 (4,538) (5,624)","(4,538)","['(4,538)', '(5,624)']",1,,CONSOLIDATED,FULL_YEAR,PASS_EPS_NUMERATOR_ADJUSTMENT_NOT_ORDINARY_CASH_RETURN,False,,
