period,date,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,estimated_portfolio_variance,minimum_scaled_eigenvalue,active_strategies,target,panic_budget,panic_sd,panic_state,learned_budget,learned_sd,learned_state,breakout_budget,breakout_sd,breakout_state,panic_learned_covariance,panic_breakout_covariance,learned_breakout_covariance,panic_reference_return,learned_reference_return,breakout_reference_return
evaluation,2022-02-07,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-02-07,2022-02-07,2021-02-02,242,1.3822910532519374e-06,0.06542511580393884,panic+learned+breakout,0.0,0.318013540234432,0.0020704026709432648,0.0,0.020992118459307624,0.005526548108773549,0.0,0.6609943413062603,0.0014290318629895827,0.0,1.3635606826468836e-08,2.846982911220314e-08,1.1146813360402624e-06,0.0,0.0,0.0
evaluation,2022-03-01,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-03-01,2022-03-01,2021-03-03,242,1.3694519001471008e-06,0.1258747301495175,panic+learned+breakout,0.0,0.3151890164527334,0.0020704026709432665,0.0,0.04157458081158027,0.003933594356299341,0.0,0.6432364027356863,0.0014290318629895818,0.0,1.4471270318417745e-09,2.8469829112203117e-08,1.1282095480106008e-06,0.0,0.0,0.0
evaluation,2022-04-01,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-04-01,2022-04-01,2021-04-06,242,1.3694519001471008e-06,0.12587473014951722,panic+learned+breakout,0.0,0.31518901645273273,0.0020704026709432682,0.0,0.04157458081158016,0.003933594356299341,0.0,0.6432364027356872,0.001429031862989581,0.0,1.4471270318417747e-09,2.846982911220304e-08,1.1282095480106012e-06,0.0,0.0,0.0
evaluation,2022-05-05,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-05-05,2022-05-05,2021-05-06,242,1.3694519001471002e-06,0.12587473014951703,panic+learned+breakout,0.0,0.3151890164527321,0.00207040267094327,0.0,0.04157458081158006,0.003933594356299341,0.0,0.6432364027356878,0.0014290318629895798,0.0,1.4471270318417749e-09,2.8469829112202985e-08,1.1282095480106014e-06,0.0,0.0,0.0
evaluation,2022-06-01,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-06-01,2022-06-01,2021-06-02,242,1.3739443261505529e-06,0.10729602461265832,panic+learned+breakout,0.0,0.31631590952243144,0.0020704026709432717,0.0,0.03477102760192101,0.004275753487190616,0.0,0.6489130628756477,0.001429031862989579,0.0,-1.2640602366207814e-08,2.8469829112202955e-08,1.1438457711236434e-06,0.0,0.0,0.0
evaluation,2022-07-01,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-07-01,2022-07-01,2021-07-02,242,1.3691714719756122e-06,0.12896005985418618,panic+learned+breakout,0.0,0.3152618324585842,0.0020704026709432734,0.0,0.042410664244998876,0.003880738915837991,0.0,0.6423275032964169,0.0014290318629895794,0.0,-1.1943198080693295e-08,2.846982911220293e-08,1.1430717096194637e-06,0.0,0.0,0.0
evaluation,2022-08-01,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-08-01,2022-08-01,2021-08-02,242,1.3302313521524604e-06,0.2121957392438772,panic+learned+breakout,0.0,0.3217978556112484,0.0020192116954548963,0.0,0.07359926951983498,0.0029507104823494907,0.0,0.6046028748689166,0.00142903186298958,0.0,-2.4825386011943088e-08,3.3111252176861385e-08,1.1535074346867185e-06,0.0,0.0,0.0
evaluation,2022-09-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-09-01,2022-08-01,2021-09-02,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.003711539411602753,0.0,0.6046028748689166,0.0014290318629895807,0.0,,,,0.0,0.0,0.0
evaluation,2022-10-10,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-10-10,2022-08-01,2021-10-12,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.003711539411602752,0.0,0.6046028748689166,0.0014290318629895814,0.0,,,,0.0,0.0,0.0
evaluation,2022-11-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-11-01,2022-08-01,2021-11-03,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.003620674365441224,0.0,0.6046028748689166,0.000675549536018436,0.0,,,,0.0,0.0,0.0
evaluation,2022-12-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-12-01,2022-08-01,2021-12-03,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.003168431901387004,0.0,0.6046028748689166,0.0,0.0,,,,0.0,0.0,0.0
evaluation,2023-01-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-01-03,2022-08-01,2022-01-05,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.002953404632204453,0.0,0.6046028748689166,0.0,0.0,,,,0.0,0.0,0.0
evaluation,2023-02-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-02-01,2022-08-01,2022-01-27,242,,,,0.6046028748689166,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0029534046322044517,0.0,0.6046028748689166,0.001747215713591272,1.0,,,,0.0,0.0,0.0073262009076195955
evaluation,2023-03-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-03-01,2022-08-01,2022-03-03,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0029534046322044504,0.0,0.6046028748689166,0.0020710453207473806,0.0,,,,0.0,0.0,0.0
evaluation,2023-04-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-04-03,2022-08-01,2022-04-07,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.002953404632204448,0.0,0.6046028748689166,0.002071045320747382,0.0,,,,0.0,0.0,0.0
evaluation,2023-05-04,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-05-04,2022-08-01,2022-05-09,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0029534046322044465,0.0,0.6046028748689166,0.0027223610764031056,0.0,,,,0.0,0.0,0.0
evaluation,2023-06-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-06-01,2022-08-01,2022-06-07,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.002429941423497484,0.0,0.6046028748689166,0.002722361076403106,0.0,,,,0.0,0.0,0.0
evaluation,2023-07-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-07-03,2022-08-01,2022-07-05,242,,,,0.6046028748689166,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0022497667681421808,0.0,0.6046028748689166,0.0031687952824147165,1.0,,,,0.0,0.0,0.011582132884324858
evaluation,2023-08-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-08-01,2022-08-01,2022-08-03,242,,,,0.6046028748689166,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0022497667681421825,0.0,0.6046028748689166,0.0036274573822280905,1.0,,,,0.0,0.0,-0.0044037973416264364
evaluation,2023-09-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-09-01,2022-08-01,2022-09-05,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0,0.0,0.6046028748689166,0.004081929699832419,0.0,,,,0.0,0.0,0.0
evaluation,2023-10-09,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-10-09,2022-08-01,2022-10-11,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0,0.0,0.6046028748689166,0.004081929699832417,0.0,,,,0.0,0.0,0.0
evaluation,2023-11-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-11-01,2022-08-01,2022-11-03,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0,0.0,0.6046028748689166,0.004081929699832415,0.0,,,,0.0,0.0,0.0
evaluation,2023-12-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-12-01,2022-08-01,2022-12-05,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0,0.0,0.6046028748689166,0.004081929699832411,0.0,,,,0.0,0.0,0.0
evaluation,2024-01-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-01-02,2022-08-01,2023-01-04,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0,0.0,0.6046028748689166,0.004081929699832409,0.0,,,,0.0,0.0,0.0
evaluation,2024-02-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-02-01,2022-08-01,2023-02-10,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0,0.0,0.6046028748689166,0.00351051685408608,0.0,,,,0.0,0.0,0.0
evaluation,2024-03-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-03-01,2022-08-01,2023-03-03,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.001075383832918162,0.0,0.6046028748689166,0.003510516854086081,0.0,,,,0.0,0.0,0.0
evaluation,2024-04-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-04-01,2022-08-01,2023-04-03,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.001075383832918162,0.0,0.6046028748689166,0.0035812173023643083,0.0,,,,0.0,0.0,0.0
evaluation,2024-05-06,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-05-06,2022-08-01,2023-05-05,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.001075383832918162,0.0,0.6046028748689166,0.0031234032026362184,0.0,,,,0.0,0.0,0.0
evaluation,2024-06-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-06-03,2022-08-01,2023-06-02,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0010753838329181618,0.0,0.6046028748689166,0.0032696127195070107,0.0,,,,0.0,0.0,0.0
evaluation,2024-07-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-07-01,2022-08-01,2023-07-03,242,,,,0.07359926951983498,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0014118383612107999,1.0,0.6046028748689166,0.002948642074711099,0.0,,,,0.0,0.004014276588118371,0.0
evaluation,2024-08-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-08-01,2022-08-01,2023-08-03,242,,,,0.07359926951983498,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0019969378472530133,1.0,0.6046028748689166,0.002724756124820078,0.0,,,,0.0,0.0,0.0
evaluation,2024-09-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-09-02,2022-08-01,2023-09-04,242,,,,0.07359926951983498,0.3217978556112484,0.0,0.0,0.07359926951983498,0.0026219925966874873,1.0,0.6046028748689166,0.0020406334878291885,0.0,,,,0.0,-0.017643307370088124,0.0
evaluation,2024-10-08,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-10-08,2022-08-01,2023-10-09,242,,,,0.6046028748689166,0.3217978556112484,0.0,0.0,0.07359926951983498,0.006227028102945457,0.0,0.6046028748689166,0.008580353701946009,1.0,,,,0.0,0.0,0.04222085222438632
evaluation,2024-11-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-11-01,2022-08-01,2023-11-02,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.006227028102945457,0.0,0.6046028748689166,0.010334793098177815,0.0,,,,0.0,0.0,0.0
evaluation,2024-12-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-12-02,2022-08-01,2023-12-01,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.006227028102945457,0.0,0.6046028748689166,0.010334793098177813,0.0,,,,0.0,0.0,0.0
evaluation,2025-01-02,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-01-02,2022-08-01,2024-01-03,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.006227028102945457,0.0,0.6046028748689166,0.010334793098177808,0.0,,,,0.0,0.0,0.0
evaluation,2025-02-05,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-02-05,2022-08-01,2024-01-29,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.006227028102945457,0.0,0.6046028748689166,0.010334793098177806,0.0,,,,0.0,0.0,0.0
evaluation,2025-03-03,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-03-03,2022-08-01,2024-03-01,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.006140636424017673,0.0,0.6046028748689166,0.010439253629347616,0.0,,,,0.0,0.0,-0.0004495322007099789
evaluation,2025-04-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-04-01,2022-08-01,2024-04-01,242,,,,0.0,0.3217978556112484,0.0,0.0,0.07359926951983498,0.006140636424017673,0.0,0.6046028748689166,0.010502699569557846,0.0,,,,0.0,0.0,0.0
evaluation,2025-05-06,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-05-06,2025-05-06,2024-05-07,242,2.475569507842186e-06,0.023732627808661037,panic+learned+breakout,0.0,0.939989902707509,0.00161882072358757,0.0,0.057447778148518765,0.006149408741204137,0.0,0.00256231914397224,0.010502699569557848,0.0,2.158552553164937e-07,-5.8595050195221016e-08,3.9131318411172966e-05,0.0,0.0,0.0
evaluation,2025-06-03,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-06-03,2025-06-03,2024-06-03,242,2.4752884751167318e-06,0.02396307105647863,panic+learned+breakout,0.05713799657525066,0.9399757087416277,0.0016188207235875711,0.0,0.05713799657525066,0.006150217991317529,1.0,0.002886294683121549,0.010451749228159033,0.0,2.1406937159295462e-07,-7.797738611263701e-08,3.908588564738413e-05,0.0,0.0020716086281438173,0.0
evaluation,2025-07-01,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-07-01,2025-07-01,2024-07-02,242,2.472567121655236e-06,0.023966811255200744,panic+learned+breakout,0.0,0.93925833680872,0.001618820723587572,0.0,0.0582660496806555,0.0061346733725915715,0.0,0.0024756135106244865,0.010451749228159038,0.0,1.9493424903793174e-07,-7.797738611263689e-08,3.9051460439093614e-05,0.0,0.0,0.0
evaluation,2025-08-01,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-08-01,2025-08-01,2024-08-02,242,2.4663869085078714e-06,0.023798344112112377,panic+learned+breakout,0.0012895774773822493,0.9363615282319275,0.0016188207235875733,0.0,0.062348894290690064,0.005973299832853453,0.0,0.0012895774773822493,0.010486694202040032,1.0,2.042739604827965e-07,-1.2418158663332069e-07,3.9148247732784914e-05,0.0,0.0,-0.005281936420797884
evaluation,2025-09-01,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-09-01,2025-09-01,2024-09-02,242,2.459085954293608e-06,0.02213741264662588,panic+learned+breakout,0.0009617343974465104,0.933447963647801,0.0016188207235875744,0.0,0.06559030195475248,0.0058373077234246075,0.0,0.0009617343974465104,0.010870791687796788,1.0,2.0006205418084529e-07,-2.2016507885915357e-07,3.889212908731789e-05,0.0,0.0,0.003252992290897927
evaluation,2025-10-09,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-10-09,2025-10-09,2024-10-11,242,7.492185008306615e-07,0.03068374742757691,panic+learned+breakout,0.029456525490026142,0.2034505794440453,0.0016188207235875757,0.0,0.7670928950659287,0.0009504200489514543,0.0,0.029456525490026142,0.005284290803373797,1.0,2.861241409413489e-07,-1.1623649037317634e-07,-6.474986525549138e-08,0.0,0.0,0.01578568805341063
evaluation,2025-11-03,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-11-03,2025-11-03,2024-11-05,242,7.538477390060105e-07,0.026050095446642364,panic+learned+breakout,0.0,0.20427443156754668,0.0016188207235875766,0.0,0.7711490801556525,0.0009504200489514544,0.0,0.024576488276800843,0.005735173712102639,0.0,2.861241409413488e-07,-8.602645973445863e-08,-4.792128236434232e-08,0.0,0.0,0.0
evaluation,2025-12-01,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-12-01,2025-12-01,2024-12-03,242,7.538477390060107e-07,0.026050095446642337,panic+learned+breakout,0.0,0.20427443156754646,0.0016188207235875779,0.0,0.7711490801556528,0.0009504200489514544,0.0,0.024576488276800812,0.005735173712102643,0.0,2.861241409413487e-07,-8.602645973445867e-08,-4.7921282364342395e-08,0.0,0.0,0.0
evaluation,2026-01-05,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-01-05,2026-01-05,2025-01-06,242,1.4545324833012746e-06,0.07585006397132922,panic+learned+breakout,0.4395379022348155,0.5134842783872773,0.001618820723587579,0.0,0.4395379022348155,0.0017379123188330538,1.0,0.046977819377907244,0.00573517371210265,0.0,2.5696740413972805e-07,-8.602645973445876e-08,-1.0579050155331203e-07,0.0,0.019123404691441692,0.0
evaluation,2026-02-02,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-02-02,2026-02-02,2025-02-11,242,1.7078163637464511e-06,0.07884556280692716,panic+learned+breakout,0.0,0.6231761556232769,0.00161882072358758,0.0,0.3220370909392787,0.002201645532660938,0.0,0.054786753437444505,0.005735173712102654,0.0,2.4669882148710627e-07,-8.602645973445883e-08,-1.261712068540474e-07,0.0,0.0,0.0
evaluation,2026-03-02,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-03-02,2026-03-02,2025-03-03,242,1.6986755922292786e-06,0.08444609080289,panic+learned+breakout,0.0,0.6203288721171334,0.001618820723587581,0.0,0.32070488836701977,0.002201645532660937,0.0,0.05896623951584677,0.005541632705105109,0.0,2.4669882148710643e-07,-1.0283330710609595e-07,-1.5082106717419556e-07,0.0,0.0,0.0
evaluation,2026-04-01,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-04-01,2026-04-01,2025-04-02,242,1.6876839976594616e-06,0.09033885166321927,panic+learned+breakout,0.0,0.6170866849072796,0.001618820723587582,0.0,0.31924857509862753,0.0022016455326609352,0.0,0.06366473999409294,0.005357659410059812,0.0,2.4669882148710664e-07,-1.2879349742463793e-07,-1.888957310945957e-07,0.0,0.0,0.0
evaluation,2026-05-06,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-05-06,2026-04-01,2025-05-07,242,,,,0.31924857509862753,0.6170866849072796,0.0,0.0,0.31924857509862753,0.002183301556430864,1.0,0.06366473999409294,0.005357659410059811,0.0,,,,0.0,0.0036993468073034386,0.0
evaluation,2026-06-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-06-01,2026-04-01,2025-06-03,242,,,,0.0,0.6170866849072796,0.0,0.0,0.31924857509862753,0.0027642817303166313,0.0,0.06366473999409294,0.005357659410059808,0.0,,,,0.0,0.0,0.0
evaluation,2026-07-01,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-07-01,2026-04-01,2025-07-02,242,,,,0.0,0.6170866849072796,0.0,0.0,0.31924857509862753,0.0040697544491739126,0.0,0.06366473999409294,0.005357659410059805,0.0,,,,0.0,0.0,0.0
