origin_date,entry_date,horizon_end_date,bad10,event_id,sample_group_id,bootstrap_event_block_id,calendar_year_block_id,training_weight,split_assignment
2015-03-03,2015-03-04,2015-03-17,0,,NON_EVENT_DAY_20150303,NON_EVENT_DAY_20150303,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-04,2015-03-05,2015-03-18,0,,NON_EVENT_DAY_20150304,NON_EVENT_DAY_20150304,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-05,2015-03-06,2015-03-19,0,,NON_EVENT_DAY_20150305,NON_EVENT_DAY_20150305,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-06,2015-03-09,2015-03-20,0,,NON_EVENT_DAY_20150306,NON_EVENT_DAY_20150306,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-09,2015-03-10,2015-03-23,0,,NON_EVENT_DAY_20150309,NON_EVENT_DAY_20150309,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-10,2015-03-11,2015-03-24,0,,NON_EVENT_DAY_20150310,NON_EVENT_DAY_20150310,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-11,2015-03-12,2015-03-25,0,,NON_EVENT_DAY_20150311,NON_EVENT_DAY_20150311,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-12,2015-03-13,2015-03-26,0,,NON_EVENT_DAY_20150312,NON_EVENT_DAY_20150312,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-13,2015-03-16,2015-03-27,0,,NON_EVENT_DAY_20150313,NON_EVENT_DAY_20150313,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-16,2015-03-17,2015-03-30,0,,NON_EVENT_DAY_20150316,NON_EVENT_DAY_20150316,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-17,2015-03-18,2015-03-31,0,,NON_EVENT_DAY_20150317,NON_EVENT_DAY_20150317,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-18,2015-03-19,2015-04-01,0,,NON_EVENT_DAY_20150318,NON_EVENT_DAY_20150318,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-19,2015-03-20,2015-04-02,0,,NON_EVENT_DAY_20150319,NON_EVENT_DAY_20150319,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-20,2015-03-23,2015-04-03,0,,NON_EVENT_DAY_20150320,NON_EVENT_DAY_20150320,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-23,2015-03-24,2015-04-07,0,,NON_EVENT_DAY_20150323,NON_EVENT_DAY_20150323,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-24,2015-03-25,2015-04-08,0,,NON_EVENT_DAY_20150324,NON_EVENT_DAY_20150324,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-25,2015-03-26,2015-04-09,0,,NON_EVENT_DAY_20150325,NON_EVENT_DAY_20150325,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-26,2015-03-27,2015-04-10,0,,NON_EVENT_DAY_20150326,NON_EVENT_DAY_20150326,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-27,2015-03-30,2015-04-13,0,,NON_EVENT_DAY_20150327,NON_EVENT_DAY_20150327,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-30,2015-03-31,2015-04-14,0,,NON_EVENT_DAY_20150330,NON_EVENT_DAY_20150330,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-03-31,2015-04-01,2015-04-15,0,,NON_EVENT_DAY_20150331,NON_EVENT_DAY_20150331,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-01,2015-04-02,2015-04-16,0,,NON_EVENT_DAY_20150401,NON_EVENT_DAY_20150401,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-02,2015-04-03,2015-04-17,0,,NON_EVENT_DAY_20150402,NON_EVENT_DAY_20150402,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-03,2015-04-07,2015-04-20,0,,NON_EVENT_DAY_20150403,NON_EVENT_DAY_20150403,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-07,2015-04-08,2015-04-21,0,,NON_EVENT_DAY_20150407,NON_EVENT_DAY_20150407,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-08,2015-04-09,2015-04-22,0,,NON_EVENT_DAY_20150408,NON_EVENT_DAY_20150408,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-09,2015-04-10,2015-04-23,0,,NON_EVENT_DAY_20150409,NON_EVENT_DAY_20150409,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-10,2015-04-13,2015-04-24,0,,NON_EVENT_DAY_20150410,NON_EVENT_DAY_20150410,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-13,2015-04-14,2015-04-27,0,,NON_EVENT_DAY_20150413,NON_EVENT_DAY_20150413,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-14,2015-04-15,2015-04-28,0,,NON_EVENT_DAY_20150414,NON_EVENT_DAY_20150414,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-15,2015-04-16,2015-04-29,0,,NON_EVENT_DAY_20150415,NON_EVENT_DAY_20150415,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-16,2015-04-17,2015-04-30,0,,NON_EVENT_DAY_20150416,NON_EVENT_DAY_20150416,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-17,2015-04-20,2015-05-04,0,,NON_EVENT_DAY_20150417,NON_EVENT_DAY_20150417,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-20,2015-04-21,2015-05-05,0,,NON_EVENT_DAY_20150420,NON_EVENT_DAY_20150420,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-21,2015-04-22,2015-05-06,0,,NON_EVENT_DAY_20150421,NON_EVENT_DAY_20150421,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-22,2015-04-23,2015-05-07,1,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,CALENDAR_YEAR_2015,0.125,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-23,2015-04-24,2015-05-08,1,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,CALENDAR_YEAR_2015,0.125,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-24,2015-04-27,2015-05-11,1,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,CALENDAR_YEAR_2015,0.125,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-27,2015-04-28,2015-05-12,1,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,CALENDAR_YEAR_2015,0.125,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-28,2015-04-29,2015-05-13,1,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,CALENDAR_YEAR_2015,0.125,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-29,2015-04-30,2015-05-14,1,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,CALENDAR_YEAR_2015,0.125,UNASSIGNED_PRE_MODEL_FREEZE
2015-04-30,2015-05-04,2015-05-15,1,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,CALENDAR_YEAR_2015,0.125,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-04,2015-05-05,2015-05-18,1,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,BAD10_V2_EVENT_0002,CALENDAR_YEAR_2015,0.125,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-05,2015-05-06,2015-05-19,0,,NON_EVENT_DAY_20150505,NON_EVENT_DAY_20150505,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-06,2015-05-07,2015-05-20,0,,NON_EVENT_DAY_20150506,NON_EVENT_DAY_20150506,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-07,2015-05-08,2015-05-21,0,,NON_EVENT_DAY_20150507,NON_EVENT_DAY_20150507,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-08,2015-05-11,2015-05-22,0,,NON_EVENT_DAY_20150508,NON_EVENT_DAY_20150508,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-11,2015-05-12,2015-05-25,0,,NON_EVENT_DAY_20150511,NON_EVENT_DAY_20150511,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-12,2015-05-13,2015-05-26,0,,NON_EVENT_DAY_20150512,NON_EVENT_DAY_20150512,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-13,2015-05-14,2015-05-27,0,,NON_EVENT_DAY_20150513,NON_EVENT_DAY_20150513,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-14,2015-05-15,2015-05-28,0,,NON_EVENT_DAY_20150514,NON_EVENT_DAY_20150514,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-15,2015-05-18,2015-05-29,0,,NON_EVENT_DAY_20150515,NON_EVENT_DAY_20150515,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-18,2015-05-19,2015-06-01,0,,NON_EVENT_DAY_20150518,NON_EVENT_DAY_20150518,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-19,2015-05-20,2015-06-02,0,,NON_EVENT_DAY_20150519,NON_EVENT_DAY_20150519,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-20,2015-05-21,2015-06-03,0,,NON_EVENT_DAY_20150520,NON_EVENT_DAY_20150520,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-21,2015-05-22,2015-06-04,0,,NON_EVENT_DAY_20150521,NON_EVENT_DAY_20150521,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-22,2015-05-25,2015-06-05,0,,NON_EVENT_DAY_20150522,NON_EVENT_DAY_20150522,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-25,2015-05-26,2015-06-08,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-26,2015-05-27,2015-06-09,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-27,2015-05-28,2015-06-10,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-28,2015-05-29,2015-06-11,0,,NON_EVENT_DAY_20150528,NON_EVENT_DAY_20150528,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-05-29,2015-06-01,2015-06-12,0,,NON_EVENT_DAY_20150529,NON_EVENT_DAY_20150529,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-01,2015-06-02,2015-06-15,0,,NON_EVENT_DAY_20150601,NON_EVENT_DAY_20150601,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-02,2015-06-03,2015-06-16,0,,NON_EVENT_DAY_20150602,NON_EVENT_DAY_20150602,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-03,2015-06-04,2015-06-17,0,,NON_EVENT_DAY_20150603,NON_EVENT_DAY_20150603,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-04,2015-06-05,2015-06-18,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-05,2015-06-08,2015-06-19,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-08,2015-06-09,2015-06-23,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-09,2015-06-10,2015-06-24,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-10,2015-06-11,2015-06-25,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-11,2015-06-12,2015-06-26,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-12,2015-06-15,2015-06-29,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-15,2015-06-16,2015-06-30,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-16,2015-06-17,2015-07-01,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-17,2015-06-18,2015-07-02,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-18,2015-06-19,2015-07-03,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-19,2015-06-23,2015-07-06,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-23,2015-06-24,2015-07-07,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-24,2015-06-25,2015-07-08,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-25,2015-06-26,2015-07-09,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-26,2015-06-29,2015-07-10,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-29,2015-06-30,2015-07-13,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-06-30,2015-07-01,2015-07-14,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-07-01,2015-07-02,2015-07-15,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-07-02,2015-07-03,2015-07-16,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-07-03,2015-07-06,2015-07-17,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-07-06,2015-07-07,2015-07-20,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-07-07,2015-07-08,2015-07-21,0,,NON_EVENT_DAY_20150707,NON_EVENT_DAY_20150707,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-07-08,2015-07-09,2015-07-22,0,,NON_EVENT_DAY_20150708,NON_EVENT_DAY_20150708,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-07-09,2015-07-10,2015-07-23,0,,NON_EVENT_DAY_20150709,NON_EVENT_DAY_20150709,CALENDAR_YEAR_2015,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2015-07-10,2015-07-13,2015-07-24,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-07-13,2015-07-14,2015-07-27,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
2015-07-14,2015-07-15,2015-07-28,1,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,BAD10_V2_EVENT_0003,CALENDAR_YEAR_2015,0.018518518518518517,UNASSIGNED_PRE_MODEL_FREEZE
