period,market_date,execution_date,decision_time,is_update,reference_history_available,current_reference_year_return,calendar_enabled,calendar_budget,learned_budget,has_valid_activation_decision,last_valid_evidence_date,last_valid_reference_year_return,activation_status
evaluation,2022-04-29,2022-05-05,2022-05-05 09:00:00,True,True,-0.0847337072526294,False,0.0,1.0,True,2022-04-29,-0.0847337072526294,过去一年未净盈利，全部预算交给原学习状态
evaluation,2022-05-31,2022-06-01,2022-06-01 09:00:00,True,True,-0.07807505884333975,False,0.0,1.0,True,2022-05-31,-0.07807505884333975,过去一年未净盈利，全部预算交给原学习状态
evaluation,2022-06-30,2022-07-01,2022-07-01 09:00:00,True,True,-0.025341355052763175,False,0.0,1.0,True,2022-06-30,-0.025341355052763175,过去一年未净盈利，全部预算交给原学习状态
evaluation,2022-07-29,2022-08-01,2022-08-01 09:00:00,True,True,-0.0030916424301910763,False,0.0,1.0,True,2022-07-29,-0.0030916424301910763,过去一年未净盈利，全部预算交给原学习状态
evaluation,2022-08-31,2022-09-01,2022-09-01 09:00:00,True,True,-0.04151617218730118,False,0.0,1.0,True,2022-08-31,-0.04151617218730118,过去一年未净盈利，全部预算交给原学习状态
evaluation,2022-09-30,2022-10-10,2022-10-10 09:00:00,True,True,-0.07863944802683974,False,0.0,1.0,True,2022-09-30,-0.07863944802683974,过去一年未净盈利，全部预算交给原学习状态
evaluation,2022-10-31,2022-11-01,2022-11-01 09:00:00,True,True,-0.11201267112771282,False,0.0,1.0,True,2022-10-31,-0.11201267112771282,过去一年未净盈利，全部预算交给原学习状态
evaluation,2022-11-30,2022-12-01,2022-12-01 09:00:00,True,True,-0.025447428771096337,False,0.0,1.0,True,2022-11-30,-0.025447428771096337,过去一年未净盈利，全部预算交给原学习状态
evaluation,2022-12-30,2023-01-03,2023-01-03 09:00:00,True,True,-0.01958897843243549,False,0.0,1.0,True,2022-12-30,-0.01958897843243549,过去一年未净盈利，全部预算交给原学习状态
evaluation,2023-01-31,2023-02-01,2023-02-01 09:00:00,True,True,7.613211306294127e-05,True,0.5,0.5,True,2023-01-31,7.613211306294127e-05,按过去一年净盈利，启用日历一半预算
evaluation,2023-02-28,2023-03-01,2023-03-01 09:00:00,True,True,-0.014242347941421143,False,0.0,1.0,True,2023-02-28,-0.014242347941421143,过去一年未净盈利，全部预算交给原学习状态
evaluation,2023-03-31,2023-04-03,2023-04-03 09:00:00,True,True,-0.004203932319254058,False,0.0,1.0,True,2023-03-31,-0.004203932319254058,过去一年未净盈利，全部预算交给原学习状态
evaluation,2023-04-28,2023-05-04,2023-05-04 09:00:00,True,True,-0.010859510809362045,False,0.0,1.0,True,2023-04-28,-0.010859510809362045,过去一年未净盈利，全部预算交给原学习状态
evaluation,2023-05-31,2023-06-01,2023-06-01 09:00:00,True,True,0.007803230961884008,True,0.5,0.5,True,2023-05-31,0.007803230961884008,按过去一年净盈利，启用日历一半预算
evaluation,2023-06-30,2023-07-03,2023-07-03 09:00:00,True,True,-0.006788197691530206,False,0.0,1.0,True,2023-06-30,-0.006788197691530206,过去一年未净盈利，全部预算交给原学习状态
evaluation,2023-07-31,2023-08-01,2023-08-01 09:00:00,True,True,0.033850919535122564,True,0.5,0.5,True,2023-07-31,0.033850919535122564,按过去一年净盈利，启用日历一半预算
evaluation,2023-08-31,2023-09-01,2023-09-01 09:00:00,True,True,0.029184008638880193,True,0.5,0.5,True,2023-08-31,0.029184008638880193,按过去一年净盈利，启用日历一半预算
evaluation,2023-09-28,2023-10-09,2023-10-09 09:00:00,True,True,0.04586310916636595,True,0.5,0.5,True,2023-09-28,0.04586310916636595,按过去一年净盈利，启用日历一半预算
evaluation,2023-10-31,2023-11-01,2023-11-01 09:00:00,True,True,0.09294800713020687,True,0.5,0.5,True,2023-10-31,0.09294800713020687,按过去一年净盈利，启用日历一半预算
evaluation,2023-11-30,2023-12-01,2023-12-01 09:00:00,True,True,0.03894041741542833,True,0.5,0.5,True,2023-11-30,0.03894041741542833,按过去一年净盈利，启用日历一半预算
evaluation,2023-12-29,2024-01-02,2024-01-02 09:00:00,True,True,0.029154699790597156,True,0.5,0.5,True,2023-12-29,0.029154699790597156,按过去一年净盈利，启用日历一半预算
evaluation,2024-01-31,2024-02-01,2024-02-01 09:00:00,True,True,-0.01627315404829605,False,0.0,1.0,True,2024-01-31,-0.01627315404829605,过去一年未净盈利，全部预算交给原学习状态
evaluation,2024-02-29,2024-03-01,2024-03-01 09:00:00,True,True,-0.0259018808453042,False,0.0,1.0,True,2024-02-29,-0.0259018808453042,过去一年未净盈利，全部预算交给原学习状态
evaluation,2024-03-29,2024-04-01,2024-04-01 09:00:00,True,True,-0.01707453320186619,False,0.0,1.0,True,2024-03-29,-0.01707453320186619,过去一年未净盈利，全部预算交给原学习状态
evaluation,2024-04-30,2024-05-06,2024-05-06 09:00:00,True,True,-0.017983015984357146,False,0.0,1.0,True,2024-04-30,-0.017983015984357146,过去一年未净盈利，全部预算交给原学习状态
evaluation,2024-05-31,2024-06-03,2024-06-03 09:00:00,True,True,-0.01201528424814056,False,0.0,1.0,True,2024-05-31,-0.01201528424814056,过去一年未净盈利，全部预算交给原学习状态
evaluation,2024-06-28,2024-07-01,2024-07-01 09:00:00,True,True,-0.010280741387251931,False,0.0,1.0,True,2024-06-28,-0.010280741387251931,过去一年未净盈利，全部预算交给原学习状态
evaluation,2024-07-31,2024-08-01,2024-08-01 09:00:00,True,True,-0.028111140444936716,False,0.0,1.0,True,2024-07-31,-0.028111140444936716,过去一年未净盈利，全部预算交给原学习状态
evaluation,2024-08-30,2024-09-02,2024-09-02 09:00:00,True,True,-0.017791597354928468,False,0.0,1.0,True,2024-08-30,-0.017791597354928468,过去一年未净盈利，全部预算交给原学习状态
evaluation,2024-09-30,2024-10-08,2024-10-08 09:00:00,True,True,0.16519437566312054,True,0.5,0.5,True,2024-09-30,0.16519437566312054,按过去一年净盈利，启用日历一半预算
evaluation,2024-10-31,2024-11-01,2024-11-01 09:00:00,True,True,0.07989028366017137,True,0.5,0.5,True,2024-10-31,0.07989028366017137,按过去一年净盈利，启用日历一半预算
evaluation,2024-11-29,2024-12-02,2024-12-02 09:00:00,True,True,0.15478551662087658,True,0.5,0.5,True,2024-11-29,0.15478551662087658,按过去一年净盈利，启用日历一半预算
evaluation,2024-12-31,2025-01-02,2025-01-02 09:00:00,True,True,0.14028379556953863,True,0.5,0.5,True,2024-12-31,0.14028379556953863,按过去一年净盈利，启用日历一半预算
evaluation,2025-01-27,2025-02-05,2025-02-05 09:00:00,True,True,0.11156501988025758,True,0.5,0.5,True,2025-01-27,0.11156501988025758,按过去一年净盈利，启用日历一半预算
evaluation,2025-02-28,2025-03-03,2025-03-03 09:00:00,True,True,0.1751286479725877,True,0.5,0.5,True,2025-02-28,0.1751286479725877,按过去一年净盈利，启用日历一半预算
evaluation,2025-03-31,2025-04-01,2025-04-01 09:00:00,True,True,0.14408968173394437,True,0.5,0.5,True,2025-03-31,0.14408968173394437,按过去一年净盈利，启用日历一半预算
evaluation,2025-04-30,2025-05-06,2025-05-06 09:00:00,True,True,0.0522545988828799,True,0.5,0.5,True,2025-04-30,0.0522545988828799,按过去一年净盈利，启用日历一半预算
evaluation,2025-05-30,2025-06-03,2025-06-03 09:00:00,True,True,0.0686514851364468,True,0.5,0.5,True,2025-05-30,0.0686514851364468,按过去一年净盈利，启用日历一半预算
evaluation,2025-06-30,2025-07-01,2025-07-01 09:00:00,True,True,0.06467033668621477,True,0.5,0.5,True,2025-06-30,0.06467033668621477,按过去一年净盈利，启用日历一半预算
evaluation,2025-07-31,2025-08-01,2025-08-01 09:00:00,True,True,0.04657326742581784,True,0.5,0.5,True,2025-07-31,0.04657326742581784,按过去一年净盈利，启用日历一半预算
evaluation,2025-08-29,2025-09-01,2025-09-01 09:00:00,True,True,0.10469715531647279,True,0.5,0.5,True,2025-08-29,0.10469715531647279,按过去一年净盈利，启用日历一半预算
evaluation,2025-09-30,2025-10-09,2025-10-09 09:00:00,True,True,-0.03994870098293547,False,0.0,1.0,True,2025-09-30,-0.03994870098293547,过去一年未净盈利，全部预算交给原学习状态
evaluation,2025-10-31,2025-11-03,2025-11-03 09:00:00,True,True,-0.048257566716735235,False,0.0,1.0,True,2025-10-31,-0.048257566716735235,过去一年未净盈利，全部预算交给原学习状态
evaluation,2025-11-28,2025-12-01,2025-12-01 09:00:00,True,True,-0.1002912484586025,False,0.0,1.0,True,2025-11-28,-0.1002912484586025,过去一年未净盈利，全部预算交给原学习状态
evaluation,2025-12-31,2026-01-05,2026-01-05 09:00:00,True,True,-0.06551801029159449,False,0.0,1.0,True,2025-12-31,-0.06551801029159449,过去一年未净盈利，全部预算交给原学习状态
evaluation,2026-01-30,2026-02-02,2026-02-02 09:00:00,True,True,-0.036156657712572336,False,0.0,1.0,True,2026-01-30,-0.036156657712572336,过去一年未净盈利，全部预算交给原学习状态
evaluation,2026-02-27,2026-03-02,2026-03-02 09:00:00,True,True,-0.042068942888451595,False,0.0,1.0,True,2026-02-27,-0.042068942888451595,过去一年未净盈利，全部预算交给原学习状态
evaluation,2026-03-31,2026-04-01,2026-04-01 09:00:00,True,True,-0.03625670174530871,False,0.0,1.0,True,2026-03-31,-0.03625670174530871,过去一年未净盈利，全部预算交给原学习状态
evaluation,2026-04-30,2026-05-06,2026-05-06 09:00:00,True,True,0.020824796517366455,True,0.5,0.5,True,2026-04-30,0.020824796517366455,按过去一年净盈利，启用日历一半预算
evaluation,2026-05-29,2026-06-01,2026-06-01 09:00:00,True,True,0.009518349964936649,True,0.5,0.5,True,2026-05-29,0.009518349964936649,按过去一年净盈利，启用日历一半预算
evaluation,2026-06-30,2026-07-01,2026-07-01 09:00:00,True,True,0.008648193460437426,True,0.5,0.5,True,2026-06-30,0.008648193460437426,按过去一年净盈利，启用日历一半预算
evaluation,2026-07-31,2026-08-03,2026-08-03 09:00:00,True,True,-0.020973244865492405,False,0.0,1.0,True,2026-07-31,-0.020973244865492405,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2014-12-31,2015-01-05,2015-01-05 09:00:00,True,True,0.21279222243714221,True,0.5,0.5,True,2014-12-31,0.21279222243714221,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-01-30,2015-02-02,2015-02-02 09:00:00,True,True,0.17012986431171395,True,0.5,0.5,True,2015-01-30,0.17012986431171395,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-02-27,2015-03-02,2015-03-02 09:00:00,True,True,0.22594611411179752,True,0.5,0.5,True,2015-02-27,0.22594611411179752,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-03-31,2015-04-01,2015-04-01 09:00:00,True,True,0.2464248484836994,True,0.5,0.5,True,2015-03-31,0.2464248484836994,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-04-30,2015-05-04,2015-05-04 09:00:00,True,True,0.3133298463552503,True,0.5,0.5,True,2015-04-30,0.3133298463552503,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-05-29,2015-06-01,2015-06-01 09:00:00,True,True,0.18500652696034864,True,0.5,0.5,True,2015-05-29,0.18500652696034864,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-06-30,2015-07-01,2015-07-01 09:00:00,True,True,0.19173048558883013,True,0.5,0.5,True,2015-06-30,0.19173048558883013,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-07-31,2015-08-03,2015-08-03 09:00:00,True,True,0.02348835242464448,True,0.5,0.5,True,2015-07-31,0.02348835242464448,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-08-31,2015-09-01,2015-09-01 09:00:00,True,True,0.08446906483211111,True,0.5,0.5,True,2015-08-31,0.08446906483211111,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-09-30,2015-10-08,2015-10-08 09:00:00,True,True,0.012089964892209006,True,0.5,0.5,True,2015-09-30,0.012089964892209006,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-10-30,2015-11-02,2015-11-02 09:00:00,True,True,0.03666322697221289,True,0.5,0.5,True,2015-10-30,0.03666322697221289,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2015-11-30,2015-12-01,2015-12-01 09:00:00,True,True,-0.07710940993147768,False,0.0,1.0,True,2015-11-30,-0.07710940993147768,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2015-12-31,2016-01-04,2016-01-04 09:00:00,True,True,-0.10175560430706716,False,0.0,1.0,True,2015-12-31,-0.10175560430706716,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2016-01-29,2016-02-01,2016-02-01 09:00:00,True,True,-0.12274017115896917,False,0.0,1.0,True,2016-01-29,-0.12274017115896917,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2016-02-29,2016-03-01,2016-03-01 09:00:00,True,True,-0.19523781111507574,False,0.0,1.0,True,2016-02-29,-0.19523781111507574,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2016-03-31,2016-04-01,2016-04-01 09:00:00,True,True,-0.18974550661675363,False,0.0,1.0,True,2016-03-31,-0.18974550661675363,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2016-04-29,2016-05-03,2016-05-03 09:00:00,True,True,-0.143226478039295,False,0.0,1.0,True,2016-04-29,-0.143226478039295,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2016-05-31,2016-06-01,2016-06-01 09:00:00,True,True,-0.07909312184996488,False,0.0,1.0,True,2016-05-31,-0.07909312184996488,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2016-06-30,2016-07-01,2016-07-01 09:00:00,True,True,0.10925747873770815,True,0.5,0.5,True,2016-06-30,0.10925747873770815,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2016-07-29,2016-08-01,2016-08-01 09:00:00,True,True,0.0822620110164175,True,0.5,0.5,True,2016-07-29,0.0822620110164175,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2016-08-31,2016-09-01,2016-09-01 09:00:00,True,True,0.031267648058849046,True,0.5,0.5,True,2016-08-31,0.031267648058849046,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2016-09-30,2016-10-10,2016-10-10 09:00:00,True,True,-0.044298039304554136,False,0.0,1.0,True,2016-09-30,-0.044298039304554136,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2016-10-31,2016-11-01,2016-11-01 09:00:00,True,True,0.01177203768507087,True,0.5,0.5,True,2016-10-31,0.01177203768507087,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2016-11-30,2016-12-01,2016-12-01 09:00:00,True,True,-0.02143573661087562,False,0.0,1.0,True,2016-11-30,-0.02143573661087562,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2016-12-30,2017-01-03,2017-01-03 09:00:00,True,True,0.056040961085893924,True,0.5,0.5,True,2016-12-30,0.056040961085893924,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2017-01-26,2017-02-03,2017-02-03 09:00:00,True,True,0.07885030385286868,True,0.5,0.5,True,2017-01-26,0.07885030385286868,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2017-02-28,2017-03-01,2017-03-01 09:00:00,True,True,0.06915991904199674,True,0.5,0.5,True,2017-02-28,0.06915991904199674,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2017-03-31,2017-04-05,2017-04-05 09:00:00,True,True,0.03805956245945972,True,0.5,0.5,True,2017-03-31,0.03805956245945972,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2017-04-28,2017-05-02,2017-05-02 09:00:00,True,True,0.055507325051901237,True,0.5,0.5,True,2017-04-28,0.055507325051901237,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2017-05-31,2017-06-01,2017-06-01 09:00:00,True,True,0.02207751195674739,True,0.5,0.5,True,2017-05-31,0.02207751195674739,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2017-06-30,2017-07-03,2017-07-03 09:00:00,True,True,-0.039940830079858394,False,0.0,1.0,True,2017-06-30,-0.039940830079858394,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2017-07-31,2017-08-01,2017-08-01 09:00:00,True,True,-0.020439804944305206,False,0.0,1.0,True,2017-07-31,-0.020439804944305206,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2017-08-31,2017-09-01,2017-09-01 09:00:00,True,True,-0.018950573327139796,False,0.0,1.0,True,2017-08-31,-0.018950573327139796,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2017-09-29,2017-10-09,2017-10-09 09:00:00,True,True,-0.021485572700147847,False,0.0,1.0,True,2017-09-29,-0.021485572700147847,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2017-10-31,2017-11-01,2017-11-01 09:00:00,True,True,-0.007571122616959623,False,0.0,1.0,True,2017-10-31,-0.007571122616959623,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2017-11-30,2017-12-01,2017-12-01 09:00:00,True,True,-0.0130180172887235,False,0.0,1.0,True,2017-11-30,-0.0130180172887235,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2017-12-29,2018-01-02,2018-01-02 09:00:00,True,True,-0.02620966541768055,False,0.0,1.0,True,2017-12-29,-0.02620966541768055,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-01-31,2018-02-01,2018-02-01 09:00:00,True,True,-0.01822888070002111,False,0.0,1.0,True,2018-01-31,-0.01822888070002111,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-02-28,2018-03-01,2018-03-01 09:00:00,True,True,-0.040918565079299626,False,0.0,1.0,True,2018-02-28,-0.040918565079299626,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-03-30,2018-04-02,2018-04-02 09:00:00,True,True,-0.046816105456341156,False,0.0,1.0,True,2018-03-30,-0.046816105456341156,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-04-27,2018-05-02,2018-05-02 09:00:00,True,True,-0.07128126706023617,False,0.0,1.0,True,2018-04-27,-0.07128126706023617,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-05-31,2018-06-01,2018-06-01 09:00:00,True,True,-0.05507679153225639,False,0.0,1.0,True,2018-05-31,-0.05507679153225639,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-06-29,2018-07-02,2018-07-02 09:00:00,True,True,-0.04797097269966837,False,0.0,1.0,True,2018-06-29,-0.04797097269966837,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-07-31,2018-08-01,2018-08-01 09:00:00,True,True,-0.10742388771215751,False,0.0,1.0,True,2018-07-31,-0.10742388771215751,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-08-31,2018-09-03,2018-09-03 09:00:00,True,True,-0.17193266579409663,False,0.0,1.0,True,2018-08-31,-0.17193266579409663,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-09-28,2018-10-08,2018-10-08 09:00:00,True,True,-0.180706191706285,False,0.0,1.0,True,2018-09-28,-0.180706191706285,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-10-31,2018-11-01,2018-11-01 09:00:00,True,True,-0.24721680755136893,False,0.0,1.0,True,2018-10-31,-0.24721680755136893,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-11-30,2018-12-03,2018-12-03 09:00:00,True,True,-0.1966187863273046,False,0.0,1.0,True,2018-11-30,-0.1966187863273046,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2018-12-28,2019-01-02,2019-01-02 09:00:00,True,True,-0.20611680009149302,False,0.0,1.0,True,2018-12-28,-0.20611680009149302,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2019-01-31,2019-02-01,2019-02-01 09:00:00,True,True,-0.1711011982926651,False,0.0,1.0,True,2019-01-31,-0.1711011982926651,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2019-02-28,2019-03-01,2019-03-01 09:00:00,True,True,-0.09867276049080596,False,0.0,1.0,True,2019-02-28,-0.09867276049080596,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2019-03-29,2019-04-01,2019-04-01 09:00:00,True,True,-0.014242546903023883,False,0.0,1.0,True,2019-03-29,-0.014242546903023883,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2019-04-30,2019-05-06,2019-05-06 09:00:00,True,True,0.04696100558874689,True,0.5,0.5,True,2019-04-30,0.04696100558874689,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2019-05-31,2019-06-03,2019-06-03 09:00:00,True,True,-0.0024099787484607583,False,0.0,1.0,True,2019-05-31,-0.0024099787484607583,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2019-06-28,2019-07-01,2019-07-01 09:00:00,True,True,-0.007755009962296904,False,0.0,1.0,True,2019-06-28,-0.007755009962296904,过去一年未净盈利，全部预算交给原学习状态
earlier_diagnostic,2019-07-31,2019-08-01,2019-08-01 09:00:00,True,True,0.07312758664978453,True,0.5,0.5,True,2019-07-31,0.07312758664978453,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2019-08-30,2019-09-02,2019-09-02 09:00:00,True,True,0.05541131428602248,True,0.5,0.5,True,2019-08-30,0.05541131428602248,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2019-09-30,2019-10-08,2019-10-08 09:00:00,True,True,0.11109438098562413,True,0.5,0.5,True,2019-09-30,0.11109438098562413,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2019-10-31,2019-11-01,2019-11-01 09:00:00,True,True,0.1531211160587825,True,0.5,0.5,True,2019-10-31,0.1531211160587825,按过去一年净盈利，启用日历一半预算
earlier_diagnostic,2019-11-29,2019-12-02,2019-12-02 09:00:00,True,True,0.12569045734203713,True,0.5,0.5,True,2019-11-29,0.12569045734203713,按过去一年净盈利，启用日历一半预算
