fit_origin,cycle_id,state_rows,adjacent_pairs,pair_mean_cross_product,pair_mean_previous_square
2017-09-01,11,59,58,4.6885065170435714e-05,5.447355099857369e-05
2017-09-01,12,59,58,1.424543641291711e-05,1.964093016949707e-05
2017-09-01,13,59,58,2.6443592990903255e-05,3.0862377488037204e-05
2017-10-09,1,59,58,4.3883977136575944e-05,5.147040286400582e-05
2017-10-09,2,52,51,0.00036614844979459963,0.00046088031731562185
2017-10-09,3,6,5,-3.142438119663985e-05,3.2719898602819355e-05
2017-10-09,4,59,58,0.0007494767771033705,0.000781452438809692
2017-10-09,5,25,24,2.486333950375375e-05,3.930979940828628e-05
2017-10-09,6,59,58,4.6599461898182075e-05,9.86387728384102e-05
2017-10-09,8,1,0,0.0,0.0
2017-10-09,9,59,58,0.00013166060403479207,0.00015021321969409016
2017-10-09,10,59,58,1.4519724918443952e-05,2.318370124317756e-05
2017-10-09,11,59,58,4.6885065170435714e-05,5.447355099857369e-05
2017-10-09,12,59,58,1.424543641291711e-05,1.964093016949707e-05
2017-10-09,13,59,58,2.6443592990903255e-05,3.0862377488037204e-05
2017-11-01,1,59,58,4.3883977136575944e-05,5.147040286400582e-05
2017-11-01,2,52,51,0.00036614844979459963,0.00046088031731562185
2017-11-01,3,6,5,-3.142438119663985e-05,3.2719898602819355e-05
2017-11-01,4,59,58,0.0007494767771033705,0.000781452438809692
2017-11-01,5,25,24,2.486333950375375e-05,3.930979940828628e-05
2017-11-01,6,59,58,4.6599461898182075e-05,9.86387728384102e-05
2017-11-01,8,1,0,0.0,0.0
2017-11-01,9,59,58,0.00013166060403479207,0.00015021321969409016
2017-11-01,10,59,58,1.4519724918443952e-05,2.318370124317756e-05
2017-11-01,11,59,58,4.6885065170435714e-05,5.447355099857369e-05
2017-11-01,12,59,58,1.424543641291711e-05,1.964093016949707e-05
2017-11-01,13,59,58,2.6443592990903255e-05,3.0862377488037204e-05
2017-12-01,1,59,58,4.2142141281070106e-05,4.966827019635777e-05
2017-12-01,2,52,51,0.00032492694564404117,0.0004198186997214262
2017-12-01,3,6,5,-3.160022442759905e-05,3.302287343501806e-05
2017-12-01,4,59,58,0.0006902677204013623,0.000722542159485969
2017-12-01,5,25,24,2.3574624662188757e-05,3.803252180352348e-05
2017-12-01,6,59,58,4.560346144183734e-05,9.747846003107818e-05
2017-12-01,8,1,0,0.0,0.0
2017-12-01,9,59,58,0.0001244504952572938,0.0001421362700324959
2017-12-01,10,59,58,1.3403388246293745e-05,2.189023204380145e-05
2017-12-01,11,59,58,4.3417973232313256e-05,5.078972201991478e-05
2017-12-01,12,59,58,1.2618214276184698e-05,1.770969280740393e-05
2017-12-01,13,59,58,2.473954645299544e-05,2.9034247800236314e-05
2017-12-01,14,59,58,1.0879337247958469e-05,1.9719136991610864e-05
2018-01-02,1,59,58,4.2142141281070106e-05,4.966827019635777e-05
2018-01-02,2,52,51,0.00032492694564404117,0.0004198186997214262
2018-01-02,3,6,5,-3.160022442759905e-05,3.302287343501806e-05
2018-01-02,4,59,58,0.0006902677204013623,0.000722542159485969
2018-01-02,5,25,24,2.3574624662188757e-05,3.803252180352348e-05
2018-01-02,6,59,58,4.560346144183734e-05,9.747846003107818e-05
2018-01-02,8,1,0,0.0,0.0
2018-01-02,9,59,58,0.0001244504952572938,0.0001421362700324959
2018-01-02,10,59,58,1.3403388246293745e-05,2.189023204380145e-05
2018-01-02,11,59,58,4.3417973232313256e-05,5.078972201991478e-05
2018-01-02,12,59,58,1.2618214276184698e-05,1.770969280740393e-05
2018-01-02,13,59,58,2.473954645299544e-05,2.9034247800236314e-05
2018-01-02,14,59,58,1.0879337247958469e-05,1.9719136991610864e-05
2018-02-01,1,59,58,4.2142141281070106e-05,4.966827019635777e-05
2018-02-01,2,52,51,0.00032492694564404117,0.0004198186997214262
2018-02-01,3,6,5,-3.160022442759905e-05,3.302287343501806e-05
2018-02-01,4,59,58,0.0006902677204013623,0.000722542159485969
2018-02-01,5,25,24,2.3574624662188757e-05,3.803252180352348e-05
2018-02-01,6,59,58,4.560346144183734e-05,9.747846003107818e-05
2018-02-01,8,1,0,0.0,0.0
2018-02-01,9,59,58,0.0001244504952572938,0.0001421362700324959
2018-02-01,10,59,58,1.3403388246293745e-05,2.189023204380145e-05
2018-02-01,11,59,58,4.3417973232313256e-05,5.078972201991478e-05
2018-02-01,12,59,58,1.2618214276184698e-05,1.770969280740393e-05
2018-02-01,13,59,58,2.473954645299544e-05,2.9034247800236314e-05
2018-02-01,14,59,58,1.0879337247958469e-05,1.9719136991610864e-05
2018-03-01,1,59,58,4.39527718997265e-05,5.139029677443305e-05
2018-03-01,2,52,51,0.00030088468706980905,0.00039545918788207066
2018-03-01,3,6,5,-3.186151002604249e-05,3.313122256742307e-05
2018-03-01,4,59,58,0.00066959424903367,0.0007026933127064398
2018-03-01,5,25,24,2.159349254319973e-05,3.5812771853456836e-05
2018-03-01,6,59,58,4.4482782259295865e-05,9.64309478043205e-05
2018-03-01,8,1,0,0.0,0.0
2018-03-01,9,59,58,0.0001173201756602613,0.00013444448930357813
2018-03-01,10,59,58,1.1835019308086076e-05,2.0144323608593443e-05
2018-03-01,11,59,58,4.034355696185576e-05,4.749486631156031e-05
2018-03-01,12,59,58,1.0664737081387668e-05,1.5396815726079796e-05
2018-03-01,13,59,58,2.41241116476371e-05,2.8226504896020487e-05
2018-03-01,14,59,58,1.0987247010905204e-05,1.9695226487030563e-05
2018-03-01,15,56,55,5.647034601404114e-06,1.9381329710227917e-05
2018-04-02,1,59,58,4.39527718997265e-05,5.139029677443305e-05
2018-04-02,2,52,51,0.00030088468706980905,0.00039545918788207066
2018-04-02,3,6,5,-3.186151002604249e-05,3.313122256742307e-05
2018-04-02,4,59,58,0.00066959424903367,0.0007026933127064398
2018-04-02,5,25,24,2.159349254319973e-05,3.5812771853456836e-05
2018-04-02,6,59,58,4.4482782259295865e-05,9.64309478043205e-05
2018-04-02,8,1,0,0.0,0.0
2018-04-02,9,59,58,0.0001173201756602613,0.00013444448930357813
2018-04-02,10,59,58,1.1835019308086076e-05,2.0144323608593443e-05
2018-04-02,11,59,58,4.034355696185576e-05,4.749486631156031e-05
2018-04-02,12,59,58,1.0664737081387668e-05,1.5396815726079796e-05
2018-04-02,13,59,58,2.41241116476371e-05,2.8226504896020487e-05
2018-04-02,14,59,58,1.0987247010905204e-05,1.9695226487030563e-05
2018-04-02,15,56,55,5.647034601404114e-06,1.9381329710227917e-05
2018-05-02,1,59,58,4.39527718997265e-05,5.139029677443305e-05
2018-05-02,2,52,51,0.00030088468706980905,0.00039545918788207066
2018-05-02,3,6,5,-3.186151002604249e-05,3.313122256742307e-05
2018-05-02,4,59,58,0.00066959424903367,0.0007026933127064398
2018-05-02,5,25,24,2.159349254319973e-05,3.5812771853456836e-05
2018-05-02,6,59,58,4.4482782259295865e-05,9.64309478043205e-05
2018-05-02,8,1,0,0.0,0.0
2018-05-02,9,59,58,0.0001173201756602613,0.00013444448930357813
2018-05-02,10,59,58,1.1835019308086076e-05,2.0144323608593443e-05
2018-05-02,11,59,58,4.034355696185576e-05,4.749486631156031e-05
2018-05-02,12,59,58,1.0664737081387668e-05,1.5396815726079796e-05
2018-05-02,13,59,58,2.41241116476371e-05,2.8226504896020487e-05
2018-05-02,14,59,58,1.0987247010905204e-05,1.9695226487030563e-05
2018-05-02,15,56,55,5.647034601404114e-06,1.9381329710227917e-05
2018-06-01,1,59,58,4.39527718997265e-05,5.139029677443305e-05
2018-06-01,2,52,51,0.00030088468706980905,0.00039545918788207066
2018-06-01,3,6,5,-3.186151002604249e-05,3.313122256742307e-05
2018-06-01,4,59,58,0.00066959424903367,0.0007026933127064398
2018-06-01,5,25,24,2.159349254319973e-05,3.5812771853456836e-05
2018-06-01,6,59,58,4.4482782259295865e-05,9.64309478043205e-05
2018-06-01,8,1,0,0.0,0.0
2018-06-01,9,59,58,0.0001173201756602613,0.00013444448930357813
2018-06-01,10,59,58,1.1835019308086076e-05,2.0144323608593443e-05
2018-06-01,11,59,58,4.034355696185576e-05,4.749486631156031e-05
2018-06-01,12,59,58,1.0664737081387668e-05,1.5396815726079796e-05
2018-06-01,13,59,58,2.41241116476371e-05,2.8226504896020487e-05
2018-06-01,14,59,58,1.0987247010905204e-05,1.9695226487030563e-05
2018-06-01,15,56,55,5.647034601404114e-06,1.9381329710227917e-05
2018-07-02,1,59,58,4.39527718997265e-05,5.139029677443305e-05
2018-07-02,2,52,51,0.00030088468706980905,0.00039545918788207066
2018-07-02,3,6,5,-3.186151002604249e-05,3.313122256742307e-05
2018-07-02,4,59,58,0.00066959424903367,0.0007026933127064398
2018-07-02,5,25,24,2.159349254319973e-05,3.5812771853456836e-05
2018-07-02,6,59,58,4.4482782259295865e-05,9.64309478043205e-05
2018-07-02,8,1,0,0.0,0.0
2018-07-02,9,59,58,0.0001173201756602613,0.00013444448930357813
2018-07-02,10,59,58,1.1835019308086076e-05,2.0144323608593443e-05
2018-07-02,11,59,58,4.034355696185576e-05,4.749486631156031e-05
2018-07-02,12,59,58,1.0664737081387668e-05,1.5396815726079796e-05
2018-07-02,13,59,58,2.41241116476371e-05,2.8226504896020487e-05
2018-07-02,14,59,58,1.0987247010905204e-05,1.9695226487030563e-05
2018-07-02,15,56,55,5.647034601404114e-06,1.9381329710227917e-05
2018-08-01,1,59,58,4.39527718997265e-05,5.139029677443305e-05
2018-08-01,2,52,51,0.00030088468706980905,0.00039545918788207066
2018-08-01,3,6,5,-3.186151002604249e-05,3.313122256742307e-05
2018-08-01,4,59,58,0.00066959424903367,0.0007026933127064398
2018-08-01,5,25,24,2.159349254319973e-05,3.5812771853456836e-05
2018-08-01,6,59,58,4.4482782259295865e-05,9.64309478043205e-05
2018-08-01,8,1,0,0.0,0.0
2018-08-01,9,59,58,0.0001173201756602613,0.00013444448930357813
2018-08-01,10,59,58,1.1835019308086076e-05,2.0144323608593443e-05
2018-08-01,11,59,58,4.034355696185576e-05,4.749486631156031e-05
2018-08-01,12,59,58,1.0664737081387668e-05,1.5396815726079796e-05
2018-08-01,13,59,58,2.41241116476371e-05,2.8226504896020487e-05
2018-08-01,14,59,58,1.0987247010905204e-05,1.9695226487030563e-05
2018-08-01,15,56,55,5.647034601404114e-06,1.9381329710227917e-05
2018-09-03,1,59,58,4.39527718997265e-05,5.139029677443305e-05
2018-09-03,2,52,51,0.00030088468706980905,0.00039545918788207066
2018-09-03,3,6,5,-3.186151002604249e-05,3.313122256742307e-05
2018-09-03,4,59,58,0.00066959424903367,0.0007026933127064398
2018-09-03,5,25,24,2.159349254319973e-05,3.5812771853456836e-05
2018-09-03,6,59,58,4.4482782259295865e-05,9.64309478043205e-05
2018-09-03,8,1,0,0.0,0.0
2018-09-03,9,59,58,0.0001173201756602613,0.00013444448930357813
2018-09-03,10,59,58,1.1835019308086076e-05,2.0144323608593443e-05
2018-09-03,11,59,58,4.034355696185576e-05,4.749486631156031e-05
2018-09-03,12,59,58,1.0664737081387668e-05,1.5396815726079796e-05
2018-09-03,13,59,58,2.41241116476371e-05,2.8226504896020487e-05
2018-09-03,14,59,58,1.0987247010905204e-05,1.9695226487030563e-05
2018-09-03,15,56,55,5.647034601404114e-06,1.9381329710227917e-05
2018-10-08,1,59,58,4.39527718997265e-05,5.139029677443305e-05
2018-10-08,2,52,51,0.00030088468706980905,0.00039545918788207066
2018-10-08,3,6,5,-3.186151002604249e-05,3.313122256742307e-05
2018-10-08,4,59,58,0.00066959424903367,0.0007026933127064398
2018-10-08,5,25,24,2.159349254319973e-05,3.5812771853456836e-05
2018-10-08,6,59,58,4.4482782259295865e-05,9.64309478043205e-05
2018-10-08,8,1,0,0.0,0.0
2018-10-08,9,59,58,0.0001173201756602613,0.00013444448930357813
2018-10-08,10,59,58,1.1835019308086076e-05,2.0144323608593443e-05
2018-10-08,11,59,58,4.034355696185576e-05,4.749486631156031e-05
2018-10-08,12,59,58,1.0664737081387668e-05,1.5396815726079796e-05
2018-10-08,13,59,58,2.41241116476371e-05,2.8226504896020487e-05
2018-10-08,14,59,58,1.0987247010905204e-05,1.9695226487030563e-05
2018-10-08,15,56,55,5.647034601404114e-06,1.9381329710227917e-05
2018-11-01,1,59,58,4.497454537261304e-05,5.2390662543107296e-05
2018-11-01,2,52,51,0.0002992925605162111,0.0003942832823652829
2018-11-01,3,6,5,-3.206279465500999e-05,3.31856290525062e-05
2018-11-01,4,59,58,0.0006572757260389805,0.0006909740077107147
2018-11-01,5,25,24,2.121690444534125e-05,3.561725967731394e-05
2018-11-01,6,59,58,4.2468217458451156e-05,9.413281385827381e-05
2018-11-01,8,1,0,0.0,0.0
2018-11-01,9,59,58,0.00010961922951058844,0.0001258953155741792
2018-11-01,10,59,58,1.0667952507676944e-05,1.8853971137474325e-05
2018-11-01,11,59,58,3.6338838491750035e-05,4.3244822193311035e-05
2018-11-01,12,59,58,9.170178066131329e-06,1.3663303171352563e-05
2018-11-01,13,59,58,2.39137848877096e-05,2.783782486404997e-05
2018-11-01,14,59,58,1.0839277837880167e-05,1.945440051793068e-05
2018-11-01,15,56,55,5.305020065282899e-06,1.8827783918183952e-05
2018-11-01,16,7,6,-5.2362257596413334e-05,7.721035688438572e-05
2018-12-03,1,59,58,4.497454537261304e-05,5.2390662543107296e-05
2018-12-03,2,52,51,0.0002992925605162111,0.0003942832823652829
2018-12-03,3,6,5,-3.206279465500999e-05,3.31856290525062e-05
2018-12-03,4,59,58,0.0006572757260389805,0.0006909740077107147
2018-12-03,5,25,24,2.121690444534125e-05,3.561725967731394e-05
2018-12-03,6,59,58,4.2468217458451156e-05,9.413281385827381e-05
2018-12-03,8,1,0,0.0,0.0
2018-12-03,9,59,58,0.00010961922951058844,0.0001258953155741792
2018-12-03,10,59,58,1.0667952507676944e-05,1.8853971137474325e-05
2018-12-03,11,59,58,3.6338838491750035e-05,4.3244822193311035e-05
2018-12-03,12,59,58,9.170178066131329e-06,1.3663303171352563e-05
2018-12-03,13,59,58,2.39137848877096e-05,2.783782486404997e-05
2018-12-03,14,59,58,1.0839277837880167e-05,1.945440051793068e-05
2018-12-03,15,56,55,5.305020065282899e-06,1.8827783918183952e-05
2018-12-03,16,7,6,-5.2362257596413334e-05,7.721035688438572e-05
2019-01-02,1,59,58,4.497454537261304e-05,5.2390662543107296e-05
2019-01-02,2,52,51,0.0002992925605162111,0.0003942832823652829
2019-01-02,3,6,5,-3.206279465500999e-05,3.31856290525062e-05
2019-01-02,4,59,58,0.0006572757260389805,0.0006909740077107147
2019-01-02,5,25,24,2.121690444534125e-05,3.561725967731394e-05
2019-01-02,6,59,58,4.2468217458451156e-05,9.413281385827381e-05
2019-01-02,8,1,0,0.0,0.0
2019-01-02,9,59,58,0.00010961922951058844,0.0001258953155741792
2019-01-02,10,59,58,1.0667952507676944e-05,1.8853971137474325e-05
2019-01-02,11,59,58,3.6338838491750035e-05,4.3244822193311035e-05
2019-01-02,12,59,58,9.170178066131329e-06,1.3663303171352563e-05
2019-01-02,13,59,58,2.39137848877096e-05,2.783782486404997e-05
2019-01-02,14,59,58,1.0839277837880167e-05,1.945440051793068e-05
2019-01-02,15,56,55,5.305020065282899e-06,1.8827783918183952e-05
2019-01-02,16,7,6,-5.2362257596413334e-05,7.721035688438572e-05
2019-02-01,1,59,58,4.497454537261304e-05,5.2390662543107296e-05
2019-02-01,2,52,51,0.0002992925605162111,0.0003942832823652829
2019-02-01,3,6,5,-3.206279465500999e-05,3.31856290525062e-05
2019-02-01,4,59,58,0.0006572757260389805,0.0006909740077107147
2019-02-01,5,25,24,2.121690444534125e-05,3.561725967731394e-05
2019-02-01,6,59,58,4.2468217458451156e-05,9.413281385827381e-05
2019-02-01,8,1,0,0.0,0.0
2019-02-01,9,59,58,0.00010961922951058844,0.0001258953155741792
2019-02-01,10,59,58,1.0667952507676944e-05,1.8853971137474325e-05
2019-02-01,11,59,58,3.6338838491750035e-05,4.3244822193311035e-05
2019-02-01,12,59,58,9.170178066131329e-06,1.3663303171352563e-05
2019-02-01,13,59,58,2.39137848877096e-05,2.783782486404997e-05
2019-02-01,14,59,58,1.0839277837880167e-05,1.945440051793068e-05
2019-02-01,15,56,55,5.305020065282899e-06,1.8827783918183952e-05
2019-02-01,16,7,6,-5.2362257596413334e-05,7.721035688438572e-05
2019-03-01,1,59,58,4.497454537261304e-05,5.2390662543107296e-05
2019-03-01,2,52,51,0.0002992925605162111,0.0003942832823652829
2019-03-01,3,6,5,-3.206279465500999e-05,3.31856290525062e-05
2019-03-01,4,59,58,0.0006572757260389805,0.0006909740077107147
2019-03-01,5,25,24,2.121690444534125e-05,3.561725967731394e-05
2019-03-01,6,59,58,4.2468217458451156e-05,9.413281385827381e-05
2019-03-01,8,1,0,0.0,0.0
2019-03-01,9,59,58,0.00010961922951058844,0.0001258953155741792
2019-03-01,10,59,58,1.0667952507676944e-05,1.8853971137474325e-05
2019-03-01,11,59,58,3.6338838491750035e-05,4.3244822193311035e-05
2019-03-01,12,59,58,9.170178066131329e-06,1.3663303171352563e-05
2019-03-01,13,59,58,2.39137848877096e-05,2.783782486404997e-05
2019-03-01,14,59,58,1.0839277837880167e-05,1.945440051793068e-05
2019-03-01,15,56,55,5.305020065282899e-06,1.8827783918183952e-05
2019-03-01,16,7,6,-5.2362257596413334e-05,7.721035688438572e-05
2019-04-01,1,59,58,4.497454537261304e-05,5.2390662543107296e-05
2019-04-01,2,52,51,0.0002992925605162111,0.0003942832823652829
2019-04-01,3,6,5,-3.206279465500999e-05,3.31856290525062e-05
2019-04-01,4,59,58,0.0006572757260389805,0.0006909740077107147
2019-04-01,5,25,24,2.121690444534125e-05,3.561725967731394e-05
2019-04-01,6,59,58,4.2468217458451156e-05,9.413281385827381e-05
2019-04-01,8,1,0,0.0,0.0
2019-04-01,9,59,58,0.00010961922951058844,0.0001258953155741792
2019-04-01,10,59,58,1.0667952507676944e-05,1.8853971137474325e-05
2019-04-01,11,59,58,3.6338838491750035e-05,4.3244822193311035e-05
2019-04-01,12,59,58,9.170178066131329e-06,1.3663303171352563e-05
2019-04-01,13,59,58,2.39137848877096e-05,2.783782486404997e-05
2019-04-01,14,59,58,1.0839277837880167e-05,1.945440051793068e-05
2019-04-01,15,56,55,5.305020065282899e-06,1.8827783918183952e-05
2019-04-01,16,7,6,-5.2362257596413334e-05,7.721035688438572e-05
2019-05-06,1,59,58,4.497454537261304e-05,5.2390662543107296e-05
2019-05-06,2,52,51,0.0002992925605162111,0.0003942832823652829
2019-05-06,3,6,5,-3.206279465500999e-05,3.31856290525062e-05
2019-05-06,4,59,58,0.0006572757260389805,0.0006909740077107147
2019-05-06,5,25,24,2.121690444534125e-05,3.561725967731394e-05
2019-05-06,6,59,58,4.2468217458451156e-05,9.413281385827381e-05
2019-05-06,8,1,0,0.0,0.0
2019-05-06,9,59,58,0.00010961922951058844,0.0001258953155741792
2019-05-06,10,59,58,1.0667952507676944e-05,1.8853971137474325e-05
2019-05-06,11,59,58,3.6338838491750035e-05,4.3244822193311035e-05
2019-05-06,12,59,58,9.170178066131329e-06,1.3663303171352563e-05
2019-05-06,13,59,58,2.39137848877096e-05,2.783782486404997e-05
2019-05-06,14,59,58,1.0839277837880167e-05,1.945440051793068e-05
2019-05-06,15,56,55,5.305020065282899e-06,1.8827783918183952e-05
2019-05-06,16,7,6,-5.2362257596413334e-05,7.721035688438572e-05
2019-06-03,1,59,58,2.8747732775482648e-05,3.6078122508849706e-05
2019-06-03,2,52,51,0.00026172143190199396,0.0003565827052067395
2019-06-03,3,6,5,-3.159729566774989e-05,3.597260247505562e-05
2019-06-03,4,59,58,0.0006118679031265949,0.000644877179208616
2019-06-03,5,25,24,1.5880858905342974e-05,2.9406958332503424e-05
2019-06-03,6,59,58,3.581045352844495e-05,8.505727748853051e-05
2019-06-03,8,1,0,0.0,0.0
2019-06-03,9,59,58,0.00010423584843384302,0.00011947046305541361
2019-06-03,10,59,58,1.0317432934323932e-05,1.8098719692016447e-05
2019-06-03,11,59,58,3.3893494274453136e-05,4.068172517597482e-05
2019-06-03,12,59,58,1.1390412013450637e-05,1.5932111381995636e-05
2019-06-03,13,59,58,1.8107727821551946e-05,2.1932174344036067e-05
2019-06-03,14,59,58,8.224360214372137e-06,1.6691007813973657e-05
2019-06-03,15,56,55,6.5143000680378e-06,1.984805807441384e-05
2019-06-03,16,7,6,-5.5674253279676227e-05,8.028361911289248e-05
2019-06-03,17,43,42,6.529175387676496e-05,0.00011073764032774557
2019-07-01,1,59,58,2.8747732775482648e-05,3.6078122508849706e-05
2019-07-01,2,52,51,0.00026172143190199396,0.0003565827052067395
2019-07-01,3,6,5,-3.159729566774989e-05,3.597260247505562e-05
2019-07-01,4,59,58,0.0006118679031265949,0.000644877179208616
2019-07-01,5,25,24,1.5880858905342974e-05,2.9406958332503424e-05
2019-07-01,6,59,58,3.581045352844495e-05,8.505727748853051e-05
2019-07-01,8,1,0,0.0,0.0
2019-07-01,9,59,58,0.00010423584843384302,0.00011947046305541361
2019-07-01,10,59,58,1.0317432934323932e-05,1.8098719692016447e-05
2019-07-01,11,59,58,3.3893494274453136e-05,4.068172517597482e-05
2019-07-01,12,59,58,1.1390412013450637e-05,1.5932111381995636e-05
2019-07-01,13,59,58,1.8107727821551946e-05,2.1932174344036067e-05
2019-07-01,14,59,58,8.224360214372137e-06,1.6691007813973657e-05
2019-07-01,15,56,55,6.5143000680378e-06,1.984805807441384e-05
2019-07-01,16,7,6,-5.5674253279676227e-05,8.028361911289248e-05
2019-07-01,17,43,42,6.529175387676496e-05,0.00011073764032774557
2019-08-01,1,59,58,2.6242734617596016e-05,3.3358350548398646e-05
2019-08-01,2,52,51,0.0002171301994645164,0.0003103213659411446
2019-08-01,3,6,5,-3.194930784265264e-05,3.7696410229418285e-05
2019-08-01,4,59,58,0.0006304139210648992,0.0006668441398900891
2019-08-01,5,25,24,1.2512757988106217e-05,2.481043254409204e-05
2019-08-01,6,59,58,2.683322917399007e-05,7.448599436263415e-05
2019-08-01,8,1,0,0.0,0.0
2019-08-01,9,59,58,8.836220107821157e-05,0.00010188899683598604
2019-08-01,10,59,58,6.610545585029361e-06,1.3881123329949614e-05
2019-08-01,11,59,58,2.4812139389554937e-05,3.108505624368472e-05
2019-08-01,12,59,58,9.345128806963835e-06,1.335392959759269e-05
2019-08-01,13,59,58,1.4715967122072226e-05,1.806708713960641e-05
2019-08-01,14,59,58,8.2060389525595e-06,1.632450617197767e-05
2019-08-01,15,56,55,2.9447324295380033e-06,1.5554898279992e-05
2019-08-01,16,7,6,-5.600772344698001e-05,8.093220327157182e-05
2019-08-01,17,43,42,5.710679593452221e-05,0.00010097352235392242
2019-08-01,18,38,37,4.1275478106169395e-05,7.364998743693345e-05
2019-09-02,1,59,58,2.6242734617596016e-05,3.3358350548398646e-05
2019-09-02,2,52,51,0.0002171301994645164,0.0003103213659411446
