fit_index,fit_origin,used_in_fit,cycle_id,exit_index,age_trading_days,raw_weight,cycle_weight
1099,2016-12-01,False,1,588,511,0.23139502502589104,0.48685236168446794
1099,2016-12-01,False,2,644,455,0.27165259067048997,0.5715537977138185
1099,2016-12-01,False,3,654,445,0.27954588722148194,0.5881611991343819
1099,2016-12-01,False,4,717,382,0.33482696022578773,0.7044719147411084
1099,2016-12-01,False,5,746,353,0.3638264446866414,0.7654864827760905
1099,2016-12-01,False,6,874,225,0.5249485489212014,1.1044854606382528
1099,2016-12-01,False,8,883,216,0.5386567047927835,1.1333272564360313
1099,2016-12-01,False,9,1016,83,0.7884137231981021,1.658813032304787
1099,2016-12-01,False,10,1079,20,0.9443250013890037,1.986848494571062
1121,2017-01-03,False,1,588,533,0.21726394157014822,0.4868523616844679
1121,2017-01-03,False,2,644,477,0.2550630143418549,0.5715537977138184
1121,2017-01-03,False,3,654,467,0.2624742744606007,0.5881611991343818
1121,2017-01-03,False,4,717,404,0.3143793826788898,0.7044719147411084
1121,2017-01-03,False,5,746,375,0.3416078950324391,0.7654864827760904
1121,2017-01-03,False,6,874,247,0.4928904190891249,1.1044854606382526
1121,2017-01-03,False,8,883,238,0.5057614303651221,1.133327256436031
1121,2017-01-03,False,9,1016,105,0.7402660151005804,1.6588130323047867
1121,2017-01-03,False,10,1079,42,0.8866559335147942,1.9868484945710616
1139,2017-02-03,False,1,588,551,0.20634644605695607,0.486852361684468
1139,2017-02-03,False,2,644,495,0.24224611847531563,0.5715537977138185
1139,2017-02-03,False,3,654,485,0.24928496337178033,0.588161199134382
1139,2017-02-03,False,4,717,422,0.2985818440950253,0.7044719147411085
1139,2017-02-03,False,5,746,393,0.32444212590234384,0.7654864827760905
1139,2017-02-03,False,6,874,265,0.46812271534587163,1.1044854606382528
1139,2017-02-03,False,8,883,256,0.4803469593449778,1.1333272564360313
1139,2017-02-03,False,9,1016,123,0.7030677076408963,1.658813032304787
1139,2017-02-03,False,10,1079,60,0.8421015444802588,1.986848494571062
1157,2017-03-01,True,1,588,569,0.19597755381138016,0.4278232744782485
1157,2017-03-01,True,2,644,513,0.2300732705907136,0.5022549678764461
1157,2017-03-01,True,3,654,503,0.23675841409973297,0.5168487819677188
1157,2017-03-01,True,4,717,440,0.28357813054886566,0.6190572441709443
1157,2017-03-01,True,5,746,411,0.3081389352843751,0.6726740166094844
1157,2017-03-01,True,6,874,283,0.4445995867149673,0.9705705950546877
1157,2017-03-01,True,8,883,274,0.45620956344059993,0.9959154274744093
1157,2017-03-01,True,9,1016,141,0.6677386121261604,1.4576879544599475
1157,2017-03-01,True,10,1079,78,0.7997860098955792,1.7459503039043975
1157,2017-03-01,True,11,1142,15,0.9579461933284708,2.0912174340037164
1180,2017-04-05,True,1,588,592,0.18348308927404994,0.42782327447824864
1180,2017-04-05,True,2,644,536,0.2154050483148606,0.502254967876446
1180,2017-04-05,True,3,654,526,0.22166398337869855,0.5168487819677187
1180,2017-04-05,True,4,717,463,0.2654987289704821,0.6190572441709443
1180,2017-04-05,True,5,746,434,0.2884936701782149,0.6726740166094844
1180,2017-04-05,True,6,874,306,0.41625433154932556,0.9705705950546877
1180,2017-04-05,True,8,883,297,0.4271241192091366,0.9959154274744093
1180,2017-04-05,True,9,1016,164,0.6251672244995639,1.4576879544599475
1180,2017-04-05,True,10,1079,101,0.7487959972959174,1.7459503039043975
1180,2017-04-05,True,11,1142,38,0.89687274635233,2.0912174340037164
1198,2017-05-02,True,1,588,610,0.17426307885989978,0.4278232744782485
1198,2017-05-02,True,2,644,554,0.2045809620375842,0.502254967876446
1198,2017-05-02,True,3,654,544,0.2105253861200647,0.5168487819677186
1198,2017-05-02,True,4,717,481,0.2521574392868574,0.6190572441709443
1198,2017-05-02,True,5,746,452,0.2739968865564464,0.6726740166094842
1198,2017-05-02,True,6,874,324,0.39533758501423943,0.9705705950546877
1198,2017-05-02,True,8,883,315,0.40566116672221275,0.9959154274744092
1198,2017-05-02,True,9,1016,182,0.5937526219698335,1.4576879544599475
1198,2017-05-02,True,10,1079,119,0.7111690589199745,1.7459503039043973
1198,2017-05-02,True,11,1142,56,0.8518049632980285,2.0912174340037164
1218,2017-06-01,True,1,588,630,0.1645609821864269,0.37634110406088367
1218,2017-06-01,True,2,644,574,0.1931909172603054,0.4418160497724289
1218,2017-06-01,True,3,654,564,0.19880438554025065,0.4546537153114693
1218,2017-06-01,True,4,717,501,0.2381185742048092,0.5445629086736987
1218,2017-06-01,True,5,746,472,0.2587421102779989,0.5917276996970708
1218,2017-06-01,True,6,874,344,0.37332716551769696,0.853776853906252
1218,2017-06-01,True,8,883,335,0.3830759818284184,0.8760718125587671
1218,2017-06-01,True,9,1016,202,0.5606954455663875,1.2822768813284822
1218,2017-06-01,True,10,1079,139,0.6715747225524213,1.5358511427601709
1218,2017-06-01,True,11,1142,76,0.8043807231495709,1.8395705070139658
1218,2017-06-01,True,12,1205,13,0.9634495254906223,2.2033513249168104
1240,2017-07-03,True,1,588,652,0.15451139286368665,0.3763411040608837
1240,2017-07-03,True,2,644,596,0.18139292387478895,0.44181604977242905
1240,2017-07-03,True,3,654,586,0.18666358275884845,0.45465371531146925
1240,2017-07-03,True,4,717,523,0.2235768897235886,0.5445629086736988
1240,2017-07-03,True,5,746,494,0.24294096522985315,0.5917276996970708
1240,2017-07-03,True,6,874,366,0.35052841549428476,0.853776853906252
1240,2017-07-03,True,8,883,357,0.35968188047078414,0.8760718125587671
1240,2017-07-03,True,9,1016,224,0.5264542853095194,1.2822768813284822
1240,2017-07-03,True,10,1079,161,0.6305622658235277,1.535851142760171
1240,2017-07-03,True,11,1142,98,0.7552579249055485,1.839570507013966
1240,2017-07-03,True,12,1205,35,0.9046125403454989,2.2033513249168104
1261,2017-08-01,True,1,588,673,0.1454916502452118,0.3763411040608837
1261,2017-08-01,True,2,644,617,0.17080394751621958,0.44181604977242894
1261,2017-08-01,True,3,654,607,0.17576692691022405,0.45465371531146925
1261,2017-08-01,True,4,717,544,0.2105253861200647,0.5445629086736988
1261,2017-08-01,True,5,746,515,0.22875906616568312,0.5917276996970708
1261,2017-08-01,True,6,874,387,0.3300660014960526,0.8537768539062522
1261,2017-08-01,True,8,883,378,0.3386851246572006,0.8760718125587673
1261,2017-08-01,True,9,1016,245,0.49572203918916885,1.2822768813284822
1261,2017-08-01,True,10,1079,182,0.5937526219698335,1.535851142760171
1261,2017-08-01,True,11,1142,119,0.7111690589199745,1.839570507013966
1261,2017-08-01,True,12,1205,56,0.8518049632980285,2.2033513249168104
1284,2017-09-01,True,1,588,696,0.13621589274588075,0.33074677355063414
1284,2017-09-01,True,2,644,640,0.15991441540617288,0.38828932420168694
1284,2017-09-01,True,3,654,630,0.1645609821864269,0.39957168589734926
1284,2017-09-01,True,4,717,567,0.19710343079952553,0.47858823576718945
1284,2017-09-01,True,5,746,538,0.21417463042693102,0.520038936442305
1284,2017-09-01,True,6,874,410,0.3090227857273733,0.7503404138284628
1284,2017-09-01,True,8,883,401,0.3170924004035675,0.7699343023545783
1284,2017-09-01,True,9,1016,268,0.4641174940840526,1.1269269732209573
1284,2017-09-01,True,10,1079,205,0.5558981792804986,1.3497803047306827
1284,2017-09-01,True,11,1142,142,0.6658287818631732,1.6167035791427733
1284,2017-09-01,True,12,1205,79,0.7974985047283272,1.936411765420272
1284,2017-09-01,True,13,1270,14,0.9606939186899557,2.3326677054431078
1305,2017-10-09,True,1,588,717,0.12826416653111844,0.33074677355063425
1305,2017-10-09,True,2,644,661,0.15057926644909853,0.38828932420168694
1305,2017-10-09,True,3,654,651,0.15495458568157838,0.39957168589734926
1305,2017-10-09,True,4,717,588,0.1855973393581098,0.47858823576718945
1305,2017-10-09,True,5,746,559,0.20167199223272245,0.5200389364423049
1305,2017-10-09,True,6,874,431,0.2909833004904236,0.7503404138284628
1305,2017-10-09,True,8,883,422,0.2985818440950253,0.7699343023545782
1305,2017-10-09,True,9,1016,289,0.4370242146579662,1.1269269732209573
1305,2017-10-09,True,10,1079,226,0.5234471191595637,1.3497803047306824
1305,2017-10-09,True,11,1142,163,0.6269604231675997,1.6167035791427733
1305,2017-10-09,True,12,1205,100,0.7509438066057487,1.936411765420272
1305,2017-10-09,True,13,1270,35,0.9046125403454989,2.3326677054431073
1322,2017-11-01,True,1,588,734,0.12216832182383253,0.33074677355063425
1322,2017-11-01,True,2,644,678,0.1434228809266616,0.38828932420168694
1322,2017-11-01,True,3,654,668,0.14759026003597753,0.39957168589734926
1322,2017-11-01,True,4,717,605,0.1767766952966369,0.47858823576718945
1322,2017-11-01,True,5,746,576,0.19208738898999692,0.520038936442305
1322,2017-11-01,True,6,874,448,0.2771541145207569,0.7503404138284628
1322,2017-11-01,True,8,883,439,0.28439153199740025,0.7699343023545783
1322,2017-11-01,True,9,1016,306,0.41625433154932556,1.1269269732209573
1322,2017-11-01,True,10,1079,243,0.4985699267435606,1.3497803047306824
1322,2017-11-01,True,11,1142,180,0.5971636881900506,1.6167035791427733
1322,2017-11-01,True,12,1205,117,0.7152546741475715,1.9364117654202722
1322,2017-11-01,True,13,1270,52,0.8616201932594425,2.3326677054431073
1344,2017-12-01,True,1,588,756,0.1147076136640635,0.2906394262113447
1344,2017-12-01,True,2,644,700,0.13466417619819587,0.34120419430997856
1344,2017-12-01,True,3,654,690,0.13857705726037844,0.3511184229336908
1344,2017-12-01,True,4,717,627,0.16598110349863826,0.42055318859695934
1344,2017-12-01,True,5,746,598,0.18035678707100722,0.4569774527883966
1344,2017-12-01,True,6,874,470,0.2602285651406131,0.6593518811904648
1344,2017-12-01,True,8,883,461,0.2670240001227968,0.67656975593296
1344,2017-12-01,True,9,1016,328,0.39083405858848813,0.9902724231076582
1344,2017-12-01,True,10,1079,265,0.46812271534587163,1.186101890176843
1344,2017-12-01,True,11,1142,202,0.5606954455663875,1.4206572464839147
1344,2017-12-01,True,12,1205,139,0.6715747225524213,1.701596657675289
1344,2017-12-01,True,13,1270,74,0.8090018327016039,2.049801412039863
1344,2017-12-01,True,14,1333,11,0.9689844739012624,2.455156048552637
1365,2018-01-02,True,1,588,777,0.10801145273732796,0.2906394262113447
1365,2018-01-02,True,2,644,721,0.1268030328434903,0.34120419430997856
1365,2018-01-02,True,3,654,711,0.13048749592675574,0.3511184229336908
1365,2018-01-02,True,4,717,648,0.15629180612489096,0.42055318859695934
1365,2018-01-02,True,5,746,619,0.16982829613758632,0.45697745278839663
1365,2018-01-02,True,6,874,491,0.24503748676094894,0.6593518811904648
1365,2018-01-02,True,8,883,482,0.25143623206618465,0.67656975593296
1365,2018-01-02,True,9,1016,349,0.3680187661387455,0.9902724231076582
1365,2018-01-02,True,10,1079,286,0.4407956274980106,1.186101890176843
1365,2018-01-02,True,11,1142,223,0.5279643406774323,1.4206572464839147
1365,2018-01-02,True,12,1205,160,0.6323709393605857,1.701596657675289
1365,2018-01-02,True,13,1270,95,0.761775617381155,2.0498014120398627
1365,2018-01-02,True,14,1333,32,0.9124191268811999,2.455156048552637
1387,2018-02-01,True,1,588,799,0.10141529168055317,0.2906394262113447
1387,2018-02-01,True,2,644,743,0.1190592871024046,0.3412041943099786
1387,2018-02-01,True,3,654,733,0.12251874338047447,0.35111842293369083
1387,2018-02-01,True,4,717,670,0.14674720785380674,0.4205531885969594
1387,2018-02-01,True,5,746,641,0.15945703674858988,0.45697745278839663
1387,2018-02-01,True,6,874,513,0.2300732705907136,0.659351881190465
1387,2018-02-01,True,8,883,504,0.2360812503472509,0.6765697559329601
1387,2018-02-01,True,9,1016,371,0.34554419523124985,0.9902724231076582
1387,2018-02-01,True,10,1079,308,0.41387663994240537,1.1861018901768432
1387,2018-02-01,True,11,1142,245,0.49572203918916885,1.420657246483915
1387,2018-02-01,True,12,1205,182,0.5937526219698335,1.7015966576752892
1387,2018-02-01,True,13,1270,117,0.7152546741475715,2.049801412039863
1387,2018-02-01,True,14,1333,54,0.856698521707724,2.4551560485526376
1402,2018-03-01,True,1,588,814,0.09715039261068245,0.25565952913293094
1402,2018-03-01,True,2,644,758,0.11405239086014998,0.3001385764918126
1402,2018-03-01,True,3,654,748,0.1173663638327133,0.30885957850690515
1402,2018-03-01,True,4,717,685,0.14057592914513606,0.36993752559182047
1402,2018-03-01,True,5,746,656,0.15275126135274977,0.4019779488529948
1402,2018-03-01,True,6,874,528,0.22039781374900533,0.5799956106281585
1402,2018-03-01,True,8,883,519,0.22615313508637472,0.5951412287114227
1402,2018-03-01,True,9,1016,386,0.3310127464485257,0.8710882233194699
1402,2018-03-01,True,10,1079,323,0.3964715517404053,1.043348642333834
1402,2018-03-01,True,11,1142,260,0.4748750403902913,1.2496740976609688
1402,2018-03-01,True,12,1205,197,0.5687830639948005,1.4968010567124246
1402,2018-03-01,True,13,1270,132,0.6851754923600619,1.8030976411199398
1402,2018-03-01,True,14,1333,69,0.8206710877000425,2.159665835785131
1402,2018-03-01,True,15,1393,9,0.9745512201934707,2.5646145051521865
1424,2018-04-02,True,1,588,836,0.09121750660509038,0.25565952913293094
1424,2018-04-02,True,2,644,780,0.10708731521346551,0.3001385764918127
1424,2018-04-02,True,3,654,770,0.11019890687450266,0.3088595785069052
1424,2018-04-02,True,4,717,707,0.13199108516935806,0.36993752559182036
1424,2018-04-02,True,5,746,678,0.1434228809266616,0.40197794885299476
1424,2018-04-02,True,6,874,550,0.20693831997120266,0.5799956106281584
1424,2018-04-02,True,8,883,541,0.2123421690756497,0.5951412287114228
1424,2018-04-02,True,9,1016,408,0.31079809946354675,0.87108822331947
1424,2018-04-02,True,10,1079,345,0.3722593951270786,1.0433486423338343
1424,2018-04-02,True,11,1142,282,0.4458748541241709,1.249674097660969
1424,2018-04-02,True,12,1205,219,0.5340480002455936,1.4968010567124246
1424,2018-04-02,True,13,1270,154,0.6433324490047159,1.8030976411199398
1424,2018-04-02,True,14,1333,91,0.770553451727934,2.1596658357851313
1424,2018-04-02,True,15,1393,31,0.9150362646627326,2.564614505152187
1442,2018-05-02,True,1,588,854,0.08663383426678793,0.25565952913293094
1442,2018-05-02,True,2,644,798,0.10170618627456458,0.30013857649181264
1442,2018-05-02,True,3,654,788,0.10466142070599081,0.3088595785069052
1442,2018-05-02,True,4,717,725,0.12535854380191458,0.36993752559182036
1442,2018-05-02,True,5,746,696,0.13621589274588075,0.40197794885299476
1442,2018-05-02,True,6,874,568,0.1965396861092478,0.5799956106281584
1442,2018-05-02,True,8,883,559,0.20167199223272245,0.5951412287114228
1442,2018-05-02,True,9,1016,426,0.2951805200719551,0.87108822331947
1442,2018-05-02,True,10,1079,363,0.3535533905932738,1.0433486423338343
1442,2018-05-02,True,11,1142,300,0.4234696787224617,1.2496740976609688
1442,2018-05-02,True,12,1205,237,0.5072121313739612,1.4968010567124246
1442,2018-05-02,True,13,1270,172,0.611005045410999,1.8030976411199398
1442,2018-05-02,True,14,1333,109,0.7318332030243621,2.159665835785131
1442,2018-05-02,True,15,1393,49,0.8690557662805929,2.5646145051521865
1464,2018-06-01,True,1,588,876,0.08134318490223054,0.255659529132931
1464,2018-06-01,True,2,644,820,0.09549508209870607,0.30013857649181264
1464,2018-06-01,True,3,654,810,0.0982698430546239,0.3088595785069051
1464,2018-06-01,True,4,717,747,0.11770301169115707,0.36993752559182036
1464,2018-06-01,True,5,746,718,0.12789731222248715,0.40197794885299476
1464,2018-06-01,True,6,874,590,0.18453718645972195,0.5799956106281584
1464,2018-06-01,True,8,883,581,0.18935606732203067,0.5951412287114228
1464,2018-06-01,True,9,1016,448,0.2771541145207569,0.8710882233194699
1464,2018-06-01,True,10,1079,385,0.3319622069972765,1.0433486423338343
1464,2018-06-01,True,11,1142,322,0.39760877108050124,1.2496740976609688
1464,2018-06-01,True,12,1205,259,0.4762371484096184,1.4968010567124244
1464,2018-06-01,True,13,1270,194,0.5736915237066466,1.8030976411199398
1464,2018-06-01,True,14,1333,131,0.6871408157681378,2.1596658357851313
1464,2018-06-01,True,15,1393,71,0.8159833220496441,2.5646145051521865
1484,2018-07-02,True,1,588,896,0.07681440319578482,0.25565952913293094
1484,2018-07-02,True,2,644,840,0.09017839353550361,0.30013857649181264
1484,2018-07-02,True,3,654,830,0.0927986696790549,0.3088595785069052
1484,2018-07-02,True,4,717,767,0.1111498966787418,0.36993752559182036
1484,2018-07-02,True,5,746,738,0.12077662954215003,0.40197794885299487
1484,2018-07-02,True,6,874,610,0.17426307885989978,0.5799956106281586
1484,2018-07-02,True,8,883,601,0.17881366853689287,0.5951412287114228
1484,2018-07-02,True,9,1016,468,0.26172355957978183,0.87108822331947
1484,2018-07-02,True,10,1079,405,0.3134802115837998,1.0433486423338343
1484,2018-07-02,True,11,1142,342,0.37547190330287433,1.2496740976609688
1484,2018-07-02,True,12,1205,279,0.44972264583340804,1.4968010567124248
1484,2018-07-02,True,13,1270,214,0.5417512489211386,1.8030976411199398
1484,2018-07-02,True,14,1333,151,0.6488842518046877,2.159665835785131
1484,2018-07-02,True,15,1393,91,0.770553451727934,2.564614505152187
1506,2018-08-01,True,1,588,918,0.07212341754455373,0.25565952913293094
1506,2018-08-01,True,2,644,862,0.08467128116430014,0.3001385764918126
1506,2018-08-01,True,3,654,852,0.08713153942994989,0.30885957850690515
1506,2018-08-01,True,4,717,789,0.10436207370852561,0.36993752559182036
1506,2018-08-01,True,5,746,760,0.11340091076266244,0.4019779488529947
1506,2018-08-01,True,6,874,632,0.16362099132863842,0.5799956106281583
1506,2018-08-01,True,8,883,623,0.16789368063810534,0.5951412287114227
1506,2018-08-01,True,9,1016,490,0.24574034013786789,0.8710882233194699
1506,2018-08-01,True,10,1079,427,0.29433626053680156,1.043348642333834
1506,2018-08-01,True,11,1142,364,0.35254217609605193,1.2496740976609686
1506,2018-08-01,True,12,1205,301,0.42225849339755384,1.4968010567124244
1506,2018-08-01,True,13,1270,236,0.5086669935016415,1.8030976411199393
1506,2018-08-01,True,14,1333,173,0.6092574814610154,2.159665835785131
1506,2018-08-01,True,15,1393,113,0.7234964541444302,2.564614505152186
1529,2018-09-03,True,1,588,941,0.06752522012196115,0.25565952913293094
1529,2018-09-03,True,2,644,885,0.07927310010089186,0.3001385764918126
1529,2018-09-03,True,3,654,875,0.08157650566042804,0.30885957850690515
1529,2018-09-03,True,4,717,812,0.09770851464712203,0.3699375255918204
1529,2018-09-03,True,5,746,783,0.10617108453782485,0.40197794885299476
1529,2018-09-03,True,6,874,655,0.15318940549669108,0.5799956106281584
1529,2018-09-03,True,8,883,646,0.15718969133944488,0.5951412287114226
1529,2018-09-03,True,9,1016,513,0.2300732705907136,0.8710882233194699
1529,2018-09-03,True,10,1079,450,0.2755709790144749,1.043348642333834
1529,2018-09-03,True,11,1142,387,0.3300660014960526,1.2496740976609688
1529,2018-09-03,True,12,1205,324,0.39533758501423943,1.4968010567124246
1529,2018-09-03,True,13,1270,259,0.4762371484096184,1.8030976411199393
