model,period,cost,origin,source_target,normal_requested_quantity,own_shares,observed_daily_return,return_threshold
REDUCE_100_UPPER00,evaluation,BASE,2024-06-18,0.6810502897585033,50100,1800,0.003103837471783333,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-06-19,0.6804747530675492,50200,1800,-0.002812939521800395,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-06-20,0.6791378023158208,50400,1800,-0.006488011283497963,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-06-21,0.6787871792088123,50500,1800,-0.0017035775127767216,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-06-24,0.6474149276129606,48300,1800,-0.004835039817974951,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-06-25,0.526845357796644,39200,1800,-0.0060017147756501465,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-06-26,0.5284539024490783,39100,1800,0.006037952846463357,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-06-27,0.5271580013987528,39200,1800,-0.005430122892254974,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-06-28,0.5276362855458534,39200,1800,0.0020114942528735025,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-07-01,0.4977614810825669,36700,1800,0.0040149125322626045,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-07-02,0.4974568519682501,36700,1800,-0.00142816338189089,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-07-03,0.49703130015880126,36800,1800,-0.0017162471395880674,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-07-04,0.4959642364533585,36800,1800,-0.004297994269340966,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-07-05,0.4947493684341606,36900,1800,-0.004892086330935186,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-07-08,0.4930241783596807,37100,1800,-0.006940427993059606,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-07-16,0.7382612120855059,18300,38700,0.007090187180941676,0.01
REDUCE_100_UPPER00,evaluation,BASE,2024-07-17,0.7015764533758329,15400,38700,0.0014080540692762433,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-04-09,0.999123205585084,27900,63400,0.00965147453083115,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-06-09,0.5086917521468945,26000,19100,0.002257902659307476,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-06-11,0.5860506085925654,32700,19100,0.008056394763343189,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-06-12,0.5860059903104295,32700,19100,0.0004995004995007601,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-06-13,0.4384101325865758,19800,19100,-0.00649026460309543,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-06-16,0.5488367137586745,29600,19100,0.002512562814070307,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-06-26,0.9960449854834913,28300,61000,-0.0037490627343164107,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-06-27,0.9868863237835589,27700,61000,-0.005770195684897228,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-06-30,0.9869480062714987,27500,61000,0.004794347716376546,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-01,0.9869673645734331,27500,61000,0.0015067805123052391,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-02,0.9869802382370347,27500,61000,0.0010030090270811698,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-03,0.987053771014837,27300,61000,0.005761523046092121,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-04,0.9871075896947725,27200,61000,0.004234122042341415,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-07,0.9870505912135137,27300,61000,-0.004464285714285698,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-08,0.9871578354028331,27100,61000,0.008470353761833582,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-09,0.9871484441874785,27100,61000,-0.0007411067193676679,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-10,0.9872107940998922,27000,61000,0.004944375772558907,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-11,0.9872540802817582,26900,61000,0.0034440344403441348,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-14,0.9872509981314153,26900,61000,-0.00024515812699177353,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-15,0.9872509981314153,26900,61000,0.0,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-16,0.9872231915527049,27000,61000,-0.002206964198136374,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-17,0.9873245606938945,26700,61000,0.00811010076185803,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-18,0.9874153286242889,26600,61000,0.00731350560702082,0.01
REDUCE_100_UPPER00,evaluation,BASE,2025-07-21,0.9874899814066675,26400,61000,0.006050338818973877,0.01
REDUCE_100_UPPER00,evaluation,BASE,2026-01-19,0.8707677780352414,26900,46300,0.0004116073266104969,0.01
REDUCE_100_UPPER00,evaluation,BASE,2026-01-20,0.8705962527831634,27000,46300,-0.0029548332629801832,0.01
REDUCE_100_UPPER00,evaluation,BASE,2026-01-21,0.8706803316359496,27000,46300,0.0012701100762066986,0.01
REDUCE_100_UPPER00,evaluation,BASE,2026-01-22,0.8706383094773426,27000,46300,-0.0006342494714588476,0.01
REDUCE_100_UPPER00,evaluation,BASE,2026-07-22,0.8317446983807218,66700,2100,-0.0045957802381449975,0.01
REDUCE_100_UPPER00,evaluation,BASE,2026-07-23,0.8341353416777575,66600,2100,0.004616998950682127,0.01
REDUCE_100_UPPER00,evaluation,BASE,2026-07-24,0.8316466048147074,67600,2100,-0.017965322749112222,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2020-09-28,0.6148810396090972,14300,15600,0.002155636990730736,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2020-09-29,0.5831336509051069,12700,15600,0.0023661002366099915,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2021-06-08,0.8581136046337003,38500,2800,-0.00794100964265454,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2021-06-09,0.8572314025268163,38400,2800,0.0015246807699638154,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2021-06-10,0.8572953508801882,38200,2800,0.006470028544243611,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2021-06-11,0.486981168691505,20700,2800,-0.009264511249763574,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2021-06-30,0.2616305579967599,11400,1000,0.005933014354067012,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2021-11-10,0.5269684892896366,16700,11000,-0.0050844010575553655,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2022-05-13,0.8820808083375205,43700,14700,0.007846114907618329,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2022-05-16,0.8819385623726967,44100,14700,-0.007785032646911105,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2022-06-07,0.8769950544235205,50600,5300,0.001436781609195359,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2022-08-09,0.9002922329931486,55300,1500,0.0016650808753568835,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2022-08-10,0.8994642299672031,55900,1500,-0.010686297791498434,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-02-19,0.8972391832148725,43800,24400,0.00803093396787613,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-02-20,0.8972482408269088,43600,24400,0.0035408675125405686,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-06-17,0.6948822892291784,50400,1800,-0.002813731007315634,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-06-18,0.6795292305534011,49100,1800,0.003103837471783333,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-06-19,0.6789596173986263,49200,1800,-0.002812939521800395,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-06-20,0.6776163969178725,49400,1800,-0.006488011283497963,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-06-21,0.6772641289530796,49400,1800,-0.0017035775127767216,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-06-24,0.6460425673687078,47300,1800,-0.004835039817974951,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-06-25,0.5247621050796488,38300,1800,-0.0060017147756501465,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-06-26,0.5264178995964689,38200,1800,0.006037952846463357,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-06-27,0.5251198707304429,38300,1800,-0.005430122892254974,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-06-28,0.5255989379100616,38300,1800,0.0020114942528735025,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-07-01,0.49597076306502347,35900,1800,0.0040149125322626045,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-07-02,0.49567894422644204,35900,1800,-0.00142816338189089,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-07-03,0.4952533134350933,35900,1800,-0.0017162471395880674,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-07-04,0.4941860627280087,36000,1800,-0.004297994269340966,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-07-05,0.49297100103383523,36100,1800,-0.004892086330935186,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-07-08,0.49124557112726003,36200,1800,-0.006940427993059606,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-07-16,0.735940109063853,17900,37800,0.007090187180941676,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2024-07-17,0.6994327749517193,15100,37800,0.0014080540692762433,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-04-09,0.9989163566885229,27200,61900,0.00965147453083115,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-06-09,0.5191540819943731,25100,19700,0.002257902659307476,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-06-11,0.6007925421327275,32100,19700,0.008056394763343189,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-06-12,0.6008794595517032,32100,19700,0.0004995004995007601,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-06-13,0.4476621628777401,19100,19700,-0.00649026460309543,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-06-16,0.5616624160779415,28900,19700,0.002512562814070307,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-06-26,0.9961278127763389,26100,61000,-0.0037490627343164107,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-06-27,0.9869031310900088,25400,61000,-0.005770195684897228,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-06-30,0.9869647383931806,25300,61000,0.004794347716376546,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-01,0.9869840730918704,25300,61000,0.0015067805123052391,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-02,0.986996931056874,25300,61000,0.0010030090270811698,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-03,0.9870703741361818,25100,61000,0.005761523046092121,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-04,0.9871241271333298,25000,61000,0.004234122042341415,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-07,0.9870671982147767,25100,61000,-0.004464285714285698,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-08,0.98717431149449,24900,61000,0.008470353761833582,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-09,0.9871649317470432,24900,61000,-0.0007411067193676679,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-10,0.9872272055064001,24800,61000,0.004944375772558907,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-11,0.9872704387976692,24700,61000,0.0034440344403441348,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-14,0.9872673604139358,24700,61000,-0.00024515812699177353,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-15,0.9872673604139358,24700,61000,0.0,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-16,0.9872395878128032,24800,61000,-0.002206964198136374,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-17,0.9873408330531244,24600,61000,0.00811010076185803,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-18,0.9874314899576758,24400,61000,0.00731350560702082,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2025-07-21,0.9875060513675153,24300,61000,0.006050338818973877,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2026-01-19,0.8714420858814458,26100,45200,0.0004116073266104969,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2026-01-20,0.871347793747816,26200,45200,-0.0029548332629801832,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2026-01-21,0.8714312250636452,26200,45200,0.0012701100762066986,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2026-01-22,0.8713895264885314,26200,45200,-0.0006342494714588476,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2026-07-22,0.8295859404235078,64600,2000,-0.0045957802381449975,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2026-07-23,0.8323832700879933,64500,2000,0.004616998950682127,0.01
REDUCE_100_UPPER00,evaluation,STRESS,2026-07-24,0.8298750236522549,65500,2000,-0.017965322749112222,0.01
REDUCE_100_UPPER00,earlier_diagnostic,BASE,2015-02-16,0.7107531213166244,15600,24400,0.008388776395718889,0.01
REDUCE_100_UPPER00,earlier_diagnostic,BASE,2015-02-17,0.7135650117384137,15500,24400,0.00889271371199074,0.01
REDUCE_100_UPPER00,earlier_diagnostic,BASE,2015-02-25,0.9740981838679931,30600,24400,-0.01535399488200162,0.01
REDUCE_100_UPPER00,earlier_diagnostic,BASE,2015-09-29,0.8881812235382984,45200,19000,-0.0193133047210301,0.01
REDUCE_100_UPPER00,earlier_diagnostic,BASE,2015-09-30,0.8890448907112973,44900,19000,0.0068771491090966475,0.01
REDUCE_100_UPPER00,earlier_diagnostic,BASE,2018-10-09,0.9028320329799165,50100,32700,0.0020951810835079243,0.01
REDUCE_100_UPPER00,earlier_diagnostic,BASE,2018-10-10,0.9028430488807487,50200,32700,-0.0005973715651134137,0.01
REDUCE_100_UPPER00,earlier_diagnostic,BASE,2018-10-11,0.6860100427955749,32500,32700,-0.05140466228332341,0.01
REDUCE_100_UPPER00,earlier_diagnostic,BASE,2019-02-28,0.9318698099967265,31800,45500,-0.0019073569482289665,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2015-02-16,0.7096718227755777,15600,24300,0.008388776395718889,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2015-02-17,0.7126393045725361,15600,24300,0.00889271371199074,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2015-02-25,0.975283343848709,30800,24300,-0.01535399488200162,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2015-09-29,0.888289246186751,45200,18900,-0.0193133047210301,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2015-09-30,0.8885664400680092,44900,18900,0.0068771491090966475,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2018-10-09,0.9036044954927029,49500,32300,0.0020951810835079243,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2018-10-10,0.903130620903188,49500,32300,-0.0005973715651134137,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2018-10-11,0.6855682331175514,32000,32300,-0.05140466228332341,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2019-02-28,0.9314233074319906,31400,44800,-0.0019073569482289665,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2019-09-10,0.977245177973934,17600,64700,-0.0027247956403270157,0.01
REDUCE_100_UPPER00,earlier_diagnostic,STRESS,2019-09-11,0.9771860196643477,17700,64700,-0.0072031793343269035,0.01
REDUCE_100_LOWER00,evaluation,BASE,2020-09-28,0.615903576394093,14400,15700,0.002155636990730736,0.01
REDUCE_100_LOWER00,evaluation,BASE,2020-09-29,0.5839800127254916,12800,15700,0.0023661002366099915,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-06-08,0.8580575209254394,38700,2800,-0.00794100964265454,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-06-09,0.8565615397180184,38600,2800,0.0015246807699638154,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-06-10,0.8566292711043131,38300,2800,0.006470028544243611,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-06-11,0.5026630428614938,21500,2800,-0.009264511249763574,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-11-10,0.5345215452362823,17200,11000,-0.0050844010575553655,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-11-24,0.8705613575583981,18100,27200,0.002206177296430134,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-11-25,0.8708336019579968,18200,27200,-0.0038022813688213253,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-11-26,0.8706678127320502,18400,27200,-0.008437123342707853,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-11-29,0.8706401298023811,18400,27200,-0.0014181523500810256,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-11-30,0.8705688773591688,18500,27200,-0.0036518563603166188,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-12-01,0.8706203472545468,18400,27200,0.0026471187130931995,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-12-02,0.8706599048268705,18400,27200,0.002030869212022779,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-12-03,0.8708375429019951,18200,27200,0.00912038913660318,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-12-06,0.8708178352051412,18200,27200,-0.0010042177144005127,0.01
REDUCE_100_LOWER00,evaluation,BASE,2021-12-07,0.8709281026236678,18100,27200,0.005629272215520675,0.01
REDUCE_100_LOWER00,evaluation,BASE,2022-05-13,0.8823437472135435,43900,14600,0.007846114907618329,0.01
REDUCE_100_LOWER00,evaluation,BASE,2022-05-16,0.8818007225613765,44200,14600,-0.007785032646911105,0.01
REDUCE_100_LOWER00,evaluation,BASE,2022-06-07,0.8765522825835423,50900,5400,0.001436781609195359,0.01
REDUCE_100_LOWER00,evaluation,BASE,2022-08-09,0.9004755690180776,55800,1600,0.0016650808753568835,0.01
REDUCE_100_LOWER00,evaluation,BASE,2022-08-10,0.8990743322763547,56300,1600,-0.010686297791498434,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-02-19,0.8979692823079319,44800,24900,0.00803093396787613,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-02-20,0.8975225242250525,44600,24900,0.0035408675125405686,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-06-17,0.6966798268601029,51700,1800,-0.002813731007315634,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-06-18,0.6810502897585033,50400,1800,0.003103837471783333,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-06-19,0.6804747530675492,50500,1800,-0.002812939521800395,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-06-20,0.6791378023158208,50700,1800,-0.006488011283497963,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-06-21,0.6787871792088123,50800,1800,-0.0017035775127767216,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-06-24,0.6474149276129606,48600,1800,-0.004835039817974951,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-06-25,0.526845357796644,39400,1800,-0.0060017147756501465,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-06-26,0.5284539024490783,39300,1800,0.006037952846463357,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-06-27,0.5271580013987528,39400,1800,-0.005430122892254974,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-06-28,0.5276362855458534,39400,1800,0.0020114942528735025,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-07-01,0.4977614810825669,36900,1800,0.0040149125322626045,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-07-02,0.4974568519682501,36900,1800,-0.00142816338189089,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-07-03,0.49703130015880126,36900,1800,-0.0017162471395880674,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-07-04,0.4959642364533585,37000,1800,-0.004297994269340966,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-07-05,0.4947493684341606,37100,1800,-0.004892086330935186,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-07-08,0.4930241783596807,37200,1800,-0.006940427993059606,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-07-16,0.7382612120855059,18400,38900,0.007090187180941676,0.01
REDUCE_100_LOWER00,evaluation,BASE,2024-07-17,0.7015764533758329,15500,38900,0.0014080540692762433,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-04-09,0.999123205585084,27200,61900,0.00965147453083115,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-06-09,0.5086917521468945,25400,18600,0.002257902659307476,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-06-11,0.5860506085925654,32000,18600,0.008056394763343189,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-06-12,0.5860059903104295,32000,18600,0.0004995004995007601,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-06-13,0.4384101325865758,19400,18600,-0.00649026460309543,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-06-16,0.5488367137586745,28900,18600,0.002512562814070307,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-06-18,0.4101860617257652,17700,18600,0.0007520681875157198,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-06-26,0.9960449854834913,27600,59600,-0.0037490627343164107,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-06-27,0.9868863237835589,26900,59600,-0.005770195684897228,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-06-30,0.9869480062714987,26800,59600,0.004794347716376546,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-01,0.9869673645734331,26800,59600,0.0015067805123052391,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-02,0.9869802382370347,26700,59600,0.0010030090270811698,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-03,0.987053771014837,26600,59600,0.005761523046092121,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-04,0.9871075896947725,26500,59600,0.004234122042341415,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-07,0.9870505912135137,26600,59600,-0.004464285714285698,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-08,0.9871578354028331,26400,59600,0.008470353761833582,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-09,0.9871484441874785,26400,59600,-0.0007411067193676679,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-10,0.9872107940998922,26300,59600,0.004944375772558907,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-11,0.9872540802817582,26200,59600,0.0034440344403441348,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-14,0.9872509981314153,26200,59600,-0.00024515812699177353,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-15,0.9872509981314153,26200,59600,0.0,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-16,0.9872231915527049,26200,59600,-0.002206964198136374,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-17,0.9873245606938945,26000,59600,0.00811010076185803,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-18,0.9874153286242889,25800,59600,0.00731350560702082,0.01
REDUCE_100_LOWER00,evaluation,BASE,2025-07-21,0.9874899814066675,25700,59600,0.006050338818973877,0.01
REDUCE_100_LOWER00,evaluation,BASE,2026-01-19,0.8707677780352414,26400,45200,0.0004116073266104969,0.01
REDUCE_100_LOWER00,evaluation,BASE,2026-01-20,0.8705962527831634,26500,45200,-0.0029548332629801832,0.01
REDUCE_100_LOWER00,evaluation,BASE,2026-01-21,0.8706803316359496,26400,45200,0.0012701100762066986,0.01
REDUCE_100_LOWER00,evaluation,BASE,2026-01-22,0.8706383094773426,26500,45200,-0.0006342494714588476,0.01
REDUCE_100_LOWER00,evaluation,BASE,2026-07-22,0.8317446983807218,65600,2000,-0.0045957802381449975,0.01
REDUCE_100_LOWER00,evaluation,BASE,2026-07-23,0.8341353416777575,65500,2000,0.004616998950682127,0.01
REDUCE_100_LOWER00,evaluation,BASE,2026-07-24,0.8316466048147074,66500,2000,-0.017965322749112222,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2020-09-28,0.6148810396090972,14400,15600,0.002155636990730736,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2020-09-29,0.5831336509051069,12800,15600,0.0023661002366099915,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2021-06-08,0.8581136046337003,38500,2800,-0.00794100964265454,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2021-06-09,0.8572314025268163,38400,2800,0.0015246807699638154,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2021-06-10,0.8572953508801882,38100,2800,0.006470028544243611,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2021-06-11,0.486981168691505,20600,2800,-0.009264511249763574,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2021-11-10,0.5269684892896366,16600,11000,-0.0050844010575553655,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2021-11-24,0.8705240620308914,17600,27300,0.002206177296430134,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2021-11-25,0.870997315683447,17700,27300,-0.0038022813688213253,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2021-11-26,0.8708353020852186,17900,27300,-0.008437123342707853,0.01
REDUCE_100_LOWER00,evaluation,STRESS,2021-11-29,0.8708082535544845,17900,27300,-0.0014181523500810256,0.01
