period,cost,model,era,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,BUY_HOLD,2024—终点,0.4071779338347121,0.13926651861604938,0.14534712270330624,0.1730350785885328,0.8399864575953014,-0.15253998850559136,634,0.9204940197051358,1,45.825120000000005,145.2000000000055,False,3.456079866737127e-11
evaluation,STRESS,CLIMAX_LEARNED_HALF,2020—2021,0.10769107180000032,0.052247569318168,0.05252854674578155,0.05668750801186324,0.9266335492254956,-0.05466269395691733,486,0.1430669503959554,20,866.8856400000001,2334.899999999989,False,4.5560000216937624e-11
evaluation,STRESS,CLIMAX_LEARNED_HALF,2022—2023,0.014793490366742918,0.007369589756779842,0.00787667125704622,0.032756746973055015,0.24045950788475418,-0.029932042103083825,484,0.05491207710830958,14,626.27656,1753.7000000000176,False,4.39825953435502e-11
evaluation,STRESS,CLIMAX_LEARNED_HALF,2024—终点,0.12072868159204185,0.04446648171502777,0.04428906333709236,0.039676003729708406,1.1162682521861396,-0.03449301443417641,634,0.09231342698151072,27,1354.21652,3688.5000000000114,False,3.7402969610411674e-11
evaluation,STRESS,REARM_RIDGE,2020—2021,0.1534213118000006,0.0736591720527704,0.07691879291146698,0.10868793563756615,0.7077031361416465,-0.1097248154870254,486,0.25684944139663235,16,1451.2376400000003,3926.700000000021,False,2.6830093702301383e-11
evaluation,STRESS,REARM_RIDGE,2022—2023,0.0014380906465230113,0.0007187869958887762,0.0012474833949147057,0.03262291547254834,0.038239482181304206,-0.03178963427920369,484,0.04123274715117678,6,558.4551200000001,1632.3000000000202,False,3.112177182629239e-11
evaluation,STRESS,REARM_RIDGE,2024—终点,0.1853319343170907,0.06705051192757976,0.0677630496611302,0.07626356600168559,0.8885376492837024,-0.06812084099559303,634,0.1684121229304251,26,2662.6565200000005,7259.599999999994,False,7.51469997339882e-11
evaluation,STRESS,CLIMAX_ONLY,2020—2021,0.05446986560000062,0.026761772730669438,0.026695786750644893,0.024000858564647672,1.112284657598322,-0.009114247122142751,486,0.026598630011001146,4,327.62688,867.6999999999598,False,2.4556356947869062e-11
evaluation,STRESS,CLIMAX_ONLY,2022—2023,0.0276965633184613,0.013753699533797655,0.015217162412551444,0.05602599958668319,0.27160894093478,-0.054599108306859837,484,0.06781993504914194,8,676.6617200000001,1830.8000000000152,False,2.475530891388189e-11
evaluation,STRESS,CLIMAX_ONLY,2024—终点,0.04976575556633825,0.018711110664993827,0.01865393538450655,0.015260843052934075,1.2223397698150178,0.0,634,0.01562534548226001,2,176.0184,464.00000000002615,False,1.887201506178826e-11
evaluation,STRESS,OLD_PANIC_BLEND,2020—2021,0.13556659860000086,0.06535095295359267,0.06512487484070988,0.060468865051977704,1.0769984649907016,-0.05455698002155782,486,0.14746783950190614,19,883.1802800000002,2407.0000000000023,False,4.274625098332763e-11
evaluation,STRESS,OLD_PANIC_BLEND,2022—2023,0.0008709398473143316,0.00043537514789746245,0.0005688389704401331,0.016376906503679234,0.034734213711993644,-0.01602247429107545,484,0.02073876410480043,6,274.89796,803.3000000000097,False,2.3362645151792094e-11
evaluation,STRESS,OLD_PANIC_BLEND,2024—终点,0.12081285115910316,0.04449642263492091,0.04431893937842966,0.03970703723661881,1.116148231214734,-0.034514592940440625,634,0.09236971517272499,27,1369.8952800000002,3731.2000000000116,False,3.709033080667723e-11
evaluation,STRESS,OLD_SESSION_VOLUME,2020—2021,0.08047603259999811,0.03929395656636905,0.04192539715063706,0.08233473645282516,0.5092066721396358,-0.08724494388940085,486,0.27393787887113125,15,634.29348,1712.3000000000143,False,4.1154635255225e-11
evaluation,STRESS,OLD_SESSION_VOLUME,2022—2023,-0.0018486690493202413,-0.0009247621171467757,-3.4953419552619103e-06,0.04300751786620624,-8.127281295646276e-05,-0.07253266847495986,484,0.1268315674903739,13,554.58852,1527.899999999997,False,4.001776687800884e-11
evaluation,STRESS,OLD_SESSION_VOLUME,2024—终点,0.1813597985287758,0.06568421311966034,0.06668887744977645,0.07840529382596656,0.8505660038441202,-0.06853369998125938,634,0.32595081870218096,22,1061.4680400000002,2923.7999999999893,False,6.52562448522076e-11
evaluation,STRESS,BUY_HOLD,2020—2021,0.23071070000000127,0.10890025181464306,0.1246077146486007,0.20576243798683067,0.6055901935637831,-0.16959575054209083,486,0.992158791772791,1,79.86,241.99999999999483,False,6.184563972055912e-11
evaluation,STRESS,BUY_HOLD,2022—2023,-0.2693890611335388,-0.14524217531135683,-0.14405982630438274,0.16031003120964557,-0.8986326383779963,-0.29495152678854586,484,0.9563537274336262,0,0.0,0.0,False,2.8194335754960775e-11
evaluation,STRESS,BUY_HOLD,2024—终点,0.40669468255582664,0.13911716300186158,0.14523502063473265,0.1731458904840387,0.8388014305665603,-0.1526317349696486,634,0.9210856740052947,1,91.61152000000001,241.99999999999483,False,5.4569682106375694e-11
earlier_diagnostic,BASE,CLIMAX_LEARNED_HALF,2015—2016,0.13037340729999924,0.06265635381892336,0.06574400627789931,0.09950313817963674,0.6607229428202475,-0.09099801397802292,488,0.2361231951023563,20,429.01854000000003,1314.8999999999671,False,5.218225851422176e-11
earlier_diagnostic,BASE,CLIMAX_LEARNED_HALF,2017—2019,0.034988364503786513,0.011450041485660119,0.011924140384255799,0.032813323198575994,0.3633932568211583,-0.0671442178553799,731,0.06908615524882049,8,184.21664,520.4000000000004,False,3.7971403799019754e-11
earlier_diagnostic,BASE,REARM_RIDGE,2015—2016,0.3573486512999997,0.16359511839636315,0.1669218512831609,0.17448657515359037,0.956645811497127,-0.1379164435416316,488,0.41661649206460577,10,464.76974000000007,1400.9999999999682,False,4.6270542952697724e-11
earlier_diagnostic,BASE,REARM_RIDGE,2017—2019,0.11822003539496868,0.037683987428875305,0.038970599350780864,0.06277155652351603,0.6208321333593402,-0.08776302157643286,731,0.1295644429767795,8,459.63888,1290.800000000001,False,4.6128434405545704e-11
earlier_diagnostic,BASE,CLIMAX_ONLY,2015—2016,-0.09189928330000013,-0.046680248505794844,-0.0444180033910782,0.08175417429846095,-0.5433117485710376,-0.11755255434322787,488,0.04268730503919767,10,388.45666000000006,1213.399999999971,False,2.2737367544323206e-11
earlier_diagnostic,BASE,CLIMAX_ONLY,2017—2019,-0.047565675486929096,-0.01600414606312399,-0.015987595399158245,0.01696192615468905,-0.942557776360708,-0.047565675486929096,731,0.005469239487258872,2,70.8848,224.0000000000002,False,1.6370904631912708e-11
earlier_diagnostic,BASE,OLD_PANIC_BLEND,2015—2016,0.17020163069999866,0.08106197667081594,0.08360699098010332,0.10619153736511884,0.7873225405206917,-0.11074951407131403,488,0.24464783538697998,22,483.47386000000006,1499.399999999955,False,5.218225851422176e-11
earlier_diagnostic,BASE,OLD_PANIC_BLEND,2017—2019,0.05081357813903485,0.016543919971080137,0.01699797805160616,0.034307484326421826,0.49545976294493876,-0.06094503365856887,731,0.07613015193481987,10,242.9736,702.2000000000112,False,4.274625098332763e-11
earlier_diagnostic,BASE,OLD_SESSION_VOLUME,2015—2016,0.09812489920000211,0.04751262031086001,0.05315785918345216,0.11585772933145737,0.45882013647421693,-0.14148284934058958,488,0.364089328616962,27,588.12016,1773.999999999996,False,3.9904080040287226e-11
earlier_diagnostic,BASE,OLD_SESSION_VOLUME,2017—2019,0.02605963394587181,0.008553004471571694,0.010229352119673223,0.058476817596646594,0.17493004134102938,-0.12293800237307112,731,0.24471511797468462,16,383.15342,1135.5000000000139,False,4.069988790433854e-11
earlier_diagnostic,BASE,BUY_HOLD,2015—2016,-0.045073772399999976,-0.022612002025863637,0.03497954658955574,0.3384790327507389,0.10334331880260131,-0.45019194035126736,488,0.9822784470138568,1,39.954480000000004,110.79999999998779,False,4.729372449219227e-11
earlier_diagnostic,BASE,BUY_HOLD,2017—2019,0.269533641616359,0.08221055246570554,0.093544476318884,0.17059125663341848,0.5483544594545113,-0.29990916921767335,731,0.9491602266014734,1,45.05128,166.2000000000063,False,2.7284841053187847e-11
earlier_diagnostic,STRESS,CLIMAX_LEARNED_HALF,2015—2016,0.12247566499999955,0.05896796894374201,0.06226713338400288,0.09950934768388249,0.6257415492443056,-0.0930994815333429,488,0.23627714034923386,20,855.5670000000001,2447.200000000017,False,4.229150363244116e-11
earlier_diagnostic,STRESS,CLIMAX_LEARNED_HALF,2017—2019,0.03188219995842877,0.010444111221514677,0.010930992764452021,0.03287230149298827,0.33252897631106315,-0.06930450959333478,731,0.06914844853548223,8,365.60128,1032.8000000000009,False,3.61524143954739e-11
earlier_diagnostic,STRESS,REARM_RIDGE,2015—2016,0.34653462000000007,0.15898864720318118,0.16293904659060637,0.17440395092089872,0.9342623589101358,-0.1391665613986051,488,0.4164823068537759,10,925.4760000000001,2686.500000000002,False,7.003109203651547e-11
earlier_diagnostic,STRESS,REARM_RIDGE,2017—2019,0.11145883928331467,0.03560266320151493,0.036966520638947106,0.06283512540184552,0.5883098092434358,-0.09194808617221249,731,0.12957553707440642,8,909.2628400000001,2553.600000000002,False,5.894662535865791e-11
earlier_diagnostic,STRESS,CLIMAX_ONLY,2015—2016,-0.09815990039999968,-0.04994517856643032,-0.047850261636320314,0.08170445455339115,-0.5856505853674325,-0.12024289556821416,488,0.042685207305420005,10,774.48008,2184.300000000029,False,4.226308192301076e-11
earlier_diagnostic,STRESS,CLIMAX_ONLY,2017—2019,-0.04908854576286356,-0.01652528261288383,-0.016511187172703206,0.017314730335476047,-0.9535919331572571,-0.04908854576286356,731,0.005462309600177185,2,140.5038,444.0000000000004,False,1.5916157281026244e-11
earlier_diagnostic,STRESS,OLD_PANIC_BLEND,2015—2016,0.16078623699999972,0.07673975204729166,0.07959704736867482,0.10616339859922323,0.7497597893334323,-0.11216937802319174,488,0.24481805136778467,22,963.5526000000001,2789.499999999988,False,4.229150363244116e-11
earlier_diagnostic,STRESS,OLD_PANIC_BLEND,2017—2019,0.04693574980765419,0.015300482745321567,0.015775260525238866,0.0343460058213527,0.4593040776645849,-0.0630729612919212,731,0.07615307035413099,10,481.32552000000004,1359.9000000000115,False,4.001776687800884e-11
earlier_diagnostic,STRESS,OLD_SESSION_VOLUME,2015—2016,0.08692967240000045,0.042203088521527266,0.048078776467339684,0.11588370499722164,0.41488815419296776,-0.14400386950336744,488,0.3640528013096107,27,1170.26552,3370.2000000000144,False,3.979039320256561e-11
earlier_diagnostic,STRESS,OLD_SESSION_VOLUME,2017—2019,0.01949901372478131,0.006413564416166808,0.008110651667904771,0.058559178334531,0.1385035087338667,-0.12564409156921988,731,0.24475616754777196,16,756.1886800000001,2183.1999999999953,False,4.0245140553452075e-11
earlier_diagnostic,STRESS,BUY_HOLD,2015—2016,-0.04582776640000093,-0.022994780115145576,0.03466338655752561,0.3386979906639935,0.1023430534369882,-0.45042134867956046,488,0.9830213111990871,1,79.95328,221.6000000000002,False,5.4569682106375694e-11
earlier_diagnostic,STRESS,BUY_HOLD,2017—2019,0.26893017818371473,0.08204022465692834,0.0934083316994869,0.1707164598406872,0.5471548073727376,-0.30008746414429505,731,0.9498275970063632,1,90.05824000000001,276.9999999999941,False,2.7284841053187847e-11
