date,factor_status,window_start,window_observations,high_age_trading_days,low_age_trading_days,aroon_up,aroon_down,raw_entry,raw_exit
2023-02-23,AROON_TIME_FACTORS_AVAILABLE,2023-01-12,26,18.0,25.0,28.0,0.0,0,False
2023-02-24,AROON_TIME_FACTORS_AVAILABLE,2023-01-13,26,19.0,5.0,24.0,80.0,0,True
2023-02-27,AROON_TIME_FACTORS_AVAILABLE,2023-01-16,26,20.0,6.0,20.0,76.0,0,True
2023-02-28,AROON_TIME_FACTORS_AVAILABLE,2023-01-17,26,21.0,0.0,16.0,100.0,0,True
2023-03-01,AROON_TIME_FACTORS_AVAILABLE,2023-01-18,26,22.0,1.0,12.0,96.0,0,True
2023-03-02,AROON_TIME_FACTORS_AVAILABLE,2023-01-19,26,23.0,2.0,8.0,92.0,0,True
2023-03-03,AROON_TIME_FACTORS_AVAILABLE,2023-01-20,26,24.0,3.0,4.0,88.0,0,True
2023-03-06,AROON_TIME_FACTORS_AVAILABLE,2023-01-30,26,25.0,4.0,0.0,84.0,0,True
2023-03-07,AROON_TIME_FACTORS_AVAILABLE,2023-01-31,26,25.0,5.0,0.0,80.0,0,True
2023-03-08,AROON_TIME_FACTORS_AVAILABLE,2023-02-01,26,24.0,0.0,4.0,100.0,0,True
2023-03-09,AROON_TIME_FACTORS_AVAILABLE,2023-02-02,26,25.0,0.0,0.0,100.0,0,True
2023-03-10,AROON_TIME_FACTORS_AVAILABLE,2023-02-03,26,16.0,0.0,36.0,100.0,0,True
2023-03-13,AROON_TIME_FACTORS_AVAILABLE,2023-02-06,26,17.0,1.0,32.0,96.0,0,True
2023-03-14,AROON_TIME_FACTORS_AVAILABLE,2023-02-07,26,18.0,0.0,28.0,100.0,0,True
2023-03-15,AROON_TIME_FACTORS_AVAILABLE,2023-02-08,26,19.0,1.0,24.0,96.0,0,True
2023-03-16,AROON_TIME_FACTORS_AVAILABLE,2023-02-09,26,20.0,0.0,20.0,100.0,0,True
2023-03-17,AROON_TIME_FACTORS_AVAILABLE,2023-02-10,26,21.0,1.0,16.0,96.0,0,True
2023-03-20,AROON_TIME_FACTORS_AVAILABLE,2023-02-13,26,22.0,0.0,12.0,100.0,0,True
2023-03-21,AROON_TIME_FACTORS_AVAILABLE,2023-02-14,26,23.0,1.0,8.0,96.0,0,True
2023-03-22,AROON_TIME_FACTORS_AVAILABLE,2023-02-15,26,24.0,2.0,4.0,92.0,0,True
2023-03-23,AROON_TIME_FACTORS_AVAILABLE,2023-02-16,26,25.0,3.0,0.0,88.0,0,True
2023-03-24,AROON_TIME_FACTORS_AVAILABLE,2023-02-17,26,23.0,4.0,8.0,84.0,0,True
2023-03-27,AROON_TIME_FACTORS_AVAILABLE,2023-02-20,26,24.0,5.0,4.0,80.0,0,True
2023-03-28,AROON_TIME_FACTORS_AVAILABLE,2023-02-21,26,25.0,6.0,0.0,76.0,0,True
2023-03-29,AROON_TIME_FACTORS_AVAILABLE,2023-02-22,26,18.0,7.0,28.0,72.0,0,True
2023-03-30,AROON_TIME_FACTORS_AVAILABLE,2023-02-23,26,19.0,8.0,24.0,68.0,0,True
2023-03-31,AROON_TIME_FACTORS_AVAILABLE,2023-02-24,26,20.0,9.0,20.0,64.0,0,True
2023-04-03,AROON_TIME_FACTORS_AVAILABLE,2023-02-27,26,21.0,10.0,16.0,60.0,0,True
2023-04-04,AROON_TIME_FACTORS_AVAILABLE,2023-02-28,26,22.0,11.0,12.0,56.0,0,True
2023-04-06,AROON_TIME_FACTORS_AVAILABLE,2023-03-01,26,23.0,12.0,8.0,52.0,0,True
2023-04-07,AROON_TIME_FACTORS_AVAILABLE,2023-03-02,26,24.0,13.0,4.0,48.0,0,True
2023-04-10,AROON_TIME_FACTORS_AVAILABLE,2023-03-03,26,25.0,14.0,0.0,44.0,0,True
2023-04-11,AROON_TIME_FACTORS_AVAILABLE,2023-03-06,26,1.0,15.0,96.0,40.0,0,False
2023-04-12,AROON_TIME_FACTORS_AVAILABLE,2023-03-07,26,2.0,16.0,92.0,36.0,0,False
2023-04-13,AROON_TIME_FACTORS_AVAILABLE,2023-03-08,26,3.0,17.0,88.0,32.0,0,False
2023-04-14,AROON_TIME_FACTORS_AVAILABLE,2023-03-09,26,4.0,18.0,84.0,28.0,1,False
2023-04-17,AROON_TIME_FACTORS_AVAILABLE,2023-03-10,26,0.0,19.0,100.0,24.0,1,False
2023-04-18,AROON_TIME_FACTORS_AVAILABLE,2023-03-13,26,0.0,20.0,100.0,20.0,1,False
2023-04-19,AROON_TIME_FACTORS_AVAILABLE,2023-03-14,26,1.0,21.0,96.0,16.0,1,False
2023-04-20,AROON_TIME_FACTORS_AVAILABLE,2023-03-15,26,2.0,22.0,92.0,12.0,1,False
2023-04-21,AROON_TIME_FACTORS_AVAILABLE,2023-03-16,26,3.0,23.0,88.0,8.0,1,False
2023-04-24,AROON_TIME_FACTORS_AVAILABLE,2023-03-17,26,4.0,24.0,84.0,4.0,1,False
2023-04-25,AROON_TIME_FACTORS_AVAILABLE,2023-03-20,26,5.0,0.0,80.0,100.0,0,True
2023-04-26,AROON_TIME_FACTORS_AVAILABLE,2023-03-21,26,6.0,1.0,76.0,96.0,0,True
2023-04-27,AROON_TIME_FACTORS_AVAILABLE,2023-03-22,26,7.0,2.0,72.0,92.0,0,True
2023-04-28,AROON_TIME_FACTORS_AVAILABLE,2023-03-23,26,8.0,3.0,68.0,88.0,0,True
2023-05-04,AROON_TIME_FACTORS_AVAILABLE,2023-03-24,26,9.0,4.0,64.0,84.0,0,True
2023-05-05,AROON_TIME_FACTORS_AVAILABLE,2023-03-27,26,10.0,5.0,60.0,80.0,0,True
2023-05-08,AROON_TIME_FACTORS_AVAILABLE,2023-03-28,26,11.0,6.0,56.0,76.0,0,True
2023-05-09,AROON_TIME_FACTORS_AVAILABLE,2023-03-29,26,12.0,7.0,52.0,72.0,0,True
2023-05-10,AROON_TIME_FACTORS_AVAILABLE,2023-03-30,26,13.0,8.0,48.0,68.0,0,True
2023-05-11,AROON_TIME_FACTORS_AVAILABLE,2023-03-31,26,14.0,9.0,44.0,64.0,0,True
2023-05-12,AROON_TIME_FACTORS_AVAILABLE,2023-04-03,26,15.0,10.0,40.0,60.0,0,True
2023-05-15,AROON_TIME_FACTORS_AVAILABLE,2023-04-04,26,16.0,0.0,36.0,100.0,0,True
2023-05-16,AROON_TIME_FACTORS_AVAILABLE,2023-04-06,26,17.0,1.0,32.0,96.0,0,True
2023-05-17,AROON_TIME_FACTORS_AVAILABLE,2023-04-07,26,18.0,2.0,28.0,92.0,0,True
2023-05-18,AROON_TIME_FACTORS_AVAILABLE,2023-04-10,26,19.0,3.0,24.0,88.0,0,True
2023-05-19,AROON_TIME_FACTORS_AVAILABLE,2023-04-11,26,20.0,0.0,20.0,100.0,0,True
2023-05-22,AROON_TIME_FACTORS_AVAILABLE,2023-04-12,26,21.0,1.0,16.0,96.0,0,True
2023-05-23,AROON_TIME_FACTORS_AVAILABLE,2023-04-13,26,22.0,0.0,12.0,100.0,0,True
2023-05-24,AROON_TIME_FACTORS_AVAILABLE,2023-04-14,26,23.0,0.0,8.0,100.0,0,True
2023-05-25,AROON_TIME_FACTORS_AVAILABLE,2023-04-17,26,24.0,0.0,4.0,100.0,0,True
2023-05-26,AROON_TIME_FACTORS_AVAILABLE,2023-04-18,26,25.0,1.0,0.0,96.0,0,True
2023-05-29,AROON_TIME_FACTORS_AVAILABLE,2023-04-19,26,25.0,2.0,0.0,92.0,0,True
2023-05-30,AROON_TIME_FACTORS_AVAILABLE,2023-04-20,26,25.0,0.0,0.0,100.0,0,True
2023-05-31,AROON_TIME_FACTORS_AVAILABLE,2023-04-21,26,25.0,0.0,0.0,100.0,0,True
2023-06-01,AROON_TIME_FACTORS_AVAILABLE,2023-04-24,26,17.0,1.0,32.0,96.0,0,True
2023-06-02,AROON_TIME_FACTORS_AVAILABLE,2023-04-25,26,18.0,2.0,28.0,92.0,0,True
2023-06-05,AROON_TIME_FACTORS_AVAILABLE,2023-04-26,26,19.0,3.0,24.0,88.0,0,True
2023-06-06,AROON_TIME_FACTORS_AVAILABLE,2023-04-27,26,20.0,4.0,20.0,84.0,0,True
2023-06-07,AROON_TIME_FACTORS_AVAILABLE,2023-04-28,26,21.0,0.0,16.0,100.0,0,True
2023-06-08,AROON_TIME_FACTORS_AVAILABLE,2023-05-04,26,22.0,0.0,12.0,100.0,0,True
2023-06-09,AROON_TIME_FACTORS_AVAILABLE,2023-05-05,26,23.0,1.0,8.0,96.0,0,True
2023-06-12,AROON_TIME_FACTORS_AVAILABLE,2023-05-08,26,24.0,2.0,4.0,92.0,0,True
2023-06-13,AROON_TIME_FACTORS_AVAILABLE,2023-05-09,26,25.0,3.0,0.0,88.0,0,True
2023-06-14,AROON_TIME_FACTORS_AVAILABLE,2023-05-10,26,25.0,4.0,0.0,84.0,0,True
2023-06-15,AROON_TIME_FACTORS_AVAILABLE,2023-05-11,26,25.0,5.0,0.0,80.0,0,True
2023-06-16,AROON_TIME_FACTORS_AVAILABLE,2023-05-12,26,23.0,6.0,8.0,76.0,0,True
2023-06-19,AROON_TIME_FACTORS_AVAILABLE,2023-05-15,26,24.0,7.0,4.0,72.0,0,True
2023-06-20,AROON_TIME_FACTORS_AVAILABLE,2023-05-16,26,25.0,8.0,0.0,68.0,0,True
2023-06-21,AROON_TIME_FACTORS_AVAILABLE,2023-05-17,26,3.0,9.0,88.0,64.0,0,False
2023-06-26,AROON_TIME_FACTORS_AVAILABLE,2023-05-18,26,4.0,10.0,84.0,60.0,0,False
2023-06-27,AROON_TIME_FACTORS_AVAILABLE,2023-05-19,26,5.0,11.0,80.0,56.0,0,False
2023-06-28,AROON_TIME_FACTORS_AVAILABLE,2023-05-22,26,6.0,12.0,76.0,52.0,0,False
2023-06-29,AROON_TIME_FACTORS_AVAILABLE,2023-05-23,26,7.0,13.0,72.0,48.0,0,False
2023-06-30,AROON_TIME_FACTORS_AVAILABLE,2023-05-24,26,8.0,14.0,68.0,44.0,0,False
2023-07-03,AROON_TIME_FACTORS_AVAILABLE,2023-05-25,26,9.0,15.0,64.0,40.0,0,False
2023-07-04,AROON_TIME_FACTORS_AVAILABLE,2023-05-26,26,10.0,16.0,60.0,36.0,0,False
2023-07-05,AROON_TIME_FACTORS_AVAILABLE,2023-05-29,26,11.0,17.0,56.0,32.0,0,False
2023-07-06,AROON_TIME_FACTORS_AVAILABLE,2023-05-30,26,12.0,18.0,52.0,28.0,0,False
2023-07-07,AROON_TIME_FACTORS_AVAILABLE,2023-05-31,26,13.0,19.0,48.0,24.0,0,False
2023-07-10,AROON_TIME_FACTORS_AVAILABLE,2023-06-01,26,14.0,20.0,44.0,20.0,0,False
2023-07-11,AROON_TIME_FACTORS_AVAILABLE,2023-06-02,26,15.0,21.0,40.0,16.0,0,False
2023-07-12,AROON_TIME_FACTORS_AVAILABLE,2023-06-05,26,16.0,22.0,36.0,12.0,0,False
2023-07-13,AROON_TIME_FACTORS_AVAILABLE,2023-06-06,26,17.0,23.0,32.0,8.0,0,False
2023-07-14,AROON_TIME_FACTORS_AVAILABLE,2023-06-07,26,18.0,24.0,28.0,4.0,0,False
2023-07-17,AROON_TIME_FACTORS_AVAILABLE,2023-06-08,26,19.0,25.0,24.0,0.0,0,False
2023-07-18,AROON_TIME_FACTORS_AVAILABLE,2023-06-09,26,20.0,25.0,20.0,0.0,0,False
2023-07-19,AROON_TIME_FACTORS_AVAILABLE,2023-06-12,26,21.0,25.0,16.0,0.0,0,False
2023-07-20,AROON_TIME_FACTORS_AVAILABLE,2023-06-13,26,22.0,18.0,12.0,28.0,0,True
2023-07-21,AROON_TIME_FACTORS_AVAILABLE,2023-06-14,26,23.0,19.0,8.0,24.0,0,True
2023-07-24,AROON_TIME_FACTORS_AVAILABLE,2023-06-15,26,24.0,20.0,4.0,20.0,0,True
2023-07-25,AROON_TIME_FACTORS_AVAILABLE,2023-06-16,26,25.0,21.0,0.0,16.0,0,True
2023-07-26,AROON_TIME_FACTORS_AVAILABLE,2023-06-19,26,1.0,22.0,96.0,12.0,1,False
2023-07-27,AROON_TIME_FACTORS_AVAILABLE,2023-06-20,26,0.0,23.0,100.0,8.0,1,False
2023-07-28,AROON_TIME_FACTORS_AVAILABLE,2023-06-21,26,0.0,24.0,100.0,4.0,1,False
2023-07-31,AROON_TIME_FACTORS_AVAILABLE,2023-06-26,26,0.0,25.0,100.0,0.0,1,False
2023-08-01,AROON_TIME_FACTORS_AVAILABLE,2023-06-27,26,1.0,25.0,96.0,0.0,1,False
2023-08-02,AROON_TIME_FACTORS_AVAILABLE,2023-06-28,26,2.0,25.0,92.0,0.0,1,False
2023-08-03,AROON_TIME_FACTORS_AVAILABLE,2023-06-29,26,3.0,25.0,88.0,0.0,1,False
2023-08-04,AROON_TIME_FACTORS_AVAILABLE,2023-06-30,26,4.0,25.0,84.0,0.0,1,False
2023-08-07,AROON_TIME_FACTORS_AVAILABLE,2023-07-03,26,5.0,21.0,80.0,16.0,1,False
2023-08-08,AROON_TIME_FACTORS_AVAILABLE,2023-07-04,26,6.0,22.0,76.0,12.0,1,False
2023-08-09,AROON_TIME_FACTORS_AVAILABLE,2023-07-05,26,7.0,23.0,72.0,8.0,1,False
2023-08-10,AROON_TIME_FACTORS_AVAILABLE,2023-07-06,26,8.0,24.0,68.0,4.0,0,False
2023-08-11,AROON_TIME_FACTORS_AVAILABLE,2023-07-07,26,9.0,25.0,64.0,0.0,0,False
2023-08-14,AROON_TIME_FACTORS_AVAILABLE,2023-07-10,26,10.0,15.0,60.0,40.0,0,False
2023-08-15,AROON_TIME_FACTORS_AVAILABLE,2023-07-11,26,11.0,16.0,56.0,36.0,0,False
2023-08-16,AROON_TIME_FACTORS_AVAILABLE,2023-07-12,26,12.0,17.0,52.0,32.0,0,False
2023-08-17,AROON_TIME_FACTORS_AVAILABLE,2023-07-13,26,13.0,0.0,48.0,100.0,0,True
2023-08-18,AROON_TIME_FACTORS_AVAILABLE,2023-07-14,26,14.0,0.0,44.0,100.0,0,True
2023-08-21,AROON_TIME_FACTORS_AVAILABLE,2023-07-17,26,15.0,0.0,40.0,100.0,0,True
2023-08-22,AROON_TIME_FACTORS_AVAILABLE,2023-07-18,26,16.0,0.0,36.0,100.0,0,True
2023-08-23,AROON_TIME_FACTORS_AVAILABLE,2023-07-19,26,17.0,0.0,32.0,100.0,0,True
2023-08-24,AROON_TIME_FACTORS_AVAILABLE,2023-07-20,26,18.0,1.0,28.0,96.0,0,True
2023-08-25,AROON_TIME_FACTORS_AVAILABLE,2023-07-21,26,19.0,2.0,24.0,92.0,0,True
2023-08-28,AROON_TIME_FACTORS_AVAILABLE,2023-07-24,26,20.0,3.0,20.0,88.0,0,True
2023-08-29,AROON_TIME_FACTORS_AVAILABLE,2023-07-25,26,21.0,4.0,16.0,84.0,0,True
2023-08-30,AROON_TIME_FACTORS_AVAILABLE,2023-07-26,26,22.0,5.0,12.0,80.0,0,True
2023-08-31,AROON_TIME_FACTORS_AVAILABLE,2023-07-27,26,23.0,6.0,8.0,76.0,0,True
2023-09-01,AROON_TIME_FACTORS_AVAILABLE,2023-07-28,26,24.0,7.0,4.0,72.0,0,True
2023-09-04,AROON_TIME_FACTORS_AVAILABLE,2023-07-31,26,25.0,8.0,0.0,68.0,0,True
2023-09-05,AROON_TIME_FACTORS_AVAILABLE,2023-08-01,26,22.0,9.0,12.0,64.0,0,True
2023-09-06,AROON_TIME_FACTORS_AVAILABLE,2023-08-02,26,23.0,10.0,8.0,60.0,0,True
2023-09-07,AROON_TIME_FACTORS_AVAILABLE,2023-08-03,26,24.0,11.0,4.0,56.0,0,True
2023-09-08,AROON_TIME_FACTORS_AVAILABLE,2023-08-04,26,25.0,12.0,0.0,52.0,0,True
2023-09-11,AROON_TIME_FACTORS_AVAILABLE,2023-08-07,26,25.0,13.0,0.0,48.0,0,True
2023-09-12,AROON_TIME_FACTORS_AVAILABLE,2023-08-08,26,25.0,14.0,0.0,44.0,0,True
2023-09-13,AROON_TIME_FACTORS_AVAILABLE,2023-08-09,26,25.0,15.0,0.0,40.0,0,True
2023-09-14,AROON_TIME_FACTORS_AVAILABLE,2023-08-10,26,25.0,16.0,0.0,36.0,0,True
2023-09-15,AROON_TIME_FACTORS_AVAILABLE,2023-08-11,26,25.0,17.0,0.0,32.0,0,True
2023-09-18,AROON_TIME_FACTORS_AVAILABLE,2023-08-14,26,15.0,18.0,40.0,28.0,0,False
2023-09-19,AROON_TIME_FACTORS_AVAILABLE,2023-08-15,26,16.0,19.0,36.0,24.0,0,False
2023-09-20,AROON_TIME_FACTORS_AVAILABLE,2023-08-16,26,17.0,20.0,32.0,20.0,0,False
2023-09-21,AROON_TIME_FACTORS_AVAILABLE,2023-08-17,26,18.0,0.0,28.0,100.0,0,True
2023-09-22,AROON_TIME_FACTORS_AVAILABLE,2023-08-18,26,19.0,0.0,24.0,100.0,0,True
2023-09-25,AROON_TIME_FACTORS_AVAILABLE,2023-08-21,26,20.0,1.0,20.0,96.0,0,True
2023-09-26,AROON_TIME_FACTORS_AVAILABLE,2023-08-22,26,21.0,2.0,16.0,92.0,0,True
2023-09-27,AROON_TIME_FACTORS_AVAILABLE,2023-08-23,26,22.0,3.0,12.0,88.0,0,True
2023-09-28,AROON_TIME_FACTORS_AVAILABLE,2023-08-24,26,23.0,4.0,8.0,84.0,0,True
2023-10-09,AROON_TIME_FACTORS_AVAILABLE,2023-08-25,26,24.0,0.0,4.0,100.0,0,True
2023-10-10,AROON_TIME_FACTORS_AVAILABLE,2023-08-28,26,25.0,1.0,0.0,96.0,0,True
2023-10-11,AROON_TIME_FACTORS_AVAILABLE,2023-08-29,26,21.0,2.0,16.0,92.0,0,True
2023-10-12,AROON_TIME_FACTORS_AVAILABLE,2023-08-30,26,22.0,3.0,12.0,88.0,0,True
2023-10-13,AROON_TIME_FACTORS_AVAILABLE,2023-08-31,26,23.0,4.0,8.0,84.0,0,True
2023-10-16,AROON_TIME_FACTORS_AVAILABLE,2023-09-01,26,24.0,0.0,4.0,100.0,0,True
2023-10-17,AROON_TIME_FACTORS_AVAILABLE,2023-09-04,26,25.0,1.0,0.0,96.0,0,True
2023-10-18,AROON_TIME_FACTORS_AVAILABLE,2023-09-05,26,25.0,0.0,0.0,100.0,0,True
2023-10-19,AROON_TIME_FACTORS_AVAILABLE,2023-09-06,26,25.0,0.0,0.0,100.0,0,True
2023-10-20,AROON_TIME_FACTORS_AVAILABLE,2023-09-07,26,25.0,0.0,0.0,100.0,0,True
2023-10-23,AROON_TIME_FACTORS_AVAILABLE,2023-09-08,26,24.0,0.0,4.0,100.0,0,True
2023-10-24,AROON_TIME_FACTORS_AVAILABLE,2023-09-11,26,25.0,1.0,0.0,96.0,0,True
2023-10-25,AROON_TIME_FACTORS_AVAILABLE,2023-09-12,26,25.0,2.0,0.0,92.0,0,True
2023-10-26,AROON_TIME_FACTORS_AVAILABLE,2023-09-13,26,25.0,3.0,0.0,88.0,0,True
2023-10-27,AROON_TIME_FACTORS_AVAILABLE,2023-09-14,26,19.0,4.0,24.0,84.0,0,True
2023-10-30,AROON_TIME_FACTORS_AVAILABLE,2023-09-15,26,20.0,5.0,20.0,80.0,0,True
2023-10-31,AROON_TIME_FACTORS_AVAILABLE,2023-09-18,26,21.0,6.0,16.0,76.0,0,True
2023-11-01,AROON_TIME_FACTORS_AVAILABLE,2023-09-19,26,22.0,7.0,12.0,72.0,0,True
2023-11-02,AROON_TIME_FACTORS_AVAILABLE,2023-09-20,26,23.0,8.0,8.0,68.0,0,True
2023-11-03,AROON_TIME_FACTORS_AVAILABLE,2023-09-21,26,24.0,9.0,4.0,64.0,0,True
2023-11-06,AROON_TIME_FACTORS_AVAILABLE,2023-09-22,26,25.0,10.0,0.0,60.0,0,True
2023-11-07,AROON_TIME_FACTORS_AVAILABLE,2023-09-25,26,25.0,11.0,0.0,56.0,0,True
2023-11-08,AROON_TIME_FACTORS_AVAILABLE,2023-09-26,26,24.0,12.0,4.0,52.0,0,True
2023-11-09,AROON_TIME_FACTORS_AVAILABLE,2023-09-27,26,25.0,13.0,0.0,48.0,0,True
2023-11-10,AROON_TIME_FACTORS_AVAILABLE,2023-09-28,26,25.0,14.0,0.0,44.0,0,True
2023-11-13,AROON_TIME_FACTORS_AVAILABLE,2023-10-09,26,22.0,15.0,12.0,40.0,0,True
2023-11-14,AROON_TIME_FACTORS_AVAILABLE,2023-10-10,26,23.0,16.0,8.0,36.0,0,True
2023-11-15,AROON_TIME_FACTORS_AVAILABLE,2023-10-11,26,24.0,17.0,4.0,32.0,0,True
2023-11-16,AROON_TIME_FACTORS_AVAILABLE,2023-10-12,26,25.0,18.0,0.0,28.0,0,True
2023-11-17,AROON_TIME_FACTORS_AVAILABLE,2023-10-13,26,25.0,19.0,0.0,24.0,0,True
2023-11-20,AROON_TIME_FACTORS_AVAILABLE,2023-10-16,26,25.0,20.0,0.0,20.0,0,True
2023-11-21,AROON_TIME_FACTORS_AVAILABLE,2023-10-17,26,25.0,21.0,0.0,16.0,0,True
2023-11-22,AROON_TIME_FACTORS_AVAILABLE,2023-10-18,26,12.0,22.0,52.0,12.0,0,False
2023-11-23,AROON_TIME_FACTORS_AVAILABLE,2023-10-19,26,13.0,23.0,48.0,8.0,0,False
2023-11-24,AROON_TIME_FACTORS_AVAILABLE,2023-10-20,26,14.0,24.0,44.0,4.0,0,False
2023-11-27,AROON_TIME_FACTORS_AVAILABLE,2023-10-23,26,15.0,25.0,40.0,0.0,0,False
2023-11-28,AROON_TIME_FACTORS_AVAILABLE,2023-10-24,26,16.0,25.0,36.0,0.0,0,False
2023-11-29,AROON_TIME_FACTORS_AVAILABLE,2023-10-25,26,17.0,0.0,32.0,100.0,0,True
2023-11-30,AROON_TIME_FACTORS_AVAILABLE,2023-10-26,26,18.0,1.0,28.0,96.0,0,True
2023-12-01,AROON_TIME_FACTORS_AVAILABLE,2023-10-27,26,19.0,0.0,24.0,100.0,0,True
2023-12-04,AROON_TIME_FACTORS_AVAILABLE,2023-10-30,26,20.0,1.0,20.0,96.0,0,True
2023-12-05,AROON_TIME_FACTORS_AVAILABLE,2023-10-31,26,21.0,0.0,16.0,100.0,0,True
2023-12-06,AROON_TIME_FACTORS_AVAILABLE,2023-11-01,26,22.0,0.0,12.0,100.0,0,True
2023-12-07,AROON_TIME_FACTORS_AVAILABLE,2023-11-02,26,23.0,0.0,8.0,100.0,0,True
2023-12-08,AROON_TIME_FACTORS_AVAILABLE,2023-11-03,26,24.0,1.0,4.0,96.0,0,True
2023-12-11,AROON_TIME_FACTORS_AVAILABLE,2023-11-06,26,25.0,0.0,0.0,100.0,0,True
2023-12-12,AROON_TIME_FACTORS_AVAILABLE,2023-11-07,26,25.0,1.0,0.0,96.0,0,True
2023-12-13,AROON_TIME_FACTORS_AVAILABLE,2023-11-08,26,25.0,2.0,0.0,92.0,0,True
2023-12-14,AROON_TIME_FACTORS_AVAILABLE,2023-11-09,26,25.0,0.0,0.0,100.0,0,True
2023-12-15,AROON_TIME_FACTORS_AVAILABLE,2023-11-10,26,22.0,0.0,12.0,100.0,0,True
2023-12-18,AROON_TIME_FACTORS_AVAILABLE,2023-11-13,26,23.0,0.0,8.0,100.0,0,True
2023-12-19,AROON_TIME_FACTORS_AVAILABLE,2023-11-14,26,24.0,0.0,4.0,100.0,0,True
2023-12-20,AROON_TIME_FACTORS_AVAILABLE,2023-11-15,26,25.0,0.0,0.0,100.0,0,True
2023-12-21,AROON_TIME_FACTORS_AVAILABLE,2023-11-16,26,22.0,0.0,12.0,100.0,0,True
2023-12-22,AROON_TIME_FACTORS_AVAILABLE,2023-11-17,26,23.0,1.0,8.0,96.0,0,True
2023-12-25,AROON_TIME_FACTORS_AVAILABLE,2023-11-20,26,24.0,2.0,4.0,92.0,0,True
2023-12-26,AROON_TIME_FACTORS_AVAILABLE,2023-11-21,26,25.0,3.0,0.0,88.0,0,True
2023-12-27,AROON_TIME_FACTORS_AVAILABLE,2023-11-22,26,25.0,4.0,0.0,84.0,0,True
2023-12-28,AROON_TIME_FACTORS_AVAILABLE,2023-11-23,26,25.0,5.0,0.0,80.0,0,True
2023-12-29,AROON_TIME_FACTORS_AVAILABLE,2023-11-24,26,25.0,6.0,0.0,76.0,0,True
2024-01-02,AROON_TIME_FACTORS_AVAILABLE,2023-11-27,26,25.0,7.0,0.0,72.0,0,True
2024-01-03,AROON_TIME_FACTORS_AVAILABLE,2023-11-28,26,25.0,8.0,0.0,68.0,0,True
2024-01-04,AROON_TIME_FACTORS_AVAILABLE,2023-11-29,26,25.0,9.0,0.0,64.0,0,True
2024-01-05,AROON_TIME_FACTORS_AVAILABLE,2023-11-30,26,25.0,10.0,0.0,60.0,0,True
2024-01-08,AROON_TIME_FACTORS_AVAILABLE,2023-12-01,26,25.0,0.0,0.0,100.0,0,True
2024-01-09,AROON_TIME_FACTORS_AVAILABLE,2023-12-04,26,25.0,0.0,0.0,100.0,0,True
2024-01-10,AROON_TIME_FACTORS_AVAILABLE,2023-12-05,26,25.0,0.0,0.0,100.0,0,True
2024-01-11,AROON_TIME_FACTORS_AVAILABLE,2023-12-06,26,8.0,1.0,68.0,96.0,0,True
2024-01-12,AROON_TIME_FACTORS_AVAILABLE,2023-12-07,26,9.0,2.0,64.0,92.0,0,True
2024-01-15,AROON_TIME_FACTORS_AVAILABLE,2023-12-08,26,10.0,0.0,60.0,100.0,0,True
2024-01-16,AROON_TIME_FACTORS_AVAILABLE,2023-12-11,26,11.0,1.0,56.0,96.0,0,True
2024-01-17,AROON_TIME_FACTORS_AVAILABLE,2023-12-12,26,12.0,0.0,52.0,100.0,0,True
2024-01-18,AROON_TIME_FACTORS_AVAILABLE,2023-12-13,26,13.0,0.0,48.0,100.0,0,True
2024-01-19,AROON_TIME_FACTORS_AVAILABLE,2023-12-14,26,14.0,1.0,44.0,96.0,0,True
2024-01-22,AROON_TIME_FACTORS_AVAILABLE,2023-12-15,26,15.0,2.0,40.0,92.0,0,True
2024-01-23,AROON_TIME_FACTORS_AVAILABLE,2023-12-18,26,16.0,3.0,36.0,88.0,0,True
2024-01-24,AROON_TIME_FACTORS_AVAILABLE,2023-12-19,26,17.0,4.0,32.0,84.0,0,True
2024-01-25,AROON_TIME_FACTORS_AVAILABLE,2023-12-20,26,18.0,5.0,28.0,80.0,0,True
2024-01-26,AROON_TIME_FACTORS_AVAILABLE,2023-12-21,26,19.0,6.0,24.0,76.0,0,True
2024-01-29,AROON_TIME_FACTORS_AVAILABLE,2023-12-22,26,20.0,7.0,20.0,72.0,0,True
2024-01-30,AROON_TIME_FACTORS_AVAILABLE,2023-12-25,26,21.0,8.0,16.0,68.0,0,True
2024-01-31,AROON_TIME_FACTORS_AVAILABLE,2023-12-26,26,22.0,9.0,12.0,64.0,0,True
2024-02-01,AROON_TIME_FACTORS_AVAILABLE,2023-12-27,26,23.0,10.0,8.0,60.0,0,True
2024-02-02,AROON_TIME_FACTORS_AVAILABLE,2023-12-28,26,24.0,0.0,4.0,100.0,0,True
2024-02-05,AROON_TIME_FACTORS_AVAILABLE,2023-12-29,26,25.0,1.0,0.0,96.0,0,True
2024-02-06,AROON_TIME_FACTORS_AVAILABLE,2024-01-02,26,25.0,2.0,0.0,92.0,0,True
2024-02-07,AROON_TIME_FACTORS_AVAILABLE,2024-01-03,26,25.0,3.0,0.0,88.0,0,True
2024-02-08,AROON_TIME_FACTORS_AVAILABLE,2024-01-04,26,25.0,4.0,0.0,84.0,0,True
2024-02-19,AROON_TIME_FACTORS_AVAILABLE,2024-01-05,26,0.0,5.0,100.0,80.0,0,False
2024-02-20,AROON_TIME_FACTORS_AVAILABLE,2024-01-08,26,0.0,6.0,100.0,76.0,0,False
