date,independent_high_age,independent_low_age,independent_up,independent_down
2021-07-23,19,10,24.0,60.0
2021-07-26,20,0,20.0,100.0
2021-07-27,21,0,16.0,100.0
2021-07-28,22,0,12.0,100.0
2021-07-29,23,1,8.0,96.0
2021-07-30,24,2,4.0,92.0
2021-08-02,25,3,0.0,88.0
2021-08-03,23,4,8.0,84.0
2021-08-04,24,5,4.0,80.0
2021-08-05,25,6,0.0,76.0
2021-08-06,11,7,56.0,72.0
2021-08-09,12,8,52.0,68.0
2021-08-10,13,9,48.0,64.0
2021-08-11,14,10,44.0,60.0
2021-08-12,15,11,40.0,56.0
2021-08-13,16,12,36.0,52.0
2021-08-16,17,13,32.0,48.0
2021-08-17,18,14,28.0,44.0
2021-08-18,19,15,24.0,40.0
2021-08-19,20,16,20.0,36.0
2021-08-20,21,17,16.0,32.0
2021-08-23,22,18,12.0,28.0
2021-08-24,23,19,8.0,24.0
2021-08-25,24,20,4.0,20.0
2021-08-26,25,21,0.0,16.0
2021-08-27,25,22,0.0,12.0
2021-08-30,25,23,0.0,8.0
2021-08-31,14,24,44.0,4.0
2021-09-01,15,25,40.0,0.0
2021-09-02,16,9,36.0,64.0
2021-09-03,17,10,32.0,60.0
2021-09-06,18,11,28.0,56.0
2021-09-07,19,12,24.0,52.0
2021-09-08,20,13,20.0,48.0
2021-09-09,21,14,16.0,44.0
2021-09-10,0,15,100.0,40.0
2021-09-13,1,16,96.0,36.0
2021-09-14,2,17,92.0,32.0
2021-09-15,3,18,88.0,28.0
2021-09-16,4,19,84.0,24.0
2021-09-17,5,20,80.0,20.0
2021-09-22,6,21,76.0,16.0
2021-09-23,7,22,72.0,12.0
2021-09-24,8,23,68.0,8.0
2021-09-27,9,24,64.0,4.0
2021-09-28,10,25,60.0,0.0
2021-09-29,11,19,56.0,24.0
2021-09-30,12,20,52.0,20.0
2021-10-08,13,21,48.0,16.0
2021-10-11,14,22,44.0,12.0
2021-10-12,15,23,40.0,8.0
2021-10-13,16,24,36.0,4.0
2021-10-14,17,25,32.0,0.0
2021-10-15,18,25,28.0,0.0
2021-10-18,19,13,24.0,48.0
2021-10-19,20,14,20.0,44.0
2021-10-20,21,15,16.0,40.0
2021-10-21,22,16,12.0,36.0
2021-10-22,23,17,8.0,32.0
2021-10-25,24,18,4.0,28.0
2021-10-26,25,19,0.0,24.0
2021-10-27,25,20,0.0,20.0
2021-10-28,2,21,92.0,16.0
2021-10-29,3,22,88.0,12.0
2021-11-01,4,23,84.0,8.0
2021-11-02,5,24,80.0,4.0
2021-11-03,6,25,76.0,0.0
2021-11-04,7,2,72.0,92.0
2021-11-05,8,3,68.0,88.0
2021-11-08,9,4,64.0,84.0
2021-11-09,10,5,60.0,80.0
2021-11-10,11,0,56.0,100.0
2021-11-11,12,1,52.0,96.0
2021-11-12,13,2,48.0,92.0
2021-11-15,14,3,44.0,88.0
2021-11-16,15,4,40.0,84.0
2021-11-17,16,5,36.0,80.0
2021-11-18,17,6,32.0,76.0
2021-11-19,18,7,28.0,72.0
2021-11-22,19,8,24.0,68.0
2021-11-23,20,9,20.0,64.0
2021-11-24,21,10,16.0,60.0
2021-11-25,22,11,12.0,56.0
2021-11-26,23,12,8.0,52.0
2021-11-29,24,13,4.0,48.0
2021-11-30,25,14,0.0,44.0
2021-12-01,25,15,0.0,40.0
2021-12-02,6,16,76.0,36.0
2021-12-03,7,17,72.0,32.0
2021-12-06,0,18,100.0,28.0
2021-12-07,1,19,96.0,24.0
2021-12-08,0,20,100.0,20.0
2021-12-09,0,21,100.0,16.0
2021-12-10,1,22,96.0,12.0
2021-12-13,0,23,100.0,8.0
2021-12-14,1,24,96.0,4.0
2021-12-15,2,25,92.0,0.0
2021-12-16,3,25,88.0,0.0
2021-12-17,4,13,84.0,48.0
2021-12-20,5,14,80.0,44.0
2021-12-21,6,15,76.0,40.0
2021-12-22,7,16,72.0,36.0
2021-12-23,8,17,68.0,32.0
2021-12-24,9,18,64.0,28.0
2021-12-27,10,19,60.0,24.0
2021-12-28,11,20,56.0,20.0
2021-12-29,12,21,52.0,16.0
2021-12-30,13,22,48.0,12.0
2021-12-31,14,23,44.0,8.0
2022-01-04,15,24,40.0,4.0
2022-01-05,16,25,36.0,0.0
2022-01-06,17,0,32.0,100.0
2022-01-07,18,1,28.0,96.0
2022-01-10,19,2,24.0,92.0
2022-01-11,20,3,20.0,88.0
2022-01-12,21,4,16.0,84.0
2022-01-13,22,0,12.0,100.0
2022-01-14,23,0,8.0,100.0
2022-01-17,24,1,4.0,96.0
2022-01-18,25,2,0.0,92.0
2022-01-19,25,3,0.0,88.0
2022-01-20,25,4,0.0,84.0
2022-01-21,25,5,0.0,80.0
2022-01-24,25,6,0.0,76.0
2022-01-25,25,0,0.0,100.0
2022-01-26,20,0,20.0,100.0
2022-01-27,21,0,16.0,100.0
2022-01-28,22,0,12.0,100.0
2022-02-07,23,1,8.0,96.0
2022-02-08,24,0,4.0,100.0
2022-02-09,25,1,0.0,96.0
2022-02-10,25,2,0.0,92.0
2022-02-11,24,3,4.0,88.0
2022-02-14,25,4,0.0,84.0
2022-02-15,25,5,0.0,80.0
2022-02-16,25,6,0.0,76.0
2022-02-17,21,7,16.0,72.0
2022-02-18,22,8,12.0,68.0
2022-02-21,23,9,8.0,64.0
2022-02-22,24,10,4.0,60.0
2022-02-23,25,11,0.0,56.0
2022-02-24,25,0,0.0,100.0
2022-02-25,21,1,16.0,96.0
2022-02-28,22,2,12.0,92.0
2022-03-01,23,3,8.0,88.0
2022-03-02,24,4,4.0,84.0
2022-03-03,25,5,0.0,80.0
2022-03-04,25,0,0.0,100.0
2022-03-07,25,0,0.0,100.0
2022-03-08,25,0,0.0,100.0
2022-03-09,25,0,0.0,100.0
2022-03-10,25,1,0.0,96.0
2022-03-11,24,2,4.0,92.0
2022-03-14,25,3,0.0,88.0
2022-03-15,22,0,12.0,100.0
2022-03-16,23,0,8.0,100.0
2022-03-17,24,1,4.0,96.0
2022-03-18,25,2,0.0,92.0
2022-03-21,21,3,16.0,88.0
2022-03-22,22,4,12.0,84.0
2022-03-23,23,5,8.0,80.0
2022-03-24,24,6,4.0,76.0
2022-03-25,25,7,0.0,72.0
2022-03-28,25,8,0.0,68.0
2022-03-29,24,9,4.0,64.0
2022-03-30,25,10,0.0,60.0
2022-03-31,22,11,12.0,56.0
2022-04-01,23,12,8.0,52.0
2022-04-06,24,13,4.0,48.0
2022-04-07,25,14,0.0,44.0
2022-04-08,24,15,4.0,40.0
2022-04-11,25,16,0.0,36.0
2022-04-12,25,17,0.0,32.0
2022-04-13,25,18,0.0,28.0
2022-04-14,25,19,0.0,24.0
2022-04-15,24,20,4.0,20.0
2022-04-18,25,21,0.0,16.0
2022-04-19,25,22,0.0,12.0
2022-04-20,22,23,12.0,8.0
2022-04-21,23,24,8.0,4.0
2022-04-22,24,25,4.0,0.0
2022-04-25,25,0,0.0,100.0
2022-04-26,15,0,40.0,100.0
2022-04-27,16,0,36.0,100.0
2022-04-28,17,1,32.0,96.0
2022-04-29,18,2,28.0,92.0
2022-05-05,19,3,24.0,88.0
2022-05-06,20,4,20.0,84.0
2022-05-09,21,5,16.0,80.0
2022-05-10,22,6,12.0,76.0
2022-05-11,23,7,8.0,72.0
2022-05-12,24,8,4.0,68.0
2022-05-13,25,9,0.0,64.0
2022-05-16,25,10,0.0,60.0
2022-05-17,25,11,0.0,56.0
2022-05-18,25,12,0.0,52.0
2022-05-19,22,13,12.0,48.0
2022-05-20,23,14,8.0,44.0
2022-05-23,24,15,4.0,40.0
2022-05-24,25,16,0.0,36.0
2022-05-25,25,17,0.0,32.0
2022-05-26,24,18,4.0,28.0
2022-05-27,25,19,0.0,24.0
2022-05-30,25,20,0.0,20.0
2022-05-31,0,21,100.0,16.0
2022-06-01,1,22,96.0,12.0
2022-06-02,2,23,92.0,8.0
2022-06-06,0,24,100.0,4.0
2022-06-07,0,25,100.0,0.0
2022-06-08,0,20,100.0,20.0
2022-06-09,0,21,100.0,16.0
2022-06-10,0,22,100.0,12.0
2022-06-13,1,23,96.0,8.0
2022-06-14,2,24,92.0,4.0
2022-06-15,0,25,100.0,0.0
2022-06-16,1,25,96.0,0.0
2022-06-17,2,15,92.0,40.0
2022-06-20,0,16,100.0,36.0
2022-06-21,1,17,96.0,32.0
2022-06-22,2,18,92.0,28.0
2022-06-23,3,19,88.0,24.0
2022-06-24,0,20,100.0,20.0
2022-06-27,0,21,100.0,16.0
2022-06-28,0,22,100.0,12.0
2022-06-29,0,23,100.0,8.0
2022-06-30,0,24,100.0,4.0
2022-07-01,1,25,96.0,0.0
2022-07-04,2,25,92.0,0.0
2022-07-05,0,25,100.0,0.0
2022-07-06,1,25,96.0,0.0
2022-07-07,2,24,92.0,4.0
2022-07-08,3,25,88.0,0.0
2022-07-11,4,25,84.0,0.0
2022-07-12,5,20,80.0,20.0
2022-07-13,6,21,76.0,16.0
2022-07-14,7,22,72.0,12.0
2022-07-15,8,23,68.0,8.0
2022-07-18,9,24,64.0,4.0
2022-07-19,10,25,60.0,0.0
2022-07-20,11,25,56.0,0.0
2022-07-21,12,24,52.0,4.0
2022-07-22,13,25,48.0,0.0
2022-07-25,14,0,44.0,100.0
2022-07-26,15,1,40.0,96.0
2022-07-27,16,2,36.0,92.0
2022-07-28,17,3,32.0,88.0
2022-07-29,18,0,28.0,100.0
2022-08-01,19,0,24.0,100.0
2022-08-02,20,0,20.0,100.0
2022-08-03,21,0,16.0,100.0
2022-08-04,22,1,12.0,96.0
2022-08-05,23,2,8.0,92.0
2022-08-08,24,3,4.0,88.0
2022-08-09,25,4,0.0,84.0
2022-08-10,23,5,8.0,80.0
2022-08-11,24,6,4.0,76.0
2022-08-12,25,7,0.0,72.0
2022-08-15,25,8,0.0,68.0
2022-08-16,25,9,0.0,64.0
2022-08-17,23,10,8.0,60.0
2022-08-18,24,11,4.0,56.0
2022-08-19,25,12,0.0,52.0
2022-08-22,23,13,8.0,48.0
2022-08-23,24,14,4.0,44.0
2022-08-24,25,15,0.0,40.0
2022-08-25,25,16,0.0,36.0
2022-08-26,25,17,0.0,32.0
2022-08-29,22,18,12.0,28.0
2022-08-30,23,0,8.0,100.0
2022-08-31,24,1,4.0,96.0
2022-09-01,25,0,0.0,100.0
2022-09-02,25,0,0.0,100.0
2022-09-05,13,0,48.0,100.0
2022-09-06,14,1,44.0,96.0
2022-09-07,15,2,40.0,92.0
2022-09-08,16,3,36.0,88.0
2022-09-09,17,4,32.0,84.0
2022-09-13,18,5,28.0,80.0
2022-09-14,19,6,24.0,76.0
2022-09-15,20,7,20.0,72.0
2022-09-16,21,0,16.0,100.0
2022-09-19,22,0,12.0,100.0
2022-09-20,23,1,8.0,96.0
2022-09-21,24,0,4.0,100.0
2022-09-22,25,0,0.0,100.0
2022-09-23,25,0,0.0,100.0
2022-09-26,25,1,0.0,96.0
2022-09-27,24,0,4.0,100.0
2022-09-28,25,0,0.0,100.0
2022-09-29,25,0,0.0,100.0
2022-09-30,24,0,4.0,100.0
2022-10-10,25,0,0.0,100.0
2022-10-11,15,0,40.0,100.0
2022-10-12,16,0,36.0,100.0
2022-10-13,17,1,32.0,96.0
2022-10-14,18,2,28.0,92.0
2022-10-17,19,3,24.0,88.0
2022-10-18,20,4,20.0,84.0
2022-10-19,21,5,16.0,80.0
2022-10-20,22,6,12.0,76.0
2022-10-21,23,7,8.0,72.0
2022-10-24,24,0,4.0,100.0
2022-10-25,25,0,0.0,100.0
2022-10-26,25,1,0.0,96.0
2022-10-27,25,2,0.0,92.0
2022-10-28,25,0,0.0,100.0
2022-10-31,24,0,4.0,100.0
2022-11-01,25,1,0.0,96.0
2022-11-02,25,2,0.0,92.0
2022-11-03,25,3,0.0,88.0
2022-11-04,24,4,4.0,84.0
2022-11-07,25,5,0.0,80.0
2022-11-08,25,6,0.0,76.0
2022-11-09,25,7,0.0,72.0
2022-11-10,25,8,0.0,68.0
2022-11-11,18,9,28.0,64.0
2022-11-14,19,10,24.0,60.0
2022-11-15,0,11,100.0,56.0
2022-11-16,0,12,100.0,52.0
2022-11-17,1,13,96.0,48.0
2022-11-18,2,14,92.0,44.0
2022-11-21,3,15,88.0,40.0
2022-11-22,4,16,84.0,36.0
2022-11-23,5,17,80.0,32.0
2022-11-24,6,18,76.0,28.0
2022-11-25,7,19,72.0,24.0
2022-11-28,8,20,68.0,20.0
2022-11-29,9,21,64.0,16.0
2022-11-30,10,22,60.0,12.0
2022-12-01,0,23,100.0,8.0
2022-12-02,1,24,96.0,4.0
2022-12-05,2,25,92.0,0.0
2022-12-06,0,25,100.0,0.0
2022-12-07,0,25,100.0,0.0
2022-12-08,1,25,96.0,0.0
2022-12-09,0,25,100.0,0.0
2022-12-12,1,22,96.0,12.0
2022-12-13,2,23,92.0,8.0
2022-12-14,3,24,88.0,4.0
2022-12-15,4,25,84.0,0.0
2022-12-16,5,14,80.0,44.0
2022-12-19,6,15,76.0,40.0
2022-12-20,7,16,72.0,36.0
2022-12-21,8,17,68.0,32.0
2022-12-22,9,18,64.0,28.0
2022-12-23,10,19,60.0,24.0
2022-12-26,11,20,56.0,20.0
2022-12-27,12,21,52.0,16.0
2022-12-28,13,22,48.0,12.0
2022-12-29,14,23,44.0,8.0
2022-12-30,15,24,40.0,4.0
2023-01-03,16,25,36.0,0.0
2023-01-04,17,25,32.0,0.0
2023-01-05,18,8,28.0,68.0
2023-01-06,19,9,24.0,64.0
2023-01-09,0,10,100.0,60.0
2023-01-10,0,11,100.0,56.0
2023-01-11,0,12,100.0,52.0
2023-01-12,1,13,96.0,48.0
2023-01-13,0,14,100.0,44.0
2023-01-16,0,15,100.0,40.0
2023-01-17,1,16,96.0,36.0
2023-01-18,2,17,92.0,32.0
2023-01-19,3,18,88.0,28.0
2023-01-20,0,19,100.0,24.0
2023-01-30,0,20,100.0,20.0
2023-01-31,1,21,96.0,16.0
2023-02-01,2,22,92.0,12.0
2023-02-02,3,23,88.0,8.0
2023-02-03,4,24,84.0,4.0
2023-02-06,5,25,80.0,0.0
2023-02-07,6,25,76.0,0.0
2023-02-08,7,21,72.0,16.0
2023-02-09,8,22,68.0,12.0
2023-02-10,9,23,64.0,8.0
2023-02-13,10,24,60.0,4.0
2023-02-14,11,25,56.0,0.0
2023-02-15,12,25,52.0,0.0
2023-02-16,13,25,48.0,0.0
2023-02-17,14,25,44.0,0.0
2023-02-20,15,25,40.0,0.0
2023-02-21,16,25,36.0,0.0
2023-02-22,17,24,32.0,4.0
2023-02-23,18,25,28.0,0.0
2023-02-24,19,5,24.0,80.0
2023-02-27,20,6,20.0,76.0
2023-02-28,21,0,16.0,100.0
2023-03-01,22,1,12.0,96.0
2023-03-02,23,2,8.0,92.0
2023-03-03,24,3,4.0,88.0
2023-03-06,25,4,0.0,84.0
2023-03-07,25,5,0.0,80.0
2023-03-08,24,0,4.0,100.0
2023-03-09,25,0,0.0,100.0
2023-03-10,16,0,36.0,100.0
2023-03-13,17,1,32.0,96.0
2023-03-14,18,0,28.0,100.0
2023-03-15,19,1,24.0,96.0
2023-03-16,20,0,20.0,100.0
2023-03-17,21,1,16.0,96.0
2023-03-20,22,0,12.0,100.0
2023-03-21,23,1,8.0,96.0
2023-03-22,24,2,4.0,92.0
2023-03-23,25,3,0.0,88.0
2023-03-24,23,4,8.0,84.0
2023-03-27,24,5,4.0,80.0
2023-03-28,25,6,0.0,76.0
2023-03-29,18,7,28.0,72.0
2023-03-30,19,8,24.0,68.0
2023-03-31,20,9,20.0,64.0
2023-04-03,21,10,16.0,60.0
2023-04-04,22,11,12.0,56.0
2023-04-06,23,12,8.0,52.0
2023-04-07,24,13,4.0,48.0
2023-04-10,25,14,0.0,44.0
2023-04-11,1,15,96.0,40.0
2023-04-12,2,16,92.0,36.0
2023-04-13,3,17,88.0,32.0
2023-04-14,4,18,84.0,28.0
2023-04-17,0,19,100.0,24.0
2023-04-18,0,20,100.0,20.0
2023-04-19,1,21,96.0,16.0
2023-04-20,2,22,92.0,12.0
2023-04-21,3,23,88.0,8.0
2023-04-24,4,24,84.0,4.0
2023-04-25,5,0,80.0,100.0
2023-04-26,6,1,76.0,96.0
2023-04-27,7,2,72.0,92.0
2023-04-28,8,3,68.0,88.0
2023-05-04,9,4,64.0,84.0
2023-05-05,10,5,60.0,80.0
2023-05-08,11,6,56.0,76.0
2023-05-09,12,7,52.0,72.0
2023-05-10,13,8,48.0,68.0
2023-05-11,14,9,44.0,64.0
2023-05-12,15,10,40.0,60.0
2023-05-15,16,0,36.0,100.0
2023-05-16,17,1,32.0,96.0
2023-05-17,18,2,28.0,92.0
2023-05-18,19,3,24.0,88.0
2023-05-19,20,0,20.0,100.0
2023-05-22,21,1,16.0,96.0
2023-05-23,22,0,12.0,100.0
2023-05-24,23,0,8.0,100.0
2023-05-25,24,0,4.0,100.0
2023-05-26,25,1,0.0,96.0
2023-05-29,25,2,0.0,92.0
2023-05-30,25,0,0.0,100.0
2023-05-31,25,0,0.0,100.0
2023-06-01,17,1,32.0,96.0
2023-06-02,18,2,28.0,92.0
2023-06-05,19,3,24.0,88.0
2023-06-06,20,4,20.0,84.0
2023-06-07,21,0,16.0,100.0
2023-06-08,22,0,12.0,100.0
2023-06-09,23,1,8.0,96.0
2023-06-12,24,2,4.0,92.0
2023-06-13,25,3,0.0,88.0
2023-06-14,25,4,0.0,84.0
2023-06-15,25,5,0.0,80.0
2023-06-16,23,6,8.0,76.0
2023-06-19,24,7,4.0,72.0
2023-06-20,25,8,0.0,68.0
2023-06-21,3,9,88.0,64.0
2023-06-26,4,10,84.0,60.0
2023-06-27,5,11,80.0,56.0
2023-06-28,6,12,76.0,52.0
2023-06-29,7,13,72.0,48.0
2023-06-30,8,14,68.0,44.0
2023-07-03,9,15,64.0,40.0
2023-07-04,10,16,60.0,36.0
2023-07-05,11,17,56.0,32.0
2023-07-06,12,18,52.0,28.0
2023-07-07,13,19,48.0,24.0
2023-07-10,14,20,44.0,20.0
2023-07-11,15,21,40.0,16.0
2023-07-12,16,22,36.0,12.0
2023-07-13,17,23,32.0,8.0
2023-07-14,18,24,28.0,4.0
2023-07-17,19,25,24.0,0.0
2023-07-18,20,25,20.0,0.0
2023-07-19,21,25,16.0,0.0
2023-07-20,22,18,12.0,28.0
2023-07-21,23,19,8.0,24.0
2023-07-24,24,20,4.0,20.0
2023-07-25,25,21,0.0,16.0
2023-07-26,1,22,96.0,12.0
2023-07-27,0,23,100.0,8.0
2023-07-28,0,24,100.0,4.0
2023-07-31,0,25,100.0,0.0
2023-08-01,1,25,96.0,0.0
2023-08-02,2,25,92.0,0.0
2023-08-03,3,25,88.0,0.0
2023-08-04,4,25,84.0,0.0
2023-08-07,5,21,80.0,16.0
2023-08-08,6,22,76.0,12.0
2023-08-09,7,23,72.0,8.0
2023-08-10,8,24,68.0,4.0
2023-08-11,9,25,64.0,0.0
2023-08-14,10,15,60.0,40.0
2023-08-15,11,16,56.0,36.0
2023-08-16,12,17,52.0,32.0
2023-08-17,13,0,48.0,100.0
2023-08-18,14,0,44.0,100.0
2023-08-21,15,0,40.0,100.0
2023-08-22,16,0,36.0,100.0
2023-08-23,17,0,32.0,100.0
2023-08-24,18,1,28.0,96.0
2023-08-25,19,2,24.0,92.0
2023-08-28,20,3,20.0,88.0
2023-08-29,21,4,16.0,84.0
2023-08-30,22,5,12.0,80.0
2023-08-31,23,6,8.0,76.0
2023-09-01,24,7,4.0,72.0
2023-09-04,25,8,0.0,68.0
2023-09-05,22,9,12.0,64.0
2023-09-06,23,10,8.0,60.0
2023-09-07,24,11,4.0,56.0
2023-09-08,25,12,0.0,52.0
2023-09-11,25,13,0.0,48.0
2023-09-12,25,14,0.0,44.0
2023-09-13,25,15,0.0,40.0
2023-09-14,25,16,0.0,36.0
2023-09-15,25,17,0.0,32.0
2023-09-18,15,18,40.0,28.0
2023-09-19,16,19,36.0,24.0
2023-09-20,17,20,32.0,20.0
2023-09-21,18,0,28.0,100.0
2023-09-22,19,0,24.0,100.0
2023-09-25,20,1,20.0,96.0
2023-09-26,21,2,16.0,92.0
2023-09-27,22,3,12.0,88.0
2023-09-28,23,4,8.0,84.0
2023-10-09,24,0,4.0,100.0
2023-10-10,25,1,0.0,96.0
2023-10-11,21,2,16.0,92.0
2023-10-12,22,3,12.0,88.0
2023-10-13,23,4,8.0,84.0
2023-10-16,24,0,4.0,100.0
2023-10-17,25,1,0.0,96.0
2023-10-18,25,0,0.0,100.0
2023-10-19,25,0,0.0,100.0
2023-10-20,25,0,0.0,100.0
2023-10-23,24,0,4.0,100.0
2023-10-24,25,1,0.0,96.0
2023-10-25,25,2,0.0,92.0
2023-10-26,25,3,0.0,88.0
2023-10-27,19,4,24.0,84.0
2023-10-30,20,5,20.0,80.0
2023-10-31,21,6,16.0,76.0
2023-11-01,22,7,12.0,72.0
2023-11-02,23,8,8.0,68.0
2023-11-03,24,9,4.0,64.0
2023-11-06,25,10,0.0,60.0
2023-11-07,25,11,0.0,56.0
2023-11-08,24,12,4.0,52.0
2023-11-09,25,13,0.0,48.0
2023-11-10,25,14,0.0,44.0
2023-11-13,22,15,12.0,40.0
2023-11-14,23,16,8.0,36.0
2023-11-15,24,17,4.0,32.0
2023-11-16,25,18,0.0,28.0
2023-11-17,25,19,0.0,24.0
2023-11-20,25,20,0.0,20.0
2023-11-21,25,21,0.0,16.0
2023-11-22,12,22,52.0,12.0
2023-11-23,13,23,48.0,8.0
2023-11-24,14,24,44.0,4.0
2023-11-27,15,25,40.0,0.0
2023-11-28,16,25,36.0,0.0
2023-11-29,17,0,32.0,100.0
2023-11-30,18,1,28.0,96.0
2023-12-01,19,0,24.0,100.0
2023-12-04,20,1,20.0,96.0
2023-12-05,21,0,16.0,100.0
2023-12-06,22,0,12.0,100.0
2023-12-07,23,0,8.0,100.0
2023-12-08,24,1,4.0,96.0
2023-12-11,25,0,0.0,100.0
2023-12-12,25,1,0.0,96.0
2023-12-13,25,2,0.0,92.0
2023-12-14,25,0,0.0,100.0
2023-12-15,22,0,12.0,100.0
2023-12-18,23,0,8.0,100.0
2023-12-19,24,0,4.0,100.0
2023-12-20,25,0,0.0,100.0
2023-12-21,22,0,12.0,100.0
2023-12-22,23,1,8.0,96.0
2023-12-25,24,2,4.0,92.0
2023-12-26,25,3,0.0,88.0
2023-12-27,25,4,0.0,84.0
2023-12-28,25,5,0.0,80.0
2023-12-29,25,6,0.0,76.0
2024-01-02,25,7,0.0,72.0
2024-01-03,25,8,0.0,68.0
2024-01-04,25,9,0.0,64.0
2024-01-05,25,10,0.0,60.0
2024-01-08,25,0,0.0,100.0
2024-01-09,25,0,0.0,100.0
2024-01-10,25,0,0.0,100.0
2024-01-11,8,1,68.0,96.0
2024-01-12,9,2,64.0,92.0
2024-01-15,10,0,60.0,100.0
2024-01-16,11,1,56.0,96.0
2024-01-17,12,0,52.0,100.0
2024-01-18,13,0,48.0,100.0
2024-01-19,14,1,44.0,96.0
2024-01-22,15,2,40.0,92.0
2024-01-23,16,3,36.0,88.0
2024-01-24,17,4,32.0,84.0
2024-01-25,18,5,28.0,80.0
2024-01-26,19,6,24.0,76.0
2024-01-29,20,7,20.0,72.0
2024-01-30,21,8,16.0,68.0
2024-01-31,22,9,12.0,64.0
2024-02-01,23,10,8.0,60.0
2024-02-02,24,0,4.0,100.0
2024-02-05,25,1,0.0,96.0
2024-02-06,25,2,0.0,92.0
2024-02-07,25,3,0.0,88.0
2024-02-08,25,4,0.0,84.0
2024-02-19,0,5,100.0,80.0
2024-02-20,0,6,100.0,76.0
2024-02-21,0,7,100.0,72.0
2024-02-22,1,8,96.0,68.0
2024-02-23,0,9,100.0,64.0
2024-02-26,1,10,96.0,60.0
2024-02-27,2,11,92.0,56.0
2024-02-28,0,12,100.0,52.0
2024-02-29,1,13,96.0,48.0
2024-03-01,0,14,100.0,44.0
2024-03-04,1,15,96.0,40.0
2024-03-05,0,16,100.0,36.0
2024-03-06,0,17,100.0,32.0
2024-03-07,1,18,96.0,28.0
2024-03-08,2,19,92.0,24.0
2024-03-11,0,20,100.0,20.0
2024-03-12,0,21,100.0,16.0
2024-03-13,1,22,96.0,12.0
2024-03-14,2,23,92.0,8.0
2024-03-15,3,24,88.0,4.0
2024-03-18,4,25,84.0,0.0
2024-03-19,0,25,100.0,0.0
2024-03-20,1,25,96.0,0.0
2024-03-21,2,25,92.0,0.0
2024-03-22,3,25,88.0,0.0
2024-03-25,4,25,84.0,0.0
2024-03-26,5,25,80.0,0.0
2024-03-27,6,25,76.0,0.0
2024-03-28,7,22,72.0,12.0
2024-03-29,8,23,68.0,8.0
2024-04-01,9,24,64.0,4.0
2024-04-02,10,25,60.0,0.0
2024-04-03,11,24,56.0,4.0
2024-04-08,12,25,52.0,0.0
2024-04-09,13,6,48.0,76.0
2024-04-10,14,0,44.0,100.0
2024-04-11,15,0,40.0,100.0
2024-04-12,16,0,36.0,100.0
2024-04-15,17,1,32.0,96.0
2024-04-16,18,2,28.0,92.0
2024-04-17,19,3,24.0,88.0
2024-04-18,20,4,20.0,84.0
2024-04-19,21,5,16.0,80.0
2024-04-22,22,6,12.0,76.0
2024-04-23,23,7,8.0,72.0
2024-04-24,24,8,4.0,68.0
2024-04-25,25,9,0.0,64.0
2024-04-26,6,10,76.0,60.0
2024-04-29,0,11,100.0,56.0
2024-04-30,1,12,96.0,52.0
2024-05-06,0,13,100.0,48.0
2024-05-07,1,14,96.0,44.0
2024-05-08,2,15,92.0,40.0
2024-05-09,3,16,88.0,36.0
2024-05-10,0,17,100.0,32.0
2024-05-13,1,18,96.0,28.0
2024-05-14,0,19,100.0,24.0
2024-05-15,1,20,96.0,20.0
2024-05-16,2,21,92.0,16.0
2024-05-17,0,22,100.0,12.0
2024-05-20,0,23,100.0,8.0
2024-05-21,1,24,96.0,4.0
2024-05-22,2,25,92.0,0.0
2024-05-23,3,25,88.0,0.0
2024-05-24,4,19,84.0,24.0
2024-05-27,5,20,80.0,20.0
2024-05-28,6,21,76.0,16.0
2024-05-29,7,22,72.0,12.0
2024-05-30,8,23,68.0,8.0
2024-05-31,9,24,64.0,4.0
2024-06-03,10,25,60.0,0.0
2024-06-04,11,25,56.0,0.0
2024-06-05,12,25,52.0,0.0
2024-06-06,13,3,48.0,88.0
2024-06-07,14,0,44.0,100.0
2024-06-11,15,0,40.0,100.0
2024-06-12,16,1,36.0,96.0
2024-06-13,17,0,32.0,100.0
2024-06-14,18,0,28.0,100.0
2024-06-17,19,1,24.0,96.0
2024-06-18,20,2,20.0,92.0
2024-06-19,21,3,16.0,88.0
2024-06-20,22,0,12.0,100.0
2024-06-21,23,0,8.0,100.0
2024-06-24,24,0,4.0,100.0
2024-06-25,25,0,0.0,100.0
2024-06-26,24,1,4.0,96.0
2024-06-27,25,2,0.0,92.0
2024-06-28,25,3,0.0,88.0
2024-07-01,25,4,0.0,84.0
2024-07-02,25,5,0.0,80.0
2024-07-03,24,6,4.0,76.0
2024-07-04,25,7,0.0,72.0
2024-07-05,20,0,20.0,100.0
2024-07-08,21,0,16.0,100.0
2024-07-09,22,0,12.0,100.0
2024-07-10,23,1,8.0,96.0
2024-07-11,24,2,4.0,92.0
2024-07-12,25,3,0.0,88.0
2024-07-15,25,4,0.0,84.0
2024-07-16,25,5,0.0,80.0
2024-07-17,0,6,100.0,76.0
2024-07-18,0,7,100.0,72.0
2024-07-19,0,8,100.0,68.0
2024-07-22,1,9,96.0,64.0
2024-07-23,2,10,92.0,60.0
2024-07-24,3,11,88.0,56.0
2024-07-25,4,12,84.0,52.0
2024-07-26,5,13,80.0,48.0
2024-07-29,6,14,76.0,44.0
2024-07-30,7,0,72.0,100.0
2024-07-31,8,1,68.0,96.0
2024-08-01,9,2,64.0,92.0
2024-08-02,10,3,60.0,88.0
