date,open,high,low,close,volume,symbol,source,volume_unit
2005-06-14,895.391,905.415,882.862,883.537,1434357000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-15,881.208,881.248,865.136,866.834,1145405600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-16,866.659,879.493,861.827,879.237,1104968500,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-17,883.605,888.078,876.038,880.345,1496300900,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-20,881.623,906.482,872.563,906.255,1899208200,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-21,906.306,906.306,894.386,896.166,1277478400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-22,894.769,901.243,891.926,900.646,1047813400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-23,900.059,904.896,892.831,893.572,950930800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-24,892.061,898.67,888.397,898.301,891873900,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-27,904.209,920.647,904.209,916.043,1654540200,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-28,913.48,913.48,901.207,903.716,1040221900,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-29,906.751,907.571,898.084,898.898,1080674600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-06-30,897.102,897.102,876.884,878.686,1085547200,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-01,875.935,875.935,858.37,859.494,1009459700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-04,855.317,856.1,842.812,855.932,884027700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-05,853.679,856.738,845.361,849.679,799268800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-06,850.253,854.448,838.609,842.556,689831400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-07,841.748,848.022,839.282,844.729,596246500,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-08,842.62,842.62,827.229,829.489,722100000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-11,837.863,850.658,822.524,824.097,843900600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-12,821.911,854.286,818.863,851.816,1498987100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-13,850.469,851.949,841.858,846.231,939884200,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-14,844.94,856.095,843.176,849.59,936196800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-15,849.873,854.604,837.783,841.001,888956300,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-18,839.221,840.005,829.679,832.995,850000600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-19,831.501,840.143,829.277,835.608,789181800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-20,835.301,844.712,832.144,842.641,852647300,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-21,842.746,843.987,835.757,843.987,836610100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-22,847.541,867.165,842.987,859.693,2163097600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-25,858.328,860.951,854.284,856.86,1181608000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-26,856.189,880.034,856.189,876.48,2182677600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-27,876.942,894.026,876.036,894.012,2040953700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-28,893.879,900.997,888.5,890.885,2062252700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-07-29,889.41,892.294,883.383,888.164,1339740600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-01,887.718,897.285,885.85,891.607,1180830900,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-02,892.13,903.648,888.396,903.598,1429254700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-03,905.181,919.282,903.76,909.57,2578629800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-04,907.42,909.827,901.625,904.15,1451925600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-05,904.039,923.808,903.94,923.803,1912376500,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-08,926.571,933.154,923.573,927.471,2160894400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-09,926.973,933.394,919.107,933.089,1953290700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-10,933.26,940.37,926.275,940.37,2151576300,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-11,940.785,953.992,939.386,953.992,2707366600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-12,954.719,959.268,933.985,938.316,2916814400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-15,937.705,954.502,936.113,954.502,2043081300,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-16,955.27,959.343,939.916,945.058,2386181800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-17,943.405,953.342,930.325,953.012,2145776900,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-18,954.155,956.841,919.121,920.671,3185532700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-19,918.091,927.32,910.083,923.038,2224267900,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-22,923.108,933.351,919.222,931.673,1603101000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-23,931.809,931.809,915.033,923.414,1540648800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-24,923.558,935.23,923.558,930.651,1595974700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-25,930.975,933.196,920.61,930.118,1629205700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-26,930.246,930.325,921.843,928.258,1542980400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-29,928.341,928.341,913.767,917.371,1546226100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-30,916.086,920.208,912.838,914.88,1243817000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-08-31,915.122,928.212,911.505,927.916,1462363000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-01,928.52,944.947,926.06,944.559,2230638400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-02,945.978,947.918,941.314,947.871,1861443800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-05,949.077,952.985,944.629,952.717,1784331800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-06,953.41,956.297,934.972,936.61,2122225500,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-07,934.991,952.896,932.648,952.758,1960846600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-08,954.273,958.867,947.707,955.282,2242439300,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-09,955.112,959.898,946.021,949.065,1621931000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-12,949.779,952.551,945.403,949.506,1167261300,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-13,949.584,963.921,948.128,963.774,1657943100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-14,964.97,970.263,961.64,970.193,1995829100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-15,970.58,970.964,965.656,969.598,1637767900,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-16,969.619,970.37,964.285,967.495,1397857100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-19,967.44,971.987,964.263,971.136,1473742100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-20,971.379,971.65,957.118,961.919,1863660400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-21,961.374,961.374,943.824,944.408,1854189500,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-22,942.726,942.726,914.232,923.274,1811552500,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-23,921.51,927.419,914.806,916.154,1154764400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-26,915.84,919.65,913.613,918.485,883624100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-27,918.866,921.132,903.387,904.214,1108605600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-28,903.328,910.333,901.382,903.719,885031000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-29,904.28,915.975,904.28,915.975,1193897800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-09-30,916.587,918.662,913.452,917.392,900143300,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-10,917.211,917.211,906.88,907.321,715845100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-11,906.628,919.796,904.045,919.72,775829500,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-12,920.453,926.094,917.377,923.485,1220885200,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-13,923.426,926.009,916.275,916.499,1082890400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-14,916.337,917.89,902.813,904.828,1012394000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-17,903.266,903.266,892.359,897.623,1055250600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-18,897.366,903.001,895.622,902.366,1136631700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-19,902.036,907.876,897.045,898.744,1103304800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-20,898.891,900.126,889.569,899.915,1260872500,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-21,899.645,907.792,897.986,904.414,1136458800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-24,905.129,908.453,900.229,906.652,921898200,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-25,905.967,905.967,893.609,894.272,1121340100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-26,892.617,892.617,873.895,875.82,1216712300,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-27,873.472,879.668,869.72,875.849,1190858800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-28,875.862,880.206,859.692,867.729,1197337600,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-10-31,866.618,878.409,866.153,876.282,1044365100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-01,875.956,875.956,862.686,872.865,1008274500,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-02,873.393,884.936,873.393,882.478,1310497300,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-03,882.189,885.681,872.11,874.575,1217918200,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-04,873.353,878.361,869.68,878.361,956731000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-07,877.617,877.617,870.082,877.278,771325900,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-08,876.432,881.895,870.962,881.524,1012876100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-09,881.513,884.942,878.684,879.252,1177440500,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-10,878.625,878.625,862.091,862.968,1085377100,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-11,861.221,867.328,857.789,864.79,921972000,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-14,864.081,864.246,858.344,862.149,627167400,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-15,862.067,867.46,853.859,856.635,825247800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-16,855.449,863.167,847.49,863.119,906613800,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
2005-11-17,863.077,865.791,859.0,862.658,881163700,000300.SH_PRICE_INDEX,SINA_AKSHARE_STOCK_ZH_INDEX_DAILY,source_defined_not_admitted_for_volume_factors
