report_month,category,listed_publication_date,publication_date_status,days_after_report_month_end,category_scope,current_fund_count,previous_fund_count_same_report,current_shares_100m,previous_shares_100m_same_report,current_nav_100m,previous_nav_100m_same_report,share_change_100m,share_log_growth_same_report,nav_change_100m,nav_log_growth_same_report,count_change,source_url,raw_path,source_sha256,cash_net_subscription_amount,original_first_publication_proven
2024-09,股票基金,2024-10-23,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,23,OPEN_ENDED_SUBCATEGORY,2531,2505,30429.61,29824.6,42703.6,32931.82,605.010000000002,0.0200825912004791,9771.779999999999,0.25984386220134337,26,https://www.amac.org.cn/sjtj/tjbg/gmjj/202410/P020241023614041521031.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020241023614041521031.pdf,2ec18b5182611e573af288f1b2a8825539278131441ec857c4e4b171d1f62928,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2024-09,混合基金,2024-10-23,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,23,OPEN_ENDED_SUBCATEGORY,5082,5075,32573.66,32826.62,37465.16,33011.1,-252.96000000000276,-0.007735785274190963,4454.060000000005,0.12656756591448584,7,https://www.amac.org.cn/sjtj/tjbg/gmjj/202410/P020241023614041521031.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020241023614041521031.pdf,2ec18b5182611e573af288f1b2a8825539278131441ec857c4e4b171d1f62928,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2024-10,股票基金,2024-11-28,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,28,OPEN_ENDED_SUBCATEGORY,2550,2531,31144.01,30429.61,42648.26,42703.6,714.3999999999978,0.02320578387019125,-55.33999999999651,-0.0012967498951936126,19,https://www.amac.org.cn/sjtj/tjbg/gmjj/202411/P020241128595503927691.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020241128595503927691.pdf,9ed1d4e9fad5e71da2fc10a1ccb97a0a759fbc9e8849e27962af819df1211ad1,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2024-10,混合基金,2024-11-28,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,28,OPEN_ENDED_SUBCATEGORY,5088,5082,31431.88,32573.66,35872.14,37465.16,-1141.7799999999988,-0.03568132184090224,-1593.020000000004,-0.0434504848122424,6,https://www.amac.org.cn/sjtj/tjbg/gmjj/202411/P020241128595503927691.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020241128595503927691.pdf,9ed1d4e9fad5e71da2fc10a1ccb97a0a759fbc9e8849e27962af819df1211ad1,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2024-11,股票基金,2024-12-23,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,23,OPEN_ENDED_SUBCATEGORY,2604,2550,32977.65,31144.01,44355.92,42648.26,1833.640000000003,0.05720812788918943,1707.6599999999962,0.03925970758114121,54,https://www.amac.org.cn/sjtj/tjbg/gmjj/202412/P020241223622525038000.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020241223622525038000.pdf,ad2a0157a864cc3c50dca59db6df9927b25cfa141c8b5ff5552d7749b53c7758,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2024-11,混合基金,2024-12-23,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,23,OPEN_ENDED_SUBCATEGORY,5097,5088,30892.59,31431.88,35137.26,35872.14,-539.2900000000009,-0.017306315163093805,-734.8799999999974,-0.020698843747696365,9,https://www.amac.org.cn/sjtj/tjbg/gmjj/202412/P020241223622525038000.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020241223622525038000.pdf,ad2a0157a864cc3c50dca59db6df9927b25cfa141c8b5ff5552d7749b53c7758,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2024-12,股票基金,2025-01-20,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,20,OPEN_ENDED_SUBCATEGORY,2645,2604,33657.85,32977.65,44527.83,44355.92,680.1999999999971,0.020416253401737947,171.9100000000035,0.0038682034535529783,41,https://www.amac.org.cn/sjtj/tjbg/gmjj/202501/P020250120614819434355.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250120614819434355.pdf,739615f0ff4fd095b5483b3d869aa504f2670f12af902a75f424c14fb242b21a,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2024-12,混合基金,2025-01-20,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,20,OPEN_ENDED_SUBCATEGORY,5103,5097,31143.88,30892.59,35094.72,35137.26,251.29000000000087,0.008101407910676874,-42.54000000000087,-0.0012114140937610587,6,https://www.amac.org.cn/sjtj/tjbg/gmjj/202501/P020250120614819434355.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250120614819434355.pdf,739615f0ff4fd095b5483b3d869aa504f2670f12af902a75f424c14fb242b21a,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-01,股票基金,2025-02-26,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,26,OPEN_ENDED_SUBCATEGORY,2698,2645,34159.31,33657.85,43935.4,44527.83,501.4599999999991,0.014788856964968696,-592.4300000000003,-0.013394013688679556,53,https://www.amac.org.cn/sjtj/tjbg/gmjj/202502/P020250226610356872211.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250226610356872211.pdf,8724a66703417978c5d2b6dcbbcb45f9d05215726d8b39543cc84a32b8d41752,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-01,混合基金,2025-02-26,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,26,OPEN_ENDED_SUBCATEGORY,5111,5103,30497.22,31143.88,34267.53,35094.72,-646.6599999999999,-0.02098222531292664,-827.1900000000023,-0.02385243321795734,8,https://www.amac.org.cn/sjtj/tjbg/gmjj/202502/P020250226610356872211.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250226610356872211.pdf,8724a66703417978c5d2b6dcbbcb45f9d05215726d8b39543cc84a32b8d41752,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-02,股票基金,2025-03-27,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,27,OPEN_ENDED_SUBCATEGORY,2727,2698,33527.51,34159.31,44844.54,43935.4,-631.7999999999956,-0.01866887378759944,909.1399999999994,0.020481468698487174,29,https://www.amac.org.cn/sjtj/tjbg/gmjj/202503/P020250327635138711379.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250327635138711379.pdf,4c3d812cd4b7f6f5d500823fe28b53f4fc9e81300d61425b2b909c3e6a6c59c7,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-02,混合基金,2025-03-27,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,27,OPEN_ENDED_SUBCATEGORY,5119,5111,30286.84,30497.22,35323.07,34267.53,-210.38000000000102,-0.006922237180953241,1055.5400000000009,0.030338032962662475,8,https://www.amac.org.cn/sjtj/tjbg/gmjj/202503/P020250327635138711379.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250327635138711379.pdf,4c3d812cd4b7f6f5d500823fe28b53f4fc9e81300d61425b2b909c3e6a6c59c7,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-03,股票基金,2025-04-29,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,29,OPEN_ENDED_SUBCATEGORY,2794,2727,33959.9,33527.51,44661.4,44844.54,432.3899999999994,0.012814120932523364,-183.13999999999942,-0.004092248080503747,67,https://www.amac.org.cn/sjtj/tjbg/gmjj/202504/P020250429577858251990.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250429577858251990.pdf,e6b2a4a8ee4b9f982e00fe54432781ab7fb0769d511e081eb22c5faa7e9c9670,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-03,混合基金,2025-04-29,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,29,OPEN_ENDED_SUBCATEGORY,5144,5119,30513.09,30286.84,35823.28,35323.07,226.25,0.007442477132460868,500.2099999999991,0.01406166984550606,25,https://www.amac.org.cn/sjtj/tjbg/gmjj/202504/P020250429577858251990.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250429577858251990.pdf,e6b2a4a8ee4b9f982e00fe54432781ab7fb0769d511e081eb22c5faa7e9c9670,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-04,股票基金,2025-05-27,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,27,OPEN_ENDED_SUBCATEGORY,2879,2794,35053.8,33959.9,45781.84,44661.4,1093.9000000000015,0.03170360735368148,1120.439999999995,0.02477791205735599,85,https://www.amac.org.cn/sjtj/tjbg/gmjj/202505/P020250527617658347356.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250527617658347356.pdf,26ad7f05515706e6637b7eabad7de0e901a193daecc88009aa95f809b7f6b102,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-04,混合基金,2025-05-27,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,27,OPEN_ENDED_SUBCATEGORY,5149,5144,30539.55,30513.09,35810.55,35823.28,26.459999999999127,0.0008667930381612708,-12.729999999995925,-0.00035541866556632176,5,https://www.amac.org.cn/sjtj/tjbg/gmjj/202505/P020250527617658347356.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250527617658347356.pdf,26ad7f05515706e6637b7eabad7de0e901a193daecc88009aa95f809b7f6b102,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-05,股票基金,2025-06-26,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,26,OPEN_ENDED_SUBCATEGORY,2939,2879,34591.54,35053.8,45816.15,45781.84,-462.26000000000204,-0.013274880655699036,34.31000000000495,0.0007491431112105687,60,https://www.amac.org.cn/sjtj/tjbg/gmjj/202506/P020250626622640443161.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250626622640443161.pdf,c8651add28a9a4faec0417a778bb273ef031f417c6b3cd3ae30546d504b17bf8,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-05,混合基金,2025-06-26,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,26,OPEN_ENDED_SUBCATEGORY,5142,5149,30274.72,30539.55,35676.12,35810.55,-264.8299999999981,-0.008709524066387192,-134.4300000000003,-0.0037609853266194664,-7,https://www.amac.org.cn/sjtj/tjbg/gmjj/202506/P020250626622640443161.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250626622640443161.pdf,c8651add28a9a4faec0417a778bb273ef031f417c6b3cd3ae30546d504b17bf8,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-06,股票基金,2025-07-24,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,24,OPEN_ENDED_SUBCATEGORY,3002,2939,34489.76,34591.54,47299.62,45816.15,-101.77999999999884,-0.0029466751102079506,1483.4700000000012,0.031865612587353875,63,https://www.amac.org.cn/sjtj/tjbg/gmjj/202507/P020250724603501155479.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250724603501155479.pdf,5f6808f1816e914d96a27f10bb0850b288a9a04df040b344cffd4e27669702a9,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-06,混合基金,2025-07-24,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,24,OPEN_ENDED_SUBCATEGORY,5191,5142,30371.88,30274.72,36889.43,35676.12,97.15999999999985,0.0032041394942006352,1213.3099999999977,0.03344350274329445,49,https://www.amac.org.cn/sjtj/tjbg/gmjj/202507/P020250724603501155479.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250724603501155479.pdf,5f6808f1816e914d96a27f10bb0850b288a9a04df040b344cffd4e27669702a9,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-07,股票基金,2025-08-26,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,26,OPEN_ENDED_SUBCATEGORY,3074,3002,34375.11,34489.76,49225.56,47299.62,-114.65000000000146,-0.0033297124042166327,1925.939999999995,0.03991073915466578,72,https://www.amac.org.cn/sjtj/tjbg/gmjj/202508/P020250826607095443025.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250826607095443025.pdf,b79dcfde3376e33d6e82b862042f5ba3aaaa0d66cd794ca60d4ac7c362c0486c,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-07,混合基金,2025-08-26,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,26,OPEN_ENDED_SUBCATEGORY,5203,5191,30001.29,30371.88,38274.99,36889.43,-370.59000000000015,-0.012276799597993241,1385.5599999999977,0.036871620129183574,12,https://www.amac.org.cn/sjtj/tjbg/gmjj/202508/P020250826607095443025.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250826607095443025.pdf,b79dcfde3376e33d6e82b862042f5ba3aaaa0d66cd794ca60d4ac7c362c0486c,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-08,股票基金,2025-09-25,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,25,OPEN_ENDED_SUBCATEGORY,3156,3074,35171.79,34375.11,55506.25,49225.56,796.6800000000003,0.02291158485883752,6280.690000000002,0.120082626231034,82,https://www.amac.org.cn/sjtj/tjbg/gmjj/202509/P020250925618050813084.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250925618050813084.pdf,72da4769ccaeb30d5294a9e81f85279d7d4fc38059530f191ed7d06debaf3f6a,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-08,混合基金,2025-09-25,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,25,OPEN_ENDED_SUBCATEGORY,5219,5203,29551.2,30001.29,41602.03,38274.99,-450.09000000000015,-0.015116028573047521,3327.040000000001,0.08335228387698561,16,https://www.amac.org.cn/sjtj/tjbg/gmjj/202509/P020250925618050813084.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020250925618050813084.pdf,72da4769ccaeb30d5294a9e81f85279d7d4fc38059530f191ed7d06debaf3f6a,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-09,股票基金,2025-10-29,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,29,OPEN_ENDED_SUBCATEGORY,3262,3156,36747.21,35171.79,59548.42,55506.25,1575.4199999999983,0.04381796356910065,4042.1699999999983,0.07029413609886685,106,https://www.amac.org.cn/sjtj/tjbg/gmjj/202510/P020251029604965668911.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020251029604965668911.pdf,d245a80e3a98684fa5c758f71cb6f0cb5879d2a9bcee3e78b84adc340a478e48,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-09,混合基金,2025-10-29,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,29,OPEN_ENDED_SUBCATEGORY,5262,5219,28935.07,29551.2,43117.48,41602.03,-616.130000000001,-0.02106999792627561,1515.4500000000044,0.0357795191809726,43,https://www.amac.org.cn/sjtj/tjbg/gmjj/202510/P020251029604965668911.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020251029604965668911.pdf,d245a80e3a98684fa5c758f71cb6f0cb5879d2a9bcee3e78b84adc340a478e48,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-10,股票基金,2025-11-28,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,28,OPEN_ENDED_SUBCATEGORY,3304,3262,37404.06,36747.21,59259.18,59548.42,656.8499999999985,0.01771695026887281,-289.23999999999796,-0.004869058400894979,42,https://www.amac.org.cn/sjtj/tjbg/gmjj/202511/P020251128620586063951.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020251128620586063951.pdf,a9417ff437fa99e9cf0d4856b4c579b1cba598a8eb8f883357f34a1e358489e7,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-10,混合基金,2025-11-28,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,28,OPEN_ENDED_SUBCATEGORY,5284,5262,28807.61,28935.07,42569.36,43117.48,-127.45999999999913,-0.004414765889560041,-548.1200000000026,-0.0127937376690231,22,https://www.amac.org.cn/sjtj/tjbg/gmjj/202511/P020251128620586063951.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020251128620586063951.pdf,a9417ff437fa99e9cf0d4856b4c579b1cba598a8eb8f883357f34a1e358489e7,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-11,股票基金,2025-12-29,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,29,ALL_FUNDS_BY_ASSET_CATEGORY,3371,3308,38210.97,37427.86,57982.89,59284.9,783.1100000000006,0.020707300269641335,-1302.010000000002,-0.022206669115940842,63,https://www.amac.org.cn/sjtj/tjbg/gmjj/202512/P020251231664117376494.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020251231664117376494.pdf,d214e8861befbd979bf9b9754af1deb39eb1ca483d28f729f30715e9cdf39e02,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-11,混合基金,2025-12-29,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,29,ALL_FUNDS_BY_ASSET_CATEGORY,4820,4801,25832.1,25723.64,35988.03,36706.15,108.45999999999913,0.004207491154443796,-718.1200000000026,-0.019757932787565574,19,https://www.amac.org.cn/sjtj/tjbg/gmjj/202512/P020251231664117376494.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020251231664117376494.pdf,d214e8861befbd979bf9b9754af1deb39eb1ca483d28f729f30715e9cdf39e02,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-12,股票基金,2026-01-28,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,28,ALL_FUNDS_BY_ASSET_CATEGORY,3442,3371,39527.06,38210.97,60525.58,57982.89,1316.0899999999965,0.03386285348828339,2542.6900000000023,0.042918118569865125,71,https://www.amac.org.cn/sjtj/tjbg/gmjj/202601/P020260130653247595798.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260130653247595798.pdf,d553d1d5b31edf39eaaed8218e6b5f2a826795b9c939e87bd1b7dd712b688484,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2025-12,混合基金,2026-01-28,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,28,ALL_FUNDS_BY_ASSET_CATEGORY,4836,4820,25527.43,25832.1,36754.12,35988.03,-304.66999999999825,-0.011864344313057378,766.0900000000038,0.0210639450529279,16,https://www.amac.org.cn/sjtj/tjbg/gmjj/202601/P020260130653247595798.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260130653247595798.pdf,d553d1d5b31edf39eaaed8218e6b5f2a826795b9c939e87bd1b7dd712b688484,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-01,股票基金,2026-02-27,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,27,ALL_FUNDS_BY_ASSET_CATEGORY,3494,3442,39194.86,39527.06,57087.41,60525.58,-332.1999999999971,-0.008439884899335923,-3438.1699999999983,-0.05848248361261122,52,https://www.amac.org.cn/sjtj/tjbg/gmjj/202602/P020260326626510228095.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260326626510228095.pdf,7837c7241ca13f55791a74256c1cd931023b2684475ac26d01b8b42d9dc92b39,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-01,混合基金,2026-02-27,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,27,ALL_FUNDS_BY_ASSET_CATEGORY,4869,4836,26006.27,25527.43,40056.4,36754.12,478.84000000000015,0.018584102491753286,3302.279999999999,0.08603813277869982,33,https://www.amac.org.cn/sjtj/tjbg/gmjj/202602/P020260326626510228095.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260326626510228095.pdf,7837c7241ca13f55791a74256c1cd931023b2684475ac26d01b8b42d9dc92b39,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-02,股票基金,2026-03-25,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,25,ALL_FUNDS_BY_ASSET_CATEGORY,3533,3494,39209.08,39194.86,56297.06,57087.41,14.220000000001164,0.00036273687663973184,-790.3500000000058,-0.0139412884491618,39,https://www.amac.org.cn/sjtj/tjbg/gmjj/202603/P020260326626512708384.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260326626512708384.pdf,a26d099fd372e8f670a4395aeb277459bd4b53113c6b083169e14518c63420cc,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-02,混合基金,2026-03-25,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,25,ALL_FUNDS_BY_ASSET_CATEGORY,4893,4869,26370.3,26006.27,40989.81,40056.4,364.02999999999884,0.013900714070039137,933.4099999999962,0.023035038231250173,24,https://www.amac.org.cn/sjtj/tjbg/gmjj/202603/P020260326626512708384.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260326626512708384.pdf,a26d099fd372e8f670a4395aeb277459bd4b53113c6b083169e14518c63420cc,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-03,股票基金,2026-04-22,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,22,ALL_FUNDS_BY_ASSET_CATEGORY,3585,3533,39349.05,39209.08,51128.57,56297.06,139.97000000000116,0.0035634796326255063,-5168.489999999998,-0.09629887275755125,52,https://www.amac.org.cn/sjtj/tjbg/gmjj/202604/P020260422599009744026.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260422599009744026.pdf,1f11b93cf83d1ee293f42a65cbee0fc690893c7ced5f9d8abb2d3c2039ea4848,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-03,混合基金,2026-04-22,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,22,ALL_FUNDS_BY_ASSET_CATEGORY,4915,4893,26267.97,26370.3,37710.71,40989.81,-102.32999999999811,-0.0038880506106926402,-3279.0999999999985,-0.08337936023847374,22,https://www.amac.org.cn/sjtj/tjbg/gmjj/202604/P020260422599009744026.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260422599009744026.pdf,1f11b93cf83d1ee293f42a65cbee0fc690893c7ced5f9d8abb2d3c2039ea4848,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-04,股票基金,2026-05-27,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,27,ALL_FUNDS_BY_ASSET_CATEGORY,3650,3585,37734.37,39349.05,52777.86,51128.57,-1614.6800000000003,-0.04190048203758607,1649.2900000000009,0.03174834381604422,65,https://www.amac.org.cn/sjtj/tjbg/gmjj/202605/P020260527642499680112.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260527642499680112.pdf,7beede2a6884124f8d083c7f3da764c6a957da944046fb6106ec0f6626ebf161,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-04,混合基金,2026-05-27,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,27,ALL_FUNDS_BY_ASSET_CATEGORY,4946,4915,26002.78,26267.97,41633.87,37710.71,-265.1900000000023,-0.010146870871527316,3923.1600000000035,0.09896987970246021,31,https://www.amac.org.cn/sjtj/tjbg/gmjj/202605/P020260527642499680112.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260527642499680112.pdf,7beede2a6884124f8d083c7f3da764c6a957da944046fb6106ec0f6626ebf161,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-05,股票基金,2026-06-17,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,17,ALL_FUNDS_BY_ASSET_CATEGORY,3713,3650,36198.54,37734.37,49603.36,52777.86,-1535.8300000000017,-0.041552563695140286,-3174.5,-0.06203321121996082,63,https://www.amac.org.cn/sjtj/tjbg/gmjj/202606/P020260617606470583907.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260617606470583907.pdf,8b446c6764880e1965ed0b6ca2dfbf4e0f02eff78d7c342833d3878e156b3b24,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-05,混合基金,2026-06-17,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,17,ALL_FUNDS_BY_ASSET_CATEGORY,4975,4946,25552.41,26002.78,42841.47,41633.87,-450.369999999999,-0.01747181832790719,1207.5999999999985,0.02859254002374305,29,https://www.amac.org.cn/sjtj/tjbg/gmjj/202606/P020260617606470583907.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260617606470583907.pdf,8b446c6764880e1965ed0b6ca2dfbf4e0f02eff78d7c342833d3878e156b3b24,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2026-06,股票基金,2026-07-23,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,23,ALL_FUNDS_BY_ASSET_CATEGORY,3801,3713,35522.33,36198.54,50325.13,49603.36,-676.2099999999991,-0.01885727370723903,721.7699999999968,0.014445981359674861,88,https://www.amac.org.cn/sjtj/tjbg/gmjj/202607/P020260723642575271747.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020260723642575271747.pdf,75c35897686f44ab88d855e08bf68de1976a6235b18f64ef78bf9a5bd4721056,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
