origin,is_monthly_training_origin,actual_index_members,forward_eps_growth_median,eps_growth_company_count,same_year_profit_revision_90_median,profit_revision_company_count,reported_forward_earnings_yield_median,reported_earnings_yield_company_count,raw_eps_revision_90_unadjusted_median,raw_eps_revision_unadjusted_company_count,all_eps_features_valid,eps_company_coverage_of_index,comparable_company_count,same_report_count,new_report_unchanged_count,up_revision_count,down_revision_count,unchanged_count,median_revision,profit_revision_breadth,profit_revision_mean,profit_report_renewal_fraction,distribution_features_valid
2017-04-28,True,300,,0,,0,,0,,0,False,0.0,0,0,0,0,0,0,,,,,False
2017-05-31,True,300,,0,,0,,0,,0,False,0.0,0,0,0,0,0,0,,,,,False
2017-06-30,True,300,0.14765100671140952,1,,0,,0,,0,False,0.0033333333333333335,0,0,0,0,0,0,,,,,False
2017-07-31,True,300,0.14765100671140952,1,,0,,0,,0,False,0.0033333333333333335,0,0,0,0,0,0,,,,,False
2017-08-31,True,300,0.2531645569620254,3,,0,0.05714285714285714,3,,0,False,0.01,0,0,0,0,0,0,,,,,False
2017-09-29,True,300,0.20040778183671745,4,0.0,1,0.05650438946528332,4,0.0,1,False,0.013333333333333334,1,0,1,0,0,1,0.0,,,,False
2017-10-31,True,300,0.20040778183671745,4,0.0,1,0.052087550265835426,4,0.0,1,False,0.013333333333333334,1,0,1,0,0,1,0.0,,,,False
2017-11-30,True,300,0.14750971388202055,6,0.0,4,0.0558659217877095,6,0.0,4,False,0.02,4,2,2,0,0,4,0.0,,,,False
2017-12-29,True,300,0.14750971388202055,6,0.0,4,0.0558659217877095,6,0.0,4,False,0.02,4,2,2,0,0,4,0.0,,,,False
2018-01-31,True,300,0.12165232614444815,6,0.0,6,0.06231073841136735,6,0.0,6,False,0.02,6,6,0,0,0,6,0.0,,,,False
2018-02-28,True,300,0.12165232614444815,4,0.0,4,0.05907085027276834,4,0.0,4,False,0.013333333333333334,4,4,0,0,0,4,0.0,,,,False
2018-03-30,True,300,0.12165232614444815,4,0.0,4,0.05907085027276834,4,0.0,4,False,0.013333333333333334,4,4,0,0,0,4,0.0,,,,False
2018-04-27,True,300,0.1146496815286624,3,0.0,3,0.06289308176100629,3,0.0,3,False,0.01,3,3,0,0,0,3,0.0,,,,False
2018-05-31,True,300,,0,,0,,0,,0,False,0.0,0,0,0,0,0,0,,,,,False
2018-06-29,True,300,0.295555108608206,2,0.0,1,0.04927548052089281,2,0.0,1,False,0.006666666666666667,1,1,0,0,0,1,0.0,,,,False
2018-07-31,True,300,0.15929203539823006,1,,0,0.01658374792703151,1,,0,False,0.0033333333333333335,0,0,0,0,0,0,,,,,False
2018-08-31,True,300,0.1593412707243797,2,0.1658194394741932,1,0.08478186775732788,2,0.16541353383458643,1,False,0.006666666666666667,1,0,0,1,0,0,0.1658194394741932,,,,False
2018-09-28,True,300,0.1593412707243797,2,0.1658194394741932,1,0.08478186775732788,2,0.16541353383458643,1,False,0.006666666666666667,1,0,0,1,0,0,0.1658194394741932,,,,False
2018-10-31,True,300,0.2060606060606061,3,0.1658194394741932,1,0.10101010101010101,3,0.16541353383458643,1,False,0.01,1,0,0,1,0,0,0.1658194394741932,,,,False
2018-11-30,True,300,0.2060606060606061,3,-0.042714618555469264,2,0.10101010101010101,3,-0.04306220095693784,2,False,0.01,2,1,0,0,1,1,-0.042714618555469264,,,,False
2018-12-28,True,300,0.2060606060606061,3,-0.042714618555469264,2,0.10101010101010101,3,-0.04306220095693784,2,False,0.01,2,1,0,0,1,1,-0.042714618555469264,,,,False
2019-01-31,True,300,0.19801980198019808,3,0.0,3,0.1234567901234568,3,0.0,3,False,0.01,3,3,0,0,0,3,0.0,,,,False
2019-02-28,True,300,0.1420721019470369,2,0.0,2,0.1352578068264343,2,0.0,2,False,0.006666666666666667,2,2,0,0,0,2,0.0,,,,False
2019-03-29,True,300,0.10970464135021088,3,0.07046764894298527,2,0.12195121951219513,3,0.06837606837606834,2,False,0.01,2,1,0,1,0,1,0.07046764894298527,,,,False
2019-04-30,True,300,0.0904510261767236,2,0.14093529788597053,1,0.11715538503699643,2,0.13675213675213668,1,False,0.006666666666666667,1,0,0,1,0,0,0.14093529788597053,,,,False
2019-05-31,True,300,0.0904510261767236,2,0.14093529788597053,1,0.11715538503699643,2,0.13675213675213668,1,False,0.006666666666666667,1,0,0,1,0,0,0.14093529788597053,,,,False
2019-06-28,True,300,0.0904510261767236,2,0.0,2,0.11715538503699643,2,0.0,2,False,0.006666666666666667,2,2,0,0,0,2,0.0,,,,False
2019-07-31,True,300,0.0904510261767236,2,0.0,2,0.11715538503699643,2,0.0,2,False,0.006666666666666667,2,2,0,0,0,2,0.0,,,,False
2019-08-30,True,300,0.10970464135021088,3,0.0,2,0.12195121951219513,3,0.0,2,False,0.01,2,2,0,0,0,2,0.0,,,,False
2019-09-30,True,300,0.1578416701160039,2,0.08160727098780196,1,0.16967126193001061,2,0.09160305343511459,1,False,0.006666666666666667,1,0,0,1,0,0,0.08160727098780196,,,,False
2019-10-31,True,300,0.1578416701160039,2,0.08160727098780196,1,0.16967126193001061,2,0.09160305343511459,1,False,0.006666666666666667,1,0,0,1,0,0,0.08160727098780196,,,,False
2019-11-29,True,300,0.1578416701160039,2,0.0002297477369847907,2,0.16564326037436863,2,0.0,2,False,0.006666666666666667,2,1,0,1,0,1,0.0002297477369847907,,,,False
2019-12-31,True,300,0.1578416701160039,2,0.0002297477369847907,2,0.16564326037436863,2,0.0,2,False,0.006666666666666667,2,1,0,1,0,1,0.0002297477369847907,,,,False
2020-01-23,True,300,0.12475433649491578,2,0.0009579378211268832,2,0.19167510121457487,2,0.0,2,False,0.006666666666666667,2,1,0,1,0,1,0.0009579378211268832,,,,False
2020-02-28,True,300,0.06702425651111503,2,0.0,1,0.12019230769230768,1,0.0,1,False,0.006666666666666667,1,1,0,0,0,1,0.0,,,,False
2020-03-31,True,300,0.0773109243697479,3,0.0,1,0.13472301951779564,2,0.0,1,False,0.01,1,1,0,0,0,1,0.0,,,,False
2020-04-30,True,300,0.1381653454133634,3,,0,0.10328016080058161,2,,0,False,0.01,0,0,0,0,0,0,,,,,False
2020-05-29,True,300,0.1381653454133634,3,0.0,1,0.10328016080058161,2,0.0,1,False,0.01,1,1,0,0,0,1,0.0,,,,False
2020-06-30,True,300,0.12790620211844644,4,0.0,3,0.14925373134328357,3,0.0,3,False,0.013333333333333334,3,2,1,0,0,3,0.0,,,,False
2020-07-31,True,300,0.12790620211844644,4,0.0,3,0.14925373134328357,3,0.0,4,False,0.013333333333333334,3,2,1,0,0,3,0.0,,,,False
2020-08-31,True,300,0.14844775207176114,4,0.0,2,0.10328016080058161,4,0.0,3,False,0.013333333333333334,2,2,0,0,0,2,0.0,,,,False
2020-09-30,True,300,0.19120718462823727,4,-0.2693561773772824,1,0.041414908196831614,4,-0.148936170212766,2,False,0.013333333333333334,1,0,0,0,1,0,-0.2693561773772824,,,,False
2020-10-30,True,300,0.19030993717093023,4,-0.2693561773772824,1,0.025451968397841022,4,-0.297872340425532,1,False,0.013333333333333334,1,0,0,0,1,0,-0.2693561773772824,,,,False
2020-11-30,True,300,0.19126323641965148,8,-0.14994866915451874,2,0.026178010471204185,8,-0.15271988659204883,2,False,0.02666666666666667,2,0,0,0,2,0,-0.14994866915451874,,,,False
2020-12-31,True,300,0.2193350144453166,6,-0.08175559380378658,2,0.026178010471204185,6,-0.07987220447284345,2,False,0.02,2,1,0,0,1,1,-0.08175559380378658,,,,False
2021-01-29,True,300,0.1866226259289843,5,-0.03904109589041096,2,0.03125,5,-0.040609137055837546,2,False,0.016666666666666666,2,1,0,0,1,1,-0.03904109589041096,,,,False
2021-02-26,True,300,0.1866226259289843,5,0.0,5,0.03125,5,0.0,5,False,0.016666666666666666,5,4,0,1,0,4,0.0,,,,False
2021-03-31,True,300,0.1753385602280826,5,0.0,4,0.031545741324921134,5,0.0,4,False,0.016666666666666666,4,3,0,1,0,3,0.0,,,,False
2021-04-30,True,300,0.16849816849816854,9,0.0,5,0.031545741324921134,9,0.0,5,False,0.03,5,2,0,1,2,2,0.0,,,,False
2021-05-31,True,300,0.1807814178948199,8,-0.030560271646859084,3,0.026212364815654587,8,-0.030605455755156292,3,False,0.02666666666666667,3,0,0,1,2,0,-0.030560271646859084,,,,False
2021-06-30,True,300,0.19839402003364925,6,0.06437558079190445,2,0.02733401948061634,6,0.03729683490162529,2,False,0.02,2,0,0,2,0,0,0.06437558079190445,,,,False
2021-07-30,True,300,0.1476402892556779,4,0.0,4,0.03739316239316239,4,0.0,4,False,0.013333333333333334,4,3,0,1,0,3,0.0,,,,False
2021-08-31,True,300,0.1395348837209302,5,0.0,4,0.046296296296296294,5,0.0,4,False,0.016666666666666666,4,4,0,0,0,4,0.0,,,,False
2021-09-30,True,300,0.1395348837209302,5,0.0,4,0.046296296296296294,5,0.0,4,False,0.016666666666666666,4,3,1,0,0,4,0.0,,,,False
2021-10-29,True,300,0.12471198156682027,2,0.0,1,0.1530612244897959,2,0.0,1,False,0.006666666666666667,1,0,1,0,0,1,0.0,,,,False
2021-11-30,True,300,0.12471198156682027,2,0.0,2,0.1530612244897959,2,0.0,2,False,0.006666666666666667,2,1,1,0,0,2,0.0,,,,False
2021-12-31,True,300,0.12471198156682027,2,0.0,2,0.1530612244897959,2,0.0,2,False,0.006666666666666667,2,2,0,0,0,2,0.0,,,,False
2022-01-28,True,300,0.12319377963549738,2,0.0,2,0.17375033413525795,2,0.0,2,False,0.006666666666666667,2,2,0,0,0,2,0.0,,,,False
2022-02-28,True,300,0.13186813186813187,1,0.0,1,0.23255813953488372,1,0.0,1,False,0.0033333333333333335,1,1,0,0,0,1,0.0,,,,False
2022-03-31,True,300,0.1439795924685312,32,,0,0.09090909090909091,31,,0,False,0.10666666666666667,0,0,0,0,0,0,,,,,False
2022-04-29,True,300,0.18473895582329314,91,0.0491420929877487,1,0.07194244604316546,89,0.0304568527918782,1,False,0.30333333333333334,1,0,0,1,0,0,0.0491420929877487,,,,False
2022-05-31,True,300,0.1902604756511891,117,,0,0.07092198581560284,115,,0,False,0.39,0,0,0,0,0,0,,,,,False
2022-06-30,True,300,0.19095477386934678,117,0.0,43,0.07194244604316546,115,0.0,43,True,0.39,43,7,25,5,6,32,0.0,-0.023255813953488372,0.0005411135763524898,0.8372093023255814,True
2022-07-29,True,300,0.19060762476026794,114,0.0,86,0.07246376811594203,112,0.0,86,True,0.38,86,62,14,3,7,76,0.0,-0.046511627906976744,-0.0009940148080458727,0.27906976744186046,True
2022-08-31,True,300,0.19060762476026794,136,0.0,118,0.06452687232005329,134,0.0,118,True,0.4533333333333333,118,49,23,15,31,72,0.0,-0.13559322033898305,-0.019232390314763495,0.5847457627118644,True
2022-09-30,True,300,0.19095477386934678,139,0.0,105,0.06329113924050632,137,0.0,105,True,0.4633333333333333,105,18,32,16,39,50,0.0,-0.21904761904761905,-0.035728766915577845,0.8285714285714286,True
2022-10-31,True,300,0.1902552204176334,133,0.0,100,0.06578947368421052,131,0.0,100,True,0.44333333333333336,100,16,28,16,40,44,0.0,-0.24,-0.04585972545381372,0.84,True
2022-11-30,True,300,0.19547738693467342,114,0.0,99,0.06097560975609757,113,0.0,99,True,0.38,99,51,17,9,22,68,0.0,-0.13131313131313133,-0.04563039545719635,0.48484848484848486,True
2022-12-30,True,300,0.20000000000000004,115,0.0,106,0.06097560975609757,114,0.0,106,True,0.38333333333333336,106,69,13,6,18,82,0.0,-0.11320754716981132,-0.027595240857234825,0.3490566037735849,True
2023-01-31,True,300,0.17836812144212533,111,0.0,103,0.0738097832007844,110,0.0,103,True,0.37,103,85,6,4,8,91,0.0,-0.038834951456310676,-0.01259434362785977,0.17475728155339806,True
2023-02-28,True,300,0.17391304347826092,77,0.0,68,0.07874015748031496,77,0.0,68,True,0.25666666666666665,68,47,5,6,10,52,0.0,-0.058823529411764705,-0.012097757586584691,0.3088235294117647,True
2023-03-31,True,300,0.18315018315018314,83,0.0,61,0.0684931506849315,83,0.0,61,True,0.27666666666666667,61,23,2,11,25,25,0.0,-0.22950819672131148,-0.040952564186793904,0.6229508196721312,True
2023-04-28,True,300,0.18085106382978716,135,-0.022129169972801982,82,0.06944444444444445,135,-0.022720772391250026,82,True,0.45,82,13,1,21,47,14,-0.022129169972801982,-0.3170731707317073,-0.07687371832195924,0.8414634146341463,True
2023-05-31,True,300,0.18307277255118987,156,-0.011390284757118929,59,0.07117527862208714,156,-0.012738853503184724,59,True,0.52,59,5,2,21,31,7,-0.011390284757118929,-0.1694915254237288,-0.01016991908896626,0.9152542372881356,True
2023-06-30,True,300,0.18525519848771274,153,0.0,89,0.07220310707955374,152,0.0,89,True,0.51,89,23,25,17,24,48,0.0,-0.07865168539325842,-0.008612007533615277,0.7415730337078652,True
2023-07-31,True,300,0.183453237410072,153,0.0,126,0.07143221592938415,152,0.0,126,True,0.51,126,96,9,9,12,105,0.0,-0.023809523809523808,-0.01691482317056539,0.23809523809523808,True
2023-08-31,True,300,0.18085106382978716,163,0.0,146,0.07092198581560284,161,0.0,146,True,0.5433333333333333,146,78,19,15,34,97,0.0,-0.13013698630136986,-0.04835747105163889,0.4657534246575342,True
2023-09-28,True,300,0.1818181818181818,160,0.0,140,0.06896551724137931,157,0.0,140,True,0.5333333333333333,140,26,35,20,59,61,0.0,-0.2785714285714286,-0.07392820869013246,0.8142857142857143,True
2023-10-31,True,300,0.18133462282398446,150,0.0,129,0.06944444444444445,147,0.0,130,True,0.5,129,16,36,18,59,52,0.0,-0.3178294573643411,-0.07813591439108138,0.875968992248062,True
2023-11-30,True,300,0.1853658536585366,147,0.0,135,0.07042253521126761,145,0.0,136,True,0.49,135,35,38,11,51,73,0.0,-0.2962962962962963,-0.04828637444191855,0.7407407407407407,True
2023-12-29,True,300,0.18248175182481752,143,0.0,129,0.06578947368421052,141,0.0,129,True,0.4766666666666667,129,45,35,9,40,80,0.0,-0.24031007751937986,-0.02427787646009052,0.6511627906976745,True
2024-01-31,True,300,0.15319426336375483,140,0.0,127,0.07751937984496124,137,0.0,128,True,0.4666666666666667,127,110,5,5,7,115,0.0,-0.015748031496062992,-0.005083617778923,0.13385826771653545,True
2024-02-29,True,300,0.14930602344697477,111,0.0,100,0.07662947739283618,108,0.0,105,True,0.37,100,89,1,4,6,90,0.0,-0.02,-0.01318980473154741,0.11,True
2024-03-29,True,300,0.14094161451674408,110,0.0,83,0.07692307692307693,107,0.0,97,True,0.36666666666666664,83,61,0,5,17,61,0.0,-0.14457831325301204,-0.04113249716302379,0.26506024096385544,True
2024-04-30,True,300,0.14224031581544538,128,-0.05676196286585437,74,0.07520497596833475,124,-0.08927290067668842,100,True,0.4266666666666667,74,11,1,10,52,12,-0.05676196286585437,-0.5675675675675675,-0.14582927988763533,0.8513513513513513,True
2024-05-31,True,300,0.14900108107986804,150,-0.041322177851328454,72,0.06873582766439909,146,-0.06060606060606053,92,True,0.5,72,2,3,13,54,5,-0.041322177851328454,-0.5694444444444444,-0.11108314111822463,0.9722222222222222,True
2024-06-28,True,300,0.14908579465541485,155,0.0,97,0.06993006993006992,151,0.0,107,True,0.5166666666666667,97,21,22,12,42,43,0.0,-0.30927835051546393,-0.061587867978727444,0.7835051546391752,True
2024-07-31,True,300,0.14118211475724438,144,0.0,118,0.07025085006736383,140,0.0,119,True,0.48,118,96,9,9,4,105,0.0,0.0423728813559322,0.00428773799369266,0.1864406779661017,True
2024-08-30,True,300,0.1333333333333334,156,0.0,139,0.07407813871817384,152,0.0,142,True,0.52,139,73,22,14,30,95,0.0,-0.11510791366906475,-0.023112677569040608,0.4748201438848921,True
2024-09-30,True,300,0.13215859030836996,157,-0.0020242914979757085,135,0.07142857142857142,154,-0.002781641168289355,141,True,0.5233333333333333,135,16,32,19,68,48,-0.0020242914979757085,-0.362962962962963,-0.06509688639452536,0.8814814814814815,True
2024-10-31,True,300,0.1333333333333333,158,-0.006699117694166475,123,0.06993006993006992,155,-0.009950248756218916,129,True,0.5266666666666666,123,11,28,18,66,39,-0.006699117694166475,-0.3902439024390244,-0.07531289941318853,0.9105691056910569,True
2024-11-29,True,300,0.13333333333333333,159,0.0,140,0.06493780307822053,156,0.0,144,True,0.53,140,33,20,28,59,53,0.0,-0.22142857142857142,-0.06749666656176165,0.7642857142857142,True
2024-12-31,True,300,0.14684137637157776,150,0.0,138,0.06666666666666667,147,0.0,140,True,0.5,138,48,25,29,36,73,0.0,-0.050724637681159424,-0.012109938925398932,0.6521739130434783,True
2025-01-27,True,300,0.12244897959183683,149,0.0,135,0.07692307692307693,145,0.0,136,True,0.49666666666666665,135,60,20,24,31,80,0.0,-0.05185185185185185,-0.0069206977845978025,0.5555555555555556,True
2025-02-28,True,300,0.12132352941176475,118,0.0,114,0.07462686567164178,115,0.0,115,True,0.3933333333333333,114,108,2,2,2,110,0.0,0.0,0.0014008136235413677,0.05263157894736842,True
2025-03-31,True,300,0.109979633401222,113,0.0,100,0.07092198581560284,109,0.0,103,True,0.37666666666666665,100,67,2,15,16,69,0.0,-0.01,-0.002444730530685267,0.33,True
2025-04-30,True,300,0.1048108300216472,134,0.0,108,0.07220310707955374,130,0.0,114,True,0.44666666666666666,108,26,1,35,46,27,0.0,-0.10185185185185185,-0.029293198473651447,0.7592592592592593,True
2025-05-30,True,300,0.11235955056179774,153,-0.03925656734787572,96,0.07194244604316546,149,-0.04533887937362373,100,True,0.51,96,1,1,34,60,2,-0.03925656734787572,-0.2708333333333333,-0.04253751328984321,0.9895833333333334,True
2025-06-30,True,300,0.11235955056179774,155,0.0,101,0.07194244604316546,151,0.0,103,True,0.5166666666666667,101,22,20,18,41,42,0.0,-0.22772277227722773,-0.029989719445830735,0.7821782178217822,True
2025-07-31,True,300,0.10989010989010987,151,0.0,120,0.06993006993006992,147,0.0,122,True,0.5033333333333333,120,98,5,5,12,103,0.0,-0.058333333333333334,-0.008306121842431848,0.18333333333333332,True
2025-08-29,True,300,0.10389610389610399,159,0.0,149,0.06622516556291391,155,0.0,149,True,0.53,149,92,17,21,19,109,0.0,0.013422818791946308,0.0010267903532940263,0.3825503355704698,True
2025-09-30,True,300,0.11027721681659634,158,0.0,136,0.06493506493506493,153,0.0,138,True,0.5266666666666666,136,27,33,39,37,60,0.0,0.014705882352941176,-0.012057646818302847,0.8014705882352942,True
2025-10-31,True,300,0.10412730302233072,148,0.0,123,0.06097560975609757,143,0.0,125,True,0.49333333333333335,123,13,29,43,38,42,0.0,0.04065040650406504,-0.002927791059647342,0.8943089430894309,True
2025-11-28,True,300,0.10989010989010987,149,0.0,131,0.06289308176100629,145,0.0,133,True,0.49666666666666665,131,25,33,40,33,58,0.0,0.05343511450381679,0.010129776107836328,0.8091603053435115,True
2025-12-31,True,300,0.11050061050061044,144,0.0,131,0.06289308176100629,140,0.0,131,True,0.48,131,46,32,34,19,78,0.0,0.11450381679389313,0.033240496341334504,0.648854961832061,True
2026-01-30,True,300,0.095617529880478,137,0.0,127,0.07221063607924921,134,0.0,127,True,0.45666666666666667,127,88,7,18,14,95,0.0,0.031496062992125984,0.02829779488168285,0.30708661417322836,True
2026-02-27,True,300,0.0891530460624072,119,0.0,115,0.06873582766439909,116,0.0,115,True,0.39666666666666667,115,109,2,1,3,111,0.0,-0.017391304347826087,0.0027898939101749093,0.05217391304347826,True
2026-03-31,True,300,0.09174633435195836,100,0.0,96,0.06648489562158627,96,0.0,96,True,0.3333333333333333,96,67,2,15,12,69,0.0,0.03125,-0.0027256134597143412,0.3020833333333333,True
2026-04-30,True,300,0.09783946396827568,108,0.0,87,0.06993348982785602,104,0.0,89,True,0.36,87,24,3,34,26,27,0.0,0.09195402298850575,0.012346611600374265,0.7241379310344828,True
2026-05-29,True,300,0.09206477324320236,108,0.0,77,0.06920498084291188,104,0.0,80,True,0.36,77,3,3,37,34,6,0.0,0.03896103896103896,-0.010393299819010157,0.961038961038961,True
2026-06-30,True,300,0.09345794392523359,113,0.0,76,0.06711409395973154,109,0.0,76,True,0.37666666666666665,76,18,17,24,17,35,0.0,0.09210526315789473,0.006713508271035415,0.7631578947368421,True
2026-07-31,True,300,0.09345794392523359,109,0.0,91,0.06757065242204265,106,0.0,91,True,0.36333333333333334,91,75,6,5,5,81,0.0,0.0,-0.0048315677427281595,0.17582417582417584,True
