origin,prior_origin,feature,current_companies,prior_companies,common_companies,new_company_count,lost_company_count,full_median_change,common_company_median_change,universe_composition_residual,annual_target_roll
2023-05-31,2023-04-28,reported_earnings_yield,156,135,131,25,4,0.0017308341776426928,0.0,0.0017308341776426928,False
2023-06-30,2023-05-31,eps_growth,153,156,148,5,8,0.002182425936522875,0.0,0.002182425936522875,False
2023-06-30,2023-05-31,profit_revision,89,59,53,36,6,0.011390284757118929,0.0,0.011390284757118929,False
2023-06-30,2023-05-31,reported_earnings_yield,152,156,148,4,8,0.0010278284574666008,-0.0007708911501695948,0.0017987196076361955,False
2023-07-31,2023-06-30,eps_growth,153,153,146,7,7,-0.0018019610776407458,-0.0013010867901424028,-0.000500874287498343,False
2023-07-31,2023-06-30,profit_revision,126,89,85,41,4,0.0,0.0,0.0,False
2023-07-31,2023-06-30,reported_earnings_yield,152,152,145,7,7,-0.0007708911501695948,-0.0015417823003391895,0.0007708911501695948,False
2023-08-31,2023-07-31,eps_growth,163,153,149,14,4,-0.0026021735802848334,-0.0026923076923076883,9.013411202285493e-05,False
2023-08-31,2023-07-31,profit_revision,146,126,122,24,4,0.0,0.0,0.0,False
2023-08-31,2023-07-31,reported_earnings_yield,161,152,148,13,4,-0.0005102301137813042,-0.0015529558008473832,0.001042725687066079,False
2023-09-28,2023-08-31,eps_growth,160,163,153,7,10,0.0009671179883946335,0.0018181818181817189,-0.0008510638297870854,False
2023-09-28,2023-08-31,profit_revision,140,146,136,4,10,0.0,0.0,0.0,False
2023-09-28,2023-08-31,reported_earnings_yield,157,161,150,7,11,-0.0019564685742235327,-0.00023946360153256907,-0.0017170049726909636,False
2023-10-31,2023-09-28,eps_growth,150,160,143,7,17,-0.0004835589941973306,-0.0009671179883946057,0.0004835589941972751,False
2023-10-31,2023-09-28,profit_revision,129,140,119,10,21,0.0,0.0,0.0,False
2023-10-31,2023-09-28,reported_earnings_yield,147,157,140,7,17,0.00047892720306513814,0.00026050481161370154,0.0002184223914514366,False
2023-11-30,2023-10-31,eps_growth,147,150,133,14,17,0.004031230834552146,0.0045591777197327155,-0.0005279468851805691,False
2023-11-30,2023-10-31,profit_revision,135,129,114,21,15,0.0,0.0005573853559665569,-0.0005573853559665569,False
2023-11-30,2023-10-31,reported_earnings_yield,145,147,131,14,16,0.0009780907668231614,0.003755868544600943,-0.002777777777777782,False
2023-12-29,2023-11-30,eps_growth,143,147,136,7,11,-0.002884101833719094,0.0,-0.002884101833719094,False
2023-12-29,2023-11-30,profit_revision,129,135,122,7,13,0.0,0.0,0.0,False
2023-12-29,2023-11-30,reported_earnings_yield,141,145,134,7,11,-0.004633061527057086,0.0,-0.004633061527057086,False
2024-02-29,2024-01-31,eps_growth,111,140,110,1,30,-0.0038882399167800563,-0.0008186863897201302,-0.003069553527059926,False
2024-02-29,2024-01-31,profit_revision,100,127,93,7,34,0.0,0.0,0.0,False
2024-02-29,2024-01-31,reported_earnings_yield,108,137,107,1,30,-0.0008899024521250576,0.0,-0.0008899024521250576,False
2024-03-29,2024-02-29,eps_growth,110,111,95,15,16,-0.008364408930230688,-0.004667795972143757,-0.003696612958086931,False
2024-03-29,2024-02-29,profit_revision,83,100,75,8,25,0.0,0.0,0.0,False
2024-03-29,2024-02-29,reported_earnings_yield,107,108,92,15,16,0.0002935995302407457,-0.0008853505214236612,0.001178950051664407,False
2024-04-30,2024-03-29,eps_growth,128,110,95,33,15,0.0012987012987012991,0.0,0.0012987012987012991,False
2024-04-30,2024-03-29,profit_revision,74,83,56,18,27,-0.05676196286585437,-0.0477922449789413,-0.008969717886913073,False
2024-04-30,2024-03-29,reported_earnings_yield,124,107,92,32,15,-0.0017181009547421744,-0.0074075867423741,0.005689485787631926,False
2024-05-31,2024-04-30,eps_growth,150,128,119,31,9,0.006760765264422652,0.0,0.006760765264422652,False
2024-05-31,2024-04-30,profit_revision,72,74,55,17,19,0.01543978501452592,0.0,0.01543978501452592,False
2024-05-31,2024-04-30,reported_earnings_yield,146,124,115,31,9,-0.006469148303935662,-0.0033431771326684068,-0.0031259711712672555,False
2024-06-28,2024-05-31,eps_growth,155,150,142,13,8,8.471357554681869e-05,0.0,8.471357554681869e-05,False
2024-06-28,2024-05-31,profit_revision,97,72,61,36,11,0.041322177851328454,0.04360929102778199,-0.0022871131764535396,False
2024-06-28,2024-05-31,reported_earnings_yield,151,146,138,13,8,0.0011942422656708307,0.0,0.0011942422656708307,False
2024-07-31,2024-06-28,eps_growth,144,155,143,1,12,-0.00790367989817048,-0.0012336540833949583,-0.006670025814775521,False
2024-07-31,2024-06-28,profit_revision,118,97,86,32,11,0.0,0.0,0.0,False
2024-07-31,2024-06-28,reported_earnings_yield,140,151,139,1,12,0.0003207801372939051,0.0,0.0003207801372939051,False
2024-08-30,2024-07-31,eps_growth,156,144,141,15,3,-0.007848781423910989,-0.007407407407407418,-0.00044137401650357067,False
2024-08-30,2024-07-31,profit_revision,139,118,111,28,7,0.0,0.0,0.0,False
2024-08-30,2024-07-31,reported_earnings_yield,152,140,137,15,3,0.003827288650810015,0.003062630799857094,0.0007646578509529212,False
2024-09-30,2024-08-30,eps_growth,157,156,145,12,11,-0.001174743024963426,-0.0011747430249634816,5.551115123125783e-17,False
2024-09-30,2024-08-30,profit_revision,135,139,125,10,14,-0.0020242914979757085,0.0,-0.0020242914979757085,False
2024-09-30,2024-08-30,reported_earnings_yield,154,152,141,13,11,-0.002649567289602417,-0.0015641293013555907,-0.0010854379882468262,False
2024-10-31,2024-09-30,eps_growth,158,157,149,9,8,0.0011747430249633428,0.0011747430249632873,5.551115123125783e-17,False
2024-10-31,2024-09-30,profit_revision,123,135,120,3,15,-0.004674826196190767,0.0,-0.004674826196190767,False
2024-10-31,2024-09-30,reported_earnings_yield,155,154,146,9,8,-0.0014985014985015033,-0.0019807778428468092,0.000482276344345306,False
2024-11-29,2024-10-31,eps_growth,159,158,151,8,7,2.7755575615628914e-17,-0.004892966360856205,0.004892966360856232,False
2024-11-29,2024-10-31,profit_revision,140,123,115,25,8,0.006699117694166475,0.028528108331627774,-0.0218289906374613,False
2024-11-29,2024-10-31,reported_earnings_yield,156,155,148,8,7,-0.004992266851849392,-0.006490768350350895,0.0014985014985015033,False
2024-12-31,2024-11-29,eps_growth,150,159,141,9,18,0.013508043038244433,0.0,0.013508043038244433,False
2024-12-31,2024-11-29,profit_revision,138,140,119,19,21,0.0,0.0,0.0,False
2024-12-31,2024-11-29,reported_earnings_yield,147,156,138,9,18,0.0017288635884461362,0.0,0.0017288635884461362,False
2025-02-28,2025-01-27,eps_growth,118,149,118,0,31,-0.0011254501800720823,0.0,-0.0011254501800720823,False
2025-02-28,2025-01-27,profit_revision,114,135,102,12,33,0.0,0.0,0.0,False
2025-02-28,2025-01-27,reported_earnings_yield,115,145,115,0,30,-0.002296211251435143,0.0,-0.002296211251435143,False
2025-03-31,2025-02-28,eps_growth,113,118,101,12,17,-0.011343896010542753,-0.003825920612147274,-0.0075179753983954795,False
2025-03-31,2025-02-28,profit_revision,100,114,95,5,19,0.0,0.0,0.0,False
2025-03-31,2025-02-28,reported_earnings_yield,109,115,98,11,17,-0.0037048798560389423,-0.0007599554159489208,-0.0029449244400900215,False
2025-04-30,2025-03-31,eps_growth,134,113,98,36,15,-0.005168803379574788,-0.006476792356124819,0.0013079889765500313,False
2025-04-30,2025-03-31,profit_revision,108,100,85,23,15,0.0,0.0,0.0,False
2025-04-30,2025-03-31,reported_earnings_yield,130,109,94,36,15,0.001281121263950899,-0.000721739945877875,0.002002861209828774,False
2025-05-30,2025-04-30,eps_growth,153,134,128,25,6,0.00754872054015053,0.0037741123846799646,0.0037746081554705657,False
2025-05-30,2025-04-30,profit_revision,96,108,84,12,24,-0.03925656734787572,-0.03629451482496712,-0.002962052522908598,False
2025-05-30,2025-04-30,reported_earnings_yield,149,130,124,25,6,-0.00026066103638827665,-0.0002606610363882905,1.3877787807814457e-17,False
2025-06-30,2025-05-30,eps_growth,155,153,149,6,4,0.0,0.0,0.0,False
2025-06-30,2025-05-30,profit_revision,101,96,83,18,13,0.03925656734787572,0.038924852827184546,0.0003317145206911745,False
2025-06-30,2025-05-30,reported_earnings_yield,151,149,145,6,4,0.0,0.0,0.0,False
2025-07-31,2025-06-30,eps_growth,151,155,149,2,6,-0.0024694406716878614,0.0,-0.0024694406716878614,False
2025-07-31,2025-06-30,profit_revision,120,101,86,34,15,0.0,0.0,0.0,False
2025-07-31,2025-06-30,reported_earnings_yield,147,151,145,2,6,-0.002012376113095543,0.0,-0.002012376113095543,False
2025-08-29,2025-07-31,eps_growth,159,151,150,9,1,-0.005994005994005888,-0.00787170970261633,0.0018777037086104426,False
2025-08-29,2025-07-31,profit_revision,149,120,119,30,1,0.0,0.0,0.0,False
2025-08-29,2025-07-31,reported_earnings_yield,155,147,146,9,1,-0.003704904367156009,-0.0039801117580461065,0.0002752073908900976,False
2025-09-30,2025-08-29,eps_growth,158,159,145,13,14,0.006381112920492357,0.0,0.006381112920492357,False
2025-09-30,2025-08-29,profit_revision,136,149,131,5,18,0.0,0.0,0.0,False
2025-09-30,2025-08-29,reported_earnings_yield,153,155,140,13,15,-0.0012901006278489835,-0.0014995685792524166,0.0002094679514034331,False
2025-10-31,2025-09-30,eps_growth,148,158,145,3,13,-0.0061499137942656185,0.004024053988022261,-0.01017396778228788,False
2025-10-31,2025-09-30,profit_revision,123,136,120,3,16,0.0,0.0,0.0,False
2025-10-31,2025-09-30,reported_earnings_yield,143,153,140,3,13,-0.003959455178967362,-0.0027912512251095645,-0.001168203953857798,False
2025-11-28,2025-10-31,eps_growth,149,148,138,11,10,0.005762806867779149,0.010982808536391511,-0.005220001668612362,False
2025-11-28,2025-10-31,profit_revision,131,123,113,18,10,0.0,0.0,0.0,False
2025-11-28,2025-10-31,reported_earnings_yield,145,143,133,12,10,0.0019174720049087227,-0.0030128422400482052,0.004930314244956928,False
2025-12-31,2025-11-28,eps_growth,144,149,140,4,9,0.0006105006105005667,0.0,0.0006105006105005667,False
2025-12-31,2025-11-28,profit_revision,131,131,115,16,16,0.0,0.0,0.0,False
2025-12-31,2025-11-28,reported_earnings_yield,140,145,136,4,9,0.0,0.0,0.0,False
2026-02-27,2026-01-30,eps_growth,119,137,117,2,20,-0.006464483818070799,0.0,-0.006464483818070799,False
2026-02-27,2026-01-30,profit_revision,115,127,107,8,20,0.0,0.0,0.0,False
2026-02-27,2026-01-30,reported_earnings_yield,116,134,114,2,20,-0.0034748084148501224,0.0,-0.0034748084148501224,False
2026-03-31,2026-02-27,eps_growth,100,119,94,6,25,0.00259328828955116,-0.0017166884152529233,0.004309976704804083,False
2026-03-31,2026-02-27,profit_revision,96,115,90,6,25,0.0,0.0,0.0,False
2026-03-31,2026-02-27,reported_earnings_yield,96,116,91,5,25,-0.00225093204281282,-0.0021653438919625873,-8.558815085023264e-05,False
2026-04-30,2026-03-31,eps_growth,108,100,86,22,14,0.006093129616317319,0.008982653868638044,-0.0028895242523207243,False
2026-04-30,2026-03-31,profit_revision,87,96,76,11,20,0.0,0.0,0.0,False
2026-04-30,2026-03-31,reported_earnings_yield,104,96,82,22,14,0.0034485942062697506,0.0025101557678313124,0.0009384384384384381,False
2026-05-29,2026-04-30,eps_growth,108,108,91,17,17,-0.00577469072507332,-0.002351653252782415,-0.0034230374722909046,False
2026-05-29,2026-04-30,profit_revision,77,87,65,12,22,0.0,0.0,0.0,False
2026-05-29,2026-04-30,reported_earnings_yield,104,104,87,17,17,-0.0007285089849441428,0.0,-0.0007285089849441428,False
2026-06-30,2026-05-29,eps_growth,113,108,104,9,4,0.0013931706820312223,0.0,0.0013931706820312223,False
2026-06-30,2026-05-29,profit_revision,76,77,65,11,12,0.0,0.0,0.0,False
2026-06-30,2026-05-29,reported_earnings_yield,109,104,100,9,4,-0.0020908868831803346,0.0,-0.0020908868831803346,False
2026-07-31,2026-06-30,eps_growth,109,113,109,0,4,0.0,0.0,0.0,False
2026-07-31,2026-06-30,profit_revision,91,76,72,19,4,0.0,0.0,0.0,False
2026-07-31,2026-06-30,reported_earnings_yield,106,109,106,0,3,0.00045655846231110186,0.0,0.00045655846231110186,False
