ts_code,reports,first,last
000729.SZ,12,2024-04-19 00:00:00.000,2026-07-08 00:00:00.000
000733.SZ,9,2022-07-30 00:00:00.000,2025-10-28 00:00:00.000
000750.SZ,2,2017-01-24 00:00:00.000,2017-03-29 00:00:00.000
000768.SZ,10,2022-04-07 00:00:00.000,2025-11-03 00:00:00.000
000776.SZ,18,2017-03-27 00:00:00.000,2026-04-28 00:00:00.000
000778.SZ,8,2022-03-27 00:00:00.000,2025-10-28 00:00:00.000
000783.SZ,5,2017-03-22 00:00:00.000,2017-10-29 00:00:00.000
000786.SZ,16,2022-03-24 00:00:00.000,2026-03-27 00:00:00.000
000800.SZ,11,2023-07-05 00:00:00.000,2025-11-02 00:00:00.000
000807.SZ,7,2023-05-08 00:00:00.000,2026-04-27 00:00:00.000
000826.SZ,14,2017-08-17 00:00:00.000,2018-08-07 00:00:00.000
000858.SZ,41,2017-08-07 00:00:00.000,2026-05-06 00:00:00.000
000860.SZ,14,2018-04-25 00:00:00.000,2021-09-02 00:00:00.000
000876.SZ,3,2019-11-15 00:00:00.000,2020-04-01 00:00:00.000
000877.SZ,3,2023-03-24 00:00:00.000,2023-08-25 00:00:00.000
000895.SZ,20,2017-08-15 00:00:00.000,2025-05-06 00:00:00.000
000960.SZ,1,2026-08-07 00:00:00.000,2026-08-07 00:00:00.000
000961.SZ,19,2018-05-11 00:00:00.000,2020-04-28 00:00:00.000
000963.SZ,27,2017-03-12 00:00:00.000,2026-04-30 00:00:00.000
000975.SZ,4,2024-08-12 00:00:00.000,2026-04-25 00:00:00.000
000988.SZ,11,2020-06-09 00:00:00.000,2022-07-28 00:00:00.000
000999.SZ,10,2017-03-09 00:00:00.000,2025-03-16 00:00:00.000
001979.SZ,20,2018-02-22 00:00:00.000,2026-03-19 00:00:00.000
002001.SZ,6,2017-11-23 00:00:00.000,2026-04-16 00:00:00.000
002007.SZ,14,2017-03-31 00:00:00.000,2021-03-30 00:00:00.000
002008.SZ,20,2017-03-20 00:00:00.000,2026-07-10 00:00:00.000
002027.SZ,45,2017-08-31 00:00:00.000,2026-05-04 00:00:00.000
002028.SZ,39,2020-03-22 00:00:00.000,2026-07-14 00:00:00.000
002044.SZ,27,2017-08-31 00:00:00.000,2026-05-09 00:00:00.000
002049.SZ,9,2022-06-13 00:00:00.000,2025-10-30 00:00:00.000
002050.SZ,29,2017-11-06 00:00:00.000,2026-05-02 00:00:00.000
002064.SZ,2,2026-05-01 00:00:00.000,2026-08-03 00:00:00.000
002074.SZ,12,2017-02-06 00:00:00.000,2026-06-18 00:00:00.000
002129.SZ,8,2023-03-09 00:00:00.000,2024-05-01 00:00:00.000
002131.SZ,1,2023-05-03 00:00:00.000,2023-05-03 00:00:00.000
002142.SZ,20,2017-01-16 00:00:00.000,2021-10-31 00:00:00.000
002146.SZ,17,2018-07-26 00:00:00.000,2020-05-13 00:00:00.000
002152.SZ,1,2023-12-05 00:00:00.000,2023-12-05 00:00:00.000
002174.SZ,17,2017-04-10 00:00:00.000,2020-08-28 00:00:00.000
002179.SZ,15,2018-02-28 00:00:00.000,2025-11-04 00:00:00.000
002180.SZ,9,2022-06-27 00:00:00.000,2025-08-14 00:00:00.000
002202.SZ,29,2017-02-27 00:00:00.000,2026-04-27 00:00:00.000
002230.SZ,19,2017-08-10 00:00:00.000,2025-04-22 00:00:00.000
002241.SZ,21,2019-10-28 00:00:00.000,2025-08-24 00:00:00.000
002252.SZ,3,2023-12-04 00:00:00.000,2024-09-01 00:00:00.000
002271.SZ,16,2020-09-14 00:00:00.000,2026-04-19 00:00:00.000
002294.SZ,11,2017-03-21 00:00:00.000,2026-04-21 00:00:00.000
002304.SZ,32,2017-10-20 00:00:00.000,2026-04-28 00:00:00.000
002311.SZ,5,2019-08-08 00:00:00.000,2020-04-21 00:00:00.000
002353.SZ,65,2017-04-10 00:00:00.000,2026-08-14 00:00:00.000
002371.SZ,35,2018-05-08 00:00:00.000,2026-05-02 00:00:00.000
002384.SZ,14,2020-08-26 00:00:00.000,2026-03-30 00:00:00.000
002399.SZ,2,2022-06-10 00:00:00.000,2022-08-30 00:00:00.000
002400.SZ,1,2017-06-01 00:00:00.000,2017-06-01 00:00:00.000
002410.SZ,20,2017-09-13 00:00:00.000,2022-08-26 00:00:00.000
002414.SZ,1,2023-04-24 00:00:00.000,2023-04-24 00:00:00.000
002415.SZ,10,2017-07-24 00:00:00.000,2025-10-20 00:00:00.000
002422.SZ,18,2017-09-01 00:00:00.000,2026-04-07 00:00:00.000
002426.SZ,1,2018-08-22 00:00:00.000,2018-08-22 00:00:00.000
002450.SZ,1,2017-05-07 00:00:00.000,2017-05-07 00:00:00.000
002456.SZ,9,2017-04-25 00:00:00.000,2020-08-04 00:00:00.000
002459.SZ,30,2020-02-10 00:00:00.000,2026-04-29 00:00:00.000
002460.SZ,11,2024-04-03 00:00:00.000,2026-07-15 00:00:00.000
002463.SZ,15,2018-08-31 00:00:00.000,2025-12-01 00:00:00.000
002465.SZ,4,2023-04-03 00:00:00.000,2025-08-12 00:00:00.000
002466.SZ,15,2017-04-06 00:00:00.000,2026-04-28 00:00:00.000
002475.SZ,15,2018-02-28 00:00:00.000,2024-10-29 00:00:00.000
002493.SZ,25,2017-04-05 00:00:00.000,2026-04-28 00:00:00.000
002555.SZ,40,2017-02-07 00:00:00.000,2026-04-22 00:00:00.000
002558.SZ,12,2023-09-01 00:00:00.000,2026-07-09 00:00:00.000
002568.SZ,20,2021-07-28 00:00:00.000,2026-08-05 00:00:00.000
002572.SZ,26,2017-05-17 00:00:00.000,2023-02-01 00:00:00.000
002594.SZ,81,2017-04-06 00:00:00.000,2026-08-03 00:00:00.000
002600.SZ,5,2023-06-26 00:00:00.000,2024-11-04 00:00:00.000
002601.SZ,7,2017-04-05 00:00:00.000,2021-07-27 00:00:00.000
002602.SZ,6,2017-02-13 00:00:00.000,2026-05-06 00:00:00.000
002607.SZ,25,2019-01-03 00:00:00.000,2024-05-05 00:00:00.000
002608.SZ,8,2018-10-23 00:00:00.000,2021-04-16 00:00:00.000
002624.SZ,43,2017-03-17 00:00:00.000,2026-05-05 00:00:00.000
002648.SZ,19,2021-05-23 00:00:00.000,2026-04-14 00:00:00.000
002653.SZ,9,2022-05-17 00:00:00.000,2025-08-28 00:00:00.000
002709.SZ,58,2017-04-12 00:00:00.000,2026-07-10 00:00:00.000
002736.SZ,1,2017-04-19 00:00:00.000,2017-04-19 00:00:00.000
002739.SZ,16,2017-03-07 00:00:00.000,2025-07-15 00:00:00.000
002756.SZ,11,2020-07-31 00:00:00.000,2026-07-14 00:00:00.000
002791.SZ,14,2022-04-27 00:00:00.000,2025-09-03 00:00:00.000
002797.SZ,3,2025-04-27 00:00:00.000,2026-05-01 00:00:00.000
002812.SZ,46,2017-09-07 00:00:00.000,2026-07-10 00:00:00.000
002821.SZ,13,2020-08-11 00:00:00.000,2024-04-03 00:00:00.000
002831.SZ,21,2017-05-19 00:00:00.000,2020-06-18 00:00:00.000
002837.SZ,10,2017-05-08 00:00:00.000,2022-05-19 00:00:00.000
002841.SZ,6,2019-04-28 00:00:00.000,2021-04-26 00:00:00.000
002920.SZ,35,2020-03-22 00:00:00.000,2026-08-14 00:00:00.000
002925.SZ,8,2019-02-18 00:00:00.000,2020-05-05 00:00:00.000
002938.SZ,4,2020-07-09 00:00:00.000,2025-04-10 00:00:00.000
003816.SZ,7,2024-08-26 00:00:00.000,2026-04-01 00:00:00.000
300002.SZ,7,2024-07-01 00:00:00.000,2026-05-06 00:00:00.000
300003.SZ,17,2017-08-30 00:00:00.000,2021-04-28 00:00:00.000
300014.SZ,68,2017-01-09 00:00:00.000,2026-06-16 00:00:00.000
300015.SZ,17,2017-08-29 00:00:00.000,2026-04-27 00:00:00.000
300017.SZ,1,2017-12-28 00:00:00.000,2017-12-28 00:00:00.000
300024.SZ,9,2017-03-15 00:00:00.000,2020-08-28 00:00:00.000
300033.SZ,23,2017-08-23 00:00:00.000,2026-07-20 00:00:00.000
300058.SZ,17,2020-03-22 00:00:00.000,2024-04-23 00:00:00.000
300059.SZ,58,2017-08-21 00:00:00.000,2026-04-25 00:00:00.000
300072.SZ,3,2017-02-22 00:00:00.000,2017-04-20 00:00:00.000
300085.SZ,1,2023-10-20 00:00:00.000,2023-10-20 00:00:00.000
300122.SZ,27,2018-03-28 00:00:00.000,2023-10-11 00:00:00.000
300124.SZ,77,2017-08-28 00:00:00.000,2026-04-28 00:00:00.000
300133.SZ,10,2017-04-25 00:00:00.000,2023-04-27 00:00:00.000
300136.SZ,23,2017-04-27 00:00:00.000,2025-09-20 00:00:00.000
300144.SZ,31,2017-08-16 00:00:00.000,2026-04-28 00:00:00.000
300146.SZ,14,2018-08-05 00:00:00.000,2026-08-09 00:00:00.000
300207.SZ,22,2019-05-15 00:00:00.000,2026-04-24 00:00:00.000
300251.SZ,13,2017-12-26 00:00:00.000,2025-04-25 00:00:00.000
300274.SZ,48,2017-04-24 00:00:00.000,2026-07-18 00:00:00.000
300308.SZ,36,2017-03-10 00:00:00.000,2026-04-02 00:00:00.000
300315.SZ,2,2020-07-30 00:00:00.000,2020-08-27 00:00:00.000
300316.SZ,111,2017-04-28 00:00:00.000,2026-04-16 00:00:00.000
300347.SZ,12,2019-04-10 00:00:00.000,2026-02-15 00:00:00.000
300394.SZ,35,2017-01-25 00:00:00.000,2026-07-20 00:00:00.000
300408.SZ,12,2017-01-13 00:00:00.000,2017-12-19 00:00:00.000
300413.SZ,30,2018-09-17 00:00:00.000,2026-05-05 00:00:00.000
300418.SZ,27,2017-05-04 00:00:00.000,2026-04-29 00:00:00.000
300433.SZ,27,2017-07-27 00:00:00.000,2026-07-26 00:00:00.000
300450.SZ,78,2017-02-03 00:00:00.000,2026-03-31 00:00:00.000
300476.SZ,5,2018-05-28 00:00:00.000,2018-10-29 00:00:00.000
300496.SZ,24,2019-05-24 00:00:00.000,2022-08-26 00:00:00.000
300498.SZ,3,2020-01-20 00:00:00.000,2020-04-26 00:00:00.000
300529.SZ,6,2020-08-26 00:00:00.000,2021-08-03 00:00:00.000
300558.SZ,2,2021-08-10 00:00:00.000,2022-04-12 00:00:00.000
300595.SZ,30,2017-07-13 00:00:00.000,2026-04-05 00:00:00.000
300601.SZ,10,2019-08-09 00:00:00.000,2022-04-28 00:00:00.000
300661.SZ,10,2019-07-31 00:00:00.000,2021-11-01 00:00:00.000
300750.SZ,75,2018-09-06 00:00:00.000,2026-07-26 00:00:00.000
300751.SZ,63,2019-02-14 00:00:00.000,2026-04-30 00:00:00.000
300759.SZ,10,2020-08-27 00:00:00.000,2024-04-02 00:00:00.000
300760.SZ,23,2020-03-02 00:00:00.000,2026-05-02 00:00:00.000
300763.SZ,33,2020-02-19 00:00:00.000,2026-07-08 00:00:00.000
300769.SZ,21,2021-06-01 00:00:00.000,2026-04-30 00:00:00.000
300782.SZ,19,2019-07-24 00:00:00.000,2026-06-24 00:00:00.000
300803.SZ,15,2023-04-19 00:00:00.000,2026-04-25 00:00:00.000
300832.SZ,14,2020-09-15 00:00:00.000,2025-09-02 00:00:00.000
300866.SZ,28,2020-09-27 00:00:00.000,2026-04-30 00:00:00.000
300888.SZ,7,2021-07-25 00:00:00.000,2025-11-02 00:00:00.000
300896.SZ,24,2020-10-22 00:00:00.000,2025-03-20 00:00:00.000
300919.SZ,43,2020-12-23 00:00:00.000,2026-04-29 00:00:00.000
300957.SZ,21,2021-03-26 00:00:00.000,2026-04-30 00:00:00.000
300979.SZ,26,2021-05-05 00:00:00.000,2026-04-30 00:00:00.000
300999.SZ,1,2020-12-04 00:00:00.000,2020-12-04 00:00:00.000
301236.SZ,3,2024-06-06 00:00:00.000,2024-10-27 00:00:00.000
301269.SZ,4,2022-07-21 00:00:00.000,2024-05-05 00:00:00.000
600000.SH,1,2017-09-01 00:00:00.000,2017-09-01 00:00:00.000
600009.SH,13,2022-05-29 00:00:00.000,2025-11-01 00:00:00.000
600010.SH,8,2021-02-25 00:00:00.000,2022-11-10 00:00:00.000
600011.SH,10,2022-03-20 00:00:00.000,2025-10-30 00:00:00.000
600019.SH,12,2020-10-25 00:00:00.000,2022-10-27 00:00:00.000
600027.SH,12,2022-11-18 00:00:00.000,2025-09-01 00:00:00.000
600028.SH,15,2023-03-20 00:00:00.000,2026-04-02 00:00:00.000
600030.SH,41,2017-03-23 00:00:00.000,2026-07-10 00:00:00.000
600031.SH,64,2017-05-02 00:00:00.000,2026-04-30 00:00:00.000
600036.SH,16,2017-01-24 00:00:00.000,2021-10-23 00:00:00.000
600038.SH,10,2022-04-12 00:00:00.000,2025-10-31 00:00:00.000
600048.SH,37,2017-12-01 00:00:00.000,2026-04-30 00:00:00.000
600050.SH,31,2017-03-20 00:00:00.000,2022-04-22 00:00:00.000
600061.SH,3,2018-12-13 00:00:00.000,2020-03-30 00:00:00.000
600066.SH,47,2017-01-04 00:00:00.000,2026-08-12 00:00:00.000
600079.SH,2,2024-08-13 00:00:00.000,2025-04-30 00:00:00.000
600089.SH,7,2017-02-22 00:00:00.000,2022-06-23 00:00:00.000
600104.SH,84,2020-03-08 00:00:00.000,2026-04-29 00:00:00.000
600109.SH,4,2017-04-14 00:00:00.000,2026-04-26 00:00:00.000
600132.SH,7,2024-04-30 00:00:00.000,2026-04-30 00:00:00.000
600143.SH,1,2021-02-10 00:00:00.000,2021-02-10 00:00:00.000
600150.SH,12,2017-01-09 00:00:00.000,2026-05-05 00:00:00.000
600161.SH,6,2020-08-28 00:00:00.000,2021-08-30 00:00:00.000
600166.SH,11,2023-07-11 00:00:00.000,2026-05-06 00:00:00.000
600176.SH,15,2023-03-08 00:00:00.000,2026-03-23 00:00:00.000
600188.SH,1,2024-05-05 00:00:00.000,2024-05-05 00:00:00.000
600196.SH,7,2020-08-05 00:00:00.000,2022-07-27 00:00:00.000
600219.SH,4,2024-03-29 00:00:00.000,2025-03-28 00:00:00.000
600256.SH,4,2018-09-12 00:00:00.000,2024-04-21 00:00:00.000
600276.SH,37,2017-03-17 00:00:00.000,2026-05-06 00:00:00.000
600297.SH,7,2017-01-04 00:00:00.000,2017-10-27 00:00:00.000
600299.SH,5,2020-04-21 00:00:00.000,2026-04-08 00:00:00.000
600309.SH,14,2018-07-05 00:00:00.000,2026-04-21 00:00:00.000
600315.SH,25,2020-10-09 00:00:00.000,2026-03-26 00:00:00.000
600316.SH,3,2022-01-05 00:00:00.000,2023-03-20 00:00:00.000
600332.SH,5,2017-03-01 00:00:00.000,2017-05-31 00:00:00.000
600340.SH,5,2019-09-24 00:00:00.000,2020-04-27 00:00:00.000
600346.SH,18,2017-04-13 00:00:00.000,2026-04-22 00:00:00.000
600352.SH,1,2018-08-02 00:00:00.000,2018-08-02 00:00:00.000
600372.SH,10,2021-12-29 00:00:00.000,2025-11-04 00:00:00.000
600373.SH,3,2017-03-22 00:00:00.000,2017-08-25 00:00:00.000
600383.SH,17,2018-06-21 00:00:00.000,2023-08-31 00:00:00.000
600390.SH,2,2017-03-21 00:00:00.000,2017-09-01 00:00:00.000
600398.SH,30,2017-08-15 00:00:00.000,2026-05-02 00:00:00.000
600406.SH,34,2017-03-31 00:00:00.000,2026-04-30 00:00:00.000
600415.SH,27,2022-12-08 00:00:00.000,2026-04-24 00:00:00.000
600426.SH,14,2018-05-28 00:00:00.000,2026-04-02 00:00:00.000
600436.SH,28,2017-06-02 00:00:00.000,2024-10-21 00:00:00.000
600438.SH,37,2019-02-19 00:00:00.000,2026-05-06 00:00:00.000
600482.SH,2,2026-04-02 00:00:00.000,2026-05-11 00:00:00.000
600487.SH,13,2017-03-22 00:00:00.000,2026-07-30 00:00:00.000
600489.SH,1,2023-04-20 00:00:00.000,2023-04-20 00:00:00.000
600497.SH,1,2022-05-05 00:00:00.000,2022-05-05 00:00:00.000
600498.SH,17,2017-04-11 00:00:00.000,2021-04-20 00:00:00.000
600515.SH,13,2022-10-24 00:00:00.000,2026-05-06 00:00:00.000
600519.SH,56,2017-08-04 00:00:00.000,2026-04-26 00:00:00.000
600521.SH,4,2020-08-31 00:00:00.000,2022-11-02 00:00:00.000
600522.SH,4,2017-03-06 00:00:00.000,2018-04-26 00:00:00.000
600535.SH,2,2025-06-22 00:00:00.000,2026-04-26 00:00:00.000
600547.SH,3,2023-04-20 00:00:00.000,2025-05-02 00:00:00.000
600566.SH,10,2017-08-06 00:00:00.000,2025-08-26 00:00:00.000
600570.SH,31,2017-09-01 00:00:00.000,2026-04-30 00:00:00.000
600582.SH,4,2017-03-29 00:00:00.000,2018-10-31 00:00:00.000
600583.SH,11,2019-03-26 00:00:00.000,2026-04-03 00:00:00.000
600584.SH,9,2017-03-19 00:00:00.000,2021-07-02 00:00:00.000
600585.SH,12,2022-10-30 00:00:00.000,2026-03-28 00:00:00.000
600588.SH,42,2017-08-23 00:00:00.000,2023-03-28 00:00:00.000
600600.SH,21,2020-06-04 00:00:00.000,2026-04-28 00:00:00.000
600606.SH,12,2018-05-16 00:00:00.000,2020-04-28 00:00:00.000
600642.SH,5,2025-03-18 00:00:00.000,2026-05-04 00:00:00.000
600655.SH,1,2022-06-19 00:00:00.000,2022-06-19 00:00:00.000
600660.SH,27,2020-12-15 00:00:00.000,2026-04-23 00:00:00.000
600674.SH,7,2022-06-22 00:00:00.000,2023-04-23 00:00:00.000
600703.SH,6,2017-04-14 00:00:00.000,2017-12-06 00:00:00.000
600705.SH,11,2018-07-16 00:00:00.000,2022-04-02 00:00:00.000
600732.SH,26,2019-04-25 00:00:00.000,2026-04-30 00:00:00.000
600733.SH,8,2024-05-24 00:00:00.000,2026-04-28 00:00:00.000
600741.SH,16,2021-08-27 00:00:00.000,2026-04-07 00:00:00.000
600754.SH,40,2018-01-31 00:00:00.000,2026-04-30 00:00:00.000
600760.SH,23,2018-01-29 00:00:00.000,2025-10-31 00:00:00.000
600763.SH,16,2020-03-09 00:00:00.000,2026-04-20 00:00:00.000
600803.SH,17,2018-02-27 00:00:00.000,2026-03-31 00:00:00.000
600809.SH,47,2017-08-27 00:00:00.000,2026-04-30 00:00:00.000
600837.SH,7,2017-03-30 00:00:00.000,2020-04-29 00:00:00.000
600845.SH,5,2022-07-13 00:00:00.000,2024-04-25 00:00:00.000
600867.SH,3,2017-08-08 00:00:00.000,2017-11-17 00:00:00.000
600872.SH,44,2017-03-09 00:00:00.000,2025-05-01 00:00:00.000
600875.SH,2,2026-02-25 00:00:00.000,2026-04-01 00:00:00.000
600884.SH,12,2017-08-04 00:00:00.000,2022-10-28 00:00:00.000
600886.SH,4,2019-07-17 00:00:00.000,2020-11-02 00:00:00.000
600887.SH,28,2017-09-01 00:00:00.000,2025-05-04 00:00:00.000
600893.SH,11,2018-04-01 00:00:00.000,2025-08-29 00:00:00.000
600900.SH,16,2020-02-24 00:00:00.000,2026-05-02 00:00:00.000
600905.SH,4,2021-06-07 00:00:00.000,2022-07-14 00:00:00.000
600919.SH,1,2017-01-24 00:00:00.000,2017-01-24 00:00:00.000
600938.SH,19,2023-02-17 00:00:00.000,2026-04-29 00:00:00.000
600941.SH,5,2022-03-17 00:00:00.000,2022-06-20 00:00:00.000
600958.SH,9,2017-04-26 00:00:00.000,2026-04-30 00:00:00.000
600968.SH,7,2023-07-29 00:00:00.000,2026-04-07 00:00:00.000
600977.SH,4,2017-03-09 00:00:00.000,2017-10-30 00:00:00.000
600989.SH,10,2020-08-05 00:00:00.000,2026-03-31 00:00:00.000
600998.SH,18,2017-04-05 00:00:00.000,2026-04-29 00:00:00.000
600999.SH,10,2017-03-29 00:00:00.000,2026-07-08 00:00:00.000
601009.SH,4,2017-08-27 00:00:00.000,2018-08-10 00:00:00.000
601012.SH,42,2017-01-20 00:00:00.000,2026-04-30 00:00:00.000
601058.SH,9,2019-07-30 00:00:00.000,2021-11-05 00:00:00.000
601066.SH,1,2026-04-29 00:00:00.000,2026-04-29 00:00:00.000
601088.SH,3,2023-12-20 00:00:00.000,2025-03-19 00:00:00.000
601100.SH,41,2017-04-26 00:00:00.000,2026-04-29 00:00:00.000
601108.SH,5,2024-11-19 00:00:00.000,2026-04-27 00:00:00.000
601117.SH,6,2021-06-28 00:00:00.000,2021-11-01 00:00:00.000
601127.SH,21,2022-12-02 00:00:00.000,2026-04-30 00:00:00.000
601155.SH,23,2018-02-22 00:00:00.000,2026-04-30 00:00:00.000
601162.SH,1,2021-04-14 00:00:00.000,2021-04-14 00:00:00.000
601166.SH,5,2017-09-01 00:00:00.000,2018-10-28 00:00:00.000
601179.SH,7,2024-06-14 00:00:00.000,2026-04-14 00:00:00.000
601186.SH,4,2023-05-26 00:00:00.000,2025-05-03 00:00:00.000
601211.SH,12,2017-02-22 00:00:00.000,2026-07-05 00:00:00.000
601216.SH,2,2017-02-09 00:00:00.000,2017-08-03 00:00:00.000
601225.SH,4,2019-05-05 00:00:00.000,2024-01-17 00:00:00.000
601229.SH,6,2017-01-16 00:00:00.000,2018-10-28 00:00:00.000
601231.SH,3,2020-11-04 00:00:00.000,2021-04-30 00:00:00.000
601238.SH,89,2020-02-26 00:00:00.000,2026-05-05 00:00:00.000
601288.SH,10,2017-05-31 00:00:00.000,2021-04-30 00:00:00.000
601318.SH,47,2017-03-23 00:00:00.000,2026-04-29 00:00:00.000
601319.SH,9,2025-03-28 00:00:00.000,2026-07-20 00:00:00.000
601328.SH,7,2017-08-27 00:00:00.000,2019-01-11 00:00:00.000
601336.SH,37,2017-03-30 00:00:00.000,2026-07-14 00:00:00.000
601377.SH,9,2017-04-11 00:00:00.000,2026-04-30 00:00:00.000
601390.SH,4,2023-06-19 00:00:00.000,2025-05-06 00:00:00.000
601398.SH,10,2017-09-01 00:00:00.000,2021-11-01 00:00:00.000
601456.SH,21,2022-06-13 00:00:00.000,2026-04-28 00:00:00.000
601601.SH,40,2017-03-30 00:00:00.000,2026-04-29 00:00:00.000
601607.SH,15,2017-02-17 00:00:00.000,2025-04-01 00:00:00.000
601615.SH,8,2022-11-28 00:00:00.000,2026-01-29 00:00:00.000
601628.SH,35,2017-03-24 00:00:00.000,2026-07-15 00:00:00.000
601633.SH,108,2020-03-15 00:00:00.000,2026-04-26 00:00:00.000
601668.SH,6,2023-05-08 00:00:00.000,2025-11-04 00:00:00.000
601669.SH,3,2023-05-19 00:00:00.000,2025-05-06 00:00:00.000
601688.SH,27,2017-04-05 00:00:00.000,2026-04-30 00:00:00.000
601689.SH,44,2020-02-04 00:00:00.000,2026-03-24 00:00:00.000
601727.SH,1,2026-05-11 00:00:00.000,2026-05-11 00:00:00.000
601766.SH,22,2017-03-23 00:00:00.000,2026-04-30 00:00:00.000
601788.SH,3,2025-03-31 00:00:00.000,2026-03-27 00:00:00.000
601799.SH,21,2017-06-05 00:00:00.000,2026-04-30 00:00:00.000
601800.SH,7,2023-04-22 00:00:00.000,2025-04-01 00:00:00.000
601808.SH,12,2019-10-27 00:00:00.000,2026-04-07 00:00:00.000
601818.SH,2,2017-08-28 00:00:00.000,2018-03-29 00:00:00.000
601838.SH,3,2022-07-07 00:00:00.000,2022-10-29 00:00:00.000
601857.SH,11,2023-04-06 00:00:00.000,2026-04-01 00:00:00.000
601865.SH,32,2019-08-14 00:00:00.000,2026-03-29 00:00:00.000
601877.SH,17,2017-04-27 00:00:00.000,2021-11-03 00:00:00.000
601878.SH,3,2025-04-11 00:00:00.000,2026-04-18 00:00:00.000
601881.SH,6,2025-03-30 00:00:00.000,2026-04-29 00:00:00.000
601888.SH,60,2017-08-08 00:00:00.000,2026-05-05 00:00:00.000
601899.SH,4,2024-06-26 00:00:00.000,2026-03-24 00:00:00.000
601901.SH,3,2025-04-03 00:00:00.000,2026-04-02 00:00:00.000
601928.SH,4,2023-09-01 00:00:00.000,2024-09-01 00:00:00.000
601933.SH,11,2022-05-31 00:00:00.000,2026-04-20 00:00:00.000
601939.SH,11,2017-09-01 00:00:00.000,2021-11-01 00:00:00.000
601958.SH,6,2022-05-07 00:00:00.000,2023-04-29 00:00:00.000
601966.SH,8,2018-02-08 00:00:00.000,2021-10-12 00:00:00.000
601969.SH,3,2024-09-02 00:00:00.000,2026-03-27 00:00:00.000
601985.SH,9,2023-11-08 00:00:00.000,2026-05-04 00:00:00.000
601998.SH,1,2017-01-12 00:00:00.000,2017-01-12 00:00:00.000
603000.SH,2,2020-02-07 00:00:00.000,2020-05-06 00:00:00.000
603019.SH,8,2022-04-15 00:00:00.000,2026-04-12 00:00:00.000
603156.SH,7,2024-02-22 00:00:00.000,2026-04-27 00:00:00.000
603160.SH,2,2018-12-14 00:00:00.000,2019-04-14 00:00:00.000
603185.SH,8,2022-10-09 00:00:00.000,2026-04-30 00:00:00.000
603195.SH,6,2020-01-20 00:00:00.000,2021-08-20 00:00:00.000
603233.SH,16,2020-08-28 00:00:00.000,2026-04-27 00:00:00.000
603259.SH,17,2019-11-21 00:00:00.000,2024-03-20 00:00:00.000
603260.SH,3,2020-11-30 00:00:00.000,2021-08-18 00:00:00.000
603288.SH,20,2017-04-18 00:00:00.000,2025-05-13 00:00:00.000
603290.SH,4,2021-04-26 00:00:00.000,2022-05-31 00:00:00.000
603296.SH,3,2025-05-18 00:00:00.000,2026-05-08 00:00:00.000
603338.SH,42,2017-03-02 00:00:00.000,2026-04-28 00:00:00.000
603369.SH,23,2022-03-13 00:00:00.000,2026-04-30 00:00:00.000
603392.SH,2,2020-12-07 00:00:00.000,2021-04-25 00:00:00.000
603486.SH,8,2019-05-28 00:00:00.000,2026-04-29 00:00:00.000
603501.SH,3,2024-07-25 00:00:00.000,2024-10-30 00:00:00.000
603517.SH,19,2019-02-25 00:00:00.000,2025-08-29 00:00:00.000
