date,panic_budget,learned_budget,panic_sd,learned_sd,difference_variance,optimal_drawdown,selected_drawdown,optimal_budget_lower,optimal_budget_upper,linear_programs,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,panic_state,learned_state,target
2014-09-01,0.5,0.5,0.0,0.0027193120449688934,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2014-09-01,,2013-09-04,242,0.0,1.0,0.5
2014-10-08,0.5,0.5,0.0,0.004009789289630504,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2014-10-08,,2013-10-14,242,0.0,1.0,0.5
2014-11-03,0.5,0.5,0.0,0.004492318275717224,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2014-11-03,,2013-11-07,242,0.0,0.0,0.0
2014-12-01,0.5,0.5,0.0,0.005509549787344483,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2014-12-01,,2013-12-05,242,0.0,1.0,0.5
2015-01-05,0.5,0.5,0.0,0.010370644389596513,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2015-01-05,,2014-01-08,242,0.0,1.0,0.5
2015-02-02,0.5,0.5,0.0,0.012530634715641522,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2015-02-02,,2014-02-12,242,0.0,0.0,0.0
2015-03-02,0.5,0.5,0.0,0.012738249769374203,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2015-03-02,,2014-03-05,242,0.0,1.0,0.5
2015-04-01,0.5,0.5,0.0,0.013505473154245383,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2015-04-01,,2014-04-04,242,0.0,1.0,0.5
2015-05-04,0.5,0.5,0.0,0.014187790618070423,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2015-05-04,,2014-05-08,242,0.0,1.0,0.5
2015-06-01,0.5,0.5,0.0,0.014692170253160887,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2015-06-01,,2014-06-06,242,0.0,0.0,0.0
2015-07-01,0.9999999999999946,5.440092820663267e-15,0.005590840509764515,0.015829265408410183,0.00028050613272640064,0.03415495690153867,0.03415495690153883,0.9999999999999946,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2015-07-01,2015-07-01,2014-07-07,242,0.0,0.0,0.0
2015-08-03,0.8946319749818685,0.10536802501813147,0.007022492856462702,0.015727603953285204,0.00029635423589021917,0.07281266461090931,0.07281266461090935,0.8946319749818685,0.8946319749818685,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2015-08-03,2015-08-03,2014-08-07,242,0.0,0.0,0.0
2015-09-01,0.8946319749818685,0.10536802501813147,0.007427275857662448,0.015566177726852395,0.0002976892479280535,0.07281266461090939,0.07281266461090935,0.8946319749818685,0.8946319749818685,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2015-09-01,2015-09-01,2014-09-05,242,1.0,0.0,0.8946319749818685
2015-10-08,0.8946319749818685,0.10536802501813147,0.008312399286312352,0.015508430436547671,0.00030910338922722247,0.07694341635475761,0.07694341635475763,0.8946319749818683,0.8946319749818686,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2015-10-08,2015-10-08,2014-10-13,242,0.0,1.0,0.10536802501813147
2015-11-02,0.8946319749818682,0.1053680250181318,0.008312399286312352,0.015996370010398945,0.0003244111397195361,0.07694341635475759,0.07694341635475764,0.8946319749818682,0.8946319749818682,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2015-11-02,2015-11-02,2014-11-05,242,0.0,1.0,0.1053680250181318
2015-12-01,0.8946319749818682,0.1053680250181318,0.008312399286312352,0.016541915216367647,0.0003422655720417768,0.07694341635475767,0.07694341635475767,0.8946319749818652,0.8946319749818702,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2015-12-01,2015-12-01,2014-12-04,242,0.0,1.0,0.1053680250181318
2016-01-04,0.8946319749818685,0.10536802501813147,0.008312399286312352,0.015023848283903192,0.00029451842036801244,0.0769434163547576,0.07694341635475763,0.8946319749818685,0.8946319749818685,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-01-04,2016-01-04,2015-01-08,242,0.0,0.0,0.0
2016-02-01,0.8113426825945604,0.18865731740543956,0.00912440255548857,0.013289029095962149,0.0002582845670494624,0.08747861744953438,0.08747861744953446,0.8113426825945292,0.8113426825945604,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-02-01,2016-02-01,2015-02-05,242,1.0,0.0,0.8113426825945604
2016-03-01,0.8113426825945508,0.18865731740544922,0.009522321727735827,0.012937290446816553,0.000257298224339538,0.08747861744953435,0.08747861744953443,0.8113426825945328,0.8113426825945508,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-03-01,2016-03-01,2015-03-06,242,1.0,0.0,0.8113426825945508
2016-04-01,0.811342682594547,0.188657317405453,0.009917374482980156,0.012166296498414176,0.0002462687071500746,0.08747861744953438,0.08747861744953439,0.811342682594532,0.811342682594547,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-04-01,2016-04-01,2015-04-09,242,0.0,0.0,0.0
2016-05-03,0.8113426825945467,0.18865731740545333,0.009917374482980156,0.01106098040390942,0.0002206166943723805,0.08747861744953438,0.08747861744953439,0.8113426825945321,0.8113426825945467,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-05-03,2016-05-03,2015-05-08,242,0.0,1.0,0.18865731740545333
2016-06-01,0.8113426825945458,0.18865731740545422,0.009917374482980156,0.011184324198370371,0.00022340726210959728,0.08747861744953438,0.0874786174495344,0.8113426825945325,0.8113426825945458,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-06-01,2016-06-01,2015-06-08,242,0.0,1.0,0.18865731740545422
2016-07-01,0.26264222381930663,0.7373577761806933,0.008183251572058379,0.010038261784183818,0.00016802919286150553,0.05207630660729835,0.05207630660729834,0.26264222381930663,0.26264222381930663,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-07-01,2016-07-01,2015-07-07,242,0.0,1.0,0.7373577761806933
2016-08-01,0.26264222381930663,0.7373577761806933,0.0070028827430042425,0.010366660965982613,0.00015649257905950203,0.05207630660729837,0.052076306607298346,0.26264222381930663,0.26264222381930663,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-08-01,2016-08-01,2015-08-05,242,0.0,0.0,0.0
2016-09-01,0.26264222381930663,0.7373577761806933,0.0061312596571871944,0.010366660965982613,0.0001448409887303558,0.05207630660729835,0.05207630660729834,0.26264222381930663,0.26264222381930663,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-09-01,2016-09-01,2015-09-09,242,0.0,0.0,0.0
2016-10-10,0.26264222381930663,0.7373577761806933,0.005408272967978106,0.009707980841161328,0.00012352825442879956,0.05207630660729835,0.05207630660729837,0.2626422238193048,0.2626422238193081,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-10-10,2016-10-10,2015-10-14,242,0.0,0.0,0.0
2016-11-01,0.26264222381930663,0.7373577761806933,0.005408272967978105,0.008181030115196346,9.619383536942716e-05,0.05207630660729837,0.052076306607298346,0.26264222381930313,0.2626422238193081,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-11-01,2016-11-01,2015-11-05,242,0.0,0.0,0.0
2016-12-01,0.2586623204226984,0.7413376795773017,0.005408272967978105,0.006282795835647585,6.87353920266468e-05,0.051399086274301745,0.05139908627430177,0.258662320422681,0.2586623204226984,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2016-12-01,2016-12-01,2015-12-07,242,0.0,0.0,0.0
2017-01-03,0.3702268479544791,0.629773152045521,0.005408272967978105,0.005067231213318219,5.4935046186184206e-05,0.03091063942321376,0.030910639423213766,0.3702268479544791,0.37022684795448674,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2017-01-03,2017-01-03,2016-01-07,242,0.0,0.0,0.0
2017-02-03,1.0,0.0,0.003831462831244173,0.005067231213318219,4.0456982247677265e-05,0.003521372754613666,0.003521372754613666,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2017-02-03,2017-02-03,2016-02-02,242,0.0,0.0,0.0
2017-03-01,1.0,0.0,0.0,0.005067231213318219,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-03-01,2017-02-03,2016-03-04,242,0.0,0.0,0.0
2017-04-05,1.0,0.0,0.0,0.005067231213318219,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-04-05,2017-02-03,2016-04-07,242,0.0,0.0,0.0
2017-05-02,1.0,0.0,0.0,0.004950304991331202,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-05-02,2017-02-03,2016-05-04,242,0.0,0.0,0.0
2017-06-01,1.0,0.0,0.0,0.004083309846520037,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-06-01,2017-02-03,2016-06-01,242,0.0,1.0,0.0
2017-07-03,1.0,0.0,0.0,0.003515908498080211,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-07-03,2017-02-03,2016-07-05,242,0.0,1.0,0.0
2017-08-01,1.0,0.0,0.0,0.0034900462420073496,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-08-01,2017-02-03,2016-08-03,242,0.0,1.0,0.0
2017-09-01,1.0,0.0,0.0,0.003811679736675856,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-09-01,2017-02-03,2016-09-05,242,0.0,0.0,0.0
2017-10-09,1.0,0.0,0.0,0.0038116797366758554,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-10-09,2017-02-03,2016-10-13,242,0.0,0.0,0.0
2017-11-01,1.0,0.0,0.0,0.003811679736675855,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-11-01,2017-02-03,2016-11-07,242,0.0,0.0,0.0
2017-12-01,1.0,0.0,0.0,0.003811679736675856,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-12-01,2017-02-03,2016-12-07,242,0.0,0.0,0.0
2018-01-02,1.0,0.0,0.0,0.003811679736675856,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-01-02,2017-02-03,2017-01-06,242,0.0,0.0,0.0
2018-02-01,1.0,0.0,0.0,0.0038116797366758563,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-02-01,2017-02-03,2017-02-14,242,0.0,0.0,0.0
2018-03-01,1.0,0.0,0.0020934078513553393,0.003811679736675856,1.9007186806051218e-05,0.004614183295942398,0.004614183295942399,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2018-03-01,2018-03-01,2017-03-07,242,1.0,0.0,1.0
2018-04-02,0.617842947772736,0.38215705222726404,0.0021800362918032233,0.0038116797366758554,1.936973895618915e-05,0.012988317304264637,0.012988317304264686,0.6178429477727325,0.617842947772736,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2018-04-02,2018-04-02,2017-04-10,242,0.0,0.0,0.0
2018-05-02,0.617842947772736,0.38215705222726404,0.0021800362918032233,0.003811679736675855,1.936973895618915e-05,0.012988317304264637,0.012988317304264686,0.6178429477727325,0.617842947772736,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2018-05-02,2018-05-02,2017-05-05,242,0.0,0.0,0.0
2018-06-01,0.6178429477727336,0.38215705222726637,0.0021800362918032233,0.003371318309433238,1.6165004080150784e-05,0.012988317304264632,0.012988317304264642,0.6178429477727336,0.6178429477727336,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2018-06-01,2018-06-01,2017-06-08,242,0.0,0.0,0.0
2018-07-02,0.6178429477727336,0.38215705222726637,0.0021800362918032233,0.002626701119657437,1.1656695509956939e-05,0.012988317304264632,0.012988317304264637,0.6178429477727336,0.6178429477727337,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2018-07-02,2018-07-02,2017-07-06,242,0.0,0.0,0.0
2018-08-01,0.530755931551128,0.469244068448872,0.0021800362918032233,0.0012934933128414465,6.4090446192429385e-06,0.011157570827598648,0.011157570827598651,0.5307559315511273,0.530755931551128,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2018-08-01,2018-08-01,2017-08-07,242,0.0,0.0,0.0
2018-09-03,0.530755931551128,0.469244068448872,0.0021800362918032233,0.0,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-09-03,2018-08-01,2017-09-07,242,0.0,0.0,0.0
2018-10-08,0.530755931551128,0.469244068448872,0.0021800362918032233,0.0,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-10-08,2018-08-01,2017-10-11,242,0.0,1.0,0.469244068448872
2018-11-01,-0.0,1.0,0.0028942189593289904,0.0035170349920562245,2.0914054306936034e-05,0.03485596265691708,0.03485596265691709,0.0,-0.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2018-11-01,2018-11-01,2017-11-06,242,0.0,0.0,0.0
2018-12-03,-0.0,1.0,0.0028942189593289904,0.0035170349920562245,2.0914054306936034e-05,0.03485596265691708,0.03485596265691709,0.0,-0.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2018-12-03,2018-12-03,2017-12-06,242,0.0,0.0,0.0
2019-01-02,-0.0,1.0,0.0028942189593289904,0.003517034992056225,2.091405430693603e-05,0.03485596265691708,0.03485596265691709,0.0,-0.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2019-01-02,2019-01-02,2018-01-04,242,0.0,0.0,0.0
2019-02-01,-0.0,1.0,0.0028942189593289904,0.003517034992056225,2.091405430693603e-05,0.03485596265691708,0.03485596265691709,0.0,-0.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2019-02-01,2019-02-01,2018-02-05,242,0.0,0.0,0.0
2019-03-01,-0.0,1.0,0.0019400477307257116,0.003760934988417468,1.807882153382993e-05,0.03505239579807612,0.035052395798076126,0.0,-0.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2019-03-01,2019-03-01,2018-03-05,242,0.0,1.0,1.0
2019-04-01,0.1806013942421171,0.8193986057578829,0.0018904533808731575,0.004537022833960736,2.436524083242743e-05,0.03849778145272237,0.038497781452722375,0.1806013942421171,0.180601394242119,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2019-04-01,2019-04-01,2018-04-03,242,0.0,0.0,0.0
2019-05-06,0.1806013942421171,0.8193986057578829,0.001890453380873157,0.0045370228339607355,2.4365240832427437e-05,0.03849778145272237,0.038497781452722375,0.1806013942421171,0.1806013942421195,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2019-05-06,2019-05-06,2018-05-08,242,0.0,0.0,0.0
2019-06-03,0.1806013942421171,0.8193986057578829,0.0018904533808731573,0.00454459252095354,2.4436115759494344e-05,0.038820737275472125,0.03882073727547213,0.1806013942421171,0.18060139424212013,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2019-06-03,2019-06-03,2018-06-05,242,0.0,1.0,0.8193986057578829
2019-07-01,0.1806013942421171,0.8193986057578829,0.0018904533808731573,0.005850473806610293,3.787150628648831e-05,0.04236024042441088,0.04236024042441089,0.1806013942421171,0.18060139424211907,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2019-07-01,2019-07-01,2018-07-03,242,0.0,1.0,0.8193986057578829
2019-08-01,0.1806013942421171,0.8193986057578829,0.0018904533808731573,0.005893108677895218,3.8395986991484724e-05,0.04236024042441088,0.04236024042441089,0.1806013942421171,0.1806013942421187,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2019-08-01,2019-08-01,2018-08-03,242,0.0,0.0,0.0
2019-09-02,0.1806013942421171,0.8193986057578829,0.0018904533808731577,0.005893108677895218,3.839598699148473e-05,0.04236024042441088,0.04236024042441089,0.1806013942421171,0.18060139424211888,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2019-09-02,2019-09-02,2018-09-04,242,0.0,0.0,0.0
2019-10-08,0.19152513236293667,0.8084748676370633,0.0018904533808731575,0.005892808852338623,3.839113469174066e-05,0.041742315195317854,0.041742315195317854,0.19152513236293667,0.19152513236293708,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2019-10-08,2019-10-08,2018-10-10,242,0.0,0.0,0.0
2019-11-01,0.19152513236293667,0.8084748676370633,0.0,0.0047206331440754375,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2019-11-01,2019-10-08,2018-11-05,242,0.0,0.0,0.0
2019-12-02,0.19152513236293667,0.8084748676370633,0.0,0.0047206331440754375,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2019-12-02,2019-10-08,2018-12-04,242,0.0,0.0,0.0
2020-01-02,0.19152513236293667,0.8084748676370633,0.0,0.004720633144075437,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2020-01-02,2019-10-08,2019-01-07,242,0.0,0.0,0.0
2020-02-03,0.19152513236293667,0.8084748676370633,0.0,0.004720633144075437,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2020-02-03,2019-10-08,2019-01-29,242,0.0,0.0,0.0
2020-03-02,0.9705623359661785,0.02943766403382153,0.002329257433117656,0.005761576101792383,2.7711718610416083e-05,0.0027986473066217133,0.0027986473066217085,0.9705623359661785,0.9705623359661785,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2020-03-02,2020-03-02,2019-03-05,242,0.0,0.0,0.0
2020-04-01,1.0,0.0,0.002329257433117656,0.005204481477380966,2.167588030762928e-05,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2020-04-01,2020-04-01,2019-04-04,242,0.0,0.0,0.0
2020-05-06,1.0,0.0,0.0023292574331176563,0.005204481477380967,2.1675880307629277e-05,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2020-05-06,2020-05-06,2019-05-09,242,0.0,0.0,0.0
2020-06-01,1.0,0.0,0.0023292574331176563,0.005197244283075798,2.160362485551244e-05,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2020-06-01,2020-06-01,2019-06-04,242,0.0,0.0,0.0
2020-07-01,1.0,0.0,0.0023292574331176563,0.0038919060660540963,9.583340748980926e-06,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2020-07-01,2020-07-01,2019-07-03,242,0.0,1.0,0.0
2020-08-03,1.0,0.0,0.0023292574331176563,0.0067674940095951985,4.058245221053328e-05,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2020-08-03,2020-08-03,2019-08-05,242,0.0,0.0,0.0
2020-09-01,1.0,0.0,0.002329257433117656,0.007182866820798554,4.6396485135498364e-05,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2020-09-01,2020-09-01,2019-09-03,242,0.0,1.0,0.0
2020-10-09,1.0,0.0,0.0023292574331176563,0.007528053987235492,5.133695790578754e-05,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2020-10-09,2020-10-09,2019-10-11,242,0.0,0.0,0.0
2020-11-02,1.0,0.0,0.0023292574331176563,0.007528053987235492,5.133695790578754e-05,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2020-11-02,2020-11-02,2019-11-04,242,0.0,0.0,0.0
2020-12-01,1.0,0.0,0.0023292574331176563,0.007528053987235492,5.133695790578754e-05,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2020-12-01,2020-12-01,2019-12-03,242,0.0,0.0,0.0
2021-01-04,1.0,0.0,0.0023292574331176563,0.007528053987235492,5.133695790578753e-05,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2021-01-04,2021-01-04,2020-01-06,242,0.0,1.0,0.0
2021-02-01,1.0,0.0,0.0017266969600287052,0.008059676079131823,6.205106174484144e-05,0.0028735210126073353,0.002873521012607335,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2021-02-01,2021-02-01,2020-02-11,242,0.0,0.0,0.0
2021-03-01,1.0,0.0,0.0,0.00834216885860138,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2021-03-01,2021-02-01,2020-03-03,242,0.0,0.0,0.0
2021-04-01,1.0,0.0,0.0,0.00834216885860138,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2021-04-01,2021-02-01,2020-04-03,242,0.0,0.0,0.0
2021-05-06,1.0,0.0,0.0,0.008342168858601378,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2021-05-06,2021-02-01,2020-05-08,242,0.0,0.0,0.0
2021-06-01,1.0,0.0,0.0,0.00834216885860138,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2021-06-01,2021-02-01,2020-06-03,242,0.0,0.0,0.0
2021-07-01,1.0,0.0,0.0,0.008276601127946096,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2021-07-01,2021-02-01,2020-07-06,242,0.0,1.0,0.0
2021-08-02,1.0,0.0,0.0016567503102523533,0.006852638617759249,4.9673661136954574e-05,0.0005717621046717576,0.000571762104671757,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2021-08-02,2021-08-02,2020-08-05,242,1.0,0.0,1.0
2021-09-01,0.993590885820728,0.006409114179272035,0.0020697062075196557,0.0064055248015341,4.5247599361974286e-05,0.003416291342811162,0.0034162913428111667,0.9935908858207261,0.993590885820728,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2021-09-01,2021-09-01,2020-09-04,242,0.0,0.0,0.0
2021-10-08,0.9935908858207246,0.006409114179275366,0.0020697062075196557,0.00603441332129581,4.0702091405392374e-05,0.0034162913428111502,0.0034162913428111555,0.9935908858207246,0.9935908858207246,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2021-10-08,2021-10-08,2020-10-12,242,0.0,0.0,0.0
2021-11-01,0.9935908858207246,0.006409114179275366,0.0020697062075196557,0.006051357546672204,4.0910918969363035e-05,0.0034162913428111502,0.0034162913428111555,0.9935908858207246,0.9935908858207246,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2021-11-01,2021-11-01,2020-11-03,242,0.0,1.0,0.006409114179275366
2021-12-01,1.0,0.0,0.0020697062075196557,0.006334675925563553,4.4401174232347676e-05,0.0034383279794170346,0.003438327979417034,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2021-12-01,2021-12-01,2020-12-03,242,0.0,1.0,0.0
2022-01-04,1.0,0.0,0.0020697062075196557,0.006307923511398215,4.4076131952501256e-05,0.0034383279794170346,0.003438327979417034,0.9999999999999997,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2022-01-04,2022-01-04,2021-01-06,242,0.0,0.0,0.0
2022-02-07,1.0,0.0,0.0020697062075196553,0.005533843988927203,3.487981667431457e-05,0.0034383279794170346,0.003438327979417034,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2022-02-07,2022-02-07,2021-02-02,242,0.0,0.0,0.0
