model,period,cost,origin,source_target,normal_requested_quantity,own_shares,observed_daily_return,return_floor
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2015-11-30,0.44358235151019376,1800,28600,0.00027716186252768615,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2015-12-01,0.44536662074649486,1800,28600,0.00775838182321964,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2015-12-25,0.4560526355219738,1200,28700,0.005161290322580614,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-01-12,0.02494034747047901,1900,0,0.007114135477884309,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-01-13,0.02489046700198741,1900,0,-0.013820638820638775,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-04-29,0.7999501996573642,64100,0,-0.0012674271229404788,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-04,0.9540268549392156,200,75000,-0.0037348272642390157,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-05,0.9540268549392156,200,75000,0.0,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-06,0.9532782014992325,200,75000,-0.022805373320837208,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-09,0.952601438482724,200,75000,-0.020460358056266004,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-10,0.9525692324084247,200,75000,-0.000979112271540461,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-11,0.9526977940406193,200,75000,0.003920287487749086,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-12,0.9528150296791119,200,75000,0.0035795639440285854,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-13,0.9526977940406193,200,75000,-0.003566796368352776,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-16,0.9528256585700834,200,75000,0.003904978848031204,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-17,0.9527724660345478,200,75000,-0.0016207455429497752,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-18,0.9525584872931334,200,75000,-0.006493506493506551,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-19,0.9524939139167694,200,75000,-0.0019607843137255943,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-20,0.9527084759647995,200,75000,0.0065487884741322056,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-23,0.9527618130868529,200,75000,0.0016265452179571316,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-24,0.9525584872931334,200,75000,-0.006170834686586635,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-25,0.9525369824067155,200,75000,-0.0006535947712419388,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-26,0.9525369824067155,200,75000,0.0,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-27,0.9525584872931334,200,75000,0.0006540222367561466,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-05-30,0.952579972642895,200,75000,0.0006535947712418277,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-06-06,0.9198629267667641,12700,59800,-0.005944931163955003,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-06-07,0.9202975792244914,12700,59800,0.0,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-06-08,0.9202145355730981,12700,59800,-0.0012590494176896172,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-07-11,0.996694430334669,29600,48000,0.0024790827393863513,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-06,0.9980858548982829,74000,0,0.008592592592592485,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-07,0.9991281512910591,74000,0,0.000587544065804968,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-08,0.9991268707371981,74100,0,-0.0014679976512038673,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-09,0.9991224885753074,74500,0,-0.004998529844163491,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-12,0.9991047807525384,76000,0,-0.019799054373522362,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-13,0.9991047807525384,76000,0,0.0,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-14,0.9990993554871446,76400,0,-0.006029544769369899,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-19,0.9991050503005988,76000,0,0.006369426751592355,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-20,0.9991039711332605,76100,0,-0.0012055455093429313,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-21,0.9991074689484672,75800,0,0.003922751961376036,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-22,0.9991133265241117,75300,0,0.00661256387135567,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-23,0.9991112054136881,75400,0,-0.0023887727679904325,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-26,0.9990960686493175,76700,0,-0.016761448668063506,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-27,0.9991007179588942,76300,0,0.005175038051750347,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-28,0.9990993554871446,76400,0,-0.0015142337976983278,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-29,0.9991034305730238,76100,0,0.0045495905368515555,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2016-09-30,0.9740799384545925,74000,0,0.003019323671497709,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-02-10,0.9990135273271417,73800,0,0.005301914580265077,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-02-13,0.998997758225264,73500,0,0.005273952534427195,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-02-14,0.9989989241264136,73400,0,0.0011658408627222006,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-02-15,0.9989954182567562,73600,0,-0.003493449781659441,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-02-16,0.9989997967737031,73300,0,0.004382120946538226,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-02-17,0.9989939502197622,73700,0,-0.005817335660267653,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-09,0.02494687582013788,1800,0,0.0008968609865469546,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-10,0.024925589790668716,1800,0,-0.0035842293906810374,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-11,0.02498912685896451,1800,0,0.005095923261390967,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-12,0.02508937950259778,1800,0,0.008052490307187465,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-15,0.025141046603315505,1800,0,0.004142011834319614,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-17,0.9041969660838096,66000,0,-0.006697728596389063,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-18,0.9023473576997677,66100,0,-0.004397537379067784,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-19,0.9024117997761998,66000,0,0.0017667844522968323,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-22,0.9024439871935597,65900,0,0.0008818342151675207,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-23,0.9026045891229254,65700,0,0.004405286343612369,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-05-24,0.9026045891229254,65700,0,0.0,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-10-20,0.9990097442589676,67000,0,-0.0005018820577163963,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-10-23,0.9997495706791524,66900,0,0.003012804418779824,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-10-24,0.9997511887250519,66400,0,0.006508135168961093,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-10-25,0.9997519899324959,66200,0,0.003233026610296008,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-10-26,0.9997537587796974,65700,0,0.00718889439762016,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-10-27,0.9997549640454577,65400,0,0.004922471080482493,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-10-30,0.9997538798395652,65700,0,-0.00440852314474649,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-10-31,0.999753698205093,65700,0,-0.0007380073800737907,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-01,0.9997528470205703,66000,0,-0.003446578040374293,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-02,0.999753273346957,65900,0,0.0017292490118576698,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-03,0.9997526027433459,66000,0,-0.0027127003699136676,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-06,0.9997547840083149,65500,0,0.008902077151335508,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-07,0.9997571629618617,64800,0,0.009803921568627416,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-08,0.9997566317305757,65000,0,-0.0021844660194175747,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-09,0.9997584518156092,64500,0,0.007540744344441963,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-10,0.9997605888530017,63900,0,0.00893288266537895,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-13,0.9997611029675381,63800,0,0.00215362526920293,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-14,0.9997592648960043,64300,0,-0.00764087870105068,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-15,0.9997575158294943,64700,0,-0.0072184793070257935,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-16,0.9997597847062553,64100,0,0.009452253999030491,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-17,0.9997600725209087,64000,0,0.0012004801920768582,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-11-20,0.9997619549358586,63500,0,0.00791366906474833,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-12-25,0.6390029048485317,6000,33900,-0.0046330163374787015,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-12-26,0.6398249890934464,6000,33900,0.0029397354238118734,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2017-12-27,0.6040096761051115,4100,33900,-0.01660967269174418,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-01-11,0.7623686630123797,45600,0,-0.0014097744360902498,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-01-12,0.7639897165682488,45500,0,0.005411764705882227,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-01-15,0.7636698788790777,45600,0,-0.0018722209220688457,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-02-23,0.8982098563590677,11500,46900,0.005437469105288972,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-03-27,0.02497361284058747,1600,0,0.009029927760577872,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-03-28,0.024618662767236645,1600,0,-0.020199437484019533,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-04-18,0.02498978911790149,1700,0,0.002134471718249653,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-06-22,0.024958491943690563,1800,0,0.0044198895027625085,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-06-25,0.024841894874793425,1800,0,-0.014026402640264113,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-06-26,0.024719268685456847,1800,0,-0.009762900976290179,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-10-08,0.3564595996541422,28100,0,-0.0476054732041048,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-10-09,0.9036044954927029,71100,0,0.0020951810835079243,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-10-10,0.903130620903188,71100,0,-0.0005973715651134137,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-10-11,0.6855682331175514,56900,0,-0.05140466228332341,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-12-24,0.02495701537733749,2100,0,0.00226683937823835,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-12-25,0.024788727978299924,2100,0,-0.006138933764135768,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-12-26,0.024719459894157664,2100,0,-0.005526657997399154,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-12-27,0.024690826983982662,2100,0,-0.0022883295194507935,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2018-12-28,0.024719459894157664,2100,0,0.002293577981651307,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-01-02,0.024546683997379602,2100,0,-0.013729977116704872,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-01-03,0.024546683997379602,2100,0,0.0,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-02-27,0.5485970913582696,39300,0,-0.005420054200542035,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-02-28,0.9314233074319906,66900,0,-0.0019073569482289665,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-04-29,0.02496697495372145,1700,0,0.003866976024748725,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-04-30,0.02497197456439183,1700,0,0.0005136106831020726,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-05-30,0.8946584184507765,65200,0,-0.0005476451259583959,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-05-31,0.8938996103715016,65500,0,-0.004931506849314982,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-06-03,0.9237718085475771,67500,0,0.0022026431718060735,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-06-04,0.92343444494225,68100,0,-0.009065934065934034,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-06-05,0.923349759476976,68300,0,-0.0022179096201829784,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-06-06,0.9230198106919828,68800,0,-0.008613503751041973,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-06-14,0.9240948057415901,100,67700,-0.005958829902491969,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-06-17,0.9618781583339593,2800,67700,0.0008174386920980492,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-06-18,0.9620213914413025,2800,67700,0.0021780560849442576,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-09-03,0.9561937517558987,14300,56400,0.0010245901639345245,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-09-10,0.977245177973934,1600,70400,-0.0027247956403270157,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-09-11,0.9771860196643477,1600,70400,-0.0072031793343269035,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-11-11,0.9998066073314041,72500,0,-0.016608824987605297,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-11-12,0.9989590136345465,72500,0,-0.001260398285858333,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-11-13,0.9989582256409317,72600,0,-0.0007571933366986583,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-11-14,0.9989590136345465,72500,0,0.0007577671129073149,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-11-15,0.9989540027786721,72900,0,-0.0047955577990913545,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-11-18,0.9989613704791652,72400,0,0.007101191985797728,0.01
BUY_STRENGTH_BAND00_R01,earlier_diagnostic,STRESS,2019-12-27,0.9993739650105843,70200,0,-0.0009947774185524727,0.01
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2020-08-18,0.3307380586957388,15700,0,-0.0014353085913471064,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2020-08-19,0.3272881125060397,15700,0,-0.015605749486653053,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2020-08-20,0.32493805634613737,15800,0,-0.010638297872340274,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2021-06-07,0.05932244181669258,2800,0,-0.001133144475920722,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2021-06-08,0.8580575209254394,41700,0,-0.00794100964265454,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2021-10-28,0.21149757031979297,10900,0,-0.004225352112676051,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2021-11-10,0.5345215452362823,17000,10900,-0.0050844010575553655,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2022-05-12,0.21906635721898626,14500,0,-0.0050365147318055525,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2024-03-04,0.9995295131049335,77000,0,-0.0008498583569404028,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2024-06-17,0.6966798268601029,52200,1900,-0.002813731007315634,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2024-08-01,0.8136039645453262,64400,0,-0.007126567844925824,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2024-08-02,0.8081846810951653,64600,0,-0.01033591731266148,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2024-08-05,0.7677689223347528,62100,0,-0.011314186248912117,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2024-08-27,0.9993030505440356,81500,0,-0.005008839127872866,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2024-08-28,0.9980138308383928,81900,0,-0.005922416345868986,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2024-08-29,0.9980079086055997,82200,0,-0.0029788501638368103,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2025-05-30,0.21418517446357183,18800,0,-0.0017650025214321907,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2025-06-03,0.21395632023099806,18800,0,-0.0005051780752716173,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2025-06-26,0.9960449854834913,27700,59700,-0.0037490627343164107,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2025-06-27,0.9868863237835589,27100,59700,-0.005770195684897228,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2025-09-04,0.9996805940512354,83100,0,-0.020444053638162263,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2025-12-18,0.7660123638008273,61700,0,-0.006597148329431701,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2026-06-04,0.998830919151409,77600,0,-0.007854984894259731,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2026-06-05,0.9961365551806789,78700,0,-0.016849370686155107,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2026-06-08,0.9960521049400449,80500,0,-0.021474292793722927,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2026-07-22,0.8317446983807218,66800,2100,-0.0045957802381449975,0.0
BUY_STRENGTH_BAND20_R00,evaluation,BASE,2026-08-06,0.7274383962318134,59600,0,-0.0010606703436573106,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2020-08-18,0.33025339657878733,15600,0,-0.0014353085913471064,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2020-08-19,0.32687218795748885,15700,0,-0.015605749486653053,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2020-08-20,0.32452360725070806,15700,0,-0.010638297872340274,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2021-06-07,0.05968278714438144,2800,0,-0.001133144475920722,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2021-06-08,0.8581136046337003,41500,0,-0.00794100964265454,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2021-10-28,0.2116906361633844,10800,0,-0.004225352112676051,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2021-11-10,0.5269684892896366,16500,10800,-0.0050844010575553655,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2022-05-12,0.22031806984247687,14400,0,-0.0050365147318055525,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2024-03-04,0.9995904703206763,75600,0,-0.0008498583569404028,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2024-06-17,0.6948822892291784,51100,1800,-0.002813731007315634,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2024-08-01,0.8092965874196291,62700,0,-0.007126567844925824,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2024-08-02,0.8044019897635535,62900,0,-0.01033591731266148,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2024-08-05,0.7642197360352189,60500,0,-0.011314186248912117,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2024-08-27,0.9995450190707293,79900,0,-0.005008839127872866,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2024-08-28,0.9990513720283478,80300,0,-0.005922416345868986,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2024-08-29,0.9990485407999062,80500,0,-0.0029788501638368103,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2025-05-30,0.22666546741243496,19400,0,-0.0017650025214321907,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2025-06-03,0.2264590321497716,19400,0,-0.0005051780752716173,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2025-06-26,0.9961278127763389,25400,59600,-0.0037490627343164107,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2025-06-27,0.9869031310900088,24800,59600,-0.005770195684897228,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2025-09-04,0.9990548063994346,80700,0,-0.020444053638162263,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2025-12-18,0.7655062022845706,59800,0,-0.006597148329431701,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2026-06-04,0.9993509395442135,75100,0,-0.007854984894259731,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2026-06-05,0.997274895421961,76300,0,-0.016849370686155107,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2026-06-08,0.9972152591257761,77900,0,-0.021474292793722927,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2026-07-22,0.8295859404235078,64400,2000,-0.0045957802381449975,0.0
BUY_STRENGTH_BAND20_R00,evaluation,STRESS,2026-08-06,0.7275948994333977,57500,0,-0.0010606703436573106,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2015-02-25,0.9740981838679931,14800,40000,-0.01535399488200162,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2015-09-29,0.8881812235382984,45800,19200,-0.0193133047210301,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2016-04-29,0.8000894873756073,65600,0,-0.0012674271229404788,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2017-05-17,0.9042839879324437,68200,0,-0.006697728596389063,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2017-05-18,0.9017509669919562,68400,0,-0.004397537379067784,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2017-10-20,0.9992755711529732,70900,0,-0.0005018820577163963,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2018-01-11,0.7628580472830636,51900,0,-0.0014097744360902498,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2018-10-08,0.35625258571803636,32300,0,-0.0476054732041048,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2019-02-27,0.5487830200825529,43800,0,-0.005420054200542035,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2019-02-28,0.9318698099967265,74600,0,-0.0019073569482289665,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2019-05-30,0.8946454886338637,72700,0,-0.0005476451259583959,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2019-05-31,0.8932390416216491,73000,0,-0.004931506849314982,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2019-11-11,0.9992053361154636,78600,0,-0.016608824987605297,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2019-11-12,0.9986484373565628,78700,0,-0.001260398285858333,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2019-11-13,0.9986474146497585,78700,0,-0.0007571933366986583,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,BASE,2019-12-27,0.9993682719717526,77200,0,-0.0009947774185524727,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,STRESS,2015-02-25,0.975283343848709,15000,39900,-0.01535399488200162,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,STRESS,2015-09-29,0.888289246186751,45800,19100,-0.0193133047210301,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,STRESS,2016-04-29,0.7999501996573642,65400,0,-0.0012674271229404788,0.0
BUY_STRENGTH_BAND20_R00,earlier_diagnostic,STRESS,2017-05-17,0.9041969660838096,67600,0,-0.006697728596389063,0.0
