model,feature,origin,origin_index,entry_date,label_exit_date,label_mature_date,observed_label,training_count,training_first_origin,training_last_origin,training_last_maturity,fit_status,mean_only_prediction,raw_feature,volatility,target,training_mean,training_scale,coefficient,intercept,current_standardized,prediction
MONTHLY_LOGVOL20,logvol20,2015-04-30,710,2015-05-04,2015-06-01,2015-06-01,0.016670183583034293,33,2012-06-29,2015-02-27,2015-04-01,FIT_READY,0.018964683442167785,-1.468257068124786,0.23032657908190998,0.43416613227445827,-1.6741904963849508,0.33889310265360284,-0.004253701781007855,0.018964683442167785,0.6076648555183437,0.016379858363993527
MONTHLY_MOM20,mom20,2015-05-29,730,2015-06-01,2015-07-01,2015-07-01,-0.08385222083852217,34,2012-06-29,2015-03-31,2015-05-04,FIT_READY,0.023538467991412286,0.016532761207228363,0.38613445723807455,0.25897714675679445,0.01032534197318743,0.07279611037576958,0.0040506773867024955,0.023538467991412286,0.08527130367266288,0.023883874532933783
MONTHLY_Z20,z20,2015-05-29,730,2015-06-01,2015-07-01,2015-07-01,-0.08385222083852217,34,2012-06-29,2015-03-31,2015-05-04,FIT_READY,0.023538467991412286,0.32285688152252906,0.38613445723807455,0.25897714675679445,0.06406946533537045,1.3284882710737214,0.009865065864317216,0.023538467991412286,0.19479841999508163,0.025460167234928693
MONTHLY_LOGVOL20,logvol20,2015-05-29,730,2015-06-01,2015-07-01,2015-07-01,-0.08385222083852217,34,2012-06-29,2015-03-31,2015-05-04,FIT_READY,0.023538467991412286,-0.9515696353581278,0.38613445723807455,0.25897714675679445,-1.6717523567702972,0.334021541568155,-0.003627827118503297,0.023538467991412286,2.156096633861025,0.015716522152977586
MONTHLY_MOM20,mom20,2015-06-30,751,2015-07-01,2015-08-03,2015-08-03,-0.14046216583597637,35,2012-06-29,2015-04-30,2015-06-01,FIT_READY,0.02334223129403006,-0.12282531239317873,0.5381813272639494,0.18581098030358698,0.014189507757402553,0.07527300244681126,0.003630102626594358,0.02334223129403006,-1.8202385410014363,0.01673457858531246
MONTHLY_Z20,z20,2015-06-30,751,2015-07-01,2015-08-03,2015-08-03,-0.14046216583597637,35,2012-06-29,2015-04-30,2015-06-01,FIT_READY,0.02334223129403006,-1.4000904896395612,0.5381813272639494,0.18581098030358698,0.09459657061062325,1.3212075781689208,0.009553711508750872,0.02334223129403006,-1.1313037292154282,0.012534081836331841
MONTHLY_LOGVOL20,logvol20,2015-06-30,751,2015-07-01,2015-08-03,2015-08-03,-0.14046216583597637,35,2012-06-29,2015-04-30,2015-06-01,FIT_READY,0.02334223129403006,-0.6195597360813446,0.5381813272639494,0.18581098030358698,-1.6659382056661398,0.3308656230603318,-0.003615745292862393,0.02334223129403006,3.0,0.01249499541544288
MONTHLY_MOM20,mom20,2015-07-31,774,2015-08-03,2015-09-01,2015-09-01,-0.12994201370585134,36,2012-06-29,2015-05-29,2015-07-01,FIT_READY,0.020364607623681384,-0.017503664384722957,0.8089373435997376,0.12361896850379556,0.014254598131008826,0.07419090911264914,0.0035329402552565334,0.020364607623681384,-0.4280613743054562,0.018852292362677204
MONTHLY_Z20,z20,2015-07-31,774,2015-08-03,2015-09-01,2015-09-01,-0.12994201370585134,36,2012-06-29,2015-05-29,2015-07-01,FIT_READY,0.020364607623681384,-0.782335584296451,0.8089373435997376,0.12361896850379556,0.10093713480262063,1.3027520021330368,0.009158937561462225,0.020364607623681384,-0.6780052670445806,0.014154799716477548
MONTHLY_LOGVOL20,logvol20,2015-07-31,774,2015-08-03,2015-09-01,2015-09-01,-0.12994201370585134,36,2012-06-29,2015-05-29,2015-07-01,FIT_READY,0.020364607623681384,-0.21203381411985261,0.8089373435997376,0.0,-1.646094634268695,0.34715977747183824,-0.006369422099711174,0.020364607623681388,3.0,0.0012563413245478654
MONTHLY_MOM20,mom20,2015-08-31,795,2015-09-01,2015-10-08,2015-10-08,0.016358679188124725,37,2012-06-29,2015-06-30,2015-08-03,FIT_READY,0.016017938070717663,-0.1262887329252198,0.6887397489149993,0.0,0.010549735684409162,0.07654577869199196,0.007169178237840484,0.016017938070717663,-1.7876683854800826,0.0032018247850584217
MONTHLY_Z20,z20,2015-08-31,795,2015-09-01,2015-10-08,2015-10-08,0.016358679188124725,37,2012-06-29,2015-06-30,2015-08-03,FIT_READY,0.016017938070717663,-0.9243426918529735,0.6887397489149993,0.14519272360501076,0.060368820628507625,1.308018932884589,0.011332001362657457,0.016017938070717663,-0.7528266508420376,0.0074869054375308434
MONTHLY_LOGVOL20,logvol20,2015-08-31,795,2015-09-01,2015-10-08,2015-10-08,0.016358679188124725,37,2012-06-29,2015-06-30,2015-08-03,FIT_READY,0.016017938070717663,-0.3728918022337612,0.6887397489149993,0.0,-1.618350447831199,0.38164448297601145,-0.011400841960938064,0.016017938070717663,3.0,-0.01818458781209653
MONTHLY_MOM20,mom20,2015-09-30,815,2015-10-08,2015-11-02,2015-11-02,0.05931445603576746,38,2012-06-29,2015-07-31,2015-09-01,FIT_READY,0.012176886708176371,-0.052611890661597716,0.3435739837719422,0.2910581264103457,0.009811488314168842,0.0756413134983383,0.007764214286568294,0.012176886708176371,-0.8252550899600373,0.005769429348645448
MONTHLY_Z20,z20,2015-09-30,815,2015-10-08,2015-11-02,2015-11-02,0.05931445603576746,38,2012-06-29,2015-07-31,2015-09-01,FIT_READY,0.012176886708176371,-1.247865667460692,0.3435739837719422,0.0,0.03819238891995608,1.2974439484183844,0.012350485531644544,0.012176886708176371,-0.991224366916493,-6.521549403929773e-05
MONTHLY_LOGVOL20,logvol20,2015-09-30,815,2015-10-08,2015-11-02,2015-11-02,0.05931445603576746,38,2012-06-29,2015-07-31,2015-09-01,FIT_READY,0.012176886708176371,-1.0683528083511924,0.3435739837719422,0.0,-1.581342115365111,0.44018336015485854,-0.015606064778361482,0.012131395859729102,1.1653991346548098,-0.006055898528340277
MONTHLY_MOM20,mom20,2015-10-30,832,2015-11-02,2015-12-01,2015-12-01,0.014068655036578503,39,2012-06-29,2015-08-31,2015-10-08,FIT_READY,0.012284112156380176,0.10025964672640274,0.27641254698181567,0.3617780780645196,0.006321739051620416,0.07775599857746666,0.007264249844520143,0.012284112156380176,1.2081113919615343,0.021060135147599766
MONTHLY_Z20,z20,2015-10-30,832,2015-11-02,2015-12-01,2015-12-01,0.014068655036578503,39,2012-06-29,2015-08-31,2015-10-08,FIT_READY,0.012284112156380176,0.5917396902106349,0.27641254698181567,0.3617780780645196,0.013512002233470707,1.289502837871235,0.012064276937441738,0.012284112156380176,0.44841133419429036,0.01769387067398783
MONTHLY_LOGVOL20,logvol20,2015-10-30,832,2015-11-02,2015-12-01,2015-12-01,0.014068655036578503,39,2012-06-29,2015-08-31,2015-10-08,FIT_READY,0.012284112156380176,-1.285860793828696,0.27641254698181567,0.3617780780645196,-1.5503562099002046,0.47550744868709915,-0.013999214180064737,0.012284112156380178,0.5562382183534545,0.004497214202512551
MONTHLY_MOM20,mom20,2015-11-30,853,2015-12-01,2016-01-04,2016-01-04,0.04772475027746936,40,2012-06-29,2015-09-30,2015-11-02,FIT_READY,0.013459870753364859,0.023550289396419097,0.32166417874924785,0.310883233528949,0.004848398308789964,0.0773162279968869,0.0066781836973712335,0.013459870753364859,0.2418883017467194,0.015075245266674614
MONTHLY_Z20,z20,2015-11-30,853,2015-12-01,2016-01-04,2016-01-04,0.04772475027746936,40,2012-06-29,2015-09-30,2015-11-02,FIT_READY,0.013459870753364859,-1.7033103409763208,0.32166417874924785,0.0,-0.01802243950888337,1.2883935973133742,0.011200709203644821,0.013459870753364859,-1.3080536141918806,-0.00119125740197501
MONTHLY_LOGVOL20,logvol20,2015-11-30,853,2015-12-01,2016-01-04,2016-01-04,0.04772475027746936,40,2012-06-29,2015-09-30,2015-11-02,FIT_READY,0.013459870753364859,-1.1342472007994686,0.32166417874924785,0.0,-1.5383061248614793,0.47551855041843505,-0.01305613166668824,0.013459870753364862,0.8497227368027114,0.002365778821489986
MONTHLY_MOM20,mom20,2015-12-31,876,2016-01-04,2016-02-01,2016-02-01,-0.21106991525423724,41,2012-06-29,2015-10-30,2015-12-01,FIT_READY,0.01347471915051641,-0.006069420927794214,0.22333339083240725,0.4477610787499372,0.007175501928731739,0.07778422716367839,0.006483096394900469,0.01347471915051641,-0.17027774575242827,0.012370792110897063
MONTHLY_Z20,z20,2015-12-31,876,2016-01-04,2016-02-01,2016-02-01,-0.21106991525423724,41,2012-06-29,2015-10-30,2015-12-01,FIT_READY,0.01347471915051641,-0.12348689084716293,0.22333339083240725,0.4477610787499372,-0.0031501924425536565,1.2757459163575735,0.011035954641770679,0.01347471915051641,-0.09432654015322013,0.012433735731870312
MONTHLY_LOGVOL20,logvol20,2015-12-31,876,2016-01-04,2016-02-01,2016-02-01,-0.21106991525423724,41,2012-06-29,2015-10-30,2015-12-01,FIT_READY,0.01347471915051641,-1.4990895978067282,0.22333339083240725,0.4477610787499372,-1.5321489216655577,0.47118924191483724,-0.012846827904075809,0.01347471915051641,0.07016145726180358,0.012573366983574849
MONTHLY_MOM20,mom20,2016-01-29,896,2016-02-01,2016-03-01,2016-03-01,-0.01946721311475408,42,2012-06-29,2015-11-30,2016-01-04,FIT_READY,0.014290196082110528,-0.23822706720280834,0.41455246011679947,0.0,0.007565377820819534,0.07687131936027565,0.006487822080593796,0.014290196082110528,-3.0,-0.0051732701596708605
MONTHLY_Z20,z20,2016-01-29,896,2016-02-01,2016-03-01,2016-03-01,-0.01946721311475408,42,2012-06-29,2015-11-30,2016-01-04,FIT_READY,0.014290196082110528,-1.2832792749538628,0.41455246011679947,0.24122399363358057,-0.043630195979071924,1.2871108482780629,0.010142833194163977,0.014290196082110528,-0.9631253443580499,0.00452137636921509
MONTHLY_LOGVOL20,logvol20,2016-01-29,896,2016-02-01,2016-03-01,2016-03-01,-0.01946721311475408,42,2012-06-29,2015-11-30,2016-01-04,FIT_READY,0.014290196082110528,-0.8805557500103091,0.41455246011679947,0.0,-1.5226750711687462,0.46943994098581665,-0.012242545039747746,0.014290196082110532,1.367841261674489,-0.002455662171164781
MONTHLY_MOM20,mom20,2016-02-29,912,2016-03-01,2016-04-01,2016-04-01,0.11459421804249392,43,2012-06-29,2015-12-31,2016-02-01,FIT_READY,0.009049263260334998,-0.08561375272299183,0.3803758593004002,0.0,0.007248289477828517,0.07597912834471339,0.006874280816647961,0.009049263260334998,-1.2222046267694735,0.0006474854405152265
MONTHLY_Z20,z20,2016-02-29,912,2016-03-01,2016-04-01,2016-04-01,0.11459421804249392,43,2012-06-29,2015-12-31,2016-02-01,FIT_READY,0.009049263260334998,-1.4182329392344584,0.3803758593004002,0.0,-0.045487328417864736,1.2717540994084735,0.010186383685831893,0.009049263260334998,-1.0794111939211315,-0.0019460333157275411
MONTHLY_LOGVOL20,logvol20,2016-02-29,912,2016-03-01,2016-04-01,2016-04-01,0.11459421804249392,43,2012-06-29,2015-12-31,2016-02-01,FIT_READY,0.009049263260334998,-0.9665954116800737,0.3803758593004002,0.0,-1.522126571788234,0.46383164853927106,-0.012230710534760273,0.009049263260334997,1.1976999884714106,-0.005599458606144542
MONTHLY_MOM20,mom20,2016-03-31,935,2016-04-01,2016-05-03,2016-05-03,-0.013437499999999991,44,2012-06-29,2016-01-29,2016-03-01,FIT_READY,0.00840116152453752,0.05344416829061886,0.20104018138599913,0.49741300127460103,0.0016693040987231335,0.08371427331836966,0.0070349663976653105,0.00840116152453752,0.6184711655441752,0.012752085392065692
MONTHLY_Z20,z20,2016-03-31,935,2016-04-01,2016-05-03,2016-05-03,-0.013437499999999991,44,2012-06-29,2016-01-29,2016-03-01,FIT_READY,0.00840116152453752,1.0936761158406725,0.20104018138599913,0.49741300127460103,-0.07361896356641015,1.2706559773075135,0.010272856099472974,0.00840116152453752,0.9186554820924466,0.017838377097065195
MONTHLY_LOGVOL20,logvol20,2016-03-31,935,2016-04-01,2016-05-03,2016-05-03,-0.013437499999999991,44,2012-06-29,2016-01-29,2016-03-01,FIT_READY,0.00840116152453752,-1.6042504835088511,0.20104018138599913,0.49741300127460103,-1.5075454167478264,0.46849908291029063,-0.012269157337506284,0.008401161524537513,-0.20641463406992852,0.010933695146705252
MONTHLY_MOM20,mom20,2016-04-29,955,2016-05-03,2016-06-01,2016-06-01,0.004117833386126035,45,2012-06-29,2016-02-29,2016-04-01,FIT_READY,0.010761007224936552,-0.01792219013208749,0.12496249882472613,0.8002400795478745,-0.00027031938620386586,0.08377410870119054,0.0056564334433453715,0.010761007224936552,-0.21070795045812013,0.009569151727186481
MONTHLY_Z20,z20,2016-04-29,955,2016-05-03,2016-06-01,2016-06-01,0.004117833386126035,45,2012-06-29,2016-02-29,2016-04-01,FIT_READY,0.010761007224936552,-1.2106844457184716,0.12496249882472613,0.0,-0.10349927413681122,1.272025707332653,0.008797950912430538,0.010761007224936552,-0.8704110028588561,0.0031031739481448993
MONTHLY_LOGVOL20,logvol20,2016-04-29,955,2016-05-03,2016-06-01,2016-06-01,0.004117833386126035,45,2012-06-29,2016-02-29,2016-04-01,FIT_READY,0.010761007224936552,-2.0797415960938506,0.12496249882472613,0.8002400795478745,-1.4955243055240985,0.47011250798902315,-0.010609823697338492,0.010761007224936546,-1.2427180316235984,0.023946026445966447
MONTHLY_MOM20,mom20,2016-05-31,976,2016-06-01,2016-07-01,2016-07-01,-0.0028391167192428624,46,2012-06-29,2016-03-31,2016-05-03,FIT_READY,0.010234952720046627,-0.013788999424938074,0.1732452283716711,0.5772164748195276,0.0008973868676401065,0.08321578110818917,0.005401319109517749,0.010234952720046627,-0.1764855907977881,0.009281697725916005
MONTHLY_Z20,z20,2016-05-31,976,2016-06-01,2016-07-01,2016-07-01,-0.0028391167192428624,46,2012-06-29,2016-03-31,2016-05-03,FIT_READY,0.010234952720046627,1.7018466454459695,0.1732452283716711,0.5772164748195276,-0.07747372218077897,1.2701377472902642,0.008372185973804146,0.010234952720046627,1.4008877158582083,0.021963445205629248
MONTHLY_LOGVOL20,logvol20,2016-05-31,976,2016-06-01,2016-07-01,2016-07-01,-0.0028391167192428624,46,2012-06-29,2016-03-31,2016-05-03,FIT_READY,0.010234952720046627,-1.7530471831576648,0.1732452283716711,0.5772164748195276,-1.4978879180889846,0.4651360203113552,-0.01042685303911097,0.010234952720046623,-0.5485691366105777,0.015954802489277106
MONTHLY_MOM20,mom20,2016-06-30,996,2016-07-01,2016-08-01,2016-08-01,0.026573869028788444,47,2012-06-29,2016-04-29,2016-06-01,FIT_READY,0.010104801244856826,-0.0025276474753030283,0.15507893618953988,0.6448328990197512,0.0004969703357310086,0.08235205720005961,0.005355305064359787,0.010104801244856826,-0.03672789622833912,0.00990811215618192
MONTHLY_Z20,z20,2016-06-30,996,2016-07-01,2016-08-01,2016-08-01,0.026573869028788444,47,2012-06-29,2016-04-29,2016-06-01,FIT_READY,0.010104801244856826,0.7709960190477102,0.15507893618953988,0.6448328990197512,-0.10158458863902774,1.267084030196532,0.008269456682305741,0.010104801244856826,0.6886525178218809,0.015799583410145653
MONTHLY_LOGVOL20,logvol20,2016-06-30,996,2016-07-01,2016-08-01,2016-08-01,0.026573869028788444,47,2012-06-29,2016-04-29,2016-06-01,FIT_READY,0.010104801244856826,-1.8638210259557104,0.15507893618953988,0.6448328990197512,-1.5102677835784497,0.46781566220361676,-0.010064110428938585,0.01010480124485682,-0.7557533253843406,0.01771078616856238
MONTHLY_MOM20,mom20,2016-07-29,1017,2016-08-01,2016-09-01,2016-09-01,0.04406779661016946,48,2012-06-29,2016-05-31,2016-07-01,FIT_READY,0.009835136287271416,0.02994609296339542,0.14319852590143067,0.6983312109569763,0.00019934596571706946,0.08149735122089363,0.00532092981564467,0.009835136287271416,0.3650026234233257,0.011777289629033114
MONTHLY_Z20,z20,2016-07-29,1017,2016-08-01,2016-09-01,2016-09-01,0.04406779661016946,48,2012-06-29,2016-05-31,2016-07-01,FIT_READY,0.009835136287271416,-0.5346331904706384,0.14319852590143067,0.6983312109569763,-0.0640131045955903,1.2802733738066343,0.007824034840648279,0.009835136287271416,-0.36759343395212096,0.00695907245283648
MONTHLY_LOGVOL20,logvol20,2016-07-29,1017,2016-08-01,2016-09-01,2016-09-01,0.04406779661016946,48,2012-06-29,2016-05-31,2016-07-01,FIT_READY,0.009835136287271416,-1.9435233184929979,0.14319852590143067,0.6983312109569763,-1.5153256877363503,0.4641368698733451,-0.009860538759893251,0.009835136287271418,-0.922567584155715,0.018932149709459924
MONTHLY_MOM20,mom20,2016-08-31,1040,2016-09-01,2016-10-10,2016-10-10,-0.017119244391971655,49,2012-06-29,2016-06-30,2016-08-01,FIT_READY,0.010176743077914621,0.0452702524357219,0.13128146479679334,0.7617221528933046,0.00014369303834931235,0.08064489325135521,0.005260589050671817,0.010176743077914621,0.5595711963648021,0.013120417186582628
MONTHLY_Z20,z20,2016-08-31,1040,2016-09-01,2016-10-10,2016-10-10,-0.017119244391971655,49,2012-06-29,2016-06-30,2016-08-01,FIT_READY,0.010176743077914621,0.45849505989979156,0.13128146479679334,0.7617221528933046,-0.04697210207225764,1.2724705848995503,0.007820629857684232,0.010176743077914621,0.39723288535738616,0.013283354441594654
MONTHLY_LOGVOL20,logvol20,2016-08-31,1040,2016-09-01,2016-10-10,2016-10-10,-0.017119244391971655,49,2012-06-29,2016-06-30,2016-08-01,FIT_READY,0.010176743077914621,-2.0304116744563845,0.13128146479679334,0.7617221528933046,-1.5224378374959293,0.46196710395574847,-0.009830107791246911,0.010176743077914626,-1.0995887642448101,0.0209858191564851
MONTHLY_MOM20,mom20,2016-09-30,1060,2016-10-10,2016-11-01,2016-11-01,0.01921921921921932,50,2012-06-29,2016-07-29,2016-09-01,FIT_READY,0.010854564148559717,-0.019967881433811056,0.11808033179483474,0.8468810891702997,0.0007397410368502346,0.07992894320627766,0.005325573579867236,0.010854564148559717,-0.25907539421883535,0.009474839073914198
MONTHLY_Z20,z20,2016-09-30,1060,2016-10-10,2016-11-01,2016-11-01,0.01921921921921932,50,2012-06-29,2016-07-29,2016-09-01,FIT_READY,0.010854564148559717,-0.45435970463763264,0.11808033179483474,0.8468810891702997,-0.05672532384022525,1.261306123835778,0.007600753202836501,0.010854564148559717,-0.3152560455253759,0.008458380750819146
MONTHLY_LOGVOL20,logvol20,2016-09-30,1060,2016-10-10,2016-11-01,2016-11-01,0.01921921921921932,50,2012-06-29,2016-07-29,2016-09-01,FIT_READY,0.010854564148559717,-2.1363901082183165,0.11808033179483474,0.8468810891702997,-1.5308595471158706,0.4610905389256139,-0.00995620965499653,0.01085456414855972,-1.3132573973723065,0.023929630127773494
MONTHLY_MOM20,mom20,2016-10-31,1076,2016-11-01,2016-12-01,2016-12-01,0.060400707130229936,51,2012-06-29,2016-08-31,2016-10-10,FIT_READY,0.010306058098745376,0.03323161651252692,0.08701778245960254,1.0,0.0016128883191810516,0.07937093257509098,0.005104680523475949,0.010303880043329897,0.3983665955220084,0.012337414244694514
MONTHLY_Z20,z20,2016-10-31,1076,2016-11-01,2016-12-01,2016-12-01,0.060400707130229936,51,2012-06-29,2016-08-31,2016-10-10,FIT_READY,0.010306058098745376,0.6753864067303825,0.08701778245960254,1.0,-0.046622963374734726,1.2507118842086824,0.007401493346428674,0.010306058098745376,0.57727873159367,0.01457878278967071
MONTHLY_LOGVOL20,logvol20,2016-10-31,1076,2016-11-01,2016-12-01,2016-12-01,0.060400707130229936,51,2012-06-29,2016-08-31,2016-10-10,FIT_READY,0.010306058098745376,-2.441642785126202,0.08701778245960254,1.0,-1.5406546868676454,0.46178520795449435,-0.00945063107514844,0.01030605809874538,-1.9510977890555186,0.02874516349464688
MONTHLY_MOM20,mom20,2016-11-30,1098,2016-12-01,2017-01-03,2017-01-03,-0.06585162545151435,52,2012-06-29,2016-09-30,2016-11-01,FIT_READY,0.010477465043369875,0.05809099790145244,0.08432386283637497,1.0,0.0011978735162388957,0.07864589541864304,0.0050284063554248614,0.010473177242576208,0.7234086926261508,0.014110770110147134
MONTHLY_Z20,z20,2016-11-30,1098,2016-12-01,2017-01-03,2017-01-03,-0.06585162545151435,52,2012-06-29,2016-09-30,2016-11-01,FIT_READY,0.010477465043369875,1.4556116860992647,0.08432386283637497,1.0,-0.05446405455286739,1.2396794574172,0.007294450383637464,0.010477465043369875,1.218117902670007,0.01936296564581677
MONTHLY_LOGVOL20,logvol20,2016-11-30,1098,2016-12-01,2017-01-03,2017-01-03,-0.06585162545151435,52,2012-06-29,2016-09-30,2016-11-01,FIT_READY,0.010477465043369875,-2.4730903836115674,0.08432386283637497,1.0,-1.5521111372782352,0.4646388982310614,-0.009319025052090986,0.010477465043369879,-1.9821397860566898,0.02894907536637844
MONTHLY_MOM20,mom20,2016-12-30,1120,2017-01-03,2017-02-03,2017-02-03,0.023795359904818625,53,2012-06-29,2016-10-31,2016-12-01,FIT_READY,0.011419413007272896,-0.0670851565885967,0.1343177771860011,0.7445030888318053,0.0018022837614518773,0.07801020881714282,0.0051645558462375075,0.011411919854526711,-0.883056735709064,0.006851324027561056
MONTHLY_Z20,z20,2016-12-30,1120,2017-01-03,2017-02-03,2017-02-03,0.023795359904818625,53,2012-06-29,2016-10-31,2016-12-01,FIT_READY,0.011419413007272896,-0.9640320550102017,0.1343177771860011,0.7445030888318053,-0.04069329113242871,1.231788053947259,0.007477750484956104,0.011419413007272896,-0.7495922378195976,0.005814149287398068
MONTHLY_LOGVOL20,logvol20,2016-12-30,1120,2017-01-03,2017-02-03,2017-02-03,0.023795359904818625,53,2012-06-29,2016-10-31,2016-12-01,FIT_READY,0.011419413007272896,-2.0075468149948006,0.1343177771860011,0.7445030888318053,-1.5688947532753668,0.47609573189211984,-0.009793118651574565,0.0114194130072729,-0.9213526447215231,0.0204423287769728
MONTHLY_MOM20,mom20,2017-01-26,1138,2017-02-03,2017-03-01,2017-03-01,0.017714791851195733,54,2012-06-29,2016-11-30,2017-01-03,FIT_READY,0.009988467850628688,0.026320833534898183,0.07539770395552568,1.0,0.002844667356637073,0.07764949844343734,0.0045759168527042164,0.00997960292792587,0.3023350652465835,0.01136306304815114
MONTHLY_Z20,z20,2017-01-26,1138,2017-02-03,2017-03-01,2017-03-01,0.017714791851195733,54,2012-06-29,2016-11-30,2017-01-03,FIT_READY,0.009988467850628688,1.7267824865981023,0.07539770395552568,1.0,-0.012983939702212167,1.2369863031873953,0.006449768688189447,0.009988467850628688,1.4064556913988329,0.019059781730338718
