period,cost,origin,parent_target,own_nav,own_previous_shares,own_stock_weight,request_rule,selected_rebalance_weight,new_request,same_state_center_request,different_request
evaluation,BASE,2020-05-19,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-05-20,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-05-21,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-05-22,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-05-25,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-05-26,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-05-27,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-05-28,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-05-29,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-01,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-02,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-03,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-04,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-05,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-08,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-09,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-10,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-11,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-12,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-15,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-16,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-17,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-18,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-19,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-22,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-23,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-24,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-29,0.0,208298.61504,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-06-30,0.5767908587043085,208298.61504,0,0.0,FIRST_ENTRY_AT_CENTER,0.5767908587043085,28700,28700,False
evaluation,BASE,2020-07-01,0.6135653598431193,210627.96444,28700,0.5820993443390845,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-07-02,0.5835964060661007,213440.56444,28700,0.5876062047018077,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-07-03,0.5716798086260451,215937.46443999998,28700,0.5923747429920503,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-07-06,0.0,225322.36443999998,28700,0.6093527393130174,EXPLICIT_FULL_EXIT,0.0,-28700,-28700,False
evaluation,BASE,2020-07-07,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-08,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-09,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-10,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-13,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-14,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-15,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-16,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-17,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-20,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-21,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-22,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-23,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-24,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-27,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-28,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-29,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-30,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-07-31,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-03,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-04,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-05,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-06,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-07,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-10,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-11,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-12,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-13,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-14,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-17,0.0,226270.50912,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-08-18,0.3187952265341366,226270.50912,0,0.0,FIRST_ENTRY_AT_CENTER,0.3187952265341366,14800,14800,False
evaluation,BASE,2020-08-19,0.3027722907087258,225131.29392000003,14800,0.3151547648689496,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-08-20,0.2940417702983362,224376.49392000004,14800,0.31285095320648015,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-08-21,0.47306271012707035,224968.49392000004,14800,0.3146591718979669,LOWER_BOUNDARY,0.3730627101270704,2700,7400,True
evaluation,BASE,2020-08-24,0.47427170939260066,225420.99392,17500,0.37364532262639044,LOWER_BOUNDARY,0.3742717093926007,0,4700,True
evaluation,BASE,2020-08-25,0.47611128968708666,225578.49392,17500,0.37408264650408835,LOWER_BOUNDARY,0.3761112896870866,0,4700,True
evaluation,BASE,2020-08-26,0.4991072850665428,224545.99392,17500,0.3712045739266066,LOWER_BOUNDARY,0.3991072850665428,1300,6000,True
evaluation,BASE,2020-08-27,0.5089593878207355,225206.09392,18800,0.40061615753634666,LOWER_BOUNDARY,0.4089593878207355,300,5000,True
evaluation,BASE,2020-08-28,0.4754293390389535,227455.79392000003,19100,0.4128920982027451,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-08-31,0.47328050691066814,226634.49392,19100,0.4107644798009483,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-01,0.4721707109780051,227283.89392,19100,0.41244805508742227,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-02,0.4710263170516332,227207.49392,19100,0.41225048691827054,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-03,0.46835604179409274,226825.49392000004,19100,0.4112606497085413,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-04,0.45850787683098515,225774.99392,19100,0.4085213264702011,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-07,0.39451668614648105,223922.29392000003,19100,0.4036275192513443,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-08,0.40574405861866714,224380.69392000002,19100,0.4048458822949699,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-09,0.34179312448248883,222260.59392,19100,0.3991688244652738,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-10,0.3409751243749156,222336.99392,19100,0.39937528359293195,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-11,0.3585405193526099,223024.59392,19100,0.4012270504664528,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-14,0.38480757549606504,223540.29392000003,19100,0.40260839968390066,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-15,0.3839226319804988,224208.79392000003,19100,0.4043895799749547,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-16,0.39907757706178415,223673.99392000004,19100,0.40296548749532873,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-17,0.4008894094338426,223120.09392,19100,0.4014833376330447,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-18,0.3831716501262896,225431.19392000002,19100,0.4076192757627391,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-21,0.36408536864122215,224380.69392000002,19100,0.4048458822949699,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-22,0.34271099793940796,223291.99392,19100,0.40194410208973064,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-23,0.3554389235910579,223559.39392,19100,0.40265943837820906,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-24,0.3218951950682798,222088.69392000002,19100,0.3987037720699834,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-25,0.3504417190548704,222145.99392000004,19100,0.39885886950501886,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-28,0.35514118440549075,222336.99392,19100,0.39937528359293195,HOLD_INSIDE_INTERVAL,,0,0,False
evaluation,BASE,2020-09-29,0.0,222547.09392,19100,0.399942315274606,EXPLICIT_FULL_EXIT,0.0,-19100,-19100,False
evaluation,BASE,2020-09-30,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-09,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-12,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-13,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-14,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-15,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-16,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-19,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-20,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-21,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-22,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-23,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-26,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-27,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-28,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-29,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-10-30,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-02,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-03,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-04,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-05,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-06,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-09,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-10,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-11,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-12,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-13,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-16,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-17,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-18,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-19,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-20,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-23,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-24,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-25,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-26,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-27,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-11-30,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-12-01,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-12-02,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
evaluation,BASE,2020-12-03,0.0,222720.25452000002,0,0.0,EXPLICIT_FULL_EXIT,0.0,0,0,False
