模型日期,因子,均值,标准差,买入价值系数,等待价值系数
2025-04-01,二十日均值偏离分数,0.24223196113615947,1.4822304977034766,-0.013759459759282212,-0.023418857095401265
2025-04-01,两日相对强弱,57.470154311555675,38.823139094453495,-0.024069374713136738,0.006106634596765916
2025-04-01,当日收盘位置,0.5228706473746679,0.30159456837397147,0.009310589479066038,-0.011301746692094536
2025-04-01,六十日日内相对隔夜强弱,1.4005079338994286,0.4179990375058845,0.007351743561996976,0.014373158237426863
2025-04-01,连续已观测进入信号天数的对数,1.6390907229212224,0.9294603398557378,-0.030794312087346835,-0.017941451097823555
2025-05-06,截距,,,0.008671135766318616,0.0028812710279148683
2025-05-06,五日含分红涨跌,0.01630684573770957,0.052645403399755396,0.006934266047146482,0.004861913238414412
2025-05-06,二十日含分红涨跌,0.020619118846360404,0.0614314209004608,0.004919492167455056,0.00439673366637182
2025-05-06,一百二十日均线偏离,0.023536845001275997,0.08159108704554717,-0.029549530442353814,0.0008751007576327356
2025-05-06,二十日波动,0.16794411668896536,0.07949376436442089,-0.02127593214652785,-0.01489735299267238
2025-05-06,二十日相对六十日波动,1.0254663129240633,0.24937932066089571,0.052214823785818175,0.023899106583834054
2025-05-06,二十日均值偏离分数,0.24223196113615947,1.4822304977034766,-0.013759459759282212,-0.023418857095401265
2025-05-06,两日相对强弱,57.470154311555675,38.823139094453495,-0.024069374713136738,0.006106634596765916
2025-05-06,当日收盘位置,0.5228706473746679,0.30159456837397147,0.009310589479066038,-0.011301746692094536
2025-05-06,六十日日内相对隔夜强弱,1.4005079338994286,0.4179990375058845,0.007351743561996976,0.014373158237426863
2025-05-06,连续已观测进入信号天数的对数,1.6390907229212224,0.9294603398557378,-0.030794312087346835,-0.017941451097823555
2025-06-03,截距,,,0.008671135766318616,0.0028812710279148683
2025-06-03,五日含分红涨跌,0.01630684573770957,0.052645403399755396,0.006934266047146482,0.004861913238414412
2025-06-03,二十日含分红涨跌,0.020619118846360404,0.0614314209004608,0.004919492167455056,0.00439673366637182
2025-06-03,一百二十日均线偏离,0.023536845001275997,0.08159108704554717,-0.029549530442353814,0.0008751007576327356
2025-06-03,二十日波动,0.16794411668896536,0.07949376436442089,-0.02127593214652785,-0.01489735299267238
2025-06-03,二十日相对六十日波动,1.0254663129240633,0.24937932066089571,0.052214823785818175,0.023899106583834054
2025-06-03,二十日均值偏离分数,0.24223196113615947,1.4822304977034766,-0.013759459759282212,-0.023418857095401265
2025-06-03,两日相对强弱,57.470154311555675,38.823139094453495,-0.024069374713136738,0.006106634596765916
2025-06-03,当日收盘位置,0.5228706473746679,0.30159456837397147,0.009310589479066038,-0.011301746692094536
2025-06-03,六十日日内相对隔夜强弱,1.4005079338994286,0.4179990375058845,0.007351743561996976,0.014373158237426863
2025-06-03,连续已观测进入信号天数的对数,1.6390907229212224,0.9294603398557378,-0.030794312087346835,-0.017941451097823555
2025-07-01,截距,,,0.008671135766318616,0.0028812710279148683
2025-07-01,五日含分红涨跌,0.01630684573770957,0.052645403399755396,0.006934266047146482,0.004861913238414412
2025-07-01,二十日含分红涨跌,0.020619118846360404,0.0614314209004608,0.004919492167455056,0.00439673366637182
2025-07-01,一百二十日均线偏离,0.023536845001275997,0.08159108704554717,-0.029549530442353814,0.0008751007576327356
2025-07-01,二十日波动,0.16794411668896536,0.07949376436442089,-0.02127593214652785,-0.01489735299267238
2025-07-01,二十日相对六十日波动,1.0254663129240633,0.24937932066089571,0.052214823785818175,0.023899106583834054
2025-07-01,二十日均值偏离分数,0.24223196113615947,1.4822304977034766,-0.013759459759282212,-0.023418857095401265
2025-07-01,两日相对强弱,57.470154311555675,38.823139094453495,-0.024069374713136738,0.006106634596765916
2025-07-01,当日收盘位置,0.5228706473746679,0.30159456837397147,0.009310589479066038,-0.011301746692094536
2025-07-01,六十日日内相对隔夜强弱,1.4005079338994286,0.4179990375058845,0.007351743561996976,0.014373158237426863
2025-07-01,连续已观测进入信号天数的对数,1.6390907229212224,0.9294603398557378,-0.030794312087346835,-0.017941451097823555
2025-08-01,截距,,,0.008671135766318616,0.0028812710279148683
2025-08-01,五日含分红涨跌,0.01630684573770957,0.052645403399755396,0.006934266047146482,0.004861913238414412
2025-08-01,二十日含分红涨跌,0.020619118846360404,0.0614314209004608,0.004919492167455056,0.00439673366637182
2025-08-01,一百二十日均线偏离,0.023536845001275997,0.08159108704554717,-0.029549530442353814,0.0008751007576327356
2025-08-01,二十日波动,0.16794411668896536,0.07949376436442089,-0.02127593214652785,-0.01489735299267238
2025-08-01,二十日相对六十日波动,1.0254663129240633,0.24937932066089571,0.052214823785818175,0.023899106583834054
2025-08-01,二十日均值偏离分数,0.24223196113615947,1.4822304977034766,-0.013759459759282212,-0.023418857095401265
2025-08-01,两日相对强弱,57.470154311555675,38.823139094453495,-0.024069374713136738,0.006106634596765916
2025-08-01,当日收盘位置,0.5228706473746679,0.30159456837397147,0.009310589479066038,-0.011301746692094536
2025-08-01,六十日日内相对隔夜强弱,1.4005079338994286,0.4179990375058845,0.007351743561996976,0.014373158237426863
2025-08-01,连续已观测进入信号天数的对数,1.6390907229212224,0.9294603398557378,-0.030794312087346835,-0.017941451097823555
2025-09-01,截距,,,0.013005417406096521,0.004388514406346395
2025-09-01,五日含分红涨跌,0.014793520648321137,0.05106006721615138,0.013915576149785105,0.009069893518814019
2025-09-01,二十日含分红涨跌,0.013028991468240186,0.05469140443296474,0.007388546587168123,-4.3383450584242905e-05
2025-09-01,一百二十日均线偏离,0.014211276947688417,0.07403709978129251,-0.0362862218965128,-0.0016712170999013758
2025-09-01,二十日波动,0.1622961242434874,0.07459997467392893,-0.018820167482078355,-0.011674730610945703
2025-09-01,二十日相对六十日波动,1.0057598519764013,0.25482515290002894,0.04159313030770218,0.022106265333174037
2025-09-01,二十日均值偏离分数,0.19008618452580361,1.460600040869025,-0.006020951335426548,-0.021478111265048155
2025-09-01,两日相对强弱,57.665996424510965,39.13553104643254,-0.02561307200653701,0.00633928138757431
2025-09-01,当日收盘位置,0.5193073233310501,0.2983830175476639,0.006054803202718123,-0.01246686541150251
2025-09-01,六十日日内相对隔夜强弱,1.3897533030450735,0.4057673552052756,-0.0015499474774351828,0.012649370982940535
2025-09-01,连续已观测进入信号天数的对数,1.6605788106342108,0.9505317187245479,-0.01882171960620008,-0.012985325871373077
2025-10-09,截距,,,0.030378735061543892,0.008376476756196238
2025-10-09,五日含分红涨跌,0.013726272139314686,0.05057162150920464,0.034799091709900004,0.011133413300686025
2025-10-09,二十日含分红涨跌,0.0075980847866551435,0.05123091256367122,0.012452214653413259,0.009240407041109277
2025-10-09,一百二十日均线偏离,0.0005901648074564343,0.06026270936856434,-0.04429488471034243,-0.007891290639065351
2025-10-09,二十日波动,0.1502920861378107,0.07622303034264982,-0.031801986801309114,-0.017426632992571762
2025-10-09,二十日相对六十日波动,0.9560713137505747,0.29313209766343346,0.017752178733881758,0.016787500735803658
2025-10-09,二十日均值偏离分数,0.14406531868749922,1.4326004456971397,-0.008649564233554471,-0.022213748158177043
2025-10-09,两日相对强弱,61.18248730019309,38.8833270922254,-0.01626809518633272,0.006838132914328278
2025-10-09,当日收盘位置,0.5355608734527917,0.29281264705819193,0.0073974418934735645,-0.01006377573781152
2025-10-09,六十日日内相对隔夜强弱,1.3796348951782906,0.4045338637313158,-0.004747913863841909,0.010949520317880396
2025-10-09,连续已观测进入信号天数的对数,1.589077151882336,0.9523160733447702,-0.026101059584304174,-0.017456081169284328
2025-11-03,截距,,,0.030378735061543892,0.008376476756196238
2025-11-03,五日含分红涨跌,0.013726272139314686,0.05057162150920464,0.034799091709900004,0.011133413300686025
2025-11-03,二十日含分红涨跌,0.0075980847866551435,0.05123091256367122,0.012452214653413259,0.009240407041109277
2025-11-03,一百二十日均线偏离,0.0005901648074564343,0.06026270936856434,-0.04429488471034243,-0.007891290639065351
2025-11-03,二十日波动,0.1502920861378107,0.07622303034264982,-0.031801986801309114,-0.017426632992571762
2025-11-03,二十日相对六十日波动,0.9560713137505747,0.29313209766343346,0.017752178733881758,0.016787500735803658
2025-11-03,二十日均值偏离分数,0.14406531868749922,1.4326004456971397,-0.008649564233554471,-0.022213748158177043
2025-11-03,两日相对强弱,61.18248730019309,38.8833270922254,-0.01626809518633272,0.006838132914328278
2025-11-03,当日收盘位置,0.5355608734527917,0.29281264705819193,0.0073974418934735645,-0.01006377573781152
2025-11-03,六十日日内相对隔夜强弱,1.3796348951782906,0.4045338637313158,-0.004747913863841909,0.010949520317880396
2025-11-03,连续已观测进入信号天数的对数,1.589077151882336,0.9523160733447702,-0.026101059584304174,-0.017456081169284328
2025-12-01,截距,,,0.030378735061543892,0.008376476756196238
2025-12-01,五日含分红涨跌,0.013726272139314686,0.05057162150920464,0.034799091709900004,0.011133413300686025
2025-12-01,二十日含分红涨跌,0.0075980847866551435,0.05123091256367122,0.012452214653413259,0.009240407041109277
2025-12-01,一百二十日均线偏离,0.0005901648074564343,0.06026270936856434,-0.04429488471034243,-0.007891290639065351
2025-12-01,二十日波动,0.1502920861378107,0.07622303034264982,-0.031801986801309114,-0.017426632992571762
2025-12-01,二十日相对六十日波动,0.9560713137505747,0.29313209766343346,0.017752178733881758,0.016787500735803658
2025-12-01,二十日均值偏离分数,0.14406531868749922,1.4326004456971397,-0.008649564233554471,-0.022213748158177043
2025-12-01,两日相对强弱,61.18248730019309,38.8833270922254,-0.01626809518633272,0.006838132914328278
2025-12-01,当日收盘位置,0.5355608734527917,0.29281264705819193,0.0073974418934735645,-0.01006377573781152
2025-12-01,六十日日内相对隔夜强弱,1.3796348951782906,0.4045338637313158,-0.004747913863841909,0.010949520317880396
2025-12-01,连续已观测进入信号天数的对数,1.589077151882336,0.9523160733447702,-0.026101059584304174,-0.017456081169284328
2026-01-05,截距,,,0.030378735061543892,0.008376476756196238
2026-01-05,五日含分红涨跌,0.013726272139314686,0.05057162150920464,0.034799091709900004,0.011133413300686025
2026-01-05,二十日含分红涨跌,0.0075980847866551435,0.05123091256367122,0.012452214653413259,0.009240407041109277
2026-01-05,一百二十日均线偏离,0.0005901648074564343,0.06026270936856434,-0.04429488471034243,-0.007891290639065351
2026-01-05,二十日波动,0.1502920861378107,0.07622303034264982,-0.031801986801309114,-0.017426632992571762
2026-01-05,二十日相对六十日波动,0.9560713137505747,0.29313209766343346,0.017752178733881758,0.016787500735803658
2026-01-05,二十日均值偏离分数,0.14406531868749922,1.4326004456971397,-0.008649564233554471,-0.022213748158177043
2026-01-05,两日相对强弱,61.18248730019309,38.8833270922254,-0.01626809518633272,0.006838132914328278
2026-01-05,当日收盘位置,0.5355608734527917,0.29281264705819193,0.0073974418934735645,-0.01006377573781152
2026-01-05,六十日日内相对隔夜强弱,1.3796348951782906,0.4045338637313158,-0.004747913863841909,0.010949520317880396
2026-01-05,连续已观测进入信号天数的对数,1.589077151882336,0.9523160733447702,-0.026101059584304174,-0.017456081169284328
2026-02-02,截距,,,0.030378735061543892,0.008376476756196238
2026-02-02,五日含分红涨跌,0.013726272139314686,0.05057162150920464,0.034799091709900004,0.011133413300686025
2026-02-02,二十日含分红涨跌,0.0075980847866551435,0.05123091256367122,0.012452214653413259,0.009240407041109277
2026-02-02,一百二十日均线偏离,0.0005901648074564343,0.06026270936856434,-0.04429488471034243,-0.007891290639065351
2026-02-02,二十日波动,0.1502920861378107,0.07622303034264982,-0.031801986801309114,-0.017426632992571762
2026-02-02,二十日相对六十日波动,0.9560713137505747,0.29313209766343346,0.017752178733881758,0.016787500735803658
2026-02-02,二十日均值偏离分数,0.14406531868749922,1.4326004456971397,-0.008649564233554471,-0.022213748158177043
2026-02-02,两日相对强弱,61.18248730019309,38.8833270922254,-0.01626809518633272,0.006838132914328278
2026-02-02,当日收盘位置,0.5355608734527917,0.29281264705819193,0.0073974418934735645,-0.01006377573781152
2026-02-02,六十日日内相对隔夜强弱,1.3796348951782906,0.4045338637313158,-0.004747913863841909,0.010949520317880396
2026-02-02,连续已观测进入信号天数的对数,1.589077151882336,0.9523160733447702,-0.026101059584304174,-0.017456081169284328
