period,date,panic_budget,learned_budget,panic_sd,learned_sd,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,panic_state,learned_state,target,panic_reference_return,learned_reference_return
earlier_diagnostic,2018-04-02,0.6361763415445201,0.36382365845548,0.002180158464347188,0.003812190888640168,RISK_BUDGET_AVAILABLE,True,2018-04-02,2018-04-02,2017-04-10,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-05-02,0.63617634154452,0.36382365845548015,0.0021801584643471885,0.003812190888640166,RISK_BUDGET_AVAILABLE,True,2018-05-02,2018-05-02,2017-05-05,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-06-01,0.6073146437118154,0.3926853562881847,0.002180158464347189,0.0033717635246846866,RISK_BUDGET_AVAILABLE,True,2018-06-01,2018-06-01,2017-06-08,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-07-02,0.5464807148428718,0.4535192851571282,0.0021801584643471894,0.0026270427632518584,RISK_BUDGET_AVAILABLE,True,2018-07-02,2018-07-02,2017-07-06,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-08-01,0.37240296664110023,0.6275970333588997,0.00218015846434719,0.0012936604807153452,RISK_BUDGET_AVAILABLE,True,2018-08-01,2018-08-01,2017-08-07,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-09-03,0.37240296664110023,0.6275970333588997,0.0021801584643471902,0.0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-09-03,2018-08-01,2017-09-07,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-10-08,0.37240296664110023,0.6275970333588997,0.0021801584643471907,0.0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-10-08,2018-08-01,2017-10-11,242,0.0,1.0,0.6275970333588997,0.0,0.0
earlier_diagnostic,2018-11-01,0.5485824010421848,0.4514175989578151,0.00289438189166956,0.003517379409510989,RISK_BUDGET_AVAILABLE,True,2018-11-01,2018-11-01,2017-11-06,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-12-03,0.5485824010421847,0.4514175989578153,0.002894381891669563,0.00351737940951099,RISK_BUDGET_AVAILABLE,True,2018-12-03,2018-12-03,2017-12-06,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-01-02,0.5485824010421845,0.4514175989578155,0.002894381891669566,0.0035173794095109904,RISK_BUDGET_AVAILABLE,True,2019-01-02,2019-01-02,2018-01-04,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-02-01,0.5485824010421843,0.4514175989578157,0.002894381891669569,0.0035173794095109917,RISK_BUDGET_AVAILABLE,True,2019-02-01,2019-02-01,2018-02-05,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-03-01,0.6596864624813772,0.3403135375186229,0.0019401575337172849,0.003760930785789,RISK_BUDGET_AVAILABLE,True,2019-03-01,2019-03-01,2018-03-05,242,0.0,1.0,0.3403135375186229,0.0,0.02044416088367318
earlier_diagnostic,2019-04-01,0.7058236773456104,0.29417632265438964,0.0018905604211212918,0.004536062918454543,RISK_BUDGET_AVAILABLE,True,2019-04-01,2019-04-01,2018-04-03,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-05-06,0.7058236773456101,0.29417632265438987,0.001890560421121292,0.0045360629184545385,RISK_BUDGET_AVAILABLE,True,2019-05-06,2019-05-06,2018-05-08,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-06-03,0.7061699112520862,0.2938300887479137,0.0018905604211212922,0.0045436357130372645,RISK_BUDGET_AVAILABLE,True,2019-06-03,2019-06-03,2018-06-05,242,0.0,1.0,0.2938300887479137,0.0,0.00219681368057989
earlier_diagnostic,2019-07-01,0.7557578499457672,0.24424215005423278,0.0018905604211212927,0.0058499561961026505,RISK_BUDGET_AVAILABLE,True,2019-07-01,2019-07-01,2018-07-03,242,0.0,1.0,0.24424215005423278,0.0,0.024556446478337657
earlier_diagnostic,2019-08-01,0.7570961316476922,0.24290386835230787,0.001890560421121293,0.00589260266288206,RISK_BUDGET_AVAILABLE,True,2019-08-01,2019-08-01,2018-08-03,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-09-02,0.757096131647692,0.24290386835230807,0.0018905604211212931,0.005892602662882054,RISK_BUDGET_AVAILABLE,True,2019-09-02,2019-09-02,2018-09-04,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-10-08,0.7570867713252151,0.2429132286747849,0.0018905604211212935,0.005892302749547761,RISK_BUDGET_AVAILABLE,True,2019-10-08,2019-10-08,2018-10-10,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-11-01,0.7570867713252151,0.2429132286747849,0.0,0.0047197430764679875,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2019-11-01,2019-10-08,2018-11-05,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-12-02,0.7570867713252151,0.2429132286747849,0.0,0.004719743076467992,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2019-12-02,2019-10-08,2018-12-04,242,0.0,0.0,0.0,0.0,0.0
