fit_index,deleted_cycle_id,remaining_cycles,remaining_rows,maximum_gradient_residual,whole_cycle_deleted,no_backfill
1240,12,10,438,6.158268339717665e-16,True,True
1261,1,10,438,1.9949319973733282e-16,True,True
1261,2,10,445,1.1102230246251565e-16,True,True
1261,3,10,491,2.1640675362810669e-16,True,True
1261,4,10,438,1.2836953722228372e-16,True,True
1261,5,10,472,4.371503159461554e-16,True,True
1261,6,10,438,6.581107186987012e-16,True,True
1261,8,10,496,2.0990154059319366e-16,True,True
1261,9,10,438,2.6020852139652106e-16,True,True
1261,10,10,438,3.0010716134398763e-16,True,True
1261,11,10,438,1.6479873021779667e-16,True,True
1261,12,10,438,6.158268339717665e-16,True,True
1284,1,11,497,2.2898349882893854e-16,True,True
1284,2,11,504,2.0122792321330962e-16,True,True
1284,3,11,550,1.5439038936193583e-16,True,True
1284,4,11,497,1.734723475976807e-16,True,True
1284,5,11,531,1.6696713456276768e-16,True,True
1284,6,11,497,1.5222198501696482e-16,True,True
1284,8,11,555,2.445960101127298e-16,True,True
1284,9,11,497,1.214306433183765e-16,True,True
1284,10,11,497,2.255140518769849e-16,True,True
1284,11,11,497,1.1102230246251565e-16,True,True
1284,12,11,497,2.5673907444456745e-16,True,True
1284,13,11,497,4.787836793695988e-16,True,True
1305,1,11,497,2.2898349882893854e-16,True,True
1305,2,11,504,2.0122792321330962e-16,True,True
1305,3,11,550,1.5439038936193583e-16,True,True
1305,4,11,497,1.734723475976807e-16,True,True
1305,5,11,531,1.6696713456276768e-16,True,True
1305,6,11,497,1.5222198501696482e-16,True,True
1305,8,11,555,2.445960101127298e-16,True,True
1305,9,11,497,1.214306433183765e-16,True,True
1305,10,11,497,2.255140518769849e-16,True,True
1305,11,11,497,1.1102230246251565e-16,True,True
1305,12,11,497,2.5673907444456745e-16,True,True
1305,13,11,497,4.787836793695988e-16,True,True
1322,1,11,497,2.2898349882893854e-16,True,True
1322,2,11,504,2.0122792321330962e-16,True,True
1322,3,11,550,1.5439038936193583e-16,True,True
1322,4,11,497,1.734723475976807e-16,True,True
1322,5,11,531,1.6696713456276768e-16,True,True
1322,6,11,497,1.5222198501696482e-16,True,True
1322,8,11,555,2.445960101127298e-16,True,True
1322,9,11,497,1.214306433183765e-16,True,True
1322,10,11,497,2.255140518769849e-16,True,True
1322,11,11,497,1.1102230246251565e-16,True,True
1322,12,11,497,2.5673907444456745e-16,True,True
1322,13,11,497,4.787836793695988e-16,True,True
1344,1,12,556,2.7668839441830073e-16,True,True
1344,2,12,563,8.031769693772617e-16,True,True
1344,3,12,609,1.1058862159352145e-16,True,True
1344,4,12,556,1.457167719820518e-16,True,True
1344,5,12,590,3.5214886562329184e-16,True,True
1344,6,12,556,2.0122792321330962e-16,True,True
1344,8,12,614,1.8821749714348357e-16,True,True
1344,9,12,556,1.7694179454963432e-16,True,True
1344,10,12,556,1.1102230246251565e-16,True,True
1344,11,12,556,1.214306433183765e-16,True,True
1344,12,12,556,1.0408340855860843e-16,True,True
1344,13,12,556,2.654126918244515e-16,True,True
1344,14,12,556,9.540979117872439e-17,True,True
1365,1,12,556,2.7668839441830073e-16,True,True
1365,2,12,563,8.031769693772617e-16,True,True
1365,3,12,609,1.1058862159352145e-16,True,True
1365,4,12,556,1.457167719820518e-16,True,True
1365,5,12,590,3.5214886562329184e-16,True,True
1365,6,12,556,2.0122792321330962e-16,True,True
1365,8,12,614,1.8821749714348357e-16,True,True
1365,9,12,556,1.7694179454963432e-16,True,True
1365,10,12,556,1.1102230246251565e-16,True,True
1365,11,12,556,1.214306433183765e-16,True,True
1365,12,12,556,1.0408340855860843e-16,True,True
1365,13,12,556,2.654126918244515e-16,True,True
1365,14,12,556,9.540979117872439e-17,True,True
1387,1,12,556,2.7668839441830073e-16,True,True
1387,2,12,563,8.031769693772617e-16,True,True
1387,3,12,609,1.1058862159352145e-16,True,True
1387,4,12,556,1.457167719820518e-16,True,True
1387,5,12,590,3.5214886562329184e-16,True,True
1387,6,12,556,2.0122792321330962e-16,True,True
1387,8,12,614,1.8821749714348357e-16,True,True
1387,9,12,556,1.7694179454963432e-16,True,True
1387,10,12,556,1.1102230246251565e-16,True,True
1387,11,12,556,1.214306433183765e-16,True,True
1387,12,12,556,1.0408340855860843e-16,True,True
1387,13,12,556,2.654126918244515e-16,True,True
1387,14,12,556,9.540979117872439e-17,True,True
1402,1,13,612,2.0643209364124004e-16,True,True
1402,2,13,619,2.2898349882893854e-16,True,True
1402,3,13,665,3.0531133177191805e-16,True,True
1402,4,13,612,3.469446951953614e-16,True,True
1402,5,13,646,7.598088824778415e-16,True,True
1402,6,13,612,1.5265566588595902e-16,True,True
1402,8,13,670,1.6306400674181987e-16,True,True
1402,9,13,612,2.393918396847994e-16,True,True
1402,10,13,612,1.1579279202145187e-16,True,True
1402,11,13,612,1.7694179454963432e-16,True,True
1402,12,13,612,2.8102520310824275e-16,True,True
1402,13,13,612,2.914335439641036e-16,True,True
1402,14,13,612,3.1051550219984847e-16,True,True
1402,15,13,615,1.8735013540549517e-16,True,True
1424,1,13,612,2.0643209364124004e-16,True,True
1424,2,13,619,2.2898349882893854e-16,True,True
1424,3,13,665,3.0531133177191805e-16,True,True
1424,4,13,612,3.469446951953614e-16,True,True
1424,5,13,646,7.598088824778415e-16,True,True
1424,6,13,612,1.5265566588595902e-16,True,True
1424,8,13,670,1.6306400674181987e-16,True,True
1424,9,13,612,2.393918396847994e-16,True,True
1424,10,13,612,1.1579279202145187e-16,True,True
1424,11,13,612,1.7694179454963432e-16,True,True
1424,12,13,612,2.8102520310824275e-16,True,True
1424,13,13,612,2.914335439641036e-16,True,True
1424,14,13,612,3.1051550219984847e-16,True,True
1424,15,13,615,1.8735013540549517e-16,True,True
1442,1,13,612,2.0643209364124004e-16,True,True
1442,2,13,619,2.2898349882893854e-16,True,True
1442,3,13,665,3.0531133177191805e-16,True,True
1442,4,13,612,3.469446951953614e-16,True,True
1442,5,13,646,7.598088824778415e-16,True,True
1442,6,13,612,1.5265566588595902e-16,True,True
1442,8,13,670,1.6306400674181987e-16,True,True
1442,9,13,612,2.393918396847994e-16,True,True
1442,10,13,612,1.1579279202145187e-16,True,True
1442,11,13,612,1.7694179454963432e-16,True,True
1442,12,13,612,2.8102520310824275e-16,True,True
1442,13,13,612,2.914335439641036e-16,True,True
1442,14,13,612,3.1051550219984847e-16,True,True
1442,15,13,615,1.8735013540549517e-16,True,True
1464,1,13,612,2.0643209364124004e-16,True,True
1464,2,13,619,2.2898349882893854e-16,True,True
1464,3,13,665,3.0531133177191805e-16,True,True
1464,4,13,612,3.469446951953614e-16,True,True
1464,5,13,646,7.598088824778415e-16,True,True
1464,6,13,612,1.5265566588595902e-16,True,True
1464,8,13,670,1.6306400674181987e-16,True,True
1464,9,13,612,2.393918396847994e-16,True,True
1464,10,13,612,1.1579279202145187e-16,True,True
1464,11,13,612,1.7694179454963432e-16,True,True
1464,12,13,612,2.8102520310824275e-16,True,True
1464,13,13,612,2.914335439641036e-16,True,True
1464,14,13,612,3.1051550219984847e-16,True,True
1464,15,13,615,1.8735013540549517e-16,True,True
1484,1,13,612,2.0643209364124004e-16,True,True
1484,2,13,619,2.2898349882893854e-16,True,True
1484,3,13,665,3.0531133177191805e-16,True,True
1484,4,13,612,3.469446951953614e-16,True,True
1484,5,13,646,7.598088824778415e-16,True,True
1484,6,13,612,1.5265566588595902e-16,True,True
1484,8,13,670,1.6306400674181987e-16,True,True
1484,9,13,612,2.393918396847994e-16,True,True
1484,10,13,612,1.1579279202145187e-16,True,True
1484,11,13,612,1.7694179454963432e-16,True,True
1484,12,13,612,2.8102520310824275e-16,True,True
1484,13,13,612,2.914335439641036e-16,True,True
1484,14,13,612,3.1051550219984847e-16,True,True
1484,15,13,615,1.8735013540549517e-16,True,True
1506,1,13,612,2.0643209364124004e-16,True,True
1506,2,13,619,2.2898349882893854e-16,True,True
1506,3,13,665,3.0531133177191805e-16,True,True
1506,4,13,612,3.469446951953614e-16,True,True
1506,5,13,646,7.598088824778415e-16,True,True
1506,6,13,612,1.5265566588595902e-16,True,True
1506,8,13,670,1.6306400674181987e-16,True,True
1506,9,13,612,2.393918396847994e-16,True,True
1506,10,13,612,1.1579279202145187e-16,True,True
1506,11,13,612,1.7694179454963432e-16,True,True
1506,12,13,612,2.8102520310824275e-16,True,True
1506,13,13,612,2.914335439641036e-16,True,True
1506,14,13,612,3.1051550219984847e-16,True,True
1506,15,13,615,1.8735013540549517e-16,True,True
1529,1,13,612,2.0643209364124004e-16,True,True
1529,2,13,619,2.2898349882893854e-16,True,True
1529,3,13,665,3.0531133177191805e-16,True,True
1529,4,13,612,3.469446951953614e-16,True,True
1529,5,13,646,7.598088824778415e-16,True,True
1529,6,13,612,1.5265566588595902e-16,True,True
1529,8,13,670,1.6306400674181987e-16,True,True
1529,9,13,612,2.393918396847994e-16,True,True
1529,10,13,612,1.1579279202145187e-16,True,True
1529,11,13,612,1.7694179454963432e-16,True,True
1529,12,13,612,2.8102520310824275e-16,True,True
1529,13,13,612,2.914335439641036e-16,True,True
1529,14,13,612,3.1051550219984847e-16,True,True
1529,15,13,615,1.8735013540549517e-16,True,True
1548,1,13,612,2.0643209364124004e-16,True,True
1548,2,13,619,2.2898349882893854e-16,True,True
1548,3,13,665,3.0531133177191805e-16,True,True
1548,4,13,612,3.469446951953614e-16,True,True
1548,5,13,646,7.598088824778415e-16,True,True
1548,6,13,612,1.5265566588595902e-16,True,True
1548,8,13,670,1.6306400674181987e-16,True,True
1548,9,13,612,2.393918396847994e-16,True,True
1548,10,13,612,1.1579279202145187e-16,True,True
1548,11,13,612,1.7694179454963432e-16,True,True
1548,12,13,612,2.8102520310824275e-16,True,True
1548,13,13,612,2.914335439641036e-16,True,True
1548,14,13,612,3.1051550219984847e-16,True,True
1548,15,13,615,1.8735013540549517e-16,True,True
1566,1,14,619,3.452099717193846e-16,True,True
1566,2,14,626,1.0234868508263162e-16,True,True
1566,3,14,672,1.5612511283791264e-16,True,True
1566,4,14,619,3.7383290907300193e-16,True,True
1566,5,14,653,1.3010426069826053e-16,True,True
1566,6,14,619,2.0990154059319366e-16,True,True
1566,8,14,677,1.3183898417423734e-16,True,True
1566,9,14,619,1.700029006457271e-16,True,True
1566,10,14,619,3.885780586188048e-16,True,True
1566,11,14,619,1.5612511283791264e-16,True,True
1566,12,14,619,2.402592014227878e-16,True,True
1566,13,14,619,3.469446951953614e-16,True,True
1566,14,14,619,1.3530843112619095e-15,True,True
1566,15,14,622,1.2420620087993939e-15,True,True
1566,16,14,671,2.1163626406917047e-16,True,True
1588,1,14,619,3.452099717193846e-16,True,True
1588,2,14,626,1.0234868508263162e-16,True,True
1588,3,14,672,1.5612511283791264e-16,True,True
1588,4,14,619,3.7383290907300193e-16,True,True
1588,5,14,653,1.3010426069826053e-16,True,True
1588,6,14,619,2.0990154059319366e-16,True,True
1588,8,14,677,1.3183898417423734e-16,True,True
1588,9,14,619,1.700029006457271e-16,True,True
1588,10,14,619,3.885780586188048e-16,True,True
1588,11,14,619,1.5612511283791264e-16,True,True
1588,12,14,619,2.402592014227878e-16,True,True
1588,13,14,619,3.469446951953614e-16,True,True
1588,14,14,619,1.3530843112619095e-15,True,True
1588,15,14,622,1.2420620087993939e-15,True,True
1588,16,14,671,2.1163626406917047e-16,True,True
1608,1,14,619,3.452099717193846e-16,True,True
1608,2,14,626,1.0234868508263162e-16,True,True
1608,3,14,672,1.5612511283791264e-16,True,True
1608,4,14,619,3.7383290907300193e-16,True,True
1608,5,14,653,1.3010426069826053e-16,True,True
1608,6,14,619,2.0990154059319366e-16,True,True
1608,8,14,677,1.3183898417423734e-16,True,True
1608,9,14,619,1.700029006457271e-16,True,True
1608,10,14,619,3.885780586188048e-16,True,True
1608,11,14,619,1.5612511283791264e-16,True,True
1608,12,14,619,2.402592014227878e-16,True,True
1608,13,14,619,3.469446951953614e-16,True,True
1608,14,14,619,1.3530843112619095e-15,True,True
1608,15,14,622,1.2420620087993939e-15,True,True
1608,16,14,671,2.1163626406917047e-16,True,True
1630,1,14,619,3.452099717193846e-16,True,True
1630,2,14,626,1.0234868508263162e-16,True,True
1630,3,14,672,1.5612511283791264e-16,True,True
1630,4,14,619,3.7383290907300193e-16,True,True
1630,5,14,653,1.3010426069826053e-16,True,True
1630,6,14,619,2.0990154059319366e-16,True,True
1630,8,14,677,1.3183898417423734e-16,True,True
1630,9,14,619,1.700029006457271e-16,True,True
1630,10,14,619,3.885780586188048e-16,True,True
1630,11,14,619,1.5612511283791264e-16,True,True
1630,12,14,619,2.402592014227878e-16,True,True
1630,13,14,619,3.469446951953614e-16,True,True
1630,14,14,619,1.3530843112619095e-15,True,True
1630,15,14,622,1.2420620087993939e-15,True,True
1630,16,14,671,2.1163626406917047e-16,True,True
1645,1,14,619,3.452099717193846e-16,True,True
1645,2,14,626,1.0234868508263162e-16,True,True
1645,3,14,672,1.5612511283791264e-16,True,True
1645,4,14,619,3.7383290907300193e-16,True,True
1645,5,14,653,1.3010426069826053e-16,True,True
1645,6,14,619,2.0990154059319366e-16,True,True
1645,8,14,677,1.3183898417423734e-16,True,True
1645,9,14,619,1.700029006457271e-16,True,True
1645,10,14,619,3.885780586188048e-16,True,True
1645,11,14,619,1.5612511283791264e-16,True,True
1645,12,14,619,2.402592014227878e-16,True,True
1645,13,14,619,3.469446951953614e-16,True,True
1645,14,14,619,1.3530843112619095e-15,True,True
1645,15,14,622,1.2420620087993939e-15,True,True
1645,16,14,671,2.1163626406917047e-16,True,True
1666,1,14,619,3.452099717193846e-16,True,True
1666,2,14,626,1.0234868508263162e-16,True,True
1666,3,14,672,1.5612511283791264e-16,True,True
1666,4,14,619,3.7383290907300193e-16,True,True
1666,5,14,653,1.3010426069826053e-16,True,True
1666,6,14,619,2.0990154059319366e-16,True,True
1666,8,14,677,1.3183898417423734e-16,True,True
1666,9,14,619,1.700029006457271e-16,True,True
1666,10,14,619,3.885780586188048e-16,True,True
1666,11,14,619,1.5612511283791264e-16,True,True
1666,12,14,619,2.402592014227878e-16,True,True
1666,13,14,619,3.469446951953614e-16,True,True
1666,14,14,619,1.3530843112619095e-15,True,True
1666,15,14,622,1.2420620087993939e-15,True,True
1666,16,14,671,2.1163626406917047e-16,True,True
1687,1,14,619,3.452099717193846e-16,True,True
1687,2,14,626,1.0234868508263162e-16,True,True
1687,3,14,672,1.5612511283791264e-16,True,True
1687,4,14,619,3.7383290907300193e-16,True,True
1687,5,14,653,1.3010426069826053e-16,True,True
1687,6,14,619,2.0990154059319366e-16,True,True
1687,8,14,677,1.3183898417423734e-16,True,True
1687,9,14,619,1.700029006457271e-16,True,True
1687,10,14,619,3.885780586188048e-16,True,True
1687,11,14,619,1.5612511283791264e-16,True,True
1687,12,14,619,2.402592014227878e-16,True,True
1687,13,14,619,3.469446951953614e-16,True,True
1687,14,14,619,1.3530843112619095e-15,True,True
1687,15,14,622,1.2420620087993939e-15,True,True
1687,16,14,671,2.1163626406917047e-16,True,True
1707,1,15,662,9.367506770274758e-17,True,True
1707,2,15,669,3.3306690738754696e-16,True,True
1707,3,15,715,1.7694179454963432e-16,True,True
1707,4,15,662,4.445228907190568e-16,True,True
1707,5,15,696,1.6393136847980827e-15,True,True
1707,6,15,662,1.8084492237058214e-16,True,True
1707,8,15,720,3.0357660829594124e-16,True,True
1707,9,15,662,3.157196726277789e-16,True,True
1707,10,15,662,2.42861286636753e-16,True,True
1707,11,15,662,4.3021142204224816e-16,True,True
1707,12,15,662,2.463307335887066e-16,True,True
1707,13,15,662,2.3245294578089215e-16,True,True
1707,14,15,662,2.914335439641036e-16,True,True
1707,15,15,665,3.861928138393367e-16,True,True
1707,16,15,714,4.0766001685454967e-16,True,True
1707,17,15,678,2.0469737016526324e-16,True,True
1726,1,15,662,9.367506770274758e-17,True,True
1726,2,15,669,3.3306690738754696e-16,True,True
1726,3,15,715,1.7694179454963432e-16,True,True
1726,4,15,662,4.445228907190568e-16,True,True
1726,5,15,696,1.6393136847980827e-15,True,True
1726,6,15,662,1.8084492237058214e-16,True,True
1726,8,15,720,3.0357660829594124e-16,True,True
1726,9,15,662,3.157196726277789e-16,True,True
1726,10,15,662,2.42861286636753e-16,True,True
1726,11,15,662,4.3021142204224816e-16,True,True
1726,12,15,662,2.463307335887066e-16,True,True
1726,13,15,662,2.3245294578089215e-16,True,True
1726,14,15,662,2.914335439641036e-16,True,True
1726,15,15,665,3.861928138393367e-16,True,True
1726,16,15,714,4.0766001685454967e-16,True,True
1726,17,15,678,2.0469737016526324e-16,True,True
1749,1,16,700,2.498001805406602e-16,True,True
1749,2,16,707,1.581850969656351e-16,True,True
1749,3,16,753,5.30825383648903e-16,True,True
1749,4,16,700,2.0903417885520525e-16,True,True
1749,5,16,734,2.5847379792054426e-16,True,True
1749,6,16,700,1.5178830414797062e-16,True,True
1749,8,16,758,2.0469737016526324e-16,True,True
1749,9,16,700,3.5735303605122226e-16,True,True
1749,10,16,700,2.0816681711721685e-16,True,True
1749,11,16,700,2.6237692574149207e-16,True,True
1749,12,16,700,3.86843335142828e-16,True,True
1749,13,16,700,1.457167719820518e-16,True,True
1749,14,16,700,1.1839487723541708e-16,True,True
1749,15,16,703,1.491862189340054e-16,True,True
1749,16,16,752,3.400058012914542e-16,True,True
1749,17,16,716,1.5959455978986625e-16,True,True
1749,18,16,721,1.249000902703301e-16,True,True
1771,1,16,700,2.498001805406602e-16,True,True
1771,2,16,707,1.581850969656351e-16,True,True
1771,3,16,753,5.30825383648903e-16,True,True
1771,4,16,700,2.0903417885520525e-16,True,True
1771,5,16,734,2.5847379792054426e-16,True,True
1771,6,16,700,1.5178830414797062e-16,True,True
1771,8,16,758,2.0469737016526324e-16,True,True
1771,9,16,700,3.5735303605122226e-16,True,True
1771,10,16,700,2.0816681711721685e-16,True,True
1771,11,16,700,2.6237692574149207e-16,True,True
1771,12,16,700,3.86843335142828e-16,True,True
1771,13,16,700,1.457167719820518e-16,True,True
1771,14,16,700,1.1839487723541708e-16,True,True
1771,15,16,703,1.491862189340054e-16,True,True
1771,16,16,752,3.400058012914542e-16,True,True
1771,17,16,716,1.5959455978986625e-16,True,True
1771,18,16,721,1.249000902703301e-16,True,True
1791,1,16,700,2.498001805406602e-16,True,True
1791,2,16,707,1.581850969656351e-16,True,True
1791,3,16,753,5.30825383648903e-16,True,True
1791,4,16,700,2.0903417885520525e-16,True,True
1791,5,16,734,2.5847379792054426e-16,True,True
1791,6,16,700,1.5178830414797062e-16,True,True
1791,8,16,758,2.0469737016526324e-16,True,True
1791,9,16,700,3.5735303605122226e-16,True,True
1791,10,16,700,2.0816681711721685e-16,True,True
1791,11,16,700,2.6237692574149207e-16,True,True
1791,12,16,700,3.86843335142828e-16,True,True
1791,13,16,700,1.457167719820518e-16,True,True
1791,14,16,700,1.1839487723541708e-16,True,True
1791,15,16,703,1.491862189340054e-16,True,True
1791,16,16,752,3.400058012914542e-16,True,True
1791,17,16,716,1.5959455978986625e-16,True,True
1791,18,16,721,1.249000902703301e-16,True,True
1809,1,16,700,2.498001805406602e-16,True,True
1809,2,16,707,1.581850969656351e-16,True,True
1809,3,16,753,5.30825383648903e-16,True,True
1809,4,16,700,2.0903417885520525e-16,True,True
1809,5,16,734,2.5847379792054426e-16,True,True
1809,6,16,700,1.5178830414797062e-16,True,True
1809,8,16,758,2.0469737016526324e-16,True,True
1809,9,16,700,3.5735303605122226e-16,True,True
1809,10,16,700,2.0816681711721685e-16,True,True
1809,11,16,700,2.6237692574149207e-16,True,True
1809,12,16,700,3.86843335142828e-16,True,True
1809,13,16,700,1.457167719820518e-16,True,True
1809,14,16,700,1.1839487723541708e-16,True,True
1809,15,16,703,1.491862189340054e-16,True,True
1809,16,16,752,3.400058012914542e-16,True,True
1809,17,16,716,1.5959455978986625e-16,True,True
1809,18,16,721,1.249000902703301e-16,True,True
1830,1,16,700,2.498001805406602e-16,True,True
1830,2,16,707,1.581850969656351e-16,True,True
1830,3,16,753,5.30825383648903e-16,True,True
1830,4,16,700,2.0903417885520525e-16,True,True
1830,5,16,734,2.5847379792054426e-16,True,True
1830,6,16,700,1.5178830414797062e-16,True,True
1830,8,16,758,2.0469737016526324e-16,True,True
1830,9,16,700,3.5735303605122226e-16,True,True
1830,10,16,700,2.0816681711721685e-16,True,True
1830,11,16,700,2.6237692574149207e-16,True,True
1830,12,16,700,3.86843335142828e-16,True,True
1830,13,16,700,1.457167719820518e-16,True,True
1830,14,16,700,1.1839487723541708e-16,True,True
1830,15,16,703,1.491862189340054e-16,True,True
1830,16,16,752,3.400058012914542e-16,True,True
1830,17,16,716,1.5959455978986625e-16,True,True
1830,18,16,721,1.249000902703301e-16,True,True
1852,1,16,700,2.498001805406602e-16,True,True
1852,2,16,707,1.581850969656351e-16,True,True
1852,3,16,753,5.30825383648903e-16,True,True
1852,4,16,700,2.0903417885520525e-16,True,True
1852,5,16,734,2.5847379792054426e-16,True,True
1852,6,16,700,1.5178830414797062e-16,True,True
1852,8,16,758,2.0469737016526324e-16,True,True
1852,9,16,700,3.5735303605122226e-16,True,True
1852,10,16,700,2.0816681711721685e-16,True,True
1852,11,16,700,2.6237692574149207e-16,True,True
1852,12,16,700,3.86843335142828e-16,True,True
1852,13,16,700,1.457167719820518e-16,True,True
1852,14,16,700,1.1839487723541708e-16,True,True
1852,15,16,703,1.491862189340054e-16,True,True
1852,16,16,752,3.400058012914542e-16,True,True
1852,17,16,716,1.5959455978986625e-16,True,True
1852,18,16,721,1.249000902703301e-16,True,True
1868,1,16,700,2.498001805406602e-16,True,True
1868,2,16,707,1.581850969656351e-16,True,True
1868,3,16,753,5.30825383648903e-16,True,True
1868,4,16,700,2.0903417885520525e-16,True,True
1868,5,16,734,2.5847379792054426e-16,True,True
1868,6,16,700,1.5178830414797062e-16,True,True
1868,8,16,758,2.0469737016526324e-16,True,True
1868,9,16,700,3.5735303605122226e-16,True,True
1868,10,16,700,2.0816681711721685e-16,True,True
1868,11,16,700,2.6237692574149207e-16,True,True
1868,12,16,700,3.86843335142828e-16,True,True
1868,13,16,700,1.457167719820518e-16,True,True
1868,14,16,700,1.1839487723541708e-16,True,True
1868,15,16,703,1.491862189340054e-16,True,True
1868,16,16,752,3.400058012914542e-16,True,True
1868,17,16,716,1.5959455978986625e-16,True,True
1868,18,16,721,1.249000902703301e-16,True,True
1888,1,16,700,2.498001805406602e-16,True,True
1888,2,16,707,1.581850969656351e-16,True,True
1888,3,16,753,5.30825383648903e-16,True,True
1888,4,16,700,2.0903417885520525e-16,True,True
1888,5,16,734,2.5847379792054426e-16,True,True
1888,6,16,700,1.5178830414797062e-16,True,True
1888,8,16,758,2.0469737016526324e-16,True,True
1888,9,16,700,3.5735303605122226e-16,True,True
1888,10,16,700,2.0816681711721685e-16,True,True
1888,11,16,700,2.6237692574149207e-16,True,True
1888,12,16,700,3.86843335142828e-16,True,True
1888,13,16,700,1.457167719820518e-16,True,True
1888,14,16,700,1.1839487723541708e-16,True,True
1888,15,16,703,1.491862189340054e-16,True,True
1888,16,16,752,3.400058012914542e-16,True,True
1888,17,16,716,1.5959455978986625e-16,True,True
1888,18,16,721,1.249000902703301e-16,True,True
1910,1,17,728,3.469446951953614e-16,True,True
1910,2,17,735,3.226585665316861e-16,True,True
1910,3,17,781,1.196959198423997e-16,True,True
1910,4,17,728,4.510281037539698e-16,True,True
1910,5,17,762,3.8163916471489756e-16,True,True
1910,6,17,728,2.0643209364124004e-16,True,True
1910,8,17,786,2.8275992658421956e-16,True,True
1910,9,17,728,2.0122792321330962e-16,True,True
1910,10,17,728,1.8648277366750676e-16,True,True
1910,11,17,728,5.793976409762536e-16,True,True
1910,12,17,728,2.9559688030644793e-15,True,True
1910,13,17,728,1.8995222061946038e-16,True,True
1910,14,17,728,2.3418766925686896e-16,True,True
1910,15,17,731,4.544975507059235e-16,True,True
1910,16,17,780,1.8388068845354155e-16,True,True
1910,17,17,744,2.411265631607762e-16,True,True
1910,18,17,749,9.71445146547012e-17,True,True
1910,19,17,759,3.980106175194287e-16,True,True
1931,1,17,728,3.469446951953614e-16,True,True
1931,2,17,735,3.226585665316861e-16,True,True
1931,3,17,781,1.196959198423997e-16,True,True
1931,4,17,728,4.510281037539698e-16,True,True
1931,5,17,762,3.8163916471489756e-16,True,True
1931,6,17,728,2.0643209364124004e-16,True,True
1931,8,17,786,2.8275992658421956e-16,True,True
1931,9,17,728,2.0122792321330962e-16,True,True
1931,10,17,728,1.8648277366750676e-16,True,True
1931,11,17,728,5.793976409762536e-16,True,True
1931,12,17,728,2.9559688030644793e-15,True,True
1931,13,17,728,1.8995222061946038e-16,True,True
1931,14,17,728,2.3418766925686896e-16,True,True
1931,15,17,731,4.544975507059235e-16,True,True
1931,16,17,780,1.8388068845354155e-16,True,True
1931,17,17,744,2.411265631607762e-16,True,True
1931,18,17,749,9.71445146547012e-17,True,True
1931,19,17,759,3.980106175194287e-16,True,True
1949,1,18,770,1.7867651802561113e-16,True,True
1949,2,18,777,2.0122792321330962e-16,True,True
1949,3,18,823,3.608224830031759e-16,True,True
1949,4,18,770,3.686287386450715e-16,True,True
