fit_index,fit_origin,deleted_cycle_id,training_cycles,training_rows,latest_exit_index,status,failure
3082,2025-02-05,14,"[11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3082,2025-02-05,15,"[11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",786,3005,FIT_COMPLETE,
3082,2025-02-05,16,"[11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",835,3005,FIT_COMPLETE,
3082,2025-02-05,17,"[11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",799,3005,FIT_COMPLETE,
3082,2025-02-05,18,"[11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",804,3005,FIT_COMPLETE,
3082,2025-02-05,19,"[11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",814,3005,FIT_COMPLETE,
3082,2025-02-05,20,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",800,3005,FIT_COMPLETE,
3082,2025-02-05,21,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3082,2025-02-05,22,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30]",809,3005,FIT_COMPLETE,
3082,2025-02-05,23,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30]",808,3005,FIT_COMPLETE,
3082,2025-02-05,24,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30]",788,3005,FIT_COMPLETE,
3082,2025-02-05,25,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30]",785,3005,FIT_COMPLETE,
3082,2025-02-05,26,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30]",822,3005,FIT_COMPLETE,
3082,2025-02-05,27,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30]",783,3005,FIT_COMPLETE,
3082,2025-02-05,28,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30]",811,3005,FIT_COMPLETE,
3082,2025-02-05,29,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30]",802,3005,FIT_COMPLETE,
3082,2025-02-05,30,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",837,2989,FIT_COMPLETE,
3100,2025-03-03,11,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3100,2025-03-03,12,"[11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3100,2025-03-03,13,"[11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3100,2025-03-03,14,"[11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3100,2025-03-03,15,"[11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",786,3005,FIT_COMPLETE,
3100,2025-03-03,16,"[11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",835,3005,FIT_COMPLETE,
3100,2025-03-03,17,"[11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",799,3005,FIT_COMPLETE,
3100,2025-03-03,18,"[11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",804,3005,FIT_COMPLETE,
3100,2025-03-03,19,"[11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",814,3005,FIT_COMPLETE,
3100,2025-03-03,20,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",800,3005,FIT_COMPLETE,
3100,2025-03-03,21,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3100,2025-03-03,22,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30]",809,3005,FIT_COMPLETE,
3100,2025-03-03,23,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30]",808,3005,FIT_COMPLETE,
3100,2025-03-03,24,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30]",788,3005,FIT_COMPLETE,
3100,2025-03-03,25,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30]",785,3005,FIT_COMPLETE,
3100,2025-03-03,26,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30]",822,3005,FIT_COMPLETE,
3100,2025-03-03,27,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30]",783,3005,FIT_COMPLETE,
3100,2025-03-03,28,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30]",811,3005,FIT_COMPLETE,
3100,2025-03-03,29,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30]",802,3005,FIT_COMPLETE,
3100,2025-03-03,30,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",837,2989,FIT_COMPLETE,
3121,2025-04-01,11,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3121,2025-04-01,12,"[11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3121,2025-04-01,13,"[11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3121,2025-04-01,14,"[11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3121,2025-04-01,15,"[11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",786,3005,FIT_COMPLETE,
3121,2025-04-01,16,"[11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",835,3005,FIT_COMPLETE,
3121,2025-04-01,17,"[11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",799,3005,FIT_COMPLETE,
3121,2025-04-01,18,"[11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",804,3005,FIT_COMPLETE,
3121,2025-04-01,19,"[11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",814,3005,FIT_COMPLETE,
3121,2025-04-01,20,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",800,3005,FIT_COMPLETE,
3121,2025-04-01,21,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3121,2025-04-01,22,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30]",809,3005,FIT_COMPLETE,
3121,2025-04-01,23,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30]",808,3005,FIT_COMPLETE,
3121,2025-04-01,24,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30]",788,3005,FIT_COMPLETE,
3121,2025-04-01,25,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30]",785,3005,FIT_COMPLETE,
3121,2025-04-01,26,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30]",822,3005,FIT_COMPLETE,
3121,2025-04-01,27,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30]",783,3005,FIT_COMPLETE,
3121,2025-04-01,28,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30]",811,3005,FIT_COMPLETE,
3121,2025-04-01,29,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30]",802,3005,FIT_COMPLETE,
3121,2025-04-01,30,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",837,2989,FIT_COMPLETE,
3142,2025-05-06,11,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3142,2025-05-06,12,"[11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3142,2025-05-06,13,"[11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3142,2025-05-06,14,"[11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3142,2025-05-06,15,"[11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",786,3005,FIT_COMPLETE,
3142,2025-05-06,16,"[11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",835,3005,FIT_COMPLETE,
3142,2025-05-06,17,"[11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",799,3005,FIT_COMPLETE,
3142,2025-05-06,18,"[11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",804,3005,FIT_COMPLETE,
3142,2025-05-06,19,"[11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",814,3005,FIT_COMPLETE,
3142,2025-05-06,20,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",800,3005,FIT_COMPLETE,
3142,2025-05-06,21,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3142,2025-05-06,22,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30]",809,3005,FIT_COMPLETE,
3142,2025-05-06,23,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30]",808,3005,FIT_COMPLETE,
3142,2025-05-06,24,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30]",788,3005,FIT_COMPLETE,
3142,2025-05-06,25,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30]",785,3005,FIT_COMPLETE,
3142,2025-05-06,26,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30]",822,3005,FIT_COMPLETE,
3142,2025-05-06,27,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30]",783,3005,FIT_COMPLETE,
3142,2025-05-06,28,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30]",811,3005,FIT_COMPLETE,
3142,2025-05-06,29,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30]",802,3005,FIT_COMPLETE,
3142,2025-05-06,30,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",837,2989,FIT_COMPLETE,
3161,2025-06-03,11,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3161,2025-06-03,12,"[11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3161,2025-06-03,13,"[11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3161,2025-06-03,14,"[11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3161,2025-06-03,15,"[11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",786,3005,FIT_COMPLETE,
3161,2025-06-03,16,"[11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",835,3005,FIT_COMPLETE,
3161,2025-06-03,17,"[11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",799,3005,FIT_COMPLETE,
3161,2025-06-03,18,"[11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",804,3005,FIT_COMPLETE,
3161,2025-06-03,19,"[11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",814,3005,FIT_COMPLETE,
3161,2025-06-03,20,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",800,3005,FIT_COMPLETE,
3161,2025-06-03,21,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3161,2025-06-03,22,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30]",809,3005,FIT_COMPLETE,
3161,2025-06-03,23,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30]",808,3005,FIT_COMPLETE,
3161,2025-06-03,24,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30]",788,3005,FIT_COMPLETE,
3161,2025-06-03,25,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30]",785,3005,FIT_COMPLETE,
3161,2025-06-03,26,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30]",822,3005,FIT_COMPLETE,
3161,2025-06-03,27,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30]",783,3005,FIT_COMPLETE,
3161,2025-06-03,28,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30]",811,3005,FIT_COMPLETE,
3161,2025-06-03,29,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30]",802,3005,FIT_COMPLETE,
3161,2025-06-03,30,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",837,2989,FIT_COMPLETE,
3181,2025-07-01,11,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3181,2025-07-01,12,"[11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3181,2025-07-01,13,"[11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3181,2025-07-01,14,"[11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3181,2025-07-01,15,"[11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",786,3005,FIT_COMPLETE,
3181,2025-07-01,16,"[11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",835,3005,FIT_COMPLETE,
3181,2025-07-01,17,"[11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",799,3005,FIT_COMPLETE,
3181,2025-07-01,18,"[11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",804,3005,FIT_COMPLETE,
3181,2025-07-01,19,"[11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",814,3005,FIT_COMPLETE,
3181,2025-07-01,20,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",800,3005,FIT_COMPLETE,
3181,2025-07-01,21,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3181,2025-07-01,22,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30]",809,3005,FIT_COMPLETE,
3181,2025-07-01,23,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30]",808,3005,FIT_COMPLETE,
3181,2025-07-01,24,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30]",788,3005,FIT_COMPLETE,
3181,2025-07-01,25,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30]",785,3005,FIT_COMPLETE,
3181,2025-07-01,26,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30]",822,3005,FIT_COMPLETE,
3181,2025-07-01,27,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30]",783,3005,FIT_COMPLETE,
3181,2025-07-01,28,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30]",811,3005,FIT_COMPLETE,
3181,2025-07-01,29,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30]",802,3005,FIT_COMPLETE,
3181,2025-07-01,30,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",837,2989,FIT_COMPLETE,
3204,2025-08-01,12,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
3204,2025-08-01,13,"[12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
3204,2025-08-01,14,"[12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
3204,2025-08-01,15,"[12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",786,3187,FIT_COMPLETE,
3204,2025-08-01,16,"[12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",835,3187,FIT_COMPLETE,
3204,2025-08-01,17,"[12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",799,3187,FIT_COMPLETE,
3204,2025-08-01,18,"[12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",804,3187,FIT_COMPLETE,
3204,2025-08-01,19,"[12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",814,3187,FIT_COMPLETE,
3204,2025-08-01,20,"[12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",800,3187,FIT_COMPLETE,
3204,2025-08-01,21,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
3204,2025-08-01,22,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31]",809,3187,FIT_COMPLETE,
3204,2025-08-01,23,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31]",808,3187,FIT_COMPLETE,
3204,2025-08-01,24,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31]",788,3187,FIT_COMPLETE,
3204,2025-08-01,25,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31]",785,3187,FIT_COMPLETE,
3204,2025-08-01,26,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31]",822,3187,FIT_COMPLETE,
3204,2025-08-01,27,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
3204,2025-08-01,28,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31]",811,3187,FIT_COMPLETE,
3204,2025-08-01,29,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31]",802,3187,FIT_COMPLETE,
3204,2025-08-01,30,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31]",837,3187,FIT_COMPLETE,
3204,2025-08-01,31,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3225,2025-09-01,12,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
3225,2025-09-01,13,"[12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
3225,2025-09-01,14,"[12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
3225,2025-09-01,15,"[12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",786,3187,FIT_COMPLETE,
3225,2025-09-01,16,"[12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",835,3187,FIT_COMPLETE,
3225,2025-09-01,17,"[12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",799,3187,FIT_COMPLETE,
3225,2025-09-01,18,"[12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",804,3187,FIT_COMPLETE,
3225,2025-09-01,19,"[12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",814,3187,FIT_COMPLETE,
3225,2025-09-01,20,"[12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",800,3187,FIT_COMPLETE,
3225,2025-09-01,21,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
3225,2025-09-01,22,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31]",809,3187,FIT_COMPLETE,
3225,2025-09-01,23,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31]",808,3187,FIT_COMPLETE,
3225,2025-09-01,24,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31]",788,3187,FIT_COMPLETE,
3225,2025-09-01,25,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31]",785,3187,FIT_COMPLETE,
3225,2025-09-01,26,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31]",822,3187,FIT_COMPLETE,
3225,2025-09-01,27,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
3225,2025-09-01,28,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31]",811,3187,FIT_COMPLETE,
3225,2025-09-01,29,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31]",802,3187,FIT_COMPLETE,
3225,2025-09-01,30,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31]",837,3187,FIT_COMPLETE,
3225,2025-09-01,31,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",783,3005,FIT_COMPLETE,
3247,2025-10-09,12,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",783,3187,FIT_COMPLETE,
