path,size_bytes,last_write_time_utc,sha256
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20210331.parquet,190733,2026-08-13T08:07:31.576081+00:00,74115558b8837324a974388ae25dd6809bf3993f850dd425146ef5ebecd2ef92
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20210630.parquet,227960,2026-08-13T08:07:42.075144+00:00,0db48b4dd6ce59427820c8caf2ab1caf4d9c389da943979637fd6daa6b6a0ba7
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20210930.parquet,209151,2026-08-13T08:07:56.368271+00:00,a0f9493e31ca7cd55554578217bfcdfbf338320ccddc7a2d3c527dbd59b56bc7
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20211231.parquet,241608,2026-08-13T08:08:19.640825+00:00,c13d4e0727100705c2e8bc12ccb029a61a4e91570ceab2bab0ee3d714ffecde7
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20220331.parquet,207172,2026-08-13T08:08:37.622228+00:00,46a6c3ca2c01d1ab190557468e13e39f1bbdd35950ae7eede121ad02a84d3e52
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20220630.parquet,241518,2026-08-13T08:08:54.793083+00:00,c0ec49aafed6446e1ca9f4612f768ae04b004fce7ffb23590327e570e655aba0
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20220930.parquet,219928,2026-08-13T08:09:16.726487+00:00,f7be93cd8e9ccc7e5231966f9d5a394f8e4806f2081fd753e2edd80a93568f5e
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20221231.parquet,242880,2026-08-13T08:09:34.521803+00:00,e25894959ea41a7f98e1d063d4cc6a7cfb955a777fb5ccf52f5f17886768041c
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20230331.parquet,210187,2026-08-13T08:09:57.206629+00:00,ba7eac4d794c6fcf7012dcdbc989f01a91bbd94fb58b29992f5c074dba0d5745
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20230630.parquet,194320,2026-08-13T08:10:31.590073+00:00,78490d3df7b55b22c9a089e616978027c213bc2cef2cf64dc6ac8111fbd06f9e
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20230930.parquet,191822,2026-08-13T08:10:51.323586+00:00,40b489f1657d735f78797e16493c1ab5fef591e22827244c152c846d8463d2dd
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20231231.parquet,218660,2026-08-13T08:11:03.800450+00:00,6e11b5d168fe6e88fcbc7785077b0d8bfaca9e03c506769ad825953688629626
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20240331.parquet,175086,2026-08-13T08:11:13.771499+00:00,3da13893e8d764b16ade82f563f84f611057e12f5b2b01185ea247f071786c16
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20240630.parquet,196286,2026-08-13T08:11:31.108627+00:00,b8e80f49b2f73ef65cca99630725316c31225635345e6ff0b084e29cc110542e
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20240930.parquet,188515,2026-08-13T08:11:39.194576+00:00,960b79cf8f0a071bb38edf9872df447b767dd73b897450f8bd25764db5c344bc
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20241231.parquet,223657,2026-08-13T08:11:51.827956+00:00,502ed56e4a578c285efe991c5de34b5141ceb9aac54c9ae85ecfe5b1ef996843
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20250331.parquet,193376,2026-08-13T08:12:04.305135+00:00,b8497e9a9a48349b2d7b6014133b1c1b159a17a7c06bb84fc0a90dc58f526da7
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20250630.parquet,214456,2026-08-13T08:12:14.323393+00:00,0ac29f85f2a64432b9987738456417b99cd08479f965c375aaa87149a95fd4cb
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20250930.parquet,188165,2026-08-13T08:12:25.668414+00:00,f816826bd2356a6d2fb3afab6e8f931adec1e98466fd45f19b9beaa1c6799831
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20251231.parquet,208013,2026-08-13T08:12:34.036397+00:00,622eee26674fb7a0f4d595a3e9cdc748e6cc30e1ae392c35ab8921a1e90ec9b2
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20260331.parquet,177965,2026-08-13T08:12:44.314600+00:00,2aa6f0cd84333aa9fbb18e5717508bdf4ca36612b7f7ce686929bd5a0c4fa851
data/raw/fundamentals/vip_checkpoints/fina_indicator_vip/20260630.parquet,14168,2026-08-13T08:12:50.047535+00:00,60d287dfe230edeac1607bc656f7781e872a0fd365688d3c18aff2376eede7ce
data/raw/fundamentals/vip_checkpoints/income_vip/20150930.parquet,88303,2026-08-13T08:03:23.598881+00:00,35da983db67155a029667bbc40f35b5a8e051212a272af9ce9e22dc0dd038866
data/raw/fundamentals/vip_checkpoints/income_vip/20151231.parquet,136157,2026-08-13T08:03:33.138059+00:00,10a386dc649d83ac844d9d79009a7b8e55226903a37e768e5162e9d50fb06826
data/raw/fundamentals/vip_checkpoints/income_vip/20160331.parquet,93097,2026-08-13T08:03:41.618584+00:00,4bc59b49dc20d3739f8e0acd575d61e64387c53b392be2ccfae8e141d68237b6
data/raw/fundamentals/vip_checkpoints/income_vip/20160630.parquet,113975,2026-08-13T08:03:51.078045+00:00,677ef47b35a43c4d52e79001d93023f965b9285c2ab12f123900e117b877789f
data/raw/fundamentals/vip_checkpoints/income_vip/20160930.parquet,98771,2026-08-13T08:04:04.564023+00:00,172d0c89b15909bc73a74168d6ceec3292916dc9072c41e54e70c5de521ae6a3
data/raw/fundamentals/vip_checkpoints/income_vip/20161231.parquet,145014,2026-08-13T08:04:18.762678+00:00,ca44f9f8d9f5376bfbd4a9ed18c6e5c07c25d5914c556ad29ce3637cf7338bda
data/raw/fundamentals/vip_checkpoints/income_vip/20170331.parquet,102015,2026-08-13T08:04:28.644373+00:00,a32265344053f3648d976c2843ce2f7ab1ea62042f3f3441cad5a43a3ef67d31
data/raw/fundamentals/vip_checkpoints/income_vip/20170630.parquet,115832,2026-08-13T08:04:37.378632+00:00,5fc3f23d36d36cc0eb16a916fc0d7e83f94b254fb5d805bd065d0767c201630d
data/raw/fundamentals/vip_checkpoints/income_vip/20170930.parquet,103409,2026-08-13T08:04:46.250914+00:00,3134f7e7051b292886ce105d6158fe97a7805db8d2a1f8520ad64ccad9052d5b
data/raw/fundamentals/vip_checkpoints/income_vip/20171231.parquet,153782,2026-08-13T08:04:54.926218+00:00,43b28afcf9e7f92fde41b38fcbe9722fed591e6a9c6525c557851b5a44b36bf1
data/raw/fundamentals/vip_checkpoints/income_vip/20180331.parquet,108106,2026-08-13T08:05:05.244988+00:00,53298efb77021a380b001f1a610858e8e0d19a7e93a85eb3163400262b69f1ed
data/raw/fundamentals/vip_checkpoints/income_vip/20180630.parquet,133430,2026-08-13T08:05:25.936621+00:00,b0aa7e9963758ffcb385b8ef95190c2f210bc2f0fdd1de33f9aafa05010378e4
data/raw/fundamentals/vip_checkpoints/income_vip/20180930.parquet,129303,2026-08-13T08:05:38.111047+00:00,a5a74273b548337ad2c155fa4cfffa2b39b96ef4ef397bfb98dc1ea3e5209132
data/raw/fundamentals/vip_checkpoints/income_vip/20181231.parquet,179480,2026-08-13T08:05:47.476535+00:00,0de8338e9ae492359accc6620fce2403b2662b06a1d8c89cee70646e9e5d2f5c
data/raw/fundamentals/vip_checkpoints/income_vip/20190331.parquet,113804,2026-08-13T08:05:57.203181+00:00,11d778daaed25c1a130a488d87b7dcf1ebc46c5efd4569a85b2344f0a5e26540
data/raw/fundamentals/vip_checkpoints/income_vip/20190630.parquet,140277,2026-08-13T08:06:05.595834+00:00,a57413d09b0e277876c1534d2d85d388c5cc238e429bed45b8ef963feb12ed6b
data/raw/fundamentals/vip_checkpoints/income_vip/20190930.parquet,140140,2026-08-13T08:06:15.467256+00:00,fff14ff89bf99fd38ef55571f684d3e7705a6f61249dfa3cb030f5e206642245
data/raw/fundamentals/vip_checkpoints/income_vip/20191231.parquet,171598,2026-08-13T08:06:30.411506+00:00,665b302c90eabc6633e7ef3ac383a28bd2812cba4ce1f341d6f8eeb08170903b
data/raw/fundamentals/vip_checkpoints/income_vip/20200331.parquet,146379,2026-08-13T08:06:39.864551+00:00,e83f5574aee0320b382ec4f5248a3b5a64419d7903aadf854ffe5f0c2c0a7c7b
data/raw/fundamentals/vip_checkpoints/income_vip/20200630.parquet,164069,2026-08-13T08:06:51.209314+00:00,7a2b78094d364ee08eb3d3fe501d94ce48dfa8adebdc0dec0c85b1973aebe694
data/raw/fundamentals/vip_checkpoints/income_vip/20200930.parquet,157246,2026-08-13T08:07:07.094801+00:00,dca36a9e964cc5012acfe956c24eab3dcb1ceed8aa1904568c9e1293d3265529
data/raw/fundamentals/vip_checkpoints/income_vip/20201231.parquet,164115,2026-08-13T08:07:16.294791+00:00,0ba8164d4ebcae5fbc1dda27153fa25fe7c9d701397578eaccd8787249099c95
data/raw/fundamentals/vip_checkpoints/income_vip/20210331.parquet,139271,2026-08-13T08:07:25.999595+00:00,698e9bbcbe29e8fbe8621cae513bfcf52fdf89b342ba03f343c3bce7ed34bc4d
data/raw/fundamentals/vip_checkpoints/income_vip/20210630.parquet,137330,2026-08-13T08:07:35.294442+00:00,848409f4653461de8c36e48f658f24be35c8dbf365a4f1122076e86e8b4470ec
data/raw/fundamentals/vip_checkpoints/income_vip/20210930.parquet,156235,2026-08-13T08:07:46.082483+00:00,f666b9f9c4ab0cd800a5e33580d966d0e7bb614b303777360f1e82675a115f3b
data/raw/fundamentals/vip_checkpoints/income_vip/20211231.parquet,173331,2026-08-13T08:08:01.798641+00:00,70df73a87b78931891d26a396ed9cff9c550b05c879c37dc35b1f2d3a96ffead
data/raw/fundamentals/vip_checkpoints/income_vip/20220331.parquet,154534,2026-08-13T08:08:23.183051+00:00,e9efcaeee8530f9fe25920be8291f0f9ce679fb2655e3aef7ee613aefe6ea0ec
data/raw/fundamentals/vip_checkpoints/income_vip/20220630.parquet,142359,2026-08-13T08:08:45.225606+00:00,90c071a30cd63eec856ee8798b113d7a328964fea33469185bcef5a467373747
data/raw/fundamentals/vip_checkpoints/income_vip/20220930.parquet,142786,2026-08-13T08:08:59.240824+00:00,45451dc38dc7aa9ea16a248235a0d1c57b67ba420b5235b27e501f77b55c61e4
data/raw/fundamentals/vip_checkpoints/income_vip/20221231.parquet,180021,2026-08-13T08:09:24.033578+00:00,9f5caeb14199178368a2e31d50c63b4753435e36ab173088aebb26408a51d544
data/raw/fundamentals/vip_checkpoints/income_vip/20230331.parquet,148034,2026-08-13T08:09:48.303178+00:00,587ac43b9db25ff9495fc0775669c5a793b8a55bb217952647310dc8bf48f4e9
data/raw/fundamentals/vip_checkpoints/income_vip/20230630.parquet,178224,2026-08-13T08:10:25.176215+00:00,d7890145cc4eb5a005e1ac1113ed4d1dc2c44b97d5ee4920666de6b246bd9b61
data/raw/fundamentals/vip_checkpoints/income_vip/20230930.parquet,156428,2026-08-13T08:10:37.111898+00:00,943555e9414059b92a9965eb9ca8e02efea5437190980515f78bfde7b8d1692a
data/raw/fundamentals/vip_checkpoints/income_vip/20231231.parquet,178759,2026-08-13T08:10:55.850761+00:00,f822c8fb012f7d3c42f0718f948ae9dbecbd0c2b49f00d7b560e0872e99fd630
data/raw/fundamentals/vip_checkpoints/income_vip/20240331.parquet,148852,2026-08-13T08:11:08.532755+00:00,82771199587c63ed748aa7e79134d8a2eb05d7e3ae695c0dbbb4a17c7bcf50b7
data/raw/fundamentals/vip_checkpoints/income_vip/20240630.parquet,150983,2026-08-13T08:11:16.572235+00:00,f7a85bf1e75c78dc0582c498521f0ae874a15ec33b9a92275c77a7b3a7d6c545
data/raw/fundamentals/vip_checkpoints/income_vip/20240930.parquet,149482,2026-08-13T08:11:33.885506+00:00,d43c611ab15ad716932fb241ca7aec8b0f106458e62d8649239a1dcce8527940
data/raw/fundamentals/vip_checkpoints/income_vip/20241231.parquet,176112,2026-08-13T08:11:44.995684+00:00,89990c8f1b1428330e13e116b753bcfe6da3ea41db69a3d9ccc845c751ba75bb
data/raw/fundamentals/vip_checkpoints/income_vip/20250331.parquet,159779,2026-08-13T08:11:56.516187+00:00,d723a9380be853a710d2c9be63232fa1265dccfba146680c611d60c04088f6a1
data/raw/fundamentals/vip_checkpoints/income_vip/20250630.parquet,174434,2026-08-13T08:12:07.102861+00:00,79e7fb5e518d9852e20ba76b246bcf7ebaeb5b624a2593bc01b6cde25a72373a
data/raw/fundamentals/vip_checkpoints/income_vip/20250930.parquet,159040,2026-08-13T08:12:18.181809+00:00,52516ee6b9f507a3c4a75d1e65d7bc4f48961e7e60a09e7f40811402e51f8477
data/raw/fundamentals/vip_checkpoints/income_vip/20251231.parquet,171941,2026-08-13T08:12:28.413326+00:00,26e6beb323025aeb6e818ddf1df02deedea5cd39dce9f454dcc0b95f41e52642
data/raw/fundamentals/vip_checkpoints/income_vip/20260331.parquet,160097,2026-08-13T08:12:38.917316+00:00,76d1575c4e97663a38fbb72b5a0abaa05f88115cc75b265cb4ba6c7a538ec800
data/raw/fundamentals/vip_checkpoints/income_vip/20260630.parquet,10640,2026-08-13T08:12:46.214745+00:00,564ce4ab5d2a1bb42a6cb37e9477d20fc85b2377aa118ee076969d35cdf14700
data/raw/fundamentals/vip_checkpoints_normalized_2012_2015/overlap_validation/balancesheet_vip/20150930.parquet,78891,2026-08-18T18:43:51.469813+00:00,784ff102d9d645966a33261b6d9d8cbf78ed5c52077a048ac67113fb90608ac3
data/raw/fundamentals/vip_checkpoints_normalized_2012_2015/overlap_validation/fina_indicator_vip/20150930.parquet,121321,2026-08-18T19:03:03.024443+00:00,0cb63164bfab415183084efdc62827d8580048fd88e01ea08a9afb4e0a475057
data/raw/fundamentals/vip_checkpoints_normalized_2012_2015/overlap_validation/income_vip/20150930.parquet,88303,2026-08-18T18:12:37.833843+00:00,35da983db67155a029667bbc40f35b5a8e051212a272af9ce9e22dc0dd038866
