period,date,status,selected_parent,observations,two_past_sharpe,three_past_sharpe,changed
evaluation,2021-07-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.42098127834464766,0.8037222517939369,False
evaluation,2021-08-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,-0.1839423022622071,0.49020369394407703,False
evaluation,2021-09-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.3313942044928196,0.9079187850612228,False
evaluation,2021-10-08,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.2008820893418684,1.4324091134433592,False
evaluation,2021-11-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.2104910848159554,1.3762226178179646,False
evaluation,2021-12-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.1581587171847882,1.240095968813687,False
evaluation,2022-01-04,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.2529255862337445,0.8889812862807349,True
evaluation,2022-02-07,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.2529255862337443,1.004668064891289,False
evaluation,2022-03-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.2529255862337445,1.004668064891289,False
evaluation,2022-04-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.2529255862337445,1.004668064891289,False
evaluation,2022-05-05,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.2529255862337445,1.004668064891289,False
evaluation,2022-06-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.3750172844176471,1.0330609002320932,False
evaluation,2022-07-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.3240016679054136,1.0224637589005372,False
evaluation,2022-08-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.5518725100423016,1.2458201055159677,False
evaluation,2022-09-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.20527593703217853,-1.0801803479454262,False
evaluation,2022-10-10,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.20527593703217853,-1.0801803479454262,False
evaluation,2022-11-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.2654448683209931,-0.46013701979813665,False
evaluation,2022-12-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.2872778336249232,0.4579588498365689,True
evaluation,2023-01-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.06356112536093557,-0.003181274839661999,True
evaluation,2023-02-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.06356112536093557,1.5923078815279006,True
evaluation,2023-03-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.06356112536093557,0.5607079334302618,False
evaluation,2023-04-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.06356112536093557,0.5607079334302617,False
evaluation,2023-05-04,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.06356112536093557,0.0715938619070109,False
evaluation,2023-06-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,-0.32879363353475516,0.0393874573292908,False
evaluation,2023-07-03,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.20258865832508985,-0.23075892465627465,True
evaluation,2023-08-01,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.20258865832508985,-0.4065128143041241,False
evaluation,2023-09-01,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,CASH,242,,,False
evaluation,2023-10-09,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,CASH,242,,,False
evaluation,2023-11-01,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,CASH,242,,,False
evaluation,2023-12-01,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,CASH,242,,,False
evaluation,2024-01-02,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,CASH,242,,,False
evaluation,2024-02-01,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,CASH,242,,,False
evaluation,2024-03-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.6755187463569121,-1.3617109502774845,True
evaluation,2024-04-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.6755187463569121,-1.692838901255744,False
evaluation,2024-05-06,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.6755187463569121,-1.6260294925828616,False
evaluation,2024-06-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.6755187463569121,-1.9952386631457684,False
evaluation,2024-07-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.6395446587088413,-1.6995635525449657,False
evaluation,2024-08-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.7999199079657282,-2.1972248063797197,False
evaluation,2024-09-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.048816906571583774,-2.0706961631461893,False
evaluation,2024-10-08,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.2611533764238467,1.3476264665751951,True
evaluation,2024-11-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.2611533764238467,0.662287078187346,True
evaluation,2024-12-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.2611533764238467,0.662287078187346,False
evaluation,2025-01-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.2611533764238467,0.662287078187346,False
evaluation,2025-02-05,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.2611533764238467,0.662287078187346,False
evaluation,2025-03-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.9910245615283373,0.5230730123266809,False
evaluation,2025-04-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.9910245615283373,0.46452113153678803,False
evaluation,2025-05-06,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.9683151808554653,0.6170361844029226,False
evaluation,2025-06-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.9715649824032526,0.7486340881274931,False
evaluation,2025-07-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.1282335729152084,0.7626384335952502,False
evaluation,2025-08-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.071060953216934,0.9027257913603426,False
evaluation,2025-09-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.150610049421952,0.9086502973426004,False
evaluation,2025-10-09,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.2366354649632596,-0.624405012177162,False
evaluation,2025-11-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.2366354649632587,-0.6290793512545938,False
evaluation,2025-12-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.2366354649632596,-0.6290793512545938,False
evaluation,2026-01-05,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.6483069015181475,0.4918693602856242,False
evaluation,2026-02-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.6796441573941476,0.6507970040602282,False
evaluation,2026-03-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.6796441573941476,1.209105853151642,False
evaluation,2026-04-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.6796441573941476,2.263568581354141,False
evaluation,2026-05-06,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.6603594918254883,1.6714553712364724,True
evaluation,2026-06-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.2356979079835515,1.2604266623452127,False
evaluation,2026-07-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.3861530772198887,1.4089807696709935,False
evaluation,2026-08-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.0148107383950744,1.0422945353417323,False
earlier_diagnostic,2015-01-05,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,1,,,False
earlier_diagnostic,2015-02-02,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,21,,,False
earlier_diagnostic,2015-03-02,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,36,,,False
earlier_diagnostic,2015-04-01,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,58,,,False
earlier_diagnostic,2015-05-04,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,79,,,False
earlier_diagnostic,2015-06-01,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,99,,,False
earlier_diagnostic,2015-07-01,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,120,,,False
earlier_diagnostic,2015-08-03,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,143,,,False
earlier_diagnostic,2015-09-01,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,164,,,False
earlier_diagnostic,2015-10-08,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,184,,,False
earlier_diagnostic,2015-11-02,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,201,,,False
earlier_diagnostic,2015-12-01,NO_VIEW_WARMUP_KEEP_SELECTION,TWO_POLICY_MIN_VARIANCE,222,,,False
earlier_diagnostic,2016-01-04,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.0227349873210447,1.0374588388966977,True
earlier_diagnostic,2016-02-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.8540080416342549,1.0882887452125725,False
earlier_diagnostic,2016-03-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.0863249005603137,1.2259894813418466,False
earlier_diagnostic,2016-04-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.507524976766332,0.5707693436179266,False
earlier_diagnostic,2016-05-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.38819227436422343,0.4616178386270867,False
earlier_diagnostic,2016-06-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.11208473773394527,0.14225522336383564,False
earlier_diagnostic,2016-07-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.9578764008822426,1.0448418714988639,False
earlier_diagnostic,2016-08-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.831382025456248,0.9369414130933605,False
earlier_diagnostic,2016-09-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.7106294115321425,0.8193474891690545,False
earlier_diagnostic,2016-10-10,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.5637112194616163,0.6783820260022432,False
earlier_diagnostic,2016-11-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.2648257727720168,0.4779960053427898,False
earlier_diagnostic,2016-12-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.2536965352977719,1.3807221025263765,False
earlier_diagnostic,2017-01-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.19100123117731516,0.9385795288753257,False
earlier_diagnostic,2017-02-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.5830848330715304,1.580508382948675,True
earlier_diagnostic,2017-03-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.3459969763414083,1.1868544747955254,True
earlier_diagnostic,2017-04-05,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.3459969763414084,0.9086495847249306,False
earlier_diagnostic,2017-05-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.13489207709888743,0.7965094681482758,False
earlier_diagnostic,2017-06-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.77721464721187,1.0540914726971224,False
earlier_diagnostic,2017-07-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.5115507601253737,1.5246517783484028,False
earlier_diagnostic,2017-08-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,2.136384385829853,1.9778879051559195,True
earlier_diagnostic,2017-09-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.3938753778592459,1.5278066853202792,True
earlier_diagnostic,2017-10-09,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.3938753778592456,1.4717521597283882,False
earlier_diagnostic,2017-11-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.3938753778592456,1.6954430322826008,False
earlier_diagnostic,2017-12-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.3938753778592456,1.176790565517706,True
earlier_diagnostic,2018-01-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.3938753778592456,1.1799356407608377,False
earlier_diagnostic,2018-02-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.3938753778592459,1.0314858650506857,False
earlier_diagnostic,2018-03-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.7064449599250973,1.2966937979537403,False
earlier_diagnostic,2018-04-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.6255111391247192,1.5709366557843893,False
earlier_diagnostic,2018-05-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,1.6255111391247192,1.5709366557843896,False
earlier_diagnostic,2018-06-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,1.2231489740700312,1.3296653204967632,True
earlier_diagnostic,2018-07-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.7844173544987479,0.8592211890361922,False
earlier_diagnostic,2018-08-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.5793674761223492,0.6518437138218328,False
earlier_diagnostic,2018-09-03,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.895410690190251,0.9046493091951492,False
earlier_diagnostic,2018-10-08,POSITIVE_PAST_SHARPE_PARENT_SELECTED,THREE_POLICY_MIN_VARIANCE,242,0.895410690190251,1.0443344177025597,False
earlier_diagnostic,2018-11-01,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.36159930055879014,-0.38772040798432233,True
earlier_diagnostic,2018-12-03,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.36159930055879014,-0.5182464562308143,False
earlier_diagnostic,2019-01-02,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.36159930055879014,-0.5182464562308143,False
earlier_diagnostic,2019-02-01,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.36159930055879014,-0.5182464562308143,False
earlier_diagnostic,2019-03-01,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.6245539001252107,-0.6938366959955613,False
earlier_diagnostic,2019-04-01,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.7565591339130053,-0.8810668698375165,False
earlier_diagnostic,2019-05-06,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.7565591339130054,-0.8810668698375166,False
earlier_diagnostic,2019-06-03,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.7610037437248668,-0.888758786862812,False
earlier_diagnostic,2019-07-01,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.4525084524411137,-0.3414454999458482,False
earlier_diagnostic,2019-08-01,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.5046318461201655,-0.4285996719991916,False
earlier_diagnostic,2019-09-02,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.5046318461201654,-0.4285996719991916,False
earlier_diagnostic,2019-10-08,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,CASH,242,-0.4911779135005986,-0.4156629255514797,False
earlier_diagnostic,2019-11-01,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.9681318782641334,0.8786050399433939,True
earlier_diagnostic,2019-12-02,POSITIVE_PAST_SHARPE_PARENT_SELECTED,TWO_POLICY_MIN_VARIANCE,242,0.9681318782641334,0.8786050399433939,False
