period,date,selected_parent,target,two_parent_target,three_parent_target,two_past_sharpe,three_past_sharpe,selection_status,selection_update_scheduled,selection_changed,selection_attempt_origin,last_successful_selection_origin,selection_window_start,selection_window_observations,two_reference_return,three_reference_return
evaluation,2021-04-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.9920336360295733,1.292511849260886,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-04-01,2021-04-01,2020-04-03,242,0.0,0.0
evaluation,2021-05-06,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.9920336360295728,1.2925118492608851,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-05-06,2021-05-06,2020-05-08,242,0.0,0.0
evaluation,2021-06-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.9920336360295724,1.2765793298673755,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-06-01,2021-06-01,2020-06-03,242,0.0,0.0
evaluation,2021-07-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0006334159977763321,0.0,0.4209812783446488,0.803722251793933,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-07-01,2021-07-01,2020-07-06,242,0.0,0.0
evaluation,2021-08-02,THREE_POLICY_MIN_VARIANCE,0.8608638947609115,0.944899012799326,0.8608638947609115,-0.18394230226220648,0.4902036939440766,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-08-02,2021-08-02,2020-08-05,242,0.02481958843884513,0.021940657911526218
evaluation,2021-09-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.331394204492819,0.9079187850612239,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-09-01,2021-09-01,2020-09-04,242,0.0,0.0
evaluation,2021-10-08,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2008820893418706,1.4324091134433603,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-10-08,2021-10-08,2020-10-12,242,0.0,0.0
evaluation,2021-11-01,THREE_POLICY_MIN_VARIANCE,0.19828738388132378,0.10511872904231401,0.19828738388132378,1.2104910848159554,1.3762226178179677,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-11-01,2021-11-01,2020-11-03,242,-0.00033931569968614905,-0.0005032948614563937
evaluation,2021-12-01,THREE_POLICY_MIN_VARIANCE,0.04347811615923804,0.09663485465257282,0.04347811615923804,1.158158717184787,1.2400959688136879,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-12-01,2021-12-01,2020-12-03,242,0.00027064272734289574,8.566639131402098e-06
evaluation,2022-01-04,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2529255862337418,0.8889812862807324,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2022-01-04,2022-01-04,2021-01-06,242,0.0,0.0
evaluation,2022-02-07,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2529255862337412,1.0046680648912882,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-02-07,2022-02-07,2021-02-02,242,0.0,0.0
evaluation,2022-03-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2529255862337407,1.0046680648912878,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-03-01,2022-03-01,2021-03-03,242,0.0,0.0
evaluation,2022-04-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2529255862337398,1.0046680648912878,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-04-01,2022-04-01,2021-04-06,242,0.0,0.0
evaluation,2022-05-05,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2529255862337387,1.0046680648912876,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-05-05,2022-05-05,2021-05-06,242,0.0,0.0
evaluation,2022-06-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.375017284417649,1.0330609002320954,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-06-01,2022-06-01,2021-06-02,242,0.0,0.0
evaluation,2022-07-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.3240016679054165,1.0224637589005348,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-07-01,2022-07-01,2021-07-02,242,0.0,0.0
evaluation,2022-08-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.5518725100422965,1.2458201055159728,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-08-01,2022-08-01,2021-08-02,242,0.0,0.0
evaluation,2022-09-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.20527593703217853,-1.080180347945432,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-09-01,2022-09-01,2021-09-02,242,0.0,0.0
evaluation,2022-10-10,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.20527593703217867,-1.0801803479454328,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-10-10,2022-10-10,2021-10-12,242,0.0,0.0
evaluation,2022-11-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.2654448683209934,-0.460137019798136,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-11-01,2022-11-01,2021-11-03,242,0.0,0.0
evaluation,2022-12-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.2872778336249239,0.45795884983656804,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2022-12-01,2022-12-01,2021-12-03,242,0.0,0.0
evaluation,2023-01-03,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.06356112536093572,-0.0031812748396619923,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2023-01-03,2023-01-03,2022-01-05,242,0.0,0.0
evaluation,2023-02-01,THREE_POLICY_MIN_VARIANCE,0.6046028748689166,0.0,0.6046028748689166,0.06356112536093576,1.5923078815279006,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2023-02-01,2023-02-01,2022-01-27,242,0.0,0.004490822101780978
evaluation,2023-03-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.0635611253609358,0.5607079334302618,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2023-03-01,2023-03-01,2022-03-03,242,0.0,0.0
evaluation,2023-04-03,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.06356112536093585,0.5607079334302619,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2023-04-03,2023-04-03,2022-04-07,242,0.0,0.0
evaluation,2023-05-04,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.06356112536093587,0.07159386190701093,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2023-05-04,2023-05-04,2022-05-09,242,0.0,0.0
evaluation,2023-06-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,-0.32879363353475216,0.039387457329290776,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2023-06-01,2023-06-01,2022-06-07,242,0.0,0.0
evaluation,2023-07-03,CASH,0.0,0.0,0.6046028748689166,-0.20258865832508982,-0.23075892465627465,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,True,2023-07-03,2023-07-03,2022-07-05,242,0.0,0.006939733581712293
evaluation,2023-08-01,CASH,0.0,0.0,0.6046028748689166,-0.20258865832508982,-0.4065128143041243,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2023-08-01,2023-08-01,2022-08-03,242,0.0,-0.0026799837908246804
evaluation,2023-09-01,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2023-09-01,2023-08-01,2022-09-05,242,0.0,0.0
evaluation,2023-10-09,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2023-10-09,2023-08-01,2022-10-11,242,0.0,0.0
evaluation,2023-11-01,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2023-11-01,2023-08-01,2022-11-03,242,0.0,0.0
evaluation,2023-12-01,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2023-12-01,2023-08-01,2022-12-05,242,0.0,0.0
evaluation,2024-01-02,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2024-01-02,2023-08-01,2023-01-04,242,0.0,0.0
evaluation,2024-02-01,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2024-02-01,2023-08-01,2023-02-10,242,0.0,0.0
evaluation,2024-03-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.6755187463569121,-1.361710950277488,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2024-03-01,2024-03-01,2023-03-03,242,0.0,0.0
evaluation,2024-04-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.6755187463569128,-1.6928389012557339,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-04-01,2024-04-01,2023-04-03,242,0.0,0.0
evaluation,2024-05-06,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.6755187463569134,-1.6260294925828622,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-05-06,2024-05-06,2023-05-05,242,0.0,0.0
evaluation,2024-06-03,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.6755187463569143,-1.995238663145763,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-06-03,2024-06-03,2023-06-02,242,0.0,0.0
evaluation,2024-07-01,TWO_POLICY_MIN_VARIANCE,0.31963395805301875,0.31963395805301875,0.07359926951983498,0.6395446587088416,-1.699563552544964,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-07-01,2024-07-01,2023-07-03,242,0.0012658267930980571,0.0002847446772207274
evaluation,2024-08-01,TWO_POLICY_MIN_VARIANCE,0.31963395805301875,0.31963395805301875,0.07359926951983498,0.7999199079657281,-2.1972248063797277,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-08-01,2024-08-01,2023-08-03,242,0.0,0.0
evaluation,2024-09-02,TWO_POLICY_MIN_VARIANCE,0.31963395805301875,0.31963395805301875,0.07359926951983498,0.04881690657158378,-2.0706961631461906,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-09-02,2024-09-02,2023-09-04,242,-0.005666167849157189,-0.0012951121596682658
evaluation,2024-10-08,THREE_POLICY_MIN_VARIANCE,0.6046028748689166,0.0,0.6046028748689166,1.2611533764238465,1.347626466575195,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2024-10-08,2024-10-08,2023-10-09,242,0.0,0.02636949086098883
evaluation,2024-11-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2611533764238474,0.662287078187346,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2024-11-01,2024-11-01,2023-11-02,242,0.0,0.0
evaluation,2024-12-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2611533764238485,0.662287078187346,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-12-02,2024-12-02,2023-12-01,242,0.0,0.0
evaluation,2025-01-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2611533764238494,0.6622870781873458,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-01-02,2025-01-02,2024-01-03,242,0.0,0.0
evaluation,2025-02-05,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2611533764238503,0.6622870781873458,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-02-05,2025-02-05,2024-01-29,242,0.0,0.0
evaluation,2025-03-03,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.9910245615283325,0.5230730123266799,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-03-03,2025-03-03,2024-03-01,242,0.0,-0.0002693706921222949
evaluation,2025-04-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.9910245615283314,0.4645211315367883,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-04-01,2025-04-01,2024-04-01,242,0.0,0.0
evaluation,2025-05-06,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.968315180855468,0.6170361844029236,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-05-06,2025-05-06,2024-05-07,242,0.0,0.0
evaluation,2025-06-03,TWO_POLICY_MIN_VARIANCE,0.06013628434518803,0.06013628434518803,0.05713799657525066,1.9715649824032488,0.7486340881274894,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-06-03,2025-06-03,2024-06-03,242,0.00011644904440744064,0.0001083797124157293
evaluation,2025-07-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,2.1282335729152084,0.7626384335952506,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-07-01,2025-07-01,2024-07-02,242,0.0,0.0
evaluation,2025-08-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0012895774773822493,2.071060953216936,0.9027257913603379,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-08-01,2025-08-01,2024-08-02,242,0.0,-9.64756431753866e-06
evaluation,2025-09-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0009617343974465104,2.150610049421959,0.9086502973425967,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-09-01,2025-09-01,2024-09-02,242,0.0,6.5765984946786205e-06
evaluation,2025-10-09,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.029456525490026142,2.236635464963251,-0.6244050121771615,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-10-09,2025-10-09,2024-10-11,242,0.0,3.288097418741032e-05
evaluation,2025-11-03,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,2.23663546496325,-0.6290793512545937,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-11-03,2025-11-03,2024-11-05,242,0.0,0.0
evaluation,2025-12-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,2.236635464963249,-0.6290793512545937,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-12-01,2025-12-01,2024-12-03,242,0.0,0.0
evaluation,2026-01-05,TWO_POLICY_MIN_VARIANCE,0.46101425142064223,0.46101425142064223,0.4395379022348155,2.648306901518153,0.4918693602856249,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-01-05,2026-01-05,2025-01-06,242,0.01523630868842929,0.014832802667217981
evaluation,2026-02-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,2.679644157394154,0.6507970040602281,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-02-02,2026-02-02,2025-02-11,242,0.0,0.0
evaluation,2026-03-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,2.6796441573941547,1.2091058531516412,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-03-02,2026-03-02,2025-03-03,242,0.0,0.0
evaluation,2026-04-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,2.6796441573941556,2.263568581354141,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-04-01,2026-04-01,2025-04-02,242,0.0,0.0
evaluation,2026-05-06,THREE_POLICY_MIN_VARIANCE,0.31924857509862753,0.3403694774045516,0.31924857509862753,1.6603594918254865,1.6714553712364713,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2026-05-06,2026-05-06,2025-05-07,242,0.001266043699310604,0.001187236175037354
evaluation,2026-06-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.2356979079835504,1.2604266623452145,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-06-01,2026-06-01,2025-06-03,242,0.0,0.0
evaluation,2026-07-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.386153077219889,1.408980769670996,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-07-01,2026-07-01,2025-07-02,242,0.0,0.0
evaluation,2026-08-03,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.014810738395074,1.0422945353417337,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-08-03,2026-08-03,2025-08-04,242,0.0,0.0
earlier_diagnostic,2015-01-05,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-01-05,,2015-01-05,1,0.011338392600000136,0.007558928400000164
earlier_diagnostic,2015-02-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-02-02,,2015-01-05,21,0.0,0.0
earlier_diagnostic,2015-03-02,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-03-02,,2015-01-05,36,0.004023097829643607,0.0027008617879591412
earlier_diagnostic,2015-04-01,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-04-01,,2015-01-05,58,0.008880742684032494,0.006089088117398722
earlier_diagnostic,2015-05-04,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-05-04,,2015-01-05,79,0.0031941774102459686,0.0022516551259152973
earlier_diagnostic,2015-06-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-06-01,,2015-01-05,99,0.0,0.0
earlier_diagnostic,2015-07-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-07-01,,2015-01-05,120,0.0,0.0
earlier_diagnostic,2015-08-03,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-08-03,,2015-01-05,143,0.0,0.0
earlier_diagnostic,2015-09-01,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-09-01,,2015-01-05,164,-0.001958520189491164,-0.0013092717736205017
earlier_diagnostic,2015-10-08,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-10-08,,2015-01-05,184,0.017758266228765196,0.01182496076840267
earlier_diagnostic,2015-11-02,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-11-02,,2015-01-05,201,-0.008700482560004219,-0.00589752594315085
earlier_diagnostic,2015-12-01,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,,NO_VIEW_WARMUP_KEEP_SELECTION,True,False,2015-12-01,,2015-01-05,222,0.004046143833126514,0.0027457016348209073
earlier_diagnostic,2016-01-04,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,1.0227349873210438,1.0374588388966972,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2016-01-04,2016-01-04,2015-01-08,242,0.0,0.0
earlier_diagnostic,2016-02-01,THREE_POLICY_MIN_VARIANCE,0.3333333333333333,0.6807499651400472,0.3333333333333333,0.8540080416342559,1.0882887452125727,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-02-01,2016-02-01,2015-02-05,242,-0.008503884220929292,-0.0037020096078470566
earlier_diagnostic,2016-03-01,THREE_POLICY_MIN_VARIANCE,0.3333333333333333,0.6490968778514281,0.3333333333333333,1.086324900560313,1.225989481341848,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-03-01,2016-03-01,2015-03-06,242,0.0,0.0
earlier_diagnostic,2016-04-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.5075249767663321,0.5707693436179272,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-04-01,2016-04-01,2015-04-09,242,0.0,0.0
earlier_diagnostic,2016-05-03,THREE_POLICY_MIN_VARIANCE,0.3333333333333333,0.4455834694195031,0.3333333333333333,0.38819227436422304,0.46161783862708566,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-05-03,2016-05-03,2015-05-08,242,0.00674688778938326,0.005619795085578749
earlier_diagnostic,2016-06-01,THREE_POLICY_MIN_VARIANCE,0.3333333333333333,0.44012784226785073,0.3333333333333333,0.11208473773394514,0.14225522336383553,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-06-01,2016-06-01,2015-06-08,242,-0.0016415353349154005,-0.0013675810047392156
earlier_diagnostic,2016-07-01,THREE_POLICY_MIN_VARIANCE,0.3333333333333333,0.39925509968972916,0.3333333333333333,0.957876400882242,1.0448418714988634,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-07-01,2016-07-01,2015-07-07,242,-0.00037919890399584766,-0.00031586144177553344
earlier_diagnostic,2016-08-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.8313820254562498,0.936941413093362,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-08-01,2016-08-01,2015-08-05,242,0.0,0.0
earlier_diagnostic,2016-09-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.7106294115321431,0.8193474891690543,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-09-01,2016-09-01,2015-09-09,242,0.0,0.0
earlier_diagnostic,2016-10-10,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.5637112194616168,0.678382026002243,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-10-10,2016-10-10,2015-10-14,242,0.0,0.0
earlier_diagnostic,2016-11-01,THREE_POLICY_MIN_VARIANCE,0.8088255584797246,0.0,0.8088255584797246,0.2648257727720177,0.4779960053427904,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-11-01,2016-11-01,2015-11-05,242,0.0,0.0051755139562619235
earlier_diagnostic,2016-12-01,THREE_POLICY_MIN_VARIANCE,0.6703387036252992,0.0,0.6703387036252992,0.253696535297771,1.380722102526375,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2016-12-01,2016-12-01,2015-12-07,242,0.0,0.007983904380704399
earlier_diagnostic,2017-01-03,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.1910012311773155,0.9385795288753251,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2017-01-03,2017-01-03,2016-01-07,242,0.0,0.0
earlier_diagnostic,2017-02-03,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.4331596204257006,1.5830848330715228,1.5805083829486737,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2017-02-03,2017-02-03,2016-02-02,242,0.0,-0.0032740703314364517
earlier_diagnostic,2017-03-01,THREE_POLICY_MIN_VARIANCE,0.4331596204257006,0.0,0.4331596204257006,0.34599697634141025,1.1868544747955256,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2017-03-01,2017-03-01,2016-03-04,242,0.0,0.0005084100031087502
earlier_diagnostic,2017-04-05,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.3459969763414106,0.9086495847249293,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2017-04-05,2017-04-05,2016-04-07,242,0.0,0.0
earlier_diagnostic,2017-05-02,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.13489207709888795,0.7965094681482753,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2017-05-02,2017-05-02,2016-05-04,242,0.0,0.0
