period,selection_origin,future_start,future_end,selected_parent,chosen_future_return,other_future_return,future_relative_return,role
evaluation,2022-02-07,2022-02-08,2022-03-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2022-03-01,2022-03-02,2022-04-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2022-04-01,2022-04-06,2022-05-05,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2022-05-05,2022-05-06,2022-06-01,TWO_POLICY_MIN_VARIANCE,0.004596062774913312,0.0008352708908636597,0.0037607918840496524,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2022-06-01,2022-06-02,2022-07-01,TWO_POLICY_MIN_VARIANCE,-0.0015211300761978075,-0.0003004110148402406,-0.001220719061357567,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2022-07-01,2022-07-04,2022-08-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2022-08-01,2022-08-02,2022-09-01,TWO_POLICY_MIN_VARIANCE,-0.002326616299254902,-0.0005472146249049237,-0.0017794016743499785,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2022-09-01,2022-09-02,2022-10-10,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2022-10-10,2022-10-11,2022-11-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2022-11-01,2022-11-02,2022-12-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2022-12-01,2022-12-02,2023-01-03,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2023-01-03,2023-01-04,2023-02-01,TWO_POLICY_MIN_VARIANCE,0.0,0.02698336560449377,-0.02698336560449377,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2023-02-01,2023-02-02,2023-03-01,THREE_POLICY_MIN_VARIANCE,-0.015549048448239566,0.0,-0.015549048448239566,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2023-03-01,2023-03-02,2023-04-03,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2023-04-03,2023-04-04,2023-05-04,THREE_POLICY_MIN_VARIANCE,-0.009376428649744306,0.0,-0.009376428649744306,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2023-05-04,2023-05-05,2023-06-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2023-06-01,2023-06-02,2023-07-03,THREE_POLICY_MIN_VARIANCE,-0.008322384153477747,0.0,-0.008322384153477747,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2024-03-01,2024-03-04,2024-04-01,TWO_POLICY_MIN_VARIANCE,0.0,-0.01200179200999918,0.01200179200999918,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2024-04-01,2024-04-02,2024-05-06,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2024-05-06,2024-05-07,2024-06-03,TWO_POLICY_MIN_VARIANCE,0.0,-0.013525154421228924,0.013525154421228924,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2024-06-03,2024-06-04,2024-07-01,TWO_POLICY_MIN_VARIANCE,-0.004558353317124397,-0.00103921784910177,-0.0035191354680226272,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2024-07-01,2024-07-02,2024-08-01,TWO_POLICY_MIN_VARIANCE,0.0033675562523234337,-0.013798715315178844,0.017166271567502278,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2024-08-01,2024-08-02,2024-09-02,TWO_POLICY_MIN_VARIANCE,-0.007262979263524261,-0.0016944800461036191,-0.005568499217420642,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2024-09-02,2024-09-03,2024-10-08,TWO_POLICY_MIN_VARIANCE,0.04006960434655027,0.16784952593285118,-0.12777992158630092,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2024-10-08,2024-10-09,2024-11-01,THREE_POLICY_MIN_VARIANCE,-0.049634859560235944,0.0,-0.049634859560235944,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2024-11-01,2024-11-04,2024-12-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2024-12-02,2024-12-03,2025-01-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-01-02,2025-01-03,2025-02-05,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-02-05,2025-02-06,2025-03-03,TWO_POLICY_MIN_VARIANCE,0.0,-0.01207857130062373,0.01207857130062373,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-03-03,2025-03-04,2025-04-01,TWO_POLICY_MIN_VARIANCE,0.0,-0.01790056080610114,0.01790056080610114,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-04-01,2025-04-02,2025-05-06,TWO_POLICY_MIN_VARIANCE,0.04080125145497493,0.01648305890903301,0.02431819254594192,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-05-06,2025-05-07,2025-06-03,TWO_POLICY_MIN_VARIANCE,0.00011644904440744064,0.0001083797124157293,8.069331991711337e-06,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-06-03,2025-06-04,2025-07-01,TWO_POLICY_MIN_VARIANCE,0.00046494443909939065,0.00044136913089776186,2.3575308201628786e-05,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-07-01,2025-07-02,2025-08-01,TWO_POLICY_MIN_VARIANCE,0.0,3.025947743484636e-05,-3.025947743484636e-05,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-08-01,2025-08-04,2025-09-01,TWO_POLICY_MIN_VARIANCE,0.0,0.00021180993278346882,-0.00021180993278346882,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-09-01,2025-09-02,2025-10-09,TWO_POLICY_MIN_VARIANCE,0.0,8.768740324471835e-05,-8.768740324471835e-05,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-10-09,2025-10-10,2025-11-03,TWO_POLICY_MIN_VARIANCE,0.0,-9.55708891736684e-05,9.55708891736684e-05,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-11-03,2025-11-04,2025-12-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2025-12-01,2025-12-02,2026-01-05,TWO_POLICY_MIN_VARIANCE,0.02711325129455089,0.02638703077595772,0.000726220518593168,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2026-01-05,2026-01-06,2026-02-02,TWO_POLICY_MIN_VARIANCE,0.005562748023940189,0.0053059373380293096,0.00025681068591087985,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2026-02-02,2026-02-03,2026-03-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2026-03-02,2026-03-03,2026-04-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2026-04-01,2026-04-02,2026-05-06,TWO_POLICY_MIN_VARIANCE,0.001266043699310604,0.001187236175037354,7.880752427325e-05,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2026-05-06,2026-05-07,2026-06-01,THREE_POLICY_MIN_VARIANCE,-0.006087447056733919,-0.006480150851588817,0.00039270379485489837,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2026-06-01,2026-06-02,2026-07-01,THREE_POLICY_MIN_VARIANCE,0.010445666439995227,0.011186353456125397,-0.0007406870161301704,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
evaluation,2026-07-01,2026-07-02,2026-08-03,THREE_POLICY_MIN_VARIANCE,-0.00680325659158465,-0.0072704920397433925,0.00046723544815874263,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-01-04,2016-01-05,2016-02-01,THREE_POLICY_MIN_VARIANCE,-0.03002877916959279,-0.06867110499598883,0.03864232582639604,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-02-01,2016-02-02,2016-03-01,THREE_POLICY_MIN_VARIANCE,0.019885080611937278,0.045899228972009265,-0.026014148360071987,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-03-01,2016-03-02,2016-04-01,THREE_POLICY_MIN_VARIANCE,0.01389776330075021,0.027066061167640543,-0.013168297866890333,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-04-01,2016-04-05,2016-05-03,THREE_POLICY_MIN_VARIANCE,0.005619795085578749,0.00674688778938326,-0.0011270927038045109,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-05-03,2016-05-04,2016-06-01,THREE_POLICY_MIN_VARIANCE,-0.0059686892281259896,-0.007157732964668262,0.0011890437365422724,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-06-01,2016-06-02,2016-07-01,THREE_POLICY_MIN_VARIANCE,0.00021068520673894753,0.00025295913904432865,-4.227393230538112e-05,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-07-01,2016-07-04,2016-08-01,THREE_POLICY_MIN_VARIANCE,0.011842662454181863,0.01066603069065164,0.0011766317635302226,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-08-01,2016-08-02,2016-09-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-09-01,2016-09-02,2016-10-10,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-10-10,2016-10-11,2016-11-01,THREE_POLICY_MIN_VARIANCE,0.0057509202502343815,0.0,0.0057509202502343815,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-11-01,2016-11-02,2016-12-01,THREE_POLICY_MIN_VARIANCE,0.052469395655272644,0.0,0.052469395655272644,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2016-12-01,2016-12-02,2017-01-03,THREE_POLICY_MIN_VARIANCE,-0.0221698621578994,0.0,-0.0221698621578994,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-01-03,2017-01-04,2017-02-03,THREE_POLICY_MIN_VARIANCE,-0.001422765731869613,0.0,-0.001422765731869613,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-02-03,2017-02-06,2017-03-01,TWO_POLICY_MIN_VARIANCE,0.0,0.010466111570916814,-0.010466111570916814,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-03-01,2017-03-02,2017-04-05,THREE_POLICY_MIN_VARIANCE,-0.012587561661383195,0.0,-0.012587561661383195,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-04-05,2017-04-06,2017-05-02,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-05-02,2017-05-03,2017-06-01,THREE_POLICY_MIN_VARIANCE,0.004948097358493664,0.010163532476495263,-0.005215435118001599,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-06-01,2017-06-02,2017-07-03,THREE_POLICY_MIN_VARIANCE,0.028231214450008757,0.01804953346799998,0.010181680982008778,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-07-03,2017-07-04,2017-08-01,THREE_POLICY_MIN_VARIANCE,0.02440541824814635,0.01575957674149575,0.008645841506650598,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-08-01,2017-08-02,2017-09-01,TWO_POLICY_MIN_VARIANCE,-0.01242632247389941,-0.01641407123438643,0.00398774876048702,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-09-01,2017-09-04,2017-10-09,THREE_POLICY_MIN_VARIANCE,-0.0021012292561264356,0.0,-0.0021012292561264356,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-10-09,2017-10-10,2017-11-01,THREE_POLICY_MIN_VARIANCE,0.011536992357838782,0.0,0.011536992357838782,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-11-01,2017-11-02,2017-12-01,THREE_POLICY_MIN_VARIANCE,0.0031637195568923193,0.0,0.0031637195568923193,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2017-12-01,2017-12-04,2018-01-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2018-01-02,2018-01-03,2018-02-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2018-02-01,2018-02-02,2018-03-01,TWO_POLICY_MIN_VARIANCE,0.021164029811957752,0.014016530826103324,0.007147498985854428,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2018-03-01,2018-03-02,2018-04-02,TWO_POLICY_MIN_VARIANCE,-0.001316589560047987,1.5660518206006557e-05,-0.0013322500782539937,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2018-04-02,2018-04-03,2018-05-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2018-05-02,2018-05-03,2018-06-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2018-06-01,2018-06-04,2018-07-02,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2018-07-02,2018-07-03,2018-08-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2018-08-01,2018-08-02,2018-09-03,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2018-09-03,2018-09-04,2018-10-08,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2018-10-08,2018-10-09,2018-11-01,THREE_POLICY_MIN_VARIANCE,-0.03694135753481653,-0.036948602186698376,7.2446518818436445e-06,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
earlier_diagnostic,2019-11-01,2019-11-04,2019-12-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,DIAGNOSTIC_FUTURE_OUTCOME_NEVER_SELECTION_INPUT
