report_id,ts_code,sec_name,institution,target_fiscal_year,metric_id,metric_value_exact,unit,source_page,source_raw_row,source_raw_value,all_cells,selected_column_one_based,header,report_internal_date,provider_notice_date,provider_eitime,conservative_information_date,provider_date_fields_are_currently_retrieved_historical_metadata,historical_immutable_snapshot_proven,eps_definition,basis_note_raw,status,actual_future_eps_used_as_predictor
AP202408161639304268,000001.SZ,平安银行,国信证券,2025,ANALYST_ANNUAL_EPS_FORECAST,2.30,CNY_PER_SHARE,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47,2.30,"['2.20', '2.20', '2.23', '2.30', '2.47']",4,"[('2022', ''), ('2023', ''), ('2024', 'E'), ('2025', 'E'), ('2026', 'E')]",2024-08-16,2024-08-16 00:00:00,2024-08-16 10:32:45,2024-08-16,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202408161639304268,000001.SZ,平安银行,国信证券,2025,ANALYST_ANNUAL_PARENT_PROFIT_FORECAST,48387000000,CNY,1,"归母净利润(百万元) 45,516 46,455 46,977 48,387 51,798","48,387","['45,516', '46,455', '46,977', '48,387', '51,798']",4,"[('2022', ''), ('2023', ''), ('2024', 'E'), ('2025', 'E'), ('2026', 'E')]",2024-08-16,2024-08-16 00:00:00,2024-08-16 10:32:45,2024-08-16,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202408161639304268,000001.SZ,平安银行,国信证券,2026,ANALYST_ANNUAL_EPS_FORECAST,2.47,CNY_PER_SHARE,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47,2.47,"['2.20', '2.20', '2.23', '2.30', '2.47']",5,"[('2022', ''), ('2023', ''), ('2024', 'E'), ('2025', 'E'), ('2026', 'E')]",2024-08-16,2024-08-16 00:00:00,2024-08-16 10:32:45,2024-08-16,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202408161639304268,000001.SZ,平安银行,国信证券,2026,ANALYST_ANNUAL_PARENT_PROFIT_FORECAST,51798000000,CNY,1,"归母净利润(百万元) 45,516 46,455 46,977 48,387 51,798","51,798","['45,516', '46,455', '46,977', '48,387', '51,798']",5,"[('2022', ''), ('2023', ''), ('2024', 'E'), ('2025', 'E'), ('2026', 'E')]",2024-08-16,2024-08-16 00:00:00,2024-08-16 10:32:45,2024-08-16,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202503161644416306,000001.SZ,平安银行,国信证券,2025,ANALYST_ANNUAL_EPS_FORECAST,2.02,CNY_PER_SHARE,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07,2.02,"['2.20', '2.15', '2.02', '2.04', '2.07']",3,"[('2023', ''), ('2024', ''), ('2025', 'E'), ('2026', 'E'), ('2027', 'E')]",2025-03-15,2025-03-16 00:00:00,2025-03-16 10:57:21,2025-03-16,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202503161644416306,000001.SZ,平安银行,国信证券,2025,ANALYST_ANNUAL_PARENT_PROFIT_FORECAST,42056000000,CNY,1,"归母净利润(百万元) 46,455 44,508 42,056 42,512 43,017","42,056","['46,455', '44,508', '42,056', '42,512', '43,017']",3,"[('2023', ''), ('2024', ''), ('2025', 'E'), ('2026', 'E'), ('2027', 'E')]",2025-03-15,2025-03-16 00:00:00,2025-03-16 10:57:21,2025-03-16,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202503161644416306,000001.SZ,平安银行,国信证券,2026,ANALYST_ANNUAL_EPS_FORECAST,2.04,CNY_PER_SHARE,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07,2.04,"['2.20', '2.15', '2.02', '2.04', '2.07']",4,"[('2023', ''), ('2024', ''), ('2025', 'E'), ('2026', 'E'), ('2027', 'E')]",2025-03-15,2025-03-16 00:00:00,2025-03-16 10:57:21,2025-03-16,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202503161644416306,000001.SZ,平安银行,国信证券,2026,ANALYST_ANNUAL_PARENT_PROFIT_FORECAST,42512000000,CNY,1,"归母净利润(百万元) 46,455 44,508 42,056 42,512 43,017","42,512","['46,455', '44,508', '42,056', '42,512', '43,017']",4,"[('2023', ''), ('2024', ''), ('2025', 'E'), ('2026', 'E'), ('2027', 'E')]",2025-03-15,2025-03-16 00:00:00,2025-03-16 10:57:21,2025-03-16,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202503161644416306,000001.SZ,平安银行,国信证券,2027,ANALYST_ANNUAL_EPS_FORECAST,2.07,CNY_PER_SHARE,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07,2.07,"['2.20', '2.15', '2.02', '2.04', '2.07']",5,"[('2023', ''), ('2024', ''), ('2025', 'E'), ('2026', 'E'), ('2027', 'E')]",2025-03-15,2025-03-16 00:00:00,2025-03-16 10:57:21,2025-03-16,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202503161644416306,000001.SZ,平安银行,国信证券,2027,ANALYST_ANNUAL_PARENT_PROFIT_FORECAST,43017000000,CNY,1,"归母净利润(百万元) 46,455 44,508 42,056 42,512 43,017","43,017","['46,455', '44,508', '42,056', '42,512', '43,017']",5,"[('2023', ''), ('2024', ''), ('2025', 'E'), ('2026', 'E'), ('2027', 'E')]",2025-03-15,2025-03-16 00:00:00,2025-03-16 10:57:21,2025-03-16,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202603221820687530,000001.SZ,平安银行,国信证券,2026,ANALYST_ANNUAL_EPS_FORECAST,2.08,CNY_PER_SHARE,1,摊薄每股收益(元) 2.15 2.07 2.08 2.09 2.11,2.08,"['2.15', '2.07', '2.08', '2.09', '2.11']",3,"[('2024', ''), ('2025', ''), ('2026', 'E'), ('2027', 'E'), ('2028', 'E')]",2026-03-22,2026-03-22 00:00:00,2026-03-22 16:40:39,2026-03-22,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202603221820687530,000001.SZ,平安银行,国信证券,2026,ANALYST_ANNUAL_PARENT_PROFIT_FORECAST,42908000000,CNY,1,"归母净利润(百万元) 44,508 42,633 42,908 43,125 43,387","42,908","['44,508', '42,633', '42,908', '43,125', '43,387']",3,"[('2024', ''), ('2025', ''), ('2026', 'E'), ('2027', 'E'), ('2028', 'E')]",2026-03-22,2026-03-22 00:00:00,2026-03-22 16:40:39,2026-03-22,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202603221820687530,000001.SZ,平安银行,国信证券,2027,ANALYST_ANNUAL_EPS_FORECAST,2.09,CNY_PER_SHARE,1,摊薄每股收益(元) 2.15 2.07 2.08 2.09 2.11,2.09,"['2.15', '2.07', '2.08', '2.09', '2.11']",4,"[('2024', ''), ('2025', ''), ('2026', 'E'), ('2027', 'E'), ('2028', 'E')]",2026-03-22,2026-03-22 00:00:00,2026-03-22 16:40:39,2026-03-22,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202603221820687530,000001.SZ,平安银行,国信证券,2027,ANALYST_ANNUAL_PARENT_PROFIT_FORECAST,43125000000,CNY,1,"归母净利润(百万元) 44,508 42,633 42,908 43,125 43,387","43,125","['44,508', '42,633', '42,908', '43,125', '43,387']",4,"[('2024', ''), ('2025', ''), ('2026', 'E'), ('2027', 'E'), ('2028', 'E')]",2026-03-22,2026-03-22 00:00:00,2026-03-22 16:40:39,2026-03-22,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202603221820687530,000001.SZ,平安银行,国信证券,2028,ANALYST_ANNUAL_EPS_FORECAST,2.11,CNY_PER_SHARE,1,摊薄每股收益(元) 2.15 2.07 2.08 2.09 2.11,2.11,"['2.15', '2.07', '2.08', '2.09', '2.11']",5,"[('2024', ''), ('2025', ''), ('2026', 'E'), ('2027', 'E'), ('2028', 'E')]",2026-03-22,2026-03-22 00:00:00,2026-03-22 16:40:39,2026-03-22,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
AP202603221820687530,000001.SZ,平安银行,国信证券,2028,ANALYST_ANNUAL_PARENT_PROFIT_FORECAST,43387000000,CNY,1,"归母净利润(百万元) 44,508 42,633 42,908 43,125 43,387","43,387","['44,508', '42,633', '42,908', '43,125', '43,387']",5,"[('2024', ''), ('2025', ''), ('2026', 'E'), ('2027', 'E'), ('2028', 'E')]",2026-03-22,2026-03-22 00:00:00,2026-03-22 16:40:39,2026-03-22,True,False,分析师预测的摊薄每股收益，原文说明按最新总股本计算；未冒充财报基本每股收益,资料来源：Wind、国信证券经济研究所预测 注：摊薄每股收益按最新总股本计算,HISTORICAL_DATED_ANALYST_FORECAST_SOURCE_PILOT_NOT_PORTFOLIO_ADMITTED,False
