period,cost,model,era,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,terminal_equity,mean_exposure,trade_count,commission,slippage_cost,holding_closes,risk_days,max_accounting_error,point_met
main,BASE,GAP_DIRECT_H3_FULL,2020-2021,-0.2115651038999991,-0.1116270323293702,-0.1104480394780377,0.1244866090682856,-0.8872282754320413,-0.2679303981471556,486,157686.9792200001,0.2303312086376855,102,2154.22078,6448.1999999999225,136,170,3.6330050079413916e-11,False
main,BASE,GAP_DIRECT_H3_FULL,2022-2023,-0.1380497128404557,-0.0715872215659974,-0.0680881055063149,0.1111332888224187,-0.6126706608594458,-0.1708804318656098,484,135918.33702000012,0.2289888355592983,97,1959.2422,5901.999999999935,134,171,3.3786307085392764e-11,False
main,BASE,GAP_DIRECT_H3_FULL,2024-END,-0.0579718518689676,-0.0225375267653078,-0.0165790034404654,0.1111117825934301,-0.1492101292365164,-0.1835439263525728,634,128038.89932000008,0.2680857139876846,128,2917.3377000000005,8955.700000000072,183,238,3.9477754398831166e-11,False
main,BASE,GAP_DIRECT_H3_VOL10,2020-2021,-0.1075072523999994,-0.0550605419767638,-0.0538124673826836,0.0741617004179634,-0.725609945287193,-0.1459157664646881,486,178498.54952000012,0.1256083154058502,88,1327.45048,3955.999999999928,122,156,3.5697667044587433e-11,False
main,BASE,GAP_DIRECT_H3_VOL10,2022-2023,-0.1104438132019167,-0.0568371366523789,-0.0562085443049155,0.0678521443717279,-0.8283974637113457,-0.13502465993242,484,158784.48906000005,0.155790626058142,97,1584.16046,4743.599999999985,137,177,3.183231456205249e-11,False
main,BASE,GAP_DIRECT_H3_VOL10,2024-END,-0.0434478236560825,-0.0168123149008539,-0.0141666420730187,0.0744507558573386,-0.1902820449555225,-0.1429166130609102,634,151885.64858,0.19318723877571,126,2452.3404800000003,7537.400000000072,183,240,3.765165956792771e-11,False
main,BASE,GAP_ABSORBED_H1_FULL,2020-2021,-0.0377584182000006,-0.0189831769342958,-0.018800523384805,0.0269685757035793,-0.6971270411699881,-0.0539829255459103,486,192448.31635999988,0.0267033293815889,59,682.88364,2020.000000000044,36,59,3.1306512937590014e-11,False
main,BASE,GAP_ABSORBED_H1_FULL,2022-2023,-0.0360522973192511,-0.0181916161079347,-0.0173237636266237,0.0456132847362635,-0.3797964502400983,-0.094961505297887,484,185510.1124399999,0.038203046269621,71,1153.80392,3360.3000000000707,40,71,3.559819106158102e-11,False
main,BASE,GAP_ABSORBED_H1_FULL,2024-END,-0.0652534639798414,-0.0254284114295211,-0.0238705628223297,0.0608478331624916,-0.3922993076612011,-0.1002767237305506,634,173404.93500000003,0.0515346756097533,93,2214.77744,6853.3999999999705,51,93,3.531397396727698e-11,False
main,BASE,GAP_ABSORBED_H1_VOL10,2020-2021,-0.0280983753000008,-0.0140914735117817,-0.0140107816171931,0.018996174390808,-0.7375580645318112,-0.038375026817314,486,194380.32493999985,0.0179135964116003,57,561.17506,1648.60000000003,33,57,4.04085653826769e-11,False
main,BASE,GAP_ABSORBED_H1_VOL10,2022-2023,-0.0376463895831982,-0.0190037663595227,-0.0186283920434122,0.0333733652951539,-0.5581814083974704,-0.0798126511958602,484,187062.60749999984,0.0282077918174346,68,950.11744,2744.5000000000664,37,68,3.0865976441418746e-11,False
main,BASE,GAP_ABSORBED_H1_VOL10,2024-END,-0.0438446692773709,-0.0169680301614463,-0.0160278753659848,0.0462216943633195,-0.346760878993311,-0.0694558492003952,634,178860.90933999978,0.0408502790234968,93,1792.69816,5573.199999999989,50,93,4.53610482509248e-11,False
main,BASE,GAP_ABSORBED_H3_FULL,2020-2021,-0.0536860996000002,-0.0271028750514132,-0.0268466994646161,0.0354309199591943,-0.7577195143545633,-0.0684396993689491,486,189262.78008000003,0.0582838289107922,55,658.01992,1923.000000000008,77,99,3.1377567211166024e-11,False
main,BASE,GAP_ABSORBED_H3_FULL,2022-2023,-0.0637153964181585,-0.0323819950094761,-0.0313200757087613,0.0566173756653704,-0.5531884044551011,-0.1196506106409812,484,177203.82701999997,0.081914432367965,55,908.35306,2684.900000000068,80,105,3.0681235330121126e-11,False
main,BASE,GAP_ABSORBED_H3_FULL,2024-END,-0.0272810882321083,-0.0105024266676441,-0.0078324639073353,0.0733733567651544,-0.1067480656828149,-0.1194885993168624,634,172369.51378,0.1298434893327651,83,1855.41324,5776.200000000054,120,157,4.064304448547773e-11,False
main,BASE,GAP_ABSORBED_H3_VOL10,2020-2021,-0.0299838997000001,-0.0150443513485477,-0.0148492465727313,0.0248534391135445,-0.5974725069191286,-0.047468507039124,486,194003.22005999996,0.042323121301555,51,529.17994,1542.800000000012,73,95,3.2798652682686225e-11,False
main,BASE,GAP_ABSORBED_H3_VOL10,2022-2023,-0.0738201683228282,-0.0376176270955645,-0.0374346717741961,0.0425510651829649,-0.8797587466549005,-0.0996111628714908,484,179681.86970000004,0.0634918089974129,53,742.05036,2171.500000000064,78,103,2.97859514830634e-11,False
main,BASE,GAP_ABSORBED_H3_VOL10,2024-END,-0.0258452368497363,-0.0099451576491999,-0.0085689251675461,0.0531011483698682,-0.1613698654473646,-0.0917421872458457,634,175037.94922000004,0.0982351091884826,83,1452.02048,4483.800000000048,120,157,4.1794123717409086e-11,False
main,BASE,BUY_HOLD,2020-2021,0.2313944467999987,0.1092069776466981,0.1248600961582424,0.2056449045646915,0.6071635785119301,-0.1695143605771278,486,246278.88936,0.9915676741392168,1,39.91064,145.2000000000055,486,486,8.185452315956354e-11,False
main,BASE,BUY_HOLD,2022-2023,-0.2692394795685215,-0.1451546804061693,-0.143974816227059,0.16020197692177,-0.8987081120563507,-0.294787751352396,484,179970.88936,0.9557094572944964,0,0.0,0.0,484,484,2.8123281481384762e-11,False
main,BASE,BUY_HOLD,2024-END,0.4071779338347121,0.1392665186160494,0.1453471227033062,0.1730350785885328,0.8399864575953014,-0.1525399885055913,634,253251.06424,0.9204940197051358,1,45.825120000000005,145.2000000000055,633,634,3.410605131648481e-11,False
main,STRESS,BRIDGE_H2_P0,2020-2021,-0.3166940372000014,-0.1727288041604595,-0.1722532775341788,0.1859243056134759,-0.9264699253054188,-0.3616419572476953,486,136661.1925599996,0.4983235485456299,486,33983.807440000004,93229.3000000002,243,486,3.7488234738702886e-11,False
main,STRESS,BRIDGE_H2_P0,2022-2023,-0.6733655522550656,-0.4284805797307195,-0.5467794643683255,0.1550719986576362,-3.525971607391805,-0.6828155473546839,484,44638.25315999959,0.4978112313380852,484,16028.5394,44867.899999999856,242,484,3.1889157980913296e-11,False
main,STRESS,BRIDGE_H2_P0,2024-END,-0.2957422521145991,-0.1252607053285402,-0.1202003798675043,0.1652433733052542,-0.7274142222058011,-0.3349592597631368,634,31436.83563999965,0.4961076699272343,634,9331.117520000002,26035.600000000115,317,634,1.0416556506243067e-11,False
main,STRESS,BRIDGE_H2_P1,2020-2021,-0.3842421432,-0.2145142804231288,-0.2217327401349125,0.1976746731973413,-1.1217053583468115,-0.3865983038000001,486,123151.57135999984,0.4983712399556039,485,31842.628640000003,87436.90000000029,243,485,3.666400516522117e-11,False
main,STRESS,BRIDGE_H2_P1,2022-2023,-0.5940996304961816,-0.3628968925646192,-0.4374462857430858,0.1611029987941895,-2.715320565211372,-0.606568933997889,484,49987.26831999981,0.4977187934443646,484,15043.90304,41978.1,242,484,1.9412027540965937e-11,False
main,STRESS,BRIDGE_H2_P1,2024-END,-0.3214817160466924,-0.137604540944151,-0.1338333565439979,0.1689865291602412,-0.7919764800725073,-0.3541230383477376,634,33917.27551999983,0.4946952516741445,633,10194.5928,28450.00000000008,316,633,1.0039968856290216e-11,False
main,STRESS,BRIDGE_H5_P0,2020-2021,-0.0677553149999989,-0.0343324146545522,-0.0148864243305018,0.1998187933795996,-0.0744996207750178,-0.2392603993934926,486,186448.9370000003,0.7981076407798485,195,15899.563000000002,43602.79999999982,389,486,3.575451046344824e-11,False
main,STRESS,BRIDGE_H5_P0,2022-2023,-0.410780768570429,-0.2323938305162138,-0.2509015616842572,0.1640896721797322,-1.529051514037016,-0.4301273880687206,484,109859.29936000051,0.7967066095858345,193,10897.337640000002,30395.000000000025,387,484,3.905142875737511e-11,False
main,STRESS,BRIDGE_H5_P0,2024-END,-0.0605132765157677,-0.0235449272340947,-0.0080454566148321,0.1774685357240555,-0.0453345523025107,-0.224400050555419,634,103211.35320000027,0.7967834612853415,254,11004.64616,30478.600000000108,507,634,2.0449419935175683e-11,False
main,STRESS,BRIDGE_H5_P1,2020-2021,-0.0102440068000009,-0.005114110146898,0.0134705859332602,0.1930886544176102,0.0697637361132893,-0.2548673056598255,486,197951.19863999967,0.7952218421935001,194,16663.80136,45698.80000000057,388,485,4.035882739117369e-11,False
main,STRESS,BRIDGE_H5_P1,2022-2023,-0.4761072969878755,-0.276195673533154,-0.3090061741249431,0.1674975938295644,-1.8448394813323072,-0.4942613676107844,484,103705.1885199994,0.7990557127847027,193,11090.01012,31190.09999999986,388,484,4.388311936054379e-11,False
main,STRESS,BRIDGE_H5_P1,2024-END,0.1307220395957868,0.0480116632245118,0.0617716725739469,0.1732178237097774,0.3566126813684254,-0.1541770182558144,634,117261.74227999932,0.7927327623712646,255,11162.44624,31075.60000000008,505,633,1.871569565992104e-11,False
main,STRESS,GAP_DIRECT_H1_FULL,2020-2021,-0.1754546506000004,-0.0915946750880315,-0.0916693408299912,0.0933161446236711,-0.982352423577707,-0.2287031546814032,486,164909.06988,0.1214088039741818,133,5847.93012,16079.800000000085,91,133,4.1580960896681056e-11,False
main,STRESS,GAP_DIRECT_H1_FULL,2022-2023,-0.0334842885477317,-0.0168846906632628,-0.0122086755095915,0.0982032751357278,-0.1243204515604785,-0.1942300116258472,484,159387.20699999997,0.1267834116849749,145,6059.06288,16654.900000000034,90,145,3.134914550173562e-11,False
main,STRESS,GAP_DIRECT_H1_FULL,2024-END,-0.1848805007292687,-0.075061503451568,-0.0737003346629141,0.0923423206067811,-0.7981208851870885,-0.2409644667061857,634,129919.62036000023,0.123889790346762,169,8653.086640000001,24122.800000000105,96,169,3.277023097325582e-11,False
main,STRESS,GAP_DIRECT_H1_VOL10,2020-2021,-0.1168404791999994,-0.0599940380055755,-0.0606963214001012,0.0482027708403501,-1.2591873940427687,-0.1257681049469848,486,176631.90416000012,0.0634207924667271,115,3564.6958400000003,9799.900000000029,70,115,3.5775826745521044e-11,False
main,STRESS,GAP_DIRECT_H1_VOL10,2022-2023,-0.0300128114748631,-0.0151207238828015,-0.0134765171708481,0.0594016839960699,-0.226870961633676,-0.1171826067234763,484,171330.68412000002,0.0787282859348023,132,4520.22004,12450.40000000002,76,132,3.4980018881469726e-11,False
main,STRESS,GAP_DIRECT_H1_VOL10,2024-END,-0.1430606220122997,-0.0572276855921146,-0.0570255661162225,0.0613197283844456,-0.929970950926254,-0.1696081166699898,634,146820.00987999997,0.0897865624930418,169,6842.974240000001,19184.40000000009,93,169,4.062883363076253e-11,False
main,STRESS,GAP_DIRECT_H3_FULL,2020-2021,-0.2454787769999997,-0.1308646086677723,-0.1322686139616975,0.1249445884953526,-1.0586181887070467,-0.2882624128295595,486,150904.24460000003,0.2309379673688001,102,4216.3554,11511.400000000014,136,170,2.972910806420259e-11,False
main,STRESS,GAP_DIRECT_H3_FULL,2022-2023,-0.1454815083445307,-0.0755983061160752,-0.0721190677589804,0.1137931970828516,-0.6337731042609802,-0.1945591936784999,484,128950.46747999988,0.2366373448434544,99,3825.57712,10523.30000000002,137,175,3.6180836104904295e-11,False
main,STRESS,GAP_DIRECT_H3_FULL,2024-END,-0.1098125129495651,-0.0434296668342643,-0.0380491245116722,0.1122884806708625,-0.3388515392171075,-0.2074731067840888,634,114790.09259999992,0.2761906097443743,128,5487.87488,15316.100000000044,185,242,3.1235458664014004e-11,False
main,STRESS,GAP_DIRECT_H3_VOL10,2020-2021,-0.1295395367999993,-0.0667489265191876,-0.0662361581464412,0.0744056158806433,-0.8902037482317606,-0.1591367120639393,486,174092.09264000005,0.1256608761415105,87,2600.40736,7117.899999999983,121,155,4.2717829273897217e-11,False
main,STRESS,GAP_DIRECT_H3_VOL10,2022-2023,-0.1413621176401763,-0.073372846091901,-0.0738800989558235,0.0680029977548309,-1.0864241488615125,-0.1582660526843504,484,149482.06576000006,0.1563800465812672,96,3029.92688,8344.000000000022,136,176,4.6640025175292976e-11,False
main,STRESS,GAP_DIRECT_H3_VOL10,2024-END,-0.0965317944104936,-0.0380072679718362,-0.0359509752203211,0.0745248239919154,-0.4824026853685849,-0.1643593939304101,634,135052.2937199999,0.1932078749431311,125,4485.972040000001,12588.400000000049,182,239,3.7118752516107634e-11,False
main,STRESS,GAP_ABSORBED_H1_FULL,2020-2021,-0.0494928672000003,-0.0249586150306276,-0.0248986474504223,0.0273650046832395,-0.9098718505124986,-0.0574531817170365,486,190101.42656,0.0268451089660996,59,1334.87344,3706.800000000069,36,59,3.0581759347114706e-11,False
main,STRESS,GAP_ABSORBED_H1_FULL,2022-2023,-0.0574038713831306,-0.0291261005584353,-0.0284965872346138,0.0461473407038163,-0.6175130960960707,-0.1064635183718205,484,179188.86872000003,0.0388346890966531,71,2265.8578400000006,6119.899999999964,40,71,3.5264235975773766e-11,False
main,STRESS,GAP_ABSORBED_H1_FULL,2024-END,-0.1100478770855633,-0.0435262135088562,-0.0424519600829592,0.0633105542213975,-0.6705352781228924,-0.1367610641717037,634,159469.51412000018,0.0532234387291105,92,4314.654600000001,12004.800000000005,50,92,3.390709935047198e-11,False
main,STRESS,GAP_ABSORBED_H1_VOL10,2020-2021,-0.0373230556,-0.018762186623895,-0.0187560108815556,0.0191588796863657,-0.9789722148995602,-0.0441268376531218,486,192535.3888799999,0.0179645776870986,57,1086.01112,2982.000000000042,33,57,3.0581759347114706e-11,False
main,STRESS,GAP_ABSORBED_H1_VOL10,2022-2023,-0.054623300065397,-0.0276951610042234,-0.0275093426035781,0.0338797220112127,-0.8119707297029697,-0.0886792385393956,484,182018.47055999987,0.0284296099913663,68,1857.01832,5005.899999999972,37,68,2.580691216280684e-11,False
main,STRESS,GAP_ABSORBED_H1_VOL10,2024-END,-0.0754352663098218,-0.0294941483476912,-0.028825176587559,0.0467478074633019,-0.6166102358958208,-0.0920082497222375,634,168287.85875999974,0.041270394605882,93,3474.9118,9682.800000000014,50,93,2.916067387559451e-11,False
main,STRESS,GAP_ABSORBED_H3_FULL,2020-2021,-0.0649045345999995,-0.032863124397598,-0.0327672182142287,0.0359029132722915,-0.9126618212209872,-0.0752525837615728,486,187019.09308000005,0.0585086920882911,55,1284.80692,3534.9000000000296,77,99,2.6830093702301383e-11,False
