period,cost,model,mode,historical_evidence_class,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,terminal_equity,mean_exposure,trade_count,commission,slippage_cost,holding_closes,risk_days,max_accounting_error,point_met
earlier,BASE,GAP_ABSORBED_H3_FULL,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.0236778581999996,-0.0047458556286523,-0.004508753165742,0.0222933548451256,-0.2022465078524472,-0.0428528110527796,1219,195264.42836000005,0.0238990233984398,103,821.47164,1838.1999999999985,138,175,3.68345354218036e-11,False
earlier,BASE,GAP_ABSORBED_H3_VOL10,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.0322859366000002,-0.006494085920186,-0.0063990416650081,0.0152334054286279,-0.4200663925731598,-0.0514222260194636,1219,193542.81268,0.0182356098789932,98,702.38732,1515.3999999999949,133,170,3.329958531139709e-11,False
earlier,BASE,BUY_HOLD,BUY_HOLD,DAILY_FILL_ASSUMPTION,0.2123109712000002,0.0389612281966439,0.0700992870589068,0.2515025385207307,0.278721986152552,-0.4501919403512674,1219,242462.19424,0.9624183821070053,2,85.00576000000001,276.9999999999941,1218,1219,4.729372449219227e-11,False
earlier,STRESS,BRIDGE_H2_P0,BRIDGE,DAILY_FILL_ASSUMPTION,-0.7303433539999986,-0.229091735631684,-0.2310211323993147,0.2399909838557922,-0.9626242148252228,-0.7955992522124291,1219,53931.32920000045,0.498351868449973,1216,55872.5708,159885.69999999958,610,1218,3.4788172342814505e-11,False
earlier,STRESS,BRIDGE_H2_P1,BRIDGE,DAILY_FILL_ASSUMPTION,-0.7524878551999956,-0.2420950730192338,-0.2472424785370861,0.2429352367053756,-1.0177300003495755,-0.7955600840172777,1219,49502.42896000063,0.4983174706110628,1214,51195.07104,146490.89999999962,610,1217,3.7175595934968435e-11,False
earlier,STRESS,BRIDGE_H5_P0,BRIDGE,DAILY_FILL_ASSUMPTION,-0.3271322200000019,-0.075642373017843,-0.0471842116779153,0.2498344900182357,-0.1888618808174616,-0.6090843195237529,1219,134573.55599999992,0.7971169108731194,488,30901.844,88143.79999999974,975,1219,3.6749270293512375e-11,False
earlier,STRESS,BRIDGE_H5_P1,BRIDGE,DAILY_FILL_ASSUMPTION,-0.3749959467999961,-0.0890847553507834,-0.0613374983733558,0.2517882778549064,-0.243607442315888,-0.6311380791410871,1219,125000.81064000048,0.7961346511284271,486,29028.689360000004,82895.60000000012,974,1217,3.726086106325965e-11,False
earlier,STRESS,GAP_DIRECT_H1_FULL,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.0970013546000009,-0.0200524011797166,-0.0191455991359164,0.0470656335923945,-0.406785114202951,-0.1272275993641475,1219,180599.72907999984,0.0554768903418555,232,4651.37092,12911.900000000078,171,232,3.7118752516107634e-11,False
earlier,STRESS,GAP_DIRECT_H1_VOL10,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.0873129813999991,-0.017974049853993,-0.0177428516801113,0.0280284167929272,-0.6330308205131527,-0.1137740945750932,1219,182537.4037199999,0.0336239430756731,214,3420.9962800000008,9388.600000000084,149,214,3.387867764104158e-11,False
earlier,STRESS,GAP_DIRECT_H3_FULL,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.1226254134000013,-0.0256367299881908,-0.0243395533712947,0.0570590713949835,-0.4265676390491454,-0.1666442464941086,1219,175474.91732,0.0897709414921719,203,3982.88268,10980.8000000001,253,305,4.5567105644295225e-11,False
earlier,STRESS,GAP_DIRECT_H3_VOL10,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.122120485399999,-0.0255254346861396,-0.0253205167030078,0.0326585526406044,-0.7753104364927303,-0.1429220894582166,1219,175575.90292000002,0.0566483351612294,186,2903.09708,7937.000000000088,240,296,4.5567105644295225e-11,False
earlier,STRESS,GAP_ABSORBED_H1_FULL,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.0321371200000003,-0.0064637568092039,-0.0063413795041511,0.0169114740646523,-0.3749749714252076,-0.0437902587227481,1219,193572.576,0.0096094335782774,109,1470.024,3763.799999999974,67,109,3.387867764104158e-11,False
earlier,STRESS,GAP_ABSORBED_H1_VOL10,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.0284170551999997,-0.0057068121301842,-0.0056450490482666,0.0124803584531946,-0.4523146566212292,-0.0387933413011546,1219,194316.58896,0.0072804893319362,104,1233.01104,3097.5999999999776,62,104,2.5494273359072395e-11,False
earlier,STRESS,GAP_ABSORBED_H3_FULL,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.0351700589999998,-0.0070826151894348,-0.006857136183036,0.0223870822260218,-0.3062987893556597,-0.0510235087064911,1219,192965.9882,0.0240358898087126,103,1379.5118,3578.599999999988,138,175,3.510081114654895e-11,False
earlier,STRESS,GAP_ABSORBED_H3_VOL10,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.0415705316000006,-0.008393738851685,-0.0083113796172066,0.0153300596964766,-0.5421622473601266,-0.0574029365818809,1219,191685.89368000004,0.0182873676748672,98,1142.30632,2928.999999999988,133,170,3.510081114654895e-11,False
earlier,STRESS,BUY_HOLD,BUY_HOLD,DAILY_FILL_ASSUMPTION,0.2107779424000003,0.0387002720856866,0.0698910772045918,0.2516713023637165,0.2777077741807245,-0.4504213486795604,1219,242155.58848,0.9631159747963955,2,170.01152000000002,498.5999999999943,1218,1219,5.6388671509921544e-11,False
main,BASE,BRIDGE_H2_P0,BRIDGE,DAILY_FILL_ASSUMPTION,-0.5225932380000023,-0.1055562925452735,-0.0971606165266363,0.1695754480388029,-0.5729639381781472,-0.6675244837703418,1604,95481.3523999993,0.4981146871266076,1604,44493.6476,135991.60000000038,802,1604,3.993250174971763e-11,False
main,BASE,BRIDGE_H2_P1,BRIDGE,DAILY_FILL_ASSUMPTION,-0.4861568819000015,-0.095575768833134,-0.0849034553015688,0.1763894733800051,-0.4813408287616851,-0.6238009288215145,1604,102768.6236199995,0.497546855325456,1602,43482.97638000001,132940.10000000062,801,1602,4.069988790433854e-11,False
main,BASE,BRIDGE_H5_P0,BRIDGE,DAILY_FILL_ASSUMPTION,-0.1943234129999995,-0.0320738862191571,-0.0161932582984438,0.1808821113703702,-0.0895238239744279,-0.4938914385401137,1604,161135.31739999968,0.7973379968018228,642,23065.0826,70385.59999999995,1283,1604,4.0586201066616916e-11,False
main,BASE,BRIDGE_H5_P1,BRIDGE,DAILY_FILL_ASSUMPTION,-0.0834735480999996,-0.0130646380918135,0.0025901459547547,0.1777378527446825,0.0145728437401315,-0.5604835443980727,1604,183305.29037999987,0.7955905459349412,642,23741.80962,72931.49999999997,1281,1602,5.897504706808832e-11,False
main,BASE,GAP_DIRECT_H1_FULL,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.1973962075000023,-0.0326317527448697,-0.028724182942285,0.094043216454122,-0.3054359902321906,-0.3286704587521956,1604,160520.75849999994,0.124491212011375,452,11216.5415,34015.00000000016,284,452,4.4920511754753534e-11,False
main,BASE,GAP_DIRECT_H1_VOL10,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.1422161662999995,-0.0228785895418901,-0.0215159952341405,0.0569248971821976,-0.3779716134624711,-0.1927164942237551,1604,171556.76674000017,0.0791150748739771,421,8071.233260000001,24447.600000000137,244,421,4.5332626541494385e-11,False
main,BASE,GAP_DIRECT_H3_FULL,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.3598055033999981,-0.0650729268490346,-0.0605632658557592,0.1152892054332274,-0.525316014003028,-0.4121377652409149,1604,128038.89932000008,0.2448490688758152,327,7030.80068,21305.89999999993,453,579,3.9477754398831166e-11,False
main,BASE,GAP_DIRECT_H3_VOL10,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.2405717570999994,-0.0406685145353183,-0.038864991063502,0.0723997506422897,-0.536811117700182,-0.2946754235922223,1604,151885.64858,0.1614270658872718,311,5363.951419999999,16236.999999999987,442,573,3.765165956792771e-11,False
main,BASE,GAP_ABSORBED_H1_FULL,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.132975325,-0.0212976494732587,-0.0203589107167445,0.048052338501163,-0.4236819965848648,-0.1501540322762244,1604,173404.93500000003,0.0399882025003319,223,4051.465,12233.700000000086,127,223,3.559819106158102e-11,False
main,BASE,GAP_ABSORBED_H1_VOL10,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.1056954533000009,-0.0167126059979695,-0.0162014056091033,0.0358947843093942,-0.4513582104145197,-0.1204201192651707,1604,178860.90933999978,0.0300858204467413,218,3303.9906600000004,9966.300000000088,120,218,4.53610482509248e-11,False
main,BASE,GAP_ABSORBED_H3_FULL,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.1381524310999994,-0.0221815856236789,-0.0206809193890863,0.0589241229822257,-0.3509754297968031,-0.1792952972036796,1604,172369.51378,0.0936990638115419,193,3421.78622,10384.10000000013,277,361,4.064304448547773e-11,False
main,BASE,GAP_ABSORBED_H3_VOL10,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.1248102538999994,-0.0199126159177667,-0.0191819286342161,0.0429712669922766,-0.4463896453801036,-0.1621067443033979,1604,175037.94922000004,0.0708105559431431,187,2723.2507800000003,8198.100000000126,271,355,4.1794123717409086e-11,False
main,BASE,BUY_HOLD,BUY_HOLD,DAILY_FILL_ASSUMPTION,0.2662553212000016,0.0362574716456169,0.051838074484355,0.1800562146602094,0.2878993906551934,-0.4095181596707963,1604,253251.06424,0.9526549098848204,2,85.73576,290.400000000011,1603,1604,8.185452315956354e-11,False
main,STRESS,BRIDGE_H2_P0,BRIDGE,DAILY_FILL_ASSUMPTION,-0.8428158218000015,-0.2435853430566945,-0.2646903955560338,0.1692071124589401,-1.5642982833848882,-0.8578189888920573,1604,31436.83563999965,0.4972931067921919,1604,59343.46436,164132.8000000002,802,1604,3.7488234738702886e-11,False
main,STRESS,BRIDGE_H2_P1,BRIDGE,DAILY_FILL_ASSUMPTION,-0.8304136224000007,-0.2348685684045841,-0.2520800885624162,0.1760288519689518,-1.4320384740501428,-0.8369169386000008,1604,33917.27551999983,0.4967213891564237,1602,57081.124480000006,157865.00000000035,801,1602,3.666400516522117e-11,False
main,STRESS,BRIDGE_H5_P0,BRIDGE,DAILY_FILL_ASSUMPTION,-0.483943233999998,-0.0949889983857251,-0.0833989885122244,0.1807771452481225,-0.461335908351449,-0.6052941230749718,1604,103211.35320000027,0.797161488100659,642,37801.5468,104476.39999999997,1283,1604,3.905142875737511e-11,False
main,STRESS,BRIDGE_H5_P1,BRIDGE,DAILY_FILL_ASSUMPTION,-0.413691288600003,-0.0773933755902453,-0.0647437924569985,0.1780175834961669,-0.3636932441473827,-0.6578669408225002,1604,117261.74227999932,0.7953948576291888,642,38916.25772000001,107964.50000000052,1281,1602,4.388311936054379e-11,False
main,STRESS,GAP_DIRECT_H1_FULL,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.3504018981999983,-0.0630138206400895,-0.0605899693056768,0.0944037897942197,-0.6418171287164435,-0.3969885977394222,1604,129919.62036000023,0.1240112076476479,447,20560.079640000004,56857.50000000022,277,447,4.1580960896681056e-11,False
main,STRESS,GAP_DIRECT_H1_VOL10,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.2658999506000004,-0.0455655277895291,-0.0449970420379207,0.0570331443468833,-0.7889630241012595,-0.2798224803727746,1604,146820.00987999997,0.0784611447330811,416,14927.89012,41434.70000000014,239,416,4.062883363076253e-11,False
main,STRESS,GAP_DIRECT_H3_FULL,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.4260495369999998,-0.0803539648124061,-0.0768773816216531,0.1166628624612239,-0.6589704726918173,-0.4652538499643978,1604,114790.09259999992,0.2505443725831684,329,13529.807400000002,37350.80000000008,458,587,3.6180836104904295e-11,False
main,STRESS,GAP_DIRECT_H3_VOL10,GAP_DIRECT,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.3247385314000013,-0.0575204070452586,-0.0565721066355814,0.0725448406752114,-0.7798226050127933,-0.3577330580012757,1604,135052.2937199999,0.16162900315714,308,10116.30628,28050.30000000005,439,570,4.6640025175292976e-11,False
main,STRESS,GAP_ABSORBED_H1_FULL,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.2026524293999984,-0.0335902393685708,-0.0329224648223532,0.0495103184065083,-0.6649616864113209,-0.2155493926811921,1604,159469.51412000018,0.0408892597472323,222,7915.385880000001,21831.50000000004,126,222,3.5264235975773766e-11,False
main,STRESS,GAP_ABSORBED_H1_VOL10,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.158560706200001,-0.0257106015274072,-0.0253772475468081,0.0363311994386763,-0.6984973779806682,-0.1672712358874892,1604,168287.85875999974,0.0303342557181299,218,6417.94124,17670.70000000003,120,218,3.0581759347114706e-11,False
main,STRESS,GAP_ABSORBED_H3_FULL,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.1938596069999993,-0.0319898391241382,-0.0307038498210617,0.0598799712960011,-0.5127565888314349,-0.2231834522046006,1604,161228.07859999995,0.0953800449584774,193,6701.521400000001,18511.40000000005,277,361,4.249045559845399e-11,False
main,STRESS,GAP_ABSORBED_H3_VOL10,GAP_ABSORBED,MINUTE_SOURCE_DIAGNOSTIC_ONLY,-0.1681348262000001,-0.0273912727212062,-0.0268277730872182,0.0432727139593685,-0.6199697368741086,-0.1920293679785024,1604,166373.03476000007,0.0714031988135294,186,5303.16524,14593.100000000044,270,354,3.5470293369144195e-11,False
main,STRESS,BUY_HOLD,BUY_HOLD,DAILY_FILL_ASSUMPTION,0.264858642400002,0.0360849445137426,0.0516916436847376,0.1801677407277458,0.2869084303102276,-0.4097147841252319,1604,252971.72848,0.9532622781788082,2,171.47152,483.99999999998965,1603,1604,6.184563972055912e-11,False
