date,members,scoreable_members,coverage,saved_breadth,recomputed_breadth
2015-03-13,300,295,0.9833333333333333,0.9559322033898305,0.9559322033898305
2015-03-16,300,295,0.9833333333333333,0.9661016949152542,0.9661016949152542
2015-03-17,300,296,0.9866666666666667,0.9662162162162162,0.9662162162162162
2015-03-18,300,295,0.9833333333333333,0.9627118644067797,0.9627118644067797
2015-03-19,300,295,0.9833333333333333,0.9661016949152542,0.9661016949152542
2015-03-20,300,296,0.9866666666666667,0.972972972972973,0.972972972972973
2015-03-23,300,297,0.99,0.9696969696969697,0.9696969696969697
2015-03-24,300,297,0.99,0.9730639730639731,0.9730639730639731
2015-03-25,300,297,0.99,0.9764309764309764,0.9764309764309764
2015-03-26,300,296,0.9866666666666667,0.9628378378378378,0.9628378378378378
2015-03-27,300,296,0.9866666666666667,0.956081081081081,0.956081081081081
2015-03-30,300,296,0.9866666666666667,0.9594594594594594,0.9594594594594594
2015-03-31,300,296,0.9866666666666667,0.9797297297297297,0.9797297297297297
2015-04-01,300,296,0.9866666666666667,0.9864864864864865,0.9864864864864865
2015-04-02,300,296,0.9866666666666667,0.9797297297297297,0.9797297297297297
2015-04-03,300,291,0.97,,
2015-04-07,300,291,0.97,,
2015-04-08,300,290,0.9666666666666667,,
2015-04-09,300,289,0.9633333333333334,,
2015-04-10,300,288,0.96,,
2015-04-13,300,287,0.9566666666666667,,
2015-04-14,300,287,0.9566666666666667,,
2015-04-15,300,287,0.9566666666666667,,
2015-04-16,300,286,0.9533333333333334,,
2015-04-17,300,286,0.9533333333333334,,
2015-04-20,300,286,0.9533333333333334,,
2015-04-21,300,286,0.9533333333333334,,
2015-04-22,300,284,0.9466666666666667,,
2015-04-23,300,281,0.9366666666666666,,
2015-04-24,300,281,0.9366666666666666,,
2015-04-27,300,281,0.9366666666666666,,
2015-04-28,300,280,0.9333333333333333,,
2015-04-29,300,279,0.93,,
2015-04-30,300,278,0.9266666666666666,,
2015-05-04,300,278,0.9266666666666666,,
2015-05-05,300,282,0.94,,
2015-05-06,300,282,0.94,,
2015-05-07,300,283,0.9433333333333334,,
2015-05-08,300,283,0.9433333333333334,,
2015-05-11,300,284,0.9466666666666667,,
2015-05-12,300,285,0.95,,
2015-05-13,300,285,0.95,,
2015-05-14,300,285,0.95,,
2015-05-15,300,285,0.95,,
2015-05-18,300,285,0.95,,
2015-05-19,300,285,0.95,,
2015-05-20,300,285,0.95,,
2015-05-21,300,286,0.9533333333333334,,
2015-05-22,300,289,0.9633333333333334,,
2015-05-25,300,290,0.9666666666666667,,
2015-05-26,300,288,0.96,,
2015-05-27,300,290,0.9666666666666667,,
2015-05-28,300,289,0.9633333333333334,,
2015-05-29,300,288,0.96,,
2015-06-01,300,289,0.9633333333333334,,
2015-06-02,300,286,0.9533333333333334,,
2015-06-03,300,284,0.9466666666666667,,
2015-06-04,300,284,0.9466666666666667,,
2015-06-05,300,285,0.95,,
2015-06-08,300,283,0.9433333333333334,,
2015-06-09,300,283,0.9433333333333334,,
2015-06-10,300,281,0.9366666666666666,,
2015-06-11,300,279,0.93,,
2015-06-12,300,280,0.9333333333333333,,
2015-06-15,300,278,0.9266666666666666,,
2015-06-16,300,277,0.9233333333333333,,
2015-06-17,300,278,0.9266666666666666,,
2015-06-18,300,277,0.9233333333333333,,
2015-06-19,300,278,0.9266666666666666,,
2015-06-23,300,278,0.9266666666666666,,
2015-06-24,300,277,0.9233333333333333,,
2015-06-25,300,276,0.92,,
2015-06-26,300,276,0.92,,
2015-06-29,300,278,0.9266666666666666,,
2015-06-30,300,277,0.9233333333333333,,
2015-07-01,300,278,0.9266666666666666,,
2015-07-02,300,279,0.93,,
2015-07-03,300,279,0.93,,
2015-07-06,300,280,0.9333333333333333,,
2015-07-07,300,281,0.9366666666666666,,
2015-07-08,300,280,0.9333333333333333,,
2015-07-09,300,280,0.9333333333333333,,
2015-07-10,300,268,0.8933333333333333,,
2015-07-13,300,266,0.8866666666666667,,
2015-07-14,300,265,0.8833333333333333,,
2015-07-15,300,261,0.87,,
2015-07-16,300,262,0.8733333333333333,,
2015-07-17,300,263,0.8766666666666667,,
2015-07-20,300,261,0.87,,
2015-07-21,300,261,0.87,,
2015-07-22,300,261,0.87,,
2015-07-23,300,261,0.87,,
2015-07-24,300,263,0.8766666666666667,,
2015-07-27,300,260,0.8666666666666667,,
2015-07-28,300,260,0.8666666666666667,,
2015-07-29,300,262,0.8733333333333333,,
2015-07-30,300,263,0.8766666666666667,,
2015-07-31,300,263,0.8766666666666667,,
2015-08-03,300,262,0.8733333333333333,,
2015-08-04,300,262,0.8733333333333333,,
2015-08-05,300,263,0.8766666666666667,,
2015-08-06,300,263,0.8766666666666667,,
2015-08-07,300,277,0.9233333333333333,,
2015-08-10,300,278,0.9266666666666666,,
2015-08-11,300,279,0.93,,
2015-08-12,300,284,0.9466666666666667,,
2015-08-13,300,283,0.9433333333333334,,
2015-08-14,300,283,0.9433333333333334,,
2015-08-17,300,285,0.95,,
2015-08-18,300,285,0.95,,
2015-08-19,300,285,0.95,,
2015-08-20,300,286,0.9533333333333334,,
2015-08-21,300,284,0.9466666666666667,,
2015-08-24,300,287,0.9566666666666667,,
2015-08-25,300,288,0.96,,
2015-08-26,300,290,0.9666666666666667,,
2015-08-27,300,290,0.9666666666666667,,
2015-08-28,300,289,0.9633333333333334,,
2015-08-31,300,289,0.9633333333333334,,
2015-09-01,300,288,0.96,,
2015-09-02,300,288,0.96,,
2015-09-07,300,288,0.96,,
2015-09-08,300,289,0.9633333333333334,,
2015-09-09,300,289,0.9633333333333334,,
2015-09-10,300,289,0.9633333333333334,,
2015-09-11,300,289,0.9633333333333334,,
2015-09-14,300,290,0.9666666666666667,,
2015-09-15,300,289,0.9633333333333334,,
2015-09-16,300,289,0.9633333333333334,,
2015-09-17,300,289,0.9633333333333334,,
2015-09-18,300,290,0.9666666666666667,,
2015-09-21,300,290,0.9666666666666667,,
2015-09-22,300,291,0.97,,
2015-09-23,300,290,0.9666666666666667,,
2015-09-24,300,287,0.9566666666666667,,
2015-09-25,300,285,0.95,,
2015-09-28,300,285,0.95,,
2015-09-29,300,286,0.9533333333333334,,
2015-09-30,300,285,0.95,,
2015-10-08,300,285,0.95,,
2015-10-09,300,283,0.9433333333333334,,
2015-10-12,300,283,0.9433333333333334,,
2015-10-13,300,283,0.9433333333333334,,
2015-10-14,300,283,0.9433333333333334,,
2015-10-15,300,283,0.9433333333333334,,
2015-10-16,300,282,0.94,,
2015-10-19,300,282,0.94,,
2015-10-20,300,282,0.94,,
2015-10-21,300,281,0.9366666666666666,,
2015-10-22,300,282,0.94,,
2015-10-23,300,282,0.94,,
2015-10-26,300,282,0.94,,
2015-10-27,300,283,0.9433333333333334,,
2015-10-28,300,284,0.9466666666666667,,
2015-10-29,300,286,0.9533333333333334,,
2015-10-30,300,287,0.9566666666666667,,
2015-11-02,300,287,0.9566666666666667,,
2015-11-03,300,287,0.9566666666666667,,
2015-11-04,300,288,0.96,,
2015-11-05,300,287,0.9566666666666667,,
2015-11-06,300,288,0.96,,
2015-11-09,300,289,0.9633333333333334,,
2015-11-10,300,291,0.97,,
2015-11-11,300,290,0.9666666666666667,,
2015-11-12,300,290,0.9666666666666667,,
2015-11-13,300,288,0.96,,
2015-11-16,300,287,0.9566666666666667,,
2015-11-17,300,287,0.9566666666666667,,
2015-11-18,300,287,0.9566666666666667,,
2015-11-19,300,287,0.9566666666666667,,
2015-11-20,300,290,0.9666666666666667,,
2015-11-23,300,290,0.9666666666666667,,
2015-11-24,300,290,0.9666666666666667,,
2015-11-25,300,290,0.9666666666666667,,
2015-11-26,300,290,0.9666666666666667,,
2015-11-27,300,291,0.97,,
2015-11-30,300,291,0.97,,
2015-12-01,300,291,0.97,,
2015-12-02,300,292,0.9733333333333334,,
2015-12-03,300,293,0.9766666666666667,,
2015-12-04,300,292,0.9733333333333334,,
2015-12-07,300,291,0.97,,
2015-12-08,300,290,0.9666666666666667,,
2015-12-09,300,291,0.97,,
2015-12-10,300,290,0.9666666666666667,,
2015-12-11,300,292,0.9733333333333334,,
2015-12-14,300,291,0.97,,
2015-12-15,300,292,0.9733333333333334,,
2015-12-16,300,292,0.9733333333333334,,
2015-12-17,300,292,0.9733333333333334,,
2015-12-18,300,291,0.97,,
2015-12-21,300,292,0.9733333333333334,,
2015-12-22,300,292,0.9733333333333334,,
2015-12-23,300,293,0.9766666666666667,,
2015-12-24,300,291,0.97,,
2015-12-25,300,291,0.97,,
2015-12-28,300,291,0.97,,
2015-12-29,300,291,0.97,,
2015-12-30,300,290,0.9666666666666667,,
2015-12-31,300,290,0.9666666666666667,,
2016-01-04,300,291,0.97,,
2016-01-05,300,291,0.97,,
2016-01-06,300,290,0.9666666666666667,,
2016-01-07,300,290,0.9666666666666667,,
2016-01-08,300,291,0.97,,
2016-01-11,300,291,0.97,,
2016-01-12,300,292,0.9733333333333334,,
2016-01-13,300,293,0.9766666666666667,,
2016-01-14,300,294,0.98,0.047619047619047616,0.047619047619047616
2016-01-15,300,294,0.98,0.02040816326530612,0.02040816326530612
2016-01-18,300,295,0.9833333333333333,0.010169491525423728,0.010169491525423728
2016-01-19,300,295,0.9833333333333333,0.010169491525423728,0.010169491525423728
2016-01-20,300,295,0.9833333333333333,0.003389830508474576,0.003389830508474576
2016-01-21,300,295,0.9833333333333333,0.003389830508474576,0.003389830508474576
2016-01-22,300,296,0.9866666666666667,0.006756756756756757,0.006756756756756757
2016-01-25,300,296,0.9866666666666667,0.013513513513513514,0.013513513513513514
2016-01-26,300,296,0.9866666666666667,0.013513513513513514,0.013513513513513514
2016-01-27,300,296,0.9866666666666667,0.013513513513513514,0.013513513513513514
2016-01-28,300,297,0.99,0.010101010101010102,0.010101010101010102
2016-01-29,300,296,0.9866666666666667,0.010135135135135136,0.010135135135135136
2016-02-01,300,296,0.9866666666666667,0.02364864864864865,0.02364864864864865
2016-02-02,300,296,0.9866666666666667,0.030405405405405407,0.030405405405405407
2016-02-03,300,297,0.99,0.02356902356902357,0.02356902356902357
2016-02-04,300,298,0.9933333333333333,0.05704697986577181,0.05704697986577181
2016-02-05,300,298,0.9933333333333333,0.040268456375838924,0.040268456375838924
2016-02-15,300,298,0.9933333333333333,0.13087248322147652,0.13087248322147652
2016-02-16,300,298,0.9933333333333333,0.18120805369127516,0.18120805369127516
2016-02-17,300,298,0.9933333333333333,0.33557046979865773,0.33557046979865773
2016-02-18,300,298,0.9933333333333333,0.19463087248322147,0.19463087248322147
2016-02-19,300,297,0.99,0.38047138047138046,0.38047138047138046
2016-02-22,300,297,0.99,0.46464646464646464,0.46464646464646464
2016-02-23,300,295,0.9833333333333333,0.22033898305084745,0.22033898305084745
2016-02-24,300,295,0.9833333333333333,0.31186440677966104,0.31186440677966104
2016-02-25,300,294,0.98,0.14965986394557823,0.14965986394557823
2016-02-26,300,294,0.98,0.17346938775510204,0.17346938775510204
2016-02-29,300,295,0.9833333333333333,0.09830508474576272,0.09830508474576272
2016-03-01,300,295,0.9833333333333333,0.376271186440678,0.376271186440678
2016-03-02,300,295,0.9833333333333333,0.7254237288135593,0.7254237288135593
2016-03-03,300,295,0.9833333333333333,0.8677966101694915,0.8677966101694915
2016-03-04,300,296,0.9866666666666667,0.7162162162162162,0.7162162162162162
2016-03-07,300,296,0.9866666666666667,0.7837837837837838,0.7837837837837838
2016-03-08,300,296,0.9866666666666667,0.7297297297297297,0.7297297297297297
2016-03-09,300,296,0.9866666666666667,0.6722972972972973,0.6722972972972973
2016-03-10,300,294,0.98,0.48639455782312924,0.48639455782312924
2016-03-11,300,294,0.98,0.5340136054421769,0.5340136054421769
2016-03-14,300,294,0.98,0.7142857142857143,0.7142857142857143
2016-03-15,300,294,0.98,0.5170068027210885,0.5170068027210885
2016-03-16,300,294,0.98,0.4421768707482993,0.4421768707482993
2016-03-17,300,294,0.98,0.5340136054421769,0.5340136054421769
2016-03-18,300,295,0.9833333333333333,0.6644067796610169,0.6644067796610169
2016-03-21,300,295,0.9833333333333333,0.6644067796610169,0.6644067796610169
2016-03-22,300,297,0.99,0.6565656565656566,0.6565656565656566
2016-03-23,300,297,0.99,0.6464646464646465,0.6464646464646465
2016-03-24,300,298,0.9933333333333333,0.889261744966443,0.889261744966443
2016-03-25,300,297,0.99,0.8855218855218855,0.8855218855218855
2016-03-28,300,297,0.99,0.9191919191919192,0.9191919191919192
2016-03-29,300,297,0.99,0.8754208754208754,0.8754208754208754
2016-03-30,300,296,0.9866666666666667,0.8006756756756757,0.8006756756756757
2016-03-31,300,296,0.9866666666666667,0.7804054054054054,0.7804054054054054
2016-04-01,300,296,0.9866666666666667,0.7804054054054054,0.7804054054054054
2016-04-05,300,295,0.9833333333333333,0.8067796610169492,0.8067796610169492
2016-04-06,300,295,0.9833333333333333,0.7728813559322034,0.7728813559322034
2016-04-07,300,295,0.9833333333333333,0.8271186440677966,0.8271186440677966
2016-04-08,300,297,0.99,0.8787878787878788,0.8787878787878788
2016-04-11,300,297,0.99,0.9158249158249159,0.9158249158249159
2016-04-12,300,296,0.9866666666666667,0.8547297297297297,0.8547297297297297
2016-04-13,300,296,0.9866666666666667,0.8986486486486487,0.8986486486486487
2016-04-14,300,293,0.9766666666666667,,
2016-04-15,300,291,0.97,,
2016-04-18,300,291,0.97,,
2016-04-19,300,290,0.9666666666666667,,
2016-04-20,300,290,0.9666666666666667,,
2016-04-21,300,290,0.9666666666666667,,
2016-04-22,300,290,0.9666666666666667,,
2016-04-25,300,291,0.97,,
2016-04-26,300,291,0.97,,
2016-04-27,300,291,0.97,,
2016-04-28,300,292,0.9733333333333334,,
2016-04-29,300,292,0.9733333333333334,,
2016-05-03,300,291,0.97,,
2016-05-04,300,292,0.9733333333333334,,
2016-05-05,300,292,0.9733333333333334,,
2016-05-06,300,292,0.9733333333333334,,
2016-05-09,300,292,0.9733333333333334,,
2016-05-10,300,291,0.97,,
2016-05-11,300,292,0.9733333333333334,,
2016-05-12,300,292,0.9733333333333334,,
2016-05-13,300,295,0.9833333333333333,0.15932203389830507,0.15932203389830507
2016-05-16,300,297,0.99,0.15488215488215487,0.15488215488215487
2016-05-17,300,296,0.9866666666666667,0.17567567567567569,0.17567567567567569
2016-05-18,300,295,0.9833333333333333,0.15254237288135594,0.15254237288135594
2016-05-19,300,294,0.98,0.20408163265306123,0.20408163265306123
2016-05-20,300,294,0.98,0.23129251700680273,0.23129251700680273
2016-05-23,300,292,0.9733333333333334,,
2016-05-24,300,291,0.97,,
2016-05-25,300,289,0.9633333333333334,,
2016-05-26,300,289,0.9633333333333334,,
2016-05-27,300,288,0.96,,
2016-05-30,300,287,0.9566666666666667,,
2016-05-31,300,288,0.96,,
2016-06-01,300,288,0.96,,
2016-06-02,300,288,0.96,,
2016-06-03,300,287,0.9566666666666667,,
2016-06-06,300,287,0.9566666666666667,,
2016-06-07,300,288,0.96,,
2016-06-08,300,288,0.96,,
2016-06-13,300,286,0.9533333333333334,,
2016-06-14,300,286,0.9533333333333334,,
2016-06-15,300,286,0.9533333333333334,,
2016-06-16,300,286,0.9533333333333334,,
2016-06-17,300,288,0.96,,
2016-06-20,300,289,0.9633333333333334,,
2016-06-21,300,289,0.9633333333333334,,
2016-06-22,300,289,0.9633333333333334,,
2016-06-23,300,290,0.9666666666666667,,
2016-06-24,300,292,0.9733333333333334,,
2016-06-27,300,292,0.9733333333333334,,
2016-06-28,300,291,0.97,,
2016-06-29,300,293,0.9766666666666667,,
2016-06-30,300,292,0.9733333333333334,,
2016-07-01,300,292,0.9733333333333334,,
2016-07-04,300,292,0.9733333333333334,,
2016-07-05,300,292,0.9733333333333334,,
2016-07-06,300,292,0.9733333333333334,,
2016-07-07,300,290,0.9666666666666667,,
2016-07-08,300,290,0.9666666666666667,,
2016-07-11,300,290,0.9666666666666667,,
2016-07-12,300,291,0.97,,
2016-07-13,300,290,0.9666666666666667,,
2016-07-14,300,291,0.97,,
2016-07-15,300,291,0.97,,
2016-07-18,300,291,0.97,,
2016-07-19,300,290,0.9666666666666667,,
2016-07-20,300,290,0.9666666666666667,,
2016-07-21,300,290,0.9666666666666667,,
2016-07-22,300,290,0.9666666666666667,,
2016-07-25,300,290,0.9666666666666667,,
2016-07-26,300,291,0.97,,
2016-07-27,300,291,0.97,,
2016-07-28,300,292,0.9733333333333334,,
2016-07-29,300,290,0.9666666666666667,,
2016-08-01,300,290,0.9666666666666667,,
2016-08-02,300,291,0.97,,
2016-08-03,300,291,0.97,,
2016-08-04,300,293,0.9766666666666667,,
2016-08-05,300,294,0.98,0.46598639455782315,0.46598639455782315
2016-08-08,300,294,0.98,0.5102040816326531,0.5102040816326531
2016-08-09,300,294,0.98,0.41836734693877553,0.41836734693877553
2016-08-10,300,295,0.9833333333333333,0.3423728813559322,0.3423728813559322
2016-08-11,300,293,0.9766666666666667,,
2016-08-12,300,293,0.9766666666666667,,
2016-08-15,300,293,0.9766666666666667,,
2016-08-16,300,294,0.98,0.673469387755102,0.673469387755102
2016-08-17,300,294,0.98,0.673469387755102,0.673469387755102
2016-08-18,300,294,0.98,0.6292517006802721,0.6292517006802721
2016-08-19,300,294,0.98,0.7142857142857143,0.7142857142857143
2016-08-22,300,295,0.9833333333333333,0.6203389830508474,0.6203389830508474
2016-08-23,300,295,0.9833333333333333,0.535593220338983,0.535593220338983
2016-08-24,300,294,0.98,0.7448979591836735,0.7448979591836735
2016-08-25,300,293,0.9766666666666667,,
2016-08-26,300,294,0.98,0.7380952380952381,0.7380952380952381
2016-08-29,300,294,0.98,0.8129251700680272,0.8129251700680272
2016-08-30,300,294,0.98,0.7755102040816326,0.7755102040816326
2016-08-31,300,294,0.98,0.7482993197278912,0.7482993197278912
2016-09-01,300,294,0.98,0.6938775510204082,0.6938775510204082
2016-09-02,300,293,0.9766666666666667,,
2016-09-05,300,292,0.9733333333333334,,
2016-09-06,300,292,0.9733333333333334,,
2016-09-07,300,292,0.9733333333333334,,
2016-09-08,300,294,0.98,0.782312925170068,0.782312925170068
2016-09-09,300,294,0.98,0.5238095238095238,0.5238095238095238
2016-09-12,300,294,0.98,0.16666666666666666,0.16666666666666666
2016-09-13,300,294,0.98,0.15306122448979592,0.15306122448979592
2016-09-14,300,294,0.98,0.13945578231292516,0.13945578231292516
2016-09-19,300,293,0.9766666666666667,,
2016-09-20,300,292,0.9733333333333334,,
2016-09-21,300,292,0.9733333333333334,,
2016-09-22,300,293,0.9766666666666667,,
2016-09-23,300,294,0.98,0.20408163265306123,0.20408163265306123
2016-09-26,300,295,0.9833333333333333,0.16271186440677965,0.16271186440677965
2016-09-27,300,295,0.9833333333333333,0.2135593220338983,0.2135593220338983
2016-09-28,300,294,0.98,0.1836734693877551,0.1836734693877551
2016-09-29,300,294,0.98,0.20408163265306123,0.20408163265306123
2016-09-30,300,292,0.9733333333333334,,
2016-10-10,300,291,0.97,,
2016-10-11,300,291,0.97,,
2016-10-12,300,292,0.9733333333333334,,
2016-10-13,300,292,0.9733333333333334,,
2016-10-14,300,292,0.9733333333333334,,
2016-10-17,300,292,0.9733333333333334,,
2016-10-18,300,292,0.9733333333333334,,
2016-10-19,300,292,0.9733333333333334,,
2016-10-20,300,292,0.9733333333333334,,
2016-10-21,300,290,0.9666666666666667,,
2016-10-24,300,291,0.97,,
2016-10-25,300,292,0.9733333333333334,,
2016-10-26,300,292,0.9733333333333334,,
2016-10-27,300,292,0.9733333333333334,,
2016-10-28,300,292,0.9733333333333334,,
2016-10-31,300,292,0.9733333333333334,,
2016-11-01,300,293,0.9766666666666667,,
2016-11-02,300,294,0.98,0.7517006802721088,0.7517006802721088
2016-11-03,300,294,0.98,0.7857142857142857,0.7857142857142857
2016-11-04,300,296,0.9866666666666667,0.7297297297297297,0.7297297297297297
2016-11-07,300,296,0.9866666666666667,0.581081081081081,0.581081081081081
2016-11-08,300,297,0.99,0.5858585858585859,0.5858585858585859
2016-11-09,300,297,0.99,0.5252525252525253,0.5252525252525253
2016-11-10,300,296,0.9866666666666667,0.6283783783783784,0.6283783783783784
2016-11-11,300,296,0.9866666666666667,0.6655405405405406,0.6655405405405406
2016-11-14,300,296,0.9866666666666667,0.7668918918918919,0.7668918918918919
2016-11-15,300,296,0.9866666666666667,0.6959459459459459,0.6959459459459459
2016-11-16,300,296,0.9866666666666667,0.7195945945945946,0.7195945945945946
2016-11-17,300,296,0.9866666666666667,0.6858108108108109,0.6858108108108109
2016-11-18,300,298,0.9933333333333333,0.6644295302013423,0.6644295302013423
2016-11-21,300,298,0.9933333333333333,0.6006711409395973,0.6006711409395973
2016-11-22,300,298,0.9933333333333333,0.6610738255033557,0.6610738255033557
2016-11-23,300,298,0.9933333333333333,0.6912751677852349,0.6912751677852349
2016-11-24,300,298,0.9933333333333333,0.7013422818791947,0.7013422818791947
2016-11-25,300,298,0.9933333333333333,0.761744966442953,0.761744966442953
2016-11-28,300,297,0.99,0.7744107744107744,0.7744107744107744
2016-11-29,300,296,0.9866666666666667,0.7331081081081081,0.7331081081081081
2016-11-30,300,296,0.9866666666666667,0.7635135135135135,0.7635135135135135
2016-12-01,300,296,0.9866666666666667,0.7601351351351351,0.7601351351351351
2016-12-02,300,296,0.9866666666666667,0.7027027027027027,0.7027027027027027
2016-12-05,300,297,0.99,0.6599326599326599,0.6599326599326599
2016-12-06,300,297,0.99,0.6195286195286195,0.6195286195286195
2016-12-07,300,295,0.9833333333333333,0.7050847457627119,0.7050847457627119
2016-12-08,300,296,0.9866666666666667,0.581081081081081,0.581081081081081
2016-12-09,300,295,0.9833333333333333,0.5152542372881356,0.5152542372881356
2016-12-12,300,296,0.9866666666666667,0.28716216216216217,0.28716216216216217
2016-12-13,300,296,0.9866666666666667,0.30405405405405406,0.30405405405405406
2016-12-14,300,296,0.9866666666666667,0.28716216216216217,0.28716216216216217
2016-12-15,300,296,0.9866666666666667,0.26013513513513514,0.26013513513513514
2016-12-16,300,295,0.9833333333333333,0.2745762711864407,0.2745762711864407
2016-12-19,300,295,0.9833333333333333,0.24067796610169492,0.24067796610169492
2016-12-20,300,295,0.9833333333333333,0.15254237288135594,0.15254237288135594
2016-12-21,300,295,0.9833333333333333,0.2033898305084746,0.2033898305084746
2016-12-22,300,295,0.9833333333333333,0.1864406779661017,0.1864406779661017
2016-12-23,300,295,0.9833333333333333,0.13898305084745763,0.13898305084745763
2016-12-26,300,295,0.9833333333333333,0.13898305084745763,0.13898305084745763
2016-12-27,300,295,0.9833333333333333,0.13898305084745763,0.13898305084745763
2016-12-28,300,295,0.9833333333333333,0.13898305084745763,0.13898305084745763
2016-12-29,300,295,0.9833333333333333,0.12203389830508475,0.12203389830508475
2016-12-30,300,295,0.9833333333333333,0.13220338983050847,0.13220338983050847
2017-01-03,300,295,0.9833333333333333,0.2,0.2
2017-01-04,300,295,0.9833333333333333,0.23389830508474577,0.23389830508474577
2017-01-05,300,297,0.99,0.21548821548821548,0.21548821548821548
2017-01-06,300,297,0.99,0.20875420875420875,0.20875420875420875
2017-01-09,300,298,0.9933333333333333,0.22818791946308725,0.22818791946308725
2017-01-10,300,297,0.99,0.4478114478114478,0.4478114478114478
2017-01-11,300,297,0.99,0.3400673400673401,0.3400673400673401
2017-01-12,300,297,0.99,0.3501683501683502,0.3501683501683502
2017-01-13,300,297,0.99,0.3468013468013468,0.3468013468013468
2017-01-16,300,298,0.9933333333333333,0.3825503355704698,0.3825503355704698
2017-01-17,300,298,0.9933333333333333,0.4261744966442953,0.4261744966442953
2017-01-18,300,298,0.9933333333333333,0.45302013422818793,0.45302013422818793
2017-01-19,300,298,0.9933333333333333,0.3859060402684564,0.3859060402684564
2017-01-20,300,297,0.99,0.4444444444444444,0.4444444444444444
2017-01-23,300,297,0.99,0.5454545454545454,0.5454545454545454
2017-01-24,300,297,0.99,0.5286195286195287,0.5286195286195287
2017-01-25,300,297,0.99,0.5286195286195287,0.5286195286195287
2017-01-26,300,297,0.99,0.6060606060606061,0.6060606060606061
2017-02-03,300,297,0.99,0.5757575757575758,0.5757575757575758
2017-02-06,300,297,0.99,0.6060606060606061,0.6060606060606061
2017-02-07,300,297,0.99,0.5555555555555556,0.5555555555555556
2017-02-08,300,297,0.99,0.5218855218855218,0.5218855218855218
2017-02-09,300,297,0.99,0.5622895622895623,0.5622895622895623
2017-02-10,300,297,0.99,0.6296296296296297,0.6296296296296297
2017-02-13,300,296,0.9866666666666667,0.6182432432432432,0.6182432432432432
2017-02-14,300,297,0.99,0.6161616161616161,0.6161616161616161
2017-02-15,300,297,0.99,0.6363636363636364,0.6363636363636364
2017-02-16,300,296,0.9866666666666667,0.7195945945945946,0.7195945945945946
2017-02-17,300,296,0.9866666666666667,0.7364864864864865,0.7364864864864865
2017-02-20,300,296,0.9866666666666667,0.8682432432432432,0.8682432432432432
2017-02-21,300,297,0.99,0.8720538720538721,0.8720538720538721
2017-02-22,300,297,0.99,0.8686868686868687,0.8686868686868687
2017-02-23,300,297,0.99,0.8720538720538721,0.8720538720538721
2017-02-24,300,297,0.99,0.8619528619528619,0.8619528619528619
2017-02-27,300,297,0.99,0.7912457912457912,0.7912457912457912
2017-02-28,300,297,0.99,0.8080808080808081,0.8080808080808081
2017-03-01,300,297,0.99,0.8013468013468014,0.8013468013468014
2017-03-02,300,296,0.9866666666666667,0.6959459459459459,0.6959459459459459
2017-03-03,300,295,0.9833333333333333,0.7322033898305085,0.7322033898305085
2017-03-06,300,294,0.98,0.7517006802721088,0.7517006802721088
2017-03-07,300,294,0.98,0.7517006802721088,0.7517006802721088
2017-03-08,300,294,0.98,0.6700680272108843,0.6700680272108843
