period,cost,model,cycle_id,entry_date,exit_date,entry_origin_breadth_group,entry_origin_breadth,holding_intervals,net_profit_cny,cycle_profit_recomputation_error
evaluation,BASE,BREADTH_MAJORITY_TREND,1,2020-01-02,2020-01-22,多数上涨,0.9163879598662207,14,-1870.2631199999887,-1.2732925824820995e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,2,2020-03-03,2020-03-10,多数上涨,0.9166666666666666,5,-6317.856,-3.637978807091713e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,3,2020-04-17,2020-04-27,多数上涨,0.6073825503355704,6,-1381.564240000007,-1.0913936421275139e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,4,2020-05-19,2020-05-21,多数上涨,0.52,2,-1085.9344600000186,4.774847184307873e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,5,2020-06-02,2020-06-08,多数上涨,0.6254180602006689,4,2161.163759999996,1.318767317570746e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,6,2020-06-11,2020-06-16,多数上涨,0.5252525252525253,3,-2109.85434000002,8.185452315956354e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,7,2020-07-30,2020-07-31,多数上涨,0.8945578231292517,1,-1906.1015999999652,-9.094947017729282e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,8,2020-08-17,2020-08-21,多数上涨,0.6868686868686869,4,-1517.606999999989,-5.4569682106375694e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,9,2020-08-28,2020-09-01,多数上涨,0.5433333333333333,2,2518.1393399999943,-1.8189894035458565e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,10,2020-10-14,2020-10-15,多数上涨,0.5183946488294314,1,-919.7875199999544,2.5011104298755527e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,11,2020-11-06,2020-11-10,多数上涨,0.6013513513513513,2,3553.063919999986,4.547473508864641e-13
evaluation,BASE,BREADTH_MAJORITY_TREND,12,2020-11-13,2020-11-16,多数上涨,0.5186440677966102,1,-536.8012799999851,1.2960299500264227e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,13,2020-11-19,2020-12-10,多数上涨,0.5186440677966102,15,2150.737919999985,-6.366462912410498e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,14,2021-01-08,2021-01-29,多数上涨,0.5791245791245792,15,-4706.06289999999,-1.000444171950221e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,15,2021-04-08,2021-04-12,多数上涨,0.5933333333333334,2,-2319.1875200000068,-9.094947017729282e-13
evaluation,BASE,BREADTH_MAJORITY_TREND,16,2021-04-20,2021-04-21,多数上涨,0.5833333333333334,1,-1092.8735999999917,5.4569682106375694e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,17,2021-04-26,2021-04-27,多数上涨,0.5666666666666667,1,-2829.853959999949,-1.4551915228366852e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,18,2021-05-17,2021-05-21,多数上涨,0.5333333333333333,4,2334.134399999981,1.3642420526593924e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,19,2021-05-26,2021-06-15,多数上涨,0.5852842809364549,13,-3419.4399000000267,3.183231456205249e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,20,2021-09-07,2021-09-16,多数上涨,0.5704697986577181,7,-2267.604000000021,7.275957614183426e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,21,2021-09-28,2021-09-29,多数上涨,0.5418060200668896,1,-1471.0168600000034,1.5916157281026244e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,22,2021-10-26,2021-10-27,多数上涨,0.5084175084175084,1,-1361.65141999998,-3.183231456205249e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,23,2021-11-25,2021-11-29,多数上涨,0.5566666666666666,2,-3719.8839599999774,-4.092726157978177e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,24,2021-12-06,2021-12-21,多数上涨,0.5652173913043478,11,-1272.3528000000224,1.0913936421275139e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,25,2022-04-11,2022-04-12,多数上涨,0.5016722408026756,1,-4408.39632,-1.3642420526593924e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,26,2022-05-27,2022-07-12,多数上涨,0.6722972972972973,31,14515.551039999991,-1.8189894035458565e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,27,2022-08-15,2022-08-16,多数上涨,0.5016835016835017,1,12.787839999975404,2.4229507289419416e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,28,2022-11-07,2022-11-11,多数上涨,0.5933333333333334,4,1246.7181599999894,-1.3642420526593924e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,29,2022-11-30,2022-12-21,多数上涨,0.7433333333333333,15,-119.03070000000298,-1.0487610779819079e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,30,2023-01-16,2023-02-09,多数上涨,0.5451505016722408,13,-1122.6115199999767,4.547473508864641e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,31,2023-02-14,2023-02-16,多数上涨,0.7066666666666667,2,-1249.235919999977,6.366462912410498e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,32,2023-02-21,2023-02-23,多数上涨,0.55,2,-1673.4324200000265,-2.5011104298755527e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,33,2023-03-06,2023-03-07,多数上涨,0.5466666666666666,1,-1618.691999999981,8.86757334228605e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,34,2023-04-10,2023-04-24,多数上涨,0.55,10,-4542.497640000016,8.185452315956354e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,35,2023-07-03,2023-07-07,多数上涨,0.5304054054054054,4,-904.332000000024,1.0118128557223827e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,36,2023-07-12,2023-07-13,多数上涨,0.5993265993265994,1,-416.0688000000082,-1.9326762412674725e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,37,2023-07-20,2023-07-21,多数上涨,0.5286195286195287,1,-1756.3432599999942,1.432454155292362e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,38,2023-07-26,2023-08-14,多数上涨,0.7533783783783784,13,-2809.6675599999726,5.4569682106375694e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,39,2023-11-16,2023-11-20,多数上涨,0.5533333333333333,2,-1730.7630000000063,9.777068044058979e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,40,2024-01-26,2024-01-29,多数上涨,0.52,1,-114.4913799999922,1.1027623258996755e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,41,2024-02-08,2024-03-25,多数上涨,0.54,26,8424.031679999985,0.0
evaluation,BASE,BREADTH_MAJORITY_TREND,42,2024-04-29,2024-05-27,多数上涨,0.6020066889632107,17,1085.3091600000334,-1.3642420526593924e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,43,2024-07-19,2024-07-24,多数上涨,0.5201342281879194,3,-3649.94080000004,5.4569682106375694e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,44,2024-08-01,2024-08-02,多数上涨,0.5993265993265994,1,-2289.052919999988,1.1368683772161603e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,45,2024-09-25,2024-10-10,多数上涨,0.5757575757575758,6,27517.99436000001,0.0
evaluation,BASE,BREADTH_MAJORITY_TREND,46,2024-11-07,2024-11-18,多数上涨,0.59,7,-786.6084599999886,2.7284841053187847e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,47,2024-12-25,2024-12-31,多数上涨,0.68,4,350.72632000001613,-5.5706550483591855e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,48,2025-02-10,2025-03-03,多数上涨,0.5771812080536913,15,19.635840000002645,1.7124079931818414e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,49,2025-03-07,2025-03-10,多数上涨,0.6421404682274248,1,-509.5392000000284,1.432454155292362e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,50,2025-03-17,2025-03-24,多数上涨,0.5351170568561873,5,-5481.393800000049,1.2732925824820995e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,51,2025-05-09,2025-05-28,多数上涨,0.9033333333333333,13,-218.39921999999208,-8.213874025386758e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,52,2025-06-06,2025-06-11,多数上涨,0.5252525252525253,3,-877.5518400000001,1.318767317570746e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,53,2025-06-18,2025-06-19,多数上涨,0.5136054421768708,1,-495.2733800000278,1.0629719326971099e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,54,2025-06-25,2025-08-04,多数上涨,0.5714285714285714,28,8360.791199999949,1.2732925824820995e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,55,2025-10-10,2025-10-15,多数上涨,0.6287625418060201,3,-5948.923499999975,-9.094947017729282e-13
evaluation,BASE,BREADTH_MAJORITY_TREND,56,2025-10-22,2025-11-05,多数上涨,0.5033333333333333,10,-235.64364000002388,-1.1993961379630491e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,57,2025-11-11,2025-11-13,多数上涨,0.56,2,-2544.6366399999824,-7.73070496506989e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,58,2025-12-22,2025-12-30,多数上涨,0.587248322147651,6,1429.971840000013,5.6843418860808015e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,59,2026-01-30,2026-02-02,多数上涨,0.5217391304347826,1,-2516.9980799999903,1.4551915228366852e-11
evaluation,BASE,BREADTH_MAJORITY_TREND,60,2026-03-12,2026-03-13,多数上涨,0.5067114093959731,1,-1842.250380000012,9.322320693172514e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,61,2026-04-22,2026-04-28,多数上涨,0.6966666666666667,4,-73.15967999998247,-8.753886504564434e-12
evaluation,BASE,BREADTH_MAJORITY_TREND,62,2026-08-10,2026-08-14,多数上涨,0.6644067796610169,4,-997.0884000000078,-2.0463630789890885e-12
evaluation,BASE,PRICE20_ONLY,1,2020-01-02,2020-01-22,多数上涨,0.9163879598662207,14,-1870.2631199999887,-1.2732925824820995e-11
evaluation,BASE,PRICE20_ONLY,2,2020-02-18,2020-03-02,未过半,0.27666666666666667,9,-5629.778440000024,1.3642420526593924e-11
evaluation,BASE,PRICE20_ONLY,3,2020-03-11,2020-03-12,多数上涨,0.6433333333333333,1,-5256.84984000001,6.366462912410498e-12
evaluation,BASE,PRICE20_ONLY,4,2020-04-08,2020-05-25,未过半,0.174496644295302,30,1999.92935999998,6.821210263296962e-12
evaluation,BASE,PRICE20_ONLY,5,2020-06-02,2020-07-27,多数上涨,0.6254180602006689,37,28954.603999999992,1.4551915228366852e-11
evaluation,BASE,PRICE20_ONLY,6,2020-07-30,2020-07-31,多数上涨,0.8945578231292517,1,-2193.453599999979,-9.094947017729282e-13
evaluation,BASE,PRICE20_ONLY,7,2020-08-17,2020-08-21,多数上涨,0.6868686868686869,4,-1747.1937000000034,5.229594535194337e-12
evaluation,BASE,PRICE20_ONLY,8,2020-08-28,2020-09-08,多数上涨,0.5433333333333333,7,-2716.4343599999847,-9.094947017729282e-12
evaluation,BASE,PRICE20_ONLY,9,2020-09-21,2020-09-22,未过半,0.3933333333333333,1,-4288.370400000043,1.3642420526593924e-11
evaluation,BASE,PRICE20_ONLY,10,2020-10-12,2020-10-27,未过半,0.21333333333333335,11,-1558.0773599999666,-7.503331289626658e-12
evaluation,BASE,PRICE20_ONLY,11,2020-10-30,2020-11-02,未过半,0.41216216216216217,1,-3676.690620000009,-1.3642420526593924e-12
evaluation,BASE,PRICE20_ONLY,12,2020-11-05,2020-12-10,未过半,0.47297297297297297,25,3362.5740000000224,-1.2732925824820995e-11
evaluation,BASE,PRICE20_ONLY,13,2020-12-18,2020-12-23,未过半,0.40268456375838924,3,-2332.645199999999,-3.637978807091713e-12
evaluation,BASE,PRICE20_ONLY,14,2021-02-03,2021-02-04,未过半,0.43,1,-1446.11838,-5.4569682106375694e-12
evaluation,BASE,PRICE20_ONLY,15,2021-02-09,2021-02-25,未过半,0.4033333333333333,7,-3689.8243200000434,1.1368683772161603e-11
evaluation,BASE,PRICE20_ONLY,16,2021-04-02,2021-04-12,未过半,0.36666666666666664,5,-4313.20120000001,1.000444171950221e-11
evaluation,BASE,PRICE20_ONLY,17,2021-04-20,2021-05-07,多数上涨,0.5833333333333334,10,-229.09440000000177,-4.746425474877469e-12
evaluation,BASE,PRICE20_ONLY,18,2021-05-13,2021-05-14,未过半,0.4033333333333333,1,-153.07503999999608,-2.8990143619012088e-12
evaluation,BASE,PRICE20_ONLY,19,2021-06-28,2021-07-05,未过半,0.37373737373737376,5,-6317.354300000006,-8.185452315956354e-12
evaluation,BASE,PRICE20_ONLY,20,2021-07-13,2021-07-15,未过半,0.3885135135135135,2,-2018.231999999989,-1.2505552149377763e-11
evaluation,BASE,PRICE20_ONLY,21,2021-07-22,2021-07-26,未过半,0.37966101694915255,2,-2692.8213600000017,-1.318767317570746e-11
evaluation,BASE,PRICE20_ONLY,22,2021-08-11,2021-08-16,未过半,0.3389261744966443,3,-3311.590320000017,-4.547473508864641e-13
evaluation,BASE,PRICE20_ONLY,23,2021-09-07,2021-09-16,多数上涨,0.5704697986577181,7,-2248.707300000009,-1.2732925824820995e-11
evaluation,BASE,PRICE20_ONLY,24,2021-09-28,2021-09-29,多数上涨,0.5418060200668896,1,-1454.6266999999934,9.777068044058979e-12
evaluation,BASE,PRICE20_ONLY,25,2021-10-11,2021-10-13,未过半,0.4966442953020134,2,-2687.013819999993,1.3642420526593924e-12
evaluation,BASE,PRICE20_ONLY,26,2021-10-20,2021-10-28,未过半,0.30201342281879195,6,-1650.924800000008,-3.410605131648481e-12
evaluation,BASE,PRICE20_ONLY,27,2021-11-12,2021-11-17,未过半,0.4414715719063545,3,-1062.8129400000034,-3.183231456205249e-12
evaluation,BASE,PRICE20_ONLY,28,2021-11-22,2021-11-29,未过半,0.42,5,-2795.340679999994,-1.1368683772161603e-11
evaluation,BASE,PRICE20_ONLY,29,2021-12-06,2021-12-21,多数上涨,0.5652173913043478,11,-1235.3657999999996,7.958078640513122e-12
evaluation,BASE,PRICE20_ONLY,30,2022-03-02,2022-03-03,未过半,0.431438127090301,1,-245.4052200000151,-1.2988721209694631e-11
evaluation,BASE,PRICE20_ONLY,31,2022-03-31,2022-04-01,未过半,0.14333333333333334,1,-2321.7542799999937,3.183231456205249e-12
evaluation,BASE,PRICE20_ONLY,32,2022-04-11,2022-04-12,多数上涨,0.5016722408026756,1,-4221.971600000019,1.1823431123048067e-11
evaluation,BASE,PRICE20_ONLY,33,2022-05-18,2022-07-12,未过半,0.29194630872483224,38,14545.959120000014,0.0
evaluation,BASE,PRICE20_ONLY,34,2022-08-12,2022-08-17,未过半,0.43434343434343436,3,-964.4923200000484,1.3301360013429075e-11
evaluation,BASE,PRICE20_ONLY,35,2022-08-23,2022-08-25,未过半,0.4697986577181208,2,-3559.6943199999805,0.0
evaluation,BASE,PRICE20_ONLY,36,2022-09-14,2022-09-15,未过半,0.4463087248322148,1,-309.20544000001973,1.1596057447604835e-11
evaluation,BASE,PRICE20_ONLY,37,2022-11-07,2022-11-11,多数上涨,0.5933333333333334,4,1162.0154399999883,-1.1823431123048067e-11
evaluation,BASE,PRICE20_ONLY,38,2022-11-30,2022-12-21,多数上涨,0.7433333333333333,15,-111.09532000002218,1.3500311979441904e-11
evaluation,BASE,PRICE20_ONLY,39,2023-01-06,2023-02-09,未过半,0.38461538461538464,19,3921.985199999996,-1.2278178473934531e-11
evaluation,BASE,PRICE20_ONLY,40,2023-02-14,2023-02-16,多数上涨,0.7066666666666667,2,-1197.6619599999976,4.320099833421409e-12
evaluation,BASE,PRICE20_ONLY,41,2023-02-21,2023-02-23,多数上涨,0.55,2,-1607.7318400000222,-1.2278178473934531e-11
evaluation,BASE,PRICE20_ONLY,42,2023-03-02,2023-03-07,未过半,0.45,3,-937.3373999999894,5.9117155615240335e-12
evaluation,BASE,PRICE20_ONLY,43,2023-03-24,2023-03-28,未过半,0.3566666666666667,2,-1035.9041799999832,6.821210263296962e-12
evaluation,BASE,PRICE20_ONLY,44,2023-03-31,2023-04-24,未过半,0.3433333333333333,15,-984.7371600000188,1.2505552149377763e-12
evaluation,BASE,PRICE20_ONLY,45,2023-06-14,2023-06-27,未过半,0.28859060402684567,7,-1837.9094400000176,1.0459189070388675e-11
evaluation,BASE,PRICE20_ONLY,46,2023-07-03,2023-07-07,多数上涨,0.5304054054054054,4,-875.5577999999805,7.503331289626658e-12
evaluation,BASE,PRICE20_ONLY,47,2023-07-12,2023-07-13,多数上涨,0.5993265993265994,1,-402.6780800000124,-9.322320693172514e-12
evaluation,BASE,PRICE20_ONLY,48,2023-07-26,2023-08-14,多数上涨,0.7533783783783784,13,-2749.745739999984,-5.002220859751105e-12
evaluation,BASE,PRICE20_ONLY,49,2023-09-05,2023-09-08,未过半,0.27666666666666667,3,-4142.453999999998,3.637978807091713e-12
evaluation,BASE,PRICE20_ONLY,50,2023-11-07,2023-11-20,未过半,0.39,9,-2575.8430799999915,-1.318767317570746e-11
evaluation,BASE,PRICE20_ONLY,51,2023-12-29,2024-01-05,未过半,0.29,4,-3968.40095999997,-1.0459189070388675e-11
evaluation,BASE,PRICE20_ONLY,52,2024-01-26,2024-01-31,多数上涨,0.52,3,-4544.142660000012,3.637978807091713e-12
evaluation,BASE,PRICE20_ONLY,53,2024-02-07,2024-03-26,未过半,0.4766666666666667,28,9044.822799999994,-1.0913936421275139e-11
evaluation,BASE,PRICE20_ONLY,54,2024-04-02,2024-04-09,未过半,0.4882943143812709,3,-2665.714800000016,7.275957614183426e-12
evaluation,BASE,PRICE20_ONLY,55,2024-04-16,2024-04-17,未过半,0.4414715719063545,1,-967.947840000008,-8.981260180007666e-12
evaluation,BASE,PRICE20_ONLY,56,2024-04-29,2024-05-27,多数上涨,0.6020066889632107,17,958.9530000000086,-3.296918293926865e-12
evaluation,BASE,PRICE20_ONLY,57,2024-07-12,2024-07-24,未过半,0.3691275167785235,8,-930.9521999999996,-6.821210263296962e-13
evaluation,BASE,PRICE20_ONLY,58,2024-08-01,2024-08-02,多数上涨,0.5993265993265994,1,-2052.090920000017,-4.092726157978177e-12
evaluation,BASE,PRICE20_ONLY,59,2024-09-02,2024-09-03,未过半,0.29194630872483224,1,-2490.3252400000056,9.549694368615746e-12
evaluation,BASE,PRICE20_ONLY,60,2024-09-25,2024-10-10,多数上涨,0.5757575757575758,6,24243.41047999999,-7.275957614183426e-12
evaluation,BASE,PRICE20_ONLY,61,2024-11-05,2024-11-18,未过半,0.3187919463087248,9,1673.6925000000338,-1.318767317570746e-11
evaluation,BASE,PRICE20_ONLY,62,2024-12-09,2024-12-16,未过半,0.26666666666666666,5,-1862.3348800000383,9.777068044058979e-12
evaluation,BASE,PRICE20_ONLY,63,2024-12-19,2024-12-23,未过半,0.37,2,442.90368000004673,-6.707523425575346e-12
evaluation,BASE,PRICE20_ONLY,64,2024-12-26,2025-01-02,多数上涨,0.5733333333333334,4,-2515.896479999996,1.0913936421275139e-11
evaluation,BASE,PRICE20_ONLY,65,2025-01-27,2025-02-06,未过半,0.2140468227424749,2,-2475.2519999999786,-1.0913936421275139e-11
evaluation,BASE,PRICE20_ONLY,66,2025-03-07,2025-03-11,多数上涨,0.6421404682274248,2,-2167.408400000015,5.002220859751105e-12
evaluation,BASE,PRICE20_ONLY,67,2025-03-17,2025-03-24,多数上涨,0.5351170568561873,5,-4665.016000000032,-6.366462912410498e-12
evaluation,BASE,PRICE20_ONLY,68,2025-04-25,2025-05-28,未过半,0.2833333333333333,20,2242.6478399999905,-1.0913936421275139e-11
evaluation,BASE,PRICE20_ONLY,69,2025-06-06,2025-06-11,多数上涨,0.5252525252525253,3,-756.7025399999984,1.1368683772161603e-11
evaluation,BASE,PRICE20_ONLY,70,2025-06-17,2025-06-20,未过半,0.47796610169491527,3,-1481.1903000000166,7.73070496506989e-12
evaluation,BASE,PRICE20_ONLY,71,2025-06-25,2025-08-04,多数上涨,0.5714285714285714,28,7002.603599999973,5.4569682106375694e-12
evaluation,BASE,PRICE20_ONLY,72,2025-10-16,2025-10-20,多数上涨,0.56,2,-1628.314000000013,4.092726157978177e-12
evaluation,BASE,PRICE20_ONLY,73,2025-10-23,2025-11-05,多数上涨,0.51,9,-101.22815999999877,-8.043343768804334e-12
evaluation,BASE,PRICE20_ONLY,74,2025-11-10,2025-11-17,未过半,0.47,5,-2576.7457599999907,5.002220859751105e-12
evaluation,BASE,PRICE20_ONLY,75,2025-12-08,2025-12-17,未过半,0.24666666666666667,7,-3445.377000000008,1.2278178473934531e-11
evaluation,BASE,PRICE20_ONLY,76,2026-01-30,2026-02-02,多数上涨,0.5217391304347826,1,-2133.6988799999817,-1.0459189070388675e-11
evaluation,BASE,PRICE20_ONLY,77,2026-02-10,2026-02-24,未过半,0.3511705685618729,4,-527.6011199999484,-9.094947017729282e-13
evaluation,BASE,PRICE20_ONLY,78,2026-03-12,2026-03-13,多数上涨,0.5067114093959731,1,-1556.3031199999969,-6.821210263296962e-12
evaluation,BASE,PRICE20_ONLY,79,2026-04-09,2026-05-22,未过半,0.2833333333333333,28,8327.937259999977,-1.8189894035458565e-12
evaluation,BASE,PRICE20_ONLY,80,2026-05-27,2026-06-02,未过半,0.348993288590604,4,-3420.4813999999897,1.4097167877480388e-11
evaluation,BASE,PRICE20_ONLY,81,2026-06-16,2026-07-03,未过半,0.35906040268456374,12,-3183.375,5.4569682106375694e-12
evaluation,BASE,PRICE20_ONLY,82,2026-08-10,2026-08-14,多数上涨,0.6644067796610169,4,-854.6472000000067,1.0800249583553523e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,1,2020-01-02,2020-01-22,多数上涨,0.9163879598662207,14,-2143.3262399999367,-1.4097167877480388e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,2,2020-03-03,2020-03-10,多数上涨,0.9166666666666666,5,-6573.987599999964,-1.4551915228366852e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,3,2020-04-17,2020-04-27,多数上涨,0.6073825503355704,6,-1652.1199999999951,-1.4097167877480388e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,4,2020-05-19,2020-05-21,多数上涨,0.52,2,-1348.5382799999788,-1.4551915228366852e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,5,2020-06-02,2020-06-08,多数上涨,0.6254180602006689,4,1882.7859599999792,-1.1823431123048067e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,6,2020-06-11,2020-06-16,多数上涨,0.5252525252525253,3,-2354.9240400000126,-1.4551915228366852e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,7,2020-07-30,2020-07-31,多数上涨,0.8945578231292517,1,-2119.0896000000066,3.637978807091713e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,8,2020-08-17,2020-08-21,多数上涨,0.6868686868686869,4,-1730.283599999966,-1.2278178473934531e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,9,2020-08-28,2020-09-01,多数上涨,0.5433333333333333,2,2259.010479999968,-1.8189894035458565e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,10,2020-10-14,2020-10-15,多数上涨,0.5183946488294314,1,-1133.4222400000144,-6.366462912410498e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,11,2020-11-06,2020-11-10,多数上涨,0.6013513513513513,2,3236.1470400000107,-9.094947017729282e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,12,2020-11-13,2020-11-16,多数上涨,0.5186440677966102,1,-754.4275199999684,-9.777068044058979e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,13,2020-11-19,2020-12-10,多数上涨,0.5186440677966102,15,1847.9786000000024,-9.549694368615746e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,14,2021-01-08,2021-01-29,多数上涨,0.5791245791245792,15,-4900.18220000001,-1.1823431123048067e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,15,2021-04-08,2021-04-12,多数上涨,0.5933333333333334,2,-2564.6450799999584,1.318767317570746e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,16,2021-04-20,2021-04-21,多数上涨,0.5833333333333334,1,-1354.5087999999814,-1.000444171950221e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,17,2021-04-26,2021-04-27,多数上涨,0.5666666666666667,1,-3048.2339999999967,4.092726157978177e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,18,2021-05-17,2021-05-21,多数上涨,0.5333333333333333,4,1996.5839999999732,8.640199666842818e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,19,2021-05-26,2021-06-15,多数上涨,0.5852842809364549,13,-3602.8742399999755,-4.547473508864641e-13
evaluation,STRESS,BREADTH_MAJORITY_TREND,20,2021-09-07,2021-09-16,多数上涨,0.5704697986577181,7,-2421.1277999999875,-9.094947017729282e-13
evaluation,STRESS,BREADTH_MAJORITY_TREND,21,2021-09-28,2021-09-29,多数上涨,0.5418060200668896,1,-1638.5829200000153,8.412825991399586e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,22,2021-10-26,2021-10-27,多数上涨,0.5084175084175084,1,-1594.3712400000077,3.637978807091713e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,23,2021-11-25,2021-11-29,多数上涨,0.5566666666666666,2,-3806.612799999944,-1.2732925824820995e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,24,2021-12-06,2021-12-21,多数上涨,0.5652173913043478,11,-1431.0341999999946,0.0
evaluation,STRESS,BREADTH_MAJORITY_TREND,25,2022-04-11,2022-04-12,多数上涨,0.5016722408026756,1,-4486.072480000032,1.1823431123048067e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,26,2022-05-27,2022-07-12,多数上涨,0.6722972972972973,31,13796.208319999976,-9.094947017729282e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,27,2022-08-15,2022-08-16,多数上涨,0.5016835016835017,1,-220.7291200000036,1.7905676941154525e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,28,2022-11-07,2022-11-11,多数上涨,0.5933333333333334,4,948.545759999979,-5.9117155615240335e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,29,2022-11-30,2022-12-21,多数上涨,0.7433333333333333,15,-362.9461199999496,-1.2107648217352107e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,30,2023-01-16,2023-02-09,多数上涨,0.5451505016722408,13,-1312.953600000008,-4.547473508864641e-13
evaluation,STRESS,BREADTH_MAJORITY_TREND,31,2023-02-14,2023-02-16,多数上涨,0.7066666666666667,2,-1433.923920000001,7.73070496506989e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,32,2023-02-21,2023-02-23,多数上涨,0.55,2,-1838.2342000000065,1.4097167877480388e-11
evaluation,STRESS,BREADTH_MAJORITY_TREND,33,2023-03-06,2023-03-07,多数上涨,0.5466666666666666,1,-1779.1368000000075,6.821210263296962e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,34,2023-04-10,2023-04-24,多数上涨,0.55,10,-4569.095960000006,-2.7284841053187847e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,35,2023-07-03,2023-07-07,多数上涨,0.5304054054054054,4,-1096.4519999999902,3.865352482534945e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,36,2023-07-12,2023-07-13,多数上涨,0.5993265993265994,1,-627.878400000016,9.322320693172514e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,37,2023-07-20,2023-07-21,多数上涨,0.5286195286195287,1,-1900.32527999999,-9.322320693172514e-12
evaluation,STRESS,BREADTH_MAJORITY_TREND,38,2023-07-26,2023-08-14,多数上涨,0.7533783783783784,13,-2893.5999599999923,-3.183231456205249e-12
