date,panic_budget,learned_budget,budget_status,complete_reference_days,panic_state,learned_state,target,panic_reference_return,learned_reference_return
2015-06-09,0.44814832492263534,0.5518516750773647,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,492,0.0,1.0,0.5518516750773647,0.0,-0.008095849417823153
2015-06-10,0.44822578112176503,0.551774218878235,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,493,0.0,1.0,0.551774218878235,0.0,-0.0009490612966275291
2015-06-11,0.448210284003037,0.551789715996963,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,494,0.0,1.0,0.551789715996963,0.0,0.00018999257392415814
2015-06-12,0.4476084152545058,0.5523915847454942,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,495,0.0,1.0,0.5523915847454942,0.0,0.007408302860509641
2015-06-15,0.4495871634234904,0.5504128365765095,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,496,0.0,1.0,0.5504128365765095,0.0,-0.02394706629780252
2015-06-16,0.45176403201900267,0.5482359679809974,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,497,0.0,1.0,0.5482359679809974,0.0,-0.02627327023634507
2015-06-17,0.45055696043520777,0.5494430395647922,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,498,0.0,1.0,0.5494430395647922,0.0,0.01487987887075759
2015-06-18,0.45383854650750793,0.5461614534924921,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,499,0.0,1.0,0.5461614534924921,0.0,-0.03929339442417756
2015-06-19,0.4591173550411973,0.5408826449588027,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,500,0.0,0.0,0.0,0.0,-0.06226645486699289
2015-06-23,0.45895569608649545,0.5410443039135046,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,501,1.0,0.0,0.45895569608649545,0.0,0.0019697664433069306
2015-06-24,0.460265547001919,0.539734452998081,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,502,1.0,0.0,0.460265547001919,0.016062237842110916,0.0
2015-06-25,0.4572638058039801,0.5427361941960199,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,503,1.0,0.0,0.4572638058039801,-0.0359086951402261,0.0
2015-06-26,0.4509353543763174,0.5490646456236826,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,504,0.0,0.0,0.0,-0.07449231200243778,0.0
2015-06-29,0.45266798431663047,0.5473320156833695,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,505,0.0,0.0,0.0,0.021412581734087777,0.0
2015-06-30,0.4526679843166304,0.5473320156833696,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,506,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.4526679843166303,0.5473320156833696,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,507,0.0,0.0,0.0,0.0,0.0
2015-07-02,0.45266798431663036,0.5473320156833696,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,508,0.0,0.0,0.0,0.0,0.0
2015-07-03,0.4526679843166306,0.5473320156833694,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,509,0.0,0.0,0.0,0.0,0.0
2015-07-06,0.4526679843166306,0.5473320156833694,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,510,0.0,0.0,0.0,0.0,0.0
2015-07-07,0.4526679843166304,0.5473320156833696,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,511,0.0,0.0,0.0,0.0,0.0
2015-07-08,0.4526679843166304,0.5473320156833696,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,512,0.0,0.0,0.0,0.0,0.0
2015-07-09,0.45266798431663047,0.5473320156833695,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,513,1.0,0.0,0.45266798431663047,0.0,0.0
2015-07-10,0.45783406843494145,0.5421659315650585,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,514,0.0,0.0,0.0,0.06501688480086254,0.0
2015-07-13,0.45699271154663457,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,515,0.0,0.0,0.0,-0.010204916970757205,0.0
2015-07-14,0.4569927115466346,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,516,0.0,0.0,0.0,0.0,0.0
2015-07-15,0.45699271154663457,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,517,0.0,0.0,0.0,0.0,0.0
2015-07-16,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,518,0.0,0.0,0.0,0.0,0.0
2015-07-17,0.4569927115466347,0.5430072884533653,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,519,0.0,0.0,0.0,0.0,0.0
2015-07-20,0.45699271154663457,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,520,0.0,0.0,0.0,0.0,0.0
2015-07-21,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,521,0.0,0.0,0.0,0.0,0.0
2015-07-22,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,522,0.0,0.0,0.0,0.0,0.0
2015-07-23,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,523,0.0,0.0,0.0,0.0,0.0
2015-07-24,0.4569927115466347,0.5430072884533653,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,524,0.0,0.0,0.0,0.0,0.0
2015-07-27,0.4569927115466347,0.5430072884533653,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,525,0.0,0.0,0.0,0.0,0.0
2015-07-28,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,526,0.0,0.0,0.0,0.0,0.0
2015-07-29,0.45699271154663457,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,527,0.0,0.0,0.0,0.0,0.0
2015-07-30,0.4569927115466346,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,528,0.0,0.0,0.0,0.0,0.0
2015-07-31,0.45699271154663446,0.5430072884533655,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,529,0.0,0.0,0.0,0.0,0.0
2015-08-03,0.45699271154663457,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,530,0.0,0.0,0.0,0.0,0.0
2015-08-04,0.45699271154663457,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,531,0.0,0.0,0.0,0.0,0.0
2015-08-05,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,532,0.0,0.0,0.0,0.0,0.0
2015-08-06,0.4569927115466346,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,533,0.0,0.0,0.0,0.0,0.0
2015-08-07,0.45699271154663446,0.5430072884533655,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,534,0.0,0.0,0.0,0.0,0.0
2015-08-10,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,535,0.0,0.0,0.0,0.0,0.0
2015-08-11,0.4569927115466346,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,536,0.0,0.0,0.0,0.0,0.0
2015-08-12,0.45699271154663434,0.5430072884533657,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,537,0.0,0.0,0.0,0.0,0.0
2015-08-13,0.4569927115466346,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,538,0.0,0.0,0.0,0.0,0.0
2015-08-14,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,539,0.0,0.0,0.0,0.0,0.0
2015-08-17,0.4569927115466344,0.5430072884533657,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,540,0.0,0.0,0.0,0.0,0.0
2015-08-18,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,541,0.0,0.0,0.0,0.0,0.0
2015-08-19,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,542,0.0,0.0,0.0,0.0,0.0
2015-08-20,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,543,0.0,0.0,0.0,0.0,0.0
2015-08-21,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,544,0.0,0.0,0.0,0.0,0.0
2015-08-24,0.45699271154663457,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,545,0.0,0.0,0.0,0.0,0.0
2015-08-25,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,546,0.0,0.0,0.0,0.0,0.0
2015-08-26,0.45699271154663446,0.5430072884533655,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,547,0.0,0.0,0.0,0.0,0.0
2015-08-27,0.4569927115466345,0.5430072884533654,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,548,1.0,0.0,0.4569927115466345,0.0,0.0
2015-08-28,0.4599994544215186,0.5400005455784813,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,549,1.0,0.0,0.4599994544215186,0.0372841877618626,0.0
2015-08-31,0.4598303206943397,0.5401696793056603,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,550,1.0,0.0,0.4598303206943397,-0.0020565609413211172,0.0
2015-09-01,0.4595153423572141,0.540484657642786,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,551,1.0,0.0,0.4595153423572141,-0.003827198329051651,0.0
2015-09-02,0.4592722633362001,0.5407277366637999,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,552,1.0,0.0,0.4592722633362001,-0.002955309269352613,0.0
2015-09-07,0.4572286754186045,0.5427713245813954,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,553,1.0,0.0,0.4572286754186045,-0.02460177278277409,0.0
2015-09-08,0.45941998087023445,0.5405800191297656,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,554,1.0,0.0,0.45941998087023445,0.02704558348851993,0.0
2015-09-09,0.4609618417729698,0.5390381582270303,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,555,1.0,0.0,0.4609618417729698,0.01893636444921043,0.0
2015-09-10,0.4594937515739649,0.5405062484260351,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,556,1.0,0.0,0.4594937515739649,-0.01771329691958734,0.0
2015-09-11,0.4596635510056973,0.5403364489943028,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,557,1.0,0.0,0.4596635510056973,0.0020693280389803004,0.0
2015-09-14,0.45673259886384193,0.543267401136158,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,558,0.0,0.0,0.0,-0.03510593097536352,0.0
2015-09-15,0.45588513967233296,0.5441148603276671,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,559,0.0,0.0,0.0,-0.010287333658218767,0.0
2015-09-16,0.4558851396723331,0.5441148603276669,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,560,0.0,0.0,0.0,0.0,0.0
2015-09-17,0.45588513967233296,0.5441148603276671,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,561,0.0,0.0,0.0,0.0,0.0
2015-09-18,0.4558851396723331,0.5441148603276669,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,562,0.0,0.0,0.0,0.0,0.0
2015-09-21,0.45588513967233296,0.5441148603276671,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,563,0.0,0.0,0.0,0.0,0.0
2015-09-22,0.45588513967233296,0.5441148603276671,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,564,0.0,0.0,0.0,0.0,0.0
2015-09-23,0.455885139672333,0.544114860327667,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,565,0.0,0.0,0.0,0.0,0.0
2015-09-24,0.45588513967233296,0.5441148603276671,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,566,0.0,0.0,0.0,0.0,0.0
2015-09-25,0.45588513967233313,0.5441148603276669,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,567,0.0,0.0,0.0,0.0,0.0
2015-09-28,0.45588513967233296,0.5441148603276671,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,568,0.0,1.0,0.5441148603276671,0.0,0.0
2015-09-29,0.45658185325702316,0.5434181467429768,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,569,0.0,1.0,0.5434181467429768,0.0,-0.008462814885557779
2015-09-30,0.45602705452288206,0.5439729454771179,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,570,0.0,1.0,0.5439729454771179,0.0,0.0067921736390050835
2015-10-08,0.4531671355723408,0.5468328644276592,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,571,0.0,1.0,0.5468328644276592,0.0,0.03557167022667196
2015-10-09,0.4521567075069963,0.5478432924930037,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,572,0.0,1.0,0.5478432924930037,0.0,0.01243699321928382
2015-10-12,0.44886028461747335,0.5511397153825266,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,573,0.0,1.0,0.5511397153825266,0.0,0.041239863053294856
2015-10-13,0.4494351180109195,0.5505648819890805,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,574,0.0,1.0,0.5505648819890805,0.0,-0.007022428467938546
2015-10-14,0.45031723194290163,0.5496827680570984,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,575,0.0,1.0,0.5496827680570984,0.0,-0.010749579423830924
2015-10-15,0.44826846700415934,0.5517315329958407,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,576,0.0,1.0,0.5517315329958407,0.0,0.025450225768541612
2015-10-16,0.44716314950340635,0.5528368504965937,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,577,0.0,1.0,0.5528368504965937,0.0,0.013664165944126339
2015-10-19,0.44729768498528233,0.5527023150147177,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,578,0.0,1.0,0.5527023150147177,0.0,-0.0016506089817956981
2015-10-20,0.44625043154978017,0.5537495684502198,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,579,0.0,1.0,0.5537495684502198,0.0,0.012951147638015303
2015-10-21,0.44870357642912784,0.5512964235708722,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,580,0.0,1.0,0.5512964235708722,0.0,-0.029651617787218254
2015-10-22,0.44768219860221736,0.5523178013977826,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,581,0.0,1.0,0.5523178013977826,0.0,0.012615565508506954
2015-10-23,0.44627492671190705,0.553725073288093,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,582,0.0,1.0,0.553725073288093,0.0,0.017441754120222752
2015-10-26,0.4461421957895377,0.5538578042104623,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,583,0.0,1.0,0.5538578042104623,0.0,0.0016326432774105282
2015-10-27,0.4460980022541524,0.5539019977458476,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,584,0.0,1.0,0.5539019977458476,0.0,0.0005433273660320204
2015-10-28,0.44752554382822946,0.5524744561717705,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,585,0.0,1.0,0.5524744561717705,0.0,-0.01737703429474946
2015-10-29,0.4474130993850129,0.552586900614987,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,586,0.0,1.0,0.552586900614987,0.0,0.0013815887188255438
2015-10-30,0.4473906297506467,0.5526093702493533,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,587,0.0,1.0,0.5526093702493533,0.0,0.0002759365129916258
2015-11-02,0.4487510614161842,0.5512489385838157,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,588,0.0,1.0,0.5512489385838157,0.0,-0.016551623582203523
2015-11-03,0.4493710853609757,0.5506289146390243,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,589,0.0,1.0,0.5506289146390243,0.0,-0.007573585752535084
2015-11-04,0.44468315250581925,0.5553168474941808,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,590,0.0,1.0,0.5553168474941808,0.0,0.059355198651003915
2015-11-05,0.44341511008055906,0.556584889919441,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,591,0.0,1.0,0.556584889919441,0.0,0.01574163642575832
2015-11-06,0.441521071629015,0.558478928370985,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,592,0.0,1.0,0.558478928370985,0.0,0.023640525181880534
2015-11-09,0.44069398397596404,0.559306016024036,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,593,0.0,1.0,0.559306016024036,0.0,0.010264247870578336
2015-11-10,0.440920604291335,0.559079395708665,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,594,0.0,1.0,0.559079395708665,0.0,-0.0027939899589227712
2015-11-11,0.4410238345045257,0.5589761654954744,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,595,0.0,1.0,0.5589761654954744,0.0,-0.001273553732213939
2015-11-12,0.441854953749352,0.558145046250648,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,596,0.0,1.0,0.558145046250648,0.0,-0.010201421916667286
2015-11-13,0.44263191693179393,0.5573680830682061,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,597,0.0,1.0,0.5573680830682061,0.0,-0.009533571255668893
2015-11-16,0.44216914616957487,0.5578308538304251,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,598,0.0,1.0,0.5578308538304251,0.0,0.005723172205835958
2015-11-17,0.4424633741012344,0.5575366258987656,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,599,0.0,1.0,0.5575366258987656,0.0,-0.003621293390757896
2015-11-18,0.44316153322784513,0.5568384667721549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,600,0.0,1.0,0.5568384667721549,0.0,-0.008566929213784547
2015-11-19,0.4419602890568571,0.558039710943143,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,601,0.0,1.0,0.558039710943143,0.0,0.01492528706522922
2015-11-20,0.44219072765813644,0.5578092723418635,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,602,0.0,1.0,0.5578092723418635,0.0,-0.0028379611712863184
2015-11-23,0.4425904326053518,0.5574095673946482,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,603,0.0,1.0,0.5574095673946482,0.0,-0.004915884020193717
2015-11-24,0.44252718961559667,0.5574728103844033,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,604,0.0,1.0,0.5574728103844033,0.0,0.0007800267346751433
2015-11-25,0.44204412895906214,0.5579558710409378,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,605,0.0,1.0,0.5579558710409378,0.0,0.005975543881860501
2015-11-26,0.4424220082131357,0.5575779917868643,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,606,0.0,1.0,0.5575779917868643,0.0,-0.004648733889841328
2015-11-27,0.4468901015377784,0.5531098984622216,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,607,0.0,1.0,0.5531098984622216,0.0,-0.053450654608808934
2015-11-30,0.4468677948562597,0.5531322051437403,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,608,0.0,1.0,0.5531322051437403,0.0,0.0002741211521548603
2015-12-01,0.44624593448100797,0.5537540655189921,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,609,0.0,1.0,0.5537540655189921,0.0,0.007673288849558091
2015-12-02,0.4428739773081128,0.5571260226918873,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,610,0.0,1.0,0.5571260226918873,0.0,0.042425636569230374
2015-12-03,0.4427048676572207,0.5572951323427793,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,611,0.0,1.0,0.5572951323427793,0.0,0.002087126020209329
2015-12-04,0.44424128487948017,0.5557587151205199,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,612,0.0,1.0,0.5557587151205199,0.0,-0.018745010981715216
2015-12-07,0.4441121186730704,0.5558878813269297,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,613,0.0,1.0,0.5558878813269297,0.0,0.0015919248981746126
2015-12-08,0.4452829812880138,0.5547170187119862,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,614,0.0,1.0,0.5547170187119862,0.0,-0.014304552310591023
2015-12-09,0.44517384793286824,0.5548261520671318,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,615,0.0,1.0,0.5548261520671318,0.0,0.0013437168523187104
2015-12-10,0.4453266892752395,0.5546733107247606,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,616,0.0,1.0,0.5546733107247606,0.0,-0.0018786791803713232
2015-12-11,0.445721146300549,0.554278853699451,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,617,0.0,1.0,0.554278853699451,0.0,-0.004839982094549167
2015-12-14,0.4433012494303945,0.5566987505696055,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,618,0.0,1.0,0.5566987505696055,0.0,0.03026191125247002
2015-12-15,0.4440714067492438,0.5559285932507563,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,619,0.0,1.0,0.5559285932507563,0.0,-0.009441330205786858
2015-12-16,0.4440499126672012,0.5559500873327988,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,620,0.0,1.0,0.5559500873327988,0.0,0.00026475884809262773
2015-12-17,0.44256086857043275,0.5574391314295672,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,621,0.0,1.0,0.5574391314295672,0.0,0.018528213857931686
2015-12-18,0.4422664312058631,0.5577335687941369,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,622,0.0,1.0,0.5577335687941369,0.0,0.00363823281590836
2015-12-21,0.4401970886645655,0.5598029113354346,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,623,0.0,1.0,0.5598029113354346,0.0,0.025893171868886178
2015-12-22,0.4400950333049479,0.5599049666950521,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,624,0.0,1.0,0.5599049666950521,0.0,0.0012619818797368065
2015-12-23,0.4401970949102256,0.5598029050897744,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,625,0.0,1.0,0.5598029050897744,0.0,-0.0012603912887690916
2015-12-24,0.44116351062643894,0.5588364893735611,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,626,0.0,1.0,0.5588364893735611,0.0,-0.011862629669526559
2015-12-25,0.4407509283415625,0.5592490716584375,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,627,0.0,1.0,0.5592490716584375,0.0,0.005108528095905562
2015-12-28,0.44319896598885244,0.5568010340111476,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,628,0.0,0.0,0.0,0.0,-0.029732997507902925
2015-12-29,0.4434065254910184,0.5565934745089816,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,629,0.0,0.0,0.0,0.0,-0.002554673582691458
2015-12-30,0.44340652549101844,0.5565934745089816,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,630,0.0,0.0,0.0,0.0,0.0
2015-12-31,0.4434065254910184,0.5565934745089816,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,631,0.0,0.0,0.0,0.0,0.0
2016-01-04,0.4434065254910184,0.5565934745089816,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,632,0.0,0.0,0.0,0.0,0.0
2016-01-05,0.4434065254910183,0.5565934745089818,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,633,0.0,0.0,0.0,0.0,0.0
2016-01-06,0.44340652549101833,0.5565934745089817,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,634,1.0,0.0,0.44340652549101833,0.0,0.0
2016-01-07,0.4420915645043616,0.5579084354956384,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,635,1.0,0.0,0.4420915645043616,-0.016089391378331763,0.0
2016-01-08,0.44032920208592785,0.5596707979140721,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,636,1.0,0.0,0.44032920208592785,-0.021535751781414647,0.0
2016-01-11,0.4361339871135664,0.5638660128864337,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,637,0.0,0.0,0.0,-0.05068034138042388,0.0
2016-01-12,0.43673084854204514,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,638,0.0,0.0,0.0,0.007427786914030454,0.0
2016-01-13,0.43673084854204514,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,639,0.0,0.0,0.0,0.0,0.0
2016-01-14,0.43673084854204514,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,640,0.0,0.0,0.0,0.0,0.0
2016-01-15,0.4367308485420452,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,641,0.0,0.0,0.0,0.0,0.0
2016-01-18,0.43673084854204514,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,642,0.0,0.0,0.0,0.0,0.0
2016-01-19,0.43673084854204525,0.5632691514579548,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,643,0.0,0.0,0.0,0.0,0.0
2016-01-20,0.4367308485420452,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,644,0.0,0.0,0.0,0.0,0.0
2016-01-21,0.43673084854204514,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,645,0.0,0.0,0.0,0.0,0.0
2016-01-22,0.4367308485420452,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,646,0.0,0.0,0.0,0.0,0.0
2016-01-25,0.4367308485420452,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,647,0.0,0.0,0.0,0.0,0.0
2016-01-26,0.4367308485420452,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,648,0.0,0.0,0.0,0.0,0.0
2016-01-27,0.4367308485420452,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,649,0.0,0.0,0.0,0.0,0.0
2016-01-28,0.4367308485420451,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,650,0.0,0.0,0.0,0.0,0.0
2016-01-29,0.43673084854204514,0.5632691514579549,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,651,1.0,0.0,0.43673084854204514,0.0,0.0
2016-02-01,0.43583126908453174,0.5641687309154683,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,652,1.0,0.0,0.43583126908453174,-0.011098615071803986,0.0
2016-02-02,0.4375363516575616,0.5624636483424383,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,653,1.0,0.0,0.4375363516575616,0.021353862426659154,0.0
2016-02-03,0.4371544860911006,0.5628455139088995,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,654,1.0,0.0,0.4371544860911006,-0.004721027726215854,0.0
2016-02-04,0.4382145926241602,0.5617854073758398,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,655,1.0,0.0,0.4382145926241602,0.013213817177436749,0.0
2016-02-05,0.4372644122054664,0.5627355877945336,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,656,1.0,0.0,0.4372644122054664,-0.011703900673425416,0.0
2016-02-15,0.4369635706328078,0.5630364293671922,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,657,1.0,0.0,0.4369635706328078,-0.003721929880713848,0.0
2016-02-16,0.43921002439042994,0.56078997560957,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,658,1.0,0.0,0.43921002439042994,0.0281885686121075,0.0
2016-02-17,0.4400340741735785,0.5599659258264216,UNIVERSAL_MIXTURE_BUDGET_AVAILABLE,659,0.0,0.0,0.0,0.010239620325850796,0.0
