date,panic_budget,learned_budget,panic_confirmed_cash_window,learned_confirmed_cash_window,budget_status,budget_update_scheduled,moment_attempt_origin,last_successful_budget_origin,window_start,window_observations,panic_mean,learned_mean,panic_variance,learned_variance,reference_covariance,estimated_daily_ratio,panic_state,learned_state,target,panic_reference_return,learned_reference_return
2012-11-12,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-13,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-14,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-15,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-16,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-19,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-20,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-21,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-22,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-23,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-26,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-27,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-28,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-29,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-11-30,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-03,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-04,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-05,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-06,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-07,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-10,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-11,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-12,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-13,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-14,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-17,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-18,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-19,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-20,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-21,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-24,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-25,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-26,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-27,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-28,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2012-12-31,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-04,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-07,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-08,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-09,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-10,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-11,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-14,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-15,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-16,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-17,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-18,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-21,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-22,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-23,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-24,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-25,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-28,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-29,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-30,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-01-31,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-01,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-04,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-05,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-06,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-07,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-08,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-18,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-19,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-20,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-21,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-22,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-25,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-26,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-27,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-02-28,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-01,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-04,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-05,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-06,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-07,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-08,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-11,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-12,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-13,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-14,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-15,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-18,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-19,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-20,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-21,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-22,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-25,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-26,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-27,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-28,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-03-29,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-01,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-02,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-03,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-08,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-09,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-10,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-11,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-12,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-15,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-16,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-17,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-18,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-19,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-22,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-23,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-24,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-25,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-04-26,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-02,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-03,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-06,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-07,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-08,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-09,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-10,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-13,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-14,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-15,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-16,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
2013-05-17,,,False,False,NO_VIEW_OUTSIDE_DECISION_PERIOD,False,,,,0,,,,,,,,,,,
