origin,is_monthly_training_origin,actual_index_members,forward_eps_growth_median,eps_growth_company_count,same_year_profit_revision_90_median,profit_revision_company_count,reported_forward_earnings_yield_median,reported_earnings_yield_company_count,raw_eps_revision_90_unadjusted_median,raw_eps_revision_unadjusted_company_count,all_eps_features_valid,eps_company_coverage_of_index,valuation_company_count,report_target_midpoint_upside_median,report_target_age_days_median,report_target_company_coverage_of_index,all_valuation_features_valid
2018-08-31,True,300,0.1593412707243797,2,0.1658194394741932,1,0.08478186775732788,2,0.16541353383458643,1,False,0.006666666666666667,0,,,0.0,False
2018-09-28,True,300,0.1593412707243797,2,0.1658194394741932,1,0.08478186775732788,2,0.16541353383458643,1,False,0.006666666666666667,0,,,0.0,False
2018-10-31,True,300,0.2060606060606061,3,0.1658194394741932,1,0.10101010101010101,3,0.16541353383458643,1,False,0.01,0,,,0.0,False
2018-11-30,True,300,0.2060606060606061,3,-0.042714618555469264,2,0.10101010101010101,3,-0.04306220095693784,2,False,0.01,0,,,0.0,False
2018-12-28,True,300,0.2060606060606061,3,-0.042714618555469264,2,0.10101010101010101,3,-0.04306220095693784,2,False,0.01,0,,,0.0,False
2019-01-31,True,300,0.19801980198019808,3,0.0,3,0.1234567901234568,3,0.0,3,False,0.01,0,,,0.0,False
2019-02-28,True,300,0.1420721019470369,2,0.0,2,0.1352578068264343,2,0.0,2,False,0.006666666666666667,0,,,0.0,False
2019-03-29,True,300,0.10970464135021088,3,0.07046764894298527,2,0.12195121951219513,3,0.06837606837606834,2,False,0.01,0,,,0.0,False
2019-04-30,True,300,0.0904510261767236,2,0.14093529788597053,1,0.11715538503699643,2,0.13675213675213668,1,False,0.006666666666666667,0,,,0.0,False
2019-05-31,True,300,0.0904510261767236,2,0.14093529788597053,1,0.11715538503699643,2,0.13675213675213668,1,False,0.006666666666666667,0,,,0.0,False
2019-06-28,True,300,0.0904510261767236,2,0.0,2,0.11715538503699643,2,0.0,2,False,0.006666666666666667,0,,,0.0,False
2019-07-31,True,300,0.0904510261767236,2,0.0,2,0.11715538503699643,2,0.0,2,False,0.006666666666666667,0,,,0.0,False
2019-08-30,True,300,0.10970464135021088,3,0.0,2,0.12195121951219513,3,0.0,2,False,0.01,0,,,0.0,False
2019-09-30,True,300,0.1578416701160039,2,0.08160727098780196,1,0.16967126193001061,2,0.09160305343511459,1,False,0.006666666666666667,0,,,0.0,False
2019-10-31,True,300,0.1578416701160039,2,0.08160727098780196,1,0.16967126193001061,2,0.09160305343511459,1,False,0.006666666666666667,0,,,0.0,False
2019-11-29,True,300,0.1578416701160039,2,0.0002297477369847907,2,0.16564326037436863,2,0.0,2,False,0.006666666666666667,0,,,0.0,False
2019-12-31,True,300,0.1578416701160039,2,0.0002297477369847907,2,0.16564326037436863,2,0.0,2,False,0.006666666666666667,0,,,0.0,False
2020-01-23,True,300,0.12475433649491578,2,0.0009579378211268832,2,0.19167510121457487,2,0.0,2,False,0.006666666666666667,0,,,0.0,False
2020-02-28,True,300,0.06702425651111503,2,0.0,1,0.12019230769230768,1,0.0,1,False,0.006666666666666667,0,,,0.0,False
2020-03-31,True,300,0.0773109243697479,3,0.0,1,0.13472301951779564,2,0.0,1,False,0.01,0,,,0.0,False
2020-04-30,True,300,0.1381653454133634,3,,0,0.10328016080058161,2,,0,False,0.01,0,,,0.0,False
2020-05-29,True,300,0.1381653454133634,3,0.0,1,0.10328016080058161,2,0.0,1,False,0.01,0,,,0.0,False
2020-06-30,True,300,0.12790620211844644,4,0.0,3,0.14925373134328357,3,0.0,3,False,0.013333333333333334,0,,,0.0,False
2020-07-31,True,300,0.12790620211844644,4,0.0,3,0.14925373134328357,3,0.0,4,False,0.013333333333333334,0,,,0.0,False
2020-08-31,True,300,0.14844775207176114,4,0.0,2,0.10328016080058161,4,0.0,3,False,0.013333333333333334,0,,,0.0,False
2020-09-30,True,300,0.19120718462823727,4,-0.2693561773772824,1,0.041414908196831614,4,-0.148936170212766,2,False,0.013333333333333334,0,,,0.0,False
2020-10-30,True,300,0.19030993717093023,4,-0.2693561773772824,1,0.025451968397841022,4,-0.297872340425532,1,False,0.013333333333333334,0,,,0.0,False
2020-11-30,True,300,0.19126323641965148,8,-0.14994866915451874,2,0.026178010471204185,8,-0.15271988659204883,2,False,0.02666666666666667,0,,,0.0,False
2020-12-31,True,300,0.2193350144453166,6,-0.08175559380378658,2,0.026178010471204185,6,-0.07987220447284345,2,False,0.02,0,,,0.0,False
2021-01-29,True,300,0.1866226259289843,5,-0.03904109589041096,2,0.03125,5,-0.040609137055837546,2,False,0.016666666666666666,0,,,0.0,False
2021-02-26,True,300,0.1866226259289843,5,0.0,5,0.03125,5,0.0,5,False,0.016666666666666666,0,,,0.0,False
2021-03-31,True,300,0.1753385602280826,5,0.0,4,0.031545741324921134,5,0.0,4,False,0.016666666666666666,0,,,0.0,False
2021-04-30,True,300,0.16849816849816854,9,0.0,5,0.031545741324921134,9,0.0,5,False,0.03,0,,,0.0,False
2021-05-31,True,300,0.1807814178948199,8,-0.030560271646859084,3,0.026212364815654587,8,-0.030605455755156292,3,False,0.02666666666666667,0,,,0.0,False
2021-06-30,True,300,0.19839402003364925,6,0.06437558079190445,2,0.02733401948061634,6,0.03729683490162529,2,False,0.02,0,,,0.0,False
2021-07-30,True,300,0.1476402892556779,4,0.0,4,0.03739316239316239,4,0.0,4,False,0.013333333333333334,0,,,0.0,False
2021-08-31,True,300,0.1395348837209302,5,0.0,4,0.046296296296296294,5,0.0,4,False,0.016666666666666666,0,,,0.0,False
2021-09-30,True,300,0.1395348837209302,5,0.0,4,0.046296296296296294,5,0.0,4,False,0.016666666666666666,0,,,0.0,False
2021-10-29,True,300,0.12471198156682027,2,0.0,1,0.1530612244897959,2,0.0,1,False,0.006666666666666667,0,,,0.0,False
2021-11-30,True,300,0.12471198156682027,2,0.0,2,0.1530612244897959,2,0.0,2,False,0.006666666666666667,0,,,0.0,False
2021-12-31,True,300,0.12471198156682027,2,0.0,2,0.1530612244897959,2,0.0,2,False,0.006666666666666667,0,,,0.0,False
2022-01-28,True,300,0.12319377963549738,2,0.0,2,0.17375033413525795,2,0.0,2,False,0.006666666666666667,0,,,0.0,False
2022-02-28,True,300,0.13186813186813187,1,0.0,1,0.23255813953488372,1,0.0,1,False,0.0033333333333333335,0,,,0.0,False
2022-03-31,True,300,0.1439795924685312,32,,0,0.09090909090909091,31,,0,False,0.10666666666666667,7,,2.0,0.023333333333333334,False
2022-04-29,True,300,0.18473895582329314,91,0.0491420929877487,1,0.07194244604316546,89,0.0304568527918782,1,False,0.30333333333333334,27,0.313969571230982,23.0,0.09,False
2022-05-31,True,300,0.1902604756511891,117,,0,0.07092198581560284,115,,0,False,0.39,32,0.29036713123810287,32.0,0.10666666666666667,False
2022-06-30,True,300,0.19095477386934678,117,0.0,43,0.07194244604316546,115,0.0,43,True,0.39,34,0.29408820293794086,54.5,0.11333333333333333,True
2022-07-29,True,300,0.19060762476026794,114,0.0,86,0.07246376811594203,112,0.0,86,True,0.38,37,0.2908496732026144,71.0,0.12333333333333334,True
2022-08-31,True,300,0.19060762476026794,136,0.0,118,0.06452687232005329,134,0.0,118,True,0.4533333333333333,40,0.25700327958458596,56.5,0.13333333333333333,True
2022-09-30,True,300,0.19095477386934678,139,0.0,105,0.06329113924050632,137,0.0,105,True,0.4633333333333333,32,0.25,36.5,0.10666666666666667,True
2022-10-31,True,300,0.1902552204176334,133,0.0,100,0.06578947368421052,131,0.0,100,True,0.44333333333333336,26,0.24558423913043478,61.5,0.08666666666666667,True
2022-11-30,True,300,0.19547738693467342,114,0.0,99,0.06097560975609757,113,0.0,99,True,0.38,25,0.22618315918869084,85.0,0.08333333333333333,True
2022-12-30,True,300,0.20000000000000004,115,0.0,106,0.06097560975609757,114,0.0,106,True,0.38333333333333336,27,0.1992619926199262,113.0,0.09,True
2023-01-31,True,300,0.17836812144212533,111,0.0,103,0.0738097832007844,110,0.0,103,True,0.37,27,0.2280334728033473,96.0,0.09,True
2023-02-28,True,300,0.17391304347826092,77,0.0,68,0.07874015748031496,77,0.0,68,True,0.25666666666666665,27,0.2308136180034622,83.0,0.09,True
2023-03-31,True,300,0.18315018315018314,83,0.0,61,0.0684931506849315,83,0.0,61,True,0.27666666666666667,27,0.2280334728033473,72.0,0.09,True
2023-04-28,True,300,0.18085106382978716,135,-0.022129169972801982,82,0.06944444444444445,135,-0.022720772391250026,82,True,0.45,27,0.17445522106058697,25.0,0.09,True
2023-05-31,True,300,0.18307277255118987,156,-0.011390284757118929,59,0.07117527862208714,156,-0.012738853503184724,59,True,0.52,24,0.19550078873155596,43.5,0.08,True
2023-06-30,True,300,0.18525519848771274,153,0.0,89,0.07220310707955374,152,0.0,89,True,0.51,24,0.20604548764392666,64.0,0.08,True
2023-07-31,True,300,0.183453237410072,153,0.0,126,0.07143221592938415,152,0.0,126,True,0.51,27,0.20278864970645794,88.0,0.09,True
2023-08-31,True,300,0.18085106382978716,163,0.0,146,0.07092198581560284,161,0.0,146,True,0.5433333333333333,23,0.20278864970645794,119.0,0.07666666666666666,True
2023-09-28,True,300,0.1818181818181818,160,0.0,140,0.06896551724137931,157,0.0,140,True,0.5333333333333333,17,0.24550898203592814,27.0,0.056666666666666664,True
2023-10-31,True,300,0.18133462282398446,150,0.0,129,0.06944444444444445,147,0.0,130,True,0.5,16,0.25373599606894837,50.5,0.05333333333333334,True
2023-11-30,True,300,0.1853658536585366,147,0.0,135,0.07042253521126761,145,0.0,136,True,0.49,13,0.24199743918053776,32.0,0.043333333333333335,True
2023-12-29,True,300,0.18248175182481752,143,0.0,129,0.06578947368421052,141,0.0,129,True,0.4766666666666667,17,0.2530940594059406,60.0,0.056666666666666664,True
2024-01-31,True,300,0.15319426336375483,140,0.0,127,0.07751937984496124,137,0.0,128,True,0.4666666666666667,18,0.26029188567004846,92.5,0.06,True
2024-02-29,True,300,0.14930602344697477,111,0.0,100,0.07662947739283618,108,0.0,105,True,0.37,20,0.26029188567004846,115.0,0.06666666666666667,True
2024-03-29,True,300,0.14094161451674408,110,0.0,83,0.07692307692307693,107,0.0,97,True,0.36666666666666664,20,0.22640463027256802,94.0,0.06666666666666667,True
2024-04-30,True,300,0.14224031581544538,128,-0.05676196286585437,74,0.07520497596833475,124,-0.08927290067668842,100,True,0.4266666666666667,14,0.17413290826141925,27.5,0.04666666666666667,True
2024-05-31,True,300,0.14900108107986804,150,-0.041322177851328454,72,0.06873582766439909,146,-0.06060606060606053,92,True,0.5,14,0.1526680525257007,37.0,0.04666666666666667,True
2024-06-28,True,300,0.14908579465541485,155,0.0,97,0.06993006993006992,151,0.0,107,True,0.5166666666666667,20,0.145014839065286,62.0,0.06666666666666667,True
2024-07-31,True,300,0.14118211475724438,144,0.0,118,0.07025085006736383,140,0.0,119,True,0.48,22,0.145014839065286,88.0,0.07333333333333333,True
2024-08-30,True,300,0.1333333333333334,156,0.0,139,0.07407813871817384,152,0.0,142,True,0.52,17,0.13985374771480805,103.0,0.056666666666666664,True
2024-09-30,True,300,0.13215859030836996,157,-0.0020242914979757085,135,0.07142857142857142,154,-0.002781641168289355,141,True,0.5233333333333333,10,0.1261069527324572,50.0,0.03333333333333333,True
2024-10-31,True,300,0.1333333333333333,158,-0.006699117694166475,123,0.06993006993006992,155,-0.009950248756218916,129,True,0.5266666666666666,11,0.11928429423459244,69.0,0.03666666666666667,True
2024-11-29,True,300,0.13333333333333333,159,0.0,140,0.06493780307822053,156,0.0,144,True,0.53,8,,30.5,0.02666666666666667,False
2024-12-31,True,300,0.14684137637157776,150,0.0,138,0.06666666666666667,147,0.0,140,True,0.5,8,,58.0,0.02666666666666667,False
2025-01-27,True,300,0.12244897959183683,149,0.0,135,0.07692307692307693,145,0.0,136,True,0.49666666666666665,9,,85.0,0.03,False
2025-02-28,True,300,0.12132352941176475,118,0.0,114,0.07462686567164178,115,0.0,115,True,0.3933333333333333,10,0.1311640305459016,116.0,0.03333333333333333,True
2025-03-31,True,300,0.109979633401222,113,0.0,100,0.07092198581560284,109,0.0,103,True,0.37666666666666665,10,0.14682957791177403,101.0,0.03333333333333333,True
2025-04-30,True,300,0.1048108300216472,134,0.0,108,0.07220310707955374,130,0.0,114,True,0.44666666666666666,8,,31.5,0.02666666666666667,False
2025-05-30,True,300,0.11235955056179774,153,-0.03925656734787572,96,0.07194244604316546,149,-0.04533887937362373,100,True,0.51,7,,52.0,0.023333333333333334,False
2025-06-30,True,300,0.11235955056179774,155,0.0,101,0.07194244604316546,151,0.0,103,True,0.5166666666666667,6,,79.0,0.02,False
2025-07-31,True,300,0.10989010989010987,151,0.0,120,0.06993006993006992,147,0.0,122,True,0.5033333333333333,9,,85.0,0.03,False
2025-08-29,True,300,0.10389610389610399,159,0.0,149,0.06622516556291391,155,0.0,149,True,0.53,8,,37.5,0.02666666666666667,False
2025-09-30,True,300,0.11027721681659634,158,0.0,136,0.06493506493506493,153,0.0,138,True,0.5266666666666666,4,,45.0,0.013333333333333334,False
2025-10-31,True,300,0.10412730302233072,148,0.0,123,0.06097560975609757,143,0.0,125,True,0.49333333333333335,4,,32.5,0.013333333333333334,False
2025-11-28,True,300,0.10989010989010987,149,0.0,131,0.06289308176100629,145,0.0,133,True,0.49666666666666665,4,,60.5,0.013333333333333334,False
2025-12-31,True,300,0.11050061050061044,144,0.0,131,0.06289308176100629,140,0.0,131,True,0.48,5,,66.0,0.016666666666666666,False
2026-01-30,True,300,0.095617529880478,137,0.0,127,0.07221063607924921,134,0.0,127,True,0.45666666666666667,5,,92.0,0.016666666666666666,False
2026-02-27,True,300,0.0891530460624072,119,0.0,115,0.06873582766439909,116,0.0,115,True,0.39666666666666667,5,,79.0,0.016666666666666666,False
2026-03-31,True,300,0.09174633435195836,100,0.0,96,0.06648489562158627,96,0.0,96,True,0.3333333333333333,4,,59.0,0.013333333333333334,False
2026-04-30,True,300,0.09783946396827568,108,0.0,87,0.06993348982785602,104,0.0,89,True,0.36,5,,17.0,0.016666666666666666,False
2026-05-29,True,300,0.09206477324320236,108,0.0,77,0.06920498084291188,104,0.0,80,True,0.36,7,,45.0,0.023333333333333334,False
2026-06-30,True,300,0.09345794392523359,113,0.0,76,0.06711409395973154,109,0.0,76,True,0.37666666666666665,7,,77.0,0.023333333333333334,False
2026-07-31,True,300,0.09345794392523359,109,0.0,91,0.06757065242204265,106,0.0,91,True,0.36333333333333334,7,,108.0,0.023333333333333334,False
