period,model,cost,year,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,trade_count,partial_year
evaluation,SELECTED_MIX_BAND00_FULL,STRESS,2024,0.24610687521653468,0.24610687521653468,0.2313394694518942,0.1528520786979125,1.513485923270297,-0.06827273226503765,242,46,False
evaluation,SELECTED_MIX_BAND00_FULL,STRESS,2025,0.15398113567505528,0.15330120987153334,0.1437402507901735,0.0465715965239886,3.0864359721087555,-0.007873456796708254,243,33,False
evaluation,SELECTED_MIX_BAND00_FULL,STRESS,2026,0.00032795684954820654,0.0005327092633451093,0.0040831200430180995,0.08455681713499621,0.048288478461758294,-0.06493319016002289,149,39,True
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,BASE,2015,0.31938165209999836,0.3163876443557043,0.2847122573003936,0.13931592633619974,2.043644720226177,-0.05746426509583347,244,36,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,BASE,2016,-0.002389174197612925,-0.0023696140235188986,0.0001687935051601928,0.07139262462562007,0.0023642989180652605,-0.04893909999316586,244,19,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,BASE,2017,0.1320099238976164,0.13085998964763224,0.1260791025513533,0.07849557953197515,1.6061936647017812,-0.054510044945053536,244,31,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,BASE,2018,0.036796021266700514,0.03664185642900632,0.03717451623754527,0.0487821570213841,0.7620515062761469,-0.05713762587408901,243,22,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,BASE,2019,0.09385582847496078,0.0930517912077007,0.0913844918858484,0.06956932524094536,1.3135745038398565,-0.049972043000608195,244,27,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2015,0.31493064359999967,0.31198307622940485,0.2813625440452077,0.13935505821009533,2.019033594180831,-0.05751019329598542,244,41,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2016,-0.005528059168275546,-0.00548287165630379,-0.002959976204858753,0.07134423069554971,-0.0414886554385874,-0.05031225711940209,244,19,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2017,0.1272087927683299,0.12610296642415342,0.12186942663301954,0.07859679608548557,1.5505648156506102,-0.05465197327803045,244,20,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2018,0.03302914553919702,0.032891011978566594,0.033540592379177454,0.04860216169347541,0.6901049502841374,-0.05834726079707388,243,20,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2019,0.11818008969862209,0.11715675948844106,0.11340692058019423,0.07245880435592938,1.5651227147376192,-0.047815486845479274,244,30,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,BASE,2015,0.3164240956000001,0.31346095964006704,0.28247168481578067,0.13926545296114992,2.0282968877757512,-0.055986451079578746,244,16,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,BASE,2016,-0.0028187407936414027,-0.0027956686873393485,-0.0002363345874889602,0.07169691267032965,-0.0032963007567097455,-0.0473245740869625,244,8,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,BASE,2017,0.13173797455421266,0.13059054312291643,0.12580994478241356,0.07809716370354357,1.6109412789942983,-0.0546317085733248,244,11,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,BASE,2018,0.03843317412902742,0.03827202431078257,0.03888485602890106,0.05154673552307289,0.7543611760146434,-0.05857641051979883,243,16,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,BASE,2019,0.09058128608950719,0.0898064366964262,0.08829481287105191,0.06785955530887211,1.3011404579526924,-0.04888878152024203,244,15,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2015,0.3119274281999996,0.3090111263792865,0.27907661033445735,0.13928109906919214,2.0036933381450237,-0.05600822500856434,244,16,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2016,-0.005783080555308768,-0.0057358144628173215,-0.0031948573229794437,0.07161312931188162,-0.04461273168311851,-0.04865836013113819,244,8,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2017,0.1267953487770955,0.1256933129788351,0.12146945709593829,0.07813182349424114,1.5546732645359471,-0.05478600726771507,244,11,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2018,0.034760987232149064,0.03461549018196558,0.035349172900945414,0.05140391837953991,0.6876746756919468,-0.059754186269904294,243,16,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2019,0.11387288269422968,0.11288869953112209,0.10942302579893558,0.0702493395036708,1.5576377880850796,-0.04686274774416367,244,15,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,BASE,2015,0.32986998350000113,0.3267660630238329,0.29311904358356594,0.14320787156703196,2.046808184327803,-0.057114804367901395,244,56,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,BASE,2016,-0.004377638620490323,-0.004341834347633457,-0.0017628690634935414,0.07205503022506897,-0.024465593283176698,-0.04946802704420532,244,17,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,BASE,2017,0.13338101698680707,0.13221845614158015,0.127357159674617,0.07947507668356739,1.6024792298306763,-0.05500503185570029,244,21,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,BASE,2018,0.03235738482144971,0.03222210426918118,0.03292954530634597,0.04933799530514563,0.6674277116993368,-0.05970392344608571,243,22,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,BASE,2019,0.0945058524489635,0.09369601166481713,0.09200781180684728,0.07006358621567192,1.313204430096198,-0.050118027032560186,244,31,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,STRESS,2015,0.32567276259999983,0.3226129078250878,0.2899845224829498,0.14323752292061348,2.0245010983865446,-0.05715147158532898,244,51,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,STRESS,2016,-0.0075669293984181145,-0.00750513872324301,-0.004950925594023005,0.07196923594860914,-0.06879224892089028,-0.050835360432416654,244,18,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,STRESS,2017,0.12848771936236653,0.12737015974110644,0.12307133039153838,0.07957209370117994,1.546664473272662,-0.055199334769913525,244,20,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,STRESS,2018,0.02850157053319881,0.028382631174221053,0.029195239274533647,0.0491863305692116,0.5935640845062049,-0.06103760408302643,243,23,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,STRESS,2019,0.11847298841168151,0.11744699122447703,0.11370319027207762,0.07296826411554763,1.5582553819839389,-0.047987675164148494,244,27,False
