period,model,cost,excluded_year,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,remaining_days,diagnostic_only_not_executable,remaining_joint_point_pass
evaluation,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2024,0.5180867201036568,0.07699268919337035,0.07598746399865286,0.06050017155079176,1.2559875790576733,-0.06343779322862377,1362,True,False
evaluation,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2025,0.6449817936873377,0.0925358537565576,0.09215490742727518,0.08650650315209993,1.0652945624821286,-0.06698699054878357,1361,True,False
evaluation,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2026,0.8957881277999973,0.11225108853966662,0.10964271369329405,0.08163649737905208,1.3430599941617334,-0.06698699054878357,1455,True,True
evaluation,SELECTED_MIX_BAND10_SIMPLE2,BASE,2020,0.6357374302964975,0.09144160905636757,0.09073086819740889,0.081450004053839,1.1139455332308539,-0.06404028297935183,1361,True,False
evaluation,SELECTED_MIX_BAND10_SIMPLE2,BASE,2021,0.8051241719552593,0.11073289875006076,0.10871064141862494,0.08702194014247198,1.2492325641170985,-0.06404028297935173,1361,True,True
evaluation,SELECTED_MIX_BAND10_SIMPLE2,BASE,2022,1.0025275588852205,0.13131731137246494,0.12729569982845132,0.08947430164851874,1.4227068273581627,-0.06404028297935173,1362,True,True
evaluation,SELECTED_MIX_BAND10_SIMPLE2,BASE,2023,0.978580985493831,0.128901665843251,0.12525116001575326,0.09052191078335156,1.3836557241430765,-0.06404028297935173,1362,True,True
evaluation,SELECTED_MIX_BAND10_SIMPLE2,BASE,2024,0.5593048336113133,0.08213130736265135,0.0807549086466529,0.06060016112269398,1.332585708528937,-0.06404028297935177,1362,True,False
evaluation,SELECTED_MIX_BAND10_SIMPLE2,BASE,2025,0.711584766774848,0.10027355011873873,0.09938249460866605,0.08859859939060515,1.1217163171002047,-0.06404028297935173,1361,True,False
evaluation,SELECTED_MIX_BAND10_SIMPLE2,BASE,2026,0.9804509325000004,0.1203628517776846,0.11706807822352007,0.0836939394685697,1.3987641036718512,-0.06035430552133574,1455,True,True
evaluation,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2020,0.5849910431596814,0.08534261172526512,0.0851244262046734,0.08143243987660899,1.0453380290908478,-0.06508596549013419,1361,True,False
evaluation,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2021,0.7500286191161643,0.10462778679778806,0.10319153394201878,0.08695442804151517,1.1867312138808095,-0.06508596549013429,1361,True,False
evaluation,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2022,0.938126505375315,0.12476558998039187,0.12147924274476145,0.08940474820450733,1.3587560524960696,-0.06508596549013429,1362,True,True
evaluation,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2023,0.9132387915404141,0.12218565919805231,0.11927826214914325,0.09048006648110633,1.3182822116300106,-0.06508596549013429,1362,True,True
evaluation,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2024,0.5154195782049162,0.0766562438684516,0.07567964246271963,0.06057473218119415,1.2493599185274633,-0.06508596549013419,1362,True,False
evaluation,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2025,0.6631967252971862,0.09467722118195154,0.09428351742043974,0.08861663977036777,1.0639482343807725,-0.06508596549013423,1361,True,False
evaluation,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2026,0.9191628099999958,0.11452037887153294,0.11183226153311619,0.08362669492819737,1.3372794611712968,-0.06499387566489706,1455,True,True
evaluation,SELECTED_MIX_BAND00_FULL,BASE,2020,0.6133125200905507,0.088765917314857,0.08814029838637367,0.0795561712761386,1.1079002040010155,-0.06392646839364245,1361,True,False
evaluation,SELECTED_MIX_BAND00_FULL,BASE,2021,0.788927645891442,0.10895425325814244,0.10696519362581605,0.08517620750510384,1.2558107100437244,-0.06392646839364245,1361,True,True
evaluation,SELECTED_MIX_BAND00_FULL,BASE,2022,0.9921637645829722,0.13027478022962422,0.12624624171775967,0.08785574797690904,1.4369719070736353,-0.06392646839364245,1362,True,True
evaluation,SELECTED_MIX_BAND00_FULL,BASE,2023,0.9688420670102258,0.12791235688624367,0.12425297093890675,0.08898992756301691,1.3962588164926737,-0.06392646839364245,1362,True,True
evaluation,SELECTED_MIX_BAND00_FULL,BASE,2024,0.5721397539749216,0.08370861139975988,0.08227041432694561,0.06157627792047686,1.3360731941803035,-0.06392646839364245,1362,True,False
evaluation,SELECTED_MIX_BAND00_FULL,BASE,2025,0.7001451211001224,0.09896235124833903,0.09806541676016658,0.08699515746710974,1.1272514426707276,-0.06392646839364245,1361,True,False
evaluation,SELECTED_MIX_BAND00_FULL,BASE,2026,0.9653805325999989,0.1189403475311291,0.11567098881687635,0.08198658900435377,1.4108525579803524,-0.06344268627210936,1455,True,True
evaluation,SELECTED_MIX_BAND00_FULL,STRESS,2020,0.5622329319231059,0.08255513063891833,0.0824119285816775,0.07947302911942775,1.0369798344773462,-0.06827273226503766,1361,True,False
evaluation,SELECTED_MIX_BAND00_FULL,STRESS,2021,0.7336101407803524,0.10277791213315217,0.10137005954510662,0.0850747269185481,1.191541403854989,-0.06827273226503763,1361,True,False
evaluation,SELECTED_MIX_BAND00_FULL,STRESS,2022,0.9272395539531746,0.1236403898899485,0.12034828280790184,0.08775384984566655,1.3714302337681983,-0.06827273226503768,1362,True,True
evaluation,SELECTED_MIX_BAND00_FULL,STRESS,2023,0.9029824301185061,0.12111442009567347,0.11819899720840128,0.08891454212727468,1.3293550681418125,-0.06827273226503768,1362,True,True
evaluation,SELECTED_MIX_BAND00_FULL,STRESS,2024,0.5281587548171569,0.07825885351743236,0.0772282939219047,0.06159042242726541,1.2539010267888107,-0.06493319016002286,1362,True,False
evaluation,SELECTED_MIX_BAND00_FULL,STRESS,2025,0.6501562044045472,0.09314613756941821,0.09275547904994888,0.08696910866537061,1.066533628703065,-0.06827273226503768,1361,True,False
evaluation,SELECTED_MIX_BAND00_FULL,STRESS,2026,0.9036248239999964,0.11301448709416836,0.11035099865469615,0.08188434691133167,1.3476446087332117,-0.06827273226503768,1455,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,BASE,2015,0.2807512683766809,0.06334284496898046,0.06372893343965108,0.06795078590811147,0.9378689677825136,-0.057137625874089,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,BASE,2016,0.6938466190369101,0.13974506591113006,0.13493775925097104,0.09062760136545663,1.4889256387447936,-0.05746426509583347,975,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,BASE,2017,0.49274285386284844,0.10454641248000589,0.10342789729479554,0.08923205574670899,1.159089033972078,-0.05746426509583347,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,BASE,2018,0.6298285195341404,0.1287577917010956,0.1255861613106889,0.09430359533480111,1.331721880431249,-0.05746426509583347,976,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,BASE,2019,0.5448102760999958,0.11398612277857677,0.11211044601518855,0.09106133478896322,1.231153115370065,-0.05746426509583347,975,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2015,0.2948552782514223,0.06623733396537768,0.06649800869146538,0.06869806750769242,0.9679749533568658,-0.05834726079707386,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2016,0.7121095271687563,0.1427828831538455,0.13765154196430252,0.09119419417205499,1.5094331740526925,-0.058347260797074044,975,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2017,0.5104964540051591,0.10779252564053685,0.10641218371564376,0.08978445050623318,1.1851961349171058,-0.058347260797074044,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2018,0.6482060469952096,0.1319003131896984,0.12841972876339067,0.09486339539363246,1.3537332100597637,-0.05751019329598542,976,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_SIMPLE3,STRESS,2019,0.5226929007999994,0.1100059711446386,0.10852998010219697,0.09106450585649793,1.1917923353498632,-0.058347260797074044,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,BASE,2015,0.27807574004724933,0.06279105965212864,0.06321324640320126,0.06799014039835004,0.9297413718053641,-0.05857641051979876,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,BASE,2016,0.6872456082247964,0.1386410075978735,0.13396274048976312,0.09057504854242471,1.479024771673359,-0.05857641051979897,975,True,True
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,BASE,2017,0.4866424367024772,0.10342429715818398,0.10241885108847468,0.08932586372130959,1.146575547346671,-0.05857641051979897,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,BASE,2018,0.6202195212139363,0.12710405040644684,0.1240850269704393,0.09394677104295475,1.3208014026762518,-0.055986451079578746,976,True,True
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,BASE,2019,0.5427458014000011,0.11361642807529274,0.11180725333090775,0.09138873060942276,1.2234249516907034,-0.05857641051979897,975,True,True
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2015,0.2912248420053296,0.06549455356014584,0.0657928919533046,0.06856588979497247,0.9595571814212611,-0.05975418626990427,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2016,0.7038467693208887,0.1414115046904707,0.13643313616706312,0.09101194295942813,1.4990684928887095,-0.05975418626990414,975,True,True
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2017,0.5033726293230483,0.10649345113936384,0.10523509235350835,0.08975279052656283,1.172499392343277,-0.05975418626990414,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2018,0.6370865418218123,0.1300020677301807,0.12669355897658796,0.09437288162578364,1.3424784407767196,-0.05600822500856434,976,True,True
earlier_diagnostic,SELECTED_MIX_BAND10_SIMPLE2,STRESS,2019,0.5208138312000035,0.10966582295392945,0.10824978900629671,0.09136510877994804,1.1848044669548334,-0.05975418626990414,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,BASE,2015,0.2750250974440452,0.06216085237531037,0.06266337692248915,0.0686374197265638,0.9129623049952357,-0.05970392344608577,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,BASE,2016,0.7030730436293071,0.14128283281688683,0.1364594658310866,0.09252312785476764,1.4748687057498235,-0.05970392344608576,975,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,BASE,2017,0.4960702357693864,0.1051570012316421,0.10414635094688253,0.0910790260080842,1.1434723833963538,-0.05970392344608576,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,BASE,2018,0.6424715221979675,0.1309225613867993,0.12768028650038415,0.09617664288211986,1.3275602336928847,-0.057114804367901395,976,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,BASE,2019,0.5492083495999998,0.11477246865600121,0.11299275184917568,0.0929870602798884,1.215144897677921,-0.05970392344608576,975,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,STRESS,2015,0.28833416645773985,0.0649020032167523,0.06529169265712038,0.06938085105746442,0.941062147004262,-0.06103760408302639,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,STRESS,2016,0.7209316821382399,0.1442416239586563,0.1391011791502295,0.09308492810474722,1.4943469580134476,-0.06103760408302648,975,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,STRESS,2017,0.5134498003797736,0.10832973666094314,0.10706278893435564,0.0916205631684118,1.1685454141725673,-0.06103760408302648,975,True,False
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,STRESS,2018,0.6605803651953386,0.13400148264142114,0.1304520293881357,0.09672152374911207,1.3487383607243189,-0.05715147158532898,976,True,True
earlier_diagnostic,SELECTED_MIX_BAND00_FULL,STRESS,2019,0.5270011267999986,0.11078465441647772,0.10940722605143095,0.09298303616228874,1.176636412049141,-0.06103760408302648,975,True,False
