path,bytes,sha256
context/docs/510300_POST_CLOSE_STALE_PRICE_CAPTURE_V2_SPEC.md,8130,2db5c8bbff349c6bde0fbc1d2571c6589915cc4ad582bd9a3e952f7ff2e7b8b5
context/docs/510300_SHARPE_1_2_RESEARCH_RESUMPTION_20260906.md,1242,11c46336cd189f134c42fff948ba4eb51b13283b5c0403f1bfa31ba2b8ba9dac
context/reports/data_quality/510300_primary_market_readiness.json,4783,63a2860ad25180640a8e40b04264d018738feeb621de566bdd1f8360e8fa605d
context/reports/forward/510300_POST_CLOSE_STALE_PRICE_CAPTURE_V2/G0_STATUS.md,2456,ef40de95b1b3c7f0ab763ddc80234bbf2151d05cb91255297ddefa69086ab2ce
context/reports/forward/510300_POST_CLOSE_STALE_PRICE_CAPTURE_V2/g0_evidence_20260904.json,3182,45fe050177b294dd64b7b7a70b7020b75ed10e0ffb427ef80385d9b38a6523c7
context/reports/forward/510300_POST_CLOSE_STALE_PRICE_CAPTURE_V2/g0_status.json,4547,6d7c051d635248f1d772a4e3912dfb523b8bb0d74064b8fb4d5b7654b8c93169
context/reports/frozen/510300_anchored_sparse_mean_reversion_grid_v1_freeze_receipt.json,726,9b27f612e350dcdf6f2f5960a9e9ae46de02e7d782c708389a8ed426db5fd595
context/reports/research/510300_ANCHORED_SPARSE_MEAN_REVERSION_GRID_V1.md,3637,e9571e59470242801f79cd70fcf1313d152529c1f7a50ddf022075e24176d78d
context/reports/research/510300_EPISODIC_ALPHA_LIBRARY_BATCH_2_RESOURCE_ADJUDICATION.md,3587,78683e98f12d4c26643576592e541895e1169d8449cbb0a85e6e66157e1f9aaf
context/reports/research/510300_EPISODIC_ALPHA_LIBRARY_V1_POST_RUN_ADJUDICATION.md,3155,595e3f85d12c1dc6e61def0f804807510d001db0c3eae525473e05357049dcb8
context/reports/research/510300_anchored_sparse_mean_reversion_grid_v1.json,20362,cc8a9f1a5f80c57e9e8169892840a04ec353d63e5190b865940820d149c8bb11
context/reports/research/510300_anchored_sparse_mean_reversion_grid_v1_input_audit.json,6670,b3cedb265de42a9a54e8bf4d87f36160d9aebdd7dca554ccdc70e37ce1d58696
context/reports/research/510300_episodic_alpha_library_batch_2_resource_adjudication.json,8231,3544bb583a78a413e8d301a9c3a0838f21889fb0d8c24adf27fc5ec4137a8bae
context/reports/research/510300_episodic_alpha_library_v1_post_run_adjudication.json,5415,981f4c39804ab4f9bc6979b6a175ce41df3e2ec991d6803d9e14498cdcdb453a
context/research/post_close_stale_price_capture_v2.py,63192,7a0ccfbcdf5a59461e236129e06e94c88467eca6743985d689fb06d6acbbea9d
context/scripts/collect_510300_post_close_stale_price_capture_v2.py,1726,cdc403549138f90228f0c0581cd952fc1149765d6f77acde80c580c39d37b499
context/scripts/freeze_510300_post_close_stale_price_capture_v2.py,1192,5ea3bfb580a77ccc05a7e449672b8577ff49a3c9cf3c372028bd3719f6b83840
context/scripts/mature_510300_post_close_stale_price_capture_v2.py,1631,a3f5cf0ac3a7a55bf29f314fb8695499e2322831fe39ab37f2c3de83c9c50154
context/scripts/render_510300_post_close_stale_price_capture_v2_status.py,1524,d5806dc0738d3b02a13c399e4911e867f707afc5ac74c1613800f1414a83f841
context/tests/test_510300_post_close_stale_price_capture_v2.py,19351,df824dc30ee514871673c10aeb8d6ae7f7fcd624c61664637b0ca811bc242871
sources/raw_capture_receipt.json,2953,8d72aafa9f45e089166def15f5f91c5c00aeb7580fba63a250432a955507bf5d
sources/sse_2026_delayed_provisions.docx,16476,f4a0d0976a01e3e95f82460170900993824b70d91183e42d09e13ba10a9958c5
sources/sse_2026_delayed_provisions.txt,2566,6e331f928379567cace65dd78d9e8b77b63067e4fa64f3188de5872cf7c5e21a
sources/sse_2026_rule.docx,65302,fc922c433438b2636cb631eab25cca405209712acbb6aaded768c45456ff8888
sources/sse_2026_rule.txt,56980,60b31468103a6a7f6f12cbfbfdb3beecb461aa8ddce707b2c78d33b25625a2a4
sources/sse_2026_rule_announcement.html,28607,e5d8c729c79b00150dae16efb61396629fd9dbfdc881bfd389b9c71a9d0cb334
sources/sse_2026_rule_status.html,34823,4cd3e985fb8fde7283c30b88987465f04a09c209721332948c7f1336522711d1
user/用户提供原文.txt,20147,c60636cd1197f5ed17fba96109e4d206042dcdf1394da4368189874d4775816c
