date,minute_sum,daily_volume,ratio,absolute_difference
2021-11-04,284423300.0,284423300,1.0,0.0
2021-11-05,265600790.0,265600790,1.0,0.0
2021-11-08,312485200.0,312485200,1.0,0.0
2021-11-09,262840000.0,262840000,1.0,0.0
2021-11-10,489426383.0,489426383,1.0,0.0
2021-11-11,352364995.0,352364995,1.0,0.0
2021-11-12,272906704.0,272906704,1.0,0.0
2021-11-15,335915381.0,335915381,1.0,0.0
2021-11-16,351870307.0,351870307,1.0,0.0
2021-11-17,226981757.0,226981757,1.0,0.0
2021-11-18,360601200.0,360601200,1.0,0.0
2021-11-19,275920589.0,275920589,1.0,0.0
2021-11-22,353647489.0,353647489,1.0,0.0
2021-11-23,317267246.0,317267246,1.0,0.0
2021-11-24,178594706.0,178594706,1.0,0.0
2021-11-25,137259970.0,137259970,1.0,0.0
2021-11-26,204637800.0,204637800,1.0,0.0
2021-11-29,233856000.0,233856000,1.0,0.0
2021-11-30,183680000.0,183680000,1.0,0.0
2021-12-01,211626158.0,211626158,1.0,0.0
2021-12-02,161035147.0,161035147,1.0,0.0
2021-12-03,219632143.0,219632143,1.0,0.0
2021-12-06,332899117.0,332899117,1.0,0.0
2021-12-07,212426758.0,212426758,1.0,0.0
2021-12-08,341191710.0,341191710,1.0,0.0
2021-12-09,633221175.0,633221175,1.0,0.0
2021-12-10,396126046.0,396126046,1.0,0.0
2021-12-13,429033771.0,429033771,1.0,0.0
2021-12-14,362687781.0,362687781,1.0,0.0
2021-12-15,203583199.0,203583199,1.0,0.0
2021-12-16,377304328.0,377304328,1.0,0.0
2021-12-17,622618900.0,622618900,1.0,0.0
2021-12-20,851825300.0,851825300,1.0,0.0
2021-12-21,517133515.0,517133515,1.0,0.0
2021-12-22,666046188.0,666046188,1.0,0.0
2021-12-23,302305260.0,302305260,1.0,0.0
2021-12-24,260396101.0,260396101,1.0,0.0
2021-12-27,504491326.0,504491326,1.0,0.0
2021-12-28,639914174.0,639914174,1.0,0.0
2021-12-29,403865556.0,403865556,1.0,0.0
2021-12-30,474498019.0,474498019,1.0,0.0
2021-12-31,351416595.0,351416595,1.0,0.0
2022-01-04,486355276.0,486355276,1.0,0.0
2022-01-05,464073106.0,464073106,1.0,0.0
2022-01-06,517272800.0,517272800,1.0,0.0
2022-01-07,478519700.0,478519700,1.0,0.0
2022-01-10,491122307.0,491122307,1.0,0.0
2022-01-11,412218898.0,412218898,1.0,0.0
2022-01-12,511332582.0,511332582,1.0,0.0
2022-01-13,488272297.0,488272297,1.0,0.0
2022-01-14,410029000.0,410029000,1.0,0.0
2022-01-17,498349057.0,498349057,1.0,0.0
2022-01-18,624167062.0,624167062,1.0,0.0
2022-01-19,522439260.0,522439260,1.0,0.0
2022-01-20,541278488.0,541278488,1.0,0.0
2022-01-21,781436980.0,781436980,1.0,0.0
2022-01-24,460574013.0,460574013,1.0,0.0
2022-01-25,595270865.0,595270865,1.0,0.0
2022-01-26,521842100.0,521842100,1.0,0.0
2022-01-27,607621674.0,607621674,1.0,0.0
2022-01-28,858391702.0,858391702,1.0,0.0
2022-02-07,484586760.0,484586760,1.0,0.0
2022-02-08,448141306.0,448141306,1.0,0.0
2022-02-09,458938095.0,458938095,1.0,0.0
2022-02-10,495383095.0,495383095,1.0,0.0
2022-02-11,461743608.0,461743608,1.0,0.0
2022-02-14,329967908.0,329967908,1.0,0.0
2022-02-15,604314440.0,604314440,1.0,0.0
2022-02-16,449800548.0,449800548,1.0,0.0
2022-02-17,629040692.0,629040692,1.0,0.0
2022-02-18,304105215.0,304105215,1.0,0.0
2022-02-21,324195053.0,324195053,1.0,0.0
2022-02-22,315316769.0,315316769,1.0,0.0
2022-02-23,446903932.0,446903932,1.0,0.0
2022-02-24,591236542.0,591236542,1.0,0.0
2022-02-25,384466069.0,384466069,1.0,0.0
2022-02-28,269317076.0,269317076,1.0,0.0
2022-03-01,326162903.0,326162903,1.0,0.0
2022-03-02,194601292.0,194601292,1.0,0.0
2022-03-03,200689920.0,200689920,1.0,0.0
2022-03-04,405376626.0,405376626,1.0,0.0
2022-03-07,583112990.0,583112990,1.0,0.0
2022-03-08,691708074.0,691708074,1.0,0.0
2022-03-09,786748812.0,786748812,1.0,0.0
2022-03-10,552846528.0,552846528,1.0,0.0
2022-03-11,397342208.0,397342208,1.0,0.0
2022-03-14,433100428.0,433100428,1.0,0.0
2022-03-15,1044477802.0,1044477802,1.0,0.0
2022-03-16,1325138542.0,1325138541,1.0000000007546381,1.0
2022-03-17,1147561625.0,1147561626,0.9999999991285871,1.0
2022-03-18,403021732.0,403021732,1.0,0.0
2022-03-21,372016391.0,372016391,1.0,0.0
2022-03-22,250422476.0,250422476,1.0,0.0
2022-03-23,308244671.0,308244671,1.0,0.0
2022-03-24,220641762.0,220641762,1.0,0.0
2022-03-25,356808307.0,356808307,1.0,0.0
2022-03-28,415593846.0,415593846,1.0,0.0
2022-03-29,231033117.0,231033117,1.0,0.0
2022-03-30,500257530.0,500257530,1.0,0.0
2022-03-31,424278996.0,424278996,1.0,0.0
2022-04-01,375247241.0,375247241,1.0,0.0
2022-04-06,339893770.0,339893770,1.0,0.0
2022-04-07,278398351.0,278398351,1.0,0.0
2022-04-08,320271297.0,320271297,1.0,0.0
2022-04-11,580058496.0,580058497,0.9999999982760359,1.0
2022-04-12,806475901.0,806475900,1.0000000012399626,1.0
2022-04-13,387260208.0,387260208,1.0,0.0
2022-04-14,573689243.0,573689243,1.0,0.0
2022-04-15,532237966.0,532237966,1.0,0.0
2022-04-18,279709272.0,279709272,1.0,0.0
2022-04-19,313996240.0,313996240,1.0,0.0
2022-04-20,390343438.0,390343438,1.0,0.0
2022-04-21,792508456.0,792508456,1.0,0.0
2022-04-22,617378397.0,617378397,1.0,0.0
2022-04-25,1654284344.0,1654284344,1.0,0.0
2022-04-26,1543759738.0,1543759738,1.0,0.0
2022-04-27,1372583855.0,1372583856,0.9999999992714471,1.0
2022-04-28,1072926129.0,1072926129,1.0,0.0
2022-04-29,763121188.0,763121189,0.9999999986895921,1.0
2022-05-05,736095393.0,736095393,1.0,0.0
2022-05-06,520669718.0,520669718,1.0,0.0
2022-05-09,318700633.0,318700633,1.0,0.0
2022-05-10,547467162.0,547467162,1.0,0.0
2022-05-11,629011561.0,629011561,1.0,0.0
2022-05-12,307105783.0,307105783,1.0,0.0
2022-05-13,279973247.0,279973247,1.0,0.0
2022-05-16,442584342.0,442584342,1.0,0.0
2022-05-17,300849564.0,300849564,1.0,0.0
2022-05-18,264017324.0,264017324,1.0,0.0
2022-05-19,324962036.0,324962036,1.0,0.0
2022-05-20,600461424.0,600461424,1.0,0.0
2022-05-23,512091273.0,512091273,1.0,0.0
2022-05-24,415664500.0,415664500,1.0,0.0
2022-05-25,457684097.0,457684097,1.0,0.0
2022-05-26,481614068.0,481614068,1.0,0.0
2022-05-27,553297211.0,553297211,1.0,0.0
2022-05-30,450531920.0,450531920,1.0,0.0
2022-05-31,452258118.0,452258118,1.0,0.0
2022-06-01,377434508.0,377434508,1.0,0.0
2022-06-02,290132608.0,290132608,1.0,0.0
2022-06-06,423835904.0,423835904,1.0,0.0
2022-06-07,380864188.0,380864188,1.0,0.0
2022-06-08,427291052.0,427291052,1.0,0.0
2022-06-09,291614828.0,291614828,1.0,0.0
2022-06-10,648069142.0,648069142,1.0,0.0
2022-06-13,579900248.0,579900248,1.0,0.0
2022-06-14,624902550.0,624902550,1.0,0.0
2022-06-15,1121885205.0,1121885205,1.0,0.0
2022-06-16,507512036.0,507512036,1.0,0.0
2022-06-17,715647404.0,715647404,1.0,0.0
2022-06-20,732434457.0,732434457,1.0,0.0
2022-06-21,422401546.0,422401546,1.0,0.0
2022-06-22,361964272.0,361964272,1.0,0.0
2022-06-23,405693924.0,405693924,1.0,0.0
2022-06-24,414833849.0,414833849,1.0,0.0
2022-06-27,455981050.0,455981050,1.0,0.0
2022-06-28,374882378.0,374882378,1.0,0.0
2022-06-29,544835604.0,544835604,1.0,0.0
2022-06-30,568051561.0,568051561,1.0,0.0
2022-07-01,445571244.0,445571244,1.0,0.0
2022-07-04,387421725.0,387421725,1.0,0.0
2022-07-05,392115820.0,392115820,1.0,0.0
2022-07-06,318962717.0,318962717,1.0,0.0
2022-07-07,403045946.0,403045946,1.0,0.0
2022-07-08,208249030.0,208249030,1.0,0.0
2022-07-11,452207498.0,452207498,1.0,0.0
2022-07-12,343539200.0,343539200,1.0,0.0
2022-07-13,295600301.0,295600301,1.0,0.0
2022-07-14,326414269.0,326414269,1.0,0.0
2022-07-15,737307108.0,737307108,1.0,0.0
2022-07-18,389115108.0,389115108,1.0,0.0
2022-07-19,353527001.0,353527001,1.0,0.0
2022-07-20,299838373.0,299838373,1.0,0.0
2022-07-21,310492643.0,310492643,1.0,0.0
2022-07-22,314768801.0,314768801,1.0,0.0
2022-07-25,251676078.0,251676078,1.0,0.0
2022-07-26,376254537.0,376254537,1.0,0.0
2022-07-27,257178619.0,257178619,1.0,0.0
2022-07-28,369581028.0,369581028,1.0,0.0
2022-07-29,471265353.0,471265353,1.0,0.0
2022-08-01,298391483.0,298391483,1.0,0.0
2022-08-02,543973256.0,543973256,1.0,0.0
2022-08-03,376662823.0,376662823,1.0,0.0
2022-08-04,261750872.0,261750872,1.0,0.0
2022-08-05,393385248.0,393385248,1.0,0.0
2022-08-08,157282357.0,157282357,1.0,0.0
2022-08-09,241824356.0,241824356,1.0,0.0
2022-08-10,203763174.0,203763174,1.0,0.0
2022-08-11,348050252.0,348050252,1.0,0.0
2022-08-12,205589752.0,205589752,1.0,0.0
2022-08-15,232822800.0,232822800,1.0,0.0
2022-08-16,168483356.0,168483356,1.0,0.0
2022-08-17,281022766.0,281022766,1.0,0.0
2022-08-18,199968110.0,199968110,1.0,0.0
2022-08-19,289441065.0,289441065,1.0,0.0
2022-08-22,310932370.0,310932370,1.0,0.0
2022-08-23,275877595.0,275877595,1.0,0.0
2022-08-24,403161100.0,403161100,1.0,0.0
2022-08-25,332510691.0,332510691,1.0,0.0
2022-08-26,226855432.0,226855432,1.0,0.0
2022-08-29,234594502.0,234594502,1.0,0.0
2022-08-30,232094792.0,232094792,1.0,0.0
2022-08-31,555279634.0,555279634,1.0,0.0
2022-09-01,320251600.0,320251600,1.0,0.0
2022-09-02,263737445.0,263737445,1.0,0.0
2022-09-05,215865010.0,215865010,1.0,0.0
2022-09-06,264101508.0,264101508,1.0,0.0
2022-09-07,183572795.0,183572795,1.0,0.0
2022-09-08,171632183.0,171632183,1.0,0.0
2022-09-09,392975947.0,392975947,1.0,0.0
2022-09-13,327431190.0,327431190,1.0,0.0
2022-09-14,429913863.0,429913863,1.0,0.0
2022-09-15,588844446.0,588844446,1.0,0.0
2022-09-16,725780900.0,725780900,1.0,0.0
2022-09-19,397790449.0,397790449,1.0,0.0
2022-09-20,301514995.0,301514995,1.0,0.0
2022-09-21,363488622.0,363488622,1.0,0.0
2022-09-22,279846800.0,279846800,1.0,0.0
2022-09-23,520249045.0,520249045,1.0,0.0
2022-09-26,756033583.0,756033583,1.0,0.0
2022-09-27,519160341.0,519160341,1.0,0.0
2022-09-28,530081606.0,530081606,1.0,0.0
2022-09-29,506083627.0,506083627,1.0,0.0
2022-09-30,638378801.0,638378801,1.0,0.0
2022-10-10,684109248.0,684109248,1.0,0.0
2022-10-11,491380691.0,491380691,1.0,0.0
2022-10-12,731512983.0,731512983,1.0,0.0
2022-10-13,345140276.0,345140276,1.0,0.0
2022-10-14,749629133.0,749629133,1.0,0.0
2022-10-17,388760090.0,388760090,1.0,0.0
2022-10-18,431134380.0,431134380,1.0,0.0
2022-10-19,288162283.0,288162283,1.0,0.0
2022-10-20,372305013.0,372305013,1.0,0.0
2022-10-21,327572110.0,327572110,1.0,0.0
2022-10-24,629793970.0,629793970,1.0,0.0
2022-10-25,823516971.0,823516971,1.0,0.0
2022-10-26,686287021.0,686287021,1.0,0.0
2022-10-27,512397050.0,512397050,1.0,0.0
2022-10-28,738137151.0,738137151,1.0,0.0
2022-10-31,597656387.0,597656387,1.0,0.0
2022-11-01,1069157204.0,1069157204,1.0,0.0
2022-11-02,751646303.0,751646303,1.0,0.0
2022-11-03,488110710.0,488110710,1.0,0.0
2022-11-04,1129245726.0,1129245726,1.0,0.0
2022-11-07,534073373.0,534073373,1.0,0.0
2022-11-08,801257895.0,801257895,1.0,0.0
2022-11-09,520923983.0,520923983,1.0,0.0
2022-11-10,506496368.0,506496368,1.0,0.0
2022-11-11,1376702267.0,1376702267,1.0,0.0
2022-11-14,850966866.0,850966866,1.0,0.0
2022-11-15,767183469.0,767183469,1.0,0.0
2022-11-16,537797213.0,537797213,1.0,0.0
2022-11-17,791622815.0,791622815,1.0,0.0
2022-11-18,649194923.0,649194923,1.0,0.0
2022-11-21,518248908.0,518248908,1.0,0.0
2022-11-22,649025638.0,649025638,1.0,0.0
2022-11-23,548791595.0,548791595,1.0,0.0
2022-11-24,482148926.0,482148926,1.0,0.0
2022-11-25,549215773.0,549215773,1.0,0.0
2022-11-28,626091449.0,626091449,1.0,0.0
2022-11-29,720706845.0,720706845,1.0,0.0
2022-11-30,459485800.0,459485800,1.0,0.0
2022-12-01,635412583.0,635412583,1.0,0.0
2022-12-02,1030421029.0,1030421029,1.0,0.0
2022-12-05,876177074.0,876177074,1.0,0.0
2022-12-06,765807260.0,765807260,1.0,0.0
2022-12-07,682075053.0,682075053,1.0,0.0
2022-12-08,509409492.0,509409492,1.0,0.0
2022-12-09,647455186.0,647455186,1.0,0.0
2022-12-12,466857524.0,466857524,1.0,0.0
2022-12-13,363674333.0,363674333,1.0,0.0
2022-12-14,621907353.0,621907353,1.0,0.0
2022-12-15,530751298.0,530751298,1.0,0.0
2022-12-16,908368692.0,908368692,1.0,0.0
2022-12-19,745196491.0,745196491,1.0,0.0
2022-12-20,815565496.0,815565496,1.0,0.0
2022-12-21,523055800.0,523055800,1.0,0.0
2022-12-22,687820977.0,687820977,1.0,0.0
2022-12-23,1084791028.0,1084791027,1.0000000009218366,1.0
2022-12-26,651193684.0,651193684,1.0,0.0
2022-12-27,582048797.0,582048797,1.0,0.0
2022-12-28,649268983.0,649268983,1.0,0.0
2022-12-29,721271003.0,721271003,1.0,0.0
2022-12-30,630228576.0,630228576,1.0,0.0
2023-01-03,656310782.0,656310782,1.0,0.0
2023-01-04,980799721.0,980799721,1.0,0.0
2023-01-05,774502293.0,774502293,1.0,0.0
2023-01-06,541080825.0,541080825,1.0,0.0
2023-01-09,780959941.0,780959941,1.0,0.0
2023-01-10,744262224.0,744262224,1.0,0.0
2023-01-11,571511439.0,571511439,1.0,0.0
2023-01-12,325587208.0,325587208,1.0,0.0
2023-01-13,655908997.0,655908997,1.0,0.0
2023-01-16,1716375928.0,1716375927,1.0000000005826228,1.0
2023-01-17,601513127.0,601513127,1.0,0.0
2023-01-18,445690058.0,445690058,1.0,0.0
2023-01-19,607432404.0,607432404,1.0,0.0
2023-01-20,570082196.0,570082196,1.0,0.0
2023-01-30,801347080.0,801347080,1.0,0.0
2023-01-31,1139222231.0,1139222231,1.0,0.0
2023-02-01,715651962.0,715651962,1.0,0.0
2023-02-02,1001852833.0,1001852833,1.0,0.0
2023-02-03,960052104.0,960052104,1.0,0.0
2023-02-06,731459703.0,731459703,1.0,0.0
2023-02-07,553988104.0,553988104,1.0,0.0
2023-02-08,462871301.0,462871301,1.0,0.0
2023-02-09,595888582.0,595888582,1.0,0.0
2023-02-10,520522436.0,520522436,1.0,0.0
2023-02-13,828010137.0,828010137,1.0,0.0
2023-02-14,332632366.0,332632366,1.0,0.0
2023-02-15,645506758.0,645506758,1.0,0.0
2023-02-16,792510051.0,792510051,1.0,0.0
2023-02-17,743394922.0,743394922,1.0,0.0
2023-02-20,1049525486.0,1049525486,1.0,0.0
2023-02-21,560902494.0,560902494,1.0,0.0
2023-02-22,452945439.0,452945439,1.0,0.0
2023-02-23,465559533.0,465559533,1.0,0.0
2023-02-24,808776154.0,808776154,1.0,0.0
2023-02-27,456957503.0,456957503,1.0,0.0
2023-02-28,484545431.0,484545431,1.0,0.0
2023-03-01,1180480952.0,1180480952,1.0,0.0
2023-03-02,439132860.0,439132860,1.0,0.0
2023-03-03,420175727.0,420175727,1.0,0.0
2023-03-06,929302453.0,929302452,1.000000001076076,1.0
2023-03-07,674649418.0,674649418,1.0,0.0
2023-03-08,431315362.0,431315362,1.0,0.0
2023-03-09,407936491.0,407936491,1.0,0.0
2023-03-10,498112925.0,498112925,1.0,0.0
2023-03-13,467452924.0,467452924,1.0,0.0
2023-03-14,463541570.0,463541570,1.0,0.0
2023-03-15,393301056.0,393301056,1.0,0.0
2023-03-16,433143817.0,433143817,1.0,0.0
2023-03-17,1123501196.0,1123501196,1.0,0.0
2023-03-20,570954757.0,570954757,1.0,0.0
2023-03-21,556743661.0,556743661,1.0,0.0
2023-03-22,581756157.0,581756157,1.0,0.0
2023-03-23,534472929.0,534472929,1.0,0.0
2023-03-24,254895254.0,254895254,1.0,0.0
2023-03-27,491254674.0,491254674,1.0,0.0
2023-03-28,507206125.0,507206125,1.0,0.0
2023-03-29,616336308.0,616336308,1.0,0.0
2023-03-30,557206977.0,557206977,1.0,0.0
2023-03-31,671162479.0,671162479,1.0,0.0
2023-04-03,551339700.0,551339698,1.0000000036275276,2.0
2023-04-04,480308724.0,480308724,1.0,0.0
2023-04-06,378286841.0,378286841,1.0,0.0
2023-04-07,329585683.0,329585683,1.0,0.0
2023-04-10,474361579.0,474361579,1.0,0.0
2023-04-11,535954987.0,535954987,1.0,0.0
2023-04-12,335833687.0,335833687,1.0,0.0
2023-04-13,402190738.0,402190738,1.0,0.0
2023-04-14,456032644.0,456032644,1.0,0.0
2023-04-17,632547999.0,632547999,1.0,0.0
2023-04-18,416054295.0,416054295,1.0,0.0
2023-04-19,408573024.0,408573024,1.0,0.0
2023-04-20,607308636.0,607308636,1.0,0.0
2023-04-21,683648627.0,683648627,1.0,0.0
2023-04-24,594093664.0,594093664,1.0,0.0
2023-04-25,966426771.0,966426771,1.0,0.0
2023-04-26,903465326.0,903465326,1.0,0.0
2023-04-27,467769671.0,467769671,1.0,0.0
2023-04-28,451806234.0,451806234,1.0,0.0
2023-05-04,337861124.0,337861124,1.0,0.0
2023-05-05,337949905.0,337949905,1.0,0.0
2023-05-08,684815156.0,684815156,1.0,0.0
2023-05-09,566890688.0,566890688,1.0,0.0
2023-05-10,916593316.0,916593316,1.0,0.0
2023-05-11,321615029.0,321615029,1.0,0.0
2023-05-12,518774522.0,518774522,1.0,0.0
2023-05-15,810757396.0,810757396,1.0,0.0
2023-05-16,406820310.0,406820310,1.0,0.0
2023-05-17,640580508.0,640580508,1.0,0.0
2023-05-18,700600219.0,700600219,1.0,0.0
2023-05-19,341712585.0,341712585,1.0,0.0
2023-05-22,500375723.0,500375723,1.0,0.0
2023-05-23,611757337.0,611757337,1.0,0.0
2023-05-24,767277616.0,767277616,1.0,0.0
2023-05-25,491856745.0,491856745,1.0,0.0
2023-05-26,446203660.0,446203660,1.0,0.0
2023-05-29,403013549.0,403013549,1.0,0.0
2023-05-30,572097944.0,572097944,1.0,0.0
2023-05-31,733875712.0,733875712,1.0,0.0
2023-06-01,674975697.0,674975697,1.0,0.0
2023-06-02,692978097.0,692978097,1.0,0.0
2023-06-05,361154926.0,361154926,1.0,0.0
2023-06-06,411569703.0,411569703,1.0,0.0
2023-06-07,372176673.0,372176673,1.0,0.0
2023-06-08,383488893.0,383488893,1.0,0.0
2023-06-09,527068856.0,527068856,1.0,0.0
2023-06-12,459659336.0,459659336,1.0,0.0
2023-06-13,350388028.0,350388028,1.0,0.0
2023-06-14,444113622.0,444113622,1.0,0.0
2023-06-15,508430549.0,508430549,1.0,0.0
2023-06-16,602148804.0,602148804,1.0,0.0
2023-06-19,400307379.0,400307379,1.0,0.0
2023-06-20,353892342.0,353892342,1.0,0.0
2023-06-21,489353700.0,489353700,1.0,0.0
2023-06-26,640495600.0,640495600,1.0,0.0
2023-06-27,397102074.0,397102074,1.0,0.0
2023-06-28,462745613.0,462745613,1.0,0.0
2023-06-29,300262647.0,300262647,1.0,0.0
2023-06-30,529918250.0,529918250,1.0,0.0
2023-07-03,473909707.0,473909707,1.0,0.0
2023-07-04,252121289.0,252121289,1.0,0.0
2023-07-05,271215241.0,271215241,1.0,0.0
2023-07-06,346743884.0,346743884,1.0,0.0
2023-07-07,302277670.0,302277670,1.0,0.0
2023-07-10,428486811.0,428486811,1.0,0.0
2023-07-11,587438934.0,587438934,1.0,0.0
2023-07-12,389410768.0,389410768,1.0,0.0
2023-07-13,572286552.0,572286552,1.0,0.0
2023-07-14,363262103.0,363262103,1.0,0.0
2023-07-17,448612566.0,448612566,1.0,0.0
2023-07-18,266670716.0,266670716,1.0,0.0
2023-07-19,501240659.0,501240659,1.0,0.0
2023-07-20,871507069.0,871507069,1.0,0.0
2023-07-21,727250149.0,727250149,1.0,0.0
2023-07-24,454981986.0,454981986,1.0,0.0
2023-07-25,1140982398.0,1140982393,1.0000000043821886,5.0
2023-07-26,588038574.0,588038574,1.0,0.0
2023-07-27,602465765.0,602465765,1.0,0.0
2023-07-28,1496488403.0,1496488403,1.0,0.0
2023-07-31,1790634998.0,1790634998,1.0,0.0
2023-08-01,1135981581.0,1135981581,1.0,0.0
2023-08-02,789439831.0,789439831,1.0,0.0
2023-08-03,737931112.0,737931112,1.0,0.0
2023-08-04,1422357458.0,1422357458,1.0,0.0
2023-08-07,1281422409.0,1281422408,1.0000000007803829,1.0
2023-08-08,1116579062.0,1116579062,1.0,0.0
2023-08-09,1332507900.0,1332507901,0.9999999992495354,1.0
2023-08-10,938250909.0,938250908,1.000000001065813,1.0
2023-08-11,1288559813.0,1288559813,1.0,0.0
2023-08-14,1038600330.0,1038600330,1.0,0.0
2023-08-15,816519410.0,816519410,1.0,0.0
2023-08-16,855849476.0,855849476,1.0,0.0
2023-08-17,1156118339.0,1156118339,1.0,0.0
2023-08-18,1275546546.0,1275546546,1.0,0.0
2023-08-21,1100924357.0,1100924357,1.0,0.0
2023-08-22,1331528873.0,1331528873,1.0,0.0
2023-08-23,1082419723.0,1082419722,1.000000000923856,1.0
2023-08-24,952654779.0,952654779,1.0,0.0
2023-08-25,1174535468.0,1174535468,1.0,0.0
2023-08-28,2822011768.0,2822011765,1.0000000010630714,3.0
2023-08-29,2194052531.0,2194052531,1.0,0.0
2023-08-30,1036132285.0,1036132286,0.9999999990348722,1.0
2023-08-31,838468826.0,838468826,1.0,0.0
2023-09-01,792692488.0,792692488,1.0,0.0
2023-09-04,1185523274.0,1185523274,1.0,0.0
2023-09-05,629770096.0,629770096,1.0,0.0
2023-09-06,715176127.0,715176127,1.0,0.0
2023-09-07,941034963.0,941034963,1.0,0.0
2023-09-08,818635834.0,818635834,1.0,0.0
2023-09-11,816650788.0,816650788,1.0,0.0
2023-09-12,594936910.0,594936910,1.0,0.0
2023-09-13,1032133123.0,1032133123,1.0,0.0
2023-09-14,928283035.0,928283035,1.0,0.0
2023-09-15,1190622112.0,1190622112,1.0,0.0
2023-09-18,985926393.0,985926393,1.0,0.0
2023-09-19,727006269.0,727006269,1.0,0.0
2023-09-20,634135498.0,634135498,1.0,0.0
2023-09-21,899197017.0,899197017,1.0,0.0
2023-09-22,1247116554.0,1247116554,1.0,0.0
2023-09-25,700905651.0,700905651,1.0,0.0
2023-09-26,862908481.0,862908481,1.0,0.0
2023-09-27,1078053958.0,1078053958,1.0,0.0
2023-09-28,1120612353.0,1120612353,1.0,0.0
2023-10-09,875213071.0,875213072,0.9999999988574211,1.0
2023-10-10,927932376.0,927932376,1.0,0.0
2023-10-11,893498708.0,893498708,1.0,0.0
2023-10-12,933521567.0,933521569,0.999999997857575,2.0
2023-10-13,1135095339.0,1135095339,1.0,0.0
2023-10-16,1138980584.0,1138980584,1.0,0.0
2023-10-17,888060299.0,888060300,0.9999999988739503,1.0
2023-10-18,810270594.0,810270594,1.0,0.0
2023-10-19,1690368777.0,1690368777,1.0,0.0
2023-10-20,1740446164.0,1740446164,1.0,0.0
2023-10-23,2710241708.0,2710241709,0.9999999996310293,1.0
2023-10-24,1535012976.0,1535012975,1.0000000006514602,1.0
2023-10-25,1383351561.0,1383351568,0.9999999949398257,7.0
2023-10-26,1143609497.0,1143609497,1.0,0.0
2023-10-27,1647662397.0,1647662397,1.0,0.0
2023-10-30,961401373.0,961401373,1.0,0.0
2023-10-31,839660029.0,839660029,1.0,0.0
2023-11-01,811983400.0,811983400,1.0,0.0
2023-11-02,1075381584.0,1075381583,1.0000000009299024,1.0
2023-11-03,1057822683.0,1057822683,1.0,0.0
2023-11-06,1176649562.0,1176649562,1.0,0.0
2023-11-07,657529091.0,657529091,1.0,0.0
2023-11-08,1135321220.0,1135321220,1.0,0.0
2023-11-09,818569445.0,818569445,1.0,0.0
2023-11-10,784176792.0,784176792,1.0,0.0
2023-11-13,674463335.0,674463335,1.0,0.0
2023-11-14,753317217.0,753317217,1.0,0.0
2023-11-15,994063131.0,994063130,1.0000000010059724,1.0
2023-11-16,881556665.0,881556665,1.0,0.0
